from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
04-Jun-2020 - 00:00,34.85,809.6,149.1,65.44,60.27,211.57,159.5,1.21,2.53,23.06,58.7,4.75,25.22,40.14,1.95,48.07,19.26,05-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Jun-2020 - 00:00,34.91,791.27,104.39,47.02,58.23,230.29,221.63,1.4,2.02,18.18,59.32,3.44,21.14,34.46,1.76,62.75,13.31,06-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Jun-2020 - 00:00,36.12,784.06,94.95,35.75,55.56,272.79,235.43,1.35,2.09,19.13,55.33,2.97,18.97,31.1,1.74,71.06,13.29,07-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Jun-2020 - 00:00,35.49,785.07,95.33,34.86,57.11,253.22,168.45,1.82,1.88,17.39,51.38,3.03,17.68,28.6,1.63,62.71,11.72,08-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Jun-2020 - 00:00,36.76,767.16,108.51,42.55,55.33,264.76,128.3,1.41,1.54,14.87,53.16,3.44,18.91,30.27,1.73,72.2,19.2,09-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Jun-2020 - 00:00,38.06,764.83,147.78,55.34,54.58,268.44,150.45,1.19,2.0,17.8,54.49,8.53,27.18,38.03,1.88,66.01,15.7,10-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Jun-2020 - 00:00,38.59,771.5,156.23,69.52,53.83,256.17,219.77,1.26,2.12,19.89,52.68,12.22,32.94,43.19,1.91,57.89,15.34,11-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Jun-2020 - 00:00,38.72,769.93,139.05,57.27,54.08,268.07,115.35,1.25,1.89,21.6,55.45,6.13,20.4,28.95,1.8,48.64,16.75,12-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Jun-2020 - 00:00,39.45,766.1,157.77,60.52,51.32,268.83,226.94,1.79,2.65,18.06,56.84,3.9,17.97,27.81,1.55,61.09,12.46,13-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Jun-2020 - 00:00,36.93,777.36,134.7,50.83,59.54,209.22,209.84,1.77,2.6,21.08,50.5,5.41,15.7,21.21,0.7,41.75,10.51,14-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Jun-2020 - 00:00,37.93,772.59,161.54,71.27,59.7,273.82,132.92,1.31,2.7,18.83,58.04,7.52,16.16,18.83,0.9,45.71,18.67,15-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Jun-2020 - 00:00,39.9,769.31,144.83,56.16,50.36,275.26,170.43,1.3,2.43,18.54,58.62,5.87,14.4,18.08,0.75,64.25,13.3,16-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Jun-2020 - 00:00,40.05,776.13,112.38,36.95,48.06,261.87,220.47,1.99,2.47,17.16,49.07,4.55,11.79,15.19,0.65,70.63,13.01,17-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Jun-2020 - 00:00,39.23,798.31,100.07,27.56,52.78,272.73,224.6,2.07,2.37,16.91,46.58,4.1,10.1,12.93,0.6,58.19,12.61,18-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Jun-2020 - 00:00,39.81,758.1,127.17,42.0,51.12,270.74,279.05,1.98,2.14,15.95,47.24,4.83,11.45,14.19,0.58,71.29,13.55,19-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Jun-2020 - 00:00,39.66,763.43,193.83,51.43,53.86,272.7,330.49,2.15,2.45,17.25,46.27,4.3,10.21,12.72,0.64,53.47,12.82,20-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Jun-2020 - 00:00,37.05,826.46,107.08,34.74,57.02,198.45,322.52,1.8,2.12,15.88,46.38,5.71,13.14,15.96,0.85,50.68,11.71,21-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Jun-2020 - 00:00,36.5,824.22,102.29,47.08,61.07,219.81,315.32,1.71,2.58,20.38,45.44,6.46,14.12,16.66,0.92,48.51,11.79,22-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Jun-2020 - 00:00,36.97,775.19,76.42,44.0,61.16,79.58,315.8,1.51,2.77,16.86,53.29,4.71,11.05,13.55,0.81,64.69,11.89,23-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Jun-2020 - 00:00,37.14,754.73,70.04,30.42,61.51,100.42,312.16,1.94,2.55,17.94,51.38,4.55,9.86,11.65,0.73,33.97,11.31,24-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Jun-2020 - 00:00,36.42,754.47,69.17,37.58,65.03,99.82,311.09,1.81,2.76,19.02,49.52,5.28,10.87,12.34,0.75,31.96,15.0,25-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Jun-2020 - 00:00,36.34,755.55,75.42,39.42,67.69,98.82,308.7,1.35,1.97,18.61,47.85,7.23,13.35,14.0,0.72,32.28,9.83,26-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Jun-2020 - 00:00,36.97,764.31,115.83,68.54,63.91,95.26,307.85,1.54,1.9,15.27,52.42,6.28,12.92,14.65,0.74,34.98,11.4,27-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Jun-2020 - 00:00,38.22,788.77,157.71,36.71,56.53,89.09,308.7,1.8,1.23,17.21,46.86,8.23,14.56,15.04,0.61,28.13,9.69,28-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Jun-2020 - 00:00,39.32,795.37,315.88,67.04,55.0,84.74,309.73,1.8,1.68,18.64,39.14,14.76,19.07,13.22,0.64,26.39,7.24,29-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Jun-2020 - 00:00,38.22,810.2,194.71,47.46,58.15,80.08,308.0,2.06,1.89,16.08,41.13,6.57,12.37,13.19,0.58,34.58,12.36,30-Jun-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Jun-2020 - 00:00,37.53,800.49,102.33,45.38,62.29,83.29,304.84,1.96,2.63,17.83,43.24,4.2,9.25,10.96,0.65,60.65,11.79,01-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Jul-2020 - 00:00,38.59,806.06,117.08,52.58,57.83,80.24,306.82,1.76,2.75,20.49,45.68,4.44,9.73,11.48,0.68,73.28,12.67,02-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Jul-2020 - 00:00,36.44,820.44,138.5,68.58,65.74,70.98,302.06,1.21,2.75,18.62,47.52,5.27,11.24,13.05,0.77,78.98,13.03,03-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Jul-2020 - 00:00,39.51,830.57,142.98,65.81,56.37,69.02,306.31,2.29,3.16,18.95,50.21,5.44,11.16,12.63,0.79,69.1,13.27,04-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Jul-2020 - 00:00,37.53,863.72,92.38,46.15,62.48,52.25,303.67,2.35,3.07,17.99,54.41,4.72,8.55,8.84,0.64,61.34,15.19,05-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Jul-2020 - 00:00,,,50.09,29.66,,,,,1.58,12.97,46.03,4.37,7.26,6.96,0.49,74.22,14.18,06-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Jul-2020 - 00:00,36.91,838.01,71.92,49.86,63.9,74.2,301.92,2.11,2.53,15.93,43.73,5.52,8.53,7.65,0.67,43.82,14.93,07-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Jul-2020 - 00:00,35.25,833.66,41.84,22.31,69.57,74.34,294.08,2.04,2.48,17.24,44.31,5.28,7.99,6.92,0.5,25.96,12.34,08-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Jul-2020 - 00:00,35.5,805.83,42.62,26.25,70.85,77.95,298.72,1.82,2.11,16.98,43.55,5.42,8.99,8.58,0.61,27.8,11.19,09-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Jul-2020 - 00:00,37.24,836.15,66.76,43.85,65.58,71.11,302.73,1.27,1.72,32.79,43.55,7.67,14.11,14.76,0.73,43.5,13.09,10-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Jul-2020 - 00:00,38.27,808.43,49.39,23.09,60.37,81.29,306.39,1.88,1.24,27.39,39.78,8.99,16.49,17.22,0.48,51.69,8.86,11-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Jul-2020 - 00:00,35.7,829.69,31.58,12.73,67.78,76.98,301.04,2.56,0.84,12.41,39.68,7.71,13.67,13.87,0.4,75.04,7.74,12-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,13-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Jul-2020 - 00:00,38.32,935.25,124.95,32.36,57.7,41.17,271.02,2.12,6.36,34.5,35.27,7.33,14.53,16.03,0.91,76.49,9.3,14-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Jul-2020 - 00:00,38.18,932.55,176.52,43.65,60.89,41.12,194.06,1.46,7.93,54.97,46.39,14.68,19.6,14.3,0.73,53.06,9.5,15-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Jul-2020 - 00:00,37.62,947.92,117.46,40.74,61.22,42.18,117.83,1.86,2.86,11.89,53.72,7.75,14.94,16.36,0.65,65.42,10.53,16-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Jul-2020 - 00:00,37.28,941.28,87.7,36.85,63.52,42.66,117.66,1.62,2.96,12.36,55.18,8.48,15.74,16.57,0.64,46.66,12.69,17-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Jul-2020 - 00:00,37.36,936.67,93.22,47.65,64.36,44.72,151.63,1.93,3.14,12.1,54.26,8.57,15.72,16.51,0.6,47.03,12.41,18-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Jul-2020 - 00:00,36.74,918.96,91.08,39.25,66.78,46.14,116.05,1.84,3.12,12.82,52.47,8.34,14.38,14.21,1.19,38.54,12.07,19-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Jul-2020 - 00:00,35.34,907.38,58.5,28.09,74.64,49.34,216.22,1.34,2.26,13.46,49.32,11.29,16.63,14.07,0.78,34.51,6.49,20-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Jul-2020 - 00:00,34.46,862.2,51.58,19.17,70.27,60.79,286.53,1.57,1.6,12.64,48.31,10.2,16.46,15.28,0.65,59.48,7.13,21-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Jul-2020 - 00:00,32.9,812.83,45.96,26.08,77.42,76.65,155.7,2.19,2.45,13.23,39.42,9.17,14.76,13.83,0.59,49.35,8.49,22-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Jul-2020 - 00:00,32.88,797.18,50.74,32.09,80.73,81.25,173.63,1.45,2.5,14.87,39.97,12.94,16.8,11.71,0.66,22.11,7.22,23-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Jul-2020 - 00:00,34.6,817.94,66.57,32.53,73.85,104.22,225.68,1.14,1.92,13.71,44.17,23.49,26.27,13.42,0.65,36.91,8.36,24-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Jul-2020 - 00:00,37.34,824.81,101.76,42.04,60.14,248.33,126.14,1.57,4.71,12.93,69.63,7.99,15.14,16.19,1.16,64.36,12.32,25-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Jul-2020 - 00:00,36.14,827.66,82.57,38.72,68.32,245.6,121.98,1.54,3.94,13.57,57.91,9.34,14.39,12.7,0.74,33.09,12.19,26-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Jul-2020 - 00:00,36.16,998.27,93.12,51.04,71.08,248.96,182.87,1.03,2.65,14.02,56.49,10.13,14.7,12.04,0.95,42.95,11.61,27-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Jul-2020 - 00:00,37.54,995.07,120.12,43.71,66.27,247.76,287.28,1.42,1.43,12.28,58.07,16.81,19.94,11.65,0.82,34.93,8.49,28-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Jul-2020 - 00:00,37.89,,72.33,19.21,62.98,239.77,292.5,1.63,1.0,11.46,49.27,10.04,13.4,9.72,0.61,28.6,7.63,29-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Jul-2020 - 00:00,35.64,,97.08,33.67,67.9,234.74,199.72,1.85,2.54,13.13,47.95,10.74,14.68,11.09,0.74,28.94,8.82,30-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Jul-2020 - 00:00,34.67,996.87,41.17,18.29,72.44,241.82,230.36,1.81,2.22,13.62,47.48,9.43,12.36,8.78,0.56,32.01,12.17,31-Jul-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-Jul-2020 - 00:00,35.99,992.48,111.0,51.5,71.41,241.73,173.98,1.25,2.92,15.27,46.11,13.98,16.59,9.87,1.0,33.43,11.62,01-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Aug-2020 - 00:00,35.68,997.78,72.42,32.94,70.11,242.79,174.35,1.43,2.27,13.71,49.98,9.66,12.99,9.56,0.76,38.83,9.63,02-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Aug-2020 - 00:00,36.68,991.53,59.59,18.29,67.91,238.72,259.64,1.44,1.55,12.5,45.62,11.93,13.86,7.91,0.68,23.19,8.67,03-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Aug-2020 - 00:00,37.51,988.57,72.42,23.15,65.2,231.89,272.92,1.56,1.5,12.56,45.07,12.78,14.72,8.02,0.68,25.27,7.79,04-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Aug-2020 - 00:00,36.86,994.12,68.16,24.72,66.19,227.71,195.09,1.62,1.21,10.6,41.06,8.25,17.47,20.19,0.52,32.07,8.96,05-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Aug-2020 - 00:00,36.08,986.25,88.31,43.6,71.25,233.07,110.98,1.38,2.02,13.16,40.4,7.98,23.72,32.36,0.83,26.24,10.46,06-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Aug-2020 - 00:00,37.51,977.99,75.25,22.92,62.22,242.87,102.16,2.1,3.21,13.01,54.41,5.13,12.96,16.49,0.58,19.57,10.93,07-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Aug-2020 - 00:00,36.83,977.36,69.29,24.83,64.18,238.26,132.91,1.87,2.78,12.13,47.11,4.48,13.46,18.48,0.63,34.48,12.18,08-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Aug-2020 - 00:00,37.44,977.13,94.08,51.92,66.8,241.7,242.51,0.89,2.63,15.48,47.65,11.0,22.08,24.72,0.85,37.94,11.93,09-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Aug-2020 - 00:00,35.4,983.91,59.0,34.58,76.52,248.6,186.15,1.42,1.92,13.68,43.46,9.08,16.63,17.32,0.67,26.27,9.14,10-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Aug-2020 - 00:00,35.91,981.61,69.08,37.33,73.9,253.19,168.01,1.43,2.61,14.51,47.68,6.16,16.33,21.25,0.79,24.61,10.38,11-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Aug-2020 - 00:00,36.3,976.42,89.62,50.21,72.16,258.78,171.32,1.42,2.29,14.6,52.86,7.92,20.51,26.41,0.83,28.6,11.23,12-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Aug-2020 - 00:00,36.48,979.98,49.31,15.62,70.22,257.75,246.3,1.73,1.49,13.04,47.37,6.09,13.14,15.12,0.41,25.23,7.85,13-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Aug-2020 - 00:00,33.83,973.2,30.5,16.0,81.54,245.47,99.68,1.68,6.16,12.76,35.0,3.93,10.55,13.78,1.08,23.95,8.17,14-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Aug-2020 - 00:00,36.19,966.37,52.6,27.6,69.69,257.15,90.68,1.74,5.38,14.64,32.93,4.23,11.24,14.58,0.98,20.93,12.21,15-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,16-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,17-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Aug-2020 - 00:00,35.87,,66.03,35.22,74.45,129.65,158.35,1.91,3.56,12.97,37.49,9.18,19.22,22.05,1.14,37.66,12.38,18-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Aug-2020 - 00:00,35.73,,76.84,36.7,75.21,170.87,215.61,1.3,2.68,17.9,47.84,15.01,25.98,25.82,1.27,31.42,15.1,19-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Aug-2020 - 00:00,33.18,987.03,52.45,27.19,83.37,230.74,170.26,1.6,3.96,15.67,50.56,15.87,26.9,26.25,1.08,19.99,10.8,20-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Aug-2020 - 00:00,32.69,972.64,46.7,36.75,83.13,255.67,115.83,1.46,5.02,16.2,42.85,6.48,16.36,20.82,1.07,29.49,10.69,21-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Aug-2020 - 00:00,35.17,972.47,57.96,30.04,70.4,254.58,90.42,1.29,5.15,14.96,39.03,6.81,14.48,16.76,0.83,20.4,15.21,22-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Aug-2020 - 00:00,35.77,977.8,45.45,17.42,66.97,253.12,86.83,1.78,3.23,12.13,41.29,5.53,10.49,11.24,0.5,21.91,9.41,23-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Aug-2020 - 00:00,35.98,976.55,58.5,18.3,66.71,246.43,177.64,2.31,4.56,12.73,43.26,5.04,14.6,19.71,0.89,26.85,11.01,25-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Aug-2020 - 00:00,35.36,985.53,57.61,22.45,70.06,228.81,189.44,2.09,3.47,13.84,44.02,7.88,17.19,20.26,0.92,25.12,10.06,26-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Aug-2020 - 00:00,35.93,997.99,55.83,23.31,68.11,209.11,268.08,1.25,1.66,11.81,42.62,14.44,22.41,19.99,0.91,26.74,7.33,27-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Aug-2020 - 00:00,35.89,,52.75,20.0,68.79,190.78,271.18,1.36,1.59,11.99,36.23,13.96,20.58,17.31,0.87,25.27,8.9,28-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Aug-2020 - 00:00,33.91,,73.79,41.58,81.46,184.54,174.83,1.0,3.31,15.16,35.63,17.28,25.33,21.12,1.07,21.01,11.51,29-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Aug-2020 - 00:00,35.79,,82.71,45.29,70.07,209.53,102.9,0.98,3.97,16.78,41.53,7.29,15.98,18.86,1.1,35.96,13.81,30-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Aug-2020 - 00:00,34.65,,58.58,27.29,70.62,186.11,113.84,2.04,2.57,11.75,42.89,4.24,10.72,13.57,0.74,23.53,11.4,31-Aug-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
31-Aug-2020 - 00:00,34.95,,38.38,13.04,68.05,185.32,189.23,2.68,2.57,11.59,41.13,5.06,12.46,15.67,0.69,23.67,9.68,01-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
01-Sep-2020 - 00:00,35.36,,58.39,21.3,66.59,182.53,210.56,1.92,2.36,9.83,38.92,12.23,20.72,20.21,0.84,22.75,8.93,02-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
02-Sep-2020 - 00:00,36.05,993.66,68.42,28.08,66.86,213.14,212.64,1.05,2.68,10.94,38.62,10.39,17.14,16.33,0.7,50.84,10.19,03-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
03-Sep-2020 - 00:00,36.55,991.91,95.04,44.38,64.92,216.1,148.21,1.65,4.67,14.86,38.13,5.71,13.77,17.14,0.79,40.72,11.9,04-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
04-Sep-2020 - 00:00,36.45,990.22,85.67,46.67,65.76,210.35,176.6,1.48,3.92,14.67,42.57,8.05,16.67,18.99,0.88,44.72,14.12,05-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
05-Sep-2020 - 00:00,34.89,992.51,81.38,46.96,73.81,219.42,193.31,1.39,3.13,16.27,42.34,10.13,19.65,21.41,0.88,52.92,10.85,06-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
06-Sep-2020 - 00:00,34.92,983.07,56.73,36.77,73.34,223.67,225.38,1.19,1.99,12.48,37.71,5.6,11.77,13.54,0.69,48.15,9.75,07-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
07-Sep-2020 - 00:00,35.12,985.49,72.77,43.79,71.79,215.7,234.78,1.13,2.6,12.46,36.86,7.44,17.28,21.07,0.85,24.38,9.63,08-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
08-Sep-2020 - 00:00,36.7,981.94,64.41,32.93,65.22,93.96,269.72,1.59,1.89,11.01,32.29,4.76,12.26,15.75,1.09,46.92,9.6,09-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
09-Sep-2020 - 00:00,35.76,982.54,87.44,49.23,70.42,81.93,309.87,1.46,2.01,14.39,34.46,11.64,17.59,15.22,0.99,41.13,8.25,10-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
10-Sep-2020 - 00:00,36.08,980.49,96.58,50.04,67.27,216.92,308.13,1.43,2.34,40.64,40.04,10.97,18.47,17.93,0.75,43.66,8.19,11-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
11-Sep-2020 - 00:00,36.26,981.02,124.71,55.17,66.2,218.09,217.29,1.08,2.45,13.3,39.59,35.28,39.88,20.89,0.98,46.34,10.76,12-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
12-Sep-2020 - 00:00,36.34,983.52,133.67,62.62,66.05,217.41,266.81,1.23,2.1,13.23,42.31,16.0,22.37,17.53,0.84,47.52,9.8,13-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
13-Sep-2020 - 00:00,36.41,983.65,128.67,69.79,67.8,199.55,191.79,1.31,2.1,14.71,44.07,7.34,14.42,15.87,0.83,48.72,9.87,14-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
14-Sep-2020 - 00:00,36.22,982.57,125.83,67.92,69.11,181.0,231.9,1.38,2.29,12.95,43.56,8.94,16.23,16.8,0.8,45.33,9.54,15-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
15-Sep-2020 - 00:00,36.35,981.94,133.83,70.67,67.25,186.07,288.28,1.07,2.17,15.89,43.42,11.76,20.44,20.42,0.94,53.01,10.65,16-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
16-Sep-2020 - 00:00,36.71,981.56,138.83,64.62,66.79,194.14,287.47,1.22,2.24,14.8,41.16,23.93,30.12,19.94,0.93,44.79,9.92,17-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
17-Sep-2020 - 00:00,36.92,981.04,104.54,46.33,63.83,207.13,310.46,1.61,1.75,12.91,40.13,6.75,14.91,17.67,0.71,39.45,10.16,18-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
18-Sep-2020 - 00:00,37.26,980.28,105.88,42.46,63.15,202.8,279.3,1.66,1.67,12.89,39.3,11.32,18.69,17.79,0.67,35.06,9.6,19-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
19-Sep-2020 - 00:00,36.62,980.68,119.25,55.5,66.02,194.07,232.68,1.41,2.0,11.72,40.09,7.27,15.82,18.93,0.75,50.24,10.97,20-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
20-Sep-2020 - 00:00,36.22,979.99,139.0,72.58,67.45,191.41,255.46,1.83,2.21,10.67,40.63,5.3,12.25,14.91,0.73,59.44,9.67,21-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
21-Sep-2020 - 00:00,36.55,978.91,135.58,64.33,65.63,185.97,277.88,1.5,1.98,11.11,40.81,4.16,12.13,16.43,0.74,61.72,12.76,22-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
22-Sep-2020 - 00:00,36.94,979.53,108.58,47.5,62.97,160.51,152.26,1.36,4.8,14.77,39.07,7.31,17.14,21.01,0.8,41.46,13.61,23-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
23-Sep-2020 - 00:00,37.09,979.81,76.42,28.52,59.85,175.91,125.25,1.73,4.46,12.96,39.0,4.69,12.25,15.83,0.54,46.88,13.19,24-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
24-Sep-2020 - 00:00,35.95,981.95,87.96,46.41,64.74,178.35,198.44,1.48,3.33,13.45,40.35,8.86,17.48,19.27,0.79,53.8,15.41,25-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
25-Sep-2020 - 00:00,35.63,981.08,144.21,62.62,64.48,186.48,270.82,1.57,2.51,12.67,39.17,17.98,26.03,21.41,0.87,50.13,11.15,26-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
26-Sep-2020 - 00:00,34.14,981.18,169.12,70.0,66.95,119.1,250.63,1.24,3.07,15.47,40.32,48.85,53.28,25.28,1.15,21.44,10.4,27-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
27-Sep-2020 - 00:00,34.49,983.81,107.54,35.01,61.07,192.07,288.73,1.44,2.07,13.55,37.49,20.43,26.64,18.76,0.69,38.0,9.4,28-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
28-Sep-2020 - 00:00,34.53,984.86,183.29,64.42,62.89,192.36,286.73,1.7,2.92,15.15,40.09,45.73,48.1,20.33,1.0,40.93,9.44,29-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
29-Sep-2020 - 00:00,34.38,984.51,194.62,72.92,64.37,183.16,313.7,1.66,2.93,13.56,41.27,11.62,20.09,19.98,0.79,47.26,10.15,30-Sep-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
30-Sep-2020 - 00:00,34.33,983.48,158.42,52.59,59.51,192.6,311.15,1.6,1.79,12.39,38.32,7.82,16.77,19.53,0.62,52.94,9.57,01-Oct-2020 - 00:00,"Sonia Vihar, Delhi - DPCC"
