from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,VWS,to date,station
30-Jun-2020 - 00:00,,1.88,54.62,21.34,58.09,47.49,,54.17,3.14,11.23,4.6,28.73,81.28,0.3,165.95,66.85,769.74,-0.23,01-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Jul-2020 - 00:00,,1.75,60.83,17.92,52.33,41.06,,70.28,3.38,12.02,5.17,27.7,78.27,0.3,193.82,97.67,766.45,-0.34,02-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Jul-2020 - 00:00,,1.68,41.23,10.99,31.18,25.43,,61.47,3.1,11.77,6.08,28.14,79.46,0.3,171.04,53.24,767.93,-0.18,03-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Jul-2020 - 00:00,,1.63,33.84,9.4,25.05,20.31,,49.0,2.65,9.81,5.28,28.76,81.36,3.32,124.66,69.84,770.08,-0.24,04-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Jul-2020 - 00:00,,1.61,39.24,11.91,22.72,21.35,,41.92,2.78,9.82,5.95,29.4,83.22,10.1,147.49,25.9,772.19,-0.08,05-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Jul-2020 - 00:00,,1.34,55.56,7.73,18.48,15.83,,32.21,1.61,5.67,2.29,28.25,79.88,10.1,133.02,116.15,768.21,-0.41,06-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Jul-2020 - 00:00,,1.34,49.42,7.71,16.7,14.78,,28.06,1.49,5.32,2.46,28.68,81.09,10.1,113.56,85.8,769.18,-0.3,07-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Jul-2020 - 00:00,,1.46,49.96,7.45,15.76,13.98,,33.39,1.33,5.29,2.24,28.92,81.74,10.1,110.42,43.28,771.09,-0.14,08-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Jul-2020 - 00:00,,1.54,49.17,6.12,13.77,11.41,,48.44,1.32,4.87,1.77,28.12,79.49,10.1,161.74,71.51,768.19,-0.25,09-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Jul-2020 - 00:00,,1.22,53.84,6.47,12.68,11.39,,28.3,0.94,3.75,1.43,29.61,83.78,10.1,194.93,24.18,772.65,-0.07,10-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Jul-2020 - 00:00,,0.98,51.46,5.4,11.41,9.91,,29.09,0.67,2.34,0.39,29.4,83.23,10.1,185.18,38.21,772.27,-0.12,11-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Jul-2020 - 00:00,,1.01,54.67,4.1,11.41,8.52,,28.52,0.43,1.36,0.02,28.87,81.61,10.1,201.75,61.16,770.31,-0.21,12-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Jul-2020 - 00:00,,0.9,52.29,4.44,11.81,8.71,,31.7,0.44,1.34,0.03,28.4,80.28,10.1,185.26,77.66,769.03,-0.27,13-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Jul-2020 - 00:00,,1.03,49.6,5.17,11.23,9.26,,26.55,0.68,2.33,0.33,29.16,82.48,10.1,146.4,40.09,770.42,-0.13,14-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Jul-2020 - 00:00,,1.56,53.54,4.82,11.92,9.56,,38.77,0.64,2.13,0.39,28.41,80.31,10.1,153.56,94.31,768.15,-0.33,15-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Jul-2020 - 00:00,,1.19,58.91,4.59,11.55,9.1,,37.54,0.58,1.84,0.03,28.07,79.34,10.1,108.02,93.5,766.51,-0.33,16-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Jul-2020 - 00:00,,1.11,54.29,4.36,11.42,9.03,,37.46,0.55,1.72,0.12,27.87,78.78,10.1,114.99,93.21,765.83,-0.33,17-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Jul-2020 - 00:00,,1.1,54.99,4.14,11.28,8.48,,34.43,0.58,1.71,0.05,27.64,78.08,10.1,116.11,106.44,764.82,-0.38,18-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Jul-2020 - 00:00,,1.13,57.06,4.64,10.66,8.26,,41.54,0.79,2.32,0.3,27.77,78.43,10.1,136.74,72.28,766.88,-0.25,19-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Jul-2020 - 00:00,,0.98,52.71,4.81,10.08,8.62,,35.5,0.58,1.52,0.15,29.14,82.34,10.1,199.94,22.61,770.85,-0.07,20-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Jul-2020 - 00:00,,1.18,55.24,5.59,10.27,9.21,4.15,23.55,0.51,1.58,0.25,29.83,84.42,10.1,166.91,23.07,772.87,-0.07,21-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,23-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Jul-2020 - 00:00,,1.55,61.07,5.83,9.15,8.64,,30.62,0.71,2.63,0.81,,,,,,,,29-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Jul-2020 - 00:00,,0.85,58.72,6.0,8.23,7.55,,41.49,0.65,1.84,0.39,,,,,,,,30-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Jul-2020 - 00:00,,0.99,44.54,4.54,8.19,6.87,,45.99,0.71,2.08,0.41,,,,,,,,31-Jul-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Jul-2020 - 00:00,,0.94,51.69,5.4,7.03,6.72,2.1,47.64,0.69,2.05,0.52,,,,,,,,01-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Aug-2020 - 00:00,,1.31,55.35,5.51,7.98,7.13,1.25,48.6,1.25,4.05,1.41,27.53,77.76,10.1,194.76,61.97,765.53,-0.21,02-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Aug-2020 - 00:00,,0.85,60.21,4.95,7.85,6.8,,41.79,0.56,1.64,0.29,28.02,79.16,10.1,227.53,81.31,767.29,-0.28,03-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Aug-2020 - 00:00,,0.81,46.43,5.12,7.97,6.47,,46.28,0.55,1.72,0.36,27.91,78.89,10.1,195.06,70.34,768.07,-0.24,04-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Aug-2020 - 00:00,,0.92,53.96,4.9,7.53,6.0,,37.22,0.6,1.8,0.45,27.79,78.48,10.1,236.24,102.78,766.99,-0.36,05-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Aug-2020 - 00:00,,0.97,59.07,5.52,8.09,6.05,,23.38,0.7,2.28,0.89,28.49,80.51,10.1,167.56,82.27,769.53,-0.29,06-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Aug-2020 - 00:00,,0.85,51.12,4.17,7.83,5.82,,23.81,0.66,2.54,0.82,28.37,80.1,10.1,121.01,92.97,767.73,-0.33,07-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Aug-2020 - 00:00,,0.81,65.46,4.94,7.91,6.32,,29.93,0.79,2.77,0.83,28.34,80.1,10.1,150.71,89.0,768.25,-0.31,08-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Aug-2020 - 00:00,,0.76,54.57,6.34,17.87,12.58,,41.03,0.85,2.62,0.28,27.73,78.32,7.83,166.52,95.59,766.37,-0.34,09-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Aug-2020 - 00:00,,1.8,57.81,9.19,39.76,26.85,,49.05,0.99,3.3,1.03,28.01,79.18,7.2,125.67,77.37,768.2,-0.27,10-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Aug-2020 - 00:00,,1.01,56.71,9.36,41.55,27.55,,40.99,1.05,3.33,1.26,28.07,79.35,6.82,118.94,74.91,767.66,-0.26,11-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Aug-2020 - 00:00,,0.52,59.38,7.98,42.49,27.67,1.54,41.34,1.0,3.25,1.19,28.38,80.18,7.61,151.9,57.84,769.67,-0.2,12-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Aug-2020 - 00:00,,0.72,56.35,26.01,38.05,50.57,1.27,27.88,0.82,3.28,1.56,29.12,82.46,11.7,142.16,47.09,771.36,-0.16,13-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Aug-2020 - 00:00,,0.39,15.15,10.23,18.01,16.89,,37.48,1.1,4.1,2.06,28.6,80.81,10.22,155.54,61.5,770.15,-0.21,14-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Aug-2020 - 00:00,,0.49,4.87,9.22,13.32,13.69,,33.61,1.39,5.02,2.86,28.04,79.21,,132.74,81.26,767.58,-0.28,15-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Aug-2020 - 00:00,,0.34,4.75,4.23,9.19,7.92,,34.19,0.86,2.66,0.92,28.0,79.11,,154.33,105.9,766.97,-0.38,16-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Aug-2020 - 00:00,,0.39,4.7,3.91,6.31,6.3,,25.76,0.54,1.79,0.5,28.43,80.42,,149.93,75.62,767.76,-0.26,17-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Aug-2020 - 00:00,,0.66,10.88,17.36,12.13,18.93,,33.49,2.51,9.56,8.9,28.29,80.03,,123.77,77.23,768.08,-0.27,18-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Aug-2020 - 00:00,,1.21,35.89,7.29,13.38,12.34,,38.59,3.57,14.15,17.86,28.15,79.56,,120.74,64.36,768.48,-0.22,19-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Aug-2020 - 00:00,,1.1,45.33,5.58,10.3,9.81,,32.22,3.33,12.72,11.67,27.94,78.95,,129.15,99.67,766.9,-0.35,20-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Aug-2020 - 00:00,,1.01,43.37,5.35,7.4,8.24,,19.96,2.49,9.83,7.99,28.6,80.95,1.15,111.96,54.88,767.17,-0.19,21-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Aug-2020 - 00:00,,1.11,45.23,5.65,6.76,7.33,,17.94,2.1,8.54,5.62,29.03,82.2,1.8,99.27,64.02,769.47,-0.22,22-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Aug-2020 - 00:00,,1.08,58.58,3.88,6.95,6.41,,33.12,0.91,3.16,1.49,28.8,81.59,1.8,112.46,70.71,769.22,-0.25,23-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Aug-2020 - 00:00,,1.16,61.4,3.08,5.77,5.54,,42.62,1.1,3.51,1.67,28.68,81.12,1.8,178.1,62.58,769.74,-0.21,24-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Aug-2020 - 00:00,,1.0,58.48,24.97,10.19,22.91,,35.59,1.71,5.36,3.15,28.41,80.34,1.59,231.44,92.43,768.04,-0.33,25-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Aug-2020 - 00:00,,1.08,46.53,7.11,15.6,14.07,2.57,30.62,1.26,4.41,2.88,27.92,78.92,1.3,254.29,91.84,766.48,-0.32,26-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Aug-2020 - 00:00,,1.1,31.07,14.28,19.48,21.97,2.5,32.44,1.49,5.48,4.01,27.58,77.89,1.3,173.8,137.19,763.63,-0.49,27-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Aug-2020 - 00:00,,1.12,40.76,22.56,15.45,26.46,19.55,29.89,1.04,3.92,2.38,28.75,81.35,1.3,127.83,74.1,768.32,-0.26,28-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Aug-2020 - 00:00,,1.43,33.36,8.96,16.23,15.3,,35.6,1.5,5.41,3.57,28.5,80.62,1.3,99.31,69.23,768.09,-0.24,29-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Aug-2020 - 00:00,,1.04,34.02,24.06,15.08,26.5,,38.77,0.69,2.15,0.64,28.0,79.12,1.3,134.73,101.09,764.94,-0.36,30-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Aug-2020 - 00:00,,1.1,26.16,4.52,9.66,8.75,,37.41,0.65,1.76,0.28,27.74,78.4,1.3,203.35,115.52,763.9,-0.41,31-Aug-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Aug-2020 - 00:00,,1.01,29.89,13.01,26.21,24.08,,44.21,1.38,4.58,2.77,27.96,79.0,1.46,224.47,77.34,766.16,-0.27,01-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Sep-2020 - 00:00,,0.43,29.5,25.55,41.84,41.2,,36.66,1.2,4.13,2.49,28.13,79.49,1.47,249.75,73.36,766.9,-0.26,02-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Sep-2020 - 00:00,,0.53,31.34,23.64,37.04,36.43,19.44,32.21,2.05,6.81,4.65,28.71,81.24,1.52,150.0,70.28,768.55,-0.24,03-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Sep-2020 - 00:00,,0.47,36.88,13.58,20.02,21.36,25.73,47.89,1.77,5.59,3.46,28.04,79.29,1.59,132.8,97.69,765.9,-0.35,04-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Sep-2020 - 00:00,,0.47,40.2,15.41,23.36,25.39,23.71,51.3,1.45,4.44,2.69,27.61,78.05,1.51,177.91,104.02,765.1,-0.37,05-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Sep-2020 - 00:00,,0.5,39.22,6.54,13.32,11.66,23.34,68.18,0.92,2.6,1.35,27.6,77.91,2.11,209.96,75.77,766.34,-0.26,06-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Sep-2020 - 00:00,,0.55,34.27,4.28,4.95,6.1,24.22,46.32,0.55,1.47,0.61,27.76,78.42,2.1,220.07,77.52,767.39,-0.27,07-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Sep-2020 - 00:00,,0.56,31.52,7.85,11.19,12.44,35.38,40.64,1.15,3.81,2.48,28.67,81.12,1.89,203.84,51.25,769.97,-0.17,08-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Sep-2020 - 00:00,,0.6,29.0,9.64,10.31,13.47,18.29,45.51,1.57,5.66,4.03,28.73,81.26,1.58,188.16,55.2,770.24,-0.19,09-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Sep-2020 - 00:00,,0.52,29.54,7.56,9.23,10.46,11.18,53.3,0.8,2.28,0.91,28.19,79.67,1.4,178.28,76.15,768.5,-0.27,10-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Sep-2020 - 00:00,,0.55,30.3,6.5,8.52,9.88,23.78,45.17,0.74,2.33,0.99,28.38,80.18,1.4,184.55,75.47,767.46,-0.26,11-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Sep-2020 - 00:00,,0.58,35.76,6.78,6.27,8.85,23.01,45.55,1.39,5.02,3.37,28.5,80.59,1.7,188.74,76.21,768.95,-0.27,12-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Sep-2020 - 00:00,,0.5,35.3,5.72,5.77,7.32,21.0,72.64,0.77,2.16,0.84,28.37,80.19,1.9,136.12,56.73,768.9,-0.19,13-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Sep-2020 - 00:00,,0.49,2.62,5.26,4.84,6.84,21.11,69.56,0.47,1.06,0.28,28.35,80.12,1.9,147.89,60.61,768.89,-0.21,14-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Sep-2020 - 00:00,,0.8,26.57,6.09,4.63,7.42,17.19,65.25,1.23,3.36,1.76,28.2,79.71,1.9,152.73,57.12,768.31,-0.19,15-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Sep-2020 - 00:00,,0.48,20.86,21.79,14.73,25.48,17.53,50.31,1.44,4.46,2.5,28.75,81.33,1.9,161.33,48.64,770.24,-0.16,16-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Sep-2020 - 00:00,,0.54,21.43,28.74,16.0,31.83,14.11,56.53,2.78,9.04,6.56,28.25,79.82,2.28,168.94,77.11,768.2,-0.27,17-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Sep-2020 - 00:00,,1.1,14.57,26.81,28.62,36.55,10.61,48.86,1.68,4.85,3.09,28.35,80.14,2.6,156.58,67.52,768.23,-0.23,18-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Sep-2020 - 00:00,,2.01,18.51,15.32,20.77,23.28,12.1,51.84,1.52,5.0,3.15,28.54,80.73,2.6,138.5,63.77,768.29,-0.22,19-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Sep-2020 - 00:00,,1.83,21.71,14.74,18.87,21.98,12.63,53.67,0.47,1.3,0.37,28.37,80.18,2.6,151.67,64.49,767.85,-0.22,20-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Sep-2020 - 00:00,,1.17,18.79,14.2,15.23,19.59,12.34,60.82,0.88,2.31,1.05,27.71,78.26,2.6,216.39,87.75,765.92,-0.31,21-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Sep-2020 - 00:00,,2.0,12.93,19.72,14.79,23.69,13.46,45.84,1.29,3.96,3.0,28.72,81.21,2.6,148.49,51.54,769.67,-0.17,22-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Sep-2020 - 00:00,,0.76,17.73,15.39,17.21,21.74,15.45,27.99,1.45,6.39,5.58,29.46,83.32,2.6,119.61,31.68,772.11,-0.1,23-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Sep-2020 - 00:00,,1.27,17.5,14.56,8.74,15.88,16.48,23.11,2.02,12.87,11.26,29.37,83.02,2.6,114.02,53.0,771.85,-0.18,24-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Sep-2020 - 00:00,,1.19,17.79,9.75,6.76,11.55,13.54,32.77,0.3,13.8,12.4,29.54,83.67,2.6,113.73,33.48,772.79,-0.11,25-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Sep-2020 - 00:00,,1.17,27.5,10.56,9.36,13.56,12.96,29.55,9.92,12.38,10.39,29.75,84.25,2.6,201.64,33.24,773.06,-0.11,26-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Sep-2020 - 00:00,,0.94,20.28,9.79,10.08,13.45,12.72,30.03,1.42,3.68,1.66,29.7,84.09,2.6,242.46,41.95,771.94,-0.14,27-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Sep-2020 - 00:00,,1.04,31.49,7.08,7.6,9.76,12.77,39.32,1.46,3.73,1.09,28.94,81.9,2.6,193.53,78.69,768.06,-0.27,28-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Sep-2020 - 00:00,,1.12,28.66,7.24,5.73,8.9,13.07,56.56,2.7,6.71,2.91,28.51,80.56,2.6,200.32,78.11,767.77,-0.27,29-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Sep-2020 - 00:00,,1.2,26.34,6.58,5.27,8.28,12.6,82.39,3.26,8.06,3.8,28.3,80.03,2.6,220.25,74.83,766.61,-0.26,30-Sep-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Sep-2020 - 00:00,,0.4,22.96,5.47,4.76,7.03,12.97,92.5,3.46,8.53,4.36,28.44,80.44,2.6,191.84,50.24,766.77,-0.17,01-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Oct-2020 - 00:00,,0.77,22.07,4.67,4.59,6.28,13.49,93.54,2.41,4.68,2.17,28.32,80.04,2.6,188.57,77.28,766.68,-0.27,02-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Oct-2020 - 00:00,,1.59,11.71,4.49,6.98,7.36,13.19,79.98,3.31,10.44,5.46,28.08,79.43,2.6,187.61,33.0,765.74,-0.11,03-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Oct-2020 - 00:00,,1.06,11.46,4.6,5.66,6.69,12.63,50.93,2.21,6.5,3.2,28.98,82.04,2.6,175.26,35.69,769.93,-0.12,04-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Oct-2020 - 00:00,,1.16,11.6,4.88,5.53,6.9,13.97,43.04,2.06,6.05,3.03,29.08,82.31,2.6,200.3,48.3,770.53,-0.16,05-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Oct-2020 - 00:00,,1.13,11.41,4.98,5.95,7.2,17.09,53.35,2.15,6.69,3.49,29.17,82.57,2.6,196.96,35.3,766.94,-0.11,06-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Oct-2020 - 00:00,,0.85,11.41,9.57,4.99,10.06,16.93,55.16,3.71,12.59,10.47,28.5,80.65,1.55,190.83,79.02,753.24,-0.28,07-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Oct-2020 - 00:00,,1.4,10.88,53.05,9.28,48.1,11.55,62.79,2.34,7.28,3.38,28.1,79.43,0.31,178.55,79.54,752.35,-0.28,08-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Oct-2020 - 00:00,,1.19,11.32,6.25,9.42,10.11,13.23,70.48,2.51,7.79,3.44,28.09,79.35,0.3,187.9,60.95,752.68,-0.21,09-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Oct-2020 - 00:00,,1.87,11.27,9.19,8.24,11.84,13.15,87.32,2.72,8.08,6.28,28.18,79.6,0.3,187.58,64.5,752.12,-0.22,10-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Oct-2020 - 00:00,,1.0,11.45,7.0,7.83,10.55,13.09,88.06,2.77,7.14,3.59,28.21,79.73,0.3,179.22,75.38,751.74,-0.26,11-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Oct-2020 - 00:00,,1.13,11.58,6.38,6.38,8.82,12.87,88.96,1.99,4.24,1.91,28.29,80.0,0.3,178.19,70.18,751.36,-0.24,12-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Oct-2020 - 00:00,,1.57,16.25,8.25,7.45,10.7,18.96,103.17,2.67,7.17,3.84,28.27,79.9,0.33,212.0,51.62,752.09,-0.17,13-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Oct-2020 - 00:00,,1.28,19.76,,,,12.94,88.55,1.45,3.72,1.73,27.88,78.77,0.38,178.9,73.1,751.65,-0.25,14-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Oct-2020 - 00:00,,0.88,19.56,,,,12.63,96.31,2.92,9.18,5.74,28.04,79.22,0.33,182.8,45.43,751.83,-0.15,15-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Oct-2020 - 00:00,,0.78,17.43,,,,12.0,99.34,2.94,8.24,4.55,28.07,79.34,0.33,190.43,55.47,751.44,-0.19,16-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Oct-2020 - 00:00,,0.97,19.81,,,,12.8,109.62,2.22,6.13,3.73,28.15,79.55,0.3,175.51,45.11,751.77,-0.15,17-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Oct-2020 - 00:00,,1.71,20.5,,,,11.82,110.29,2.93,8.87,4.74,28.12,79.51,0.31,200.48,71.14,751.55,-0.25,18-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Oct-2020 - 00:00,,1.37,21.22,,,,12.42,94.56,1.33,3.07,1.54,28.33,80.1,0.3,180.5,71.81,750.96,-0.25,19-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Oct-2020 - 00:00,,1.94,29.32,,,,13.2,111.75,1.4,3.39,1.5,28.72,81.28,0.31,177.24,63.9,750.64,-0.22,20-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Oct-2020 - 00:00,,1.97,28.77,,,,13.06,122.78,1.82,4.1,1.68,28.59,80.83,0.3,165.46,57.82,751.2,-0.2,21-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Oct-2020 - 00:00,,1.77,27.42,,,,12.85,138.62,3.01,8.34,4.43,28.6,80.86,0.31,221.13,52.96,751.36,-0.18,22-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Oct-2020 - 00:00,,1.68,27.39,,,,11.97,107.54,1.83,5.14,2.67,28.57,80.77,0.36,233.36,61.79,751.91,-0.21,23-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Oct-2020 - 00:00,,1.44,27.27,,,,12.72,67.64,2.11,5.53,2.88,28.71,81.26,0.31,223.29,58.66,752.42,-0.2,24-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Oct-2020 - 00:00,,1.68,27.43,,,,12.84,83.17,1.94,4.59,2.09,29.11,82.42,0.32,186.74,66.14,752.03,-0.23,25-Oct-2020 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
