from date,NOx,NO2,NO,PM2.5,PM10,SO2,to date,station
23-Jun-2020 - 00:00,17.81,10.11,7.7,66.98,86.46,18.8,24-Jun-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
24-Jun-2020 - 00:00,17.83,10.07,7.76,35.8,60.6,21.83,25-Jun-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
25-Jun-2020 - 00:00,15.09,9.83,7.68,34.95,44.03,23.99,26-Jun-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
26-Jun-2020 - 00:00,5.76,10.23,1.53,0.03,0.08,3.83,27-Jun-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
27-Jun-2020 - 00:00,8.28,7.44,1.4,25.06,60.4,4.16,28-Jun-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
28-Jun-2020 - 00:00,9.14,7.65,1.49,26.53,68.34,4.84,29-Jun-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
29-Jun-2020 - 00:00,10.33,8.69,1.64,21.07,60.62,4.78,30-Jun-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
30-Jun-2020 - 00:00,14.9,13.38,1.52,15.72,47.11,4.61,01-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
01-Jul-2020 - 00:00,8.83,7.62,1.21,23.4,51.38,4.34,02-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
02-Jul-2020 - 00:00,7.25,5.98,1.27,12.84,36.5,3.98,03-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
03-Jul-2020 - 00:00,8.01,6.59,1.42,15.94,37.38,4.19,04-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
04-Jul-2020 - 00:00,7.45,6.2,1.25,11.69,31.9,3.93,05-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
05-Jul-2020 - 00:00,8.45,7.13,1.32,13.71,26.97,4.08,06-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
06-Jul-2020 - 00:00,8.29,6.61,1.68,6.87,20.28,3.88,07-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
07-Jul-2020 - 00:00,8.99,7.39,1.6,13.87,33.7,4.11,08-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
08-Jul-2020 - 00:00,6.32,5.22,1.1,10.73,26.82,3.48,09-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
09-Jul-2020 - 00:00,5.77,4.67,1.1,19.73,56.23,3.46,10-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
10-Jul-2020 - 00:00,5.99,4.77,1.22,20.61,57.05,4.04,11-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
11-Jul-2020 - 00:00,5.3,4.14,1.16,18.27,40.49,3.86,12-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
12-Jul-2020 - 00:00,4.02,2.97,1.05,12.91,27.13,3.61,13-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
13-Jul-2020 - 00:00,5.4,4.19,1.21,16.08,40.33,3.83,14-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
14-Jul-2020 - 00:00,8.32,6.88,1.44,20.74,48.33,4.41,15-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
15-Jul-2020 - 00:00,8.22,6.74,1.48,19.14,38.27,4.97,16-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
16-Jul-2020 - 00:00,9.57,7.97,1.6,20.66,37.99,5.01,17-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
17-Jul-2020 - 00:00,9.72,8.02,1.69,20.39,41.48,5.49,18-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
18-Jul-2020 - 00:00,10.21,7.16,3.04,15.05,31.35,5.73,19-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
19-Jul-2020 - 00:00,5.05,3.98,1.07,16.12,32.79,5.1,20-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
20-Jul-2020 - 00:00,6.59,5.38,1.21,19.88,45.19,5.6,21-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
21-Jul-2020 - 00:00,8.16,6.92,1.24,22.05,52.43,5.71,22-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
22-Jul-2020 - 00:00,7.38,6.08,1.29,25.23,62.55,5.98,23-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
23-Jul-2020 - 00:00,6.27,5.07,1.19,21.27,54.82,5.61,24-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
24-Jul-2020 - 00:00,8.98,7.62,1.36,14.68,32.09,5.22,25-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
25-Jul-2020 - 00:00,6.83,5.62,1.21,15.0,26.08,5.19,26-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
26-Jul-2020 - 00:00,5.29,4.04,1.25,15.5,28.34,4.79,27-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
27-Jul-2020 - 00:00,6.64,5.48,1.15,16.8,33.61,4.9,28-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
28-Jul-2020 - 00:00,6.94,5.75,1.2,22.98,43.68,5.01,29-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
29-Jul-2020 - 00:00,8.49,7.05,1.44,21.98,50.67,5.21,30-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
30-Jul-2020 - 00:00,7.76,6.36,1.4,14.11,28.49,5.28,31-Jul-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
31-Jul-2020 - 00:00,6.38,5.29,1.1,21.27,39.33,5.17,01-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
01-Aug-2020 - 00:00,6.61,5.42,1.18,17.99,35.57,5.21,02-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
02-Aug-2020 - 00:00,5.58,4.44,1.14,20.64,38.05,5.15,03-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
03-Aug-2020 - 00:00,5.81,4.71,1.1,19.96,35.38,5.09,04-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
04-Aug-2020 - 00:00,7.15,5.89,1.26,7.88,21.43,4.98,05-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
05-Aug-2020 - 00:00,10.82,9.04,1.79,19.52,31.19,5.41,06-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
06-Aug-2020 - 00:00,10.38,8.44,1.94,13.82,30.95,5.54,07-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
07-Aug-2020 - 00:00,6.54,5.22,1.32,9.01,21.02,5.46,08-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
08-Aug-2020 - 00:00,5.42,4.2,1.22,13.35,38.54,5.65,09-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
09-Aug-2020 - 00:00,4.22,3.11,1.1,8.47,16.34,5.52,10-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
10-Aug-2020 - 00:00,7.23,5.84,1.39,16.39,31.72,5.98,11-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
11-Aug-2020 - 00:00,6.46,5.11,1.35,16.82,40.63,6.66,12-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
12-Aug-2020 - 00:00,5.56,4.21,1.35,5.61,10.62,6.88,13-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
13-Aug-2020 - 00:00,5.55,4.14,1.41,6.31,10.99,7.13,14-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
14-Aug-2020 - 00:00,6.15,4.68,1.46,12.42,7.36,8.1,15-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
15-Aug-2020 - 00:00,5.81,4.43,1.38,5.59,14.11,8.25,16-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
16-Aug-2020 - 00:00,4.6,3.4,1.2,8.0,12.4,8.63,17-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
17-Aug-2020 - 00:00,7.0,5.38,1.62,8.19,17.62,9.22,18-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
18-Aug-2020 - 00:00,6.49,5.03,1.46,10.4,13.97,9.61,19-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
19-Aug-2020 - 00:00,8.7,5.88,2.82,27.73,26.62,10.18,20-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
20-Aug-2020 - 00:00,7.45,6.04,1.41,7.26,10.92,10.81,21-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
21-Aug-2020 - 00:00,8.36,7.08,1.29,18.71,25.54,10.78,22-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
22-Aug-2020 - 00:00,6.23,4.97,1.26,9.47,8.72,11.51,23-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
23-Aug-2020 - 00:00,4.53,3.42,1.11,13.38,11.41,11.24,24-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
24-Aug-2020 - 00:00,7.77,5.81,1.96,67.48,147.99,12.93,25-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
25-Aug-2020 - 00:00,8.57,6.88,1.69,20.22,37.7,15.86,26-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
26-Aug-2020 - 00:00,8.4,6.64,1.76,17.48,46.8,17.69,27-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
27-Aug-2020 - 00:00,8.0,6.27,1.73,19.33,48.75,19.92,28-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
28-Aug-2020 - 00:00,7.45,5.79,1.66,14.3,36.81,21.13,29-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
29-Aug-2020 - 00:00,8.39,6.46,1.93,17.05,29.62,27.89,30-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
30-Aug-2020 - 00:00,4.95,3.45,1.5,6.71,11.0,25.89,31-Aug-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
31-Aug-2020 - 00:00,6.03,4.58,1.44,9.32,19.23,27.07,01-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
01-Sep-2020 - 00:00,6.35,4.79,1.55,25.02,53.71,27.67,02-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
02-Sep-2020 - 00:00,8.74,6.5,2.24,26.19,57.09,31.43,03-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
03-Sep-2020 - 00:00,10.3,7.55,2.74,25.61,57.03,34.99,04-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
04-Sep-2020 - 00:00,6.88,5.36,1.52,23.34,53.74,35.73,05-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
05-Sep-2020 - 00:00,6.4,5.07,1.33,36.1,79.61,36.44,06-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
06-Sep-2020 - 00:00,5.0,3.75,1.25,24.38,56.91,35.56,07-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
07-Sep-2020 - 00:00,6.75,5.41,1.35,21.75,52.83,36.28,08-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
08-Sep-2020 - 00:00,6.5,5.19,1.3,27.23,63.44,37.13,09-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
09-Sep-2020 - 00:00,6.64,5.39,1.25,30.78,66.99,42.65,10-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
10-Sep-2020 - 00:00,9.07,7.24,1.83,27.41,77.03,48.84,11-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
11-Sep-2020 - 00:00,7.75,6.23,1.53,21.53,46.98,53.82,12-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
12-Sep-2020 - 00:00,12.51,10.18,2.32,23.88,50.81,54.37,13-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
13-Sep-2020 - 00:00,8.36,6.79,1.58,24.3,42.62,54.67,14-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
14-Sep-2020 - 00:00,6.36,5.05,1.31,15.49,31.11,52.92,15-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
15-Sep-2020 - 00:00,6.17,4.86,1.31,26.8,53.84,53.0,16-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
16-Sep-2020 - 00:00,5.86,4.54,1.32,28.92,57.88,51.81,17-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
17-Sep-2020 - 00:00,7.62,6.22,1.41,29.67,52.96,54.24,18-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
18-Sep-2020 - 00:00,5.68,4.25,1.43,31.42,52.66,53.97,19-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
19-Sep-2020 - 00:00,8.77,6.88,1.89,35.15,67.48,59.89,20-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
20-Sep-2020 - 00:00,,,,,,,21-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
21-Sep-2020 - 00:00,,,,,,,22-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
22-Sep-2020 - 00:00,14.87,11.23,16.36,19.69,27.42,57.34,23-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
23-Sep-2020 - 00:00,9.49,8.33,1.17,31.86,49.61,60.93,24-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
24-Sep-2020 - 00:00,6.8,6.22,0.58,33.91,46.43,61.63,25-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
25-Sep-2020 - 00:00,6.4,5.91,0.51,46.79,72.94,59.98,26-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
26-Sep-2020 - 00:00,6.77,6.2,0.59,47.84,67.68,59.21,27-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
27-Sep-2020 - 00:00,6.1,5.52,0.58,48.94,72.6,59.93,28-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
28-Sep-2020 - 00:00,6.82,6.34,0.49,61.61,85.06,60.05,29-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
29-Sep-2020 - 00:00,8.06,7.67,0.42,65.16,84.21,61.02,30-Sep-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
30-Sep-2020 - 00:00,8.81,8.37,0.45,64.79,84.96,62.86,01-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
01-Oct-2020 - 00:00,8.43,7.83,0.61,49.96,76.41,63.45,02-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
02-Oct-2020 - 00:00,8.76,8.14,0.62,53.33,82.38,65.81,03-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
03-Oct-2020 - 00:00,9.24,8.2,1.05,47.17,79.14,66.0,04-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
04-Oct-2020 - 00:00,8.28,7.69,0.6,60.3,90.6,68.37,05-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
05-Oct-2020 - 00:00,9.03,8.62,0.42,56.16,81.53,67.89,06-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
06-Oct-2020 - 00:00,32.88,22.49,11.88,53.85,145.11,47.92,07-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
07-Oct-2020 - 00:00,23.67,17.8,6.86,46.07,127.1,7.63,08-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
08-Oct-2020 - 00:00,32.46,19.32,13.29,84.64,192.89,7.9,09-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
09-Oct-2020 - 00:00,27.96,18.93,9.03,68.62,187.39,8.82,10-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
10-Oct-2020 - 00:00,32.61,23.74,8.86,83.93,225.62,8.86,11-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
11-Oct-2020 - 00:00,39.54,26.21,13.33,86.5,227.27,6.98,12-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
12-Oct-2020 - 00:00,46.46,33.66,12.79,66.32,197.12,6.87,13-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
13-Oct-2020 - 00:00,32.37,23.39,8.98,77.27,209.25,5.69,14-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
14-Oct-2020 - 00:00,11.69,12.31,12.41,67.46,163.25,5.95,15-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
15-Oct-2020 - 00:00,0.0,,6.11,74.25,145.1,5.16,16-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
16-Oct-2020 - 00:00,0.0,,6.02,39.03,128.56,4.68,17-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
17-Oct-2020 - 00:00,0.0,,6.11,77.63,175.06,5.67,18-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
18-Oct-2020 - 00:00,0.0,,6.17,65.39,89.17,5.06,19-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
19-Oct-2020 - 00:00,0.0,,6.15,56.84,79.42,4.54,20-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
20-Oct-2020 - 00:00,0.0,,6.25,70.72,154.22,4.88,21-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
21-Oct-2020 - 00:00,0.72,,9.19,63.39,216.64,5.5,22-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
22-Oct-2020 - 00:00,0.0,,6.37,62.32,174.0,4.57,23-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
23-Oct-2020 - 00:00,0.0,,6.44,33.72,125.09,4.63,24-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
24-Oct-2020 - 00:00,0.0,,6.2,35.72,142.19,5.11,25-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
25-Oct-2020 - 00:00,0.0,,6.17,42.37,165.1,4.67,26-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
26-Oct-2020 - 00:00,0.0,,6.2,29.89,91.24,4.03,27-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
27-Oct-2020 - 00:00,0.0,,6.16,42.9,151.83,4.33,28-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
28-Oct-2020 - 00:00,0.0,,6.23,59.36,189.06,5.22,29-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
29-Oct-2020 - 00:00,0.0,,6.13,55.18,160.06,5.33,30-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
30-Oct-2020 - 00:00,0.0,,6.2,60.65,185.1,5.48,31-Oct-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
31-Oct-2020 - 00:00,0.0,,6.23,68.95,226.01,5.35,01-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
01-Nov-2020 - 00:00,0.0,,6.28,62.39,195.21,6.23,02-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
02-Nov-2020 - 00:00,5.71,8.94,6.33,73.74,234.12,5.17,03-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
03-Nov-2020 - 00:00,15.31,9.03,6.28,56.32,170.65,4.07,04-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
04-Nov-2020 - 00:00,15.48,9.08,6.4,84.51,217.55,4.55,05-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
05-Nov-2020 - 00:00,15.47,9.08,6.39,55.18,225.86,5.09,06-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
06-Nov-2020 - 00:00,15.38,9.03,6.36,59.95,205.43,4.76,07-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
07-Nov-2020 - 00:00,,,,,,,08-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
08-Nov-2020 - 00:00,,,,,,,09-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
09-Nov-2020 - 00:00,,,,,,,10-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
10-Nov-2020 - 00:00,15.68,9.07,6.61,99.46,508.11,7.84,11-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
11-Nov-2020 - 00:00,15.53,9.05,6.49,123.62,324.89,6.64,12-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
12-Nov-2020 - 00:00,15.52,9.01,6.52,89.78,227.06,5.58,13-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
13-Nov-2020 - 00:00,15.55,9.03,6.52,64.32,177.09,4.46,14-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
14-Nov-2020 - 00:00,15.77,9.1,6.67,132.34,286.9,5.15,15-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
15-Nov-2020 - 00:00,15.72,9.09,6.63,81.9,191.52,4.86,16-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
16-Nov-2020 - 00:00,15.59,9.07,6.51,70.77,151.36,4.22,17-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
17-Nov-2020 - 00:00,15.65,9.08,6.56,61.85,140.17,3.58,18-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
18-Nov-2020 - 00:00,15.75,9.12,6.63,53.37,116.55,3.41,19-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
19-Nov-2020 - 00:00,15.74,9.15,6.58,49.38,127.35,3.75,20-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
20-Nov-2020 - 00:00,15.7,9.12,6.57,58.34,149.84,3.54,21-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
21-Nov-2020 - 00:00,15.71,9.08,6.63,58.86,180.53,3.4,22-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
22-Nov-2020 - 00:00,15.74,9.12,6.62,54.24,159.12,3.72,23-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
23-Nov-2020 - 00:00,33.43,30.34,6.77,62.01,140.31,4.64,24-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
24-Nov-2020 - 00:00,46.84,48.12,11.45,59.39,194.0,6.28,25-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
25-Nov-2020 - 00:00,59.99,62.33,11.08,98.13,238.22,7.02,26-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
26-Nov-2020 - 00:00,52.27,48.9,3.37,72.8,164.07,7.53,27-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
27-Nov-2020 - 00:00,41.9,38.72,3.18,56.36,123.79,6.19,28-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
28-Nov-2020 - 00:00,44.67,41.13,3.54,35.36,109.38,6.21,29-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
29-Nov-2020 - 00:00,46.74,42.05,4.69,40.87,121.77,6.25,30-Nov-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
30-Nov-2020 - 00:00,54.16,50.63,3.52,43.62,118.14,6.21,01-Dec-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
01-Dec-2020 - 00:00,72.87,69.17,3.71,24.79,107.93,6.08,02-Dec-2020 - 00:00,"Shasthri Nagar, Ratlam - IPCA Lab"
