from date,AT,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
05-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-May-2020 - 00:00,32.98,734.21,83.06,23.78,0.0,53.37,59.76,36.5,204.29,2.23,,,,1.15,71.57,1.68,32.32,18.38,,5.42,29-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-May-2020 - 00:00,30.73,736.51,54.65,24.78,0.0,62.71,99.71,33.49,222.34,2.37,,,,1.23,53.61,1.91,25.49,14.83,,6.63,30-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-May-2020 - 00:00,28.73,738.17,52.17,30.37,0.0,68.68,56.73,28.43,207.9,1.73,,,,1.07,34.05,0.8,18.15,10.25,,11.55,31-May-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-May-2020 - 00:00,27.5,739.53,43.55,27.35,0.0,73.36,60.4,26.92,184.13,1.52,,,,1.35,30.0,0.71,18.26,10.24,,8.06,01-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Jun-2020 - 00:00,29.44,739.69,52.02,29.42,0.0,67.11,98.35,31.83,215.03,1.57,,,,1.12,34.97,1.09,24.09,13.69,,4.62,02-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Jun-2020 - 00:00,32.41,737.83,91.19,54.11,0.0,56.57,101.73,32.27,135.88,1.4,,,,1.36,53.84,0.88,30.06,16.25,,20.38,03-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Jun-2020 - 00:00,33.67,736.13,83.62,42.25,0.0,50.52,100.61,27.47,159.43,1.55,,,,1.96,36.84,0.92,20.92,11.51,,16.2,04-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Jun-2020 - 00:00,30.88,735.71,111.3,67.1,0.0,62.87,48.76,28.91,263.78,1.62,,,,1.3,41.25,0.79,23.6,13.16,,13.78,05-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Jun-2020 - 00:00,29.03,736.15,68.01,35.95,0.0,67.89,72.8,29.16,197.51,1.79,,,,1.24,34.15,1.16,19.46,11.11,,10.71,06-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Jun-2020 - 00:00,30.61,735.41,54.99,30.27,0.0,64.53,114.98,29.02,198.66,1.27,0.27,1.26,0.75,1.12,29.34,1.05,20.26,11.57,,10.73,07-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Jun-2020 - 00:00,31.45,734.69,101.83,60.4,0.0,63.07,85.79,28.86,175.71,1.38,0.3,0.91,0.48,1.22,33.25,0.92,25.99,14.56,,12.87,08-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Jun-2020 - 00:00,32.96,734.05,106.47,72.42,0.0,60.15,91.32,28.9,177.3,1.28,0.39,1.35,0.69,1.44,41.03,1.83,29.98,17.31,,15.97,09-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Jun-2020 - 00:00,35.57,734.02,107.43,73.72,0.0,52.91,106.88,28.87,101.05,1.18,0.33,1.26,0.61,1.5,43.0,0.63,24.81,13.66,,20.17,10-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Jun-2020 - 00:00,35.9,733.67,149.72,99.43,0.0,55.94,94.24,28.6,197.26,1.5,0.36,1.3,0.69,1.75,48.49,1.61,32.59,18.6,,15.69,11-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Jun-2020 - 00:00,34.62,732.8,102.04,62.9,0.0,63.24,82.23,28.85,208.07,1.92,0.24,1.17,0.58,1.22,44.09,0.74,22.85,12.71,,9.26,12-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Jun-2020 - 00:00,35.59,731.63,89.77,59.49,0.0,60.13,88.59,28.8,180.0,1.49,0.23,1.05,0.54,1.41,35.1,0.98,21.97,12.45,,12.62,13-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Jun-2020 - 00:00,32.96,732.39,90.57,57.45,0.0,69.23,90.2,29.01,182.38,1.85,0.2,1.43,0.8,1.31,34.05,1.36,22.79,13.22,,9.89,14-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Jun-2020 - 00:00,35.13,730.9,61.17,28.09,0.0,58.36,110.08,29.48,215.6,1.9,0.15,1.53,1.06,1.31,52.0,1.05,18.76,9.79,,18.64,16-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Jun-2020 - 00:00,34.25,730.09,77.8,49.51,0.0,66.26,98.79,28.47,209.41,1.82,0.17,1.32,0.75,1.69,39.88,1.16,20.65,11.93,,14.08,17-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Jun-2020 - 00:00,33.52,729.85,53.27,34.74,0.0,67.65,92.46,28.64,206.04,1.94,0.16,0.93,0.47,1.38,33.31,0.76,16.18,9.21,,9.4,18-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Jun-2020 - 00:00,34.3,730.14,,53.35,0.0,66.06,90.21,29.32,208.39,1.52,0.2,0.9,0.44,1.32,31.47,1.13,21.23,12.21,,13.36,19-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Jun-2020 - 00:00,33.04,732.37,72.88,31.98,0.0,72.4,85.71,29.36,202.6,2.08,0.11,0.64,0.33,1.33,30.9,0.91,15.95,9.16,,7.8,20-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Jun-2020 - 00:00,32.16,733.33,58.06,40.73,0.0,72.59,64.66,29.1,208.02,1.93,0.17,0.97,0.46,1.33,28.76,0.8,18.48,10.47,,10.31,21-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Jun-2020 - 00:00,30.66,733.6,40.31,27.2,0.0,73.48,91.38,28.73,202.59,1.68,0.15,0.65,0.28,1.28,25.84,0.59,16.15,9.04,,8.56,22-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Jun-2020 - 00:00,32.8,733.03,67.78,50.22,0.0,69.0,98.05,29.24,213.48,1.63,0.17,0.94,0.56,1.36,29.21,1.08,20.38,11.69,,13.84,23-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Jun-2020 - 00:00,31.59,735.39,41.96,29.69,0.0,76.66,68.62,29.12,201.36,1.93,0.12,0.83,0.53,1.29,27.01,1.0,16.17,9.4,16.81,8.24,24-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Jun-2020 - 00:00,30.95,736.05,70.86,51.23,0.0,81.89,44.07,28.8,172.48,1.19,0.22,1.69,0.99,1.37,29.45,1.54,22.11,12.98,17.65,8.69,25-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Jun-2020 - 00:00,31.41,733.43,132.82,76.17,0.0,77.96,75.59,29.37,179.52,1.28,0.35,1.42,0.74,1.57,31.22,1.82,22.79,13.6,,19.42,26-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Jun-2020 - 00:00,33.09,732.21,90.67,41.06,0.01,69.91,96.8,29.52,173.66,1.47,0.24,1.73,0.77,1.52,32.72,0.71,18.0,10.11,,4.21,27-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Jun-2020 - 00:00,35.19,730.76,137.65,67.96,0.0,66.02,98.97,29.06,128.34,1.71,0.26,1.34,0.58,1.59,40.56,0.88,22.39,12.63,,10.91,28-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Jun-2020 - 00:00,,730.0,199.6,71.4,0.0,69.5,8.2,34.45,285.0,1.65,0.44,1.27,0.56,1.32,55.7,1.37,24.66,14.24,,16.03,29-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Jun-2020 - 00:00,31.64,734.21,49.56,29.07,0.0,75.88,113.96,29.77,205.86,2.63,0.15,1.01,0.77,1.82,49.03,0.96,15.27,8.1,,11.05,30-Jun-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Jun-2020 - 00:00,32.8,734.48,37.36,20.2,0.0,71.55,102.36,30.12,203.25,1.85,0.15,0.67,0.35,1.16,36.46,0.67,14.09,8.01,,6.8,01-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Jul-2020 - 00:00,33.7,733.45,65.32,38.43,0.0,70.36,120.53,29.91,212.57,1.79,0.15,0.77,0.47,1.15,32.34,0.8,15.85,9.08,,8.72,02-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Jul-2020 - 00:00,36.51,728.97,95.21,50.38,0.0,61.35,44.15,29.14,131.62,1.46,0.26,2.11,1.34,1.26,33.91,0.63,19.34,10.76,,8.57,03-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Jul-2020 - 00:00,32.25,731.12,49.43,32.12,0.0,79.36,92.66,29.85,199.36,2.29,0.13,0.91,0.53,2.06,41.4,0.76,13.88,6.88,,11.82,04-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Jul-2020 - 00:00,31.07,731.03,56.67,44.91,0.2,83.7,64.4,30.09,192.27,1.78,0.12,0.56,0.26,1.26,39.46,0.91,13.47,7.37,,9.22,05-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Jul-2020 - 00:00,34.07,732.0,15.5,,0.0,68.83,328.33,30.22,213.33,2.33,0.24,0.98,0.42,2.02,27.32,1.39,10.89,4.61,,14.13,07-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Jul-2020 - 00:00,32.26,733.42,25.76,15.56,0.0,77.67,70.03,30.26,207.0,1.15,0.15,1.49,0.72,2.27,41.01,1.06,19.24,9.8,,8.13,09-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Jul-2020 - 00:00,33.28,731.07,61.86,41.86,0.16,76.16,93.98,30.47,189.02,1.16,0.22,1.29,0.7,1.29,45.44,1.38,22.21,12.91,,8.07,10-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Jul-2020 - 00:00,31.47,728.91,50.47,34.42,0.03,81.49,70.45,30.49,208.16,1.4,0.2,1.42,0.73,1.33,49.67,0.9,20.71,11.68,,5.44,11-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Jul-2020 - 00:00,30.22,730.07,25.93,17.69,0.05,76.13,93.38,33.98,136.78,1.63,0.12,0.74,0.27,1.08,56.61,0.68,15.27,8.57,,3.8,12-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Jul-2020 - 00:00,31.5,731.18,28.97,19.39,0.01,71.36,114.79,32.41,140.49,1.79,0.12,0.7,0.26,0.95,,0.4,11.68,6.43,,3.62,13-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Jul-2020 - 00:00,34.98,730.98,59.96,23.37,0.0,67.72,104.19,31.57,118.55,1.82,0.16,1.32,0.71,1.07,76.37,0.73,15.29,8.3,,7.7,14-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Jul-2020 - 00:00,33.37,732.67,110.03,53.38,0.04,71.74,79.7,30.35,209.56,1.47,0.21,1.57,0.73,1.44,57.31,0.88,20.6,11.67,,8.74,15-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Jul-2020 - 00:00,32.38,733.79,49.74,27.26,0.0,75.73,105.63,30.59,241.1,2.15,0.14,1.18,0.44,1.13,56.79,0.75,12.53,7.24,,5.97,16-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Jul-2020 - 00:00,32.51,732.59,46.2,23.16,0.0,72.26,108.07,31.94,242.49,2.19,0.15,0.96,0.46,1.05,49.99,1.0,14.12,8.33,,6.65,17-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Jul-2020 - 00:00,35.27,733.32,70.38,44.28,0.0,73.89,82.06,30.99,242.06,1.89,0.17,1.01,0.64,1.24,50.12,1.13,16.22,9.53,,7.16,18-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Jul-2020 - 00:00,,734.72,54.56,36.82,0.87,83.66,38.92,34.9,218.4,1.77,0.17,1.0,0.29,1.08,46.24,2.93,20.07,12.51,,5.68,19-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Jul-2020 - 00:00,32.22,730.84,67.48,36.36,0.02,74.82,78.95,32.01,118.38,1.34,0.26,1.82,1.21,1.16,97.87,1.15,20.95,11.95,,6.68,21-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Jul-2020 - 00:00,29.08,733.76,33.18,24.99,0.21,83.05,68.01,32.15,218.19,1.41,0.19,1.35,0.73,1.15,53.4,0.89,18.72,10.59,,4.44,22-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Jul-2020 - 00:00,29.39,734.4,57.57,41.75,0.02,83.46,65.23,31.8,92.13,1.44,0.25,1.78,0.99,1.37,40.76,1.01,18.95,10.89,,6.01,23-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Jul-2020 - 00:00,29.04,733.84,66.16,43.66,0.0,78.4,86.16,31.84,137.07,1.68,0.21,1.33,0.77,1.14,36.15,0.94,17.76,10.19,17.74,6.21,24-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Jul-2020 - 00:00,32.12,737.36,44.55,19.59,0.01,79.32,101.45,31.68,229.4,1.87,0.15,1.06,0.61,1.02,41.15,14.44,19.6,22.15,17.15,5.18,25-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Jul-2020 - 00:00,30.85,738.99,32.07,19.46,0.0,80.54,80.46,31.97,235.62,1.93,0.13,0.78,0.44,1.19,23.58,4.84,8.61,8.32,,6.14,26-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Jul-2020 - 00:00,31.9,738.46,44.25,32.48,0.02,78.52,100.0,31.87,236.83,1.46,0.12,0.64,0.29,1.04,21.28,5.66,9.85,9.36,,6.66,27-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Jul-2020 - 00:00,33.82,734.07,106.56,68.38,0.01,76.32,95.02,31.96,135.32,1.38,0.33,3.16,2.14,1.89,39.56,1.01,20.83,10.99,,12.98,28-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Jul-2020 - 00:00,31.69,733.32,108.64,73.81,0.02,83.86,53.07,31.59,205.72,1.17,0.3,2.29,1.32,1.5,41.81,6.88,18.14,15.08,,8.12,29-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Jul-2020 - 00:00,29.24,735.58,50.39,21.47,0.03,86.39,66.56,31.61,257.36,2.42,0.22,1.88,1.07,1.31,28.37,1.47,10.74,6.78,,8.19,30-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Jul-2020 - 00:00,30.25,735.75,38.0,23.23,0.0,83.42,70.21,31.54,225.56,1.46,0.19,1.68,1.1,1.55,23.5,0.91,11.59,6.47,,11.63,31-Jul-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Jul-2020 - 00:00,30.02,735.41,53.57,36.84,0.09,85.58,59.71,31.64,247.72,1.33,0.16,1.2,0.61,1.61,22.01,4.4,9.89,8.37,,6.24,01-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Aug-2020 - 00:00,28.49,735.35,36.65,24.91,2.03,91.53,9.41,31.87,220.26,1.34,0.12,0.78,0.32,1.19,21.54,10.72,10.17,13.62,,2.83,02-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Aug-2020 - 00:00,34.97,726.97,59.94,34.12,0.0,69.77,192.54,30.6,139.0,1.42,0.14,1.64,0.78,1.82,32.64,0.54,9.11,4.27,,9.31,05-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Aug-2020 - 00:00,34.09,731.91,32.14,7.89,0.0,71.13,102.17,29.44,240.78,2.44,0.13,1.37,0.85,2.99,26.47,1.35,8.9,5.43,,12.09,07-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Aug-2020 - 00:00,33.32,733.8,27.17,9.22,0.0,73.03,105.43,29.36,257.22,1.98,0.1,0.89,0.41,1.6,19.41,8.62,9.73,8.82,,7.0,08-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Aug-2020 - 00:00,32.75,732.7,58.87,34.67,0.0,79.91,52.61,29.57,162.13,0.82,0.1,1.09,0.47,1.26,19.01,8.88,13.21,14.25,,6.57,09-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Aug-2020 - 00:00,32.92,732.18,53.0,15.8,0.0,77.07,180.5,29.55,244.86,2.3,0.09,0.9,0.64,1.74,20.59,1.16,8.36,3.85,,11.0,11-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Aug-2020 - 00:00,30.47,731.0,,,0.0,86.75,46.33,29.33,193.33,0.47,,,,0.0,,,,,,,13-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Aug-2020 - 00:00,31.97,732.5,90.0,44.0,0.0,82.83,170.67,29.52,206.5,1.47,0.17,3.1,1.48,2.06,38.92,4.82,18.32,9.08,,15.85,19-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Aug-2020 - 00:00,32.93,733.4,7.0,,0.0,71.4,178.4,29.5,289.5,2.39,0.1,1.18,0.36,1.75,24.17,,5.1,1.39,,8.5,25-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Aug-2020 - 00:00,33.88,735.41,39.0,12.39,0.0,68.0,234.78,30.02,231.69,1.99,0.09,1.29,0.44,1.73,22.84,0.88,8.3,4.56,,5.03,26-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Aug-2020 - 00:00,32.54,736.29,67.55,35.05,0.0,74.24,83.56,30.35,131.35,1.83,0.28,1.84,0.92,2.25,30.93,0.62,14.73,5.99,,13.52,27-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Aug-2020 - 00:00,29.97,735.64,45.35,28.5,0.0,79.43,51.58,31.14,209.83,1.19,0.15,1.44,0.65,1.45,20.88,5.0,13.07,10.62,,6.67,28-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Aug-2020 - 00:00,29.12,733.99,59.95,38.38,0.01,85.8,28.84,31.21,208.11,1.13,0.26,2.29,1.16,1.75,20.84,1.29,15.07,8.52,,9.82,29-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Aug-2020 - 00:00,31.39,733.76,64.43,39.52,0.01,76.36,93.72,31.25,227.89,1.43,0.23,2.11,0.83,0.01,20.04,3.86,14.77,10.99,,14.66,30-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Aug-2020 - 00:00,30.04,734.77,29.77,17.94,0.0,79.61,69.08,31.31,249.24,2.56,0.11,0.72,0.29,0.35,17.33,0.58,7.6,4.52,,5.48,31-Aug-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Aug-2020 - 00:00,31.22,736.79,37.53,16.53,0.0,75.63,107.94,31.2,256.76,1.86,0.14,1.17,0.59,0.05,15.07,10.08,12.56,14.63,,8.43,01-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Sep-2020 - 00:00,31.69,737.78,50.12,23.38,0.0,73.71,89.49,31.03,191.24,1.21,0.18,1.39,0.66,,17.68,0.92,13.94,8.16,,5.23,02-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Sep-2020 - 00:00,31.59,739.22,76.74,39.79,0.0,74.85,59.46,31.02,158.1,1.3,0.24,1.73,0.85,,19.53,4.75,15.5,12.12,,9.52,03-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Sep-2020 - 00:00,31.77,740.49,63.62,31.28,0.0,76.64,71.54,30.89,257.9,1.93,0.21,1.37,0.71,,17.91,5.8,12.32,10.92,,8.24,04-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Sep-2020 - 00:00,32.34,739.12,83.68,52.79,0.0,75.45,75.38,30.34,257.94,1.39,0.2,1.37,0.68,,16.38,3.82,13.63,10.35,,8.42,05-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Sep-2020 - 00:00,31.43,737.04,89.75,58.12,0.0,79.59,73.8,29.31,175.54,1.26,0.21,1.76,0.89,,17.69,4.92,16.08,11.55,,11.12,06-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Sep-2020 - 00:00,31.07,735.88,51.27,32.51,0.0,76.9,78.74,29.94,99.03,1.38,0.16,1.06,0.49,,16.67,5.44,11.05,10.08,,7.78,07-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Sep-2020 - 00:00,31.95,736.33,60.95,31.24,0.0,72.37,92.45,33.64,91.88,1.31,0.17,1.18,0.42,,14.58,12.51,15.57,18.45,,8.07,08-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
