from date,AT,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
08-Sep-2020 - 00:00,34.13,736.5,89.61,46.84,0.0,65.93,76.09,29.46,86.95,1.39,0.27,2.7,1.57,,18.82,0.99,17.95,10.35,,8.44,09-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Sep-2020 - 00:00,32.5,736.77,97.39,57.41,0.0,72.64,61.08,28.84,105.03,1.45,0.23,1.89,0.93,,18.46,0.64,15.87,8.83,,9.37,10-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Sep-2020 - 00:00,32.16,734.09,104.3,56.76,0.0,74.77,50.13,28.91,81.87,1.7,0.22,1.9,0.92,,18.76,3.86,14.76,10.98,,14.17,11-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Sep-2020 - 00:00,33.14,735.28,144.6,84.2,0.0,71.27,62.2,28.67,179.5,1.07,0.22,1.93,0.93,,17.76,3.75,14.01,10.41,,9.04,12-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Sep-2020 - 00:00,32.29,737.96,106.95,61.4,0.0,75.22,70.31,28.89,258.65,1.31,0.18,1.39,0.83,,17.69,3.93,13.73,10.4,,7.62,13-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Sep-2020 - 00:00,32.64,737.82,108.87,70.4,0.0,76.13,70.51,28.71,205.19,1.2,0.16,1.73,0.8,,16.8,3.31,12.02,9.08,,5.46,14-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Sep-2020 - 00:00,32.99,736.58,134.03,87.42,0.0,74.82,66.91,28.74,209.59,1.09,0.22,2.28,1.21,,17.95,1.04,17.12,9.95,,9.59,15-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Sep-2020 - 00:00,31.89,736.19,133.09,87.58,0.04,80.91,49.44,28.92,246.97,0.97,0.17,2.2,1.2,,19.46,4.39,18.14,13.22,,5.65,16-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Sep-2020 - 00:00,32.37,735.5,145.62,97.0,0.0,80.72,64.71,28.31,224.13,1.03,0.11,1.85,1.07,,20.65,7.53,16.29,14.77,,4.97,17-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Sep-2020 - 00:00,31.11,735.35,138.55,80.95,0.0,82.15,75.25,27.73,81.58,1.38,0.1,1.23,0.58,,18.27,10.15,16.48,17.01,,6.01,18-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Sep-2020 - 00:00,34.06,733.88,123.17,57.17,0.0,68.44,8.0,28.36,74.31,1.36,0.28,2.49,1.63,,19.72,0.85,20.57,11.54,,12.11,19-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Sep-2020 - 00:00,32.43,734.87,135.56,72.95,0.0,75.93,63.59,28.84,231.18,1.28,0.22,1.9,1.2,,19.11,3.71,14.13,10.47,,6.94,20-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Sep-2020 - 00:00,30.33,734.56,107.22,76.11,0.0,85.17,8.94,29.24,232.72,0.8,0.14,1.08,0.51,,17.25,23.03,14.88,24.53,,13.69,21-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Sep-2020 - 00:00,35.74,732.52,135.09,63.91,0.0,60.75,66.6,28.49,204.2,1.07,0.72,4.23,2.45,,18.53,1.36,20.54,11.44,,25.51,22-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Sep-2020 - 00:00,32.02,734.26,50.67,24.97,0.01,72.15,78.82,28.91,234.4,1.54,0.17,1.56,0.95,,15.61,7.57,12.59,12.85,,6.68,23-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Sep-2020 - 00:00,30.44,734.29,50.76,26.26,0.01,76.19,66.97,28.94,263.91,1.96,0.15,1.35,0.71,,13.87,5.73,10.19,9.92,,6.71,24-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Sep-2020 - 00:00,29.67,736.0,47.78,23.98,0.0,78.16,66.32,29.0,217.91,1.57,0.14,1.15,0.53,,11.99,9.39,10.5,12.51,,8.28,25-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Sep-2020 - 00:00,30.07,735.19,85.99,41.6,0.0,77.9,55.6,28.9,89.88,1.38,0.23,1.74,1.03,,11.93,8.81,17.81,16.42,,6.0,26-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Sep-2020 - 00:00,30.84,734.86,178.3,111.86,0.0,73.68,64.55,28.94,124.91,1.36,0.37,2.52,1.25,,15.82,5.02,20.89,15.19,,12.65,27-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Sep-2020 - 00:00,30.89,737.3,132.32,60.78,0.0,66.01,64.74,28.78,78.78,1.84,0.32,2.11,0.99,,14.98,7.51,17.69,15.51,,9.4,28-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Sep-2020 - 00:00,30.41,738.41,156.8,68.23,0.0,66.91,69.12,28.77,78.26,1.87,0.37,1.91,1.02,,16.32,8.02,20.15,17.06,,11.15,29-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Sep-2020 - 00:00,30.81,737.77,161.55,71.88,0.0,63.55,75.99,28.94,84.5,2.01,0.31,1.63,0.89,,15.93,5.78,17.65,13.83,,5.66,30-Sep-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Sep-2020 - 00:00,30.23,736.84,154.8,78.83,0.0,66.24,78.99,28.95,84.8,2.0,0.34,1.97,1.11,,15.61,8.61,19.72,17.49,,9.29,01-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Oct-2020 - 00:00,30.02,736.52,166.11,85.94,0.0,68.14,75.19,28.77,88.53,1.45,0.41,2.36,1.35,,16.71,7.75,24.14,18.82,,11.45,02-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Oct-2020 - 00:00,30.12,737.16,182.09,98.72,0.0,66.03,55.55,28.91,89.27,1.19,0.45,2.45,1.3,,17.7,3.95,24.85,16.41,,8.45,03-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Oct-2020 - 00:00,31.24,738.4,196.3,111.6,0.0,61.31,65.21,28.61,97.5,1.24,0.48,2.42,1.41,,18.3,5.71,24.72,17.56,,11.19,04-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Oct-2020 - 00:00,30.6,739.08,164.72,95.72,0.0,58.94,73.14,28.77,107.9,1.54,0.37,1.9,1.0,,17.34,0.65,18.15,10.14,,15.25,05-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Oct-2020 - 00:00,30.09,738.57,201.9,116.87,0.0,59.54,68.07,28.87,86.11,1.41,0.46,2.5,1.32,,17.55,6.72,23.38,17.09,,18.4,06-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Oct-2020 - 00:00,30.19,739.45,220.97,123.86,0.0,59.42,70.43,28.7,121.86,1.11,0.55,3.14,1.95,,19.5,10.84,25.82,20.99,,16.23,07-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Oct-2020 - 00:00,30.97,741.22,256.88,173.2,0.0,57.55,77.91,28.48,135.42,1.1,0.52,3.2,1.8,,21.93,3.56,13.61,9.96,,29.43,08-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Oct-2020 - 00:00,31.01,741.49,276.4,184.49,0.0,58.11,71.64,28.62,178.82,0.82,0.59,3.85,2.26,,19.7,5.54,20.39,13.86,,19.59,09-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Oct-2020 - 00:00,30.24,742.05,168.99,93.54,0.0,59.46,80.74,28.53,162.19,1.78,0.49,3.33,2.09,,20.92,9.48,27.4,21.46,,12.83,10-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Oct-2020 - 00:00,29.96,741.17,190.56,124.67,0.0,59.02,89.04,30.85,172.52,1.11,0.53,3.04,1.59,,24.87,13.27,29.51,26.5,,24.34,11-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Oct-2020 - 00:00,35.26,737.42,145.75,80.38,0.0,42.17,133.58,29.53,150.42,1.4,0.37,2.65,1.02,,24.53,0.5,17.72,9.46,,9.47,12-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Oct-2020 - 00:00,29.94,737.72,226.0,161.02,0.0,63.12,74.0,29.93,211.78,1.16,0.48,3.44,1.87,,24.35,7.63,23.48,18.67,,19.25,13-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Oct-2020 - 00:00,34.74,738.38,135.22,74.56,0.0,47.12,105.72,29.09,200.62,0.95,0.44,4.17,2.82,,23.41,0.81,19.08,10.82,,19.79,14-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Oct-2020 - 00:00,32.4,739.82,206.86,135.54,0.0,58.15,73.0,29.63,149.71,0.91,0.48,3.59,2.12,,23.5,3.48,25.03,12.99,,17.22,15-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Oct-2020 - 00:00,29.55,740.08,262.28,190.75,0.0,65.1,31.3,30.56,163.47,1.05,0.52,2.99,1.57,,24.26,8.47,29.14,19.65,,27.35,16-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Oct-2020 - 00:00,29.45,739.73,245.68,147.22,0.0,49.0,48.83,30.55,111.33,1.44,0.49,2.2,1.39,,19.83,13.2,30.69,20.92,,15.22,17-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Oct-2020 - 00:00,27.72,740.83,248.74,158.09,0.0,54.83,47.93,30.34,95.63,0.98,0.61,2.6,1.36,,20.01,4.46,34.03,19.14,,19.82,18-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Oct-2020 - 00:00,29.02,740.46,274.66,170.52,0.0,49.04,74.03,30.46,73.22,1.58,0.53,2.49,1.39,,24.0,1.35,30.33,16.96,,24.47,19-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Oct-2020 - 00:00,27.83,740.58,334.06,246.16,0.0,53.7,82.04,30.51,122.68,1.3,0.55,1.91,0.9,,24.58,9.0,27.59,21.68,,24.57,20-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Oct-2020 - 00:00,30.23,740.35,238.1,129.88,0.0,37.54,98.19,28.77,75.08,1.51,0.54,3.37,2.18,3.21,17.02,1.07,36.02,18.22,,20.69,21-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Oct-2020 - 00:00,27.36,741.12,227.01,134.25,0.0,53.01,68.94,31.51,107.76,1.16,0.75,3.76,2.16,,20.7,7.27,41.79,28.14,,21.67,22-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Oct-2020 - 00:00,27.52,739.88,251.0,147.77,0.0,58.99,86.91,34.14,147.73,0.97,0.72,4.28,2.13,,27.2,10.14,43.42,30.8,,22.59,23-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Oct-2020 - 00:00,28.32,739.47,221.32,124.67,0.0,50.91,76.63,28.92,112.2,1.13,0.55,3.94,2.53,0.73,18.57,15.17,35.59,31.28,,21.72,24-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Oct-2020 - 00:00,26.97,740.53,273.93,153.24,0.0,47.76,63.23,29.09,82.86,1.29,0.67,3.61,2.45,,19.13,5.38,38.26,24.73,,14.18,25-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Oct-2020 - 00:00,25.93,743.12,439.05,279.95,0.0,57.61,42.38,29.51,154.8,0.71,0.89,4.14,2.94,,25.42,17.21,48.48,39.4,,36.27,26-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Oct-2020 - 00:00,26.31,744.04,289.65,183.26,0.0,55.08,66.16,31.12,109.76,1.34,0.72,3.59,2.34,,25.12,13.65,33.93,29.14,,14.36,27-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Oct-2020 - 00:00,24.84,743.86,293.08,186.5,0.0,50.51,60.78,30.68,71.15,1.55,0.58,2.52,1.81,,20.46,7.5,36.55,25.54,,16.03,28-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Oct-2020 - 00:00,25.94,744.67,331.44,190.65,0.0,50.96,67.82,30.83,114.1,0.79,0.89,4.96,3.74,,22.75,16.73,45.14,37.61,,21.54,29-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Oct-2020 - 00:00,26.64,745.72,317.3,201.58,0.0,50.2,70.46,30.3,154.62,0.7,0.84,5.61,4.11,,20.53,12.75,39.35,31.3,,31.3,30-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Oct-2020 - 00:00,26.51,744.96,201.39,117.38,0.0,51.91,71.61,30.1,79.97,1.26,0.54,3.01,1.92,,20.6,7.6,29.21,21.32,,17.78,31-Oct-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Oct-2020 - 00:00,24.79,745.0,365.34,248.86,0.0,52.45,56.38,30.31,57.61,1.43,0.79,3.48,2.48,,24.78,15.46,41.73,34.44,,19.5,01-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Nov-2020 - 00:00,24.41,745.45,349.3,242.78,0.0,49.3,57.26,30.16,63.6,1.63,0.7,2.87,1.86,,24.81,5.75,39.2,25.54,,22.52,02-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Nov-2020 - 00:00,23.52,746.26,385.08,267.19,0.0,50.22,53.33,30.3,63.14,1.56,0.77,3.24,1.89,,28.01,7.16,39.87,27.03,,28.49,03-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Nov-2020 - 00:00,22.86,746.25,400.75,265.53,0.0,50.21,50.66,30.58,71.96,1.17,0.98,4.73,3.21,,28.06,9.59,50.52,34.68,,19.58,04-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Nov-2020 - 00:00,22.2,744.56,501.27,359.03,0.0,57.26,43.45,30.75,66.6,1.2,0.97,4.46,2.7,,33.77,7.68,48.69,32.13,,25.07,05-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Nov-2020 - 00:00,22.99,745.51,707.09,533.18,0.0,67.95,39.12,30.57,93.11,0.76,1.54,6.96,5.36,,47.88,43.26,77.61,76.44,,25.1,06-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Nov-2020 - 00:00,22.98,748.47,438.6,312.22,0.0,66.64,59.58,31.07,139.31,0.75,1.32,5.93,4.39,,38.63,23.68,57.47,49.83,,12.24,07-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Nov-2020 - 00:00,23.3,749.33,382.39,288.75,0.0,57.71,54.11,29.96,124.85,0.78,1.12,5.26,3.9,,31.13,24.07,61.67,52.37,,17.33,08-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Nov-2020 - 00:00,23.49,750.0,430.64,301.25,0.0,62.17,50.75,28.88,139.0,0.82,0.85,4.35,3.2,,29.79,10.28,46.59,33.14,,22.41,09-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Nov-2020 - 00:00,24.16,748.26,353.23,219.99,0.0,62.66,48.57,29.31,138.96,0.61,1.12,5.38,4.64,,31.1,29.84,55.12,53.58,,15.02,10-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Nov-2020 - 00:00,23.66,747.9,380.18,269.0,0.0,63.1,46.72,29.84,196.53,0.71,0.99,5.92,4.9,,30.44,10.75,47.63,34.08,,36.72,11-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Nov-2020 - 00:00,22.11,749.55,311.88,240.3,0.0,65.53,62.62,30.63,177.68,1.06,0.52,3.3,1.76,,25.14,6.89,26.35,19.61,,32.58,12-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Nov-2020 - 00:00,26.59,750.79,250.62,160.23,0.0,48.85,76.92,30.86,188.04,0.86,0.8,5.21,4.17,,24.99,15.24,51.49,39.77,,24.06,13-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Nov-2020 - 00:00,23.95,749.44,201.95,130.91,0.0,59.74,49.86,30.51,102.62,0.84,0.81,3.98,2.92,,25.82,9.03,42.42,29.71,42.57,23.26,14-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Nov-2020 - 00:00,23.07,747.51,386.54,306.2,0.0,60.64,47.36,30.52,141.63,0.71,1.16,4.92,3.99,,32.1,21.33,59.64,47.46,26.59,35.14,15-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Nov-2020 - 00:00,22.2,747.79,232.44,175.6,0.01,67.68,43.58,30.6,224.3,1.33,0.63,2.44,1.72,,27.57,7.78,30.13,22.18,,11.4,16-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Nov-2020 - 00:00,22.02,748.74,144.0,82.37,0.0,70.5,46.49,30.66,201.28,1.14,0.39,2.38,1.89,,22.29,14.71,28.59,26.84,,7.1,17-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Nov-2020 - 00:00,22.38,746.39,129.12,75.66,0.0,65.93,49.58,30.48,81.03,1.4,0.41,1.9,1.23,,18.93,4.6,24.33,16.45,,7.26,18-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Nov-2020 - 00:00,21.24,745.57,150.99,94.69,0.0,65.79,51.12,29.65,75.22,1.53,0.46,2.12,1.45,,19.14,1.77,31.29,17.96,,9.89,19-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Nov-2020 - 00:00,21.32,746.04,154.41,108.96,0.0,59.46,52.78,30.55,98.97,1.23,0.57,2.65,1.71,,18.79,3.93,31.81,20.08,,17.62,20-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Nov-2020 - 00:00,19.66,746.67,222.04,106.45,0.0,61.81,49.33,30.19,71.41,1.84,0.59,2.15,1.32,,19.15,5.52,31.73,21.25,,11.27,21-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Nov-2020 - 00:00,18.81,747.11,160.87,77.84,0.0,54.59,61.43,29.98,62.57,2.2,0.42,2.08,1.36,,15.76,6.01,30.83,21.02,,9.91,22-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Nov-2020 - 00:00,18.19,747.8,188.93,98.56,0.0,54.75,47.45,30.64,70.24,1.73,0.53,2.05,1.29,,18.09,5.7,36.86,24.13,,15.05,23-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Nov-2020 - 00:00,19.18,749.01,358.24,166.15,0.0,52.47,46.33,30.72,176.72,0.88,1.07,4.79,3.74,,26.41,31.33,63.8,59.41,,28.98,24-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Nov-2020 - 00:00,19.91,748.62,241.17,130.03,0.0,63.51,42.67,30.9,222.84,0.72,0.9,4.84,3.85,,28.06,14.94,45.44,36.32,,23.93,25-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Nov-2020 - 00:00,19.61,749.08,259.53,121.24,0.0,70.31,27.07,30.66,175.43,1.14,0.62,4.1,3.03,,24.33,7.1,34.12,23.93,,22.2,26-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Nov-2020 - 00:00,19.0,750.23,272.42,145.13,0.0,72.38,23.76,30.84,128.65,1.1,0.76,3.96,2.76,,23.97,11.37,38.75,29.86,,16.74,27-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Nov-2020 - 00:00,19.88,751.21,150.17,85.47,0.0,65.49,57.53,30.75,67.89,1.57,0.59,2.77,2.01,,20.95,11.63,35.66,28.42,,10.17,28-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Nov-2020 - 00:00,19.37,750.45,238.67,156.81,0.0,64.73,37.27,30.82,66.23,1.51,0.64,3.1,2.24,,23.14,11.77,45.07,33.55,,13.13,29-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Nov-2020 - 00:00,19.96,749.46,244.73,143.07,0.0,56.12,45.12,30.8,70.89,1.26,0.78,3.45,2.15,,24.58,6.81,48.22,31.18,,16.78,30-Nov-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Nov-2020 - 00:00,19.69,748.59,300.33,179.5,0.0,62.24,45.3,30.7,82.05,1.04,0.97,3.57,2.69,,28.21,14.19,55.52,41.08,,19.21,01-Dec-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Dec-2020 - 00:00,18.5,748.0,283.0,152.0,0.0,67.0,8.0,31.6,72.0,0.7,1.0,3.5,2.8,,27.9,5.0,65.9,39.1,,10.5,02-Dec-2020 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
