from date,NO,NO2,NOx,Ozone,CO,NH3,PM10,PM2.5,SO2,to date,station
20-Jun-2020 - 00:00,25.96,32.07,46.74,18.02,1.84,13.15,63.67,40.71,3.54,21-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
21-Jun-2020 - 00:00,20.29,24.71,35.18,14.5,2.39,10.99,73.07,54.8,4.44,22-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
22-Jun-2020 - 00:00,22.04,26.71,38.53,18.36,2.58,11.88,72.36,58.76,4.67,23-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
23-Jun-2020 - 00:00,24.17,29.81,43.16,11.39,2.37,13.68,41.4,35.41,4.92,24-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
24-Jun-2020 - 00:00,21.53,29.38,40.2,9.79,2.63,15.5,57.09,51.64,3.1,25-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
25-Jun-2020 - 00:00,24.47,32.2,45.4,11.86,2.51,17.39,55.93,47.7,3.06,26-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
26-Jun-2020 - 00:00,23.64,29.44,42.34,12.1,2.47,15.73,88.93,68.23,3.13,27-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
27-Jun-2020 - 00:00,21.37,26.63,37.81,13.51,1.97,13.57,94.12,48.66,3.1,28-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
28-Jun-2020 - 00:00,25.02,29.52,43.77,26.59,2.33,14.85,175.12,60.8,3.08,29-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
29-Jun-2020 - 00:00,28.94,34.57,51.76,30.65,2.45,16.27,115.11,58.74,3.06,30-Jun-2020 - 00:00,"ITO, Delhi - CPCB"
30-Jun-2020 - 00:00,25.38,34.26,47.98,33.47,2.62,15.59,75.96,57.21,3.21,01-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
01-Jul-2020 - 00:00,25.54,34.15,48.05,32.81,2.8,15.23,90.99,70.48,3.99,02-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
02-Jul-2020 - 00:00,23.58,30.43,43.08,37.68,2.67,12.23,108.4,83.38,5.02,03-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
03-Jul-2020 - 00:00,26.39,32.7,47.71,32.92,2.76,13.75,127.03,95.93,5.09,04-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
04-Jul-2020 - 00:00,22.19,29.14,40.66,31.14,2.32,11.58,79.39,68.0,5.04,05-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
05-Jul-2020 - 00:00,21.34,26.7,37.84,33.59,2.03,10.86,61.85,53.78,4.95,06-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
06-Jul-2020 - 00:00,22.9,28.09,40.51,30.23,2.55,12.4,68.59,58.52,5.04,07-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
07-Jul-2020 - 00:00,20.54,25.09,35.73,24.62,2.1,11.32,41.98,38.89,5.01,08-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
08-Jul-2020 - 00:00,19.8,23.91,34.04,29.5,2.27,11.06,43.98,39.1,4.92,09-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
09-Jul-2020 - 00:00,24.76,28.99,43.08,34.52,2.14,13.07,54.95,46.51,4.84,10-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
10-Jul-2020 - 00:00,22.52,27.42,39.59,20.7,2.51,11.93,56.74,45.28,4.49,11-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
11-Jul-2020 - 00:00,22.57,28.31,40.37,14.52,2.93,12.84,47.94,46.61,4.38,12-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
12-Jul-2020 - 00:00,18.66,23.45,32.54,13.95,2.75,11.07,43.89,43.97,4.15,13-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
13-Jul-2020 - 00:00,23.23,27.68,40.51,16.0,3.03,12.88,77.97,44.6,4.09,14-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
14-Jul-2020 - 00:00,24.85,28.76,42.99,17.92,2.19,13.32,91.9,54.38,4.24,15-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
15-Jul-2020 - 00:00,26.74,30.65,46.39,16.07,1.44,14.13,83.09,68.73,4.57,16-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
16-Jul-2020 - 00:00,30.0,33.18,51.68,10.0,1.52,16.13,60.16,54.53,4.87,17-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
17-Jul-2020 - 00:00,30.11,33.66,52.18,9.21,1.64,16.98,69.04,62.25,4.29,18-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
18-Jul-2020 - 00:00,25.42,28.82,43.72,34.28,1.44,13.77,66.6,65.0,4.25,19-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
19-Jul-2020 - 00:00,22.24,24.76,37.15,29.61,1.55,11.98,73.35,56.92,4.73,20-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
20-Jul-2020 - 00:00,21.56,25.16,36.81,32.26,1.31,11.94,59.68,45.66,4.11,21-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
21-Jul-2020 - 00:00,27.0,31.19,47.09,34.94,1.52,14.58,29.83,39.33,,22-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
22-Jul-2020 - 00:00,20.94,23.67,34.97,27.57,1.4,12.07,39.29,39.83,,23-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
23-Jul-2020 - 00:00,22.6,24.46,37.26,28.88,1.67,13.42,59.23,50.67,,24-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
24-Jul-2020 - 00:00,30.38,41.63,58.93,41.78,1.65,18.77,52.26,44.97,6.47,25-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
25-Jul-2020 - 00:00,25.33,34.44,48.08,30.89,1.34,14.38,66.75,62.17,6.29,26-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
26-Jul-2020 - 00:00,32.5,43.62,62.65,35.94,1.86,19.12,74.81,70.46,6.53,27-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
27-Jul-2020 - 00:00,29.78,39.58,56.66,36.42,1.27,18.39,49.31,42.54,6.22,28-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
28-Jul-2020 - 00:00,28.04,37.68,53.4,31.66,1.11,16.55,46.31,36.95,6.21,29-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
29-Jul-2020 - 00:00,31.44,44.58,62.37,20.71,1.41,18.28,50.7,39.74,6.95,30-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
30-Jul-2020 - 00:00,30.12,42.66,59.51,30.24,1.28,17.59,34.22,32.29,6.05,31-Jul-2020 - 00:00,"ITO, Delhi - CPCB"
31-Jul-2020 - 00:00,26.94,36.66,51.48,24.84,1.58,14.27,67.5,58.85,6.55,01-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
01-Aug-2020 - 00:00,24.68,34.84,47.75,31.24,1.16,13.87,55.31,49.55,6.37,02-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
02-Aug-2020 - 00:00,25.26,33.19,46.99,39.46,0.95,15.74,37.16,33.21,5.82,03-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
03-Aug-2020 - 00:00,25.78,34.61,48.66,28.19,0.84,15.04,48.08,38.56,6.1,04-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
04-Aug-2020 - 00:00,32.31,42.07,61.19,22.6,1.03,18.21,47.76,39.27,6.68,05-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
05-Aug-2020 - 00:00,29.27,40.37,56.8,23.29,1.54,15.74,71.38,61.13,6.6,06-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
06-Aug-2020 - 00:00,26.85,35.16,50.17,28.41,1.12,15.17,38.53,33.68,6.34,07-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
07-Aug-2020 - 00:00,31.58,41.53,60.03,20.23,1.27,17.19,50.41,45.23,6.95,08-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
08-Aug-2020 - 00:00,26.99,37.12,51.9,32.33,1.13,16.05,78.67,68.0,6.48,09-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
09-Aug-2020 - 00:00,22.3,29.58,41.12,28.91,1.13,17.56,70.9,63.16,6.8,10-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
10-Aug-2020 - 00:00,33.77,45.6,65.5,17.23,1.33,26.4,44.68,39.65,4.74,11-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
11-Aug-2020 - 00:00,36.29,46.75,68.94,8.17,1.16,29.34,62.39,55.87,3.83,12-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
12-Aug-2020 - 00:00,30.19,37.9,55.63,9.47,0.88,22.85,53.97,43.36,3.84,13-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
13-Aug-2020 - 00:00,36.48,46.98,72.03,9.44,1.08,27.35,46.06,36.12,5.67,14-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
14-Aug-2020 - 00:00,25.28,37.19,55.26,9.98,1.23,19.81,62.15,39.45,8.11,15-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
15-Aug-2020 - 00:00,23.23,31.13,48.31,11.9,0.9,17.67,66.62,47.03,6.76,16-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
16-Aug-2020 - 00:00,32.94,42.88,67.47,11.43,1.01,25.86,57.76,43.44,7.55,17-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
17-Aug-2020 - 00:00,37.18,48.79,76.48,30.75,1.52,27.46,71.11,45.84,8.24,18-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
18-Aug-2020 - 00:00,29.44,40.82,62.33,39.15,1.26,22.91,79.02,47.3,7.45,19-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
19-Aug-2020 - 00:00,30.11,42.69,64.52,40.81,1.4,22.92,62.26,40.49,8.41,20-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
20-Aug-2020 - 00:00,29.76,41.75,63.41,36.99,1.4,23.71,46.1,30.5,8.79,21-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
21-Aug-2020 - 00:00,31.5,43.45,66.52,33.84,1.47,22.96,46.39,26.42,8.35,22-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
22-Aug-2020 - 00:00,23.46,33.76,50.68,30.21,0.87,18.28,35.2,27.29,7.08,23-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
23-Aug-2020 - 00:00,27.58,36.17,56.71,38.63,0.88,21.02,30.67,23.87,7.02,24-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
24-Aug-2020 - 00:00,39.51,60.25,72.27,31.38,1.24,47.88,31.8,13.79,7.57,25-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
25-Aug-2020 - 00:00,41.12,67.96,69.04,25.54,1.32,58.8,46.13,20.93,8.01,26-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
26-Aug-2020 - 00:00,33.46,54.78,55.91,29.55,0.85,50.74,29.28,15.33,5.03,27-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
27-Aug-2020 - 00:00,36.56,60.3,61.32,32.48,1.07,56.66,38.5,16.91,4.47,28-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
28-Aug-2020 - 00:00,41.12,69.35,69.79,43.66,1.69,61.56,54.79,31.43,6.08,29-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
29-Aug-2020 - 00:00,39.02,64.92,65.75,34.63,1.46,61.05,64.51,31.25,6.06,30-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
30-Aug-2020 - 00:00,39.48,63.11,65.15,26.71,0.77,61.35,31.4,16.36,5.01,31-Aug-2020 - 00:00,"ITO, Delhi - CPCB"
31-Aug-2020 - 00:00,41.22,67.12,68.68,25.94,1.15,57.22,29.29,12.25,5.84,01-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
01-Sep-2020 - 00:00,29.52,55.28,53.15,31.02,1.1,50.57,37.72,15.75,5.13,02-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
02-Sep-2020 - 00:00,22.57,51.11,45.54,24.13,1.11,35.79,50.55,24.68,4.62,03-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
03-Sep-2020 - 00:00,19.21,44.65,39.37,16.69,0.97,24.48,58.94,33.68,4.25,04-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
04-Sep-2020 - 00:00,18.05,33.85,32.68,4.54,1.36,23.81,57.43,37.71,4.64,05-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
05-Sep-2020 - 00:00,16.64,30.27,29.63,6.21,1.03,22.15,48.29,31.2,2.94,06-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
06-Sep-2020 - 00:00,17.8,31.4,31.18,8.86,0.98,24.46,32.27,21.54,3.67,07-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
07-Sep-2020 - 00:00,17.28,31.34,30.72,5.1,1.2,23.07,57.33,35.6,3.85,08-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
08-Sep-2020 - 00:00,17.89,31.16,31.11,8.35,0.8,23.29,41.62,17.95,3.31,09-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
09-Sep-2020 - 00:00,16.05,28.44,28.18,6.52,0.93,21.85,78.43,33.08,3.93,10-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
10-Sep-2020 - 00:00,16.71,28.85,28.94,7.27,1.05,21.2,85.27,35.32,3.1,11-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
11-Sep-2020 - 00:00,23.31,38.54,39.45,9.61,1.34,27.13,99.11,37.6,4.03,12-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
12-Sep-2020 - 00:00,18.88,32.16,32.45,10.04,1.37,23.02,91.38,43.48,5.04,13-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
13-Sep-2020 - 00:00,19.24,32.69,33.02,8.92,1.15,23.67,115.07,43.39,4.27,14-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
14-Sep-2020 - 00:00,25.98,41.67,43.29,7.28,1.67,29.25,87.0,68.42,5.08,15-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
15-Sep-2020 - 00:00,20.13,33.2,34.03,12.38,1.31,23.51,85.69,66.93,4.24,16-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
16-Sep-2020 - 00:00,20.16,32.5,33.68,7.89,1.18,22.56,,71.07,4.64,17-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
17-Sep-2020 - 00:00,17.84,29.71,30.3,8.07,0.75,22.85,61.22,47.69,2.65,18-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
18-Sep-2020 - 00:00,18.0,31.12,31.19,7.7,0.78,22.84,85.6,40.7,3.18,19-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
19-Sep-2020 - 00:00,17.73,31.96,31.42,9.81,1.18,23.3,122.38,64.05,3.88,20-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
20-Sep-2020 - 00:00,16.81,29.94,29.6,9.51,1.2,21.03,147.8,77.15,4.66,21-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
21-Sep-2020 - 00:00,17.9,31.39,31.25,13.69,0.95,22.27,112.4,63.57,3.37,22-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
22-Sep-2020 - 00:00,19.5,33.54,33.7,3.58,1.38,23.99,95.32,49.33,4.5,23-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
23-Sep-2020 - 00:00,22.04,37.09,37.64,3.39,1.17,27.35,83.91,35.38,4.44,24-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
24-Sep-2020 - 00:00,21.07,35.81,36.17,5.54,1.17,25.72,101.3,53.88,6.44,25-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
25-Sep-2020 - 00:00,20.76,34.24,35.09,11.92,1.61,24.29,131.36,63.05,7.42,26-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
26-Sep-2020 - 00:00,25.57,40.57,42.37,5.01,1.57,27.77,152.91,65.59,8.96,27-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
27-Sep-2020 - 00:00,17.33,29.23,29.65,12.36,1.15,21.83,116.0,42.41,8.91,28-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
28-Sep-2020 - 00:00,18.6,31.37,31.81,13.09,1.3,21.67,178.93,63.65,9.75,29-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
29-Sep-2020 - 00:00,16.52,28.74,28.72,18.93,1.15,22.01,188.11,69.83,7.79,30-Sep-2020 - 00:00,"ITO, Delhi - CPCB"
30-Sep-2020 - 00:00,15.09,27.74,27.02,15.06,1.17,20.27,175.8,57.64,12.8,01-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
01-Oct-2020 - 00:00,17.71,30.62,30.67,13.8,1.66,21.34,192.04,60.32,11.82,02-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
02-Oct-2020 - 00:00,21.63,33.97,35.65,17.45,1.7,24.9,199.83,81.49,13.07,03-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
03-Oct-2020 - 00:00,22.95,37.35,38.52,15.38,1.84,27.96,198.12,82.99,17.8,04-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
04-Oct-2020 - 00:00,20.0,33.05,33.84,19.38,1.68,24.13,216.59,81.96,22.61,05-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
05-Oct-2020 - 00:00,21.87,36.98,37.45,16.78,1.76,27.24,207.19,74.9,20.0,06-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
06-Oct-2020 - 00:00,26.89,44.62,45.61,15.66,2.46,30.32,219.35,76.6,26.01,07-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
07-Oct-2020 - 00:00,22.52,37.19,38.08,17.63,2.04,27.13,232.39,89.7,25.3,08-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
08-Oct-2020 - 00:00,19.86,34.75,34.63,11.39,2.01,25.85,187.18,84.9,27.78,09-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
09-Oct-2020 - 00:00,20.56,36.95,36.37,19.62,2.01,27.76,105.76,88.2,24.78,10-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
10-Oct-2020 - 00:00,18.84,33.65,33.22,32.03,1.9,29.53,189.39,115.41,31.11,11-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
11-Oct-2020 - 00:00,19.11,32.2,32.65,29.7,1.98,30.1,186.22,116.5,30.69,12-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
12-Oct-2020 - 00:00,28.2,46.54,47.68,41.02,3.25,38.46,239.56,154.83,35.88,13-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
13-Oct-2020 - 00:00,35.19,54.6,57.65,9.31,4.03,43.12,249.71,161.45,26.99,14-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
14-Oct-2020 - 00:00,26.45,41.39,43.53,10.65,3.36,34.69,254.69,174.43,17.93,15-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
15-Oct-2020 - 00:00,21.94,36.37,37.12,14.9,2.53,29.0,248.08,182.44,30.14,16-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
16-Oct-2020 - 00:00,21.23,34.9,35.83,25.48,2.82,27.79,194.65,139.03,27.31,17-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
17-Oct-2020 - 00:00,28.03,45.07,46.76,19.89,3.62,36.56,210.4,147.73,23.42,18-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
18-Oct-2020 - 00:00,21.06,34.78,35.61,22.33,2.37,31.87,160.98,111.1,17.93,19-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
19-Oct-2020 - 00:00,18.65,32.1,32.24,25.28,2.31,28.02,187.66,129.59,22.64,20-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
20-Oct-2020 - 00:00,26.05,42.45,43.76,23.16,3.28,34.79,182.22,112.94,25.01,21-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
21-Oct-2020 - 00:00,35.21,55.58,58.19,17.77,3.9,42.29,168.26,123.17,18.4,22-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
22-Oct-2020 - 00:00,31.74,51.14,53.01,15.5,4.58,39.08,238.64,172.28,33.39,23-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
23-Oct-2020 - 00:00,33.59,55.04,56.58,19.94,4.49,43.27,254.8,201.19,27.62,24-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
24-Oct-2020 - 00:00,33.78,52.49,55.37,24.67,4.45,39.9,222.42,172.8,23.79,25-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
25-Oct-2020 - 00:00,32.11,49.46,52.41,21.94,4.58,38.2,192.22,149.74,21.06,26-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
26-Oct-2020 - 00:00,29.81,49.21,50.41,19.21,4.11,40.41,224.86,157.73,30.24,27-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
27-Oct-2020 - 00:00,25.17,43.43,43.56,18.45,3.36,35.58,213.65,137.98,17.78,28-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
28-Oct-2020 - 00:00,34.31,56.26,57.82,19.96,3.71,42.69,295.53,198.53,24.09,29-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
29-Oct-2020 - 00:00,44.17,75.07,75.83,18.98,4.95,54.41,341.14,235.2,26.87,30-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
30-Oct-2020 - 00:00,26.61,45.95,46.08,21.53,3.83,38.07,304.78,221.5,23.41,31-Oct-2020 - 00:00,"ITO, Delhi - CPCB"
31-Oct-2020 - 00:00,13.98,25.77,25.08,22.02,3.02,25.43,378.39,257.29,24.08,01-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
01-Nov-2020 - 00:00,20.06,34.47,34.64,23.39,3.23,30.69,354.02,216.96,28.12,02-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
02-Nov-2020 - 00:00,28.29,48.15,48.61,20.08,3.56,37.76,258.34,170.6,22.24,03-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
03-Nov-2020 - 00:00,44.92,71.76,74.69,15.98,4.68,51.77,236.47,177.83,19.86,04-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
04-Nov-2020 - 00:00,35.02,58.91,59.82,14.14,4.27,44.84,397.2,277.19,23.81,05-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
05-Nov-2020 - 00:00,32.5,55.45,55.91,21.3,4.22,42.16,441.8,363.68,24.1,06-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
06-Nov-2020 - 00:00,63.48,73.67,90.77,14.99,4.55,50.4,500.22,422.28,21.21,07-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
07-Nov-2020 - 00:00,96.43,83.32,122.72,17.4,4.51,55.15,462.68,344.46,24.78,08-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
08-Nov-2020 - 00:00,122.72,92.55,149.0,14.64,5.17,61.12,489.44,394.51,32.13,09-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
09-Nov-2020 - 00:00,99.2,83.2,124.91,12.68,5.9,56.47,605.57,504.9,22.83,10-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
10-Nov-2020 - 00:00,90.81,74.91,113.67,11.29,6.01,54.9,635.61,572.2,21.52,11-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
11-Nov-2020 - 00:00,,,,,,,,,,12-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
12-Nov-2020 - 00:00,52.82,42.76,65.69,11.72,4.73,38.78,491.84,443.17,30.33,13-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
13-Nov-2020 - 00:00,67.39,44.22,78.31,13.5,5.16,41.37,546.32,482.27,19.35,14-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
14-Nov-2020 - 00:00,56.95,44.9,70.18,9.97,5.04,42.03,592.81,574.31,22.54,15-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
15-Nov-2020 - 00:00,33.14,34.27,45.17,7.42,3.44,32.38,690.92,655.69,24.0,16-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
16-Nov-2020 - 00:00,26.55,29.9,37.48,7.69,2.14,29.57,171.1,135.82,12.37,17-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
17-Nov-2020 - 00:00,31.12,32.1,42.38,9.76,2.11,31.37,128.46,80.2,12.36,18-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
18-Nov-2020 - 00:00,23.47,27.05,33.46,16.52,2.38,24.14,175.73,120.05,11.13,19-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
19-Nov-2020 - 00:00,38.52,32.78,48.76,15.67,2.78,29.13,202.23,141.09,17.91,20-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
20-Nov-2020 - 00:00,30.29,31.26,41.25,19.87,2.28,26.08,220.08,155.43,17.62,21-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
21-Nov-2020 - 00:00,23.79,25.61,32.96,21.74,2.23,22.61,191.54,121.85,16.66,22-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
22-Nov-2020 - 00:00,33.44,29.28,42.76,15.76,2.68,26.57,276.12,152.8,16.9,23-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
23-Nov-2020 - 00:00,55.21,37.72,64.95,9.47,4.6,34.67,279.64,207.72,19.06,24-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
24-Nov-2020 - 00:00,77.45,46.73,87.83,10.73,6.54,43.21,419.49,291.98,23.84,25-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
25-Nov-2020 - 00:00,55.41,38.81,65.7,6.41,4.43,36.92,464.09,314.62,24.05,26-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
26-Nov-2020 - 00:00,27.65,29.26,38.05,9.72,2.31,26.43,,129.33,15.66,27-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
27-Nov-2020 - 00:00,26.15,27.64,35.97,13.23,2.14,24.8,,89.84,14.07,28-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
28-Nov-2020 - 00:00,26.56,24.6,34.67,21.24,2.7,22.8,,132.86,13.41,29-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
29-Nov-2020 - 00:00,30.39,26.91,39.03,38.96,4.03,20.13,,144.78,18.05,30-Nov-2020 - 00:00,"ITO, Delhi - CPCB"
30-Nov-2020 - 00:00,57.74,38.52,67.43,25.89,4.81,36.62,336.83,195.15,15.57,01-Dec-2020 - 00:00,"ITO, Delhi - CPCB"
01-Dec-2020 - 00:00,102.9,52.4,111.55,7.75,7.37,53.6,350.5,225.5,13.65,02-Dec-2020 - 00:00,"ITO, Delhi - CPCB"
