from date,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NO,NOx,NO2,SO2,Ozone,to date,station
09-Aug-2020 - 00:00,737.49,35.59,92.21,62.12,25.69,-0.16,127.18,1.41,2.69,0.92,0.87,0.91,3.99,0.75,8.16,15.45,16.56,3.33,8.49,10-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Aug-2020 - 00:00,737.61,22.98,94.24,60.05,24.89,0.05,156.96,1.48,2.68,0.92,0.86,0.9,3.98,0.84,8.97,16.76,17.78,3.47,8.68,11-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Aug-2020 - 00:00,737.74,37.16,92.36,77.25,25.72,-0.02,192.99,1.57,2.68,0.92,0.85,0.92,4.0,0.88,9.44,18.03,19.44,3.85,9.27,12-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Aug-2020 - 00:00,737.72,28.83,95.0,64.72,23.85,0.12,135.89,1.39,2.66,0.92,0.86,0.91,3.99,0.98,8.9,16.9,18.15,2.97,9.18,13-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Aug-2020 - 00:00,737.53,27.93,95.0,52.47,23.25,0.13,165.22,1.44,2.68,0.92,0.86,0.91,3.99,1.05,8.96,17.15,18.53,3.38,7.5,14-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Aug-2020 - 00:00,740.58,13.77,91.05,224.45,25.22,0.0,123.05,1.66,2.68,0.92,0.87,0.91,3.99,1.11,9.06,17.08,18.25,3.31,7.11,15-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Aug-2020 - 00:00,742.2,18.47,87.59,388.77,26.21,-0.04,126.02,1.59,2.67,0.92,0.86,0.92,3.96,1.14,8.66,16.31,17.41,2.68,7.55,16-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Aug-2020 - 00:00,740.52,19.29,94.37,263.96,25.21,0.03,159.65,1.4,2.67,0.92,0.86,0.91,3.97,0.99,8.58,16.61,18.1,3.05,7.96,17-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Aug-2020 - 00:00,738.7,17.67,95.0,120.44,25.1,0.0,172.79,1.47,2.69,0.92,0.86,0.91,3.97,0.94,9.35,17.65,18.88,3.54,7.35,18-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Aug-2020 - 00:00,739.61,22.68,92.87,185.26,25.54,0.0,148.12,1.41,2.68,0.92,0.86,0.9,3.98,1.1,9.0,16.71,17.67,2.99,7.48,19-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Aug-2020 - 00:00,738.05,18.01,95.0,80.85,22.99,0.21,156.03,1.49,2.67,0.92,0.86,0.91,3.99,1.19,9.19,17.18,18.22,2.99,7.24,20-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Aug-2020 - 00:00,737.84,9.08,93.54,76.59,23.18,0.22,165.97,1.43,2.71,0.92,0.86,0.9,3.98,1.16,9.04,17.18,18.45,3.18,7.58,21-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Aug-2020 - 00:00,737.67,9.77,95.0,68.07,22.4,0.26,91.59,1.64,2.68,0.92,0.86,0.91,3.99,1.12,9.17,17.29,18.47,3.0,5.8,22-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Aug-2020 - 00:00,738.68,15.47,94.57,138.57,24.0,0.1,144.75,1.59,2.68,0.92,0.86,0.91,3.97,1.21,9.26,17.42,18.57,3.16,7.37,23-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Aug-2020 - 00:00,740.69,17.51,93.82,282.09,24.04,0.09,146.4,1.52,2.7,0.92,0.87,0.92,3.97,1.39,9.43,18.04,19.48,3.22,7.44,24-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Aug-2020 - 00:00,740.23,15.24,91.79,221.98,24.77,0.06,145.04,1.47,2.67,0.92,0.85,0.91,3.98,1.35,9.25,17.61,18.94,3.18,7.14,25-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Aug-2020 - 00:00,741.3,12.81,91.82,320.56,24.92,0.04,163.36,1.47,2.68,0.92,0.86,0.91,3.99,1.26,9.26,17.45,18.63,3.79,7.48,26-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Aug-2020 - 00:00,741.99,18.11,90.36,347.85,25.24,-0.03,194.78,1.62,2.68,0.92,0.86,0.91,3.97,1.35,10.47,19.53,20.72,3.54,8.48,27-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Aug-2020 - 00:00,740.8,24.11,92.55,260.0,24.62,-0.12,144.23,1.45,2.68,0.92,0.86,0.91,3.98,1.18,10.8,20.5,22.03,2.86,7.89,28-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Aug-2020 - 00:00,740.57,29.69,93.62,260.76,24.2,-0.09,108.47,1.34,2.7,0.92,0.86,0.91,4.01,1.26,10.71,20.46,22.08,3.01,8.12,29-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Aug-2020 - 00:00,741.24,21.53,87.21,313.97,25.06,-0.2,137.78,1.4,2.69,0.92,0.86,0.9,3.96,1.3,10.6,20.11,21.6,3.24,8.67,30-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Aug-2020 - 00:00,740.81,17.75,89.17,275.22,24.44,-0.06,126.36,1.73,2.67,0.92,0.85,0.91,3.97,,10.92,20.62,22.07,2.95,8.71,31-Aug-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Aug-2020 - 00:00,740.71,13.17,90.44,254.29,24.95,-0.04,171.91,1.67,2.68,0.92,0.86,0.91,3.98,1.17,10.67,19.96,21.19,3.59,9.39,01-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Sep-2020 - 00:00,741.28,21.91,87.99,289.88,25.17,-0.02,166.93,1.67,2.65,0.92,0.86,0.91,3.97,1.27,9.94,18.68,19.9,4.54,8.62,02-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Sep-2020 - 00:00,740.85,26.65,87.46,268.62,25.56,-0.08,138.94,1.62,2.69,0.92,0.86,0.91,3.99,1.22,9.92,18.84,20.26,3.48,8.86,03-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Sep-2020 - 00:00,739.49,24.84,93.9,190.94,24.3,0.06,108.62,1.51,2.68,0.92,0.86,0.91,3.99,1.29,10.19,19.13,20.38,3.57,7.72,04-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Sep-2020 - 00:00,739.69,19.66,89.04,205.39,25.09,0.03,101.99,1.64,2.67,0.92,0.86,0.91,3.97,1.43,7.62,14.42,15.46,3.26,9.02,05-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Sep-2020 - 00:00,738.34,37.99,92.31,119.43,24.65,-0.06,149.23,1.51,2.66,0.92,0.86,0.91,3.98,0.9,11.2,21.13,22.61,4.46,9.56,06-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Sep-2020 - 00:00,738.38,40.0,92.28,117.68,23.92,0.04,141.99,1.24,2.69,0.92,0.87,0.91,4.0,0.88,11.98,22.43,23.86,2.84,9.38,07-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Sep-2020 - 00:00,739.31,24.37,86.24,212.86,24.87,-0.06,126.42,1.11,2.67,0.92,0.86,0.91,3.97,0.81,11.46,21.85,23.57,3.64,9.69,08-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Sep-2020 - 00:00,738.53,34.21,86.48,156.51,25.28,-0.07,109.23,1.25,2.68,0.92,0.86,0.91,3.99,0.82,11.46,21.4,22.71,3.58,10.17,09-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Sep-2020 - 00:00,737.68,30.16,83.91,100.22,25.49,-0.08,103.94,1.15,2.69,0.92,0.85,0.92,3.98,0.7,10.39,19.77,21.28,3.6,11.27,10-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Sep-2020 - 00:00,737.58,39.61,84.18,93.34,25.59,-0.06,119.74,1.11,2.68,0.92,0.87,0.91,3.98,0.58,10.54,19.62,20.78,3.6,11.33,11-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Sep-2020 - 00:00,737.67,36.79,81.82,102.76,25.68,-0.08,126.22,1.37,2.68,0.92,0.86,0.91,4.0,0.52,10.41,19.51,20.76,3.08,12.27,12-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Sep-2020 - 00:00,738.72,43.56,83.73,175.95,25.75,-0.05,109.26,1.27,2.69,0.92,0.86,0.91,3.97,0.53,10.51,19.95,21.42,3.21,12.75,13-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Sep-2020 - 00:00,737.76,58.36,93.85,73.01,25.13,0.04,112.59,1.29,2.66,0.92,0.86,0.91,3.99,,10.75,20.16,21.46,3.14,9.59,14-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Sep-2020 - 00:00,737.38,61.56,86.83,79.13,25.75,-0.04,124.7,1.18,2.69,0.92,0.85,0.91,3.98,0.28,10.59,20.14,21.65,3.34,11.23,15-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,,16-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Sep-2020 - 00:00,738.98,51.31,75.69,231.2,28.27,-0.17,147.19,0.84,2.68,0.93,0.86,0.91,3.99,0.18,9.93,18.78,20.1,12.49,14.87,17-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Sep-2020 - 00:00,736.71,130.62,71.56,82.55,27.9,-0.28,158.19,0.91,2.68,0.92,0.87,0.91,3.99,0.29,9.66,18.46,19.91,10.18,15.22,18-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Sep-2020 - 00:00,737.33,52.57,81.09,80.28,26.09,-0.2,121.89,1.12,2.67,0.92,0.86,0.91,3.97,0.25,9.06,17.27,18.6,8.69,13.31,19-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Sep-2020 - 00:00,737.12,65.27,95.0,33.05,22.87,0.0,64.88,1.78,2.67,0.92,0.86,0.92,3.93,0.08,9.92,18.52,19.63,8.7,9.52,20-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,,21-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Sep-2020 - 00:00,736.68,78.21,68.09,85.5,28.06,-0.27,118.82,1.34,2.66,0.93,0.86,0.91,3.96,0.24,27.84,38.56,26.02,8.65,15.87,22-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Sep-2020 - 00:00,736.81,56.33,77.15,68.69,26.85,-0.04,137.64,1.34,2.68,0.92,0.86,0.92,3.98,0.11,9.66,17.41,18.54,8.63,11.89,23-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Sep-2020 - 00:00,737.86,41.4,85.47,108.96,24.52,0.15,136.54,1.38,2.68,0.92,0.86,0.91,3.99,0.2,9.19,17.32,18.51,9.8,11.51,24-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Sep-2020 - 00:00,739.18,43.02,92.54,179.42,22.73,0.27,133.12,1.3,2.67,0.91,0.86,0.91,3.98,0.24,9.3,17.7,19.07,12.3,10.42,25-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Sep-2020 - 00:00,737.58,73.08,90.53,71.17,23.67,0.26,138.14,1.54,2.68,0.92,0.86,0.92,4.0,0.11,9.17,17.5,18.87,12.38,9.59,26-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Sep-2020 - 00:00,737.47,69.25,79.46,105.38,23.29,0.2,93.48,1.82,2.69,0.92,0.86,0.91,3.97,0.19,10.52,20.04,21.57,12.36,10.59,27-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Sep-2020 - 00:00,736.97,48.13,69.79,109.32,23.21,-0.1,100.52,1.3,2.68,0.92,0.86,0.91,3.96,0.14,10.65,20.05,21.42,12.31,12.09,28-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Sep-2020 - 00:00,736.33,52.08,65.43,72.64,23.29,-0.15,113.82,1.25,2.69,0.92,0.86,0.91,3.98,0.42,10.69,19.85,20.98,12.34,12.76,29-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Sep-2020 - 00:00,737.25,57.21,71.45,122.05,23.28,-0.06,122.36,1.15,2.69,0.92,0.86,0.91,3.98,0.46,10.57,19.65,20.81,9.96,13.37,30-Sep-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Sep-2020 - 00:00,737.93,55.27,71.41,170.27,23.27,-0.11,136.21,1.11,2.7,0.93,0.86,0.92,3.97,0.38,10.61,19.67,20.78,8.39,12.94,01-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Oct-2020 - 00:00,738.55,42.33,64.88,239.47,23.2,-0.14,120.06,1.3,2.65,0.92,0.86,0.9,4.0,0.2,10.59,20.09,21.57,10.58,12.59,02-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Oct-2020 - 00:00,738.54,43.14,61.3,246.84,23.04,-0.1,128.22,1.46,2.69,0.92,0.86,0.91,3.97,0.09,10.22,19.24,20.56,9.34,14.86,03-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Oct-2020 - 00:00,739.55,48.91,63.41,309.92,23.18,-0.12,103.94,1.31,2.69,0.92,0.86,0.91,3.99,0.11,10.62,20.02,21.41,9.67,14.81,04-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Oct-2020 - 00:00,738.47,48.59,64.95,231.89,23.19,-0.08,118.97,1.42,2.67,0.92,0.86,0.92,3.99,0.14,10.59,19.73,20.89,7.25,15.64,05-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Oct-2020 - 00:00,738.44,47.48,61.46,241.51,23.37,-0.17,123.46,1.3,2.68,0.92,0.86,0.91,3.98,0.25,10.6,20.2,21.75,8.94,15.31,06-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Oct-2020 - 00:00,738.57,49.41,59.28,250.53,23.28,-0.13,126.51,1.41,2.65,0.91,0.85,0.9,3.94,0.39,10.28,19.34,21.11,7.99,15.5,07-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Oct-2020 - 00:00,738.05,49.32,56.37,255.74,23.3,-0.12,133.74,1.64,2.7,0.92,0.86,0.91,4.0,1.18,10.0,19.1,20.65,8.03,52.96,08-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Oct-2020 - 00:00,737.85,49.8,60.39,222.27,23.1,-0.14,115.25,1.33,2.67,0.92,0.86,0.91,3.98,0.91,9.99,18.69,19.91,9.16,76.54,09-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Oct-2020 - 00:00,737.6,54.84,62.57,195.62,22.76,-0.06,108.73,1.53,2.66,0.91,0.86,0.9,3.91,1.23,11.05,20.52,22.08,9.47,79.41,10-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Oct-2020 - 00:00,737.28,48.31,63.25,170.24,22.86,0.13,147.81,1.34,2.7,0.92,0.86,0.9,3.98,1.07,10.48,19.78,21.18,10.72,78.99,11-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Oct-2020 - 00:00,736.34,55.23,62.67,101.74,23.03,0.02,203.09,1.44,2.67,0.92,0.86,0.91,3.96,1.15,11.29,21.44,23.05,12.11,83.43,12-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Oct-2020 - 00:00,736.11,72.12,65.69,78.03,23.08,0.04,206.49,1.68,2.69,0.92,0.85,0.92,3.97,0.73,9.06,17.32,18.84,11.31,75.25,13-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Oct-2020 - 00:00,736.21,80.08,68.06,79.09,23.42,-0.07,233.67,1.75,2.67,0.92,0.87,0.91,3.97,0.49,8.21,15.43,16.44,10.54,43.14,14-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Oct-2020 - 00:00,736.21,94.17,67.93,72.01,22.89,-0.0,210.2,1.62,2.68,0.92,0.86,0.91,3.99,0.33,7.95,15.0,16.03,10.9,40.53,15-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Oct-2020 - 00:00,735.73,75.13,61.96,71.24,22.44,0.09,190.39,1.77,2.67,0.92,0.86,0.91,3.99,0.11,7.98,15.01,16.01,9.47,39.68,16-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Oct-2020 - 00:00,736.51,71.72,62.18,107.07,21.84,0.04,190.16,1.47,2.68,0.92,0.86,0.91,3.98,0.87,9.25,17.25,18.26,9.41,40.26,17-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Oct-2020 - 00:00,737.15,84.23,65.87,160.46,21.99,0.07,202.98,1.51,2.69,0.92,0.86,0.92,3.97,1.34,9.69,18.3,19.57,9.66,41.29,18-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,,,19-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Oct-2020 - 00:00,736.43,61.8,47.22,166.99,23.37,-0.08,181.48,1.62,2.67,0.92,0.86,0.9,3.99,0.37,9.18,17.14,18.26,10.37,42.04,20-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Oct-2020 - 00:00,736.07,54.79,52.24,124.18,21.0,-0.18,186.05,1.75,2.69,0.92,0.86,0.92,3.97,0.26,10.91,19.23,20.58,8.65,39.48,21-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Oct-2020 - 00:00,735.52,58.7,49.37,88.46,20.85,-0.16,202.54,1.84,2.69,0.92,0.86,0.91,3.98,0.8,9.95,18.69,19.91,10.04,43.02,22-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Oct-2020 - 00:00,735.33,44.63,44.46,86.0,21.0,-0.28,210.39,1.6,2.68,0.92,0.86,0.91,3.95,0.62,9.53,17.82,18.92,11.43,36.15,23-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Oct-2020 - 00:00,735.69,28.66,42.14,125.14,20.97,-0.29,211.25,2.19,2.67,0.92,0.86,0.91,3.98,0.15,9.32,17.64,18.92,11.65,42.07,24-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Oct-2020 - 00:00,737.36,27.58,49.0,221.24,20.56,-0.25,206.72,1.68,2.68,0.92,0.86,0.9,3.99,0.75,10.42,19.49,20.71,9.32,46.2,25-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Oct-2020 - 00:00,737.98,33.06,53.01,250.7,20.42,-0.24,193.02,1.84,2.68,0.92,0.86,0.91,3.95,1.9,10.38,19.64,21.06,9.33,44.55,26-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Oct-2020 - 00:00,737.55,33.71,48.3,234.69,19.82,-0.18,161.31,1.25,2.69,0.92,0.86,0.91,3.97,0.72,10.63,20.15,21.64,10.05,37.11,27-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Oct-2020 - 00:00,738.45,58.95,52.29,299.63,18.46,-0.06,188.78,1.62,2.67,0.92,0.86,0.92,3.98,0.44,11.82,25.53,29.9,14.72,36.14,28-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Oct-2020 - 00:00,738.14,54.41,53.67,273.69,18.94,0.01,196.58,1.81,2.68,0.92,0.87,0.91,3.98,0.94,9.07,17.06,18.22,3.14,43.08,29-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Oct-2020 - 00:00,737.94,62.68,53.28,260.41,19.28,-0.1,187.36,1.74,2.67,0.92,0.86,0.9,3.97,1.73,9.25,17.41,18.58,3.69,42.55,30-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Oct-2020 - 00:00,737.48,72.76,48.92,230.32,19.78,0.07,194.57,1.57,2.68,0.92,0.86,0.91,3.98,1.0,9.66,18.22,19.49,3.16,41.12,31-Oct-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Oct-2020 - 00:00,736.96,70.39,52.22,194.3,19.2,0.19,150.44,1.14,2.68,0.92,0.85,0.91,4.0,0.93,8.96,17.02,18.28,3.36,35.11,01-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Nov-2020 - 00:00,737.86,78.43,58.61,225.71,18.56,0.21,164.19,1.5,2.67,0.92,0.86,0.9,3.99,0.72,9.66,18.14,19.33,3.15,37.25,02-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Nov-2020 - 00:00,737.51,79.94,57.04,208.14,18.04,0.22,181.9,1.44,2.67,0.92,0.86,0.91,4.0,0.4,9.94,18.35,19.31,4.44,40.31,03-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Nov-2020 - 00:00,737.89,97.37,59.58,228.32,17.56,0.23,194.14,1.85,2.68,0.92,0.86,0.9,3.98,1.93,10.37,19.45,20.72,4.79,46.09,04-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Nov-2020 - 00:00,737.65,126.52,63.57,204.9,17.8,0.24,180.64,1.42,2.69,0.92,0.86,0.91,3.96,2.1,9.05,17.05,18.2,3.38,50.36,05-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Nov-2020 - 00:00,737.25,99.63,57.99,191.02,18.01,0.23,167.83,1.44,2.69,0.92,0.86,0.91,3.98,0.27,8.94,16.79,17.89,3.75,41.97,06-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Nov-2020 - 00:00,736.93,73.91,52.75,180.59,17.91,0.23,157.22,1.5,2.65,0.91,0.85,0.89,3.95,0.94,8.9,16.61,17.9,3.55,42.64,07-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Nov-2020 - 00:00,737.17,79.26,51.65,206.99,17.14,0.27,174.44,1.54,2.65,0.92,0.85,0.89,3.95,1.19,9.1,16.84,18.05,4.07,36.72,08-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Nov-2020 - 00:00,737.71,91.4,55.97,230.06,17.07,0.1,210.93,2.06,2.69,0.92,0.86,0.91,3.97,0.61,9.12,17.44,18.84,3.54,82.13,09-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Nov-2020 - 00:00,737.39,93.2,55.14,204.25,17.69,0.01,189.76,1.48,2.68,0.92,0.86,0.91,3.98,0.3,9.46,17.82,19.06,3.53,35.04,10-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Nov-2020 - 00:00,736.68,72.41,53.71,154.64,18.13,0.0,201.68,1.82,2.67,0.92,0.87,0.91,3.99,0.53,9.2,17.44,18.71,3.81,28.28,11-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Nov-2020 - 00:00,736.28,105.06,58.11,121.36,17.95,0.0,203.16,2.13,2.68,0.92,0.86,0.91,3.98,0.94,9.53,18.07,19.4,3.91,28.24,12-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Nov-2020 - 00:00,736.79,108.74,58.0,155.36,17.27,-0.02,202.06,1.71,2.67,0.92,0.86,0.91,3.99,0.83,10.22,19.57,21.18,4.58,32.35,13-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Nov-2020 - 00:00,736.98,122.75,58.51,165.94,16.9,0.1,190.83,1.68,2.68,0.92,0.86,0.91,3.99,1.87,4.96,9.38,10.01,3.43,28.11,14-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Nov-2020 - 00:00,737.34,114.83,58.76,173.44,16.43,0.03,186.69,1.59,2.98,1.04,1.07,1.06,4.17,0.59,6.94,11.39,12.81,7.79,28.54,15-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Nov-2020 - 00:00,737.26,108.9,63.88,127.8,17.24,0.13,241.27,1.89,4.08,1.89,2.27,1.75,3.39,0.79,8.68,17.49,23.26,11.3,33.63,16-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Nov-2020 - 00:00,738.62,22.27,80.42,246.76,15.3,0.32,203.93,1.92,3.19,1.72,2.07,1.62,2.66,1.59,8.26,17.95,21.45,9.62,44.36,17-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Nov-2020 - 00:00,738.02,34.14,73.43,232.15,15.98,0.26,162.18,1.6,3.23,1.73,2.08,1.62,2.66,1.82,10.28,19.6,21.29,9.48,65.2,18-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Nov-2020 - 00:00,738.96,59.0,83.35,250.62,14.49,0.45,173.37,1.26,3.19,1.73,2.08,1.63,2.65,1.24,9.72,18.83,21.84,8.99,85.51,19-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Nov-2020 - 00:00,738.79,77.06,81.27,247.72,14.25,0.36,170.9,1.42,3.22,1.73,2.07,1.61,2.65,0.84,9.63,18.74,21.79,9.26,17.59,20-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Nov-2020 - 00:00,738.12,77.44,73.67,237.13,14.16,0.29,150.63,1.18,3.21,1.73,2.1,1.63,2.66,0.3,8.41,17.46,22.54,9.34,22.12,21-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Nov-2020 - 00:00,738.31,72.58,70.52,258.07,12.76,0.34,179.91,1.4,3.2,1.73,2.08,1.62,2.67,0.73,6.8,15.49,23.5,9.3,24.42,22-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Nov-2020 - 00:00,738.21,73.21,67.48,277.16,12.72,0.26,160.59,1.24,3.23,1.72,2.09,1.61,2.67,1.7,6.8,15.5,23.5,9.28,24.98,23-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Nov-2020 - 00:00,738.2,85.82,69.24,277.73,13.92,0.28,170.69,1.3,3.21,1.74,2.07,1.61,2.64,1.53,8.82,17.8,22.43,10.17,20.5,24-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Nov-2020 - 00:00,737.85,77.82,70.64,240.57,14.82,0.31,195.65,1.74,3.19,1.72,2.1,1.62,2.67,2.06,10.55,19.94,21.13,9.52,20.96,25-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Nov-2020 - 00:00,737.22,68.11,73.16,190.63,14.64,0.22,208.26,1.68,3.18,1.73,2.08,1.62,2.66,1.38,10.54,19.97,21.13,9.26,21.43,26-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Nov-2020 - 00:00,737.9,27.15,83.48,184.99,14.0,0.52,156.87,1.4,3.21,1.72,2.08,1.61,2.65,0.98,9.82,19.33,20.64,9.45,17.33,27-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Nov-2020 - 00:00,736.67,30.28,71.58,153.82,14.92,0.33,129.73,1.35,4.0,2.09,2.03,1.82,2.65,0.83,6.44,19.32,22.99,9.29,19.1,28-Nov-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
