from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,to date,station
01-Jan-2020 - 00:00,112.17,221.43,57.34,137.44,193.31,36.69,6.52,1.83,7.6,125.03,139.87,3.54,6.64,2.74,18.63,70.21,0.31,251.89,0.01,,104.37,02-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Jan-2020 - 00:00,85.86,190.97,50.39,81.12,130.59,33.55,6.17,1.32,13.2,108.32,115.16,2.14,4.0,1.55,20.07,68.32,0.27,193.52,0.0,,87.15,03-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Jan-2020 - 00:00,40.99,75.21,34.36,31.81,65.61,30.17,6.46,0.66,5.73,101.18,105.69,1.44,2.62,1.08,17.27,93.91,0.33,162.26,-0.01,,35.27,04-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Jan-2020 - 00:00,36.16,74.33,30.27,53.23,83.5,28.61,8.27,0.9,5.22,112.34,121.85,1.69,3.14,1.43,17.35,93.86,0.18,235.99,0.01,,44.13,05-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Jan-2020 - 00:00,85.35,135.6,32.78,115.59,148.37,26.34,8.49,1.46,4.49,125.25,134.99,2.49,4.76,2.14,17.13,92.94,0.38,239.38,0.01,,61.8,06-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Jan-2020 - 00:00,94.96,170.72,43.99,121.8,165.79,27.37,8.47,1.59,5.52,112.85,119.86,2.87,5.48,2.02,17.08,77.37,0.28,216.29,0.0,,119.17,07-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Jan-2020 - 00:00,74.81,166.57,42.47,44.33,86.79,29.38,8.28,1.1,6.51,114.08,119.33,1.84,3.38,1.63,16.66,77.5,0.45,246.08,-0.0,,109.2,08-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
08-Jan-2020 - 00:00,47.12,180.33,43.43,89.15,132.58,32.25,8.61,1.42,6.68,129.57,139.69,2.56,4.96,2.29,18.32,77.33,0.18,170.99,0.0,,114.62,09-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
09-Jan-2020 - 00:00,53.83,132.68,39.39,55.17,94.56,32.19,8.13,1.08,7.05,108.93,113.38,1.82,3.33,1.3,18.32,84.29,0.21,165.23,0.01,,61.18,10-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
10-Jan-2020 - 00:00,70.81,126.61,40.96,19.0,59.98,27.75,8.01,0.83,6.17,110.62,112.02,1.3,2.32,1.14,18.3,72.29,0.64,261.12,-0.02,,105.46,11-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
11-Jan-2020 - 00:00,75.7,128.55,37.67,27.54,65.21,25.04,8.15,0.89,7.26,101.94,104.64,1.09,1.84,0.87,16.35,74.7,0.54,266.99,-0.01,,101.46,12-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
12-Jan-2020 - 00:00,83.22,145.21,42.88,64.49,107.37,26.51,8.51,1.07,7.8,104.3,108.52,1.44,2.6,1.1,16.99,70.87,0.49,258.74,-0.01,,123.4,13-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
13-Jan-2020 - 00:00,51.2,186.04,48.2,98.89,127.26,26.96,9.12,1.48,8.76,101.09,107.25,2.04,3.92,1.54,17.34,66.09,0.4,240.7,-0.0,,123.67,14-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
14-Jan-2020 - 00:00,90.55,258.66,59.24,190.05,222.69,38.52,10.4,2.47,10.99,126.2,136.88,4.38,8.77,4.34,18.27,70.29,0.2,215.04,0.01,,115.49,15-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
15-Jan-2020 - 00:00,152.55,283.41,74.56,204.89,247.0,36.84,11.6,2.6,13.11,116.63,119.31,4.25,8.26,3.37,19.39,73.36,0.17,217.73,0.01,,98.11,16-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
16-Jan-2020 - 00:00,119.35,206.7,61.08,155.68,210.02,36.84,10.15,1.95,11.42,124.37,128.47,3.86,7.54,2.78,20.74,71.45,0.16,168.31,0.01,,120.13,17-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
17-Jan-2020 - 00:00,85.2,178.21,50.6,142.4,193.02,38.12,10.11,1.66,14.29,104.73,107.41,2.57,5.04,1.82,21.46,71.85,0.17,158.55,0.01,,122.9,18-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
18-Jan-2020 - 00:00,38.32,124.95,52.16,78.17,130.33,34.64,9.6,1.14,12.84,93.88,97.09,2.02,3.87,1.4,21.71,65.11,0.19,187.47,0.01,,131.0,19-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
19-Jan-2020 - 00:00,42.8,146.42,46.62,53.62,100.24,43.52,9.43,0.95,10.49,82.26,78.42,1.65,3.11,1.43,21.43,69.13,0.38,257.65,0.0,,120.76,20-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
20-Jan-2020 - 00:00,26.46,119.01,38.62,28.0,66.61,35.42,8.03,0.76,8.52,65.82,63.31,0.96,1.61,0.72,19.04,71.16,0.58,238.97,-0.02,,109.19,21-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
21-Jan-2020 - 00:00,30.05,126.66,48.6,81.96,130.56,35.73,9.02,1.19,8.37,80.96,84.28,1.91,3.79,1.94,18.66,67.44,0.26,224.87,0.0,,129.26,22-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
22-Jan-2020 - 00:00,39.54,80.79,58.54,123.16,181.7,36.75,12.01,1.54,18.54,69.57,71.72,2.23,4.41,1.84,19.3,72.57,0.17,165.57,0.01,,119.84,23-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
23-Jan-2020 - 00:00,111.71,201.43,53.66,36.89,90.55,29.25,9.73,1.18,11.91,69.85,81.1,1.92,4.07,3.96,19.91,75.46,0.28,207.4,0.0,,76.27,24-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
24-Jan-2020 - 00:00,80.18,140.6,53.77,89.61,143.38,30.42,8.91,1.2,8.09,78.97,78.92,1.94,3.73,1.8,18.91,57.59,0.45,231.67,-0.02,,140.42,25-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
25-Jan-2020 - 00:00,33.51,83.8,54.7,79.2,133.89,28.47,8.85,1.06,8.96,74.84,75.3,1.71,3.26,1.46,17.96,54.38,0.36,242.67,-0.0,,139.08,26-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
26-Jan-2020 - 00:00,45.37,67.34,61.79,120.92,182.79,30.41,9.89,1.52,10.31,78.23,81.0,2.63,5.19,2.63,18.46,65.03,0.31,236.92,0.01,,127.15,27-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
27-Jan-2020 - 00:00,57.92,98.41,58.88,68.52,127.4,29.67,8.71,1.34,13.93,63.94,64.21,1.97,3.71,1.45,18.34,65.72,0.36,249.53,0.0,,128.26,28-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Jan-2020 - 00:00,91.19,153.51,48.45,44.94,93.38,31.25,9.98,1.05,26.19,59.52,57.07,1.51,2.83,1.1,20.0,68.65,0.25,122.47,0.0,,115.62,29-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Jan-2020 - 00:00,43.39,75.37,34.34,6.08,40.42,33.57,8.38,0.57,11.52,67.01,65.54,0.74,1.15,0.5,20.56,86.83,0.43,85.52,-0.01,,77.13,30-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
30-Jan-2020 - 00:00,55.57,91.26,36.86,29.95,66.16,32.64,7.98,0.89,5.91,80.53,76.23,1.06,1.84,0.82,20.07,92.71,0.2,131.97,0.01,,47.28,31-Jan-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
31-Jan-2020 - 00:00,75.36,151.94,48.5,80.81,129.31,31.18,8.8,1.24,12.44,65.95,63.27,1.62,3.08,1.32,19.66,72.26,0.58,240.15,-0.03,,133.8,01-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Feb-2020 - 00:00,61.13,120.86,51.27,88.69,139.97,28.86,9.12,1.09,8.74,75.21,74.95,1.74,3.35,1.47,19.36,61.71,0.26,218.38,-0.0,,146.1,02-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Feb-2020 - 00:00,69.36,141.48,54.71,118.55,173.28,26.7,9.16,1.27,9.35,70.41,69.51,1.93,3.68,1.43,18.92,56.75,0.47,235.87,-0.01,,140.84,03-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Feb-2020 - 00:00,62.44,141.82,55.99,94.01,150.0,28.16,8.57,1.07,13.06,57.61,57.03,1.42,2.7,0.98,18.45,52.09,0.38,239.78,-0.01,,150.59,04-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Feb-2020 - 00:00,78.28,155.04,59.25,75.57,134.83,26.43,9.45,1.21,9.96,70.06,68.07,1.79,3.43,1.4,19.1,55.88,0.27,225.1,-0.0,,139.84,05-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Feb-2020 - 00:00,91.56,179.39,49.59,45.87,95.47,28.8,11.69,1.09,20.81,59.61,58.5,1.51,2.93,1.48,20.91,62.59,0.25,192.73,0.01,,107.5,06-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Feb-2020 - 00:00,75.92,148.06,53.17,36.71,89.89,26.29,9.57,0.94,16.56,63.89,60.03,1.24,2.32,0.95,20.88,65.48,0.21,162.93,0.0,,114.63,07-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Feb-2020 - 00:00,75.92,159.85,52.36,18.89,71.25,29.81,8.81,0.86,10.73,59.75,56.72,1.21,2.34,1.03,20.24,56.99,0.25,176.92,0.0,,60.61,08-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
08-Feb-2020 - 00:00,101.92,206.69,51.26,9.84,61.09,28.08,9.56,1.03,5.94,65.3,60.48,1.09,2.03,1.1,18.74,65.36,0.53,257.54,-0.0,,36.54,09-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
09-Feb-2020 - 00:00,88.54,171.42,49.1,34.19,83.29,28.81,9.4,0.95,10.73,60.24,54.84,0.89,1.51,0.66,20.04,60.0,0.59,263.51,-0.01,,129.69,10-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
10-Feb-2020 - 00:00,83.02,179.89,57.46,90.24,147.71,28.67,9.43,1.23,14.09,53.39,51.43,1.36,2.54,0.91,19.39,53.32,0.49,247.26,-0.02,,137.06,11-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
11-Feb-2020 - 00:00,104.77,220.27,63.73,122.18,163.14,27.63,11.5,1.76,24.74,54.64,56.13,2.36,4.62,1.78,19.68,55.45,0.44,245.88,-0.01,,136.2,12-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
12-Feb-2020 - 00:00,116.66,222.73,69.57,190.65,220.92,35.27,10.31,2.12,18.42,57.97,60.69,3.16,6.04,2.59,19.72,57.23,0.47,235.54,-0.01,,144.37,13-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
13-Feb-2020 - 00:00,97.55,183.29,64.19,104.21,168.4,36.45,6.85,1.5,12.55,65.42,62.41,2.12,4.01,1.49,20.66,54.67,0.38,224.19,-0.01,,135.39,14-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
14-Feb-2020 - 00:00,85.17,170.7,56.39,69.22,125.62,37.94,8.01,1.23,21.97,69.18,65.55,2.38,4.39,1.48,22.0,60.53,0.38,205.44,-0.01,,140.11,15-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
15-Feb-2020 - 00:00,66.04,143.03,56.45,81.62,137.64,35.83,6.96,1.22,13.94,,,,,,22.31,55.48,0.62,253.36,-0.02,,148.52,16-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
16-Feb-2020 - 00:00,88.42,184.96,59.98,77.67,137.65,37.53,8.49,1.27,17.97,,,,,,22.77,56.93,0.31,223.88,-0.0,,130.0,17-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
17-Feb-2020 - 00:00,86.84,183.57,58.03,61.51,119.54,42.94,8.19,1.1,22.73,,,,,,22.94,60.97,0.26,207.97,0.0,,125.41,18-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
18-Feb-2020 - 00:00,74.41,130.54,41.71,12.77,54.49,54.79,7.98,0.73,13.84,,,,,,23.04,71.09,0.5,225.92,-0.0,,129.37,19-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
19-Feb-2020 - 00:00,67.42,105.69,26.31,6.31,32.62,50.6,12.8,0.52,20.1,,,,,,23.22,76.2,0.39,153.47,-0.01,,134.27,20-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
20-Feb-2020 - 00:00,49.94,81.65,24.63,6.53,31.16,44.16,10.2,0.47,19.14,,,,,,23.95,72.77,0.29,137.2,-0.01,,122.34,21-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
21-Feb-2020 - 00:00,76.0,171.25,55.39,86.87,142.26,41.91,7.5,1.27,14.31,,,,,,23.97,66.02,0.23,181.91,-0.0,,128.44,22-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
22-Feb-2020 - 00:00,94.09,177.84,60.58,77.64,138.22,53.32,8.31,1.35,16.13,,,,,,24.49,54.78,0.31,240.45,-0.01,,142.16,23-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
23-Feb-2020 - 00:00,79.88,163.7,49.51,40.31,89.82,48.78,7.31,0.99,14.78,,,,,,24.61,61.13,0.26,191.58,-0.01,,122.28,24-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
24-Feb-2020 - 00:00,87.8,172.4,46.83,34.64,81.48,79.76,6.87,1.01,9.63,,,,,,23.4,67.75,0.39,203.43,-0.01,,69.97,25-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
25-Feb-2020 - 00:00,68.69,114.7,36.87,18.39,55.27,58.73,4.75,0.76,7.45,,,,,,20.58,81.91,0.5,200.79,-0.0,,41.27,26-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
26-Feb-2020 - 00:00,32.5,74.71,33.31,18.84,52.14,45.39,5.58,0.54,14.31,,,,,,21.89,74.23,0.44,159.35,-0.01,,141.4,27-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
27-Feb-2020 - 00:00,42.86,89.09,43.55,31.76,75.31,31.42,9.38,0.75,20.66,,,,,,22.76,69.17,0.24,150.45,-0.0,,129.31,28-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Feb-2020 - 00:00,72.58,136.59,43.93,39.81,83.72,28.41,6.22,0.81,13.27,,,,,,22.87,63.96,0.34,219.15,-0.02,,127.22,29-Feb-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Feb-2020 - 00:00,74.68,143.52,52.38,89.44,140.5,34.82,7.64,1.69,19.05,,,,,,23.6,57.25,0.39,229.14,-0.01,,173.56,01-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Mar-2020 - 00:00,87.04,166.88,52.09,74.79,126.88,36.33,8.32,1.51,20.15,,,,,,24.5,63.5,0.48,244.87,-0.01,,150.35,02-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Mar-2020 - 00:00,82.56,162.09,43.8,46.52,90.32,31.92,8.68,1.18,21.21,,,,,,25.62,64.58,0.35,218.57,-0.0,,149.83,03-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Mar-2020 - 00:00,73.72,118.93,28.5,6.26,34.48,33.95,7.76,0.72,31.58,,,,,,24.79,71.2,0.58,155.04,-0.02,,136.9,04-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Mar-2020 - 00:00,44.55,76.38,20.35,6.58,26.93,27.96,8.5,0.61,19.46,,,,,,24.01,74.9,0.5,144.61,-0.02,,127.29,05-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Mar-2020 - 00:00,32.13,59.41,23.08,13.43,36.5,21.9,5.88,0.65,18.1,,,,,,22.91,75.4,0.55,163.77,-0.02,,140.55,06-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Mar-2020 - 00:00,33.69,66.56,22.84,14.05,36.87,19.97,6.4,0.64,13.34,,,,,,24.44,77.48,0.54,106.94,-0.02,,108.38,07-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Mar-2020 - 00:00,34.89,54.76,21.41,9.94,31.35,18.46,6.48,0.67,14.3,,,,,,23.67,86.28,0.39,147.23,-0.01,,93.35,08-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
08-Mar-2020 - 00:00,39.73,75.31,25.24,43.19,68.43,17.99,5.78,0.98,13.27,,,,,,24.85,74.98,0.63,239.06,-0.02,,163.98,09-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
09-Mar-2020 - 00:00,54.5,108.69,30.95,34.17,65.12,18.57,6.36,1.06,16.81,,,,,,25.03,55.23,0.39,251.94,-0.01,,194.48,10-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
10-Mar-2020 - 00:00,65.51,127.06,35.16,25.06,60.14,20.07,7.18,1.02,23.14,,,,,,25.31,56.32,0.34,220.62,-0.0,,175.62,11-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
11-Mar-2020 - 00:00,47.41,99.3,24.37,5.03,29.39,21.79,9.6,0.65,34.76,,,,,,26.8,61.64,0.58,237.72,-0.01,,162.65,12-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
12-Mar-2020 - 00:00,49.9,94.66,22.26,4.63,26.89,18.31,8.2,0.66,21.87,,,,,,27.07,67.19,0.42,229.79,-0.0,,158.16,13-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
13-Mar-2020 - 00:00,45.35,95.35,30.1,6.82,36.92,19.03,9.87,0.8,28.33,,,,,,28.43,64.53,0.36,184.47,-0.0,,169.36,14-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
14-Mar-2020 - 00:00,41.31,99.34,20.24,4.78,25.04,18.05,5.92,0.63,17.94,,,,,,26.4,58.0,0.62,247.37,-0.06,,169.34,15-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
15-Mar-2020 - 00:00,20.0,54.66,25.76,6.11,31.86,19.92,6.46,0.59,17.15,,,,,,25.21,59.92,0.6,246.91,-0.03,,183.69,16-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
16-Mar-2020 - 00:00,48.35,112.7,35.34,18.29,53.63,18.09,10.68,0.88,29.86,,,,,,26.98,62.49,0.34,237.63,0.0,,137.82,17-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
17-Mar-2020 - 00:00,58.49,129.56,31.22,19.61,50.83,15.04,8.56,0.88,31.07,,,,,,27.58,57.63,0.27,123.54,-0.0,,150.68,18-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
18-Mar-2020 - 00:00,71.75,150.19,31.97,13.86,45.84,16.73,9.32,0.88,34.5,,,,,,27.38,54.53,0.41,232.97,-0.01,,147.72,19-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
19-Mar-2020 - 00:00,93.61,151.98,33.86,16.72,50.59,16.23,10.33,0.89,34.83,,,,,,27.24,53.04,0.3,175.08,-0.01,,157.82,20-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
20-Mar-2020 - 00:00,45.23,82.96,29.88,19.82,49.71,15.15,8.28,0.72,26.39,,,,,,26.81,51.27,0.68,229.55,-0.02,,188.6,21-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
21-Mar-2020 - 00:00,36.79,72.56,21.71,10.61,32.32,16.09,11.96,0.55,37.48,,,,,,27.43,63.75,0.51,141.48,-0.03,,176.89,22-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
22-Mar-2020 - 00:00,15.42,31.49,13.99,4.0,17.99,14.59,5.95,0.42,25.51,,,,,,25.07,62.15,0.61,155.37,-0.04,,187.24,23-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
23-Mar-2020 - 00:00,32.62,59.63,16.26,4.16,20.42,15.54,7.11,0.53,31.96,,,,,,26.53,68.39,0.35,161.92,-0.01,,136.32,24-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
24-Mar-2020 - 00:00,34.64,54.64,13.88,4.01,17.88,15.83,7.93,0.52,23.94,,,,,,27.24,68.3,0.29,135.6,-0.0,,154.66,25-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
25-Mar-2020 - 00:00,57.56,75.42,13.39,4.42,17.81,15.11,10.35,0.53,26.35,,,,,,27.89,71.55,0.25,196.51,-0.0,,156.48,26-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
26-Mar-2020 - 00:00,57.77,92.88,14.73,4.44,19.17,15.76,6.6,0.58,26.7,,,,,,29.33,59.8,0.39,224.72,-0.01,,178.19,27-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
27-Mar-2020 - 00:00,51.3,84.79,12.44,3.52,15.95,14.51,10.99,0.54,41.15,,,,,,30.31,52.05,0.44,244.98,-0.0,,184.44,28-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Mar-2020 - 00:00,45.51,75.9,13.17,3.51,16.69,13.26,10.94,0.55,47.47,,,,,,31.01,53.07,0.47,241.59,-0.0,,178.35,29-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Mar-2020 - 00:00,40.96,65.95,12.17,3.43,15.6,12.22,8.5,0.54,45.07,,,,,,30.34,47.82,0.63,256.9,-0.02,,197.9,30-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
30-Mar-2020 - 00:00,42.79,78.8,13.8,3.57,17.37,12.09,9.41,0.55,46.79,,,,,,30.22,43.66,0.48,239.14,-0.01,,193.34,31-Mar-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
31-Mar-2020 - 00:00,42.48,77.35,17.62,3.57,21.2,12.24,8.09,0.57,43.03,,,,,,30.56,43.09,0.51,245.68,-0.0,,195.67,01-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Apr-2020 - 00:00,51.14,74.75,11.21,3.42,14.62,13.76,12.35,0.52,51.07,,,,,,30.39,64.72,0.35,202.1,-0.01,,170.47,02-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Apr-2020 - 00:00,44.45,62.54,10.3,3.21,13.51,13.18,7.47,0.51,42.63,,,,,,30.05,66.51,0.45,165.97,-0.02,,162.69,03-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Apr-2020 - 00:00,45.1,75.02,14.52,3.26,17.78,10.59,8.25,0.58,48.19,,,,,,31.16,62.07,0.31,203.96,-0.01,,153.24,04-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Apr-2020 - 00:00,60.96,100.01,11.72,3.14,14.87,11.35,8.9,0.58,61.22,,,,,,31.57,49.85,0.38,173.27,-0.01,,166.78,05-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Apr-2020 - 00:00,46.23,78.54,10.71,3.06,13.81,10.61,9.07,0.54,48.0,,,,,,30.68,63.95,0.41,225.16,-0.0,,143.98,06-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Apr-2020 - 00:00,35.53,70.51,14.66,3.85,18.51,10.88,9.18,0.54,37.3,,,,,,30.97,55.83,0.35,221.84,-0.0,,183.1,07-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Apr-2020 - 00:00,35.72,78.81,9.36,3.3,12.66,9.63,9.98,0.46,52.45,,,,,,30.73,59.82,0.53,154.51,-0.03,,170.01,08-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
08-Apr-2020 - 00:00,22.0,52.79,9.67,3.51,13.17,9.34,7.94,0.45,46.94,,,,,,29.79,52.33,0.47,176.4,-0.02,,106.5,09-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
09-Apr-2020 - 00:00,18.47,46.27,10.76,3.12,13.93,8.49,9.16,0.43,60.61,,,,,,29.44,47.47,0.57,173.41,-0.02,,164.65,10-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
10-Apr-2020 - 00:00,17.37,40.74,8.63,3.29,11.92,8.47,7.16,0.43,46.8,,,,,,29.57,70.84,0.5,148.11,-0.02,,173.2,11-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
11-Apr-2020 - 00:00,15.21,45.75,8.08,3.2,11.28,8.01,6.85,0.42,46.48,,,,,,30.08,68.87,0.56,134.97,-0.03,,162.42,12-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
12-Apr-2020 - 00:00,18.96,62.31,8.29,3.33,11.62,8.68,5.79,0.41,42.81,,,,,,29.03,69.85,0.73,104.59,-0.04,,145.22,13-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
13-Apr-2020 - 00:00,21.95,52.87,8.44,3.37,11.81,7.3,7.51,0.42,46.48,,,,,,29.85,76.29,0.77,108.47,-0.03,,130.24,14-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
14-Apr-2020 - 00:00,25.42,58.87,7.31,3.13,10.44,7.27,5.22,0.42,42.07,,,,,,30.46,76.49,0.82,106.32,-0.04,,146.09,15-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
15-Apr-2020 - 00:00,22.02,60.3,8.57,3.18,11.76,7.49,6.73,0.45,39.58,,,,,,29.18,74.74,0.57,127.76,-0.02,,118.06,16-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
16-Apr-2020 - 00:00,23.62,58.17,9.21,3.3,12.48,8.48,6.46,0.47,40.12,,,,,,28.94,68.13,0.53,158.6,-0.02,,139.36,17-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
17-Apr-2020 - 00:00,18.92,48.85,8.2,3.18,11.38,6.94,7.15,0.41,44.19,,,,,,30.23,70.41,0.97,112.04,-0.06,,149.71,18-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
18-Apr-2020 - 00:00,14.19,37.77,8.86,3.15,12.0,6.19,8.72,0.41,34.41,,,,,,29.24,72.6,0.61,130.76,-0.03,,103.43,19-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
19-Apr-2020 - 00:00,11.76,33.85,7.59,3.04,10.63,7.69,6.78,0.42,46.35,,,,,,29.38,66.95,0.8,133.09,-0.05,,164.6,20-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
20-Apr-2020 - 00:00,12.81,33.89,8.47,3.29,11.75,6.12,6.94,0.41,32.25,,,,,,29.02,78.53,0.88,125.3,-0.05,,119.56,21-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
21-Apr-2020 - 00:00,11.56,25.46,10.15,3.4,13.55,5.93,4.84,0.47,18.03,,,,,,24.02,73.47,0.54,199.13,-0.03,,54.01,22-Apr-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
