from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,to date,station
27-Sep-2020 - 00:00,25.37,53.53,12.92,5.28,18.19,8.92,4.44,0.51,30.49,,,,,,29.06,81.27,0.4,180.69,0.0,999.27,166.46,28-Sep-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Sep-2020 - 00:00,46.09,85.85,18.14,7.49,25.5,7.29,4.39,0.62,30.7,,,,,,29.42,86.18,0.27,213.08,0.01,999.48,94.14,29-Sep-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Sep-2020 - 00:00,20.31,42.74,12.98,8.82,21.8,7.77,4.39,0.47,12.5,,,,,,30.3,79.72,0.28,119.25,-0.01,998.75,192.65,30-Sep-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
30-Sep-2020 - 00:00,12.24,32.02,14.26,9.96,24.21,6.69,4.38,0.45,9.5,,,,,,29.84,81.34,0.32,161.31,-0.0,998.88,122.83,01-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Oct-2020 - 00:00,14.4,44.05,12.4,5.39,17.8,8.99,4.73,0.49,8.2,,,,,,29.33,80.75,0.39,138.27,-0.02,998.61,138.94,02-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Oct-2020 - 00:00,10.32,25.31,8.53,4.95,13.49,5.97,4.43,0.45,12.93,,,,,,28.6,87.09,0.39,86.11,-0.02,999.28,135.47,03-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Oct-2020 - 00:00,19.6,38.48,13.54,20.89,34.42,5.5,4.2,0.71,9.17,,,,,,28.53,89.23,0.36,105.69,-0.01,999.54,113.75,04-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Oct-2020 - 00:00,22.22,50.66,16.36,20.79,37.15,4.78,4.46,0.71,5.31,,,,,,27.96,93.08,0.24,102.11,0.01,999.71,101.33,05-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Oct-2020 - 00:00,17.37,40.88,11.17,8.15,19.32,5.42,4.4,0.5,6.23,,,,,,28.18,89.14,0.35,112.01,-0.0,999.92,92.77,06-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Oct-2020 - 00:00,16.16,32.32,18.31,6.04,24.37,10.21,4.45,0.5,9.35,,,,,,28.34,86.98,0.44,98.16,-0.01,,124.05,07-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Oct-2020 - 00:00,16.46,36.85,14.66,7.26,21.93,7.18,4.32,0.47,10.67,,,,,,27.87,90.15,0.39,98.11,-0.0,,76.42,08-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
08-Oct-2020 - 00:00,20.0,41.53,13.86,7.43,21.28,6.2,4.35,0.48,13.36,,,,,,28.89,85.07,0.26,147.13,0.0,,130.49,09-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
09-Oct-2020 - 00:00,37.41,76.33,22.94,16.75,39.69,4.04,4.33,0.79,11.59,,,,,,29.15,87.25,0.25,232.59,0.01,,102.69,10-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
10-Oct-2020 - 00:00,38.09,84.31,21.66,9.91,31.57,3.68,4.03,0.55,14.53,,,,,,30.1,80.15,0.34,203.27,-0.0,,149.35,11-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
11-Oct-2020 - 00:00,30.23,64.04,21.69,9.58,31.26,5.1,4.16,0.58,15.68,,,,,,30.05,76.96,0.37,199.83,-0.0,999.58,169.59,12-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
12-Oct-2020 - 00:00,32.63,76.93,28.5,17.3,45.79,6.47,5.19,0.76,12.41,,,,,,30.73,74.74,0.3,161.31,-0.0,999.07,173.26,13-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
13-Oct-2020 - 00:00,24.15,60.33,15.16,7.82,22.97,6.04,4.3,0.46,13.48,,,,,,30.87,74.62,0.38,98.09,-0.02,999.63,169.05,14-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
14-Oct-2020 - 00:00,11.06,31.79,14.61,5.92,20.53,10.48,4.2,0.42,13.37,,,,,,30.07,77.75,0.42,92.57,-0.02,,162.97,15-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
15-Oct-2020 - 00:00,9.92,31.4,12.67,7.1,19.77,8.08,4.47,0.4,11.03,,,,,,29.9,78.1,0.39,95.62,-0.02,,142.14,16-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
16-Oct-2020 - 00:00,25.99,59.84,46.78,19.05,65.82,6.95,5.52,0.84,11.21,,,,,,29.94,76.86,0.29,221.92,-0.0,999.86,159.97,17-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
17-Oct-2020 - 00:00,43.53,95.25,45.23,6.88,52.11,9.54,5.11,0.64,23.98,,,,,,30.64,74.66,0.34,207.75,0.01,1000.0,127.84,18-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
18-Oct-2020 - 00:00,43.31,85.76,28.12,6.53,34.65,7.06,4.72,0.6,19.35,,,,,,29.5,80.67,0.33,132.73,-0.01,,86.35,19-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
19-Oct-2020 - 00:00,31.47,71.03,21.57,10.74,32.3,4.92,4.29,0.73,11.83,,,,,,28.82,84.09,0.34,242.43,-0.02,,112.04,20-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
20-Oct-2020 - 00:00,43.11,95.55,18.33,5.84,24.17,5.12,4.96,0.53,24.95,,,,,,29.98,75.67,0.42,165.53,-0.01,,149.05,21-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
21-Oct-2020 - 00:00,9.03,29.79,13.4,6.85,20.25,5.34,4.03,0.36,11.71,,,,,,28.54,82.49,0.41,102.03,-0.03,,129.5,22-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
22-Oct-2020 - 00:00,7.16,23.05,26.28,7.4,33.69,9.45,4.22,0.39,10.99,,,,,,26.03,90.39,0.31,133.17,-0.02,999.47,46.87,23-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
23-Oct-2020 - 00:00,12.21,28.01,16.22,8.78,24.99,16.96,4.48,0.46,5.5,,,,,,25.35,93.24,0.71,274.23,-0.02,998.51,41.14,24-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
24-Oct-2020 - 00:00,19.11,52.89,35.55,27.07,62.62,24.81,5.15,0.76,8.31,,,,,,26.93,82.67,0.56,239.6,-0.01,,120.0,25-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
25-Oct-2020 - 00:00,39.58,80.33,36.41,25.08,61.49,9.47,5.58,0.87,17.93,,,,,,27.9,80.22,0.3,209.66,0.01,,112.56,26-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
26-Oct-2020 - 00:00,58.79,123.37,50.65,28.52,79.44,22.72,6.42,1.09,25.19,,,,,,27.66,71.03,0.35,256.27,0.01,,131.22,27-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
27-Oct-2020 - 00:00,69.76,142.69,55.37,26.73,82.1,22.69,8.54,1.13,29.64,,,,,,27.4,60.82,0.28,269.22,0.01,,134.54,28-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Oct-2020 - 00:00,82.13,171.51,41.36,8.71,50.08,23.64,7.65,0.96,30.96,,,,,,27.17,66.52,0.39,279.53,0.0,,111.21,29-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Oct-2020 - 00:00,60.23,120.83,35.29,6.54,41.83,30.15,7.0,0.71,27.25,,,,,,28.33,68.18,0.46,277.05,-0.0,,129.56,30-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
30-Oct-2020 - 00:00,43.48,105.92,26.09,8.52,34.62,28.51,7.11,0.65,28.77,,,,,,28.78,65.6,0.76,270.5,-0.02,,132.93,31-Oct-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
31-Oct-2020 - 00:00,44.89,113.58,20.39,9.03,29.3,17.08,7.22,0.58,24.3,,,,,,27.98,73.94,0.49,175.41,-0.01,,105.61,01-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Nov-2020 - 00:00,9.77,29.04,20.81,9.16,29.98,23.25,6.7,0.35,13.75,,,,,,28.47,80.46,0.24,115.09,-0.01,,121.0,02-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
02-Nov-2020 - 00:00,16.76,40.69,31.89,17.13,49.02,10.95,6.92,0.54,14.34,,,,,,28.4,78.63,0.19,217.38,0.0,,94.77,03-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
03-Nov-2020 - 00:00,57.92,159.09,43.86,14.27,58.13,13.51,13.27,0.85,31.42,,,,,,28.07,66.72,0.43,265.6,0.0,,113.77,04-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
04-Nov-2020 - 00:00,104.77,226.69,52.5,27.08,79.76,17.07,14.13,1.08,31.01,,,,,,26.55,47.3,0.42,265.31,0.0,,122.68,05-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
05-Nov-2020 - 00:00,116.3,244.83,68.3,107.25,162.96,44.25,12.54,1.53,19.89,,,,,,25.83,53.13,0.21,147.79,0.01,,129.22,06-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
06-Nov-2020 - 00:00,106.2,214.0,77.18,109.52,186.7,66.85,10.65,1.4,16.85,,,,,,25.66,52.01,0.18,207.24,0.0,,124.98,07-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
07-Nov-2020 - 00:00,106.39,206.93,59.16,41.43,100.59,82.91,9.07,1.06,13.54,,,,,,24.47,51.84,0.32,251.15,-0.0,,125.17,08-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
08-Nov-2020 - 00:00,89.27,178.52,71.76,62.22,133.99,118.68,8.49,1.12,13.49,,,,,,24.53,58.82,0.26,269.79,0.0,,140.75,09-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
09-Nov-2020 - 00:00,75.41,155.71,75.34,125.26,174.02,99.72,8.83,1.43,13.87,,,,,,25.3,63.64,0.18,233.49,0.0,,147.19,10-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
10-Nov-2020 - 00:00,72.15,153.21,82.57,93.49,176.07,96.35,10.21,1.15,14.67,,,,,,26.87,60.22,0.18,188.56,0.01,,138.48,11-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
11-Nov-2020 - 00:00,42.09,93.53,52.54,38.57,91.22,52.43,9.47,0.72,20.44,,,,,,27.76,53.69,0.2,196.33,0.0,,138.55,12-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
12-Nov-2020 - 00:00,41.77,114.15,44.98,15.9,60.88,41.99,11.34,0.61,19.33,,,,,,27.13,52.97,0.44,271.92,-0.0,,124.35,13-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
13-Nov-2020 - 00:00,40.25,101.13,51.71,11.2,62.92,50.45,10.11,0.56,24.74,,,,,,27.71,48.29,0.43,271.66,-0.01,,143.71,14-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
14-Nov-2020 - 00:00,65.66,145.54,51.71,16.9,68.61,53.78,9.42,0.68,21.58,,,,,,27.06,46.82,0.36,265.83,-0.0,,133.16,15-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
15-Nov-2020 - 00:00,76.67,151.37,45.33,27.08,72.35,48.64,8.76,0.73,17.26,,,,,,26.42,48.36,0.38,266.8,-0.0,,135.41,16-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
16-Nov-2020 - 00:00,75.29,158.02,58.68,48.18,106.83,50.08,8.42,0.94,16.93,,,,,,25.77,53.85,0.36,265.83,0.01,,133.7,17-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
17-Nov-2020 - 00:00,104.09,196.69,56.19,37.05,93.23,44.16,10.51,0.98,22.8,,,,,,25.52,61.06,0.3,235.81,0.01,,115.48,18-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
18-Nov-2020 - 00:00,101.13,181.07,46.76,11.71,58.47,41.22,10.23,0.7,27.99,,,,,,26.21,66.57,0.29,179.19,0.01,,97.17,19-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
19-Nov-2020 - 00:00,57.56,106.5,35.39,14.8,50.19,40.67,8.99,0.55,22.0,,,,,,25.96,77.11,0.29,199.32,0.02,,119.41,20-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
20-Nov-2020 - 00:00,61.88,105.77,28.89,10.06,38.95,36.05,9.58,0.58,27.05,,,,,,27.2,79.12,0.36,255.5,-0.0,,115.07,21-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
21-Nov-2020 - 00:00,100.39,168.34,27.17,13.86,41.03,31.48,6.57,1.03,8.66,,,,,,23.73,92.46,0.5,265.12,0.01,,40.54,22-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
22-Nov-2020 - 00:00,90.0,159.55,39.24,38.52,77.75,53.44,5.29,0.93,8.43,,,,,,22.63,58.09,0.33,255.18,0.01,,134.97,23-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
23-Nov-2020 - 00:00,83.88,170.94,49.2,63.51,112.71,60.78,5.36,1.15,9.08,,,,,,21.38,54.15,0.26,252.56,0.0,,145.39,24-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
24-Nov-2020 - 00:00,104.31,201.23,61.5,91.95,153.45,65.02,5.93,1.43,9.36,,,,,,21.25,63.03,0.27,241.99,0.0,,106.84,25-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
25-Nov-2020 - 00:00,99.45,194.66,67.12,78.34,145.23,69.62,7.19,1.35,11.75,,,,,,21.97,68.95,0.27,255.84,0.01,,108.02,26-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
26-Nov-2020 - 00:00,100.85,197.5,48.79,40.81,89.6,47.69,6.22,1.07,7.67,,,,,,22.21,72.51,0.27,245.58,0.01,,73.86,27-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
27-Nov-2020 - 00:00,63.66,139.83,44.5,18.26,62.75,42.38,6.82,0.7,10.87,,,,,,23.46,63.56,0.61,267.42,-0.02,,112.16,28-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
28-Nov-2020 - 00:00,74.35,154.74,44.05,22.83,66.88,37.43,6.48,0.79,11.91,,,,,,23.43,57.27,0.48,262.07,-0.01,,133.78,29-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
29-Nov-2020 - 00:00,102.53,199.59,51.68,70.45,122.03,43.11,6.42,1.24,11.53,,,,,,22.69,58.15,0.32,264.23,-0.0,,130.94,30-Nov-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
30-Nov-2020 - 00:00,101.21,213.67,63.32,120.39,183.53,41.09,8.64,1.72,19.23,,,,,,22.3,55.77,0.31,255.62,0.01,,131.01,01-Dec-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
01-Dec-2020 - 00:00,166.3,289.9,55.45,198.5,254.0,35.4,7.25,2.75,5.13,,,,,,18.72,80.03,0.12,306.68,0.02,,17.66,02-Dec-2020 - 00:00,"Jadavpur, Kolkata - WBPCB"
