from date,CO,RH,NO,NO2,NOx,NH3,Ozone,PM10,PM2.5,RF,SO2,SR,Temp,WD,WS,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,to date,station
01-Jan-2020 - 00:00,4.51,76.5,80.08,61.49,141.58,29.84,33.08,267.89,133.23,,13.54,170.2,17.96,147.83,0.24,15.23,27.41,4.08,9.64,7.01,02-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
02-Jan-2020 - 00:00,4.34,73.55,51.79,59.2,111.0,31.06,27.59,230.25,121.36,,14.31,142.75,19.4,129.41,0.35,18.88,25.19,2.92,5.84,2.67,03-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
03-Jan-2020 - 00:00,2.71,94.82,14.01,34.58,48.59,23.37,15.5,94.35,53.65,0.6,5.54,54.37,17.02,114.04,0.62,11.11,15.19,1.37,3.0,1.34,04-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
04-Jan-2020 - 00:00,3.3,95.51,95.23,29.53,122.04,28.85,6.01,118.06,52.44,0.2,5.28,64.87,16.86,158.15,0.25,13.54,25.76,3.33,7.3,3.94,05-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
05-Jan-2020 - 00:00,4.64,94.6,103.16,20.63,123.22,28.32,10.27,184.58,93.22,,4.76,92.46,16.45,170.87,0.26,12.83,22.23,3.63,8.16,4.72,06-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
06-Jan-2020 - 00:00,3.84,80.41,131.13,36.17,164.8,32.88,31.14,190.7,103.12,0.2,7.29,189.16,16.23,127.81,0.4,15.35,23.23,4.12,8.88,4.52,07-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
07-Jan-2020 - 00:00,3.04,83.19,37.06,41.54,78.6,23.1,39.54,197.81,105.65,,9.17,170.86,15.95,170.97,0.32,8.04,15.57,1.56,3.63,1.46,08-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
08-Jan-2020 - 00:00,1.36,79.44,117.51,44.54,161.99,29.56,36.33,228.81,124.26,,5.61,182.27,17.55,103.61,0.46,20.56,32.76,3.94,8.32,3.86,09-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
09-Jan-2020 - 00:00,1.39,85.52,68.51,65.7,134.22,13.56,18.79,158.27,88.72,0.27,6.52,95.4,18.03,138.04,0.32,21.89,23.46,3.15,6.76,2.79,10-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
10-Jan-2020 - 00:00,1.28,77.15,26.49,52.98,79.47,14.59,26.68,148.77,84.81,,10.47,159.87,17.5,72.93,0.54,8.47,14.23,1.56,3.56,1.9,11-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
11-Jan-2020 - 00:00,1.35,81.08,37.82,48.58,86.41,12.43,35.44,154.83,82.97,,9.53,159.02,15.48,93.17,0.5,6.83,11.04,1.42,3.33,1.75,12-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
12-Jan-2020 - 00:00,1.28,77.73,38.36,54.82,93.18,12.53,40.08,146.66,86.65,0.2,7.42,195.33,16.14,123.92,0.42,6.56,9.82,1.37,3.14,1.5,13-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
13-Jan-2020 - 00:00,1.14,74.73,79.96,74.37,92.62,16.43,45.45,178.39,96.36,,7.41,189.72,16.3,183.67,0.24,9.3,15.1,2.76,6.43,2.89,14-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
14-Jan-2020 - 00:00,1.58,75.82,134.08,117.45,208.66,21.62,36.21,285.37,171.67,,8.71,182.67,17.37,173.56,0.18,27.46,47.45,7.59,17.22,12.66,15-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
15-Jan-2020 - 00:00,2.1,76.49,84.41,141.49,165.12,16.27,46.76,329.89,189.14,,12.8,169.87,18.67,130.03,0.21,59.81,67.17,11.08,24.55,14.34,16-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
16-Jan-2020 - 00:00,1.81,73.02,112.54,110.69,184.69,18.72,60.23,282.12,168.09,,8.8,207.33,20.37,121.51,0.26,57.12,62.05,10.55,22.97,11.9,17-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
17-Jan-2020 - 00:00,1.33,76.24,206.19,99.21,267.83,19.05,41.9,211.58,116.53,,7.83,183.85,20.54,141.44,0.28,31.53,34.12,7.37,16.34,11.95,18-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
18-Jan-2020 - 00:00,1.33,72.47,164.21,95.05,242.26,11.67,32.33,176.53,92.71,,13.49,192.91,20.68,144.33,0.2,13.36,51.4,5.3,12.94,12.98,19-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
19-Jan-2020 - 00:00,1.64,77.54,48.98,63.25,112.23,10.68,41.65,169.28,90.42,,9.07,175.11,20.26,70.59,0.4,8.79,15.16,1.98,4.54,2.19,20-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
20-Jan-2020 - 00:00,1.39,76.97,52.06,60.28,93.19,12.02,48.7,130.12,74.01,,9.2,161.93,18.19,110.17,0.56,6.61,13.42,1.51,3.42,1.52,21-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
21-Jan-2020 - 00:00,1.41,75.31,139.6,92.04,134.61,9.0,49.48,181.08,95.96,,10.25,194.54,17.58,131.96,0.36,14.71,32.38,4.42,10.11,7.4,22-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
22-Jan-2020 - 00:00,0.53,76.47,185.1,119.34,244.44,5.96,46.64,232.45,124.38,,12.1,175.01,18.61,148.93,0.19,27.12,51.6,12.52,33.61,46.71,23-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
23-Jan-2020 - 00:00,0.88,79.37,47.78,91.33,139.11,9.45,39.81,219.11,122.5,,12.89,127.12,19.24,134.78,0.25,13.55,33.32,4.16,11.17,13.82,24-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
24-Jan-2020 - 00:00,0.5,64.37,89.14,88.8,174.68,9.63,47.52,168.39,87.19,,12.23,,17.99,129.54,0.41,13.54,23.0,3.28,7.41,6.08,25-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
25-Jan-2020 - 00:00,0.34,65.27,86.75,101.71,137.57,10.94,51.18,148.07,74.38,,10.81,,16.7,155.05,0.29,9.12,14.32,2.2,4.66,2.03,26-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
26-Jan-2020 - 00:00,0.79,73.3,123.56,103.15,192.99,13.83,54.66,243.74,126.71,,8.99,,17.24,186.52,0.2,22.92,27.34,5.75,12.35,9.97,27-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
27-Jan-2020 - 00:00,0.79,76.63,111.83,97.19,149.01,20.63,49.56,228.37,125.69,,7.25,25.35,16.9,159.7,0.28,12.41,16.62,3.83,8.45,4.21,28-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
28-Jan-2020 - 00:00,0.41,70.28,81.26,90.01,144.84,28.37,62.36,225.54,130.31,,10.46,71.24,19.58,163.24,0.37,20.46,22.28,4.64,9.4,4.03,29-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
29-Jan-2020 - 00:00,0.38,86.85,1.74,39.52,41.21,21.07,56.03,86.04,53.29,0.6,3.66,110.59,20.6,125.55,0.74,5.44,6.65,0.62,1.41,0.44,30-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
30-Jan-2020 - 00:00,0.68,93.67,47.9,48.42,96.32,17.03,33.2,112.95,63.44,5.4,4.34,81.74,20.0,100.07,0.35,17.32,19.82,2.2,4.51,2.22,31-Jan-2020 - 00:00,"Victoria, Kolkata - WBPCB"
31-Jan-2020 - 00:00,0.47,78.06,83.74,62.98,136.87,19.61,41.18,161.12,79.99,,7.88,195.66,18.98,118.11,0.44,14.09,22.33,2.87,6.31,3.43,01-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
01-Feb-2020 - 00:00,0.37,65.01,45.49,67.26,83.65,23.28,60.07,142.37,74.21,,9.39,253.75,18.93,102.43,0.44,12.36,18.4,2.15,4.42,1.91,02-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
03-Feb-2020 - 00:00,0.28,57.12,110.32,80.71,166.25,41.83,71.88,111.03,54.47,,7.58,243.47,18.35,159.0,0.36,7.83,13.89,2.32,4.91,1.68,04-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
04-Feb-2020 - 00:00,0.42,66.54,121.04,91.36,186.6,42.4,56.05,193.35,94.27,,15.43,202.42,17.73,136.75,0.27,17.58,26.19,3.96,8.53,5.2,05-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
05-Feb-2020 - 00:00,0.44,65.2,51.66,78.77,129.17,25.75,66.26,212.04,105.24,,24.35,161.77,20.36,202.22,0.33,14.97,18.79,3.07,7.12,5.48,06-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
06-Feb-2020 - 00:00,0.37,68.76,54.46,68.13,122.52,16.39,55.61,154.01,79.9,,10.64,174.42,20.05,103.96,0.32,10.1,15.46,1.86,4.02,1.82,07-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
07-Feb-2020 - 00:00,0.28,61.2,31.56,68.13,99.69,15.68,48.0,173.31,90.89,1.8,9.73,93.93,19.49,95.76,0.35,15.82,19.09,2.11,4.64,2.76,08-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
08-Feb-2020 - 00:00,0.36,73.8,18.17,71.57,89.75,11.09,18.91,227.68,124.43,,23.99,56.59,17.82,158.64,0.27,10.91,14.3,1.61,3.85,2.65,09-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
09-Feb-2020 - 00:00,0.43,67.97,29.23,58.08,87.31,12.24,60.59,169.28,93.86,0.2,13.31,206.86,19.02,93.67,0.42,6.92,10.15,1.07,2.47,0.97,10-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
10-Feb-2020 - 00:00,0.34,67.99,91.46,86.15,119.85,8.32,56.82,171.79,87.31,,10.93,219.09,17.8,161.43,0.29,9.34,15.48,3.01,7.0,4.36,11-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
11-Feb-2020 - 00:00,0.37,65.97,151.46,98.83,170.9,8.42,56.38,225.04,117.57,0.6,10.88,232.08,18.22,140.2,0.33,16.16,29.87,5.32,11.88,7.74,12-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
12-Feb-2020 - 00:00,0.4,67.45,119.44,109.89,164.29,9.5,56.87,231.85,111.16,,13.56,222.87,18.29,179.22,0.31,19.22,35.63,5.86,13.38,8.82,13-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
13-Feb-2020 - 00:00,0.44,63.34,117.3,111.9,172.14,11.43,58.24,222.93,106.73,,14.51,217.09,19.44,184.62,0.27,17.08,27.38,4.8,9.96,4.92,14-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
14-Feb-2020 - 00:00,0.35,65.98,128.78,98.57,200.7,15.42,64.05,232.22,111.79,,20.58,216.41,21.14,215.37,0.41,22.51,25.89,5.06,10.61,4.55,15-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
15-Feb-2020 - 00:00,0.6,63.02,99.17,87.81,140.32,19.75,56.44,149.17,66.08,,10.3,235.33,21.22,212.31,0.27,7.92,13.9,2.62,6.2,4.47,16-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
16-Feb-2020 - 00:00,0.41,67.75,92.57,90.03,145.86,22.51,59.11,216.03,96.19,,11.83,199.41,21.21,145.16,0.23,12.03,19.28,3.61,8.26,5.95,17-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
17-Feb-2020 - 00:00,0.37,68.94,89.47,94.43,182.0,20.59,57.8,199.32,94.63,,12.26,196.65,21.64,159.26,0.21,10.9,18.36,2.93,6.28,2.68,18-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
18-Feb-2020 - 00:00,0.43,73.91,54.3,79.56,120.05,26.27,61.15,186.61,92.18,1.3,12.06,209.58,22.16,205.69,0.33,8.15,12.72,2.21,4.85,2.51,19-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
19-Feb-2020 - 00:00,0.38,75.92,11.45,52.98,64.17,27.82,62.33,128.69,79.08,,44.02,208.32,22.7,202.87,0.68,4.65,8.16,0.99,2.41,1.03,20-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
20-Feb-2020 - 00:00,0.3,71.25,5.41,47.54,52.9,22.52,73.85,94.15,54.18,,40.43,207.82,23.63,205.23,0.82,3.43,6.88,0.71,1.72,0.65,21-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
21-Feb-2020 - 00:00,0.4,71.51,144.94,90.69,208.85,9.32,51.3,168.96,84.64,,12.7,191.86,22.61,190.98,0.24,15.81,23.99,3.27,7.04,3.72,22-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
22-Feb-2020 - 00:00,0.46,66.29,97.26,93.54,189.94,15.73,59.51,228.01,116.56,,14.65,212.15,22.89,151.61,0.3,15.39,32.06,4.49,10.32,10.57,23-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
23-Feb-2020 - 00:00,0.4,66.7,46.02,72.23,118.26,27.86,47.06,204.25,96.66,,10.83,187.56,23.55,92.12,0.34,14.37,18.7,2.85,6.69,6.51,24-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
24-Feb-2020 - 00:00,0.44,76.62,93.73,82.46,174.77,23.59,29.62,216.61,107.03,,12.47,106.28,22.17,170.36,0.28,18.14,24.4,3.74,8.15,5.5,25-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
25-Feb-2020 - 00:00,0.66,85.4,33.9,75.69,109.59,29.23,13.34,144.13,77.14,0.21,7.46,64.9,20.01,172.72,0.38,13.3,25.22,2.67,5.68,3.88,26-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
26-Feb-2020 - 00:00,0.69,74.91,32.67,46.92,79.73,25.54,10.01,83.93,40.34,,6.34,213.49,21.75,192.21,0.51,5.29,11.6,1.35,2.72,1.49,27-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
27-Feb-2020 - 00:00,0.89,71.65,23.92,64.69,88.6,22.65,43.27,87.06,44.96,,6.68,185.5,22.31,165.29,0.35,6.63,14.22,1.38,2.77,1.32,28-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
28-Feb-2020 - 00:00,1.77,65.84,19.46,63.5,82.96,23.69,62.93,144.6,70.15,,8.71,194.06,22.37,98.47,0.38,7.87,14.85,1.4,2.82,1.31,29-Feb-2020 - 00:00,"Victoria, Kolkata - WBPCB"
29-Feb-2020 - 00:00,1.46,64.85,81.78,81.06,153.73,19.65,58.0,149.85,74.55,,10.98,226.55,22.54,178.54,0.22,11.39,17.93,2.29,4.62,2.09,01-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
01-Mar-2020 - 00:00,2.28,69.5,89.42,79.35,168.76,20.23,65.76,191.48,93.69,,10.66,204.47,23.44,164.56,0.27,13.99,23.04,3.33,6.89,2.98,02-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
02-Mar-2020 - 00:00,2.06,69.1,76.51,74.81,151.32,21.67,59.26,208.97,97.44,,13.47,199.81,24.84,206.25,0.3,10.1,17.09,3.08,6.19,2.44,03-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
03-Mar-2020 - 00:00,1.88,75.19,12.64,58.12,70.89,25.4,65.43,146.63,77.3,1.2,10.7,193.99,23.86,143.76,0.61,7.5,12.44,1.4,2.91,1.21,04-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
04-Mar-2020 - 00:00,1.32,76.37,7.54,44.99,52.53,23.72,52.01,82.81,46.45,0.4,11.61,188.93,23.57,185.02,0.69,4.29,10.97,0.98,2.11,0.69,05-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
05-Mar-2020 - 00:00,1.85,79.34,23.59,53.33,77.15,22.98,43.99,65.76,30.38,1.7,9.42,187.14,22.31,175.27,0.64,6.96,15.24,1.66,3.43,1.55,06-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
06-Mar-2020 - 00:00,1.28,78.65,28.23,46.95,75.18,26.92,30.3,73.89,32.77,0.2,9.37,175.08,24.14,177.39,0.79,4.67,11.65,1.4,2.92,0.86,07-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
07-Mar-2020 - 00:00,1.67,86.03,7.17,41.15,48.31,27.39,36.17,56.21,30.96,3.45,8.25,148.23,23.59,141.22,0.52,7.88,14.91,1.32,2.95,1.42,08-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
08-Mar-2020 - 00:00,1.56,76.66,36.62,47.98,84.6,24.0,48.06,72.23,36.21,0.4,8.55,221.77,24.48,239.32,0.45,4.87,14.0,2.0,3.22,1.3,09-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
09-Mar-2020 - 00:00,1.16,65.82,34.1,57.51,91.61,24.38,69.37,111.69,54.6,,9.76,255.06,23.62,185.72,0.29,5.24,16.2,2.07,4.05,1.38,10-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
10-Mar-2020 - 00:00,1.58,62.6,21.73,66.74,88.47,26.69,78.17,133.84,64.7,,11.58,239.48,24.24,192.33,0.29,6.95,13.81,2.13,4.01,1.62,11-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
11-Mar-2020 - 00:00,1.73,64.47,3.06,54.07,56.96,29.44,76.72,102.84,51.53,,14.13,198.42,26.06,186.42,0.32,5.45,14.56,1.16,2.56,1.5,12-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
12-Mar-2020 - 00:00,1.69,70.78,9.46,53.9,63.35,30.24,50.88,111.52,56.08,,13.99,201.14,26.24,193.68,0.42,5.98,15.8,1.39,3.0,1.74,13-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
13-Mar-2020 - 00:00,1.71,69.37,17.08,65.23,82.29,24.48,57.24,104.83,55.1,,13.31,217.97,27.48,135.16,0.28,8.32,18.55,1.92,4.07,2.39,14-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
14-Mar-2020 - 00:00,1.26,60.4,2.14,28.0,30.13,33.2,92.6,95.52,43.75,,11.08,229.41,25.74,24.61,1.12,3.76,12.78,0.82,1.72,0.67,15-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
15-Mar-2020 - 00:00,1.45,67.72,9.17,42.2,51.38,27.97,66.38,55.2,23.13,,15.72,255.73,24.0,73.62,0.63,2.75,10.54,0.74,1.64,0.55,16-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
16-Mar-2020 - 00:00,1.85,70.11,38.39,64.91,103.3,22.31,60.32,119.22,57.23,,23.73,208.33,25.77,129.0,0.34,7.97,16.97,1.81,3.9,1.99,17-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
17-Mar-2020 - 00:00,1.72,61.58,43.4,70.38,113.86,22.66,74.45,128.79,61.7,,13.67,218.45,26.69,127.76,0.38,14.01,24.28,2.55,5.79,3.65,18-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
18-Mar-2020 - 00:00,2.07,60.86,36.11,84.08,120.18,29.53,67.2,163.9,76.44,,12.46,228.45,26.14,125.27,0.36,10.38,22.62,2.54,5.18,2.87,19-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
19-Mar-2020 - 00:00,1.66,58.72,52.09,79.44,131.36,23.71,65.68,166.4,74.19,,16.38,225.96,26.24,183.99,0.42,9.92,22.12,2.99,5.46,3.4,20-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
20-Mar-2020 - 00:00,1.34,52.75,16.16,54.82,70.98,26.02,88.34,80.11,34.11,,18.99,263.42,26.07,234.52,0.48,5.29,17.85,1.72,3.2,1.65,21-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
21-Mar-2020 - 00:00,1.41,66.27,9.56,37.73,47.29,26.68,82.2,75.38,36.45,0.2,18.27,255.5,26.59,168.25,0.96,3.56,12.67,1.2,2.16,0.77,22-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
22-Mar-2020 - 00:00,1.1,64.71,2.96,25.02,27.98,26.0,86.39,28.19,14.0,2.4,11.05,270.36,24.38,147.7,0.9,1.48,9.97,0.78,1.26,0.43,23-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
23-Mar-2020 - 00:00,1.32,68.73,2.94,27.04,29.97,24.37,86.96,52.36,23.57,,12.41,266.07,26.3,172.42,0.48,1.93,13.71,0.95,1.71,1.03,24-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
24-Mar-2020 - 00:00,1.32,69.01,1.88,19.01,20.9,24.81,74.15,51.54,28.03,,13.23,255.48,26.87,133.12,0.39,2.66,11.37,0.85,1.39,0.42,25-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
25-Mar-2020 - 00:00,1.55,73.83,2.81,22.17,24.97,24.1,64.74,72.03,40.64,,16.39,218.67,27.08,219.25,0.57,2.56,11.92,0.98,1.77,0.67,26-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
26-Mar-2020 - 00:00,1.3,62.7,2.1,18.47,20.56,23.87,75.75,55.51,28.93,,8.98,272.23,28.7,197.52,0.47,1.79,11.04,0.7,1.25,0.38,27-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
27-Mar-2020 - 00:00,1.4,54.17,1.82,20.51,22.33,25.03,91.49,82.93,41.41,,16.5,276.16,29.73,210.83,0.41,3.1,11.76,0.77,1.48,0.44,28-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
28-Mar-2020 - 00:00,1.41,55.47,1.79,19.79,21.59,26.05,92.49,73.73,38.45,,13.97,264.99,30.41,176.76,0.45,2.89,11.95,0.77,1.52,0.47,29-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
29-Mar-2020 - 00:00,1.27,52.01,1.66,17.68,19.35,26.78,105.95,63.19,32.41,,11.27,282.96,29.44,153.05,0.53,2.98,11.23,0.64,1.27,0.38,30-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
30-Mar-2020 - 00:00,1.26,48.49,1.78,21.99,23.74,26.89,108.53,57.66,33.41,,12.17,281.03,29.35,212.47,0.38,2.91,11.49,0.72,1.45,0.52,31-Mar-2020 - 00:00,"Victoria, Kolkata - WBPCB"
31-Mar-2020 - 00:00,1.32,50.18,1.94,27.57,29.47,27.11,100.99,73.09,35.08,,11.69,280.35,29.23,158.39,0.34,3.11,12.8,0.86,1.75,0.7,01-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
01-Apr-2020 - 00:00,1.64,64.86,1.69,14.3,15.99,26.34,108.36,75.01,42.82,,15.25,263.12,29.68,236.7,0.84,1.97,11.15,0.55,1.07,0.29,02-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
02-Apr-2020 - 00:00,1.73,69.71,1.74,13.18,14.92,23.03,85.45,56.48,35.84,,10.56,258.13,29.07,190.69,0.82,1.6,11.03,0.51,1.05,0.35,03-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
03-Apr-2020 - 00:00,1.77,64.26,1.91,17.63,19.5,21.43,88.06,66.59,39.0,,10.39,245.71,30.3,151.62,0.44,2.25,11.98,0.64,1.29,0.39,04-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
04-Apr-2020 - 00:00,1.03,53.44,1.72,19.4,21.11,24.02,97.41,74.25,49.46,,12.91,239.26,30.62,110.29,0.5,4.19,12.72,0.74,1.49,0.44,05-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
05-Apr-2020 - 00:00,0.68,62.38,1.67,12.27,13.94,25.09,66.55,62.98,41.08,,10.93,230.41,30.45,243.33,0.55,2.2,10.25,0.48,0.94,0.28,06-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
06-Apr-2020 - 00:00,0.51,55.87,1.78,17.47,19.25,22.51,55.69,59.76,33.62,,10.85,281.69,30.48,230.11,0.53,1.93,11.88,0.59,1.18,0.34,07-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
07-Apr-2020 - 00:00,0.55,58.92,1.68,11.45,13.13,22.72,68.07,64.63,38.68,,13.83,267.16,30.24,227.11,1.34,1.65,10.06,0.43,0.86,0.24,08-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
08-Apr-2020 - 00:00,0.44,52.66,1.74,12.74,14.48,20.84,68.21,32.76,25.32,,10.3,194.06,29.22,231.56,0.95,1.41,9.71,0.42,0.84,0.23,09-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
09-Apr-2020 - 00:00,0.52,48.57,1.6,15.26,16.87,21.59,85.58,32.24,21.54,,13.79,259.55,29.07,203.76,0.74,1.29,10.49,0.41,0.8,0.24,10-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
10-Apr-2020 - 00:00,0.65,70.53,1.64,8.46,10.13,20.97,50.34,27.15,19.9,,8.01,242.97,29.14,217.73,1.19,1.11,9.68,0.37,0.73,0.2,11-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
11-Apr-2020 - 00:00,0.56,68.84,1.63,7.45,9.08,19.33,38.35,30.0,20.73,,8.83,246.05,29.58,204.37,1.15,1.09,9.41,0.38,0.72,0.21,12-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
12-Apr-2020 - 00:00,0.6,69.61,1.59,7.47,9.06,19.39,36.69,39.71,24.74,0.2,7.38,241.95,28.79,152.1,1.01,1.19,10.56,0.38,0.72,0.21,13-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
13-Apr-2020 - 00:00,0.7,75.98,1.67,6.66,8.33,18.37,35.36,36.75,25.4,0.2,9.07,237.09,29.6,193.71,0.92,0.86,10.48,0.36,0.72,0.21,14-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
14-Apr-2020 - 00:00,0.64,75.84,1.62,5.65,7.27,17.0,30.73,50.61,27.36,,6.84,254.84,30.2,181.12,0.96,1.02,10.94,0.37,0.74,0.21,15-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
15-Apr-2020 - 00:00,0.64,77.55,1.72,8.95,10.67,16.78,31.79,52.25,24.95,1.05,10.32,200.18,28.54,145.76,0.81,1.41,11.4,0.49,0.97,0.27,16-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
16-Apr-2020 - 00:00,0.66,74.4,2.54,13.65,16.19,18.09,30.07,57.29,29.58,,8.31,228.05,27.95,145.34,0.74,2.22,11.41,0.57,1.15,0.32,17-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
17-Apr-2020 - 00:00,0.59,71.5,1.76,7.74,9.51,18.68,32.92,44.29,22.44,0.27,10.01,259.49,29.78,203.97,1.48,0.84,9.02,0.37,0.75,0.2,18-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
18-Apr-2020 - 00:00,0.59,73.93,1.72,9.49,11.22,17.36,29.16,29.0,20.2,,12.48,180.64,28.66,212.17,1.26,0.69,9.26,0.36,0.74,0.21,19-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
19-Apr-2020 - 00:00,0.58,67.0,1.58,8.42,9.99,18.32,42.26,31.62,13.16,,8.71,276.17,28.88,202.67,1.57,0.68,8.25,0.32,0.63,0.17,20-Apr-2020 - 00:00,"Victoria, Kolkata - WBPCB"
