from date,CO,RH,NO,NO2,NOx,NH3,Ozone,PM10,PM2.5,RF,SO2,SR,Temp,WD,WS,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,to date,station
21-Oct-2020 - 00:00,0.37,83.44,4.86,29.39,34.23,12.86,44.45,17.57,8.94,,5.72,185.12,28.14,70.61,0.54,5.65,5.8,0.45,0.99,0.36,22-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
22-Oct-2020 - 00:00,0.33,90.53,4.67,28.23,32.89,12.9,37.4,12.57,6.0,,5.54,75.37,25.8,46.86,0.6,3.57,5.13,0.34,0.68,0.2,23-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
23-Oct-2020 - 00:00,0.36,95.5,5.05,27.61,32.67,12.8,32.43,14.07,8.13,0.2,6.15,60.11,24.94,120.25,0.69,1.11,4.04,0.25,0.49,0.17,24-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
24-Oct-2020 - 00:00,0.55,86.37,15.69,38.64,54.33,11.69,37.5,26.48,12.25,,6.67,162.85,26.34,228.23,0.4,1.9,4.63,0.61,1.22,0.39,25-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
25-Oct-2020 - 00:00,1.02,84.61,30.87,56.66,87.53,10.05,44.82,59.74,32.61,,8.42,180.03,27.19,205.17,0.25,7.35,8.86,1.69,3.31,0.97,26-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
26-Oct-2020 - 00:00,1.35,78.5,43.97,65.05,108.98,9.31,58.15,110.55,59.02,,8.64,198.86,26.44,213.61,0.22,6.43,10.12,2.22,4.58,1.56,27-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
27-Oct-2020 - 00:00,1.01,72.71,23.36,74.19,97.55,10.02,56.24,128.42,67.77,,10.04,209.18,25.97,149.65,0.21,5.49,9.95,2.0,4.48,3.09,28-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
28-Oct-2020 - 00:00,0.95,78.03,10.98,74.92,85.9,10.64,56.11,153.84,77.41,,11.84,183.88,25.61,158.65,0.23,5.91,9.78,1.4,3.19,2.07,29-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
29-Oct-2020 - 00:00,0.7,77.4,11.43,63.23,74.71,24.43,51.46,121.21,62.5,,10.17,207.83,27.01,86.52,0.3,4.72,6.74,1.08,2.45,1.77,30-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
30-Oct-2020 - 00:00,0.56,70.9,4.43,48.24,52.66,31.06,73.11,90.24,45.03,,11.03,221.88,27.83,47.01,0.5,3.64,4.77,0.55,1.16,0.42,31-Oct-2020 - 00:00,"Victoria, Kolkata - WBPCB"
31-Oct-2020 - 00:00,0.62,78.26,6.93,52.02,58.98,28.07,67.15,107.78,51.69,0.4,12.05,147.9,27.1,92.64,0.42,5.41,6.38,0.73,1.28,0.5,01-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
01-Nov-2020 - 00:00,0.3,82.45,4.71,29.85,34.57,29.41,42.48,23.47,12.48,,5.83,147.0,27.86,68.79,0.33,,,,,,02-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
02-Nov-2020 - 00:00,0.64,81.89,26.7,52.57,79.26,22.9,40.82,31.82,14.51,,6.6,178.72,27.75,92.53,0.37,5.55,9.62,0.79,1.7,0.89,03-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
03-Nov-2020 - 00:00,1.12,74.43,26.54,79.14,105.68,24.03,78.18,163.31,84.05,,13.01,184.52,26.67,112.34,0.31,2.4,3.77,0.3,0.65,0.5,04-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
04-Nov-2020 - 00:00,1.31,59.39,39.93,111.82,151.75,25.59,66.1,202.77,97.47,,18.79,194.98,24.93,80.26,0.31,11.07,17.54,3.79,8.24,5.9,05-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
05-Nov-2020 - 00:00,1.43,64.15,97.84,135.46,164.17,21.89,59.69,197.18,93.01,,15.02,192.16,24.25,148.91,0.25,13.78,21.43,4.3,9.12,6.66,06-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
06-Nov-2020 - 00:00,2.05,64.16,117.44,135.94,217.46,20.82,55.69,223.03,108.09,,16.14,190.6,24.09,146.05,0.19,18.16,29.86,5.62,10.81,6.61,07-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
07-Nov-2020 - 00:00,1.73,64.76,25.46,119.38,144.81,30.51,51.33,203.39,102.21,,25.79,183.49,22.67,130.36,0.28,8.18,14.01,1.81,3.64,1.69,08-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
08-Nov-2020 - 00:00,1.31,68.96,27.83,90.34,118.17,32.53,44.14,166.47,84.09,,17.76,205.18,23.11,132.72,0.24,6.35,9.25,1.52,2.96,1.12,09-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
09-Nov-2020 - 00:00,1.33,71.41,61.02,79.47,140.5,26.17,28.39,124.78,64.33,,15.94,210.73,23.83,161.0,0.23,11.74,15.8,2.67,4.72,2.24,10-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
10-Nov-2020 - 00:00,1.14,69.17,43.46,62.15,105.61,25.95,40.5,109.45,55.44,,11.5,199.22,25.44,86.56,0.25,7.97,16.94,2.27,4.33,2.12,11-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
11-Nov-2020 - 00:00,0.73,60.52,18.11,46.95,65.08,29.41,41.98,80.54,39.43,0.88,10.6,207.82,26.5,67.13,0.38,6.18,11.36,1.48,2.76,1.31,12-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
12-Nov-2020 - 00:00,0.85,65.42,18.42,54.55,72.97,28.43,33.19,115.17,51.58,,22.17,189.62,25.09,78.58,0.31,6.51,13.62,1.67,2.89,1.57,13-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
13-Nov-2020 - 00:00,0.83,59.47,13.15,53.83,66.99,30.41,45.4,110.26,51.14,,21.15,209.57,25.8,82.22,0.37,5.43,10.39,1.45,2.78,1.38,14-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
14-Nov-2020 - 00:00,0.97,60.49,18.06,51.96,70.02,29.21,55.91,128.6,63.36,,15.63,199.88,25.08,97.68,0.38,5.23,7.93,1.35,2.74,1.13,15-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
15-Nov-2020 - 00:00,0.89,64.21,11.76,47.28,59.04,29.6,47.27,174.58,95.57,,13.11,202.68,24.45,78.25,0.32,6.37,7.85,1.58,3.2,1.33,16-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
16-Nov-2020 - 00:00,1.11,69.54,26.49,51.55,78.04,17.93,40.18,153.63,82.36,,12.51,175.14,23.58,174.71,0.19,6.81,7.8,1.85,3.91,2.17,17-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
17-Nov-2020 - 00:00,1.49,72.72,48.77,67.5,116.26,5.01,52.67,207.94,111.13,,19.06,170.16,24.03,172.73,0.22,8.36,11.93,3.39,8.03,4.15,18-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
18-Nov-2020 - 00:00,1.0,71.04,21.59,61.5,82.97,9.76,55.86,176.76,96.14,,16.73,145.57,25.33,153.39,0.23,9.65,9.97,1.89,3.97,2.51,19-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
19-Nov-2020 - 00:00,0.62,76.86,11.04,42.35,53.38,18.38,55.84,102.12,57.92,,18.09,161.47,25.71,219.92,0.55,3.79,6.47,1.02,2.27,0.8,20-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
20-Nov-2020 - 00:00,0.75,80.68,13.78,44.87,58.61,19.67,40.92,118.73,66.05,,16.0,162.02,26.47,183.99,0.34,3.63,7.25,1.09,2.5,1.09,21-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
21-Nov-2020 - 00:00,1.36,94.2,17.51,36.57,54.08,17.74,25.97,172.94,103.4,2.84,14.1,62.54,23.13,170.44,0.24,8.17,14.59,2.17,4.42,3.77,22-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
22-Nov-2020 - 00:00,0.88,64.83,38.23,35.88,74.11,18.72,41.66,133.48,77.37,,13.26,190.22,21.46,109.57,0.37,5.71,8.37,1.54,3.15,1.3,23-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
23-Nov-2020 - 00:00,1.21,63.4,66.6,45.17,111.77,17.88,46.67,152.03,80.03,,14.25,202.36,20.0,119.87,0.38,9.67,14.04,2.82,5.86,2.79,24-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
24-Nov-2020 - 00:00,1.13,73.43,45.28,49.24,94.52,13.53,34.06,168.35,90.88,,16.85,148.86,19.85,136.75,0.26,17.21,18.68,2.86,6.74,2.72,25-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
25-Nov-2020 - 00:00,1.2,76.24,53.84,50.24,104.08,13.95,24.82,162.43,84.25,,20.71,150.58,20.81,142.69,0.24,10.65,14.02,2.38,4.82,2.01,26-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
26-Nov-2020 - 00:00,1.25,81.49,54.4,44.37,98.77,12.47,27.31,182.51,100.62,,22.14,108.35,20.92,136.57,0.24,17.39,23.39,3.33,6.71,3.38,27-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
27-Nov-2020 - 00:00,0.62,68.68,15.53,33.75,49.29,21.03,28.71,134.69,69.25,0.2,20.74,166.01,22.64,63.13,0.52,7.0,8.51,0.96,1.95,0.83,28-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
28-Nov-2020 - 00:00,0.95,66.39,20.36,37.48,57.84,16.2,46.99,144.8,74.01,,21.37,188.49,22.14,81.86,0.48,6.2,11.2,1.36,2.9,1.43,29-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
29-Nov-2020 - 00:00,1.17,72.28,50.8,46.55,97.3,14.84,43.76,186.8,94.73,,15.78,188.7,20.88,98.41,0.35,9.74,11.28,2.33,4.84,2.19,30-Nov-2020 - 00:00,"Victoria, Kolkata - WBPCB"
30-Nov-2020 - 00:00,1.51,66.86,71.24,55.43,126.66,15.64,39.5,184.19,91.84,,21.4,188.17,20.69,122.95,0.29,10.59,14.91,2.83,5.98,2.65,01-Dec-2020 - 00:00,"Victoria, Kolkata - WBPCB"
01-Dec-2020 - 00:00,4.73,98.93,362.0,97.85,459.85,0.0,7.98,304.3,155.45,,11.37,26.4,16.43,104.98,0.07,32.42,49.28,12.57,26.06,13.43,02-Dec-2020 - 00:00,"Victoria, Kolkata - WBPCB"
