from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
06-Aug-2020 - 00:00,12.7,26.4,12.33,19.39,8.43,7.35,2.35,0.44,2.83,3.6,2.27,1.52,3.5,1.99,29.76,82.51,0.79,70.75,744.19,169.78,0.18,07-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
07-Aug-2020 - 00:00,16.44,32.09,21.21,34.95,24.49,7.54,2.46,0.49,2.52,3.8,2.4,1.6,3.7,2.1,30.11,82.58,0.3,96.18,745.31,182.24,0.0,08-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
08-Aug-2020 - 00:00,28.27,55.34,13.15,16.11,2.97,8.48,2.41,0.57,2.62,3.8,2.4,1.6,3.7,2.1,31.41,78.87,0.22,144.88,743.67,144.23,0.0,09-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
09-Aug-2020 - 00:00,32.61,51.46,9.04,11.34,2.3,6.95,2.37,0.56,2.66,3.8,2.4,1.6,3.7,2.1,30.11,86.76,0.37,74.79,743.74,100.55,0.04,10-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
10-Aug-2020 - 00:00,23.73,46.48,13.54,18.74,5.84,5.97,2.32,0.51,2.73,3.8,2.4,1.6,3.7,2.1,30.42,82.79,0.44,67.77,744.36,129.66,0.0,11-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
11-Aug-2020 - 00:00,26.4,48.82,13.83,16.19,2.38,8.97,2.25,0.59,2.7,3.66,2.3,1.64,3.45,2.33,29.77,88.15,0.36,105.51,743.79,92.01,0.14,12-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
12-Aug-2020 - 00:00,16.3,28.87,22.83,33.66,25.18,8.17,8.94,0.55,2.25,3.01,1.89,1.42,2.76,2.13,28.02,91.91,0.3,149.8,744.22,99.21,0.13,13-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
13-Aug-2020 - 00:00,11.72,28.73,17.66,12.48,13.44,5.94,5.59,0.52,2.31,0.0,0.0,0.0,0.0,0.0,29.1,90.05,0.27,86.55,743.6,105.5,0.04,14-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
14-Aug-2020 - 00:00,20.16,38.15,12.81,10.15,7.25,10.59,8.97,0.54,2.63,0.16,0.1,0.08,0.15,0.11,30.55,82.02,0.34,62.67,742.6,138.35,0.03,15-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
15-Aug-2020 - 00:00,25.03,42.16,,0.0,,9.07,2.32,0.51,2.52,0.0,0.0,0.0,0.0,0.0,30.82,79.95,0.4,66.09,742.4,197.0,0.0,16-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
16-Aug-2020 - 00:00,12.67,30.19,,0.0,,6.61,11.47,0.42,2.45,0.0,0.0,0.0,0.0,0.0,29.71,81.5,0.48,66.89,742.66,139.16,0.0,17-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
17-Aug-2020 - 00:00,19.66,39.18,18.92,11.13,5.38,5.91,13.37,0.52,2.92,1.73,1.11,0.81,1.58,1.22,30.09,82.82,0.48,68.71,742.96,159.52,0.0,18-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
18-Aug-2020 - 00:00,24.35,49.89,13.8,28.91,15.77,8.5,2.34,0.58,2.45,3.82,2.4,1.8,3.5,2.7,30.67,82.99,0.4,67.49,743.41,141.67,0.0,19-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
19-Aug-2020 - 00:00,22.45,47.97,15.8,27.95,12.44,8.5,2.39,0.58,2.85,3.82,2.4,1.8,3.5,2.7,31.0,79.5,0.43,67.25,743.58,212.4,0.0,20-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
20-Aug-2020 - 00:00,12.27,38.8,16.34,19.13,8.9,12.1,16.65,0.39,2.74,2.77,1.74,1.31,2.54,1.96,29.31,79.29,0.84,70.4,744.54,101.62,0.0,21-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
21-Aug-2020 - 00:00,18.26,30.69,50.34,35.55,72.4,19.42,4.85,0.47,3.56,1.57,0.99,0.74,1.44,1.11,28.49,84.79,0.82,71.84,746.3,177.13,0.04,22-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
22-Aug-2020 - 00:00,22.52,40.86,20.58,5.25,14.21,19.54,36.08,0.44,2.64,0.64,0.4,0.3,0.58,0.45,29.68,80.98,0.47,72.77,746.67,188.41,0.0,23-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
23-Aug-2020 - 00:00,20.5,37.88,,0.0,,8.44,2.63,0.52,2.39,0.0,0.0,0.0,0.0,0.0,28.82,88.51,0.25,108.82,746.65,111.24,0.09,24-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
24-Aug-2020 - 00:00,21.14,46.9,23.23,15.06,5.67,12.16,2.6,0.53,2.43,1.93,1.21,0.91,1.77,1.36,29.61,81.97,0.64,267.75,746.59,187.3,0.0,25-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
25-Aug-2020 - 00:00,17.18,45.63,12.86,17.12,4.26,16.34,2.73,0.47,2.53,3.82,2.4,1.8,3.5,2.7,31.17,75.91,0.78,301.46,746.93,190.09,0.0,26-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
26-Aug-2020 - 00:00,19.21,48.41,15.94,23.96,11.93,12.15,2.49,0.52,2.77,3.82,2.4,1.8,3.5,2.7,31.14,78.24,0.45,116.89,746.69,219.69,0.07,27-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
27-Aug-2020 - 00:00,6.06,41.57,10.43,10.53,6.4,13.6,5.58,0.46,3.5,2.38,2.67,3.07,1.69,1.75,28.89,82.65,0.63,68.75,745.7,139.78,0.03,28-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
28-Aug-2020 - 00:00,3.03,35.55,14.22,8.86,6.12,17.26,26.21,0.5,2.73,2.09,3.47,9.75,0.19,1.38,29.38,82.87,0.57,70.05,745.36,133.66,0.0,29-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
29-Aug-2020 - 00:00,11.79,50.05,28.0,42.15,14.47,18.38,2.96,0.61,2.49,2.38,5.31,11.89,0.21,1.64,30.97,72.92,0.33,110.16,746.16,158.6,0.0,30-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
30-Aug-2020 - 00:00,6.47,48.21,18.5,27.03,27.72,8.5,16.48,0.43,2.71,2.41,4.83,13.12,0.19,1.64,31.23,69.37,0.68,242.12,747.17,187.45,0.0,31-Aug-2020 - 00:00,"Muradpur, Patna - BSPCB"
31-Aug-2020 - 00:00,12.59,51.81,26.87,24.23,7.94,9.37,27.32,0.42,3.17,1.83,3.89,8.6,0.18,1.4,31.74,72.39,0.96,274.85,747.54,219.54,0.08,01-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
01-Sep-2020 - 00:00,24.1,42.51,12.25,8.9,3.06,12.65,15.44,0.44,2.45,2.39,4.45,11.58,0.19,1.59,30.49,77.06,0.8,283.82,748.26,136.17,0.1,02-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
02-Sep-2020 - 00:00,18.9,43.09,17.96,25.07,12.72,12.96,5.05,0.51,2.58,2.68,4.47,11.34,0.19,1.59,28.93,83.88,0.5,88.83,749.49,142.99,0.14,03-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
03-Sep-2020 - 00:00,32.8,62.09,22.34,21.51,8.92,9.1,2.4,0.59,2.29,2.53,5.51,13.53,0.21,1.65,30.54,77.05,0.32,70.29,750.42,154.73,0.0,04-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
04-Sep-2020 - 00:00,34.17,66.66,24.31,22.34,6.47,6.76,2.65,0.59,2.45,3.0,5.64,12.55,0.2,1.82,31.34,75.51,0.29,128.89,749.19,166.54,0.0,05-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
05-Sep-2020 - 00:00,45.26,84.64,25.65,23.77,4.33,7.06,2.78,0.66,2.55,3.83,6.72,15.22,0.21,2.03,31.77,76.15,0.52,240.24,747.53,138.47,0.0,06-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
06-Sep-2020 - 00:00,31.18,60.23,18.3,14.23,0.9,6.27,2.6,0.58,2.34,3.21,5.17,15.26,0.21,1.78,31.44,78.82,0.68,258.79,746.9,132.81,0.0,07-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
07-Sep-2020 - 00:00,26.82,55.77,25.25,28.72,10.18,2.18,2.48,0.69,2.27,3.48,6.12,15.44,0.22,1.8,29.11,86.16,0.31,207.45,747.54,92.83,0.19,08-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
08-Sep-2020 - 00:00,28.74,55.69,25.81,35.45,10.34,1.91,2.71,0.7,2.25,3.6,6.3,14.93,0.23,1.75,28.81,88.58,0.27,214.7,748.2,91.36,0.07,09-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
09-Sep-2020 - 00:00,31.33,55.11,22.8,29.91,8.05,1.91,2.81,0.66,2.3,3.17,6.41,16.77,0.21,1.89,30.37,83.05,0.31,118.11,747.84,152.19,0.0,10-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
10-Sep-2020 - 00:00,28.67,58.01,22.9,31.71,10.22,3.14,2.94,0.62,2.38,3.44,5.79,16.08,0.21,1.97,29.76,80.35,0.32,194.12,746.06,167.01,0.06,11-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
11-Sep-2020 - 00:00,22.18,46.84,29.04,30.3,17.72,38.09,2.65,0.61,5.59,2.43,6.16,10.29,0.21,1.42,29.46,84.69,0.31,117.04,748.03,148.23,0.36,12-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
12-Sep-2020 - 00:00,40.22,76.06,25.71,29.99,5.35,19.41,3.68,0.72,2.79,3.32,5.66,14.31,0.21,1.71,30.09,83.96,0.32,79.92,753.41,145.34,0.0,13-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
13-Sep-2020 - 00:00,47.64,86.94,25.83,34.19,17.1,17.08,3.31,0.69,2.53,3.17,5.46,14.81,0.21,1.61,30.39,83.44,0.31,63.88,753.64,154.41,0.0,14-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
14-Sep-2020 - 00:00,38.65,78.98,24.41,28.16,5.17,11.3,3.32,0.7,2.84,2.68,5.17,9.1,0.21,1.78,31.53,79.94,0.29,58.63,752.3,151.19,0.0,15-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
15-Sep-2020 - 00:00,29.89,57.79,28.16,46.55,20.54,10.56,3.3,0.67,2.37,2.67,4.48,7.86,0.22,1.51,28.89,88.19,0.37,117.94,752.39,97.64,0.24,16-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
16-Sep-2020 - 00:00,32.83,53.42,27.3,41.21,15.83,12.57,2.82,0.69,2.6,3.15,6.27,13.6,0.21,1.5,30.02,83.7,0.3,97.61,752.14,136.03,0.0,17-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
17-Sep-2020 - 00:00,28.31,67.16,28.39,39.97,12.64,11.5,2.64,0.63,4.04,2.41,5.03,9.31,0.22,1.43,29.98,81.53,0.32,134.9,751.57,126.79,0.0,18-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
18-Sep-2020 - 00:00,30.4,53.89,21.53,23.06,7.66,12.4,4.04,0.65,2.65,3.01,6.0,11.31,0.21,1.61,29.58,81.95,0.41,78.89,751.39,135.63,0.0,19-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
19-Sep-2020 - 00:00,29.33,50.63,22.18,23.54,13.14,10.52,3.38,0.63,2.72,3.62,5.36,11.6,0.21,1.65,30.04,81.32,0.35,62.25,750.69,176.71,0.0,20-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
20-Sep-2020 - 00:00,36.72,61.13,24.4,21.48,10.19,10.26,2.54,0.68,2.67,3.18,5.23,11.82,0.21,1.36,31.3,77.51,0.23,115.24,749.25,171.52,0.0,21-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
21-Sep-2020 - 00:00,23.42,50.54,22.5,24.25,11.83,12.89,2.51,0.64,2.53,3.09,5.68,10.93,0.21,1.26,29.08,86.74,0.39,68.41,749.3,106.31,0.25,22-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
22-Sep-2020 - 00:00,4.81,13.94,19.32,38.68,32.76,31.98,2.57,0.55,2.17,3.69,5.05,12.84,0.21,1.38,27.21,93.55,0.63,70.7,749.86,70.56,0.2,23-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
23-Sep-2020 - 00:00,11.66,18.37,22.1,31.46,22.91,22.07,2.63,0.56,2.71,2.71,4.56,10.2,0.21,1.09,27.28,93.23,0.62,73.08,751.02,106.92,0.19,24-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
24-Sep-2020 - 00:00,8.25,17.3,23.61,35.59,25.52,24.96,2.88,0.61,1.99,3.39,5.24,12.01,0.21,1.17,26.9,95.23,0.58,77.38,751.85,68.59,0.34,25-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
25-Sep-2020 - 00:00,19.95,29.06,25.34,35.73,27.57,24.68,2.67,0.66,2.18,3.1,5.99,13.77,0.21,1.09,26.34,96.43,0.3,162.95,750.06,58.91,0.15,26-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
26-Sep-2020 - 00:00,19.81,25.42,21.5,34.44,24.52,21.67,2.64,0.56,2.07,3.3,4.86,14.86,0.2,1.07,26.51,92.42,0.34,91.68,751.26,79.01,0.01,27-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
27-Sep-2020 - 00:00,25.56,47.06,23.81,29.13,19.77,16.57,2.52,0.62,2.3,3.24,5.32,14.89,0.21,1.15,28.31,82.21,0.22,93.19,753.15,181.54,0.0,28-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
28-Sep-2020 - 00:00,40.64,85.4,34.51,30.16,14.05,11.15,2.8,0.82,2.88,3.02,6.27,11.69,0.22,1.28,29.64,80.51,0.25,172.1,753.74,204.53,0.0,29-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
29-Sep-2020 - 00:00,61.11,130.71,29.76,24.0,9.59,7.15,2.76,0.79,2.8,2.6,6.01,9.38,0.21,1.1,29.83,77.82,0.36,272.69,753.19,147.05,0.0,30-Sep-2020 - 00:00,"Muradpur, Patna - BSPCB"
30-Sep-2020 - 00:00,65.75,169.45,41.52,29.95,9.33,8.39,2.9,0.95,3.11,2.56,5.74,9.86,0.21,1.2,30.52,71.51,0.31,237.8,752.48,152.19,0.0,01-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
01-Oct-2020 - 00:00,70.49,161.78,32.83,24.3,7.81,8.47,2.91,0.9,2.35,2.67,6.09,11.47,0.2,1.1,29.66,77.61,0.31,224.15,752.13,120.55,0.0,02-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
02-Oct-2020 - 00:00,53.16,114.72,38.3,29.19,11.56,8.53,2.8,0.86,2.34,2.79,5.74,12.37,0.21,1.07,29.74,77.14,0.26,168.18,752.77,113.28,0.0,03-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
03-Oct-2020 - 00:00,45.89,74.85,29.89,26.68,13.45,8.72,2.96,0.69,2.14,2.59,5.59,11.68,0.21,0.96,28.32,86.58,0.29,143.68,753.56,84.26,0.02,04-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
04-Oct-2020 - 00:00,35.37,47.12,21.5,22.04,12.39,9.28,2.68,0.62,2.17,2.4,4.97,12.03,0.2,0.91,27.99,89.38,0.26,101.18,753.92,83.35,0.13,05-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
05-Oct-2020 - 00:00,44.25,66.22,37.31,38.24,22.52,9.71,2.73,0.9,2.11,2.54,6.44,12.84,0.23,1.1,27.97,89.21,0.26,207.15,753.6,80.42,0.03,06-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
06-Oct-2020 - 00:00,44.27,71.28,30.3,30.82,18.53,10.52,3.09,0.78,2.27,2.7,6.69,12.22,0.21,1.1,29.52,81.09,0.22,134.34,754.22,173.97,0.0,07-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
07-Oct-2020 - 00:00,44.98,86.16,33.83,31.27,17.01,10.98,3.23,0.71,2.33,2.77,5.3,11.03,0.2,1.09,30.33,76.9,0.23,110.37,755.29,184.23,0.0,08-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
08-Oct-2020 - 00:00,50.89,100.27,31.47,23.81,8.13,9.96,2.83,0.68,2.33,2.71,5.48,10.69,0.2,1.0,30.66,77.25,0.21,165.1,755.62,158.2,0.0,09-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
09-Oct-2020 - 00:00,49.4,112.55,42.06,40.56,22.8,11.4,3.07,0.85,2.28,2.85,5.82,11.52,0.22,1.17,30.35,74.95,0.18,129.61,755.85,178.48,0.0,10-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
10-Oct-2020 - 00:00,55.52,139.66,48.58,45.98,26.05,12.97,3.03,1.02,2.25,2.94,7.13,11.61,0.22,1.24,30.3,69.93,0.28,196.47,755.0,180.51,0.0,11-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
11-Oct-2020 - 00:00,94.85,191.94,40.92,36.92,19.53,12.28,3.14,1.07,2.34,3.11,6.86,12.35,0.2,1.15,29.78,69.7,0.24,187.67,753.69,167.62,0.0,12-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
12-Oct-2020 - 00:00,69.9,143.15,42.08,36.81,18.12,12.45,3.56,1.17,2.44,3.24,8.04,10.88,0.2,1.21,29.85,75.37,0.22,63.8,753.04,120.97,0.0,13-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
13-Oct-2020 - 00:00,65.13,118.08,28.54,21.95,8.0,12.03,3.53,0.8,2.62,3.16,5.53,10.11,0.2,1.19,30.66,74.22,0.28,75.79,753.51,162.45,0.0,14-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
14-Oct-2020 - 00:00,66.95,121.0,35.08,29.47,13.0,16.72,4.24,0.82,2.51,3.45,5.67,10.85,0.2,1.37,30.39,74.87,0.25,57.85,754.27,107.12,0.0,15-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
15-Oct-2020 - 00:00,72.51,127.45,32.95,23.62,7.49,10.71,5.67,0.79,2.75,2.74,5.24,10.44,0.2,1.22,31.4,69.01,0.25,65.67,754.29,218.39,0.0,16-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
16-Oct-2020 - 00:00,71.16,138.5,36.58,31.93,15.86,12.49,3.95,0.85,2.55,2.85,5.24,10.84,0.2,1.19,30.36,72.55,0.18,117.58,754.19,134.65,0.0,17-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
17-Oct-2020 - 00:00,69.64,146.85,37.6,37.21,21.5,12.85,2.89,0.92,3.21,2.8,5.04,9.36,0.2,1.22,30.54,71.0,0.19,173.16,754.62,176.71,0.0,18-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
18-Oct-2020 - 00:00,59.53,159.67,42.17,35.35,15.15,15.11,3.48,0.92,2.4,3.29,6.17,11.91,0.2,1.26,30.24,63.48,0.42,246.74,754.93,177.03,0.0,19-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
19-Oct-2020 - 00:00,63.86,199.41,50.38,49.85,28.26,18.64,3.77,1.23,2.95,2.88,6.27,7.66,0.24,1.39,29.3,61.1,0.35,258.72,754.56,155.52,0.0,20-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
20-Oct-2020 - 00:00,79.91,197.5,57.41,50.4,25.41,16.66,3.94,1.22,2.47,3.17,6.1,7.3,0.21,2.44,29.23,65.93,0.21,157.59,754.57,136.27,0.0,21-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
21-Oct-2020 - 00:00,90.04,200.9,45.71,46.52,27.75,24.25,4.09,1.17,2.22,3.25,7.13,13.34,0.2,2.57,29.16,71.17,0.2,71.83,755.08,136.08,0.0,22-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
22-Oct-2020 - 00:00,73.69,146.6,35.17,38.31,23.78,20.72,2.95,0.96,2.48,3.49,6.12,13.58,0.2,1.87,29.05,75.38,0.29,51.5,753.95,156.77,0.0,23-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
23-Oct-2020 - 00:00,51.46,95.22,27.67,27.45,15.96,17.08,3.15,0.74,2.65,3.28,5.08,11.54,0.2,1.36,28.78,76.45,0.25,129.41,753.38,140.3,0.0,24-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
24-Oct-2020 - 00:00,53.1,109.62,35.63,29.97,14.12,12.68,9.28,0.83,2.23,2.8,5.27,13.06,0.19,1.22,28.14,69.46,0.43,236.42,754.57,140.17,0.0,25-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
25-Oct-2020 - 00:00,61.89,173.47,49.81,50.18,29.3,16.83,3.97,1.14,2.21,2.97,6.09,13.84,0.21,1.41,27.2,50.9,0.49,263.1,756.84,182.33,0.0,26-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
26-Oct-2020 - 00:00,64.05,197.43,59.06,56.04,30.32,19.61,4.13,1.3,2.12,3.78,7.49,13.94,0.2,1.6,26.66,55.86,0.36,233.91,757.48,162.91,0.0,27-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
27-Oct-2020 - 00:00,58.47,191.98,51.52,61.59,42.04,20.47,3.89,1.27,2.15,3.62,6.99,13.78,0.2,1.56,25.65,62.89,0.36,205.91,757.35,171.93,0.0,28-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
28-Oct-2020 - 00:00,73.39,192.41,53.82,69.23,50.85,25.93,3.68,1.2,3.91,3.25,6.25,10.38,0.2,1.46,26.24,51.88,0.24,201.72,758.18,170.61,0.0,29-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
29-Oct-2020 - 00:00,69.45,183.04,59.26,69.55,47.09,31.63,3.82,1.17,6.66,3.69,7.14,12.65,0.2,1.57,25.9,53.62,0.3,236.19,758.52,171.03,0.0,30-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
30-Oct-2020 - 00:00,66.22,186.91,56.76,51.42,26.2,28.37,3.99,0.98,7.58,3.6,6.07,11.35,0.2,1.34,26.22,50.96,0.44,245.36,757.85,169.4,0.0,31-Oct-2020 - 00:00,"Muradpur, Patna - BSPCB"
31-Oct-2020 - 00:00,55.46,165.35,42.75,39.0,20.11,27.26,4.6,0.89,7.74,3.52,4.96,10.56,0.2,1.09,27.1,52.38,0.63,278.08,757.72,158.19,0.0,01-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
01-Nov-2020 - 00:00,63.55,183.79,47.95,37.24,14.36,25.51,4.21,1.05,9.02,2.87,5.43,8.21,0.2,1.06,26.86,55.07,0.58,259.31,756.37,158.79,0.0,02-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
02-Nov-2020 - 00:00,111.08,200.85,53.66,40.67,14.57,37.51,4.81,1.25,10.98,2.33,4.84,5.53,0.2,1.28,25.94,53.78,0.62,256.67,754.12,132.57,0.0,03-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
03-Nov-2020 - 00:00,101.74,181.61,52.33,42.55,17.63,48.93,4.88,1.02,7.8,2.84,4.92,9.17,0.2,1.26,24.63,43.24,0.72,253.54,754.16,139.24,0.0,04-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
04-Nov-2020 - 00:00,87.01,172.15,66.79,60.15,30.37,36.47,4.94,1.08,7.87,1.49,5.22,8.35,0.2,1.39,23.98,38.88,0.7,248.53,753.48,160.06,0.0,05-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
05-Nov-2020 - 00:00,100.57,203.98,84.74,99.35,65.77,34.74,5.31,1.42,7.81,1.22,8.97,7.76,0.26,2.15,23.44,49.37,0.3,236.29,754.69,145.51,0.0,06-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
06-Nov-2020 - 00:00,108.0,216.39,90.35,107.95,71.86,41.46,4.27,1.78,7.34,1.41,11.87,8.38,0.27,2.73,22.55,62.87,0.25,179.96,756.67,121.99,0.0,07-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
07-Nov-2020 - 00:00,125.66,218.88,83.34,100.85,69.93,37.63,4.16,1.73,7.46,1.42,8.93,9.57,0.2,2.18,22.38,68.72,0.27,198.41,753.34,128.18,0.0,08-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
08-Nov-2020 - 00:00,136.33,216.83,75.76,86.83,57.06,40.65,3.84,1.65,8.01,1.42,9.79,10.23,0.27,2.21,23.06,68.92,0.26,163.35,751.12,137.11,0.0,09-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
09-Nov-2020 - 00:00,100.25,194.98,68.8,87.11,62.58,32.84,5.38,1.38,7.12,1.27,7.19,10.32,0.38,1.74,23.71,60.6,0.26,164.64,749.94,164.46,0.0,10-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
10-Nov-2020 - 00:00,75.21,130.23,66.91,82.79,59.85,36.34,3.52,1.41,8.69,1.31,9.08,10.56,0.36,2.1,23.65,66.05,0.21,75.35,749.65,161.23,0.0,11-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
11-Nov-2020 - 00:00,57.71,114.94,59.31,67.49,47.27,31.27,3.52,1.12,8.54,1.23,7.3,11.1,0.39,1.81,24.21,68.39,0.23,89.55,750.8,164.71,0.0,12-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
12-Nov-2020 - 00:00,61.37,135.98,73.03,95.99,70.56,33.97,3.86,1.28,8.85,0.92,6.15,6.64,0.78,1.89,25.17,57.82,0.23,179.79,751.14,161.59,0.0,13-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
13-Nov-2020 - 00:00,87.47,152.49,72.46,83.5,56.57,40.75,5.03,1.27,8.65,1.08,8.3,6.0,2.5,2.42,25.38,54.46,0.42,237.03,750.01,140.17,0.0,14-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
14-Nov-2020 - 00:00,166.12,232.67,76.51,87.85,58.34,36.83,6.09,1.33,7.97,0.97,8.26,7.54,1.33,1.94,24.49,59.63,0.29,214.7,749.93,128.86,0.0,15-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
15-Nov-2020 - 00:00,135.0,227.78,67.52,72.56,45.68,30.33,5.68,1.33,7.69,0.92,7.35,6.49,2.06,1.79,24.04,62.4,0.22,161.28,755.39,137.94,0.0,16-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
16-Nov-2020 - 00:00,126.38,193.75,63.66,62.78,35.74,28.63,4.99,1.27,7.67,0.82,7.12,3.63,2.95,1.7,22.16,65.73,0.57,248.48,755.35,94.83,0.0,17-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
17-Nov-2020 - 00:00,45.22,86.46,54.48,47.98,23.25,26.16,4.28,0.86,7.83,0.7,4.53,5.08,1.15,1.26,23.01,63.14,0.74,282.68,753.86,167.67,0.0,18-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
18-Nov-2020 - 00:00,61.02,118.22,59.51,48.55,20.68,30.01,5.1,0.99,8.86,0.68,4.87,4.12,1.33,1.5,23.57,63.49,0.53,269.76,753.93,125.18,0.0,19-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
