from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
04-May-2020 - 00:00,23.76,59.94,12.47,0.58,6.85,37.36,16.23,1.48,58.83,0.18,1.41,2.63,166.55,32.63,55.4,740.31,05-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-May-2020 - 00:00,53.46,119.36,17.26,0.89,9.58,37.75,21.76,1.62,56.17,0.37,2.89,2.16,142.88,36.14,42.09,740.25,06-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-May-2020 - 00:00,50.67,171.34,16.32,0.45,8.83,36.5,13.8,2.31,61.7,0.32,3.97,2.58,167.38,34.83,42.89,740.24,07-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-May-2020 - 00:00,26.67,86.12,12.35,0.32,6.42,29.88,11.9,1.49,87.83,0.19,2.41,2.99,173.35,34.52,37.01,740.25,08-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-May-2020 - 00:00,47.1,118.02,12.95,0.41,6.95,35.76,14.05,1.76,74.21,0.26,2.72,2.31,202.42,36.93,41.33,740.19,09-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-May-2020 - 00:00,56.22,133.72,11.09,0.29,5.86,43.23,14.54,1.55,76.03,0.3,4.29,2.68,210.8,37.92,42.43,740.24,10-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-May-2020 - 00:00,42.11,89.47,12.82,0.39,6.95,41.7,12.83,1.48,66.13,0.19,2.11,4.51,195.19,32.67,53.34,740.21,11-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-May-2020 - 00:00,39.97,86.53,13.97,0.44,7.53,38.53,8.48,1.97,82.24,0.24,1.5,3.29,197.23,32.64,56.58,740.29,12-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-May-2020 - 00:00,38.61,86.83,13.39,0.4,7.15,40.66,14.22,2.23,89.73,0.22,1.92,3.1,170.2,34.89,49.26,740.3,13-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-May-2020 - 00:00,59.37,156.62,16.37,0.68,9.04,46.46,14.82,1.71,65.38,0.26,2.55,1.94,186.25,35.04,50.94,740.25,14-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-May-2020 - 00:00,44.49,115.01,26.07,1.29,14.67,41.56,14.37,1.74,56.93,0.19,1.98,2.13,215.02,36.03,45.96,740.24,15-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-May-2020 - 00:00,41.1,112.2,25.19,0.71,13.67,35.47,12.58,1.22,72.43,0.18,2.27,2.62,123.19,36.73,35.94,740.17,16-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-May-2020 - 00:00,71.92,147.28,32.05,2.5,17.89,34.89,13.18,1.81,94.83,0.24,2.36,2.31,127.83,37.86,30.77,740.05,17-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-May-2020 - 00:00,92.51,190.73,41.16,1.06,22.11,37.53,18.21,1.59,91.0,0.3,3.14,1.86,209.25,38.8,27.77,740.0,18-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-May-2020 - 00:00,104.35,205.33,49.44,4.01,28.11,34.95,22.91,1.47,75.42,0.4,4.13,1.94,168.14,38.88,25.69,740.0,19-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-May-2020 - 00:00,96.41,205.01,50.56,11.57,31.49,37.81,25.59,1.68,100.07,0.46,6.53,2.02,165.38,39.31,21.02,740.0,20-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-May-2020 - 00:00,55.91,156.89,42.03,2.49,23.31,38.06,14.19,1.7,91.56,0.32,3.63,2.49,120.55,38.58,20.23,740.0,21-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-May-2020 - 00:00,40.3,168.92,39.24,2.42,21.57,32.68,13.8,2.05,96.06,0.25,3.29,2.67,146.1,40.02,19.56,740.0,22-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-May-2020 - 00:00,81.2,217.0,57.01,10.59,35.51,33.44,28.75,2.05,80.88,0.44,4.41,1.86,216.26,41.45,20.28,739.81,23-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-May-2020 - 00:00,70.82,241.99,42.64,0.86,22.81,37.84,21.28,1.49,80.12,0.44,4.73,1.92,206.17,42.49,21.61,740.0,24-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-May-2020 - 00:00,49.69,220.7,33.15,1.01,17.76,42.19,14.89,1.68,75.47,0.3,3.12,2.33,146.26,42.99,22.56,740.0,25-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-May-2020 - 00:00,61.44,185.29,44.41,1.3,24.21,38.48,19.73,1.66,69.4,0.3,2.82,2.48,196.86,42.48,22.5,740.0,26-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-May-2020 - 00:00,37.31,205.08,48.68,8.82,32.43,33.07,10.95,1.82,49.62,0.32,4.47,2.66,224.48,43.49,20.91,740.0,27-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-May-2020 - 00:00,35.48,182.62,19.98,0.6,10.69,36.09,12.44,1.25,114.65,0.21,2.53,3.19,182.86,42.43,24.09,739.79,28-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-May-2020 - 00:00,29.95,278.64,9.57,0.43,5.24,49.87,11.3,1.33,70.71,0.13,1.39,6.38,190.24,37.44,45.36,739.97,29-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-May-2020 - 00:00,21.89,64.73,13.14,0.68,7.52,53.47,9.1,1.18,64.19,0.12,1.38,5.39,196.32,33.73,57.22,739.99,30-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-May-2020 - 00:00,18.85,50.21,12.42,0.75,7.21,83.43,9.82,,64.38,0.11,1.19,3.81,212.22,35.1,55.46,740.0,31-May-2020 - 00:00,"Sector-1, Noida - UPPCB"
31-May-2020 - 00:00,19.35,33.64,13.28,0.61,7.54,78.32,8.48,1.99,46.15,0.09,1.31,3.43,191.39,31.37,69.32,740.0,01-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Jun-2020 - 00:00,50.48,85.12,25.18,1.06,14.21,41.45,16.55,1.84,92.46,0.25,4.51,1.91,169.3,32.92,64.22,740.29,02-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Jun-2020 - 00:00,50.53,102.59,19.67,0.79,11.06,42.2,11.36,1.38,78.0,0.21,4.03,2.35,184.74,35.52,53.82,740.08,03-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Jun-2020 - 00:00,54.15,123.71,30.12,0.55,16.4,44.07,16.16,1.65,75.87,0.26,3.29,2.04,189.92,36.11,50.42,740.0,04-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Jun-2020 - 00:00,65.64,147.21,35.17,4.96,22.45,51.49,14.33,1.95,57.66,0.39,4.6,2.33,192.89,34.86,55.62,740.0,05-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Jun-2020 - 00:00,45.98,85.36,20.19,0.77,11.25,40.59,11.98,1.58,63.8,0.24,3.03,2.61,209.07,33.85,60.19,740.0,06-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Jun-2020 - 00:00,26.88,66.55,13.43,0.55,7.5,39.33,9.22,1.4,71.14,0.14,1.95,2.68,214.28,34.79,58.36,740.0,07-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Jun-2020 - 00:00,36.26,90.39,18.5,0.7,10.29,36.42,13.66,1.46,71.05,0.2,3.04,2.74,166.96,34.69,57.25,740.0,08-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Jun-2020 - 00:00,43.9,102.23,29.71,10.96,24.55,37.05,18.41,1.74,84.38,0.26,3.09,2.26,166.72,36.94,49.81,740.0,09-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-Jun-2020 - 00:00,58.3,145.28,46.07,28.18,44.5,41.03,16.51,1.96,72.87,0.28,4.6,1.82,180.21,39.69,44.34,740.0,10-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Jun-2020 - 00:00,60.31,168.38,49.87,8.19,32.72,43.37,18.64,2.02,70.61,0.33,4.24,1.86,227.88,39.5,48.59,739.96,11-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Jun-2020 - 00:00,43.9,154.73,30.09,0.71,16.52,54.18,12.46,2.22,87.08,0.28,4.25,1.74,167.98,40.94,43.31,739.94,12-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Jun-2020 - 00:00,53.37,164.98,25.77,0.63,14.22,49.59,12.91,1.95,84.54,0.27,3.31,2.02,192.14,41.28,43.61,739.61,13-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Jun-2020 - 00:00,48.63,167.23,22.66,0.81,12.69,42.77,9.57,2.08,54.59,0.23,3.28,2.69,194.82,37.59,56.6,739.78,14-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Jun-2020 - 00:00,,173.32,22.71,1.62,13.36,47.51,14.17,0.45,63.31,0.28,3.81,2.17,164.95,38.88,54.83,740.0,15-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Jun-2020 - 00:00,52.5,135.85,21.15,0.94,11.96,41.47,13.16,0.24,94.36,0.23,2.14,2.12,204.62,40.78,44.19,739.81,16-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Jun-2020 - 00:00,34.31,110.34,17.62,0.57,9.75,37.12,11.64,1.65,84.37,0.21,2.57,2.98,206.21,40.46,45.36,739.35,17-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Jun-2020 - 00:00,29.26,94.8,11.92,0.54,6.75,33.09,13.32,1.52,71.13,0.14,2.18,4.06,202.07,38.99,54.46,739.24,18-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Jun-2020 - 00:00,32.66,100.58,14.47,0.57,8.08,33.72,11.13,1.73,80.02,0.15,1.46,3.08,203.29,40.02,50.83,739.34,19-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Jun-2020 - 00:00,44.16,212.61,15.0,0.6,8.34,30.98,12.01,1.95,80.49,0.14,2.33,3.5,192.82,39.66,55.67,739.69,20-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Jun-2020 - 00:00,25.19,118.02,25.5,2.18,15.15,32.25,9.79,1.91,59.12,0.14,2.62,2.87,199.69,36.55,56.62,739.97,21-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Jun-2020 - 00:00,33.51,93.42,22.19,2.45,13.58,36.74,10.33,1.59,56.72,0.16,2.5,2.56,206.78,36.2,61.56,740.0,22-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Jun-2020 - 00:00,37.49,76.79,26.28,5.52,17.76,37.31,11.36,1.59,93.54,0.2,2.7,2.65,172.74,36.43,62.02,740.0,23-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Jun-2020 - 00:00,24.08,54.93,10.85,1.1,6.66,35.39,10.75,0.82,45.88,0.1,1.72,4.53,194.26,36.58,65.21,740.0,24-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Jun-2020 - 00:00,27.58,55.34,13.51,1.0,7.9,31.32,7.84,1.12,36.87,0.06,2.05,3.34,198.38,34.95,74.7,740.0,25-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Jun-2020 - 00:00,40.47,79.23,25.93,1.37,14.78,33.89,8.56,2.52,40.75,0.09,2.81,1.94,189.0,36.38,68.97,739.97,26-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Jun-2020 - 00:00,39.25,119.4,25.45,1.27,14.58,37.64,9.13,3.04,31.58,0.1,4.35,2.48,209.75,37.22,65.14,739.92,27-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Jun-2020 - 00:00,25.86,184.01,32.23,3.76,19.67,35.35,7.57,1.97,16.02,0.13,1.86,2.82,248.21,39.02,53.89,739.53,28-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Jun-2020 - 00:00,35.03,391.56,30.89,3.51,19.22,34.44,7.08,1.42,15.83,0.18,2.66,2.47,224.61,41.06,49.12,739.56,29-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Jun-2020 - 00:00,30.23,221.78,29.13,2.02,17.06,35.99,9.9,2.07,34.58,0.13,3.58,2.83,188.39,39.35,53.17,739.94,30-Jun-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Jun-2020 - 00:00,39.21,102.61,13.96,0.62,7.75,33.99,5.94,1.43,50.72,0.07,1.8,3.88,197.55,36.7,68.97,740.0,01-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Jul-2020 - 00:00,45.01,116.52,14.81,0.98,8.46,36.99,7.74,1.94,58.1,0.09,1.66,2.94,214.03,38.26,61.74,739.95,02-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Jul-2020 - 00:00,58.65,141.9,15.89,0.54,8.68,37.01,7.86,1.75,84.76,0.13,2.02,2.27,195.47,39.93,55.44,739.52,03-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Jul-2020 - 00:00,63.51,151.07,19.1,1.46,11.17,31.87,7.45,1.75,69.92,0.08,1.86,3.46,212.1,39.85,57.52,739.45,04-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Jul-2020 - 00:00,42.95,96.35,12.81,0.78,7.34,37.81,5.59,1.47,45.8,0.06,1.44,4.52,200.65,37.2,66.97,739.35,05-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Jul-2020 - 00:00,27.13,55.77,16.71,0.94,9.59,44.65,9.2,1.51,59.98,0.07,2.18,3.65,151.94,33.65,74.19,739.3,06-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Jul-2020 - 00:00,44.49,79.85,19.15,0.89,10.85,31.17,6.91,1.56,36.51,0.06,2.4,3.19,190.49,35.48,74.73,739.32,07-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Jul-2020 - 00:00,14.77,33.96,11.96,1.53,7.39,43.94,6.33,1.42,15.38,0.1,1.89,4.95,186.72,33.6,79.25,739.98,08-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Jul-2020 - 00:00,23.59,42.76,17.11,1.43,10.2,34.41,5.72,1.76,18.01,0.0,1.94,3.62,214.21,34.4,80.7,740.0,09-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-Jul-2020 - 00:00,32.11,63.31,27.36,1.27,15.54,32.65,8.07,2.08,44.34,0.05,2.13,1.81,230.34,37.25,68.28,739.69,10-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Jul-2020 - 00:00,21.95,79.25,23.16,1.32,13.4,37.34,6.23,2.22,35.98,0.16,2.2,2.57,223.08,38.64,60.9,739.31,11-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Jul-2020 - 00:00,17.81,52.61,15.07,0.61,8.43,34.81,17.31,1.89,64.89,0.07,1.98,3.02,185.72,35.84,68.14,739.39,12-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Jul-2020 - 00:00,17.84,53.07,15.85,0.92,9.05,34.59,8.07,1.39,61.16,0.08,2.65,3.13,141.33,35.11,65.2,739.61,13-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Jul-2020 - 00:00,24.33,126.78,23.94,2.3,14.46,37.06,9.18,1.06,60.38,0.17,2.88,2.13,169.52,37.15,58.99,739.57,14-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Jul-2020 - 00:00,29.14,160.98,25.93,3.43,16.46,41.26,14.54,1.58,58.34,0.11,2.47,2.4,192.8,38.53,59.29,740.0,15-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Jul-2020 - 00:00,34.8,91.92,13.96,0.95,8.1,39.25,39.79,1.31,49.69,0.06,1.91,4.36,190.23,36.83,67.86,740.0,16-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Jul-2020 - 00:00,29.4,65.82,17.97,1.05,10.38,37.63,43.94,1.43,29.09,0.07,2.52,3.94,189.39,36.42,70.52,739.82,17-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Jul-2020 - 00:00,46.17,78.67,18.62,0.8,10.5,36.81,30.94,1.42,31.02,0.01,2.45,3.83,196.32,36.7,72.23,740.0,18-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Jul-2020 - 00:00,35.14,65.7,15.3,0.81,8.74,35.54,39.58,1.65,26.75,0.03,2.45,3.43,194.44,36.22,74.26,740.0,19-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Jul-2020 - 00:00,29.05,49.61,25.79,1.38,14.8,38.66,8.09,1.68,28.51,0.07,2.63,1.97,192.83,34.82,78.26,739.69,20-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Jul-2020 - 00:00,16.23,44.09,25.1,1.13,14.03,38.19,5.59,2.44,64.2,0.11,2.25,2.26,208.02,33.71,73.98,739.33,21-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Jul-2020 - 00:00,23.09,35.91,23.47,1.99,13.73,33.77,6.99,2.22,38.25,0.12,3.93,2.67,202.93,31.36,86.14,739.79,22-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Jul-2020 - 00:00,18.46,35.0,30.62,1.66,17.61,32.81,5.4,1.96,16.19,0.16,4.01,1.93,172.15,31.36,88.59,740.0,23-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Jul-2020 - 00:00,39.47,78.47,37.54,3.39,22.59,35.5,6.51,1.99,47.5,0.28,4.95,1.62,191.96,34.43,73.28,740.0,24-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Jul-2020 - 00:00,40.43,76.36,18.93,1.17,10.91,34.16,18.11,1.0,31.23,0.14,3.32,3.01,194.28,34.72,75.47,740.0,25-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Jul-2020 - 00:00,29.88,51.1,9.93,0.9,5.94,24.23,3.37,1.07,16.79,0.13,2.22,3.24,190.43,34.39,80.97,740.05,26-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Jul-2020 - 00:00,35.88,69.77,13.43,0.63,7.63,40.21,5.23,1.55,26.51,0.15,1.88,1.76,206.17,36.22,71.74,740.17,27-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Jul-2020 - 00:00,30.83,91.62,25.76,1.68,15.05,47.56,5.67,1.79,16.83,0.35,4.08,2.51,216.03,38.15,62.99,740.0,28-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Jul-2020 - 00:00,22.02,77.52,27.28,1.35,15.6,44.92,6.25,1.85,12.63,0.25,3.41,2.54,215.32,38.55,61.22,740.0,29-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Jul-2020 - 00:00,20.75,57.33,28.69,1.55,16.52,47.85,10.43,1.64,12.92,0.56,4.96,2.7,225.69,34.61,74.62,740.0,30-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Jul-2020 - 00:00,16.33,46.33,23.27,0.99,13.08,39.25,7.48,1.82,25.4,0.41,8.56,2.43,210.45,34.01,76.06,740.0,31-Jul-2020 - 00:00,"Sector-1, Noida - UPPCB"
31-Jul-2020 - 00:00,36.02,71.19,25.1,2.06,14.96,38.56,12.77,2.06,20.74,0.81,8.45,2.01,200.84,35.17,78.33,740.0,01-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Aug-2020 - 00:00,28.27,56.94,25.79,1.36,14.73,40.57,14.09,1.66,22.03,0.45,7.55,2.23,232.29,34.31,79.82,740.0,02-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Aug-2020 - 00:00,20.49,59.75,29.14,3.28,18.16,40.55,7.37,1.81,17.01,0.46,5.99,2.18,197.84,36.7,70.06,739.7,03-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Aug-2020 - 00:00,20.15,75.36,33.41,3.93,20.97,42.84,7.13,1.91,14.85,0.36,4.59,2.66,236.16,37.79,64.9,739.17,04-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Aug-2020 - 00:00,20.79,67.47,19.65,1.55,11.67,35.28,10.7,1.53,25.26,0.41,5.91,2.61,166.11,37.43,63.74,739.0,05-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Aug-2020 - 00:00,37.4,82.96,28.76,1.63,16.48,38.2,17.3,1.84,21.93,0.67,7.34,2.57,161.82,35.82,76.09,739.0,06-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Aug-2020 - 00:00,13.57,53.74,15.44,1.44,9.35,36.0,71.59,1.63,10.9,0.28,4.61,5.91,181.45,37.06,65.92,739.59,07-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Aug-2020 - 00:00,22.53,49.71,14.64,1.22,8.68,22.69,49.49,1.68,18.23,0.25,5.86,4.26,198.52,35.7,72.93,740.0,08-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Aug-2020 - 00:00,43.45,81.23,23.53,0.88,13.16,24.04,7.53,1.36,25.38,0.86,5.51,1.46,238.49,37.65,66.42,739.8,09-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
09-Aug-2020 - 00:00,29.78,62.43,18.91,1.29,11.0,35.15,7.45,1.75,24.75,0.98,5.57,2.29,178.85,35.4,78.7,739.53,10-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
10-Aug-2020 - 00:00,25.39,49.51,12.56,1.42,7.8,35.3,6.88,1.64,13.51,1.12,3.55,2.73,223.12,35.08,81.28,739.97,11-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
11-Aug-2020 - 00:00,45.4,87.86,22.06,1.27,12.69,33.51,7.24,0.72,23.98,1.15,7.07,1.88,228.22,35.77,79.1,739.81,12-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
12-Aug-2020 - 00:00,18.03,62.8,22.74,1.89,13.63,37.39,9.67,1.78,10.05,0.74,3.42,2.71,214.5,36.08,76.31,739.41,13-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
13-Aug-2020 - 00:00,13.86,30.6,25.09,2.49,15.36,38.58,13.89,1.68,10.25,0.4,10.04,2.6,183.68,32.18,91.41,739.1,14-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
14-Aug-2020 - 00:00,16.08,40.19,21.32,2.93,13.71,28.56,67.42,1.81,9.99,0.36,10.72,3.36,182.2,33.41,86.55,739.15,15-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
15-Aug-2020 - 00:00,27.87,44.38,11.67,1.17,7.1,24.74,21.23,1.37,18.29,0.17,4.43,2.85,213.49,34.79,81.82,739.25,16-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
16-Aug-2020 - 00:00,13.89,31.21,13.68,1.32,8.35,29.38,13.2,1.5,15.16,0.19,4.84,3.02,213.28,35.14,80.09,739.47,17-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
17-Aug-2020 - 00:00,21.89,44.06,24.96,3.25,15.9,33.84,9.34,1.74,13.23,0.45,12.26,2.59,212.79,34.96,84.81,739.49,18-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
18-Aug-2020 - 00:00,21.14,56.68,31.65,3.73,19.86,38.98,7.15,1.7,11.37,0.41,10.12,1.95,242.45,35.17,82.75,739.74,19-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
19-Aug-2020 - 00:00,16.57,35.54,40.03,7.22,27.15,34.98,5.76,1.4,7.93,0.54,14.68,2.21,215.34,31.71,93.25,739.37,20-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
20-Aug-2020 - 00:00,19.56,29.78,34.33,6.02,23.02,31.3,6.53,1.99,20.35,0.49,17.42,2.72,183.7,30.87,92.61,740.0,21-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
21-Aug-2020 - 00:00,16.32,39.96,28.26,10.19,23.31,28.62,8.45,1.71,11.71,0.49,23.51,3.03,172.44,33.39,81.66,740.0,22-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
22-Aug-2020 - 00:00,9.32,30.31,16.79,2.42,10.89,28.97,7.92,1.37,15.92,0.3,11.14,4.85,170.02,34.4,75.0,740.0,23-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
23-Aug-2020 - 00:00,10.55,27.32,13.27,2.02,8.66,28.12,29.32,1.31,18.56,0.17,6.06,5.07,142.94,33.8,81.14,740.0,24-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
24-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,25-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
25-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,26-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
26-Aug-2020 - 00:00,8.25,55.39,41.57,15.63,34.76,30.61,7.34,3.42,24.85,0.44,8.52,2.52,3.62,36.47,67.36,740.0,27-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
27-Aug-2020 - 00:00,16.04,58.57,33.89,7.02,23.61,29.7,6.89,4.14,29.35,0.44,8.66,1.94,4.5,35.66,71.02,740.08,28-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
28-Aug-2020 - 00:00,28.84,69.78,51.14,18.26,42.03,36.17,10.62,1.88,14.1,0.85,14.4,1.85,4.25,32.89,87.22,740.0,29-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
29-Aug-2020 - 00:00,32.55,70.62,27.66,5.4,19.1,31.79,49.09,1.74,13.89,0.52,11.47,2.49,9.01,34.47,78.52,740.0,30-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
30-Aug-2020 - 00:00,29.16,54.44,26.56,2.01,15.56,54.86,55.59,,2.02,1.19,2.13,4.66,12.35,33.19,83.06,740.0,31-Aug-2020 - 00:00,"Sector-1, Noida - UPPCB"
31-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,01-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
01-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,02-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
02-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,03-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
03-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,04-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
04-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,05-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
05-Sep-2020 - 00:00,18.14,53.07,36.57,4.95,23.26,34.76,5.95,0.31,34.91,0.02,0.22,2.57,15.68,34.63,73.66,740.0,06-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
06-Sep-2020 - 00:00,31.47,70.76,30.15,4.03,19.24,14.96,4.08,,39.46,,0.01,1.76,10.4,34.36,76.77,740.01,07-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
07-Sep-2020 - 00:00,49.45,114.71,35.58,6.71,24.39,14.17,4.72,,23.34,,0.0,1.81,8.94,34.68,76.7,740.15,08-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
08-Sep-2020 - 00:00,30.07,77.79,31.56,4.49,20.58,26.33,3.7,,12.65,,0.0,2.1,10.12,35.47,69.95,740.21,09-Sep-2020 - 00:00,"Sector-1, Noida - UPPCB"
