from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,to date,station
12-Apr-2020 - 00:00,30.99,0.46,27.87,1.04,16.33,9.06,20.23,8.53,28.55,55.29,0.0,0.0,0.0,24.33,47.46,0.93,78.2,146.42,710.67,13-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Apr-2020 - 00:00,30.77,0.33,31.82,0.63,16.48,8.91,16.06,2.93,32.61,65.94,0.0,0.0,0.0,24.52,42.45,1.09,89.7,121.09,709.77,14-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Apr-2020 - 00:00,31.17,0.3,32.44,0.57,18.03,9.73,28.39,5.94,33.4,76.4,0.0,0.0,0.0,24.5,39.64,0.99,102.38,135.56,710.03,15-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Apr-2020 - 00:00,31.2,0.27,31.82,0.62,15.94,8.65,14.54,3.11,28.51,65.36,0.0,0.0,0.0,24.63,39.32,1.2,77.84,140.04,710.46,16-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Apr-2020 - 00:00,31.01,0.35,30.97,0.66,17.85,9.69,16.53,3.68,33.59,71.27,0.0,0.0,0.0,24.72,42.97,1.06,96.5,140.17,709.38,17-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Apr-2020 - 00:00,30.96,0.37,28.13,0.74,19.18,10.51,33.77,9.91,32.71,75.54,0.0,0.0,0.0,24.3,48.58,1.3,116.21,136.53,708.99,18-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Apr-2020 - 00:00,31.28,0.53,25.42,0.9,18.52,10.21,25.45,5.12,32.21,62.95,0.0,0.0,0.0,24.11,56.0,0.85,135.52,128.01,709.38,19-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Apr-2020 - 00:00,31.06,0.38,25.62,0.77,16.08,8.88,36.66,9.77,25.79,54.03,0.0,0.0,0.0,23.65,55.48,1.22,122.59,122.93,709.96,20-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Apr-2020 - 00:00,31.03,0.33,23.68,1.67,20.76,11.99,37.18,14.35,24.41,57.25,0.0,0.0,0.0,23.58,55.43,1.1,130.35,116.42,709.47,21-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Apr-2020 - 00:00,31.0,0.41,23.99,1.38,30.24,17.11,61.57,19.39,25.29,55.14,0.0,0.0,0.0,24.1,52.95,1.03,146.68,116.88,709.09,22-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Apr-2020 - 00:00,31.26,0.33,25.76,0.78,18.82,10.37,46.07,8.28,22.15,46.82,0.0,0.0,0.0,24.6,49.44,1.27,101.92,127.12,708.53,23-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Apr-2020 - 00:00,31.13,0.32,24.68,0.75,15.93,8.81,27.29,6.24,22.98,56.71,0.0,0.0,0.0,24.77,53.28,1.2,121.86,118.17,708.16,24-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Apr-2020 - 00:00,30.9,0.33,24.04,0.76,15.12,8.39,27.37,3.73,24.85,51.52,0.0,0.0,0.0,24.29,59.31,1.03,91.04,118.6,707.75,25-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Apr-2020 - 00:00,30.64,0.46,25.24,1.78,15.52,9.44,24.76,7.76,28.38,67.68,0.15,2.8,0.01,24.81,50.09,1.49,142.98,138.34,707.52,26-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Apr-2020 - 00:00,30.16,0.32,22.78,2.43,10.08,7.33,33.88,3.28,23.57,47.85,0.08,0.71,0.01,24.4,59.27,0.76,109.46,149.14,708.17,27-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Apr-2020 - 00:00,30.14,0.29,24.51,2.28,10.09,7.22,21.96,3.01,18.02,48.96,0.1,0.96,0.0,24.33,54.46,1.21,131.9,155.77,708.68,28-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Apr-2020 - 00:00,30.24,0.3,20.73,2.41,9.14,6.83,23.66,3.61,18.28,45.77,0.08,0.76,0.0,22.84,66.94,1.32,124.92,140.46,709.16,29-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Apr-2020 - 00:00,30.48,0.29,26.21,2.53,12.46,8.68,17.76,4.85,13.02,35.81,0.09,0.65,0.06,23.8,54.79,0.81,95.29,59.95,708.74,30-Apr-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Apr-2020 - 00:00,30.62,0.29,29.25,2.25,14.74,9.68,16.34,4.8,18.98,48.57,0.13,1.41,0.05,24.5,49.82,1.23,79.7,60.09,708.92,01-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-May-2020 - 00:00,30.57,0.36,25.68,2.61,14.42,9.8,19.75,5.65,21.12,51.5,0.15,3.52,0.0,23.29,56.57,1.81,121.69,60.16,708.88,02-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-May-2020 - 00:00,30.41,0.44,23.49,2.43,14.63,9.75,18.92,22.64,22.3,43.45,0.14,0.67,0.01,22.68,59.12,1.44,175.38,35.55,707.73,03-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-May-2020 - 00:00,30.56,0.4,26.65,2.81,20.97,13.43,27.69,10.0,33.85,83.09,0.36,6.06,0.01,25.33,47.56,1.1,149.73,66.49,707.45,04-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-May-2020 - 00:00,30.6,0.37,28.67,2.58,15.77,10.49,22.11,5.9,26.57,71.94,0.19,1.95,0.06,25.21,47.47,1.51,119.14,70.47,708.14,05-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-May-2020 - 00:00,30.68,0.38,28.37,2.47,14.59,9.78,20.82,4.81,30.35,74.09,0.13,1.92,0.11,25.28,51.74,0.92,95.81,70.82,707.75,06-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-May-2020 - 00:00,30.59,0.3,24.4,2.67,13.05,9.12,21.86,5.24,25.65,62.46,0.14,1.39,0.01,24.58,56.07,1.33,118.94,66.06,707.59,07-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-May-2020 - 00:00,30.5,0.31,21.77,2.66,12.45,8.79,22.11,3.42,25.48,57.21,0.09,0.78,0.02,23.99,62.65,0.98,94.03,53.19,708.17,08-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-May-2020 - 00:00,30.5,0.31,21.83,2.39,16.58,10.76,28.04,7.62,29.29,77.79,0.33,5.45,0.02,23.76,59.0,1.27,105.16,42.51,708.51,09-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-May-2020 - 00:00,30.74,0.33,23.81,2.43,15.56,10.25,22.37,6.37,23.66,64.86,0.18,3.99,0.04,24.34,56.3,1.08,108.17,62.64,708.5,10-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-May-2020 - 00:00,30.71,0.42,22.28,2.5,20.64,13.01,19.75,3.08,23.05,55.19,0.18,5.49,0.06,22.72,60.59,1.03,134.24,36.77,709.15,11-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-May-2020 - 00:00,30.69,0.4,26.04,2.46,23.76,14.64,26.81,15.61,31.44,76.94,0.36,10.34,0.05,23.59,53.85,1.21,125.99,65.61,709.24,12-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-May-2020 - 00:00,30.81,0.41,22.67,2.96,24.2,15.28,30.18,10.67,33.04,79.34,0.32,6.38,0.34,24.29,53.29,0.8,164.41,71.61,708.34,13-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-May-2020 - 00:00,30.73,0.29,23.55,3.08,16.17,11.1,19.67,3.95,18.71,58.12,0.13,1.37,1.02,24.59,49.99,0.77,147.01,60.8,707.85,14-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-May-2020 - 00:00,31.01,0.31,22.23,2.55,13.71,9.36,21.22,3.53,18.15,52.36,0.1,1.07,0.04,24.81,54.25,0.93,140.91,68.05,707.59,15-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-May-2020 - 00:00,30.65,0.27,22.55,2.67,16.53,10.97,22.12,11.58,19.28,59.97,0.17,4.43,0.01,24.88,49.9,0.86,135.89,71.62,707.03,16-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-May-2020 - 00:00,30.62,0.33,25.19,2.62,19.21,12.35,23.56,13.6,25.89,74.31,0.24,6.4,0.07,23.96,55.32,1.16,151.23,71.91,706.79,17-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-May-2020 - 00:00,30.4,0.47,26.24,2.35,16.79,10.85,22.06,7.98,25.2,68.4,0.19,4.34,0.03,24.21,55.35,0.91,121.29,53.19,705.91,18-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-May-2020 - 00:00,30.52,0.37,26.96,2.67,19.98,12.8,31.17,21.83,28.16,78.53,0.55,6.68,0.04,24.8,49.64,1.58,143.83,62.82,704.21,19-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-May-2020 - 00:00,30.51,0.52,25.19,2.69,23.64,14.76,29.84,26.16,45.94,130.95,0.49,13.49,0.02,24.94,44.81,1.57,99.97,63.77,703.3,20-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-May-2020 - 00:00,30.64,0.39,21.16,3.68,28.07,17.92,129.25,37.0,43.73,154.4,0.83,20.77,0.04,25.5,39.57,1.81,125.95,74.94,703.59,21-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-May-2020 - 00:00,30.68,0.4,17.6,4.23,28.48,18.59,179.85,49.19,49.28,148.22,2.05,33.4,0.02,24.35,43.76,1.93,122.96,89.15,704.96,22-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-May-2020 - 00:00,31.09,0.42,25.51,2.48,21.13,13.25,33.0,11.87,29.31,133.29,0.33,7.15,0.06,27.16,32.86,1.45,63.06,84.41,706.06,23-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-May-2020 - 00:00,30.97,0.49,24.96,2.86,25.58,15.93,33.93,16.18,48.0,148.12,0.46,8.89,0.22,33.09,35.52,0.93,114.32,75.03,706.02,24-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-May-2020 - 00:00,30.59,0.46,30.42,2.56,19.49,12.44,32.47,10.46,45.01,127.76,0.24,3.97,0.07,36.98,45.14,0.48,189.06,64.91,706.53,25-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-May-2020 - 00:00,30.85,0.39,26.42,2.58,12.8,8.91,29.93,6.22,33.54,93.33,0.12,1.15,0.01,36.08,52.27,1.05,175.6,67.64,707.4,26-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-May-2020 - 00:00,31.01,0.51,26.05,2.47,13.18,9.03,24.96,8.07,33.77,85.95,0.17,1.86,0.04,36.29,50.68,1.2,161.53,68.55,707.49,27-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-May-2020 - 00:00,31.75,0.39,24.87,2.73,13.79,9.55,21.82,4.94,31.9,86.0,0.14,1.82,0.0,35.66,49.94,1.18,170.33,93.56,707.58,28-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-May-2020 - 00:00,29.85,0.62,22.28,1.99,7.48,4.7,15.82,7.17,22.42,74.0,0.17,2.08,0.0,39.81,36.06,0.92,97.56,45.44,704.31,29-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-May-2020 - 00:00,30.51,0.52,20.24,2.44,15.57,9.75,78.68,16.54,26.38,107.52,0.72,6.8,0.02,37.91,41.46,1.57,176.54,51.64,705.28,30-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-May-2020 - 00:00,29.59,0.24,20.92,2.47,11.16,7.94,21.25,7.05,20.43,65.52,0.4,2.97,0.0,34.33,53.3,1.55,140.95,47.19,707.47,31-May-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-May-2020 - 00:00,29.77,0.33,18.27,2.45,16.99,11.03,22.72,3.57,22.23,57.41,0.09,1.39,0.13,32.06,67.06,1.39,163.93,54.01,708.32,01-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Jun-2020 - 00:00,28.65,0.39,18.46,3.33,22.58,14.58,29.54,6.44,28.37,70.64,0.24,8.18,0.12,31.44,70.72,0.93,152.87,49.6,708.7,02-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Jun-2020 - 00:00,26.79,0.24,17.01,3.24,14.7,10.46,37.31,3.05,17.76,43.27,0.16,3.24,0.05,25.7,71.67,1.16,198.48,52.16,707.01,03-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Jun-2020 - 00:00,28.33,0.44,19.06,3.15,13.29,9.63,42.46,5.01,11.24,39.73,0.07,4.08,0.0,22.71,69.84,1.98,257.02,73.05,706.25,04-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Jun-2020 - 00:00,29.97,0.21,15.36,2.6,10.64,7.77,31.9,6.87,14.4,38.69,0.08,1.45,0.01,22.55,67.33,3.03,254.4,63.64,706.46,05-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Jun-2020 - 00:00,29.83,0.25,14.65,3.0,18.12,12.07,41.83,13.92,25.49,71.62,0.47,4.21,0.02,23.17,62.52,2.06,269.44,77.78,706.75,06-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Jun-2020 - 00:00,30.26,0.27,13.11,3.95,17.86,12.71,70.96,30.11,32.36,106.73,0.59,10.04,0.06,23.77,57.57,2.18,237.39,79.17,706.42,07-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Jun-2020 - 00:00,30.13,0.28,13.56,3.97,15.3,11.37,65.04,24.08,26.06,94.39,0.7,16.14,0.03,23.76,59.11,2.59,138.78,63.98,705.95,08-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Jun-2020 - 00:00,30.01,0.26,12.24,4.27,19.41,13.79,64.51,27.08,27.16,106.17,0.68,13.21,0.02,23.84,56.95,2.76,120.21,73.1,706.05,09-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Jun-2020 - 00:00,30.49,0.25,14.64,3.7,14.25,10.58,63.62,23.37,25.08,80.45,0.71,13.89,0.02,23.98,57.72,2.12,173.16,78.28,705.67,10-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Jun-2020 - 00:00,30.3,0.29,12.24,3.26,13.31,9.73,35.09,9.92,23.81,49.8,0.41,5.97,0.01,21.9,79.29,1.96,178.03,56.01,705.46,11-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Jun-2020 - 00:00,30.11,0.28,11.47,3.79,21.27,14.39,51.7,13.62,34.68,76.46,1.03,13.57,0.22,21.15,85.91,2.36,144.01,32.71,704.06,12-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Jun-2020 - 00:00,30.32,0.24,14.61,3.82,16.39,11.83,74.08,9.54,26.84,61.67,1.19,7.96,0.02,21.4,81.96,2.53,127.21,43.1,703.26,13-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Jun-2020 - 00:00,30.39,0.19,11.83,3.0,12.28,8.98,18.73,5.91,8.99,25.68,0.08,0.63,0.01,22.05,74.64,2.06,91.21,53.41,703.59,14-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Jun-2020 - 00:00,30.15,0.23,11.61,3.28,15.32,10.81,32.27,12.82,15.04,38.4,0.27,3.99,0.0,22.42,72.91,2.42,65.14,53.19,704.59,15-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Jun-2020 - 00:00,30.2,0.28,9.66,3.77,15.33,11.22,27.41,10.67,15.93,44.52,0.35,4.67,0.12,22.33,75.76,2.84,97.94,49.38,704.45,16-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Jun-2020 - 00:00,30.4,0.2,10.12,2.61,8.29,6.53,14.96,4.57,7.32,18.15,0.02,0.3,0.0,21.66,81.14,2.86,145.69,44.53,703.94,17-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Jun-2020 - 00:00,30.22,0.21,10.16,3.15,13.39,9.69,18.39,7.23,12.67,25.98,0.09,1.55,0.0,21.44,81.77,2.84,273.08,39.66,704.67,18-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Jun-2020 - 00:00,30.39,0.2,10.27,3.11,10.87,8.31,18.04,5.84,14.17,38.18,0.11,1.21,0.0,21.48,80.94,3.1,236.36,48.81,705.84,19-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Jun-2020 - 00:00,30.3,0.3,9.11,5.76,22.76,16.79,62.45,19.27,28.06,85.83,1.23,16.2,0.03,22.24,76.01,3.07,159.92,61.67,706.35,20-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Jun-2020 - 00:00,30.27,0.24,10.29,4.77,14.91,11.81,76.57,21.16,30.31,99.39,0.76,10.42,0.04,22.46,73.36,3.13,180.17,77.15,706.38,21-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Jun-2020 - 00:00,29.81,0.29,9.22,6.29,20.52,16.03,92.69,21.26,36.59,120.09,0.79,18.38,0.1,21.76,79.08,2.74,254.95,78.04,705.55,22-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Jun-2020 - 00:00,29.91,0.23,9.96,4.53,13.07,10.64,56.99,17.47,29.5,96.2,0.91,10.51,0.07,22.4,72.07,2.73,227.27,104.8,704.56,23-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Jun-2020 - 00:00,30.4,0.18,10.34,5.24,13.62,11.5,35.77,12.61,20.79,54.9,0.39,5.28,0.0,22.49,71.91,2.74,206.84,183.19,705.79,24-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Jun-2020 - 00:00,30.9,0.23,14.92,3.55,6.78,6.53,19.12,11.0,13.0,56.0,0.1,2.6,0.0,23.8,63.5,1.58,111.0,428.17,707.0,25-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Jun-2020 - 00:00,30.27,0.31,18.25,2.28,11.33,7.88,15.73,3.92,22.41,51.67,0.08,1.74,0.06,24.01,59.19,,110.36,174.21,705.31,26-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Jun-2020 - 00:00,30.73,0.29,13.5,2.76,11.82,8.53,15.95,4.02,26.17,60.97,0.07,1.44,0.05,21.99,65.52,0.88,154.18,79.24,705.79,27-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Jun-2020 - 00:00,30.07,0.29,11.87,3.05,14.44,10.16,18.29,5.54,23.47,45.58,0.09,2.88,0.07,21.33,69.81,2.45,158.97,110.11,705.68,28-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Jun-2020 - 00:00,30.53,0.3,11.92,3.99,18.75,13.21,19.13,10.3,25.91,54.25,0.35,6.0,0.09,21.06,75.07,3.01,185.29,119.06,706.15,29-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Jun-2020 - 00:00,30.54,0.28,10.73,3.97,22.39,15.13,24.93,11.35,20.85,59.82,0.64,7.43,0.1,21.2,75.12,2.5,152.6,100.81,705.44,30-Jun-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Jun-2020 - 00:00,29.96,0.29,10.21,3.16,19.89,13.14,18.94,6.18,21.78,71.1,0.25,4.89,0.13,21.79,72.34,2.45,234.9,126.39,705.1,01-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Jul-2020 - 00:00,29.8,0.18,9.87,3.53,13.96,10.3,19.22,8.71,12.36,42.09,0.08,3.31,0.01,21.95,70.18,4.24,201.55,140.49,705.29,02-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Jul-2020 - 00:00,30.07,0.22,8.35,4.58,14.09,11.22,32.19,15.47,14.55,36.19,0.58,6.74,0.01,21.23,75.95,5.71,109.32,126.51,704.68,03-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Jul-2020 - 00:00,29.93,0.19,7.4,4.42,13.89,10.98,24.12,14.97,13.39,26.16,0.12,2.94,0.01,20.98,79.16,5.86,187.02,94.56,704.4,04-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Jul-2020 - 00:00,30.0,0.25,8.67,3.62,15.18,11.01,23.02,12.03,16.55,32.86,0.17,3.16,0.01,20.42,81.74,5.87,214.23,71.32,703.92,05-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Jul-2020 - 00:00,29.84,0.2,7.4,4.47,20.58,14.58,21.78,18.78,20.15,40.32,0.24,3.35,0.0,20.24,81.03,5.99,230.74,63.89,703.85,06-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Jul-2020 - 00:00,29.94,0.16,7.61,4.23,17.07,12.52,12.85,12.21,21.5,49.05,0.07,1.06,0.0,20.51,80.68,5.37,274.0,67.65,704.12,07-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Jul-2020 - 00:00,29.92,0.14,8.92,2.84,6.35,5.69,10.46,4.24,11.24,34.35,0.02,0.3,0.0,21.36,72.6,5.53,257.28,102.82,705.26,08-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Jul-2020 - 00:00,30.4,0.2,8.4,3.65,9.36,7.95,20.39,7.23,8.89,28.16,0.09,3.33,0.01,21.12,76.88,4.67,222.09,105.34,706.47,09-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Jul-2020 - 00:00,29.74,0.16,7.49,4.28,15.87,11.92,22.11,6.85,12.26,28.03,0.12,3.0,0.01,20.64,79.58,5.06,237.18,99.62,706.06,10-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Jul-2020 - 00:00,29.83,0.2,8.26,4.49,17.91,13.18,19.08,13.81,15.76,35.31,0.24,6.76,0.05,19.97,79.9,4.39,212.44,67.89,706.57,11-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Jul-2020 - 00:00,29.53,0.24,7.45,6.06,16.83,13.89,19.25,8.98,19.5,45.94,0.2,5.05,0.08,20.54,78.9,4.51,185.2,105.36,706.3,12-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Jul-2020 - 00:00,29.83,0.19,8.26,4.26,13.77,10.79,26.05,13.9,20.21,51.57,0.48,4.73,0.03,21.1,74.46,4.58,201.99,111.31,706.41,13-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Jul-2020 - 00:00,29.83,0.39,7.62,5.52,21.06,15.69,20.24,11.23,19.86,53.95,0.54,4.81,0.28,21.04,75.52,3.47,158.58,98.36,705.78,14-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Jul-2020 - 00:00,29.94,0.17,7.88,3.93,13.75,10.51,32.11,7.9,16.59,35.54,0.26,4.93,0.04,20.44,80.69,4.42,179.33,75.82,705.31,15-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Jul-2020 - 00:00,29.97,0.19,7.64,5.15,15.02,12.18,36.86,8.71,16.99,29.67,0.48,8.16,0.02,19.52,90.25,4.08,202.46,46.83,704.24,16-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Jul-2020 - 00:00,29.17,0.11,8.45,3.48,14.43,10.51,13.82,6.86,9.0,24.43,0.08,1.13,0.01,19.8,81.72,6.39,250.78,92.25,703.34,17-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Jul-2020 - 00:00,29.39,0.15,8.73,2.88,6.51,5.8,12.24,3.6,8.36,28.24,0.01,0.31,0.0,20.45,77.14,5.0,249.66,117.48,704.44,18-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Jul-2020 - 00:00,29.56,0.18,8.57,3.1,11.11,8.44,15.28,5.83,14.06,43.7,0.12,1.3,0.02,21.06,74.78,3.73,237.53,125.5,705.67,19-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Jul-2020 - 00:00,29.79,0.19,7.43,4.42,15.65,11.92,22.11,9.96,21.26,45.98,0.49,6.32,0.03,20.66,80.11,3.71,146.25,120.08,706.5,20-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Jul-2020 - 00:00,30.42,0.25,8.2,5.95,18.12,14.63,31.89,12.4,20.34,49.52,0.37,7.69,0.1,20.72,80.61,2.5,195.13,84.04,706.1,21-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Jul-2020 - 00:00,29.58,0.21,8.53,3.1,13.62,9.76,19.31,4.3,12.15,36.8,0.39,2.18,0.03,21.52,72.08,3.1,222.09,140.24,706.59,22-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Jul-2020 - 00:00,29.81,0.28,6.98,4.17,18.69,13.33,28.33,4.93,19.44,45.43,0.36,5.14,0.18,21.14,76.43,2.23,196.68,86.99,707.1,23-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Jul-2020 - 00:00,29.11,0.29,5.95,8.55,25.95,20.76,22.91,6.41,25.43,44.51,0.29,6.87,0.17,19.77,86.47,2.3,187.64,40.51,706.84,24-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Jul-2020 - 00:00,29.17,0.33,7.58,4.46,20.05,14.29,16.94,5.63,18.71,42.16,0.23,2.5,0.18,20.33,78.79,2.34,226.41,90.6,707.19,25-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Jul-2020 - 00:00,29.84,0.4,7.19,7.93,27.36,21.0,17.39,7.45,24.03,55.97,0.25,3.78,0.36,20.29,80.23,2.0,232.98,92.15,708.04,26-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
