from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,to date,station
26-Jul-2020 - 00:00,28.97,0.2,8.1,3.42,13.11,9.75,13.92,4.65,11.73,29.85,0.07,0.76,0.02,21.13,72.0,3.52,254.38,152.66,708.38,27-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Jul-2020 - 00:00,29.5,0.22,7.77,6.57,20.35,16.17,48.36,25.84,20.62,55.26,0.62,13.47,0.04,21.12,73.17,4.73,71.97,159.82,707.83,28-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Jul-2020 - 00:00,29.28,0.17,6.71,5.77,17.56,14.03,33.46,27.13,26.93,71.39,0.59,16.52,0.16,20.8,77.72,4.02,70.43,126.85,706.46,29-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Jul-2020 - 00:00,28.87,0.36,7.21,4.94,20.67,15.01,31.26,8.97,20.45,42.12,0.37,6.93,0.16,20.47,80.97,2.58,136.91,116.8,705.52,30-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Jul-2020 - 00:00,29.35,0.37,8.78,5.39,22.51,16.36,25.39,3.77,22.73,46.14,0.05,3.57,0.18,21.21,79.24,2.03,211.96,148.69,705.49,31-Jul-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Jul-2020 - 00:00,29.72,0.35,8.66,5.49,20.97,15.62,20.83,3.86,19.7,44.37,0.03,3.1,0.16,21.08,80.15,1.84,199.98,96.32,705.51,01-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Aug-2020 - 00:00,30.8,0.55,10.44,11.97,28.36,24.82,28.3,7.07,29.11,57.06,0.24,8.48,0.48,20.84,81.86,2.1,198.85,105.53,705.92,02-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Aug-2020 - 00:00,30.16,0.27,6.43,4.51,18.1,13.29,30.29,6.6,16.52,36.38,0.16,3.64,0.09,20.88,80.91,3.28,231.92,111.32,705.12,03-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Aug-2020 - 00:00,30.03,0.2,7.76,4.29,14.56,11.24,37.96,11.25,14.04,22.6,0.75,4.58,0.06,20.48,77.51,6.8,132.29,100.0,703.92,04-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Aug-2020 - 00:00,30.3,0.18,7.93,3.24,13.42,9.78,17.3,8.16,8.0,27.0,0.16,1.03,0.01,20.42,77.94,7.79,177.3,84.09,702.0,05-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Aug-2020 - 00:00,29.94,0.15,7.3,3.32,12.95,9.58,17.16,6.67,5.58,12.59,0.04,0.76,0.0,20.01,83.02,7.13,236.98,62.4,700.43,06-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Aug-2020 - 00:00,30.35,0.17,7.88,2.86,8.03,6.59,12.46,3.12,9.51,25.87,0.02,0.7,0.01,20.79,78.52,5.92,241.18,120.0,701.81,07-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Aug-2020 - 00:00,30.53,0.12,7.97,3.01,9.28,7.39,14.03,5.17,8.17,23.87,0.05,0.66,0.11,20.91,77.2,5.23,243.31,109.44,705.03,08-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Aug-2020 - 00:00,30.37,0.22,7.13,5.67,20.99,15.78,22.94,19.73,16.27,46.26,0.29,5.85,0.08,20.84,76.05,6.23,125.31,117.14,705.83,09-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Aug-2020 - 00:00,29.97,0.21,7.14,6.23,17.04,14.12,45.09,21.05,22.01,56.6,0.61,10.72,0.01,19.93,82.14,5.99,63.93,65.21,704.92,10-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Aug-2020 - 00:00,29.86,0.2,6.07,6.9,19.73,16.11,62.57,15.61,22.89,43.04,0.68,5.77,0.06,19.32,89.78,5.51,146.19,40.0,705.32,11-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Aug-2020 - 00:00,30.12,0.27,6.88,5.9,19.13,14.96,111.49,19.01,17.88,32.36,0.52,8.12,0.05,20.09,82.7,5.77,122.21,83.21,705.98,12-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Aug-2020 - 00:00,30.13,0.21,6.84,5.6,17.2,13.71,46.49,18.1,17.94,42.33,0.33,7.03,0.11,20.12,81.99,6.82,125.41,68.02,706.71,13-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Aug-2020 - 00:00,29.76,0.15,5.84,5.1,20.1,14.85,27.15,14.23,14.03,24.85,0.25,3.69,0.05,18.87,92.52,6.06,195.97,28.14,705.72,14-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Aug-2020 - 00:00,29.83,0.22,6.58,4.82,18.96,14.0,22.07,10.96,14.66,29.07,0.27,2.24,0.0,19.14,87.6,6.73,243.29,40.17,704.5,15-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Aug-2020 - 00:00,33.31,0.22,8.26,4.58,8.1,7.68,21.51,6.41,8.55,14.02,0.02,0.36,0.0,18.81,93.23,5.86,266.34,19.66,706.22,16-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Aug-2020 - 00:00,33.04,0.22,8.48,5.32,19.02,14.18,17.32,8.77,5.35,7.5,0.07,0.5,0.0,19.13,93.2,6.58,267.54,29.86,706.6,17-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Aug-2020 - 00:00,33.36,0.26,6.95,8.82,25.9,20.58,34.06,16.1,14.61,22.67,0.35,2.13,0.05,19.75,89.52,5.42,264.31,54.61,706.55,18-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Aug-2020 - 00:00,33.16,0.23,8.39,6.2,21.01,15.54,59.53,21.73,19.69,36.79,0.65,7.4,0.09,20.09,83.88,6.49,160.84,83.46,707.25,19-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Aug-2020 - 00:00,33.03,0.28,6.98,7.39,19.34,15.72,47.58,24.16,21.13,39.2,0.48,10.01,0.16,19.46,90.95,4.64,194.82,30.43,706.76,20-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Aug-2020 - 00:00,33.72,0.23,7.0,6.8,18.08,14.4,59.75,19.16,17.35,25.52,0.53,5.83,0.08,19.35,93.21,5.85,228.81,38.86,706.33,21-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Aug-2020 - 00:00,33.77,0.23,7.88,4.74,12.26,9.99,18.5,7.63,8.62,,0.02,0.21,0.0,19.28,90.87,6.8,266.17,45.3,707.3,22-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Aug-2020 - 00:00,27.95,0.3,8.99,3.49,11.16,8.78,16.81,10.92,16.8,45.32,0.04,1.67,0.11,21.96,70.91,4.55,218.68,176.05,707.02,25-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Aug-2020 - 00:00,28.16,0.32,6.0,10.7,18.65,18.62,28.77,10.05,20.14,48.2,0.11,7.56,0.05,21.07,78.02,3.99,144.9,123.6,707.94,26-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Aug-2020 - 00:00,27.76,0.24,6.5,7.83,16.47,15.13,55.79,16.66,35.69,90.04,0.24,13.44,0.16,21.19,77.26,3.91,67.15,100.21,707.78,27-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Aug-2020 - 00:00,27.13,0.31,5.79,7.53,17.38,15.37,57.62,12.26,29.75,60.76,0.24,11.53,0.05,19.99,87.51,3.75,136.18,47.24,706.88,28-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Aug-2020 - 00:00,27.48,0.21,6.24,5.44,15.82,12.83,32.83,15.56,18.3,45.1,0.09,2.72,0.03,20.65,80.36,5.0,192.8,108.03,705.82,29-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Aug-2020 - 00:00,27.32,0.17,6.45,4.57,13.79,11.05,20.57,16.94,14.61,42.4,0.03,2.35,0.03,21.03,78.11,5.02,217.96,126.39,706.01,30-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Aug-2020 - 00:00,27.54,0.24,6.73,4.81,15.34,12.07,17.81,19.8,16.61,45.74,0.01,1.26,0.06,21.35,75.52,4.03,242.51,127.88,706.67,31-Aug-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Aug-2020 - 00:00,27.56,0.27,6.65,7.67,15.96,14.72,48.32,26.28,21.53,64.84,0.11,10.26,0.03,21.6,73.32,3.62,133.04,137.47,707.52,01-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Sep-2020 - 00:00,28.94,0.26,8.31,7.05,14.75,13.57,31.72,11.56,32.05,93.72,0.15,14.58,0.08,21.74,74.9,2.92,46.92,133.67,707.94,02-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Sep-2020 - 00:00,30.31,0.28,9.21,3.19,11.51,8.72,26.48,9.82,25.84,67.8,0.11,6.75,0.05,24.57,77.75,2.75,56.24,103.78,707.76,03-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Sep-2020 - 00:00,30.42,0.3,12.21,3.29,13.48,9.85,24.03,5.61,17.88,70.24,0.11,2.38,0.04,31.78,72.01,2.02,137.39,126.31,707.96,04-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Sep-2020 - 00:00,30.29,0.29,10.48,3.23,11.78,8.9,18.48,2.22,13.15,48.6,0.08,1.41,0.04,31.25,70.4,2.21,137.16,143.65,707.79,05-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Sep-2020 - 00:00,30.22,0.29,10.25,4.16,14.28,10.98,16.97,4.16,12.43,51.95,0.1,2.89,0.07,31.57,68.86,1.95,139.3,135.32,707.34,06-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Sep-2020 - 00:00,30.65,0.26,13.77,2.75,10.36,7.76,17.26,3.09,13.48,39.52,0.08,1.01,0.03,31.97,69.12,2.01,137.86,139.73,706.86,07-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Sep-2020 - 00:00,30.54,0.25,10.54,4.18,13.7,10.69,19.07,6.96,18.4,47.83,0.08,2.63,0.06,31.1,72.69,2.08,132.08,99.19,707.16,08-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Sep-2020 - 00:00,31.04,0.32,74.44,3.13,16.73,11.21,20.62,15.12,18.24,53.27,0.2,3.87,0.06,30.81,70.3,2.14,132.46,136.35,707.67,09-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Sep-2020 - 00:00,30.98,0.34,95.07,3.99,21.94,14.62,27.59,16.35,25.98,69.76,0.34,6.42,0.07,29.66,72.21,2.06,130.8,117.53,707.1,10-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Sep-2020 - 00:00,31.43,0.4,63.63,5.57,23.09,16.53,37.54,34.04,34.1,80.22,0.53,12.93,0.13,28.8,77.69,2.03,150.75,115.92,705.92,11-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Sep-2020 - 00:00,31.39,0.39,50.9,2.16,26.3,15.62,26.05,21.18,23.3,56.7,0.36,13.33,0.13,28.18,80.9,1.86,128.42,55.64,705.9,12-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Sep-2020 - 00:00,30.66,0.25,49.99,1.04,14.74,8.51,28.26,25.85,7.87,20.5,0.17,1.97,0.03,28.43,80.49,3.08,229.79,104.21,707.0,13-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Sep-2020 - 00:00,30.98,0.27,45.29,2.4,19.25,12.12,58.17,28.36,19.98,40.12,1.1,11.84,0.05,27.11,87.64,5.23,145.47,56.8,707.04,14-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Sep-2020 - 00:00,30.44,0.24,30.51,2.91,18.85,12.28,42.77,38.8,29.88,55.16,0.63,14.76,0.1,26.91,90.44,5.53,95.92,39.3,706.02,15-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Sep-2020 - 00:00,30.57,0.27,8.0,8.99,21.73,17.25,112.44,32.63,18.93,39.93,0.7,12.78,0.02,27.4,87.33,3.72,131.39,70.43,706.03,16-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Sep-2020 - 00:00,30.72,0.28,9.13,3.15,15.91,10.84,45.75,28.39,21.15,42.02,0.49,8.78,0.05,26.79,85.62,3.31,126.69,102.25,706.44,17-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Sep-2020 - 00:00,30.25,0.38,12.7,5.05,26.25,17.94,82.19,51.52,33.53,64.83,0.64,17.6,0.1,26.43,88.3,3.32,169.65,79.25,706.57,18-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Sep-2020 - 00:00,30.39,0.51,11.95,4.92,25.93,17.7,45.94,36.15,31.71,58.6,0.51,15.09,0.11,27.08,87.52,2.96,152.32,87.02,705.88,19-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Sep-2020 - 00:00,30.52,0.37,13.25,3.35,25.05,16.01,37.37,34.57,46.55,71.2,0.51,14.51,0.09,26.63,90.0,3.09,124.99,59.08,704.57,20-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Sep-2020 - 00:00,30.37,0.22,16.62,1.32,14.47,8.63,33.81,22.06,34.77,54.95,0.4,7.71,0.02,26.95,85.84,3.92,126.9,104.86,703.64,21-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Sep-2020 - 00:00,30.63,0.21,14.94,11.29,17.85,18.28,22.91,24.65,9.04,21.35,0.25,1.58,0.01,26.67,85.14,5.26,259.19,81.7,703.33,22-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Sep-2020 - 00:00,32.69,0.23,15.79,1.12,12.01,7.05,17.77,23.95,9.36,20.8,0.1,0.52,0.02,27.25,81.3,5.44,250.15,93.55,704.47,23-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Sep-2020 - 00:00,31.45,0.22,14.41,1.04,11.24,6.73,12.26,33.02,7.72,29.77,0.08,0.5,0.04,26.77,81.83,5.76,240.78,68.4,706.11,24-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Sep-2020 - 00:00,31.08,0.16,13.59,1.28,12.8,7.73,16.39,40.81,10.12,36.09,0.17,0.92,0.03,27.14,80.27,4.91,234.38,112.07,708.09,25-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Sep-2020 - 00:00,30.69,0.08,,2.54,16.98,11.05,24.23,21.05,12.69,40.53,0.3,6.48,0.01,26.94,85.21,4.37,189.56,87.21,707.73,26-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Sep-2020 - 00:00,30.61,0.03,,2.72,21.51,13.54,22.75,26.07,11.43,25.76,0.36,4.57,0.05,24.66,95.07,4.39,247.44,31.57,707.93,27-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Sep-2020 - 00:00,30.83,0.04,,3.61,15.41,10.71,18.61,25.1,24.57,57.23,0.42,11.28,0.03,25.93,84.1,3.89,109.04,99.01,708.6,28-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Sep-2020 - 00:00,31.16,0.22,41.04,7.22,26.91,19.89,25.85,24.33,25.72,93.54,0.58,19.48,0.06,26.67,82.41,2.74,97.8,104.74,708.54,29-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Sep-2020 - 00:00,31.11,0.32,32.14,7.79,22.14,17.53,37.38,28.24,41.6,89.01,0.42,16.83,0.09,26.77,83.87,3.29,101.4,103.09,707.96,30-Sep-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Sep-2020 - 00:00,30.49,0.23,40.6,1.98,16.9,9.55,30.57,17.2,33.79,67.43,0.19,10.02,0.04,27.46,80.15,3.42,90.57,127.93,707.72,01-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Oct-2020 - 00:00,29.72,0.29,44.4,2.73,19.78,12.35,39.97,33.92,53.62,104.22,0.55,18.66,0.06,26.77,82.23,4.38,139.78,103.55,707.2,02-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Oct-2020 - 00:00,29.86,0.33,48.82,3.86,23.23,15.18,69.91,36.57,46.06,117.06,0.76,17.31,0.08,27.61,75.9,4.03,107.07,135.21,707.23,03-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Oct-2020 - 00:00,30.29,0.33,50.56,13.46,17.21,13.95,37.24,22.67,45.35,118.15,0.44,8.11,0.01,28.21,72.79,3.63,67.01,119.34,707.34,04-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Oct-2020 - 00:00,30.51,0.38,46.55,4.12,29.22,18.55,59.94,36.01,49.44,133.86,0.97,18.01,0.06,28.05,71.86,3.93,105.68,113.41,707.92,05-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Oct-2020 - 00:00,30.14,0.35,43.03,2.68,27.59,16.65,61.57,40.49,49.95,130.47,0.63,12.47,0.06,27.53,73.76,4.14,94.5,128.21,707.6,06-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Oct-2020 - 00:00,30.28,0.33,57.72,2.81,20.4,12.81,60.53,30.34,48.59,123.69,0.48,16.93,0.03,27.75,70.09,3.6,39.82,121.72,707.48,07-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Oct-2020 - 00:00,30.13,0.48,48.54,1.79,24.54,14.11,60.78,49.22,61.69,133.55,0.79,20.79,0.08,26.06,77.08,3.1,66.51,43.27,708.23,08-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Oct-2020 - 00:00,30.42,0.45,40.07,1.09,21.29,12.1,39.62,21.32,58.16,114.61,0.32,9.31,0.05,26.82,80.06,1.91,90.48,86.41,708.29,09-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Oct-2020 - 00:00,30.52,0.47,35.33,3.09,24.07,15.11,28.93,10.65,48.49,96.38,0.17,6.17,0.18,27.82,77.28,1.66,135.89,102.94,708.39,10-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Oct-2020 - 00:00,30.59,0.65,34.8,9.67,33.78,25.29,33.64,26.15,43.95,108.86,0.53,12.04,0.53,27.53,77.82,1.7,153.3,78.94,707.68,11-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Oct-2020 - 00:00,30.16,0.3,22.81,2.62,18.06,11.36,38.58,18.89,24.64,54.81,0.49,9.99,0.04,25.62,90.12,2.29,127.7,42.92,706.36,12-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Oct-2020 - 00:00,29.97,0.37,22.99,3.61,19.95,13.24,34.72,22.28,22.8,43.35,0.32,9.09,0.08,25.84,89.43,2.04,119.34,55.81,704.95,13-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Oct-2020 - 00:00,29.9,0.26,23.25,2.75,10.76,7.77,22.56,9.39,34.09,59.24,0.16,7.32,0.01,24.85,96.09,5.95,71.14,26.29,702.97,14-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Oct-2020 - 00:00,30.84,0.28,27.64,1.42,14.09,8.32,26.81,7.99,8.61,16.5,0.13,2.17,0.09,25.57,91.24,2.72,184.82,70.56,703.99,15-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Oct-2020 - 00:00,30.36,0.46,33.08,1.44,18.71,11.07,15.13,2.71,16.81,35.82,0.14,1.41,0.24,26.41,83.51,2.43,235.31,100.82,705.53,16-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Oct-2020 - 00:00,29.89,0.35,36.4,1.63,20.73,12.24,17.13,12.3,24.15,61.3,0.23,3.75,0.24,27.19,77.02,2.39,246.6,114.27,706.18,17-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Oct-2020 - 00:00,29.88,0.31,40.5,1.57,21.6,12.59,22.94,23.19,28.55,68.38,0.27,6.74,0.05,27.15,79.77,2.63,188.24,121.62,707.0,18-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Oct-2020 - 00:00,30.12,0.45,31.41,3.11,25.76,16.04,39.54,27.62,28.97,56.92,0.42,8.76,0.27,26.72,83.53,1.71,117.24,99.32,707.69,19-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Oct-2020 - 00:00,29.97,0.51,20.3,4.96,33.21,21.49,30.45,32.88,48.14,98.52,0.49,19.17,0.3,27.03,83.51,1.64,95.38,82.59,707.47,20-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Oct-2020 - 00:00,30.37,0.7,26.7,5.48,30.7,20.61,29.13,14.92,51.21,83.57,0.22,7.07,0.48,26.26,87.74,1.48,175.57,57.02,707.41,21-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Oct-2020 - 00:00,30.25,0.41,32.32,3.64,25.18,15.77,40.35,33.09,55.12,93.01,0.4,14.84,0.09,26.69,84.36,2.51,99.33,92.21,707.71,22-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Oct-2020 - 00:00,30.12,0.44,48.79,2.86,27.12,16.59,29.94,34.69,77.38,155.75,0.51,16.69,0.09,27.49,75.45,2.18,59.79,106.2,707.28,23-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Oct-2020 - 00:00,30.11,0.57,57.86,6.6,41.22,27.04,39.24,35.83,71.54,156.88,0.54,12.99,0.14,27.65,66.4,1.79,103.0,116.01,707.45,24-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Oct-2020 - 00:00,29.99,0.69,57.45,5.3,43.32,26.93,36.5,30.17,70.06,155.35,0.64,14.51,0.38,27.99,64.35,1.51,166.3,113.43,708.75,25-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Oct-2020 - 00:00,29.88,0.67,55.29,3.29,26.01,16.06,24.1,7.62,61.45,128.71,0.28,5.35,0.45,27.77,66.09,1.66,155.35,110.83,709.96,26-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Oct-2020 - 00:00,29.97,0.44,60.09,1.63,19.39,11.47,27.21,18.66,59.8,122.06,0.28,11.14,0.13,27.43,63.57,2.52,91.56,108.35,710.62,27-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Oct-2020 - 00:00,29.89,0.37,75.91,1.53,17.22,10.4,21.16,16.39,57.77,120.19,0.18,3.81,0.04,26.96,61.47,3.26,96.57,106.97,710.23,28-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Oct-2020 - 00:00,30.14,0.39,64.23,2.53,25.18,15.45,17.77,14.99,64.75,128.28,0.17,4.06,0.06,27.18,58.56,2.43,83.84,118.82,710.64,29-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Oct-2020 - 00:00,30.49,0.38,68.06,3.89,28.12,18.11,17.07,17.62,69.34,143.15,0.15,6.24,0.06,27.12,60.36,2.19,94.72,110.65,710.93,30-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Oct-2020 - 00:00,30.3,0.33,69.3,1.68,19.74,11.87,18.29,30.01,74.74,148.32,0.12,1.35,0.01,27.16,63.62,2.98,72.92,99.25,710.47,31-Oct-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Oct-2020 - 00:00,30.29,0.42,77.2,1.53,18.75,11.21,16.58,21.28,77.78,163.21,0.14,0.66,0.02,26.95,63.72,3.29,66.57,114.1,710.5,01-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Nov-2020 - 00:00,30.11,0.42,87.72,1.32,21.08,12.29,15.56,13.04,70.22,153.17,0.19,3.57,0.04,26.88,57.47,2.97,41.96,119.28,710.84,02-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Nov-2020 - 00:00,30.0,0.49,72.19,10.19,27.89,23.1,48.63,25.87,74.9,158.02,0.41,11.08,0.04,26.83,63.64,2.79,58.01,113.55,711.51,03-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Nov-2020 - 00:00,30.37,0.46,86.89,1.79,18.26,11.16,26.55,15.85,79.6,163.15,0.19,3.47,0.02,26.81,62.58,3.74,44.03,108.99,711.6,04-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Nov-2020 - 00:00,30.17,0.41,76.35,1.63,25.22,14.74,21.65,26.52,65.32,157.51,0.27,9.73,0.06,26.49,52.99,3.16,35.1,116.18,711.42,05-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Nov-2020 - 00:00,30.66,0.28,78.97,1.43,21.73,12.71,16.37,13.28,54.18,136.51,0.14,1.11,0.02,26.54,48.97,3.11,40.48,120.15,711.7,06-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Nov-2020 - 00:00,30.62,0.48,67.3,1.59,22.42,13.21,17.09,12.02,60.95,130.58,0.15,0.99,0.04,26.23,60.14,3.4,57.59,98.32,712.62,07-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Nov-2020 - 00:00,30.56,0.48,62.12,1.75,19.37,11.72,20.41,14.92,76.63,148.77,0.15,1.46,0.0,25.76,71.1,3.15,68.02,128.67,713.37,08-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,09-Nov-2020 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
