from date,BP,PM2.5,PM10,RF,RH,SR,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Ozone,Toluene,CO,NH3,NO,NO2,NOx,SO2,to date,station
22-Jul-2020 - 00:00,739.4,36.11,70.83,0.24,87.76,101.49,202.95,0.93,0.89,0.01,0.0,0.01,13.04,9.0,0.93,36.6,55.74,47.11,97.64,8.51,23-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Jul-2020 - 00:00,737.95,44.14,86.63,0.0,68.81,178.1,186.21,0.72,0.62,0.88,0.11,0.11,27.28,3.3,1.08,55.67,25.6,36.23,61.72,12.27,24-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Jul-2020 - 00:00,740.37,59.99,109.41,0.0,71.04,128.4,120.98,0.6,0.4,0.14,0.0,0.02,25.09,2.39,1.06,41.45,10.97,24.92,35.87,11.38,25-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Jul-2020 - 00:00,741.88,30.59,64.61,0.0,78.38,153.83,99.46,0.54,0.21,0.0,0.0,0.0,25.55,0.63,0.99,39.82,9.93,12.65,21.24,7.75,26-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Jul-2020 - 00:00,741.76,37.72,66.27,0.0,70.36,160.25,116.14,0.43,0.19,0.0,0.0,0.01,27.12,0.34,0.87,35.79,14.45,16.53,27.28,7.23,27-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Jul-2020 - 00:00,739.41,37.47,90.89,0.03,65.82,163.07,245.33,0.96,0.24,0.1,0.0,0.01,26.68,4.47,0.64,31.2,19.14,28.86,47.77,9.68,28-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Jul-2020 - 00:00,737.35,41.01,105.87,0.22,55.83,155.4,232.54,1.01,1.29,0.02,0.0,0.1,32.88,5.6,0.35,29.47,25.02,27.4,52.23,11.16,29-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Jul-2020 - 00:00,737.53,45.54,118.79,0.05,61.57,127.06,174.03,0.82,0.34,0.3,0.0,0.1,26.22,4.25,0.53,32.04,11.46,20.53,31.82,15.17,30-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Jul-2020 - 00:00,739.46,31.62,64.17,0.25,76.66,93.79,140.93,0.68,0.43,0.46,0.0,0.25,27.25,2.96,0.9,24.56,17.54,24.91,42.34,11.05,31-Jul-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Jul-2020 - 00:00,738.67,43.28,84.13,0.0,70.4,134.23,151.27,0.56,0.81,0.78,0.0,0.26,23.43,1.74,0.91,23.43,15.63,24.86,40.43,9.88,01-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Aug-2020 - 00:00,738.23,39.55,81.81,0.0,72.68,102.05,152.57,0.68,0.35,0.14,0.0,0.09,21.65,0.51,0.89,23.01,14.25,20.8,34.98,9.75,02-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Aug-2020 - 00:00,736.34,32.62,78.05,0.01,62.72,167.46,242.03,0.9,0.19,0.38,0.06,0.04,28.09,17.22,0.77,21.86,26.0,30.78,56.73,11.8,03-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Aug-2020 - 00:00,732.68,27.66,65.68,0.0,64.16,117.48,208.03,0.79,0.06,0.21,0.0,0.0,27.79,1.4,0.7,22.54,31.15,23.6,54.73,10.38,04-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Aug-2020 - 00:00,730.98,48.23,91.19,0.11,63.55,127.44,156.57,0.75,0.28,0.15,0.01,0.01,24.08,2.66,0.86,26.96,21.32,28.48,49.71,10.89,05-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Aug-2020 - 00:00,732.58,52.24,94.48,0.01,75.45,100.65,105.92,0.54,0.35,0.06,0.0,0.02,14.65,1.79,0.79,33.63,13.43,22.47,35.9,8.92,06-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Aug-2020 - 00:00,734.43,28.12,54.44,0.04,72.0,112.74,70.95,0.83,0.29,0.02,0.02,0.02,17.79,0.77,0.66,31.28,8.83,15.58,24.16,8.26,07-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Aug-2020 - 00:00,737.18,27.89,58.62,0.03,72.3,118.8,113.16,0.53,0.11,0.1,0.0,0.0,21.08,0.4,0.49,26.77,10.16,14.74,24.44,7.73,08-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Aug-2020 - 00:00,735.85,42.92,95.43,0.0,65.49,158.68,151.78,0.48,0.18,0.04,0.0,0.0,26.56,0.58,0.59,23.31,16.58,20.08,36.5,10.73,09-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Aug-2020 - 00:00,735.26,46.64,99.69,0.09,76.4,87.28,216.42,0.82,0.23,0.01,0.0,0.0,18.81,0.88,0.43,24.49,44.46,39.75,84.21,9.63,10-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Aug-2020 - 00:00,736.24,41.94,82.17,0.0,80.21,53.19,132.77,0.51,0.17,0.0,0.0,0.01,12.37,0.28,0.61,24.09,18.78,17.86,36.11,8.22,11-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Aug-2020 - 00:00,736.06,37.05,88.17,0.0,71.56,116.35,202.28,0.65,0.15,0.33,0.0,0.0,27.99,0.72,0.74,37.17,26.66,29.82,56.35,8.83,12-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Aug-2020 - 00:00,734.97,34.46,99.73,0.0,63.88,182.79,256.9,1.02,0.09,0.01,0.0,0.07,27.87,4.82,0.65,42.83,47.45,34.18,81.29,13.71,13-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Aug-2020 - 00:00,735.05,50.6,106.54,0.01,86.63,66.32,86.18,0.65,0.18,0.01,0.0,0.0,14.71,1.42,0.96,46.69,31.6,26.91,57.18,19.3,14-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Aug-2020 - 00:00,732.18,32.71,77.76,0.11,84.98,115.27,81.89,0.58,0.18,0.0,0.0,0.0,12.67,0.79,0.95,35.07,14.46,14.1,27.74,7.61,15-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Aug-2020 - 00:00,733.12,17.48,34.42,0.0,79.49,133.86,122.22,0.54,0.07,0.0,0.0,0.0,15.8,0.1,0.73,27.75,8.06,8.19,14.69,4.67,16-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Aug-2020 - 00:00,734.69,17.39,36.1,0.0,75.9,83.27,140.4,0.58,0.05,0.0,0.0,0.0,18.53,0.1,0.64,27.27,11.53,9.93,20.46,4.43,17-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Aug-2020 - 00:00,735.07,36.99,63.09,0.0,76.19,101.62,137.92,0.63,0.21,0.01,0.0,0.07,16.24,0.41,0.74,29.55,16.64,19.82,35.84,7.36,18-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Aug-2020 - 00:00,736.37,34.01,72.88,0.15,77.75,107.66,176.85,0.72,0.27,0.14,0.0,0.04,15.9,2.94,0.78,29.54,48.74,24.68,73.13,9.0,19-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Aug-2020 - 00:00,735.7,28.81,54.03,0.07,86.04,41.16,153.47,0.59,0.28,0.06,0.0,0.0,14.52,2.11,0.77,33.09,22.29,18.19,40.08,11.01,20-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Aug-2020 - 00:00,738.34,42.85,53.78,0.0,86.18,50.58,90.82,0.46,0.21,0.0,0.0,0.0,7.83,0.55,0.99,37.82,12.85,12.78,25.21,19.76,21-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Aug-2020 - 00:00,739.29,21.51,44.0,0.02,74.18,154.14,88.95,0.55,0.17,0.0,0.0,0.0,20.95,0.54,0.83,35.68,18.97,15.01,33.6,14.57,22-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Aug-2020 - 00:00,738.36,24.8,64.75,0.0,71.77,130.1,47.96,1.18,0.29,0.0,0.0,0.0,25.45,0.6,0.69,34.8,12.42,16.34,28.11,25.11,23-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Aug-2020 - 00:00,736.74,20.07,50.75,0.0,74.58,105.76,58.1,0.94,0.12,0.0,0.0,0.0,21.41,0.04,0.58,34.31,9.12,11.29,19.73,20.0,24-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Aug-2020 - 00:00,737.26,17.04,36.62,0.01,78.05,99.72,124.17,0.56,0.02,0.0,0.0,0.0,13.21,0.01,0.63,29.26,11.18,10.56,20.41,15.65,25-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Aug-2020 - 00:00,739.45,23.74,51.4,0.0,75.7,91.28,150.47,0.68,0.06,0.0,0.0,0.0,15.93,0.09,0.69,24.8,18.98,19.16,37.42,16.32,26-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Aug-2020 - 00:00,740.93,42.99,84.82,0.0,65.37,83.02,214.5,0.61,0.52,0.1,0.2,0.22,18.72,6.01,0.75,35.88,37.25,34.81,71.88,16.44,27-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Aug-2020 - 00:00,740.2,57.58,105.52,0.0,61.83,154.39,242.51,0.73,0.76,0.02,0.0,0.0,18.07,10.36,0.8,47.4,57.77,46.39,104.1,18.84,28-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Aug-2020 - 00:00,738.26,48.14,111.76,0.0,68.08,148.97,185.67,0.67,1.42,0.0,0.05,0.06,21.59,2.36,0.91,43.11,30.41,28.9,59.18,17.88,29-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Aug-2020 - 00:00,737.71,41.85,86.31,0.0,68.9,117.62,101.79,0.54,1.61,0.0,0.0,0.0,21.87,9.48,1.06,37.07,19.77,21.02,40.6,18.26,30-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Aug-2020 - 00:00,737.06,25.41,60.27,0.0,74.36,68.79,70.33,0.92,1.72,0.07,0.36,0.25,14.41,10.14,0.78,32.07,12.9,12.43,25.12,24.78,31-Aug-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
31-Aug-2020 - 00:00,739.43,21.05,48.99,0.0,66.95,124.59,151.03,0.95,1.02,0.0,0.0,0.01,19.85,1.34,0.65,36.5,22.38,27.74,49.78,19.01,01-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Sep-2020 - 00:00,741.23,28.77,74.23,0.0,63.27,126.21,166.14,0.89,0.54,0.0,0.0,0.0,20.16,0.87,0.77,32.75,15.13,24.73,39.53,20.32,02-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Sep-2020 - 00:00,743.07,28.42,63.13,0.0,64.86,101.9,191.43,0.55,0.48,0.0,0.0,0.0,22.47,0.66,0.75,33.12,13.95,27.58,40.92,17.48,03-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Sep-2020 - 00:00,743.35,42.05,82.42,0.0,67.82,106.0,82.44,0.45,0.66,0.01,0.0,0.07,21.38,0.8,0.9,24.35,9.57,20.95,28.85,15.46,04-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Sep-2020 - 00:00,742.43,35.39,80.55,0.0,68.43,115.82,133.94,0.55,0.53,0.0,0.0,0.0,20.06,0.13,0.91,28.15,11.67,23.48,34.71,13.47,05-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Sep-2020 - 00:00,741.06,36.39,101.79,0.0,68.25,156.25,178.04,0.56,0.38,0.0,0.0,0.0,21.91,0.16,1.59,27.3,21.8,31.97,53.41,21.57,06-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Sep-2020 - 00:00,740.45,38.85,84.6,0.0,69.89,91.98,192.53,0.49,0.49,0.0,0.0,0.0,27.25,0.21,0.67,22.97,30.57,42.95,73.38,20.28,07-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Sep-2020 - 00:00,741.59,61.92,127.34,0.0,73.66,111.14,198.65,0.64,0.5,0.0,0.0,0.0,17.28,0.32,0.88,26.36,42.26,49.79,91.9,18.33,08-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Sep-2020 - 00:00,741.33,66.72,144.33,0.0,66.58,130.35,241.12,0.72,0.59,0.0,0.0,0.0,16.97,0.66,0.88,46.02,80.25,76.7,153.76,31.4,09-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Sep-2020 - 00:00,741.21,106.11,228.89,0.0,61.51,146.76,251.49,0.81,0.98,0.0,0.0,0.0,21.71,1.03,0.92,51.6,54.82,72.45,127.18,26.54,10-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Sep-2020 - 00:00,738.93,104.44,234.78,0.0,57.42,145.45,209.85,0.73,0.67,0.0,0.0,0.0,22.96,0.71,1.01,49.66,61.75,55.04,102.29,24.39,11-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Sep-2020 - 00:00,739.2,75.94,201.59,0.0,49.33,152.6,154.87,0.62,0.52,0.0,0.0,0.0,20.49,0.7,0.9,27.09,5.28,15.92,20.16,27.75,12-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Sep-2020 - 00:00,741.62,88.12,211.45,0.0,44.71,148.38,171.74,0.76,0.8,0.0,0.0,0.0,22.95,1.53,1.03,31.0,13.65,37.7,51.26,43.34,13-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Sep-2020 - 00:00,741.56,109.7,232.33,0.0,52.25,117.92,165.89,0.68,0.97,0.17,0.49,0.0,23.44,1.92,1.23,37.04,16.08,43.17,59.24,31.65,14-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Sep-2020 - 00:00,740.48,103.86,247.11,0.0,53.76,121.46,203.97,0.72,0.72,0.0,0.0,0.0,18.45,1.76,1.27,41.78,29.72,68.87,98.48,32.8,15-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Sep-2020 - 00:00,740.12,120.37,275.71,0.0,51.86,135.21,197.46,0.74,0.7,0.3,0.0,0.0,23.34,2.3,1.37,38.59,33.94,59.65,83.79,35.1,16-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Sep-2020 - 00:00,739.85,110.44,259.15,0.0,47.55,134.39,191.51,0.7,0.76,0.0,0.0,0.0,20.35,2.1,1.13,43.09,36.36,36.2,62.41,39.57,17-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Sep-2020 - 00:00,739.45,73.44,177.49,0.0,45.88,132.11,232.89,0.94,1.04,0.92,1.04,1.12,14.92,2.3,0.82,47.1,31.12,46.64,77.68,19.55,18-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Sep-2020 - 00:00,738.67,94.01,213.17,0.0,45.48,133.07,254.37,1.0,0.79,0.0,0.0,0.0,16.86,0.2,1.1,47.23,50.45,48.29,93.22,28.3,19-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Sep-2020 - 00:00,738.78,92.11,201.68,0.0,45.18,131.57,199.47,0.83,0.83,0.0,0.0,0.0,19.47,0.19,0.94,77.44,57.7,78.15,100.93,35.56,20-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Sep-2020 - 00:00,738.04,107.05,235.1,0.0,52.03,20.58,182.52,0.84,0.75,0.0,0.0,0.0,20.87,0.33,1.0,82.35,89.51,100.91,107.47,32.31,21-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Sep-2020 - 00:00,737.18,110.03,232.56,0.0,49.68,119.79,147.75,0.89,0.7,0.0,0.0,0.0,22.46,0.61,1.24,76.9,73.14,75.38,111.21,38.04,22-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Sep-2020 - 00:00,737.44,62.59,141.76,0.0,59.23,123.27,123.55,0.56,0.84,0.0,0.0,0.0,20.21,1.29,1.07,57.51,82.56,67.56,107.77,24.26,23-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Sep-2020 - 00:00,737.59,40.59,90.07,0.0,60.07,127.61,115.65,0.39,0.96,0.0,0.0,0.0,21.19,1.29,0.89,40.25,51.15,61.66,83.74,18.83,24-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Sep-2020 - 00:00,739.74,38.97,94.55,0.0,53.85,131.75,140.64,0.62,0.84,0.0,0.0,0.0,18.21,1.33,0.88,37.0,46.79,45.43,65.57,27.96,25-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Sep-2020 - 00:00,739.25,81.84,206.64,0.0,43.73,143.56,182.58,0.86,0.87,0.0,0.0,0.0,17.81,1.29,0.99,46.43,62.21,60.64,84.65,29.65,26-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Sep-2020 - 00:00,739.64,83.67,186.75,0.0,46.42,84.75,209.51,0.94,1.14,0.73,1.15,0.47,19.98,86.94,0.68,39.96,65.1,62.73,92.81,26.24,27-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Sep-2020 - 00:00,742.06,61.32,134.41,0.0,40.03,139.89,228.91,0.81,0.55,0.0,0.0,0.0,20.32,86.38,0.48,43.13,39.6,48.66,67.36,26.57,28-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Sep-2020 - 00:00,743.14,90.77,220.27,0.0,37.22,138.99,180.23,0.84,0.46,0.06,0.14,0.08,18.36,18.27,0.72,48.95,45.36,57.01,85.4,35.04,29-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Sep-2020 - 00:00,743.12,125.36,282.99,0.0,44.66,146.14,216.71,0.81,0.79,0.16,2.02,0.01,17.97,15.39,0.84,69.27,46.2,73.42,101.32,42.13,30-Sep-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
30-Sep-2020 - 00:00,741.68,111.89,233.09,0.0,39.61,103.63,193.17,0.91,0.44,0.0,0.01,0.01,17.74,12.2,0.81,66.32,66.86,79.08,110.78,41.42,01-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
01-Oct-2020 - 00:00,741.17,104.74,231.16,0.0,35.68,138.78,191.93,0.79,0.51,0.0,0.0,0.0,20.56,10.09,0.86,69.31,69.69,108.51,111.14,36.13,02-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
02-Oct-2020 - 00:00,741.68,90.33,197.18,0.0,40.54,142.58,191.82,0.81,0.52,0.0,0.0,0.0,30.23,8.1,1.1,57.95,54.8,76.68,105.38,31.39,03-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
03-Oct-2020 - 00:00,742.77,128.14,251.16,0.0,40.33,131.5,170.68,0.7,1.31,1.82,2.79,1.59,20.23,12.77,1.13,50.95,54.42,71.48,111.17,51.83,04-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
04-Oct-2020 - 00:00,743.7,146.67,282.6,0.0,50.63,26.47,151.87,0.48,2.72,23.14,16.18,6.36,9.4,20.78,1.2,60.78,65.42,84.12,100.5,44.7,05-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
05-Oct-2020 - 00:00,743.38,111.49,244.86,0.0,39.79,136.58,235.11,0.95,2.22,4.11,6.09,2.12,21.48,18.77,1.09,76.6,49.28,86.49,98.22,49.66,06-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
06-Oct-2020 - 00:00,743.61,102.91,246.85,0.0,38.65,132.17,176.35,0.84,1.81,7.82,9.11,3.96,21.7,14.9,1.05,70.76,52.53,94.68,104.27,40.69,07-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
07-Oct-2020 - 00:00,745.37,118.08,276.56,0.0,40.58,126.86,169.63,0.69,2.05,13.43,12.5,30.97,20.97,11.14,1.14,73.42,49.38,101.24,102.23,41.87,08-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
08-Oct-2020 - 00:00,745.66,148.65,281.83,0.0,40.5,130.65,187.32,0.8,1.71,7.48,8.56,24.91,23.56,9.8,1.12,72.83,71.83,92.58,107.22,42.93,09-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
09-Oct-2020 - 00:00,745.81,144.26,304.19,0.0,40.16,116.52,183.48,0.65,2.12,8.09,8.59,4.35,23.48,8.85,1.13,73.48,55.52,97.42,108.66,54.0,10-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
10-Oct-2020 - 00:00,744.65,158.85,372.7,0.0,40.89,114.5,254.57,0.75,4.57,9.31,8.42,12.39,22.6,9.79,1.41,71.64,57.41,93.96,114.09,65.78,11-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
11-Oct-2020 - 00:00,742.52,118.31,308.57,0.0,41.99,92.73,229.37,0.75,1.36,5.0,5.46,3.59,20.52,8.78,1.1,69.73,78.73,104.52,103.94,47.36,12-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
12-Oct-2020 - 00:00,741.26,137.36,325.06,0.0,37.47,110.74,178.44,0.61,2.11,8.69,6.53,13.13,27.79,8.8,1.28,73.49,45.42,94.13,100.76,47.36,13-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
13-Oct-2020 - 00:00,741.74,157.27,358.0,0.0,46.54,102.71,134.08,0.45,3.43,16.25,11.66,19.9,27.93,11.2,1.51,71.96,54.89,89.65,97.56,32.5,14-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
14-Oct-2020 - 00:00,743.0,135.86,289.95,0.0,56.52,24.17,112.79,0.54,2.48,5.73,4.68,2.87,19.79,9.23,1.67,71.26,71.69,100.54,118.03,31.21,15-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
15-Oct-2020 - 00:00,744.0,158.88,331.76,0.0,34.07,97.38,116.94,0.68,3.59,8.48,8.97,6.39,22.22,11.85,1.38,74.4,56.9,80.27,108.03,58.6,16-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
16-Oct-2020 - 00:00,743.86,153.88,338.37,0.0,36.57,104.23,173.03,0.59,3.27,13.42,11.6,22.48,21.49,9.34,0.97,78.46,50.05,95.22,118.79,46.15,17-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
17-Oct-2020 - 00:00,744.41,175.36,399.18,0.0,45.48,91.64,174.42,0.63,4.11,17.53,15.23,32.82,29.5,9.82,1.22,79.59,53.14,101.57,111.84,57.25,18-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
18-Oct-2020 - 00:00,744.51,144.81,313.01,0.0,41.1,102.83,240.43,0.81,2.34,4.91,5.53,9.75,39.2,8.07,1.06,77.26,64.58,99.58,110.71,65.05,19-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
19-Oct-2020 - 00:00,744.04,142.95,298.13,0.0,35.59,110.81,258.52,0.94,2.04,2.12,2.45,0.83,28.96,7.96,0.93,80.5,55.38,90.46,109.38,83.76,20-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
20-Oct-2020 - 00:00,743.72,141.35,307.74,0.0,37.32,119.32,191.03,0.72,2.85,8.8,7.49,4.07,28.43,6.9,1.03,77.97,59.65,94.84,117.03,61.09,21-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
21-Oct-2020 - 00:00,744.6,149.19,344.74,0.0,35.0,112.35,140.43,0.43,4.11,17.42,12.36,7.99,36.9,8.47,1.08,79.07,48.13,91.18,107.74,46.66,22-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
22-Oct-2020 - 00:00,743.18,206.59,406.75,0.0,40.61,99.33,108.47,0.69,3.94,7.98,8.16,6.41,44.4,10.36,1.25,78.03,49.25,98.15,108.45,70.88,23-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
23-Oct-2020 - 00:00,743.2,222.66,441.75,0.0,42.9,105.76,179.92,0.55,4.32,16.9,15.16,8.77,29.19,9.51,1.41,79.76,49.66,92.07,107.37,57.55,24-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
24-Oct-2020 - 00:00,744.04,203.72,400.98,0.0,44.1,118.53,193.07,0.82,3.78,14.87,15.11,9.89,33.22,8.57,1.22,90.17,47.46,95.55,104.13,57.9,25-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
25-Oct-2020 - 00:00,746.38,178.2,361.55,0.0,41.44,112.42,156.34,0.54,3.32,13.71,13.56,21.69,29.32,5.61,1.07,99.08,49.62,109.22,105.32,38.56,26-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
26-Oct-2020 - 00:00,747.65,178.64,351.36,0.0,39.83,113.46,188.08,0.95,3.02,7.06,7.58,4.17,25.2,9.82,1.13,87.22,61.14,86.79,89.9,74.61,27-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
27-Oct-2020 - 00:00,747.79,194.28,391.95,0.0,44.48,102.44,232.39,0.94,3.24,6.22,6.51,3.32,30.49,9.29,1.19,70.21,28.33,41.64,69.93,79.32,28-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
28-Oct-2020 - 00:00,748.28,188.24,375.43,0.0,41.42,101.42,171.72,0.58,5.01,15.99,13.83,20.82,41.84,14.46,1.53,69.39,35.58,54.63,88.95,51.0,29-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
29-Oct-2020 - 00:00,748.93,302.77,533.95,0.0,41.79,100.83,164.69,0.53,9.66,25.0,16.37,14.63,33.42,16.84,2.06,84.15,61.58,95.77,161.14,80.27,30-Oct-2020 - 00:00,"RIICO Ind. Area III, Bhiwadi - RSPCB"
