from date,WD,RH,BP,SR,NO,NO2,Ozone,Temp,MH,WS,SO2,Benzene,Toluene,MP-Xylene,to date,station
07-May-2020 - 00:00,133.33,42.37,979.6,273.2,26.39,21.68,50.66,29.31,654.17,2.81,22.51,6.54,18.0,10.3,08-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-May-2020 - 00:00,163.44,44.84,977.89,254.17,27.1,23.88,44.66,32.07,495.0,2.49,17.3,5.78,18.26,10.63,09-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-May-2020 - 00:00,138.44,46.16,978.45,245.85,,,,33.04,512.08,2.93,,,,,10-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-May-2020 - 00:00,116.97,55.91,979.93,115.04,,,,27.9,547.08,3.76,,,,,11-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-May-2020 - 00:00,113.43,58.2,980.77,210.4,,,,27.95,595.0,2.7,,,,,12-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-May-2020 - 00:00,90.2,52.68,980.27,208.49,,,,29.99,702.92,2.47,,,,,13-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-May-2020 - 00:00,180.54,53.45,979.16,152.72,27.46,41.27,29.19,30.52,657.08,1.84,13.43,6.61,29.75,10.49,14-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-May-2020 - 00:00,177.06,51.65,978.37,230.2,25.55,35.67,41.99,30.95,547.46,2.16,25.84,7.06,26.58,14.23,15-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-May-2020 - 00:00,298.74,42.71,977.76,271.15,25.53,33.32,40.43,31.37,550.0,3.49,18.99,6.82,28.29,10.89,16-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-May-2020 - 00:00,300.25,35.48,976.71,283.95,25.41,33.82,43.03,32.86,625.42,3.18,19.63,6.99,36.05,13.34,17-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-May-2020 - 00:00,281.9,31.01,975.36,230.79,25.75,35.14,46.54,34.46,521.67,2.3,23.68,6.87,34.57,12.12,18-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-May-2020 - 00:00,292.1,28.08,974.49,261.86,26.48,41.78,41.35,34.63,490.0,2.49,25.5,6.75,38.38,13.23,19-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-May-2020 - 00:00,196.07,25.28,973.91,251.18,25.8,40.54,48.27,34.7,521.25,1.84,30.19,7.01,35.24,12.71,20-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-May-2020 - 00:00,300.04,23.79,973.46,287.71,26.07,39.32,36.31,33.83,577.08,3.51,20.6,6.48,34.1,10.4,21-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-May-2020 - 00:00,299.56,23.63,972.59,290.13,24.33,43.59,38.45,35.39,592.08,3.75,21.08,7.31,25.75,11.92,22-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-May-2020 - 00:00,219.84,24.65,972.74,267.31,27.29,62.12,47.39,37.14,490.83,1.83,32.69,7.57,38.24,14.11,23-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-May-2020 - 00:00,224.36,26.19,973.88,243.7,26.74,46.62,37.44,37.99,532.08,2.31,23.2,6.96,25.23,12.53,24-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-May-2020 - 00:00,275.92,28.12,974.4,269.53,24.48,33.1,39.13,38.34,627.92,3.11,23.08,6.78,25.52,12.57,25-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-May-2020 - 00:00,294.14,25.73,973.86,274.27,25.29,34.99,37.95,38.18,581.67,3.2,20.6,7.4,25.63,14.34,26-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-May-2020 - 00:00,254.73,23.76,972.37,276.93,25.02,46.91,30.86,39.16,564.17,3.02,17.43,7.31,26.07,11.27,27-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-May-2020 - 00:00,147.96,28.25,970.95,261.05,24.77,32.0,48.73,37.62,572.08,2.94,19.4,7.28,21.12,10.54,28-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-May-2020 - 00:00,114.96,49.07,973.0,232.78,24.47,22.66,45.92,32.31,,5.43,13.82,6.36,14.6,12.64,29-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-May-2020 - 00:00,113.06,59.94,975.9,207.83,23.84,26.57,44.14,28.92,661.25,4.63,13.09,6.48,16.04,9.54,30-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-May-2020 - 00:00,147.73,63.74,977.86,256.83,23.42,24.9,44.04,28.15,697.5,3.26,13.21,6.46,14.21,11.05,31-May-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-May-2020 - 00:00,144.72,75.78,979.65,222.3,24.02,24.84,41.99,25.68,709.05,3.35,12.88,5.9,14.29,13.03,01-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Jun-2020 - 00:00,106.08,66.35,979.93,272.83,23.27,28.56,45.54,28.06,637.08,1.47,30.52,6.6,26.23,12.75,02-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Jun-2020 - 00:00,162.24,57.95,978.06,254.34,24.51,28.35,48.37,30.39,726.25,2.46,24.69,6.16,22.75,12.81,03-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Jun-2020 - 00:00,158.77,53.41,976.19,243.35,23.74,35.38,48.17,31.47,585.0,1.73,28.87,7.33,17.84,12.65,04-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Jun-2020 - 00:00,135.86,57.12,975.34,146.28,23.66,39.7,32.14,30.24,666.25,2.3,31.43,7.0,26.07,11.15,05-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Jun-2020 - 00:00,132.52,62.61,975.49,195.56,25.11,31.35,41.75,29.09,692.92,2.29,18.84,6.9,17.39,11.58,06-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Jun-2020 - 00:00,134.98,60.78,974.89,242.62,22.83,28.8,42.41,30.1,681.67,2.35,14.12,6.79,17.68,10.77,07-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Jun-2020 - 00:00,139.03,59.1,974.65,205.14,21.39,27.41,41.23,29.99,676.25,2.52,18.51,5.81,18.4,12.98,08-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Jun-2020 - 00:00,154.29,54.14,974.14,269.57,22.25,27.8,49.36,32.07,687.5,2.12,36.78,6.57,20.19,11.84,09-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Jun-2020 - 00:00,159.12,47.82,973.95,260.25,23.75,34.44,47.54,35.04,555.83,1.71,26.31,6.55,31.67,12.64,10-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Jun-2020 - 00:00,181.26,49.73,973.32,243.75,25.05,44.48,44.61,35.08,524.35,2.02,21.38,6.97,27.11,16.43,11-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Jun-2020 - 00:00,165.0,51.04,972.3,269.2,24.04,31.67,40.07,34.85,527.08,1.77,24.27,6.21,19.44,12.16,12-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Jun-2020 - 00:00,139.89,52.35,971.14,246.89,21.14,30.91,44.7,35.38,552.5,2.52,16.82,6.7,19.48,13.25,13-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Jun-2020 - 00:00,154.81,59.01,971.8,150.12,25.25,34.0,34.71,32.76,565.0,2.93,15.65,6.88,24.88,13.38,14-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Jun-2020 - 00:00,125.94,58.2,973.2,222.29,22.77,29.49,39.64,34.03,554.58,1.85,26.33,6.2,19.63,13.98,15-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Jun-2020 - 00:00,197.24,47.81,971.29,265.02,23.68,31.58,42.66,36.15,596.67,2.29,19.28,6.53,16.93,14.09,16-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Jun-2020 - 00:00,130.49,49.36,969.11,250.0,22.47,26.17,43.35,35.57,586.67,2.99,16.25,7.02,17.28,12.75,17-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Jun-2020 - 00:00,116.0,57.55,968.89,274.18,22.27,21.44,38.93,34.19,760.83,3.62,15.37,6.23,17.7,12.99,18-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Jun-2020 - 00:00,147.37,54.56,969.34,273.57,29.13,21.06,53.81,35.11,655.42,2.9,16.19,6.64,15.82,26.0,19-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Jun-2020 - 00:00,131.77,59.16,971.3,295.12,53.0,28.87,80.62,34.52,662.08,2.94,21.48,6.09,,17.79,20-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Jun-2020 - 00:00,,,,,,32.23,,,540.87,,19.85,5.78,,10.05,21-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Jun-2020 - 00:00,,,,,1.0,94.52,,,544.17,,23.65,3.36,5.5,3.33,22-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Jun-2020 - 00:00,165.26,56.35,972.14,360.95,1.0,15.29,,33.81,592.61,2.14,34.81,4.84,,7.73,23-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Jun-2020 - 00:00,98.68,68.57,974.51,219.02,1.0,23.19,,31.59,733.75,3.47,33.87,4.79,,11.92,24-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Jun-2020 - 00:00,102.73,76.88,975.59,156.97,207.64,39.15,,30.16,440.87,2.86,33.34,6.76,,0.88,25-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Jun-2020 - 00:00,166.81,72.16,973.17,230.22,,25.58,,31.43,419.17,1.67,33.66,4.41,,2.41,26-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Jun-2020 - 00:00,209.18,68.37,972.04,209.66,6.68,32.98,39.43,32.29,477.92,2.53,17.84,7.43,24.14,6.74,27-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Jun-2020 - 00:00,256.14,57.05,970.85,213.4,9.62,42.74,25.43,34.06,517.17,3.6,10.33,8.03,21.66,9.22,28-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Jun-2020 - 00:00,249.53,51.81,970.08,229.86,10.1,38.61,25.66,36.25,542.92,3.32,10.75,8.06,23.03,9.12,29-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Jun-2020 - 00:00,147.43,57.9,972.16,226.76,9.24,34.86,36.36,34.46,557.08,2.91,20.66,8.36,26.12,7.73,30-Jun-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Jun-2020 - 00:00,108.57,71.68,973.76,201.62,7.71,26.82,46.31,31.91,690.0,3.01,13.27,7.85,27.0,6.99,01-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Jul-2020 - 00:00,120.37,64.62,972.4,180.54,8.81,29.87,49.4,33.45,552.08,2.33,15.45,8.26,34.14,7.57,02-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Jul-2020 - 00:00,129.1,59.45,970.08,214.65,8.85,30.08,55.12,35.05,544.58,2.28,17.0,8.46,29.66,7.01,03-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Jul-2020 - 00:00,130.86,60.11,969.58,200.91,9.83,33.41,52.68,35.19,595.42,2.89,19.23,8.27,31.24,7.22,04-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Jul-2020 - 00:00,109.95,69.68,970.16,224.2,7.65,27.82,43.62,32.34,665.42,3.66,12.03,7.96,30.19,7.48,05-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Jul-2020 - 00:00,101.97,77.74,971.06,211.63,8.91,28.01,49.89,28.56,328.64,3.1,16.17,7.76,24.33,6.18,06-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Jul-2020 - 00:00,99.22,77.46,970.38,190.37,10.17,31.77,36.72,30.44,358.33,2.64,22.08,8.05,24.2,6.85,07-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Jul-2020 - 00:00,95.27,80.25,973.27,170.02,9.74,27.09,28.83,28.93,448.75,3.8,12.66,7.25,24.31,6.81,08-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Jul-2020 - 00:00,126.99,81.09,974.38,151.5,9.61,36.53,28.85,29.69,326.67,3.0,9.79,7.36,21.69,7.15,09-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Jul-2020 - 00:00,207.36,69.64,971.01,205.01,58.95,28.6,28.26,32.67,392.04,1.83,24.96,6.59,24.8,9.39,10-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Jul-2020 - 00:00,251.8,63.89,968.75,241.53,,16.76,,33.91,451.67,3.19,32.76,5.69,3.25,2.94,11-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Jul-2020 - 00:00,195.09,72.68,970.09,186.47,,30.59,,30.61,259.05,3.17,32.15,6.34,,3.47,12-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Jul-2020 - 00:00,230.06,69.85,971.47,185.84,35.94,,,29.98,412.08,3.21,25.2,4.27,3.05,3.78,13-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Jul-2020 - 00:00,245.39,63.24,971.22,262.6,35.94,28.0,,32.17,483.75,2.2,37.16,5.83,0.46,7.15,14-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Jul-2020 - 00:00,178.13,62.51,972.08,248.08,15.53,27.08,51.71,33.92,549.17,2.28,15.29,6.27,25.68,4.68,15-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Jul-2020 - 00:00,95.81,70.05,972.83,231.55,17.27,26.85,44.27,32.05,678.33,3.36,16.44,7.04,30.32,6.28,16-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Jul-2020 - 00:00,93.72,71.69,971.93,171.41,17.62,27.35,33.56,31.8,577.92,3.09,16.37,6.89,25.72,5.83,17-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Jul-2020 - 00:00,106.46,74.24,972.55,160.0,18.6,30.89,34.86,31.93,587.5,2.98,16.85,7.02,29.38,6.3,18-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Jul-2020 - 00:00,97.47,76.92,973.66,163.11,18.53,28.61,32.51,31.27,507.62,2.86,18.26,6.8,32.33,6.94,19-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Jul-2020 - 00:00,219.89,79.9,972.28,154.65,19.27,34.15,41.33,30.14,141.74,2.0,11.37,6.98,29.93,5.17,20-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Jul-2020 - 00:00,252.6,74.34,970.72,152.66,53.33,22.56,54.17,29.17,239.17,2.75,22.99,7.5,,7.77,21-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Jul-2020 - 00:00,163.77,85.46,973.57,136.23,53.33,19.06,,26.5,142.86,2.95,34.02,9.6,,15.72,22-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Jul-2020 - 00:00,204.06,88.93,974.6,90.43,19.97,51.1,22.08,26.59,116.67,2.02,15.11,8.69,37.28,12.38,23-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Jul-2020 - 00:00,230.84,73.93,973.71,255.8,22.63,42.68,34.36,29.83,294.09,1.72,18.53,7.23,38.07,6.38,24-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Jul-2020 - 00:00,109.53,73.82,976.43,228.66,19.83,32.31,33.8,30.38,366.25,2.55,21.17,6.81,30.42,6.38,25-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Jul-2020 - 00:00,95.72,80.23,978.09,169.02,19.18,26.78,28.21,29.81,381.67,2.64,14.58,6.53,27.56,6.19,26-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Jul-2020 - 00:00,142.25,72.81,977.69,204.76,21.15,40.1,38.14,31.61,388.75,1.57,16.27,7.79,44.06,6.07,27-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Jul-2020 - 00:00,259.19,64.73,974.87,259.57,20.66,39.03,35.69,33.61,376.25,2.84,13.15,6.38,17.54,9.01,28-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Jul-2020 - 00:00,256.28,63.84,972.73,236.5,127.64,30.89,33.16,33.89,354.58,2.88,41.59,6.12,30.2,7.91,29-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Jul-2020 - 00:00,154.86,75.53,973.37,135.93,22.59,48.51,26.56,29.9,284.17,2.61,16.28,7.04,29.17,7.61,30-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Jul-2020 - 00:00,169.16,79.73,975.23,188.84,21.21,38.65,27.98,28.92,337.08,2.48,13.6,7.4,32.74,6.75,31-Jul-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Jul-2020 - 00:00,121.38,81.07,974.45,170.4,22.53,40.1,31.27,30.27,490.42,1.84,27.29,7.16,39.44,6.95,01-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Aug-2020 - 00:00,156.48,79.96,974.0,177.66,22.51,41.93,33.53,29.56,638.0,2.26,15.17,6.71,29.38,7.09,02-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Aug-2020 - 00:00,264.21,71.53,971.95,250.39,22.1,40.72,24.46,32.12,596.25,2.37,11.94,6.92,22.88,7.31,03-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Aug-2020 - 00:00,248.75,67.11,967.91,194.51,21.18,37.78,25.64,32.99,602.92,2.87,11.93,6.61,20.74,7.31,04-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Aug-2020 - 00:00,184.46,67.9,966.48,227.04,20.98,28.3,30.05,32.43,673.33,2.57,16.94,7.22,25.71,6.42,05-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Aug-2020 - 00:00,88.64,78.75,967.87,111.57,22.96,41.29,27.17,30.87,502.5,2.0,25.78,7.59,35.26,6.37,06-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Aug-2020 - 00:00,85.29,68.75,970.63,219.63,22.75,28.19,25.03,32.18,570.83,4.93,36.03,6.78,24.23,6.9,07-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Aug-2020 - 00:00,100.92,73.55,973.26,209.91,22.46,30.52,28.21,31.08,597.08,3.79,19.09,6.42,25.6,6.76,08-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Aug-2020 - 00:00,150.63,68.41,971.38,187.32,24.12,42.26,37.28,33.08,485.42,1.44,25.53,7.7,38.65,6.8,09-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Aug-2020 - 00:00,178.21,83.22,970.87,115.34,23.84,32.63,28.24,30.22,487.92,2.09,14.68,6.87,28.26,6.58,10-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Aug-2020 - 00:00,134.38,81.69,972.06,126.24,23.53,33.98,22.82,30.53,526.67,2.22,15.45,6.77,26.39,7.52,11-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Aug-2020 - 00:00,174.14,79.21,971.65,167.73,24.0,42.71,29.95,31.18,557.92,2.16,11.91,7.12,27.6,7.9,12-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Aug-2020 - 00:00,222.39,79.23,970.66,172.73,23.39,31.8,25.87,31.14,660.87,2.79,12.16,6.39,24.54,7.07,13-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Aug-2020 - 00:00,153.7,91.68,970.4,42.06,21.78,36.01,21.82,27.37,362.78,2.52,16.89,6.43,29.82,6.89,14-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Aug-2020 - 00:00,84.18,87.49,969.74,105.26,23.06,34.92,21.98,28.43,495.83,2.81,25.63,6.44,31.46,7.2,15-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Aug-2020 - 00:00,124.47,83.08,969.74,179.95,24.65,26.82,24.42,30.01,551.25,2.69,11.8,5.94,22.65,7.22,16-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Aug-2020 - 00:00,126.53,82.04,970.71,198.9,24.78,30.93,23.73,30.23,596.52,2.59,12.6,6.52,22.22,7.01,17-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Aug-2020 - 00:00,146.99,86.18,971.05,147.9,27.48,39.87,35.62,29.99,512.27,2.88,15.3,7.05,39.45,8.3,18-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Aug-2020 - 00:00,182.06,83.36,971.55,140.38,28.1,44.57,48.66,30.32,533.75,2.16,14.09,7.11,34.72,8.33,19-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Aug-2020 - 00:00,151.51,92.98,971.56,25.84,31.29,53.12,45.29,26.98,250.59,2.61,20.18,6.85,40.97,9.31,20-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Aug-2020 - 00:00,97.3,92.97,974.06,74.36,25.92,46.9,38.02,26.13,307.37,3.08,22.08,6.93,36.1,8.46,21-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Aug-2020 - 00:00,83.0,80.95,975.53,201.4,26.28,36.15,16.74,28.75,586.67,2.72,29.48,7.92,29.77,7.98,22-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Aug-2020 - 00:00,78.04,76.46,974.69,229.05,25.27,27.2,19.39,29.62,602.92,4.43,29.13,7.17,26.41,6.69,23-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Aug-2020 - 00:00,87.46,80.88,973.33,150.16,24.89,25.11,19.96,28.96,552.92,4.24,18.12,6.47,22.3,7.8,24-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Aug-2020 - 00:00,121.12,82.15,973.77,136.11,25.03,30.35,18.15,28.79,529.17,3.7,11.08,6.26,26.77,7.58,25-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Aug-2020 - 00:00,149.54,80.77,975.71,158.1,25.85,33.89,16.0,29.29,646.25,2.93,12.87,6.51,25.84,7.84,26-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Aug-2020 - 00:00,238.35,74.55,976.85,164.59,26.92,42.04,19.15,30.37,737.5,2.3,11.48,6.88,25.05,8.48,27-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Aug-2020 - 00:00,248.13,71.66,976.2,182.25,27.85,42.49,19.55,31.06,728.75,2.11,12.06,7.37,26.56,8.76,28-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Aug-2020 - 00:00,163.54,85.96,974.4,50.92,30.73,57.82,14.6,28.18,494.0,1.78,17.52,7.69,44.68,9.37,29-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Aug-2020 - 00:00,91.26,79.69,973.97,209.11,27.78,41.54,22.52,29.63,587.5,2.03,33.44,8.25,43.87,9.3,30-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Aug-2020 - 00:00,89.62,81.02,973.8,122.81,26.99,26.27,18.53,28.24,561.25,4.66,23.64,6.17,26.78,7.27,31-Aug-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Aug-2020 - 00:00,145.94,77.96,976.03,174.55,26.96,28.54,17.89,28.72,581.67,4.2,11.92,5.96,20.09,8.82,01-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Sep-2020 - 00:00,179.18,73.04,977.43,193.64,28.36,36.34,18.48,29.63,525.42,2.83,11.98,6.46,21.81,8.12,02-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Sep-2020 - 00:00,176.92,72.44,979.29,171.38,27.84,40.88,29.64,30.69,532.92,1.78,14.16,6.66,26.95,8.85,03-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Sep-2020 - 00:00,110.36,75.2,979.96,189.03,27.43,34.26,24.9,30.65,585.42,3.25,12.92,6.04,26.53,8.13,04-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Sep-2020 - 00:00,126.91,74.56,979.11,223.43,28.63,40.5,25.73,30.74,516.67,2.84,12.55,6.47,24.42,8.19,05-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Sep-2020 - 00:00,,,,,29.27,47.61,31.74,,578.57,,15.52,7.14,33.91,7.94,06-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Sep-2020 - 00:00,,,,,27.36,38.51,37.75,,518.33,,14.01,7.42,29.23,6.45,07-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Sep-2020 - 00:00,226.81,76.33,976.19,132.04,31.27,46.52,27.02,30.31,381.67,2.63,29.73,7.85,32.35,7.16,08-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Sep-2020 - 00:00,288.83,71.4,977.18,216.28,29.32,32.61,43.03,30.9,397.08,2.37,17.09,7.71,25.27,9.06,09-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Sep-2020 - 00:00,301.33,70.51,977.03,208.77,26.39,19.13,51.36,31.81,455.83,2.36,12.21,13.54,20.73,11.87,10-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Sep-2020 - 00:00,290.41,67.05,974.63,210.22,56.04,188.34,33.39,32.07,597.08,2.55,14.57,34.47,59.44,20.59,11-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Sep-2020 - 00:00,225.35,59.46,975.13,217.46,31.18,40.28,37.39,33.06,422.92,1.84,19.22,7.06,29.8,8.39,12-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Sep-2020 - 00:00,166.82,61.42,977.62,191.41,30.04,34.81,37.91,32.76,491.25,1.89,28.38,7.33,36.4,7.34,13-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Sep-2020 - 00:00,106.38,66.84,977.55,175.55,30.41,29.63,37.81,32.25,504.58,1.81,25.69,6.87,28.71,5.81,14-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Sep-2020 - 00:00,181.73,66.1,976.52,143.19,30.25,26.57,39.03,32.45,404.17,1.8,21.84,6.93,26.99,6.21,15-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Sep-2020 - 00:00,215.89,64.96,976.02,181.27,29.97,34.2,44.26,32.63,444.17,1.92,19.05,6.99,28.15,6.51,16-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
