from date,WD,RH,BP,SR,NO,NO2,Ozone,Temp,MH,WS,SO2,Benzene,Toluene,MP-Xylene,to date,station
16-Sep-2020 - 00:00,261.66,63.57,975.7,192.3,,,,33.25,549.17,2.42,,,,,17-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Sep-2020 - 00:00,295.25,62.45,975.22,202.77,29.3,40.05,29.95,33.28,572.08,3.24,16.61,7.78,30.14,9.49,18-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Sep-2020 - 00:00,281.44,62.29,974.38,201.78,30.92,37.94,28.42,33.54,623.33,3.11,17.29,7.04,26.15,10.3,19-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Sep-2020 - 00:00,244.09,62.99,974.69,194.0,30.81,31.91,39.91,33.01,405.33,2.16,19.74,6.62,26.4,8.71,20-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Sep-2020 - 00:00,241.14,66.23,974.11,193.67,31.08,30.85,41.02,32.3,611.25,2.74,20.49,6.94,27.26,8.71,21-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Sep-2020 - 00:00,271.6,63.72,973.05,168.0,31.25,29.63,43.8,32.73,492.08,2.39,22.42,7.41,27.67,7.48,22-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Sep-2020 - 00:00,125.79,65.41,973.54,199.13,30.47,39.82,24.44,32.2,497.92,2.45,29.8,6.87,27.36,8.96,23-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Sep-2020 - 00:00,111.74,67.2,973.7,164.73,29.86,33.79,23.81,31.39,496.25,2.76,21.51,6.31,27.5,9.78,24-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Sep-2020 - 00:00,175.18,68.72,975.85,175.55,31.31,33.35,33.66,30.7,576.67,2.3,27.25,6.78,25.46,9.82,25-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Sep-2020 - 00:00,256.58,62.0,975.16,193.17,31.22,48.13,31.56,31.78,480.0,2.89,18.1,7.53,29.63,10.77,26-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Sep-2020 - 00:00,239.3,58.14,975.27,128.26,33.37,64.1,21.59,30.71,638.33,2.36,17.72,7.72,44.84,10.22,27-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Sep-2020 - 00:00,286.2,54.59,977.93,193.42,32.06,46.34,28.29,30.5,617.92,2.43,15.49,6.7,30.49,8.54,28-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Sep-2020 - 00:00,285.05,53.58,978.99,189.86,33.37,52.6,30.32,31.14,693.75,3.09,19.0,7.23,37.46,10.29,29-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Sep-2020 - 00:00,294.79,58.17,978.66,170.74,29.65,46.85,52.24,30.61,565.42,3.25,19.23,7.2,34.16,8.75,30-Sep-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Sep-2020 - 00:00,293.8,52.67,977.59,176.59,9.56,50.83,78.46,30.42,644.58,3.25,19.33,8.21,72.83,1.3,01-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Oct-2020 - 00:00,291.16,51.7,977.07,171.49,,26.48,,30.77,676.25,2.91,22.49,6.56,,2.55,02-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Oct-2020 - 00:00,275.6,53.85,977.66,169.02,,15.44,,30.45,598.33,2.31,27.67,5.59,,15.42,03-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Oct-2020 - 00:00,293.85,48.6,978.74,172.51,,,,30.38,624.58,2.35,,,,,04-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Oct-2020 - 00:00,261.26,48.51,979.6,170.37,,,,29.67,630.0,2.27,,,,,05-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Oct-2020 - 00:00,297.17,47.2,979.14,169.77,30.35,71.6,34.16,29.7,642.92,3.24,21.36,7.65,43.97,7.55,06-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Oct-2020 - 00:00,262.8,46.46,979.59,167.65,31.49,70.66,33.31,29.91,570.83,2.62,21.95,8.95,53.25,9.1,07-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Oct-2020 - 00:00,239.67,47.28,981.39,156.32,32.11,54.79,43.82,30.05,656.25,2.41,25.91,8.6,52.18,8.08,08-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Oct-2020 - 00:00,294.0,47.9,981.71,150.06,32.25,60.44,43.58,30.14,616.67,2.54,22.98,8.57,54.35,9.49,09-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Oct-2020 - 00:00,280.84,47.83,981.88,136.34,32.56,67.45,41.4,30.04,629.58,1.87,23.64,9.17,60.2,10.05,10-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Oct-2020 - 00:00,289.92,50.55,980.67,136.96,31.89,67.8,41.36,29.71,703.75,2.17,25.95,8.37,55.11,10.37,11-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Oct-2020 - 00:00,298.47,50.37,978.78,135.21,31.75,65.64,37.62,29.62,645.42,2.44,27.24,8.43,59.29,10.53,12-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Oct-2020 - 00:00,228.58,46.62,977.37,129.8,36.55,70.62,46.61,30.26,551.25,1.51,32.74,9.85,89.67,9.8,13-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Oct-2020 - 00:00,113.35,57.43,978.21,108.62,33.96,73.97,35.82,29.49,535.42,1.85,46.67,8.85,72.63,11.04,14-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Oct-2020 - 00:00,121.79,55.65,979.71,90.78,33.54,74.51,35.02,30.03,455.0,1.28,37.45,9.81,66.27,6.55,15-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Oct-2020 - 00:00,210.58,39.89,980.34,123.8,32.63,53.44,40.67,30.06,477.92,2.01,26.67,9.25,99.36,7.95,16-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Oct-2020 - 00:00,273.84,34.61,980.11,124.49,34.83,75.91,39.52,28.96,518.75,1.57,25.83,9.42,73.84,9.17,17-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Oct-2020 - 00:00,264.21,39.28,980.85,113.8,39.19,97.44,39.87,28.85,445.42,1.39,23.83,11.97,88.31,12.55,18-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Oct-2020 - 00:00,290.99,36.93,980.77,123.11,33.6,83.79,29.96,28.5,519.58,2.47,22.61,8.18,68.09,11.03,19-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Oct-2020 - 00:00,296.83,36.47,980.46,124.64,33.68,83.97,34.22,28.1,562.5,2.7,32.51,8.69,75.63,11.26,20-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Oct-2020 - 00:00,277.71,33.19,980.16,123.01,36.13,91.39,36.25,28.12,502.5,1.9,25.05,9.92,80.86,11.86,21-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Oct-2020 - 00:00,199.56,32.69,981.22,123.57,44.31,96.86,33.67,28.63,432.08,1.45,23.55,11.86,92.46,13.61,22-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Oct-2020 - 00:00,204.4,37.23,979.96,77.98,41.53,99.57,40.33,28.0,340.42,1.56,36.65,13.2,102.14,11.73,23-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Oct-2020 - 00:00,176.23,37.53,979.69,112.17,35.3,84.86,43.08,27.36,446.25,1.45,33.16,11.05,121.9,9.9,24-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Oct-2020 - 00:00,256.7,41.12,980.69,106.39,43.3,107.04,38.49,26.83,450.0,1.67,24.45,14.06,121.97,15.44,25-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Oct-2020 - 00:00,187.57,43.0,983.03,103.83,48.26,107.19,43.26,27.24,367.08,1.32,30.5,13.07,136.2,11.35,26-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Oct-2020 - 00:00,243.94,40.78,984.39,94.8,42.46,93.32,39.35,26.87,444.17,1.96,34.78,10.86,105.86,11.71,27-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Oct-2020 - 00:00,292.2,39.33,984.27,106.37,37.66,86.71,34.41,25.34,489.17,2.29,20.22,10.23,103.78,12.3,28-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Oct-2020 - 00:00,259.11,38.83,984.92,97.28,41.81,116.66,35.47,25.15,407.5,1.5,23.79,12.51,118.31,14.19,29-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Oct-2020 - 00:00,205.88,41.93,985.78,84.6,67.8,115.61,22.11,25.37,276.67,0.99,26.07,14.65,186.59,12.74,30-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Oct-2020 - 00:00,294.99,41.43,985.45,92.6,38.54,104.59,35.14,25.22,423.75,2.06,29.53,10.19,122.64,12.77,31-Oct-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
31-Oct-2020 - 00:00,294.19,41.73,985.33,99.36,34.49,77.59,35.16,24.41,502.5,2.88,23.62,8.43,151.76,12.19,01-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Nov-2020 - 00:00,285.25,35.88,985.99,95.12,35.77,92.52,34.78,24.06,402.5,2.45,24.84,9.34,162.41,13.45,02-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
02-Nov-2020 - 00:00,271.56,35.19,986.7,90.62,128.2,57.99,22.61,23.48,489.58,1.88,17.2,5.67,169.11,3.26,03-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
03-Nov-2020 - 00:00,191.78,34.09,986.1,95.46,40.03,90.93,27.65,23.97,457.08,1.68,21.79,7.93,109.68,6.74,04-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
04-Nov-2020 - 00:00,248.2,43.55,984.83,73.45,42.24,146.28,26.76,23.03,422.92,1.59,23.76,12.03,156.43,17.17,05-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
05-Nov-2020 - 00:00,268.74,40.51,986.04,90.66,41.48,122.34,34.39,24.25,500.42,1.84,22.65,11.91,140.88,17.82,06-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
06-Nov-2020 - 00:00,271.96,39.55,988.76,84.14,40.37,125.96,31.75,24.26,414.58,1.88,25.38,12.4,176.43,19.19,07-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
07-Nov-2020 - 00:00,279.15,41.04,989.62,84.74,40.59,115.11,38.14,23.94,456.67,2.04,26.2,11.63,183.98,19.94,08-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
08-Nov-2020 - 00:00,272.53,44.26,990.21,73.08,39.19,131.07,43.33,23.18,322.5,1.22,32.04,11.76,210.98,19.89,09-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
09-Nov-2020 - 00:00,279.4,50.04,988.7,72.66,40.91,132.45,39.88,22.48,347.5,1.26,29.48,11.42,205.12,18.75,10-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
10-Nov-2020 - 00:00,134.7,53.24,987.66,71.25,39.8,125.72,39.29,22.91,353.75,1.27,41.17,10.16,221.75,17.41,11-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
11-Nov-2020 - 00:00,96.1,51.41,989.47,71.02,41.79,95.57,33.65,22.99,417.08,1.45,62.0,8.5,135.77,13.35,12-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
12-Nov-2020 - 00:00,186.65,50.44,990.67,67.66,41.85,99.88,41.13,23.29,376.25,1.04,32.49,10.78,95.69,11.48,13-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
13-Nov-2020 - 00:00,254.52,49.96,989.26,67.72,40.06,125.36,38.33,23.31,455.83,1.38,23.97,11.05,125.55,14.45,14-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
14-Nov-2020 - 00:00,184.78,49.53,987.09,60.21,35.77,121.24,34.2,22.43,307.5,1.25,44.6,8.87,103.84,11.53,15-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
15-Nov-2020 - 00:00,120.84,57.15,986.55,59.1,34.32,61.89,39.8,21.64,415.42,2.71,29.99,7.3,26.92,12.19,16-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
16-Nov-2020 - 00:00,149.79,72.64,988.21,54.39,38.33,52.8,28.64,20.69,471.25,2.26,20.92,6.3,20.71,10.29,17-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
17-Nov-2020 - 00:00,288.31,60.53,986.58,70.3,35.49,64.29,22.08,20.99,567.5,2.16,18.3,6.49,31.88,13.12,18-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
18-Nov-2020 - 00:00,283.88,54.9,985.52,71.04,36.51,65.6,19.03,20.21,515.0,2.07,18.49,6.82,39.24,10.85,19-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
19-Nov-2020 - 00:00,215.37,48.77,985.94,68.51,36.23,57.04,50.29,19.94,458.75,1.66,22.8,6.39,27.05,10.89,20-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
20-Nov-2020 - 00:00,303.91,46.7,987.36,71.19,35.53,76.76,32.02,19.53,538.75,2.9,23.33,6.66,32.04,13.01,21-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
21-Nov-2020 - 00:00,298.11,43.57,987.8,72.51,37.2,72.29,27.86,18.46,504.17,3.44,19.58,7.16,38.63,13.46,22-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
22-Nov-2020 - 00:00,284.48,40.56,988.42,69.27,38.52,90.37,25.35,18.43,429.17,2.19,19.4,6.44,52.8,13.58,23-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
23-Nov-2020 - 00:00,182.53,40.72,988.76,68.1,39.35,128.87,29.7,19.29,419.58,1.15,23.96,8.45,66.85,12.61,24-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
24-Nov-2020 - 00:00,128.56,46.78,988.35,56.35,38.25,135.98,34.52,18.85,347.92,1.25,50.13,8.28,77.34,14.57,25-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
25-Nov-2020 - 00:00,88.61,58.37,988.67,36.69,36.53,95.65,28.85,18.36,267.92,1.79,52.52,8.42,68.93,9.7,26-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
26-Nov-2020 - 00:00,223.16,60.46,990.64,63.38,34.33,50.9,24.08,19.68,487.5,2.56,22.61,7.64,39.69,8.89,27-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
27-Nov-2020 - 00:00,294.31,54.43,992.25,68.68,34.93,71.84,22.02,19.73,452.08,2.78,23.05,6.23,40.51,12.14,28-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
28-Nov-2020 - 00:00,278.87,49.09,991.15,68.15,35.1,83.97,26.18,19.58,473.75,2.64,18.73,7.88,53.41,10.29,29-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
29-Nov-2020 - 00:00,261.42,46.19,989.94,66.49,41.16,100.95,34.38,19.3,402.92,1.55,19.45,8.96,75.69,12.42,30-Nov-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
30-Nov-2020 - 00:00,271.59,48.44,989.01,65.81,43.92,119.76,32.93,19.64,382.08,1.56,21.84,10.48,91.01,15.13,01-Dec-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
01-Dec-2020 - 00:00,274.52,55.73,988.63,1.6,54.91,152.89,29.46,18.44,160.0,1.01,26.36,12.5,204.36,3.62,02-Dec-2020 - 00:00,"East Arjun Nagar, Delhi - CPCB"
