from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,WS,WD,RH,BP,to date,station
22-Apr-2020 - 00:00,19.34,39.98,6.43,0.44,3.74,10.41,19.5,0.24,9.62,0.02,0.02,28.9,1.05,212.73,46.66,724.74,23-Apr-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-Apr-2020 - 00:00,13.39,30.94,7.35,0.42,4.23,10.24,18.62,0.24,11.54,0.01,0.03,28.46,1.09,217.92,49.74,724.49,24-Apr-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-Apr-2020 - 00:00,15.23,28.1,12.36,0.59,7.06,10.39,17.0,0.25,9.51,0.02,0.05,26.93,0.74,220.36,59.81,724.85,25-Apr-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-Apr-2020 - 00:00,20.06,37.36,12.24,0.9,7.25,11.89,17.99,0.26,7.95,0.02,0.06,26.64,0.99,229.73,62.83,724.66,26-Apr-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-Apr-2020 - 00:00,18.72,,10.7,1.31,6.72,12.38,18.94,0.29,10.94,0.03,0.09,27.68,1.21,187.62,55.31,725.08,27-Apr-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-Apr-2020 - 00:00,17.96,70.5,12.37,1.26,7.6,12.04,18.63,0.28,7.89,0.02,0.08,27.52,0.68,213.33,59.75,725.92,28-Apr-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-Apr-2020 - 00:00,19.55,58.66,10.86,2.35,7.68,13.09,18.8,0.35,10.31,0.02,0.05,28.01,0.89,186.58,54.77,724.82,29-Apr-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-Apr-2020 - 00:00,10.11,24.3,9.78,2.54,7.27,11.74,24.79,0.35,10.29,0.01,0.07,25.14,0.7,212.57,69.58,725.97,30-Apr-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-Apr-2020 - 00:00,21.26,45.89,15.11,5.08,12.16,12.39,27.05,0.5,8.74,0.04,0.14,27.32,0.64,214.09,57.72,725.58,01-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
01-May-2020 - 00:00,18.21,39.46,9.01,0.9,5.51,15.29,24.36,0.27,11.16,0.02,0.06,28.34,0.83,226.01,51.03,725.31,02-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
02-May-2020 - 00:00,13.04,32.77,8.65,0.46,4.97,14.56,26.18,0.24,10.98,0.01,0.05,28.25,0.98,233.51,51.07,723.99,03-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
03-May-2020 - 00:00,23.96,46.86,14.3,1.4,8.74,14.5,26.61,0.3,9.98,0.03,0.1,28.82,0.66,197.54,51.12,723.8,04-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
04-May-2020 - 00:00,28.78,67.97,19.69,2.28,12.33,13.08,26.8,0.34,10.61,0.04,0.14,29.28,0.68,215.78,45.41,724.82,05-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
05-May-2020 - 00:00,32.29,76.05,17.63,3.1,11.89,17.09,26.5,0.4,19.7,0.07,0.16,29.39,0.89,197.6,46.8,724.21,06-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
06-May-2020 - 00:00,23.09,55.46,20.75,1.73,12.41,14.17,21.0,0.31,19.87,0.03,0.1,28.87,0.78,193.79,48.56,724.03,07-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
07-May-2020 - 00:00,29.32,71.38,26.01,4.42,17.43,14.02,27.77,0.47,40.53,0.04,0.16,28.38,0.84,202.19,50.98,724.23,08-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
08-May-2020 - 00:00,15.98,32.83,23.63,2.61,14.67,14.47,40.91,0.37,31.84,0.02,0.06,27.72,0.83,207.55,58.52,724.48,09-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
09-May-2020 - 00:00,18.32,47.84,28.13,5.53,19.45,13.07,27.7,0.52,42.56,0.01,0.1,29.01,0.88,171.99,49.83,723.96,10-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
10-May-2020 - 00:00,33.64,68.38,31.95,5.77,21.69,12.5,30.39,0.54,39.35,0.03,0.09,29.19,0.95,160.2,44.35,723.92,11-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
11-May-2020 - 00:00,19.39,55.57,29.09,5.67,20.09,11.31,24.56,0.54,40.44,0.01,0.08,28.65,0.98,149.02,44.78,724.23,12-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
12-May-2020 - 00:00,16.26,49.68,26.29,5.39,18.26,11.33,25.29,0.52,42.33,0.01,0.11,28.75,1.2,143.91,43.02,723.56,13-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
13-May-2020 - 00:00,14.45,42.24,25.19,8.4,20.09,11.19,25.8,0.68,30.82,0.03,0.19,28.12,0.77,185.03,49.79,723.24,14-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
14-May-2020 - 00:00,21.36,46.64,24.84,2.32,15.09,11.13,27.34,0.35,53.41,0.02,0.14,29.34,0.93,187.85,46.65,722.22,15-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
15-May-2020 - 00:00,15.46,46.71,27.79,2.42,16.74,11.14,27.24,0.37,47.0,0.01,0.15,29.62,0.94,213.17,44.66,721.5,16-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
16-May-2020 - 00:00,16.58,41.68,26.89,1.8,15.76,11.58,23.55,0.33,51.55,0.03,0.08,28.52,0.88,234.59,49.8,721.55,17-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
17-May-2020 - 00:00,16.35,37.47,27.72,2.55,16.82,13.43,26.73,0.38,46.64,0.02,0.06,27.15,1.11,230.08,61.89,720.95,18-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
18-May-2020 - 00:00,12.96,35.31,26.26,1.59,15.26,11.68,21.59,0.31,50.48,0.0,0.06,26.71,1.6,268.31,60.99,720.04,19-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
19-May-2020 - 00:00,17.32,59.18,20.71,2.14,12.75,10.32,18.65,0.34,40.54,0.0,0.05,27.45,1.91,269.38,56.88,720.08,20-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
20-May-2020 - 00:00,13.52,47.49,20.4,2.74,13.07,10.78,25.14,0.37,34.96,0.01,0.05,27.15,1.64,259.03,55.95,720.94,21-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
21-May-2020 - 00:00,9.96,44.81,22.08,3.26,14.4,11.23,27.21,0.42,39.1,0.02,0.07,27.93,1.47,261.05,53.5,721.95,22-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
22-May-2020 - 00:00,11.61,37.17,22.73,1.69,13.47,11.16,25.59,0.32,56.72,0.01,0.08,27.44,1.5,251.66,54.25,722.69,23-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-May-2020 - 00:00,7.35,37.65,26.82,1.85,15.77,12.37,26.68,0.33,56.99,0.0,0.07,28.02,1.3,249.18,52.78,722.71,24-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-May-2020 - 00:00,10.78,38.86,25.11,2.14,15.09,11.85,27.08,0.34,41.66,0.0,0.04,27.11,1.46,247.69,61.39,723.64,25-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-May-2020 - 00:00,11.96,37.2,26.33,2.1,15.71,10.34,23.28,0.34,49.19,0.01,0.05,27.57,1.19,249.93,57.38,724.32,26-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-May-2020 - 00:00,11.79,33.62,22.81,1.54,13.37,9.48,22.0,0.31,55.31,0.0,0.04,27.17,1.42,246.07,59.05,724.43,27-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-May-2020 - 00:00,13.27,34.64,24.9,3.28,15.85,9.57,29.78,0.41,38.66,0.0,0.1,26.32,1.02,233.06,65.69,723.93,28-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-May-2020 - 00:00,11.79,38.49,23.74,2.49,14.66,9.23,23.92,0.37,43.66,0.01,0.13,26.71,1.29,253.55,61.11,723.07,29-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-May-2020 - 00:00,7.23,29.02,23.11,2.26,14.14,10.2,25.85,0.35,46.18,0.0,0.07,26.6,1.12,238.85,62.97,723.19,30-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-May-2020 - 00:00,7.16,23.67,20.97,1.89,12.66,9.45,28.84,0.32,46.79,0.01,0.09,26.52,0.8,221.74,64.46,723.54,31-May-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
31-May-2020 - 00:00,3.88,27.6,12.95,0.73,7.48,5.92,26.6,0.25,33.33,0.02,0.12,27.03,0.83,203.23,63.3,723.94,01-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
01-Jun-2020 - 00:00,4.39,18.44,13.26,1.7,8.43,5.18,26.44,0.31,25.83,0.02,0.06,26.53,0.83,219.18,64.84,724.65,02-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
02-Jun-2020 - 00:00,4.12,13.19,11.29,1.21,6.92,4.55,26.5,0.27,22.92,0.0,0.07,26.2,1.15,221.99,64.52,724.23,03-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
03-Jun-2020 - 00:00,4.76,11.59,11.38,0.59,6.54,4.18,25.97,0.24,29.07,0.0,0.05,26.17,1.5,246.94,62.41,723.67,04-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
04-Jun-2020 - 00:00,6.0,18.49,13.27,0.73,7.66,4.19,24.32,0.24,26.35,0.01,0.07,26.85,1.42,260.22,60.82,723.83,05-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
05-Jun-2020 - 00:00,9.4,25.22,14.35,1.84,9.13,4.6,23.28,0.78,26.62,0.0,0.04,26.48,1.26,250.14,62.74,723.97,06-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
06-Jun-2020 - 00:00,11.82,29.01,15.2,1.35,9.17,5.05,24.13,0.6,23.94,0.0,0.06,25.72,1.03,237.92,69.12,723.76,07-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
07-Jun-2020 - 00:00,13.65,31.83,13.37,1.06,7.98,4.36,24.96,0.5,21.08,0.0,0.05,25.61,1.1,255.36,68.44,723.43,08-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
08-Jun-2020 - 00:00,15.33,37.96,13.71,1.13,8.21,4.08,25.04,0.44,25.6,0.0,0.05,26.73,1.36,267.08,59.36,723.01,09-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
09-Jun-2020 - 00:00,18.02,43.23,13.97,1.11,8.34,4.01,24.1,0.41,23.39,0.01,0.07,26.68,1.22,263.35,61.05,722.8,10-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
10-Jun-2020 - 00:00,13.54,36.58,13.0,1.39,8.03,3.92,25.14,0.46,21.18,0.01,0.07,26.04,1.24,262.04,65.53,721.92,11-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
11-Jun-2020 - 00:00,9.11,24.75,15.76,2.22,10.18,5.39,24.85,0.56,19.81,0.0,0.05,25.72,1.58,279.73,64.89,720.94,12-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
12-Jun-2020 - 00:00,11.22,26.25,12.6,1.19,7.66,3.98,20.47,0.33,26.24,0.01,0.06,25.52,1.8,269.7,60.5,720.28,13-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
13-Jun-2020 - 00:00,11.15,26.76,10.33,0.74,6.1,4.22,20.23,0.21,25.69,0.01,0.06,25.46,1.42,247.7,66.6,720.66,14-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
14-Jun-2020 - 00:00,8.39,23.33,11.22,0.94,6.72,4.02,20.38,0.26,24.38,0.03,0.04,26.2,2.05,267.77,62.57,722.11,15-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
15-Jun-2020 - 00:00,10.06,26.06,11.01,0.89,6.57,4.48,23.8,0.28,24.7,0.01,0.06,26.51,1.74,259.98,61.61,721.94,16-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
16-Jun-2020 - 00:00,12.48,30.67,10.06,1.08,6.22,5.23,21.2,0.28,25.73,0.01,0.04,26.37,1.67,250.62,63.28,721.23,17-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
17-Jun-2020 - 00:00,15.33,37.64,11.27,0.81,6.65,4.16,23.72,0.31,22.56,0.02,0.07,25.76,1.48,249.86,66.52,722.0,18-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
18-Jun-2020 - 00:00,13.81,36.41,11.81,1.51,7.52,3.79,23.21,0.31,20.21,0.02,0.06,25.56,1.35,258.11,66.88,723.47,19-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
19-Jun-2020 - 00:00,16.33,41.5,16.41,2.89,11.08,7.41,24.18,0.31,19.85,0.02,0.07,26.37,1.69,262.51,61.02,723.7,20-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
20-Jun-2020 - 00:00,13.72,34.65,19.06,5.02,14.22,9.93,19.5,0.3,19.36,0.02,0.09,26.67,1.61,265.47,60.07,723.52,21-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
21-Jun-2020 - 00:00,13.3,30.43,18.28,4.84,13.65,12.15,24.33,0.31,20.35,0.0,0.03,26.09,1.67,272.36,63.11,722.66,22-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
22-Jun-2020 - 00:00,13.23,28.15,17.36,3.95,12.44,10.26,24.28,0.3,24.13,0.01,0.04,26.41,1.73,264.09,58.93,721.48,23-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-Jun-2020 - 00:00,16.21,40.95,16.95,3.5,11.85,9.78,22.99,0.31,28.57,0.01,0.04,26.9,1.34,263.44,56.3,722.36,24-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-Jun-2020 - 00:00,16.48,41.27,17.21,3.49,11.98,11.68,25.94,0.3,26.9,0.02,0.05,26.83,1.19,250.32,60.73,722.41,25-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-Jun-2020 - 00:00,9.02,21.93,17.46,4.44,12.92,11.71,24.49,0.32,20.52,0.01,0.11,25.99,0.89,207.31,69.13,721.44,26-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-Jun-2020 - 00:00,12.19,21.93,15.07,3.37,10.76,11.03,18.56,0.29,27.36,0.02,0.11,26.94,0.86,244.95,66.16,720.82,27-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-Jun-2020 - 00:00,9.05,20.84,19.07,3.61,13.07,12.78,20.44,0.31,26.89,0.03,0.06,27.38,1.07,251.57,62.1,721.29,28-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-Jun-2020 - 00:00,8.74,17.75,17.61,3.36,12.1,12.17,20.23,0.3,25.45,0.0,0.02,28.87,1.08,246.69,62.74,721.38,29-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-Jun-2020 - 00:00,12.31,26.51,15.89,3.67,11.43,10.6,18.68,0.3,25.39,0.0,0.06,33.73,0.94,244.39,64.1,720.76,30-Jun-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-Jun-2020 - 00:00,12.06,25.68,15.31,3.45,10.94,11.64,18.48,0.29,23.89,0.03,0.05,26.56,1.52,264.52,60.43,720.72,01-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
01-Jul-2020 - 00:00,17.12,30.93,15.16,3.28,10.73,11.86,19.59,0.31,23.03,0.02,0.04,26.45,1.53,265.0,60.67,721.6,02-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
02-Jul-2020 - 00:00,10.61,25.26,15.69,4.43,11.95,12.77,20.9,0.31,18.32,0.01,0.07,25.51,1.4,258.11,67.18,721.51,03-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
03-Jul-2020 - 00:00,8.07,24.2,14.41,3.4,10.43,12.29,19.6,0.3,23.24,0.01,0.03,25.4,1.71,258.98,66.28,721.41,04-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
04-Jul-2020 - 00:00,11.67,28.34,14.36,3.33,10.35,11.4,17.9,0.3,20.75,0.01,0.05,25.63,1.56,264.55,65.32,720.86,05-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
05-Jul-2020 - 00:00,13.36,34.61,13.47,3.01,9.62,13.39,21.25,0.3,22.28,0.01,0.04,25.79,1.41,239.49,66.22,720.58,06-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
06-Jul-2020 - 00:00,11.04,36.21,13.04,3.54,9.81,12.19,21.97,0.3,20.16,0.02,0.03,25.43,1.58,261.66,66.75,720.66,07-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
07-Jul-2020 - 00:00,11.19,28.77,13.96,3.29,10.09,13.11,24.54,0.28,20.74,0.0,0.02,26.07,1.74,254.05,62.62,722.12,08-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
08-Jul-2020 - 00:00,8.98,22.23,13.36,3.33,9.73,10.53,21.03,0.32,15.3,0.01,0.06,25.27,1.28,260.63,69.71,723.48,09-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
09-Jul-2020 - 00:00,9.56,21.58,14.33,3.65,10.59,12.4,21.09,0.31,15.53,0.01,0.07,25.65,1.11,252.88,67.48,722.46,10-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
10-Jul-2020 - 00:00,13.11,23.61,14.91,3.3,10.61,11.95,24.7,0.3,16.3,0.01,0.06,25.59,1.1,249.74,67.84,723.02,11-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
11-Jul-2020 - 00:00,10.7,32.93,16.03,4.01,11.79,13.11,24.85,0.31,18.67,0.01,0.04,26.35,1.15,263.42,60.78,722.48,12-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
12-Jul-2020 - 00:00,9.52,19.58,15.6,2.79,10.56,13.03,24.12,0.3,24.55,0.0,0.02,26.62,1.39,266.33,57.86,722.17,13-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
13-Jul-2020 - 00:00,15.49,30.2,16.46,3.33,11.46,11.15,23.83,0.3,24.76,0.0,0.03,26.38,1.15,264.43,60.3,721.42,14-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
14-Jul-2020 - 00:00,11.14,24.12,17.54,4.29,12.82,11.34,23.86,0.29,17.41,0.0,0.06,26.13,1.36,274.23,61.14,721.35,15-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
15-Jul-2020 - 00:00,12.3,22.78,14.03,3.17,10.04,11.5,24.04,0.31,14.1,0.01,0.09,25.08,1.11,246.92,70.55,720.9,16-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
16-Jul-2020 - 00:00,9.73,19.71,12.68,3.06,9.23,12.44,21.48,0.32,11.53,0.11,0.05,24.81,1.29,246.5,73.38,720.08,17-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
17-Jul-2020 - 00:00,11.2,23.26,13.32,2.93,9.46,13.94,22.27,0.29,16.34,0.02,0.05,25.08,1.42,250.12,69.25,720.89,18-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
18-Jul-2020 - 00:00,11.83,26.36,14.64,3.17,10.36,14.65,20.05,0.3,13.25,0.01,0.08,25.26,0.84,249.31,70.9,721.72,19-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
19-Jul-2020 - 00:00,12.42,27.83,15.5,4.0,11.5,14.27,18.2,0.3,11.34,0.01,0.12,26.28,0.71,238.35,66.47,721.99,20-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
20-Jul-2020 - 00:00,11.47,23.4,12.28,2.13,8.26,12.29,14.35,0.29,18.17,0.0,0.12,25.88,0.88,209.57,67.97,721.47,21-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
21-Jul-2020 - 00:00,8.7,19.03,14.16,3.85,10.66,14.71,19.8,0.3,22.25,0.02,0.08,26.43,0.95,210.19,60.99,721.82,22-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
22-Jul-2020 - 00:00,20.56,36.99,18.86,9.48,17.73,14.55,24.57,0.35,22.63,0.03,0.18,26.69,0.73,191.84,63.59,722.08,23-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
23-Jul-2020 - 00:00,16.46,31.28,15.33,3.56,10.98,12.85,22.12,0.33,22.93,0.01,0.06,26.59,0.73,218.17,63.08,721.76,24-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
24-Jul-2020 - 00:00,12.49,21.25,14.71,3.54,10.69,13.8,25.48,0.33,19.98,0.01,0.11,25.93,0.82,229.23,66.43,722.58,25-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
25-Jul-2020 - 00:00,11.01,23.25,17.04,3.81,12.16,13.31,26.11,0.3,25.98,0.0,0.05,26.15,1.27,265.53,59.81,723.81,26-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
26-Jul-2020 - 00:00,14.7,28.38,16.4,3.08,11.23,13.58,25.67,0.32,25.18,,,25.83,1.12,269.25,62.54,725.26,27-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
27-Jul-2020 - 00:00,12.56,27.8,16.97,3.31,11.73,11.96,22.61,0.33,21.31,0.3,0.93,25.85,1.19,272.5,64.15,724.4,28-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
28-Jul-2020 - 00:00,12.3,28.38,17.3,4.2,12.62,11.74,24.89,0.33,19.11,0.24,0.73,26.36,1.07,262.54,62.49,722.35,29-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
29-Jul-2020 - 00:00,12.93,24.05,15.0,3.59,10.91,11.64,24.31,0.33,20.25,0.18,0.56,25.69,0.88,245.02,69.44,721.16,30-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
30-Jul-2020 - 00:00,10.77,20.56,15.19,2.92,10.46,10.95,26.47,0.33,21.18,0.31,0.95,25.97,1.33,252.11,64.61,721.3,31-Jul-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
31-Jul-2020 - 00:00,11.97,23.14,14.97,3.07,10.46,10.97,23.54,0.33,21.62,0.31,0.98,26.13,1.36,247.76,64.88,721.19,01-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
01-Aug-2020 - 00:00,11.88,20.72,15.82,3.72,11.43,10.55,23.54,0.33,20.88,0.34,1.03,25.91,1.42,258.57,64.52,721.55,02-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
02-Aug-2020 - 00:00,8.92,19.34,16.22,3.58,11.54,11.7,19.34,0.31,22.42,0.41,1.27,25.6,1.7,261.44,65.61,721.96,03-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
03-Aug-2020 - 00:00,9.51,21.89,15.31,3.82,11.26,10.73,15.57,0.31,19.27,0.38,1.19,25.46,1.6,257.45,67.54,720.79,04-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
04-Aug-2020 - 00:00,8.37,24.79,15.39,4.38,11.75,9.97,16.34,0.31,19.27,0.38,0.93,25.18,1.94,276.85,66.08,719.22,05-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
05-Aug-2020 - 00:00,6.86,21.96,19.27,5.74,14.91,8.87,15.68,0.34,23.37,0.01,0.04,25.2,2.08,261.49,65.47,717.56,06-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
06-Aug-2020 - 00:00,9.72,29.19,30.16,7.12,21.84,6.54,23.7,0.3,20.6,0.01,0.05,26.15,1.76,257.58,63.07,718.86,07-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
07-Aug-2020 - 00:00,9.85,25.49,32.22,8.46,24.01,6.28,24.81,0.3,18.67,0.01,0.05,25.92,1.65,261.41,66.46,721.82,08-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
08-Aug-2020 - 00:00,8.49,24.1,34.49,9.88,26.38,6.22,23.36,0.31,18.16,0.01,0.08,25.39,1.54,267.85,68.2,722.85,09-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
09-Aug-2020 - 00:00,10.43,25.62,34.63,9.53,26.17,6.48,24.95,0.31,19.68,0.0,0.06,24.63,1.26,261.16,72.62,722.16,10-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
10-Aug-2020 - 00:00,9.32,23.85,27.71,3.7,17.75,5.47,28.65,0.38,26.26,0.0,0.08,25.48,1.55,269.8,63.43,722.5,11-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
11-Aug-2020 - 00:00,10.48,26.71,28.49,5.17,19.35,6.02,15.73,0.29,19.99,0.01,0.08,25.92,1.29,256.61,66.11,723.28,12-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
12-Aug-2020 - 00:00,12.07,34.85,30.43,5.68,20.79,6.0,17.8,0.3,17.86,0.02,0.08,26.01,1.61,274.03,63.38,724.4,13-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
13-Aug-2020 - 00:00,14.93,44.15,30.8,8.6,23.37,6.01,18.22,0.31,17.54,0.02,0.08,26.11,1.65,275.29,60.75,722.71,14-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
14-Aug-2020 - 00:00,14.51,42.97,28.34,7.72,21.35,6.61,17.12,0.29,18.19,0.01,0.07,25.49,1.4,259.75,62.38,721.61,15-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
15-Aug-2020 - 00:00,14.28,33.5,28.95,7.5,21.49,7.04,24.83,0.3,19.07,0.02,0.07,25.28,1.48,259.19,63.96,721.99,16-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
16-Aug-2020 - 00:00,14.65,35.93,29.85,8.43,22.73,7.21,27.05,0.33,16.15,0.01,0.07,24.78,1.23,258.8,67.31,722.62,17-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
17-Aug-2020 - 00:00,11.54,27.42,27.88,8.03,21.36,6.64,25.56,0.33,15.79,0.01,0.09,24.82,1.09,248.35,71.84,722.09,18-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
18-Aug-2020 - 00:00,9.93,26.22,23.69,6.62,17.97,5.13,19.32,0.35,12.43,0.0,0.08,25.52,1.32,270.77,67.95,722.59,19-Aug-2020 - 00:00,"Vijay Nagar, Ramanagara - KSPCB"
