from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,to date,station
06-Feb-2020 - 00:00,225.75,107.77,10.67,16.1,26.77,1.42,,29.8,07-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
07-Feb-2020 - 00:00,243.6,139.53,13.45,16.76,30.21,1.67,,30.85,08-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
08-Feb-2020 - 00:00,210.54,127.9,7.33,9.03,15.99,1.57,,28.47,09-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
09-Feb-2020 - 00:00,218.1,139.7,6.43,14.65,21.08,1.68,,34.03,10-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
10-Feb-2020 - 00:00,317.44,178.11,24.41,28.45,42.42,2.36,,41.29,11-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
11-Feb-2020 - 00:00,356.47,193.89,33.92,31.2,65.11,2.42,,58.56,12-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
12-Feb-2020 - 00:00,285.2,142.69,19.92,21.93,41.78,1.88,,31.04,13-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
13-Feb-2020 - 00:00,182.56,73.31,9.96,15.73,25.6,1.41,,35.62,14-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
14-Feb-2020 - 00:00,165.8,57.14,6.83,11.79,18.62,1.22,,41.13,15-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
15-Feb-2020 - 00:00,188.6,68.97,14.93,17.62,26.3,1.27,0.83,36.75,16-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
16-Feb-2020 - 00:00,239.07,106.35,26.2,18.76,44.96,2.02,,30.58,17-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
17-Feb-2020 - 00:00,319.3,144.24,72.98,19.28,92.26,3.13,,37.17,18-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
18-Feb-2020 - 00:00,254.1,98.03,40.24,20.28,60.52,2.52,,30.74,19-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
19-Feb-2020 - 00:00,265.34,119.03,76.26,12.14,88.41,2.88,,42.77,20-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
20-Feb-2020 - 00:00,225.34,102.43,6.55,8.32,14.88,1.41,,56.19,21-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
21-Feb-2020 - 00:00,75.75,42.19,7.74,7.1,14.84,1.13,,45.08,22-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
22-Feb-2020 - 00:00,111.88,54.03,21.25,11.16,32.41,1.68,,25.47,23-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
23-Feb-2020 - 00:00,155.98,83.11,19.17,11.29,30.45,1.37,,43.46,24-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
24-Feb-2020 - 00:00,152.92,66.29,15.49,13.31,28.81,1.4,,53.39,25-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
25-Feb-2020 - 00:00,221.05,106.82,19.41,16.21,35.62,1.75,,32.17,26-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
26-Feb-2020 - 00:00,269.04,128.87,30.9,15.39,46.29,2.03,,39.15,27-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
27-Feb-2020 - 00:00,186.66,93.17,8.67,10.68,19.35,1.5,,37.11,28-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
28-Feb-2020 - 00:00,174.13,81.84,4.95,7.6,12.55,1.35,,45.23,29-Feb-2020 - 00:00,"Sector - 62, Noida - IMD"
29-Feb-2020 - 00:00,137.2,58.22,5.78,8.56,14.35,1.24,,37.99,01-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
01-Mar-2020 - 00:00,126.54,42.65,13.42,10.6,24.03,1.51,,39.38,02-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
02-Mar-2020 - 00:00,263.41,118.96,37.72,17.2,54.91,2.71,,55.05,03-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
03-Mar-2020 - 00:00,200.07,93.31,24.04,13.66,37.7,1.75,,42.62,04-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
04-Mar-2020 - 00:00,168.63,77.33,13.1,11.14,24.23,1.44,,41.86,05-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
05-Mar-2020 - 00:00,66.93,38.17,6.01,9.25,15.26,1.19,9.75,38.71,06-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
06-Mar-2020 - 00:00,28.34,15.19,6.28,9.34,15.62,1.11,,36.22,07-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
07-Mar-2020 - 00:00,82.72,39.06,5.54,7.89,13.43,1.28,,37.56,08-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
08-Mar-2020 - 00:00,161.16,80.96,27.46,15.91,43.37,1.88,,31.78,09-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
09-Mar-2020 - 00:00,118.26,51.26,6.65,12.65,19.31,1.43,,30.68,10-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
10-Mar-2020 - 00:00,157.77,76.06,6.07,10.75,16.82,1.52,,40.56,11-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
11-Mar-2020 - 00:00,116.91,59.33,3.98,8.22,12.2,1.35,,46.55,12-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
12-Mar-2020 - 00:00,166.9,62.0,9.99,12.55,22.54,1.54,,27.81,13-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
13-Mar-2020 - 00:00,154.9,54.08,11.49,13.76,25.24,1.36,,32.45,14-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
14-Mar-2020 - 00:00,76.17,35.69,5.59,14.38,19.96,1.32,,23.69,15-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
15-Mar-2020 - 00:00,120.93,57.36,11.32,15.45,26.77,1.46,,37.59,16-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
16-Mar-2020 - 00:00,150.2,58.62,8.59,17.46,26.06,1.58,,34.6,17-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
17-Mar-2020 - 00:00,154.29,58.91,7.14,17.04,24.18,1.66,,37.86,18-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
18-Mar-2020 - 00:00,189.23,80.55,11.17,23.0,33.1,1.67,,44.22,19-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
19-Mar-2020 - 00:00,206.64,100.46,32.93,29.72,62.66,1.9,,46.79,20-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
20-Mar-2020 - 00:00,178.54,85.98,31.73,32.0,63.73,2.08,,44.2,21-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
21-Mar-2020 - 00:00,165.85,79.0,14.25,26.21,40.46,1.8,,43.74,22-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
22-Mar-2020 - 00:00,131.21,74.05,6.37,14.43,20.81,1.51,,50.13,23-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
23-Mar-2020 - 00:00,102.16,49.73,7.12,13.44,20.56,1.43,,45.83,24-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
24-Mar-2020 - 00:00,101.0,59.93,6.71,12.13,18.84,1.45,,36.95,25-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
25-Mar-2020 - 00:00,72.99,39.6,9.1,9.52,18.63,1.37,,28.29,26-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
26-Mar-2020 - 00:00,73.06,34.57,8.49,8.37,16.87,1.36,,25.03,27-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
27-Mar-2020 - 00:00,37.13,20.19,49.16,5.99,54.58,1.29,,25.53,28-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
28-Mar-2020 - 00:00,36.82,23.88,,,,1.31,,25.53,29-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
29-Mar-2020 - 00:00,52.08,26.94,21.07,8.5,15.92,1.25,,39.87,30-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
30-Mar-2020 - 00:00,52.88,28.08,8.01,7.77,15.78,1.37,,47.61,31-Mar-2020 - 00:00,"Sector - 62, Noida - IMD"
31-Mar-2020 - 00:00,66.6,34.93,7.18,8.04,15.22,1.41,,47.82,01-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
01-Apr-2020 - 00:00,63.22,11.39,12.08,8.08,20.16,1.46,,45.42,02-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
02-Apr-2020 - 00:00,52.93,,11.17,6.3,17.47,1.43,,55.9,03-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
03-Apr-2020 - 00:00,49.59,36.29,10.89,10.04,20.93,1.43,,57.68,04-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
04-Apr-2020 - 00:00,52.41,22.17,13.07,10.6,23.68,1.53,,55.86,05-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
05-Apr-2020 - 00:00,90.63,,13.37,9.79,23.17,1.67,,77.14,06-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
06-Apr-2020 - 00:00,114.64,15.69,13.73,10.69,24.41,1.76,390.14,85.9,07-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
07-Apr-2020 - 00:00,75.31,36.24,11.81,8.94,20.74,1.48,385.71,98.6,08-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
08-Apr-2020 - 00:00,71.08,31.56,10.23,9.66,19.89,1.5,,69.37,09-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
09-Apr-2020 - 00:00,61.45,33.44,12.78,11.82,24.6,1.6,,61.0,10-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
10-Apr-2020 - 00:00,86.19,47.01,13.82,13.43,27.25,1.72,,53.33,11-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
11-Apr-2020 - 00:00,131.78,82.58,15.34,13.22,28.57,1.96,,56.83,12-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
12-Apr-2020 - 00:00,80.96,46.54,11.72,13.39,25.11,1.62,,54.73,13-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
13-Apr-2020 - 00:00,125.39,78.42,18.8,17.07,35.87,2.55,,41.5,14-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
14-Apr-2020 - 00:00,108.3,15.25,23.09,16.96,40.05,5.87,,62.0,15-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
15-Apr-2020 - 00:00,186.59,99.53,23.86,17.27,41.12,0.01,,44.48,16-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
16-Apr-2020 - 00:00,215.76,71.99,22.47,19.4,41.87,0.2,,51.76,17-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
17-Apr-2020 - 00:00,78.72,37.35,16.35,14.29,30.63,,,61.36,18-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
18-Apr-2020 - 00:00,94.36,58.54,14.9,14.35,29.26,,,52.83,19-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
19-Apr-2020 - 00:00,76.51,46.04,17.29,17.41,34.7,,,44.32,20-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
20-Apr-2020 - 00:00,65.95,34.06,16.93,15.0,31.93,,,33.07,21-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
21-Apr-2020 - 00:00,78.6,45.69,12.94,15.14,28.08,,,50.64,22-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
22-Apr-2020 - 00:00,115.51,64.52,16.09,18.99,35.08,,,68.31,23-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
23-Apr-2020 - 00:00,97.65,55.01,17.3,18.89,36.19,,,49.97,24-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
24-Apr-2020 - 00:00,106.15,64.66,21.73,19.23,40.96,,,51.7,25-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
25-Apr-2020 - 00:00,73.26,39.92,22.01,18.55,40.56,,,55.24,26-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
26-Apr-2020 - 00:00,78.53,36.64,13.31,15.89,29.19,,,54.2,27-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
27-Apr-2020 - 00:00,59.06,33.57,10.58,12.24,22.82,,,62.04,28-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
28-Apr-2020 - 00:00,107.94,53.25,13.61,15.12,28.73,,,66.09,29-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
29-Apr-2020 - 00:00,103.39,59.99,20.97,17.44,38.41,,,68.91,30-Apr-2020 - 00:00,"Sector - 62, Noida - IMD"
30-Apr-2020 - 00:00,103.85,57.71,23.8,21.17,44.97,,,68.92,01-May-2020 - 00:00,"Sector - 62, Noida - IMD"
01-May-2020 - 00:00,115.51,64.31,26.03,19.52,45.55,,,75.05,02-May-2020 - 00:00,"Sector - 62, Noida - IMD"
02-May-2020 - 00:00,85.93,45.45,20.59,16.08,36.68,,,70.09,03-May-2020 - 00:00,"Sector - 62, Noida - IMD"
03-May-2020 - 00:00,69.23,36.74,18.35,16.68,35.03,,,59.77,04-May-2020 - 00:00,"Sector - 62, Noida - IMD"
04-May-2020 - 00:00,94.9,57.12,17.73,16.06,33.79,,,62.2,05-May-2020 - 00:00,"Sector - 62, Noida - IMD"
05-May-2020 - 00:00,104.4,61.84,27.17,19.5,46.66,,,70.26,06-May-2020 - 00:00,"Sector - 62, Noida - IMD"
06-May-2020 - 00:00,111.0,47.14,24.29,19.44,43.73,,,61.4,07-May-2020 - 00:00,"Sector - 62, Noida - IMD"
07-May-2020 - 00:00,104.25,52.37,22.8,16.48,39.29,,,79.71,08-May-2020 - 00:00,"Sector - 62, Noida - IMD"
08-May-2020 - 00:00,103.47,62.07,29.83,18.9,48.74,,,87.65,09-May-2020 - 00:00,"Sector - 62, Noida - IMD"
09-May-2020 - 00:00,104.57,59.61,27.08,20.18,43.34,0.0,0.0,81.92,10-May-2020 - 00:00,"Sector - 62, Noida - IMD"
10-May-2020 - 00:00,,,,,,,,,11-May-2020 - 00:00,"Sector - 62, Noida - IMD"
11-May-2020 - 00:00,,,,,,,,,12-May-2020 - 00:00,"Sector - 62, Noida - IMD"
12-May-2020 - 00:00,,,,,,,,,13-May-2020 - 00:00,"Sector - 62, Noida - IMD"
13-May-2020 - 00:00,,,,,,,,,14-May-2020 - 00:00,"Sector - 62, Noida - IMD"
14-May-2020 - 00:00,,,,,,,,,15-May-2020 - 00:00,"Sector - 62, Noida - IMD"
15-May-2020 - 00:00,,,,,,,,,16-May-2020 - 00:00,"Sector - 62, Noida - IMD"
16-May-2020 - 00:00,,,,,,,,,17-May-2020 - 00:00,"Sector - 62, Noida - IMD"
17-May-2020 - 00:00,,,,,,,,,18-May-2020 - 00:00,"Sector - 62, Noida - IMD"
18-May-2020 - 00:00,,,,,,,,,19-May-2020 - 00:00,"Sector - 62, Noida - IMD"
19-May-2020 - 00:00,,,,,,,,,20-May-2020 - 00:00,"Sector - 62, Noida - IMD"
20-May-2020 - 00:00,95.78,22.36,10.12,13.91,23.27,1.41,0.0,82.57,21-May-2020 - 00:00,"Sector - 62, Noida - IMD"
21-May-2020 - 00:00,134.97,41.85,10.93,18.53,29.46,1.89,0.0,74.3,22-May-2020 - 00:00,"Sector - 62, Noida - IMD"
22-May-2020 - 00:00,199.22,101.21,15.14,26.03,41.17,2.47,0.0,69.05,23-May-2020 - 00:00,"Sector - 62, Noida - IMD"
23-May-2020 - 00:00,172.13,76.78,16.23,17.15,33.38,2.28,0.0,68.7,24-May-2020 - 00:00,"Sector - 62, Noida - IMD"
24-May-2020 - 00:00,182.8,73.15,15.13,11.94,27.06,2.11,0.0,84.71,25-May-2020 - 00:00,"Sector - 62, Noida - IMD"
25-May-2020 - 00:00,133.26,59.41,14.05,16.12,30.18,2.09,0.0,68.22,26-May-2020 - 00:00,"Sector - 62, Noida - IMD"
26-May-2020 - 00:00,135.63,45.75,17.44,21.42,38.86,2.14,0.0,64.74,27-May-2020 - 00:00,"Sector - 62, Noida - IMD"
27-May-2020 - 00:00,132.98,44.87,13.9,10.88,24.78,1.92,0.0,102.24,28-May-2020 - 00:00,"Sector - 62, Noida - IMD"
28-May-2020 - 00:00,179.15,35.0,15.92,10.34,26.25,1.87,0.0,72.17,29-May-2020 - 00:00,"Sector - 62, Noida - IMD"
29-May-2020 - 00:00,59.68,25.02,14.0,8.8,22.8,1.82,0.0,61.27,30-May-2020 - 00:00,"Sector - 62, Noida - IMD"
30-May-2020 - 00:00,12.29,21.75,15.98,7.52,23.51,1.79,0.0,64.98,31-May-2020 - 00:00,"Sector - 62, Noida - IMD"
31-May-2020 - 00:00,,23.96,18.09,10.07,28.15,1.83,0.0,44.15,01-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
01-Jun-2020 - 00:00,91.59,47.25,16.66,11.33,27.99,1.74,0.55,54.49,02-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
02-Jun-2020 - 00:00,79.72,47.5,16.5,10.74,27.24,1.65,,35.5,03-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
03-Jun-2020 - 00:00,125.52,64.81,16.53,14.46,30.99,1.7,30.4,43.98,04-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
04-Jun-2020 - 00:00,133.01,69.03,21.24,15.68,36.91,1.83,28.26,34.36,05-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
05-Jun-2020 - 00:00,79.78,46.22,18.47,9.49,27.96,1.6,35.79,23.3,06-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
06-Jun-2020 - 00:00,66.16,34.47,15.54,7.95,23.5,1.55,33.48,25.41,07-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
07-Jun-2020 - 00:00,71.2,40.79,16.45,8.79,25.24,1.59,30.96,26.28,08-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
08-Jun-2020 - 00:00,91.97,51.43,17.99,10.41,28.41,1.64,42.01,32.3,09-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
09-Jun-2020 - 00:00,124.11,66.22,18.21,13.63,31.84,1.76,30.94,31.33,10-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
10-Jun-2020 - 00:00,140.17,73.6,20.51,13.21,33.72,1.81,21.21,30.05,11-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
11-Jun-2020 - 00:00,130.31,63.64,23.35,7.34,30.69,1.67,11.93,42.88,12-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
12-Jun-2020 - 00:00,126.34,65.48,17.58,10.93,28.51,1.68,,53.62,13-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
13-Jun-2020 - 00:00,133.3,61.16,18.26,10.82,29.07,1.7,,44.07,14-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
14-Jun-2020 - 00:00,145.55,74.28,17.79,13.74,31.53,1.79,,39.05,15-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
15-Jun-2020 - 00:00,116.68,53.55,19.81,11.48,31.29,1.63,,48.46,16-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
16-Jun-2020 - 00:00,83.64,38.72,19.74,8.28,28.01,1.55,,52.99,17-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
17-Jun-2020 - 00:00,73.43,36.87,20.11,5.29,25.39,1.54,,50.86,18-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
18-Jun-2020 - 00:00,79.09,43.8,20.13,7.2,27.31,1.56,17.89,53.44,19-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
19-Jun-2020 - 00:00,155.57,54.99,20.36,7.66,28.01,1.63,18.26,50.19,20-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
20-Jun-2020 - 00:00,76.35,29.36,19.66,8.55,28.2,1.52,,28.93,21-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
21-Jun-2020 - 00:00,89.04,46.25,19.12,6.81,25.92,1.56,,56.35,22-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
22-Jun-2020 - 00:00,75.91,47.07,20.85,9.42,30.27,1.64,,49.38,23-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
23-Jun-2020 - 00:00,54.87,33.45,20.74,5.88,26.6,1.52,2.67,26.52,24-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
24-Jun-2020 - 00:00,58.69,35.2,19.4,6.77,26.16,1.59,,2.05,25-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
25-Jun-2020 - 00:00,70.96,77.32,19.87,12.6,32.46,1.78,,36.33,26-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
26-Jun-2020 - 00:00,144.23,90.88,16.76,14.61,31.37,1.94,,26.64,27-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
27-Jun-2020 - 00:00,138.91,26.12,16.97,14.78,31.75,1.74,,30.45,28-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
28-Jun-2020 - 00:00,271.4,51.56,19.43,10.45,29.88,1.84,,9.75,29-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
29-Jun-2020 - 00:00,165.11,53.38,15.84,14.5,30.33,1.83,,20.56,30-Jun-2020 - 00:00,"Sector - 62, Noida - IMD"
30-Jun-2020 - 00:00,94.53,45.52,15.9,7.26,23.15,1.79,,25.8,01-Jul-2020 - 00:00,"Sector - 62, Noida - IMD"
01-Jul-2020 - 00:00,95.19,52.29,16.81,8.49,25.31,1.84,,36.14,02-Jul-2020 - 00:00,"Sector - 62, Noida - IMD"
02-Jul-2020 - 00:00,134.6,71.01,15.49,11.6,27.1,1.91,,41.48,03-Jul-2020 - 00:00,"Sector - 62, Noida - IMD"
03-Jul-2020 - 00:00,132.98,72.93,15.1,10.76,25.87,1.92,,38.16,04-Jul-2020 - 00:00,"Sector - 62, Noida - IMD"
04-Jul-2020 - 00:00,75.83,46.59,14.35,6.34,20.69,1.82,,35.12,05-Jul-2020 - 00:00,"Sector - 62, Noida - IMD"
05-Jul-2020 - 00:00,51.77,31.57,14.65,8.46,23.12,1.77,,40.63,06-Jul-2020 - 00:00,"Sector - 62, Noida - IMD"
