from date,NO2,NH3,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM10,PM2.5,AT,RF,RH,SR,Temp,WD,WS,to date,station
17-Jan-2020 - 00:00,11.59,14.6,7.35,,42.69,5.35,0.0,0.0,0.0,114.06,81.27,21.56,0.0,73.85,73.93,32.28,111.21,2.0,18-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Jan-2020 - 00:00,15.6,15.3,9.37,,37.93,5.65,0.0,0.0,0.0,105.69,71.63,21.15,0.0,70.92,63.76,30.59,92.69,1.85,19-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Jan-2020 - 00:00,16.83,22.22,10.36,,42.77,7.57,,,,89.02,61.96,20.96,0.0,73.22,94.36,30.19,59.39,2.88,20-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Jan-2020 - 00:00,24.16,20.99,14.43,,41.06,6.73,0.5,0.58,2.22,103.71,60.49,19.11,0.0,63.82,97.85,30.05,91.11,2.06,21-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Jan-2020 - 00:00,24.52,24.64,14.68,,43.79,11.38,0.41,0.47,1.87,137.18,74.64,18.03,0.0,69.34,82.19,28.67,127.81,2.19,22-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Jan-2020 - 00:00,13.29,21.88,9.17,,50.03,8.48,0.28,0.14,1.12,107.16,66.26,18.12,0.0,74.69,79.9,28.36,63.06,2.74,23-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Jan-2020 - 00:00,16.0,17.37,10.58,,65.64,8.48,0.28,0.15,1.17,97.81,51.79,16.69,0.0,59.03,104.12,29.68,57.29,3.11,24-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Jan-2020 - 00:00,24.51,16.9,14.81,,65.65,9.22,0.36,0.31,1.68,98.48,47.33,17.24,0.0,51.71,109.07,29.81,104.06,1.67,25-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Jan-2020 - 00:00,33.79,27.08,19.13,,40.52,9.62,0.62,0.54,2.51,159.15,88.64,17.48,0.0,63.26,100.44,30.02,146.74,1.15,26-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Jan-2020 - 00:00,39.59,29.68,22.04,,42.61,10.05,0.69,0.57,2.94,170.16,89.91,18.34,0.0,60.4,87.3,29.69,118.41,1.16,27-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Jan-2020 - 00:00,25.28,26.81,14.9,0.95,54.29,10.2,0.29,0.18,1.34,110.98,47.14,21.05,0.0,58.86,87.32,30.22,197.51,2.82,28-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Jan-2020 - 00:00,13.58,23.48,9.1,0.62,64.49,11.13,0.18,0.03,0.61,105.73,37.28,24.69,0.0,64.1,94.3,30.93,246.46,3.27,29-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Jan-2020 - 00:00,17.38,17.16,10.64,0.83,72.9,10.18,0.21,0.08,0.88,107.29,33.4,24.69,0.0,56.46,108.66,30.85,175.12,2.15,30-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Jan-2020 - 00:00,20.84,17.81,12.34,0.79,79.21,5.68,0.28,0.21,1.35,89.17,37.91,24.19,0.0,48.15,128.96,31.75,66.29,2.72,31-Jan-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-Jan-2020 - 00:00,22.12,17.71,13.14,0.75,77.7,8.12,0.24,0.17,1.2,82.98,32.93,24.07,0.01,47.0,111.58,31.46,112.6,1.84,01-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Feb-2020 - 00:00,21.34,21.61,13.05,0.92,64.06,5.92,0.3,0.13,1.12,94.91,46.5,23.37,0.0,55.88,135.93,31.73,94.59,1.81,02-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,04-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,05-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Feb-2020 - 00:00,30.17,16.94,17.15,1.01,67.93,8.87,0.31,0.3,1.9,118.5,46.94,26.07,0.0,48.94,25.28,30.04,70.22,1.99,06-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Feb-2020 - 00:00,19.94,19.8,11.9,0.8,74.63,9.65,0.25,0.13,1.05,106.03,51.1,25.34,0.0,55.3,101.45,29.84,75.09,2.44,07-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Feb-2020 - 00:00,16.88,17.11,9.91,0.77,82.36,9.47,0.21,0.08,0.81,97.12,44.64,24.72,0.0,54.97,111.55,30.11,60.05,3.17,08-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Feb-2020 - 00:00,25.55,15.96,15.1,0.71,78.74,7.21,0.24,0.11,0.97,98.56,46.59,23.93,0.0,49.59,113.79,29.67,60.8,3.41,09-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Feb-2020 - 00:00,24.09,15.98,13.86,0.81,76.13,7.69,0.24,0.1,0.93,88.9,44.61,23.71,0.0,45.83,120.29,29.45,74.84,2.8,10-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Feb-2020 - 00:00,26.16,18.7,14.75,0.94,82.91,12.11,0.29,0.21,1.22,110.29,57.42,24.77,0.0,49.75,108.81,29.6,110.29,1.96,11-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Feb-2020 - 00:00,22.0,18.88,12.44,0.91,86.01,15.02,0.24,0.14,1.06,104.61,52.83,26.0,0.0,51.93,107.54,29.94,122.47,2.03,12-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Feb-2020 - 00:00,27.93,19.77,16.84,0.99,69.43,8.59,0.31,0.33,1.49,109.63,59.59,26.63,0.0,53.84,112.8,29.91,133.82,1.82,13-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Feb-2020 - 00:00,35.27,29.02,25.5,1.53,47.1,7.45,0.51,0.43,2.21,162.82,78.31,26.54,0.0,57.03,114.34,30.59,175.52,1.49,14-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Feb-2020 - 00:00,33.79,29.79,24.57,1.38,66.19,8.73,0.43,0.49,1.62,141.93,70.91,26.38,0.0,54.57,116.7,31.36,166.07,1.3,15-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Feb-2020 - 00:00,31.28,33.25,19.53,1.34,71.3,9.68,0.44,0.32,1.71,136.73,67.7,26.62,0.0,50.8,113.12,32.25,124.94,1.58,16-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Feb-2020 - 00:00,32.03,21.95,20.87,1.16,66.7,15.47,0.39,0.21,1.71,107.51,45.17,26.65,0.0,39.83,125.62,31.01,106.36,1.65,17-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Feb-2020 - 00:00,39.4,32.08,34.59,1.91,45.54,7.93,0.64,0.6,2.49,136.7,68.86,26.54,0.0,42.15,123.96,32.05,130.02,1.31,18-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Feb-2020 - 00:00,38.05,31.6,40.17,1.83,45.49,11.21,0.64,0.76,2.61,142.9,70.41,26.37,0.0,44.19,123.48,31.31,181.69,1.76,19-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Feb-2020 - 00:00,34.7,33.46,29.36,1.81,55.19,13.16,0.57,0.51,2.69,142.3,70.43,26.72,0.0,50.12,107.64,31.08,179.26,2.5,20-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Feb-2020 - 00:00,30.1,34.56,20.25,1.52,70.13,13.76,0.44,0.25,1.79,132.78,73.15,27.56,0.0,52.19,108.74,31.44,194.92,3.24,21-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Feb-2020 - 00:00,18.53,23.18,11.09,0.96,101.49,13.67,0.27,0.11,1.02,130.72,59.41,27.04,0.0,47.79,116.07,30.97,192.82,2.1,22-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Feb-2020 - 00:00,14.99,23.88,8.97,0.83,109.03,10.05,0.28,0.1,0.86,117.85,61.59,26.63,0.0,51.26,114.82,31.38,67.85,2.95,23-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Feb-2020 - 00:00,13.75,24.44,8.36,0.83,100.94,9.23,0.26,0.07,0.74,104.71,66.95,26.37,0.0,58.25,110.52,31.01,80.74,2.81,24-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Feb-2020 - 00:00,14.49,22.66,8.75,0.86,101.17,8.41,0.23,0.06,1.04,87.45,60.09,26.12,0.0,58.18,116.01,31.08,104.39,2.07,25-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Feb-2020 - 00:00,25.04,23.52,16.75,1.21,81.11,8.5,0.32,0.17,1.83,118.12,70.02,26.15,0.0,53.74,118.45,30.88,138.45,1.63,26-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Feb-2020 - 00:00,36.13,26.47,28.9,1.46,55.28,9.4,0.43,0.43,2.14,139.44,64.5,26.54,0.0,49.81,116.78,30.94,182.04,1.93,27-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Feb-2020 - 00:00,36.99,28.73,29.16,1.3,56.16,8.87,0.43,0.52,1.78,158.36,68.62,27.21,0.0,48.84,114.65,30.47,171.12,1.81,28-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Feb-2020 - 00:00,51.27,26.2,33.05,1.52,62.28,14.54,0.44,0.63,2.51,154.98,60.88,27.93,0.0,43.3,113.32,31.29,166.23,2.33,29-Feb-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Feb-2020 - 00:00,33.37,20.99,20.4,0.96,85.48,13.48,0.25,0.18,1.16,133.54,49.91,28.08,0.0,45.66,87.69,30.79,179.83,3.86,01-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Mar-2020 - 00:00,36.59,27.09,21.13,1.27,87.92,14.96,0.4,0.3,1.65,136.57,74.27,28.02,0.0,49.02,102.73,30.73,163.92,1.66,02-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Mar-2020 - 00:00,30.31,26.73,18.24,0.99,73.94,10.66,0.35,0.15,1.24,128.41,60.65,27.76,0.0,45.85,121.67,30.48,208.0,1.82,03-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Mar-2020 - 00:00,24.44,21.0,14.82,0.73,79.45,10.76,0.23,0.08,0.91,114.79,43.15,27.48,0.0,42.22,120.33,30.57,213.7,1.88,04-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Mar-2020 - 00:00,17.93,18.88,10.64,0.56,85.66,10.84,0.16,0.03,0.65,108.11,40.55,27.01,0.0,45.76,119.58,30.82,237.11,3.12,05-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Mar-2020 - 00:00,23.59,14.2,14.72,0.62,74.41,9.76,0.23,0.14,2.7,122.75,36.4,26.98,0.0,41.64,116.24,30.81,211.42,2.58,06-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Mar-2020 - 00:00,17.21,16.21,11.06,0.54,64.54,8.51,0.25,0.07,4.46,141.1,29.83,26.25,0.0,58.41,106.41,30.16,227.17,5.61,07-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Mar-2020 - 00:00,23.65,12.02,14.01,0.69,84.26,9.76,0.3,0.12,4.19,85.11,32.97,26.21,0.0,46.28,127.32,29.96,159.3,1.93,08-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Mar-2020 - 00:00,18.96,11.14,11.24,0.54,93.09,8.07,0.18,0.09,2.07,44.42,17.91,26.78,0.0,42.65,128.72,29.83,79.91,3.16,09-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Mar-2020 - 00:00,23.21,12.08,13.63,0.71,91.08,9.05,0.23,0.15,2.06,54.32,26.47,27.1,0.0,40.5,102.55,30.46,72.8,3.18,10-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Mar-2020 - 00:00,22.45,20.52,13.25,0.92,68.21,12.42,0.4,0.12,4.84,94.35,62.38,27.77,0.0,46.62,107.21,31.0,203.2,2.94,11-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Mar-2020 - 00:00,14.16,15.15,8.63,0.57,86.49,8.41,0.27,0.01,5.47,56.38,25.07,26.27,0.0,56.6,121.76,31.65,235.91,4.19,12-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Mar-2020 - 00:00,16.85,11.29,10.31,0.61,88.31,7.87,0.23,0.01,4.54,71.99,34.17,26.1,0.0,47.68,132.11,31.51,229.56,3.58,13-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Mar-2020 - 00:00,19.39,9.69,11.62,0.65,91.66,11.36,0.27,0.05,4.75,116.53,32.85,25.76,0.0,33.01,113.68,30.19,239.07,2.04,14-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Mar-2020 - 00:00,18.54,11.3,10.78,0.6,92.47,8.8,0.21,0.06,2.65,138.28,40.26,26.32,0.0,34.29,133.1,29.81,127.2,2.11,15-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Mar-2020 - 00:00,21.73,11.02,12.44,0.61,97.3,7.95,0.21,0.12,2.11,128.0,34.17,26.77,0.0,29.94,130.55,31.37,71.38,2.57,16-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Mar-2020 - 00:00,21.53,14.03,12.39,0.67,97.79,6.5,0.23,0.14,2.21,111.66,34.66,27.45,0.0,34.89,129.38,31.38,80.64,2.52,17-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Mar-2020 - 00:00,16.42,17.34,10.39,0.68,100.91,9.47,0.22,0.16,2.12,119.62,39.0,28.51,0.0,35.88,127.81,31.11,77.25,2.73,18-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Mar-2020 - 00:00,17.24,18.17,10.28,0.68,104.62,11.53,0.24,0.13,2.9,109.41,42.36,29.82,0.0,33.26,119.53,31.34,114.31,2.04,19-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Mar-2020 - 00:00,27.0,22.22,17.31,1.18,83.47,10.88,0.34,0.36,3.63,134.22,53.12,29.66,0.0,33.22,126.55,30.82,140.67,1.71,20-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Mar-2020 - 00:00,17.23,28.71,10.47,0.87,78.34,11.42,0.36,0.23,4.53,135.55,43.11,28.36,0.0,35.43,103.02,31.91,216.92,3.65,21-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Mar-2020 - 00:00,15.53,18.65,9.67,0.73,79.41,10.24,0.28,0.06,5.01,100.4,35.79,28.36,0.0,37.24,134.52,30.85,227.45,2.01,22-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Mar-2020 - 00:00,19.6,26.21,12.15,1.1,65.07,9.71,0.33,0.15,3.8,123.68,54.44,29.46,0.0,37.01,134.21,29.43,180.44,1.29,23-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Mar-2020 - 00:00,15.92,27.94,9.4,0.98,69.97,8.36,0.33,0.16,3.21,124.78,51.95,30.28,0.0,33.7,129.22,29.47,149.48,1.41,24-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Mar-2020 - 00:00,12.82,27.86,7.39,0.83,69.3,8.53,0.26,0.08,3.44,102.65,34.95,30.8,0.02,35.14,122.09,29.56,158.0,1.58,25-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Mar-2020 - 00:00,10.64,28.39,6.66,0.47,73.58,6.49,0.11,0.02,1.6,65.53,29.07,29.36,0.04,48.12,90.3,29.55,87.11,2.72,26-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Mar-2020 - 00:00,10.3,27.9,6.54,0.46,85.69,5.86,0.1,0.0,1.61,43.62,23.12,28.91,0.01,60.84,108.78,29.49,124.59,2.65,27-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Mar-2020 - 00:00,9.31,23.86,5.9,0.5,58.65,5.34,0.1,0.0,0.98,26.54,15.74,27.05,0.03,74.45,84.47,29.42,86.1,2.91,28-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Mar-2020 - 00:00,11.63,12.89,7.36,0.63,58.74,5.58,0.13,0.01,1.71,39.66,21.95,28.95,0.0,56.99,147.07,29.37,125.92,1.56,29-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Mar-2020 - 00:00,10.27,11.61,6.46,0.54,71.81,6.16,0.11,0.0,1.37,49.1,21.55,29.8,0.0,42.97,147.89,29.39,79.02,2.53,30-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Mar-2020 - 00:00,10.72,8.48,6.73,0.45,67.68,6.64,0.12,0.0,2.05,58.77,20.73,30.6,0.0,32.9,146.42,29.53,148.76,3.26,31-Mar-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-Mar-2020 - 00:00,10.77,11.73,6.8,0.46,61.76,6.51,0.13,0.0,3.29,68.09,23.12,30.64,0.0,30.3,151.94,29.61,202.65,3.33,01-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Apr-2020 - 00:00,10.86,10.5,6.8,0.58,70.32,8.27,0.21,0.0,5.4,85.23,31.64,30.24,0.0,30.57,150.55,29.5,256.53,2.51,02-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Apr-2020 - 00:00,10.52,8.82,6.54,0.41,74.76,7.17,0.13,0.0,2.41,84.12,25.73,30.63,0.0,25.71,152.16,29.61,86.09,2.59,03-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Apr-2020 - 00:00,10.07,8.59,6.29,0.38,75.3,6.61,0.09,0.0,1.19,68.95,20.07,30.81,0.0,22.35,153.23,29.49,79.02,2.72,04-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Apr-2020 - 00:00,9.81,10.96,6.21,0.41,72.81,6.96,0.11,0.0,1.38,69.05,21.4,31.37,0.0,20.18,152.38,29.48,87.26,2.41,05-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Apr-2020 - 00:00,13.81,14.62,8.62,0.41,62.06,8.56,0.17,0.03,1.85,88.8,41.99,31.55,0.0,20.28,161.26,30.24,132.59,1.83,06-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Apr-2020 - 00:00,13.06,21.23,8.76,1.27,73.77,10.5,0.2,0.03,1.01,104.9,53.75,31.59,0.0,23.64,136.08,30.42,199.94,1.7,07-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Apr-2020 - 00:00,10.38,13.18,7.1,0.95,72.16,11.87,0.21,0.0,4.77,111.81,49.21,31.16,0.0,23.75,150.45,30.28,233.51,2.51,08-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Apr-2020 - 00:00,8.56,9.88,6.1,0.9,71.49,11.52,0.23,0.0,6.19,102.98,42.64,30.97,0.0,25.62,155.88,30.4,251.48,2.67,09-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Apr-2020 - 00:00,10.33,11.42,6.98,0.55,76.15,12.93,0.23,0.01,4.66,128.6,58.15,31.6,0.0,24.69,145.81,30.36,168.58,1.66,10-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Apr-2020 - 00:00,13.18,15.52,8.55,0.87,68.47,11.38,0.24,0.04,2.98,145.57,74.25,32.01,0.0,22.54,134.59,30.25,131.06,1.53,11-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Apr-2020 - 00:00,17.06,22.57,10.55,1.17,58.97,12.36,0.32,0.08,2.87,171.91,83.67,32.33,0.0,22.35,128.99,30.54,140.65,1.51,12-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Apr-2020 - 00:00,13.88,19.26,8.85,0.87,76.04,10.88,0.26,0.06,2.78,145.45,58.09,32.76,0.0,20.12,141.8,30.47,130.4,1.62,13-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Apr-2020 - 00:00,14.49,19.13,9.24,1.06,62.38,11.56,0.27,0.05,3.14,140.38,61.14,32.81,0.0,20.77,138.16,30.54,140.48,1.49,14-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Apr-2020 - 00:00,17.34,19.86,10.7,1.14,61.14,14.11,0.29,0.05,2.92,187.15,103.56,33.07,0.0,19.59,135.17,30.68,146.64,1.51,15-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Apr-2020 - 00:00,14.32,20.78,8.87,1.0,78.25,13.83,0.29,0.04,3.61,106.32,91.4,33.08,0.0,20.14,132.22,30.84,202.19,1.76,16-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Apr-2020 - 00:00,10.98,12.94,7.09,0.79,84.68,11.2,0.23,0.01,4.91,104.2,61.26,32.48,0.0,22.79,149.58,30.86,248.35,3.01,17-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Apr-2020 - 00:00,10.64,12.56,6.59,0.63,73.43,10.89,0.26,0.0,5.92,89.31,50.9,32.54,0.0,25.9,141.27,30.73,258.25,2.07,18-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Apr-2020 - 00:00,13.55,13.46,8.18,0.87,63.71,13.29,0.27,0.01,5.48,118.67,65.0,32.33,0.0,26.86,118.9,30.53,226.44,1.79,19-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Apr-2020 - 00:00,9.1,8.03,5.68,0.68,70.65,9.34,0.26,0.0,6.39,104.5,42.76,31.93,0.0,23.57,133.62,30.48,256.96,2.25,20-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Apr-2020 - 00:00,14.32,11.08,8.55,0.87,51.98,12.98,0.26,0.0,5.38,133.65,78.38,31.44,0.0,26.66,138.7,30.5,243.32,3.86,21-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Apr-2020 - 00:00,12.17,14.18,7.36,0.98,79.69,10.08,0.25,0.01,2.98,132.2,74.47,31.56,0.0,29.78,133.85,30.46,130.36,1.51,22-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Apr-2020 - 00:00,13.05,17.47,7.83,1.16,68.91,10.06,0.3,0.04,3.98,138.04,89.58,32.13,0.0,25.88,137.2,30.53,180.94,1.58,23-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Apr-2020 - 00:00,13.01,16.37,7.81,0.89,51.34,10.44,0.27,0.03,4.77,129.21,84.38,32.23,0.0,25.26,151.45,30.69,235.31,3.86,24-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Apr-2020 - 00:00,7.62,10.04,5.02,0.63,63.52,7.73,0.22,0.0,5.61,103.17,43.79,33.13,0.0,27.83,151.77,30.75,253.77,4.16,25-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Apr-2020 - 00:00,6.42,7.55,4.47,0.55,72.59,7.65,0.19,0.0,5.16,133.91,36.7,33.54,0.0,28.68,156.95,30.68,259.04,5.24,26-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Apr-2020 - 00:00,5.9,9.88,4.14,0.63,78.78,5.93,0.23,0.0,5.57,120.5,36.5,33.82,0.0,34.8,135.1,30.68,211.82,2.52,27-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Apr-2020 - 00:00,5.46,10.47,3.94,0.57,87.77,4.86,0.11,0.0,2.14,72.56,28.18,33.48,0.0,35.48,136.26,30.57,113.51,2.66,28-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Apr-2020 - 00:00,7.42,9.04,5.05,0.6,92.58,5.71,0.18,0.01,2.56,58.43,29.34,29.61,0.0,24.48,148.83,30.62,127.61,1.81,29-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Apr-2020 - 00:00,9.77,14.12,6.29,0.91,75.63,7.6,0.27,0.04,3.33,93.34,53.89,31.67,0.0,22.18,140.04,30.72,154.36,1.55,30-Apr-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Apr-2020 - 00:00,11.1,17.85,7.08,1.15,87.12,8.05,0.32,0.06,3.34,111.23,58.44,34.91,0.0,22.25,135.11,30.82,152.96,1.38,01-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-May-2020 - 00:00,8.64,12.99,5.59,0.58,88.88,6.51,0.2,0.01,3.6,89.86,43.57,35.35,0.0,19.24,141.47,31.9,202.71,2.25,02-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-May-2020 - 00:00,4.43,8.9,3.35,0.5,94.84,5.15,0.19,0.0,5.38,64.94,20.82,34.51,0.0,22.28,161.36,29.88,262.17,3.66,03-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-May-2020 - 00:00,4.34,9.77,3.32,0.37,79.42,7.45,0.24,0.0,6.03,96.4,26.83,34.59,0.0,28.35,157.38,31.13,247.06,3.57,04-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-May-2020 - 00:00,4.84,9.13,3.71,0.51,73.4,7.07,0.18,0.0,5.36,102.85,24.55,34.52,0.0,31.05,144.4,31.26,226.98,3.55,05-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
