from date,NO2,NH3,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM10,PM2.5,AT,RF,RH,SR,Temp,WD,WS,to date,station
05-May-2020 - 00:00,6.56,7.1,4.51,0.53,74.28,4.87,0.12,0.0,3.13,57.71,17.98,34.0,0.0,31.98,154.67,30.88,159.82,2.33,06-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-May-2020 - 00:00,8.36,9.65,5.55,0.63,68.13,6.92,0.16,0.01,2.85,96.38,29.35,33.78,0.0,28.45,129.71,30.87,148.68,2.53,07-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-May-2020 - 00:00,6.53,7.16,4.54,0.43,80.16,5.16,0.12,0.0,3.07,74.27,22.06,34.17,0.0,27.32,151.6,30.99,210.9,3.42,08-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-May-2020 - 00:00,6.14,8.3,4.4,0.43,89.56,6.14,0.16,0.0,4.8,79.52,23.71,35.0,0.0,20.32,158.49,31.05,232.93,3.19,09-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-May-2020 - 00:00,5.72,10.04,4.14,0.4,83.42,5.73,0.18,0.01,5.18,73.82,23.98,35.39,0.0,21.75,155.31,31.39,225.96,3.18,10-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-May-2020 - 00:00,5.82,10.76,4.21,0.67,95.28,4.92,0.16,0.0,4.4,78.3,29.74,35.05,0.0,24.77,148.97,31.16,211.47,3.49,11-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-May-2020 - 00:00,6.86,10.43,4.59,0.46,79.2,3.91,0.08,0.0,2.73,43.34,15.18,33.99,0.0,33.15,159.93,28.97,203.82,5.3,12-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-May-2020 - 00:00,8.48,11.87,5.6,0.64,66.19,5.08,0.13,0.0,3.2,56.62,22.85,34.56,0.0,29.67,147.56,26.8,194.47,2.15,13-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-May-2020 - 00:00,8.98,11.82,5.83,0.81,82.48,5.84,0.16,0.0,2.81,64.1,26.86,34.07,0.0,34.88,123.73,26.81,179.01,2.1,14-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-May-2020 - 00:00,10.74,15.07,6.93,0.72,64.83,7.71,0.15,0.0,3.65,56.39,22.78,34.7,0.0,31.45,152.05,24.68,232.21,2.4,15-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-May-2020 - 00:00,8.48,7.26,5.57,0.42,80.09,8.51,0.15,0.0,3.31,75.14,22.56,35.43,0.0,20.92,150.4,24.61,210.33,2.2,16-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-May-2020 - 00:00,6.99,7.07,4.87,0.44,81.12,8.08,0.11,0.0,3.07,69.26,22.1,35.46,0.0,22.75,131.04,25.52,211.2,2.07,17-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-May-2020 - 00:00,6.78,4.34,4.68,0.47,67.42,6.94,0.12,0.0,3.94,69.04,19.57,35.27,0.0,18.52,124.6,22.31,238.09,2.61,18-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-May-2020 - 00:00,6.65,5.29,4.53,0.42,75.55,6.68,0.11,0.0,3.66,172.59,33.73,35.55,0.0,15.65,149.82,22.29,206.96,2.69,19-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-May-2020 - 00:00,6.81,6.01,4.62,0.41,71.78,7.17,0.11,0.0,2.86,110.33,26.55,35.36,0.0,16.68,154.92,22.27,189.97,1.96,20-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-May-2020 - 00:00,7.09,6.97,4.72,0.51,72.12,7.27,0.16,0.0,3.3,79.03,22.44,35.65,0.0,13.73,164.91,24.67,194.5,2.99,21-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-May-2020 - 00:00,6.2,9.66,4.21,0.52,61.61,8.93,0.19,0.0,4.48,80.73,21.08,35.2,0.0,17.16,163.59,27.29,247.15,3.07,22-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-May-2020 - 00:00,4.57,7.63,3.37,0.35,56.93,8.62,0.14,0.0,4.59,111.79,20.84,35.47,0.0,19.33,159.81,27.15,266.89,5.11,23-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-May-2020 - 00:00,5.31,8.18,3.79,0.51,70.86,7.68,0.17,0.0,5.51,91.96,20.39,35.1,0.0,22.72,174.45,28.28,266.72,4.13,24-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-May-2020 - 00:00,5.89,6.56,4.12,0.4,62.56,7.12,0.18,0.0,5.9,129.44,21.95,35.52,0.0,17.73,165.51,29.21,267.5,3.71,25-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-May-2020 - 00:00,6.07,7.04,4.21,0.43,54.21,7.76,0.16,0.0,5.65,108.6,17.91,36.19,0.0,20.19,164.07,28.98,259.23,4.16,26-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-May-2020 - 00:00,6.5,7.54,4.45,0.48,62.55,8.97,0.17,0.0,5.54,101.24,21.32,36.1,0.0,23.03,167.06,29.2,257.1,4.71,27-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-May-2020 - 00:00,6.07,10.71,3.95,0.37,61.05,7.13,0.18,0.01,4.85,96.29,20.27,36.19,0.0,31.36,163.54,30.31,253.99,6.49,28-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-May-2020 - 00:00,5.19,10.77,3.28,0.45,54.01,6.65,0.12,0.0,4.24,90.69,20.16,35.79,0.0,37.61,161.28,29.3,254.39,7.59,29-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-May-2020 - 00:00,5.7,10.18,3.54,0.42,53.27,7.41,0.13,0.0,4.56,82.26,19.12,35.51,0.0,40.31,161.34,29.45,254.92,6.6,30-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-May-2020 - 00:00,6.93,9.28,4.33,0.49,64.53,6.61,0.13,0.0,4.9,102.99,20.07,35.44,0.0,40.41,152.66,30.13,258.31,5.71,31-May-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-May-2020 - 00:00,6.86,7.62,4.6,0.53,85.48,6.74,0.12,0.0,4.38,98.44,22.98,35.63,0.0,34.62,148.62,29.15,216.92,3.29,01-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Jun-2020 - 00:00,8.51,9.94,5.7,0.74,71.22,6.29,0.21,0.02,3.74,89.66,27.39,35.19,0.0,31.55,124.41,29.31,166.4,3.23,02-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Jun-2020 - 00:00,6.0,9.24,4.16,0.53,67.07,2.93,0.11,0.0,3.44,45.65,16.64,32.87,0.0,47.41,73.22,29.89,188.09,4.14,03-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Jun-2020 - 00:00,9.12,10.7,5.99,0.65,52.65,3.13,0.17,0.04,2.76,42.69,13.69,31.91,0.0,49.77,69.98,30.08,175.09,3.7,04-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Jun-2020 - 00:00,8.32,15.41,5.43,0.61,56.21,4.87,0.11,0.03,1.19,21.5,10.19,27.28,0.18,69.74,80.36,32.43,84.62,3.37,05-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Jun-2020 - 00:00,13.27,21.41,8.39,,62.93,7.1,0.11,0.03,2.4,56.1,25.32,27.26,0.01,71.07,90.07,30.54,168.24,3.9,06-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Jun-2020 - 00:00,9.99,21.29,6.58,0.58,83.46,5.05,0.1,0.0,3.31,47.07,19.7,28.54,0.12,60.01,132.26,32.19,200.9,4.08,07-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Jun-2020 - 00:00,9.57,19.12,6.31,0.81,79.44,4.64,0.12,0.0,4.23,47.88,19.91,28.92,0.0,54.97,114.46,31.05,238.83,3.46,08-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Jun-2020 - 00:00,9.28,17.15,6.23,0.43,67.54,2.72,0.13,0.01,3.94,75.01,20.17,29.53,0.0,54.26,136.95,30.19,228.94,4.5,09-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Jun-2020 - 00:00,8.83,16.17,5.94,0.46,62.91,2.51,0.12,0.0,4.14,56.02,20.14,29.36,0.0,57.6,127.39,30.1,239.79,3.64,10-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Jun-2020 - 00:00,10.0,16.39,6.56,0.52,69.89,2.77,0.12,0.0,4.3,50.69,21.05,28.81,0.02,64.21,118.14,30.28,237.14,3.32,11-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Jun-2020 - 00:00,9.44,18.42,6.25,0.51,81.77,3.14,0.12,0.0,3.96,45.12,18.34,29.47,0.0,61.3,150.99,30.13,222.04,2.9,12-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Jun-2020 - 00:00,10.61,19.81,6.79,0.57,76.93,2.93,0.12,0.01,4.02,62.9,24.01,28.76,0.03,66.91,109.25,30.5,225.83,3.87,13-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Jun-2020 - 00:00,9.58,21.26,6.53,0.49,76.76,2.16,0.1,0.0,4.13,48.03,21.09,28.42,0.2,70.68,113.14,30.36,223.9,3.35,14-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Jun-2020 - 00:00,9.38,22.36,6.16,0.59,80.61,2.45,0.12,0.0,3.98,48.46,25.25,28.49,0.0,71.33,110.67,30.41,209.11,2.05,15-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Jun-2020 - 00:00,9.02,21.33,5.98,0.56,79.41,2.38,0.14,0.0,4.16,43.7,21.55,29.59,0.0,65.3,116.27,29.95,228.69,2.48,16-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Jun-2020 - 00:00,7.86,20.59,5.4,0.45,60.63,3.14,0.12,0.0,3.75,67.24,28.86,29.02,0.0,67.99,106.83,31.31,236.65,4.79,17-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Jun-2020 - 00:00,6.29,19.25,4.58,0.45,67.2,2.71,0.07,0.0,1.81,52.4,19.72,28.8,0.0,68.41,95.12,31.12,246.45,6.09,18-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Jun-2020 - 00:00,6.53,16.78,4.71,0.46,80.16,2.02,0.1,0.0,3.22,47.08,19.34,29.37,0.0,63.93,141.15,31.22,245.38,6.02,19-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Jun-2020 - 00:00,5.7,14.51,4.4,0.37,63.7,2.69,0.1,0.0,3.07,53.26,18.59,29.48,0.0,62.65,95.1,31.35,242.8,6.38,20-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Jun-2020 - 00:00,6.97,13.97,5.01,0.33,73.35,3.01,0.1,0.0,3.49,57.58,21.24,29.23,0.09,67.25,108.66,31.55,238.11,4.37,21-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Jun-2020 - 00:00,6.02,14.22,4.47,0.39,54.24,1.96,0.1,0.0,3.62,66.09,23.18,30.26,0.0,62.06,115.9,31.62,264.4,5.18,22-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Jun-2020 - 00:00,7.15,13.39,5.05,0.53,51.46,3.23,0.1,0.01,3.6,52.41,19.81,29.21,0.27,72.51,99.69,31.99,231.7,3.6,23-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Jun-2020 - 00:00,6.58,15.86,4.99,0.64,63.02,2.56,0.1,0.01,3.75,47.03,16.34,28.68,0.53,76.85,67.68,31.75,237.4,3.49,24-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Jun-2020 - 00:00,6.69,16.72,4.82,0.56,65.36,2.43,0.1,0.0,3.58,35.68,16.34,28.4,0.0,81.56,39.76,31.66,230.81,2.27,25-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Jun-2020 - 00:00,6.98,17.8,4.97,0.61,61.11,2.38,0.12,0.01,4.07,43.08,17.91,29.32,0.0,77.69,102.77,32.15,238.81,3.31,26-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Jun-2020 - 00:00,7.79,16.03,5.53,0.46,58.91,3.24,0.1,0.0,3.89,48.01,18.95,29.8,0.2,71.98,96.23,32.0,232.51,3.62,27-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Jun-2020 - 00:00,6.12,14.38,4.45,0.47,79.35,2.05,0.09,0.0,3.13,42.23,15.97,29.03,0.05,73.85,125.14,31.98,217.0,4.11,28-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Jun-2020 - 00:00,6.34,15.0,4.84,0.36,61.45,2.04,0.1,0.0,3.36,54.17,18.53,30.01,0.0,67.85,119.29,32.06,236.95,4.92,29-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Jun-2020 - 00:00,7.51,14.89,5.37,0.39,55.27,2.92,0.1,0.01,3.44,55.78,19.4,30.07,0.0,67.7,124.38,31.94,215.9,3.65,30-Jun-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Jun-2020 - 00:00,7.75,14.21,5.27,0.43,105.31,2.09,0.1,0.04,2.58,32.78,10.3,30.63,0.32,62.36,161.91,31.68,152.64,2.76,01-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Jul-2020 - 00:00,7.88,18.15,5.44,0.48,84.5,2.0,0.1,0.01,3.73,60.76,19.88,30.53,0.05,68.22,111.28,31.56,242.04,3.05,02-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Jul-2020 - 00:00,6.28,15.76,4.6,0.39,57.51,1.41,0.1,0.0,3.78,37.43,12.7,30.26,0.0,68.18,127.74,32.1,243.58,4.28,03-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Jul-2020 - 00:00,7.17,15.66,5.4,0.44,55.35,2.08,0.1,0.0,4.02,37.88,11.39,29.06,0.31,77.94,55.78,31.45,236.26,3.98,04-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Jul-2020 - 00:00,7.37,17.75,5.19,0.41,76.31,2.29,0.1,0.0,3.71,38.71,14.61,29.56,0.0,73.78,127.68,32.26,225.64,3.0,05-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Jul-2020 - 00:00,7.67,18.34,5.44,0.5,65.76,2.05,0.12,0.04,3.53,32.62,11.14,28.39,0.27,82.7,34.03,31.38,202.92,2.51,06-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Jul-2020 - 00:00,7.7,14.44,5.48,0.72,40.41,2.44,0.14,0.17,2.04,25.56,9.66,28.25,0.0,81.77,104.17,31.0,197.7,3.36,07-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Jul-2020 - 00:00,6.81,16.25,4.9,0.45,54.21,2.58,0.1,0.06,1.98,34.71,15.36,29.03,0.0,77.27,103.06,32.58,180.56,3.83,08-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Jul-2020 - 00:00,6.1,14.06,4.55,0.62,72.57,3.23,0.1,0.02,2.82,35.11,14.88,29.38,0.0,72.49,111.79,33.44,211.53,4.0,09-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Jul-2020 - 00:00,5.54,13.33,4.34,0.62,52.11,3.57,0.1,0.0,3.21,56.14,20.4,29.47,0.0,72.55,136.46,31.82,240.66,4.93,10-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Jul-2020 - 00:00,5.33,12.8,4.25,0.64,44.39,3.69,0.09,0.0,2.85,65.11,24.03,29.17,0.0,74.83,99.43,31.08,242.78,6.11,11-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Jul-2020 - 00:00,4.8,11.9,3.98,0.47,42.54,3.47,0.09,0.0,2.56,53.28,21.69,29.18,0.01,74.22,112.01,30.23,237.01,6.86,12-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Jul-2020 - 00:00,4.67,12.2,3.8,0.65,43.59,3.36,0.09,0.0,2.68,41.07,16.42,29.03,0.02,76.14,111.5,31.44,243.05,6.14,13-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Jul-2020 - 00:00,6.24,12.82,4.87,0.68,40.33,6.29,0.1,0.02,3.55,54.55,20.79,29.46,0.0,72.65,113.31,31.07,255.73,3.74,14-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Jul-2020 - 00:00,8.94,15.21,6.27,0.69,44.65,7.15,0.13,0.03,4.12,59.04,23.66,29.62,0.0,73.0,109.17,31.87,232.32,2.52,15-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Jul-2020 - 00:00,7.49,16.72,5.4,0.7,61.62,6.26,0.11,0.02,3.52,57.96,26.75,29.54,0.07,76.47,89.06,32.5,218.05,2.25,16-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Jul-2020 - 00:00,9.79,16.11,6.69,0.19,67.99,4.45,0.1,0.06,2.86,53.26,24.74,29.18,0.0,77.35,79.69,31.51,180.77,1.79,17-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Jul-2020 - 00:00,8.67,22.03,5.96,0.63,58.64,4.26,0.09,0.05,1.98,55.67,29.14,29.92,0.0,74.34,120.09,31.79,165.33,2.9,18-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Jul-2020 - 00:00,9.43,15.32,7.62,0.82,44.86,3.66,0.09,0.01,2.08,48.21,17.23,29.66,0.08,74.19,139.85,32.33,196.36,3.36,19-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Jul-2020 - 00:00,5.28,15.39,4.0,0.84,48.29,3.7,0.1,0.0,3.65,43.98,19.92,29.36,0.0,75.72,123.62,32.09,254.26,4.63,20-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Jul-2020 - 00:00,6.41,13.68,4.94,0.79,45.84,2.47,0.1,0.0,3.28,51.04,21.25,29.2,0.01,75.17,101.38,32.7,242.31,5.4,21-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Jul-2020 - 00:00,6.06,13.64,4.66,0.55,42.82,2.79,0.1,0.0,3.36,58.23,23.85,29.31,0.0,72.19,125.94,32.29,233.46,4.44,22-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Jul-2020 - 00:00,6.31,14.06,4.86,0.58,47.46,3.44,0.1,0.0,3.56,61.02,22.86,29.53,0.0,71.69,131.31,32.4,243.49,3.89,23-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Jul-2020 - 00:00,6.38,13.99,4.79,0.6,46.04,3.69,0.1,0.0,3.77,59.24,24.69,29.51,0.0,72.41,113.36,32.91,237.28,3.98,24-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Jul-2020 - 00:00,8.4,12.5,6.01,0.54,62.2,3.24,0.11,0.02,3.07,50.09,20.15,28.48,0.01,78.31,100.15,32.45,200.32,2.76,25-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Jul-2020 - 00:00,7.75,16.27,5.87,0.59,52.51,3.12,0.1,0.01,3.43,56.51,21.07,28.6,0.14,80.27,131.93,31.91,214.77,2.89,26-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Jul-2020 - 00:00,5.73,15.64,4.26,0.5,43.51,3.09,0.1,0.0,3.46,35.52,17.75,28.96,0.01,78.8,118.86,31.93,200.71,2.15,27-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Jul-2020 - 00:00,7.09,14.91,5.44,0.52,50.21,3.33,0.1,0.0,3.94,42.05,19.88,29.49,0.0,73.77,140.39,31.48,257.26,2.96,28-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Jul-2020 - 00:00,7.21,15.29,5.33,0.62,54.01,3.3,0.1,0.0,3.95,51.39,22.11,29.69,0.0,73.25,123.79,32.5,259.72,3.47,29-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Jul-2020 - 00:00,6.72,15.26,5.02,0.53,46.83,3.89,0.1,0.01,3.99,65.01,27.15,29.47,0.0,76.23,85.28,32.77,231.73,2.83,30-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Jul-2020 - 00:00,9.2,14.24,6.74,0.63,42.53,3.59,0.1,0.05,3.14,49.68,20.4,29.07,0.17,79.73,90.8,32.09,200.99,2.34,31-Jul-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-Jul-2020 - 00:00,7.98,15.78,6.14,0.62,40.48,3.79,0.1,0.02,3.82,55.64,17.88,29.05,0.0,79.82,103.34,32.57,222.52,2.22,01-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Aug-2020 - 00:00,7.68,18.68,5.82,0.85,40.6,3.0,0.11,0.03,3.87,64.46,23.64,29.61,0.0,77.72,105.19,33.39,233.7,2.22,02-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Aug-2020 - 00:00,4.46,20.16,3.55,0.53,54.85,3.21,0.1,0.01,3.6,50.38,22.92,30.03,0.0,74.44,130.08,33.95,221.31,2.2,03-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Aug-2020 - 00:00,4.42,20.29,3.77,0.65,52.67,3.78,0.1,0.0,3.53,58.17,25.21,29.28,0.01,80.26,80.74,34.14,236.34,3.62,04-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Aug-2020 - 00:00,5.13,15.96,4.08,0.62,53.86,3.29,0.1,0.04,3.46,44.83,15.05,29.19,0.31,77.66,117.55,33.66,217.77,2.44,05-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Aug-2020 - 00:00,6.02,15.66,4.17,0.69,57.43,2.71,0.1,0.02,3.09,38.48,15.81,28.67,0.2,82.88,81.66,33.11,170.69,1.88,06-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Aug-2020 - 00:00,6.04,15.04,4.09,0.82,54.31,3.26,0.1,0.07,2.1,33.2,13.25,28.91,0.08,82.17,85.45,34.32,147.46,2.69,07-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Aug-2020 - 00:00,6.3,13.91,4.98,0.59,40.73,3.31,0.09,0.01,1.83,35.19,9.91,28.24,0.07,86.57,59.83,34.07,191.86,4.38,08-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Aug-2020 - 00:00,4.16,11.16,3.72,0.46,34.91,3.45,0.1,0.0,3.24,60.73,17.45,28.26,0.13,83.47,61.45,33.72,245.5,4.48,09-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Aug-2020 - 00:00,2.97,10.01,2.27,0.43,39.75,3.01,0.1,0.0,2.93,36.97,10.22,27.93,0.0,85.21,56.81,33.62,260.48,4.41,10-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Aug-2020 - 00:00,4.47,9.86,3.45,0.45,39.81,3.14,0.1,0.01,3.11,54.17,16.48,28.29,0.0,81.91,76.07,33.58,262.38,4.11,11-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Aug-2020 - 00:00,4.13,11.07,3.09,0.59,36.35,3.23,0.1,0.0,3.18,58.55,20.26,28.31,0.0,84.1,48.07,33.74,255.92,4.5,12-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Aug-2020 - 00:00,3.22,10.11,2.67,0.41,30.89,2.94,0.1,0.0,2.68,46.06,8.29,27.99,0.03,85.89,59.65,33.72,251.01,5.83,13-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Aug-2020 - 00:00,2.88,9.09,2.64,0.67,25.02,4.45,0.07,0.0,2.31,32.95,8.32,27.36,0.22,89.14,30.21,33.03,258.06,5.7,14-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Aug-2020 - 00:00,3.03,8.84,2.99,0.46,21.85,6.13,0.1,0.0,2.5,42.75,6.93,27.5,0.01,87.49,50.36,32.52,247.58,5.46,15-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Aug-2020 - 00:00,3.04,8.41,2.56,0.39,22.92,5.29,0.09,0.0,2.72,37.52,8.53,27.9,0.02,84.72,84.9,32.56,242.51,4.74,16-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Aug-2020 - 00:00,3.22,9.09,2.74,0.36,22.1,6.05,0.1,0.0,2.96,36.25,10.47,27.98,0.04,86.84,58.2,32.52,254.81,3.92,17-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Aug-2020 - 00:00,4.27,9.23,3.54,0.36,20.52,5.66,0.1,0.01,3.03,41.32,10.14,28.02,0.0,86.61,39.74,32.37,250.21,3.72,18-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Aug-2020 - 00:00,4.02,9.54,3.42,0.38,19.54,6.15,0.1,0.0,2.76,42.52,10.23,27.77,0.01,87.39,31.95,32.45,250.75,4.64,19-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Aug-2020 - 00:00,4.26,9.93,3.33,0.36,16.84,4.78,0.1,0.0,2.73,40.11,13.11,27.83,0.03,85.98,39.84,32.53,262.47,3.63,20-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Aug-2020 - 00:00,3.71,10.66,3.15,0.33,16.3,3.77,0.1,0.0,2.97,33.16,10.74,27.87,0.17,86.98,52.7,32.77,264.66,3.32,21-Aug-2020 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
