from date,NO,NO2,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,Temp,WD,WS,BP,SR,RF,to date,station
23-Jun-2020 - 00:00,1.26,19.46,11.27,25.66,19.85,0.78,67.95,25.79,84.06,0.12,0.12,41.48,31.43,107.15,3.25,740.0,171.83,0.0,24-Jun-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Jun-2020 - 00:00,1.34,21.09,12.21,25.67,12.86,1.87,51.68,35.26,78.95,0.19,0.2,38.19,31.87,73.03,2.42,740.0,101.25,0.03,25-Jun-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Jun-2020 - 00:00,1.31,24.7,14.15,23.88,12.53,1.18,58.43,41.65,97.72,0.25,0.28,39.35,31.21,79.5,0.74,740.0,108.24,0.02,26-Jun-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Jun-2020 - 00:00,1.26,23.29,13.41,28.91,12.4,2.14,65.74,54.15,122.39,0.26,0.34,40.26,31.07,74.92,1.61,740.0,106.45,0.0,27-Jun-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Jun-2020 - 00:00,1.26,25.95,14.83,28.06,14.11,2.06,42.05,51.75,226.16,0.2,0.59,42.56,31.5,83.52,2.07,740.0,115.73,0.01,28-Jun-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Jun-2020 - 00:00,1.25,27.24,15.5,27.59,12.25,2.62,37.8,70.71,432.08,0.19,0.65,43.48,31.2,82.47,2.36,739.82,119.72,0.0,29-Jun-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Jun-2020 - 00:00,1.29,27.02,15.43,31.6,18.2,1.95,46.63,62.15,250.16,0.22,0.26,41.03,31.2,76.33,1.87,740.0,109.07,0.08,30-Jun-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Jun-2020 - 00:00,1.26,18.39,10.81,26.84,12.92,1.86,61.39,43.66,111.67,0.16,0.19,39.72,31.18,78.42,2.41,740.0,110.97,0.0,01-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Jul-2020 - 00:00,1.24,19.24,11.24,26.29,10.06,1.81,76.74,50.61,135.74,0.19,0.23,41.94,31.29,80.08,1.32,740.0,114.78,0.0,02-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Jul-2020 - 00:00,1.31,21.59,12.54,28.42,19.1,1.39,87.2,72.56,179.0,0.25,0.29,42.5,31.88,80.36,0.86,739.78,113.22,0.0,03-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Jul-2020 - 00:00,1.35,21.18,12.37,34.55,14.31,1.67,78.39,69.6,175.3,0.22,0.37,43.13,32.16,87.57,2.53,739.57,121.36,0.0,04-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Jul-2020 - 00:00,1.28,15.17,9.08,28.61,9.53,1.63,73.81,40.29,107.02,0.15,0.18,40.27,31.74,82.57,3.37,739.76,117.51,0.0,05-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Jul-2020 - 00:00,1.14,15.16,8.91,23.3,7.22,1.59,79.18,21.36,46.4,0.11,0.16,35.77,32.01,82.2,2.26,739.79,105.28,0.51,06-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Jul-2020 - 00:00,1.28,15.56,9.24,22.54,16.08,1.8,63.01,41.1,83.33,0.14,0.25,38.7,31.74,79.99,1.59,739.71,110.72,0.0,07-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Jul-2020 - 00:00,1.26,12.06,7.44,22.66,9.8,1.29,38.05,20.0,49.03,0.11,0.18,36.96,31.54,83.1,3.65,740.0,111.06,0.03,08-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Jul-2020 - 00:00,1.23,11.8,7.26,20.43,7.57,1.41,42.58,15.39,42.86,0.09,0.21,37.29,31.09,68.61,2.54,740.0,78.35,0.0,09-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Jul-2020 - 00:00,1.4,17.81,10.61,26.89,8.61,1.9,60.62,35.24,84.81,0.12,0.49,41.51,31.04,84.03,0.54,739.77,120.21,0.0,10-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Jul-2020 - 00:00,1.18,19.17,11.15,37.65,8.23,1.05,57.12,33.06,96.62,0.11,0.36,43.01,31.04,87.14,1.44,739.35,124.9,0.0,11-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Jul-2020 - 00:00,1.21,11.51,7.1,31.53,6.24,1.99,78.46,15.36,61.22,0.05,0.18,37.8,31.12,82.85,1.18,739.61,108.53,0.94,12-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Jul-2020 - 00:00,1.14,10.47,6.5,24.34,5.45,0.87,68.09,16.39,36.23,0.05,0.16,36.29,31.15,71.81,1.38,739.85,94.74,0.02,13-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Jul-2020 - 00:00,1.27,16.82,9.98,33.95,7.4,2.02,53.92,24.31,116.54,0.11,0.3,39.24,30.89,92.02,0.77,739.99,131.05,0.0,14-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Jul-2020 - 00:00,1.28,22.56,13.0,49.39,6.48,1.22,41.34,46.49,206.7,0.11,0.4,42.31,31.05,87.82,0.49,740.0,126.95,0.0,15-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Jul-2020 - 00:00,1.16,13.95,8.13,37.51,6.27,1.86,60.87,32.56,97.96,0.08,0.13,39.68,30.92,87.26,2.1,740.0,120.02,0.0,16-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Jul-2020 - 00:00,1.27,13.62,8.27,33.95,7.14,1.6,44.63,24.44,73.49,0.08,0.14,39.87,31.14,75.33,1.45,740.0,101.85,0.0,17-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Jul-2020 - 00:00,1.27,13.91,8.32,31.77,6.87,1.58,46.19,40.88,85.22,0.06,0.12,40.15,31.15,81.03,1.72,740.0,108.45,0.0,18-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Jul-2020 - 00:00,1.3,11.33,7.08,30.19,6.11,1.8,42.1,21.26,48.6,0.06,0.13,38.44,31.2,64.91,1.09,740.0,76.51,0.0,19-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Jul-2020 - 00:00,1.23,11.53,7.13,27.92,3.46,1.28,47.8,16.51,35.71,0.04,0.25,37.8,31.21,71.77,0.69,739.95,87.66,0.19,20-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Jul-2020 - 00:00,1.3,14.16,8.59,31.3,3.26,1.32,77.32,13.51,46.22,0.08,0.43,36.5,31.22,62.5,0.75,739.77,68.38,0.0,21-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Jul-2020 - 00:00,1.25,12.5,7.66,32.84,2.54,1.76,60.82,16.47,31.21,0.1,0.26,32.83,31.47,58.68,1.23,739.95,56.16,0.4,22-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Jul-2020 - 00:00,1.18,15.86,9.38,23.86,3.53,1.4,32.08,26.89,45.3,0.17,0.31,33.1,31.86,54.2,0.52,740.0,42.41,0.11,23-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Jul-2020 - 00:00,1.26,20.97,12.18,36.79,2.85,1.55,45.14,39.14,100.1,0.19,0.75,37.12,31.69,78.72,0.84,740.0,107.88,0.0,24-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Jul-2020 - 00:00,1.19,12.91,7.81,39.25,5.91,1.71,53.27,30.33,88.28,0.11,0.19,38.08,31.48,87.82,1.85,740.0,119.18,0.03,25-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Jul-2020 - 00:00,1.26,9.2,5.92,31.7,1.65,1.27,34.75,16.48,47.48,0.09,0.14,37.57,31.36,73.71,1.35,740.19,90.07,0.0,26-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Jul-2020 - 00:00,1.2,12.47,7.58,34.15,4.68,1.43,46.18,30.76,73.0,0.12,0.2,39.85,31.4,81.96,0.6,740.23,107.59,0.0,27-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Jul-2020 - 00:00,1.32,14.52,8.79,47.44,1.71,2.21,51.7,35.83,98.69,0.08,0.21,41.78,31.42,90.35,1.29,740.0,126.19,0.0,28-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Jul-2020 - 00:00,1.34,14.99,9.06,46.1,0.97,1.79,37.97,21.99,93.03,0.06,0.24,42.03,31.24,86.22,1.59,740.0,122.27,0.0,29-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Jul-2020 - 00:00,1.36,16.62,9.24,36.17,4.38,2.05,45.63,14.49,60.43,0.08,0.35,37.68,31.68,75.28,1.39,740.0,91.43,0.14,30-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Jul-2020 - 00:00,1.25,10.82,6.77,26.05,1.2,1.01,35.0,15.17,34.91,0.12,0.23,34.75,31.73,56.12,1.26,740.0,45.22,0.02,31-Jul-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Jul-2020 - 00:00,1.25,12.2,7.49,27.48,3.0,1.71,32.23,27.03,63.38,0.12,0.25,38.79,31.15,77.65,0.6,740.0,104.39,0.02,01-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Aug-2020 - 00:00,1.23,9.35,5.96,25.96,1.61,1.61,49.62,18.29,44.53,0.09,0.39,37.59,31.25,78.49,0.9,740.0,102.92,0.1,02-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Aug-2020 - 00:00,1.24,10.68,6.69,33.34,2.72,1.76,35.92,24.89,66.2,0.1,0.41,40.28,31.22,87.67,1.12,739.72,119.79,0.0,03-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Aug-2020 - 00:00,1.42,10.9,6.97,40.94,1.89,2.14,29.51,23.43,75.03,0.12,0.37,41.24,31.29,84.38,1.29,739.25,116.11,0.0,04-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Aug-2020 - 00:00,1.25,9.51,6.07,31.72,4.98,1.62,39.45,25.74,88.2,0.1,0.2,40.49,31.38,75.77,0.84,739.0,97.69,0.0,05-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Aug-2020 - 00:00,1.19,12.26,7.5,29.91,2.8,1.8,30.42,31.39,71.41,0.16,0.22,37.93,31.42,62.25,1.03,739.09,67.73,0.2,06-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Aug-2020 - 00:00,1.15,6.76,4.53,25.93,2.26,1.63,27.41,8.76,44.73,0.08,0.14,39.92,31.41,90.41,3.06,739.79,118.15,0.0,07-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Aug-2020 - 00:00,1.55,10.31,6.08,21.12,1.07,1.72,40.29,12.17,44.64,0.06,0.16,39.56,31.57,80.53,3.55,740.0,102.22,0.0,08-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Aug-2020 - 00:00,1.19,8.63,5.54,24.54,4.41,1.68,46.08,32.78,76.46,0.1,0.17,42.45,31.28,88.46,0.58,740.0,119.66,0.0,09-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Aug-2020 - 00:00,1.25,8.81,5.7,32.56,1.4,0.92,32.13,27.35,55.1,0.1,0.27,38.31,31.48,61.62,1.41,739.88,65.29,0.0,10-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Aug-2020 - 00:00,1.58,7.95,5.38,24.34,3.39,1.88,31.6,25.91,54.05,0.1,0.17,38.72,31.46,75.39,2.12,740.0,97.38,0.0,11-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Aug-2020 - 00:00,1.22,10.92,6.78,20.79,4.08,0.97,39.05,35.56,69.42,0.11,0.6,39.14,31.81,69.73,0.77,739.97,83.43,0.0,12-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Aug-2020 - 00:00,1.27,8.15,5.36,21.78,2.29,1.34,24.89,19.03,65.28,0.04,0.28,39.56,31.96,63.74,0.8,739.88,73.54,0.0,13-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Aug-2020 - 00:00,1.26,10.62,6.53,20.51,2.63,1.14,25.77,9.29,17.71,0.09,0.19,34.36,31.92,51.25,0.61,739.45,20.89,2.41,14-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Aug-2020 - 00:00,1.46,7.54,5.08,17.89,0.89,1.12,31.4,14.45,38.6,0.1,0.14,36.5,31.98,70.5,1.51,739.35,87.51,0.02,15-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Aug-2020 - 00:00,1.36,5.96,4.13,15.84,1.83,0.32,32.34,23.18,49.24,0.07,0.13,38.51,31.76,82.76,1.31,739.52,110.91,0.0,16-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Aug-2020 - 00:00,1.26,5.6,4.0,16.11,3.51,0.14,32.25,18.21,42.25,0.04,0.13,38.8,31.72,87.1,1.25,739.81,110.82,0.0,17-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Aug-2020 - 00:00,1.23,9.02,5.8,18.24,5.15,0.8,30.77,20.88,45.05,0.06,0.2,37.01,31.82,58.58,0.72,739.88,53.51,0.51,18-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Aug-2020 - 00:00,1.27,10.56,6.58,19.59,2.73,1.09,37.7,25.59,56.1,0.07,0.39,38.44,31.83,62.97,0.33,739.89,65.61,0.0,19-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Aug-2020 - 00:00,1.77,15.82,9.41,19.15,4.54,0.32,22.9,13.24,32.3,0.08,0.36,33.43,31.44,48.17,0.59,739.78,15.54,0.95,20-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Aug-2020 - 00:00,1.71,7.34,4.93,15.7,2.01,0.18,38.35,7.7,17.82,0.07,0.17,33.75,31.33,60.98,0.66,740.0,64.36,0.16,21-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Aug-2020 - 00:00,1.11,6.66,4.44,13.02,0.56,0.18,27.95,5.96,44.04,0.07,0.13,36.79,31.37,79.52,0.83,740.0,107.46,0.0,22-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Aug-2020 - 00:00,1.15,6.07,4.12,13.39,1.17,0.3,29.75,8.35,44.61,0.05,0.11,37.7,31.59,87.32,1.52,740.0,113.24,0.0,23-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Aug-2020 - 00:00,1.09,4.62,3.35,13.74,3.94,0.14,34.01,10.9,42.32,0.05,0.1,36.98,31.58,74.11,1.54,740.0,91.39,0.0,24-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Aug-2020 - 00:00,1.21,6.2,4.28,13.7,3.06,0.48,32.78,9.14,42.06,0.04,0.13,36.86,31.59,81.07,1.96,740.0,103.32,0.0,25-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Aug-2020 - 00:00,1.26,10.3,6.5,14.38,3.23,0.44,36.22,17.85,59.86,0.1,0.22,37.35,31.65,73.99,0.84,740.0,92.83,0.0,26-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Aug-2020 - 00:00,1.28,11.78,7.31,15.82,4.26,0.73,30.26,11.51,56.49,0.06,0.34,38.16,31.76,81.99,0.57,740.0,105.92,0.0,27-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Aug-2020 - 00:00,1.23,11.79,7.26,18.41,3.07,0.69,30.13,23.01,94.93,0.1,0.31,39.28,31.7,84.05,0.38,740.02,108.09,0.0,28-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Aug-2020 - 00:00,1.15,10.31,6.42,18.94,3.69,0.3,29.21,23.57,78.01,0.13,0.24,36.73,31.85,70.88,0.62,740.0,79.62,0.0,29-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Aug-2020 - 00:00,1.2,9.23,5.88,16.81,3.93,0.28,32.94,19.86,61.08,0.11,0.18,38.36,31.93,88.71,0.5,740.0,117.69,0.0,30-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Aug-2020 - 00:00,1.17,4.35,3.27,15.34,3.16,0.19,33.94,11.99,43.17,0.02,0.01,36.15,32.02,78.46,2.66,740.0,89.56,0.0,31-Aug-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Aug-2020 - 00:00,1.21,7.19,4.8,13.77,3.93,0.47,39.76,8.19,31.52,0.0,0.0,36.49,31.89,84.15,2.23,740.0,102.65,0.0,01-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Sep-2020 - 00:00,1.19,13.28,8.04,13.84,2.6,0.44,49.83,14.89,61.72,0.0,0.0,37.95,31.84,84.27,0.32,740.15,107.2,0.0,02-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Sep-2020 - 00:00,1.2,12.13,7.42,14.96,2.69,0.38,43.1,19.59,71.94,0.0,0.0,38.7,31.88,73.3,0.3,740.45,93.83,0.0,03-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Sep-2020 - 00:00,1.24,7.48,4.99,16.31,3.68,1.19,45.22,25.05,77.27,0.0,0.0,38.75,31.84,83.61,1.6,740.65,107.7,0.0,04-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Sep-2020 - 00:00,1.17,9.96,6.25,15.85,5.88,0.4,43.69,35.34,91.69,0.0,0.0,38.93,31.94,80.48,0.69,740.32,101.22,0.0,05-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Sep-2020 - 00:00,1.28,12.7,7.8,17.21,3.42,0.64,66.74,50.09,104.17,0.0,0.0,38.28,31.77,68.83,0.38,740.1,82.48,0.02,06-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Sep-2020 - 00:00,1.38,7.91,5.32,15.94,3.08,0.52,49.94,18.07,47.78,0.0,0.0,37.77,31.49,83.57,0.35,740.0,111.38,0.01,07-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Sep-2020 - 00:00,1.76,9.03,6.23,16.1,3.73,0.12,49.03,35.13,65.31,0.0,0.0,38.7,31.28,75.49,0.35,740.17,94.06,0.04,08-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Sep-2020 - 00:00,1.6,8.2,5.67,16.05,3.25,0.15,42.8,42.07,104.04,0.0,0.0,38.93,31.01,83.61,0.54,740.21,112.95,0.03,09-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Sep-2020 - 00:00,1.77,12.46,8.06,17.9,2.37,0.35,42.02,52.24,111.34,0.0,0.0,39.29,31.23,82.29,0.6,740.18,110.26,0.02,10-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Sep-2020 - 00:00,1.78,9.11,6.29,19.33,4.16,0.66,50.07,50.6,118.16,0.06,0.16,39.25,31.5,84.0,0.82,740.0,112.4,0.03,11-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Sep-2020 - 00:00,5.25,17.45,13.54,20.56,6.21,0.53,46.79,67.41,160.68,0.18,0.61,40.27,31.83,85.97,0.39,740.0,114.62,0.0,12-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Sep-2020 - 00:00,3.45,13.24,9.85,22.45,4.75,0.63,54.8,67.46,157.09,0.16,0.21,40.33,31.04,77.52,0.43,740.24,106.27,0.0,13-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Sep-2020 - 00:00,2.92,14.31,9.99,22.39,2.81,0.54,40.04,72.66,156.22,0.11,0.17,40.04,29.74,64.36,0.35,740.25,89.85,0.0,14-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Sep-2020 - 00:00,2.02,12.14,8.09,21.77,3.04,0.7,45.88,70.51,156.88,0.11,0.24,39.93,30.7,70.16,0.44,740.1,93.53,0.0,15-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Sep-2020 - 00:00,3.21,13.94,10.02,21.11,4.45,0.94,53.56,72.5,164.42,0.14,0.39,39.86,31.32,75.05,0.47,740.04,97.58,0.0,16-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Sep-2020 - 00:00,3.28,15.35,10.82,21.47,5.77,0.76,50.39,79.29,176.25,0.13,0.77,40.38,31.56,78.29,0.59,740.0,103.95,0.0,17-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Sep-2020 - 00:00,1.72,9.25,6.33,21.7,4.21,0.12,36.87,53.96,128.55,0.11,0.28,40.27,31.28,79.52,0.94,740.0,107.34,0.0,18-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Sep-2020 - 00:00,1.71,10.23,6.84,21.28,4.14,0.69,34.09,53.02,127.19,0.1,0.56,40.68,30.98,78.49,0.78,740.0,105.75,0.0,19-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Sep-2020 - 00:00,6.47,14.43,12.93,20.74,6.44,0.54,40.09,65.26,148.6,0.14,0.46,39.86,31.13,76.29,0.43,740.0,100.36,0.0,20-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Sep-2020 - 00:00,2.8,12.19,8.76,23.78,4.75,0.95,48.88,81.23,167.28,0.21,0.2,39.64,31.23,74.86,0.52,740.0,97.01,0.0,21-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Sep-2020 - 00:00,1.55,12.76,8.05,22.85,5.87,0.71,59.79,73.12,165.52,0.17,0.2,40.18,31.2,75.11,0.39,740.0,98.05,0.0,22-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Sep-2020 - 00:00,2.13,12.69,8.47,21.54,3.69,0.54,31.01,51.34,120.78,0.18,0.2,39.92,31.03,77.44,0.85,740.0,101.25,0.0,23-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Sep-2020 - 00:00,4.72,13.57,11.05,18.16,3.71,1.07,27.3,41.62,106.59,0.19,0.22,38.87,31.16,72.79,0.47,740.0,88.82,0.0,24-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Sep-2020 - 00:00,2.67,10.12,7.55,17.45,4.55,0.81,45.37,49.07,106.59,0.15,0.19,38.42,31.02,76.93,0.36,740.0,104.07,0.0,25-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Sep-2020 - 00:00,2.37,16.42,10.66,18.93,7.01,0.69,59.55,84.68,176.95,0.21,0.45,38.76,30.92,74.59,0.6,740.0,99.32,0.0,26-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Sep-2020 - 00:00,4.1,18.18,13.01,21.09,7.26,0.9,35.43,89.62,190.01,0.21,0.96,36.15,30.88,59.59,0.44,740.0,60.75,0.0,27-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Sep-2020 - 00:00,1.59,11.34,7.33,18.14,6.54,0.91,44.87,43.4,112.96,0.13,0.32,36.02,30.72,75.49,0.38,740.22,102.4,0.0,28-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Sep-2020 - 00:00,5.18,13.01,8.87,21.08,7.52,1.36,62.87,74.03,222.86,0.17,0.38,31.04,30.05,92.42,0.77,740.42,142.74,0.0,29-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Sep-2020 - 00:00,1.76,13.87,8.81,21.07,4.8,0.73,62.54,76.6,217.31,0.18,0.58,26.46,29.9,78.37,0.66,740.28,110.23,0.0,30-Sep-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Sep-2020 - 00:00,1.67,11.09,7.25,19.55,6.03,0.72,68.63,65.27,186.68,0.15,0.23,25.71,29.86,80.19,0.8,740.17,113.98,0.0,01-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
01-Oct-2020 - 00:00,8.38,16.49,15.58,20.0,4.97,2.62,53.49,75.09,195.73,0.21,0.4,25.71,29.82,79.09,0.65,740.01,112.23,0.0,02-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
02-Oct-2020 - 00:00,3.17,15.89,11.03,22.28,5.69,1.6,65.15,92.76,212.0,0.21,0.43,25.81,29.89,76.94,0.38,740.11,107.91,0.0,03-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
03-Oct-2020 - 00:00,2.14,14.88,9.65,21.9,6.13,1.16,64.28,92.85,199.75,0.22,0.26,25.08,29.91,79.76,0.46,740.27,112.28,0.0,04-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
04-Oct-2020 - 00:00,3.5,16.74,11.75,20.9,8.19,2.59,67.9,99.69,213.75,0.22,0.37,24.33,29.85,77.61,0.41,740.33,109.6,0.0,05-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Oct-2020 - 00:00,1.6,14.69,9.11,21.23,8.13,1.99,74.76,87.74,234.14,0.2,0.39,24.23,29.84,77.02,0.65,740.24,109.11,0.0,06-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Oct-2020 - 00:00,5.48,20.84,15.54,21.15,7.72,2.22,60.51,93.0,232.28,0.24,0.63,24.0,29.63,77.1,0.48,740.35,110.33,0.0,07-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Oct-2020 - 00:00,8.64,20.17,17.76,21.9,10.48,3.12,66.58,117.49,261.92,0.29,0.57,24.2,29.63,73.9,0.44,740.72,104.61,0.0,08-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Oct-2020 - 00:00,3.69,20.39,13.85,24.35,9.6,0.85,69.98,128.33,261.36,0.28,0.46,24.63,29.82,69.68,0.36,740.96,96.22,0.0,09-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Oct-2020 - 00:00,4.51,20.79,14.71,24.12,7.14,2.72,66.28,131.49,264.92,0.24,0.38,25.19,29.72,69.27,0.34,740.96,95.95,0.0,10-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Oct-2020 - 00:00,3.25,17.0,11.69,26.63,7.84,2.13,65.4,138.78,257.43,0.24,0.5,24.43,30.03,68.86,0.42,740.53,93.07,0.0,11-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Oct-2020 - 00:00,1.67,18.03,10.96,25.21,10.55,1.8,70.61,135.21,256.62,0.24,0.35,24.87,30.04,68.35,0.42,740.22,92.18,0.0,12-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Oct-2020 - 00:00,8.96,27.25,21.78,24.7,6.54,2.48,54.88,184.09,361.25,0.37,0.59,24.99,29.95,65.59,0.3,740.14,88.58,0.0,13-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Oct-2020 - 00:00,4.86,21.14,15.19,22.19,4.93,3.1,50.58,160.6,295.98,0.43,0.53,24.71,29.89,55.88,0.64,740.18,66.43,0.07,14-Oct-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
