from date,PM2.5,BP,Temp,SR,RH,RF,WS,WD,PM10,VWS,SO2,NO,NOx,NO2,CO,Benzene,Ozone,to date,station
21-Apr-2020 - 00:00,16.94,766.02,32.04,235.79,68.86,0.0,0.08,192.98,50.54,0.59,23.4,4.98,8.88,3.9,0.92,2.03,0.05,22-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
22-Apr-2020 - 00:00,19.83,765.72,31.82,221.86,74.74,0.0,0.09,166.9,50.84,0.59,27.19,5.13,8.09,2.96,0.9,2.48,,23-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
23-Apr-2020 - 00:00,28.33,766.14,31.79,227.95,75.78,0.0,0.09,215.12,57.87,0.63,32.28,,,,1.12,3.61,,24-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
24-Apr-2020 - 00:00,50.4,765.59,32.56,231.36,73.65,0.0,0.07,170.83,60.93,0.59,39.5,,,,1.15,2.79,,25-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
25-Apr-2020 - 00:00,43.83,766.44,32.08,227.71,70.66,0.0,0.08,209.45,70.26,0.6,53.79,,,,1.1,2.21,,26-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
26-Apr-2020 - 00:00,41.52,766.65,31.4,235.44,72.54,0.0,0.13,165.01,64.54,0.55,61.04,,,,1.08,3.41,,27-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
27-Apr-2020 - 00:00,43.99,767.57,31.66,205.52,71.18,0.0,0.07,208.96,64.8,0.56,65.12,,,,1.07,2.35,,28-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
28-Apr-2020 - 00:00,41.2,766.34,32.33,242.02,73.28,0.0,0.06,114.88,55.95,0.47,63.15,,,,1.09,2.02,,29-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
29-Apr-2020 - 00:00,44.38,766.03,32.47,223.7,75.38,0.0,0.07,185.19,57.35,0.68,66.16,,,,1.06,2.29,,30-Apr-2020 - 00:00,"Bandra, Mumbai - MPCB"
30-Apr-2020 - 00:00,50.63,766.91,32.55,209.11,74.45,0.0,0.06,294.74,69.03,0.59,66.53,,,,1.02,2.06,,01-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
01-May-2020 - 00:00,46.0,767.11,32.49,200.45,73.74,0.0,0.26,181.08,71.45,0.55,66.48,,,,0.98,2.08,,02-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
02-May-2020 - 00:00,43.57,765.92,32.26,204.26,74.37,0.0,0.06,187.33,67.3,0.55,67.61,,,,0.96,1.75,,03-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
03-May-2020 - 00:00,42.29,765.86,32.47,221.09,74.65,0.0,0.05,130.18,61.93,0.5,71.79,,,,0.96,1.21,,04-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
04-May-2020 - 00:00,43.32,766.22,32.28,240.54,74.22,0.0,0.07,171.82,59.5,0.55,71.6,,,,0.99,1.53,,05-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
05-May-2020 - 00:00,40.59,766.72,33.55,503.32,71.39,0.0,0.06,163.99,64.61,0.56,80.02,,,,0.89,1.23,,06-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
06-May-2020 - 00:00,41.84,765.23,31.35,70.38,78.94,0.0,0.08,164.27,58.8,0.79,85.69,,,,0.86,0.7,,07-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
07-May-2020 - 00:00,48.52,765.65,32.59,276.46,74.08,0.0,0.07,201.67,68.07,0.52,73.07,,,,0.94,1.22,,08-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
08-May-2020 - 00:00,50.26,765.81,32.14,224.93,72.99,0.0,0.07,195.52,84.62,0.55,71.92,,,,0.89,1.32,,09-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
09-May-2020 - 00:00,43.02,765.92,32.32,222.85,73.33,0.0,0.06,142.21,76.32,0.56,82.48,,,,0.84,1.48,,10-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
10-May-2020 - 00:00,45.15,765.55,32.35,214.12,74.48,0.0,0.06,141.28,63.03,0.56,89.55,,,,0.83,0.91,,11-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
11-May-2020 - 00:00,46.28,766.5,31.58,157.34,76.34,0.0,0.07,151.06,67.43,0.7,65.41,,,,1.04,1.43,,12-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
12-May-2020 - 00:00,40.06,,,,,0.0,,,54.9,,76.05,,,,0.89,0.68,,13-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
13-May-2020 - 00:00,48.2,,,,,0.0,,,62.35,,83.09,,,,0.82,0.45,,14-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
14-May-2020 - 00:00,47.77,764.1,33.66,231.48,71.32,0.0,0.07,170.83,76.0,0.52,31.46,,,,0.7,1.44,12.35,15-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
15-May-2020 - 00:00,58.3,764.48,32.93,185.77,71.62,0.0,0.06,124.08,102.01,0.53,24.8,,,,0.63,1.52,10.72,16-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
16-May-2020 - 00:00,63.09,764.4,32.84,185.89,74.08,0.0,0.1,157.17,117.13,0.52,19.43,,,,0.69,1.01,11.16,17-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
17-May-2020 - 00:00,59.18,764.09,32.74,199.06,72.42,0.0,0.06,143.92,100.83,0.51,25.4,,,,0.62,0.78,10.51,18-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
18-May-2020 - 00:00,54.96,763.59,32.49,185.28,71.91,0.0,0.07,128.48,99.11,0.45,25.23,28.38,24.61,5.19,0.56,0.2,10.28,19-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
19-May-2020 - 00:00,58.36,763.38,32.37,211.24,70.51,0.0,0.07,126.78,117.57,0.61,24.73,11.34,13.73,10.65,0.56,0.13,10.25,20-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
20-May-2020 - 00:00,66.63,763.18,32.11,219.93,71.05,0.0,0.09,205.49,123.46,0.85,26.6,11.8,15.19,8.5,0.55,0.2,10.32,21-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
21-May-2020 - 00:00,82.35,764.4,32.58,207.07,71.89,0.0,0.09,180.25,122.47,0.89,27.79,13.13,16.78,11.3,0.56,0.34,10.25,22-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
22-May-2020 - 00:00,58.04,765.18,32.78,217.27,72.01,0.0,0.18,171.17,112.85,0.87,27.4,22.17,15.99,7.15,0.54,0.22,10.1,23-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
23-May-2020 - 00:00,61.08,764.97,32.62,219.6,74.11,0.0,0.23,183.14,113.96,0.86,21.93,19.33,23.82,5.48,0.55,0.67,9.91,24-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
24-May-2020 - 00:00,60.93,765.45,32.56,192.63,76.16,0.0,0.12,141.59,118.02,0.86,21.56,12.61,16.07,5.44,0.51,0.07,9.9,25-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
25-May-2020 - 00:00,47.66,765.79,32.84,183.3,76.47,0.0,0.09,112.87,118.3,0.83,24.66,10.75,13.85,14.97,0.51,0.0,9.94,26-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
26-May-2020 - 00:00,60.98,765.79,32.7,192.59,76.22,0.0,1.17,193.12,111.2,0.85,23.88,11.53,14.75,3.21,0.49,0.0,9.88,27-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
27-May-2020 - 00:00,47.09,765.64,32.9,227.57,73.28,0.0,0.11,194.31,112.71,0.89,14.98,5.21,7.49,2.28,0.51,0.01,10.15,28-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
28-May-2020 - 00:00,67.55,764.82,33.35,222.24,71.36,0.0,0.18,173.37,121.18,0.86,19.88,9.31,11.8,2.48,0.61,0.01,10.77,29-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
29-May-2020 - 00:00,6.45,764.57,33.26,200.41,73.52,0.0,0.14,184.88,25.66,0.81,,4.82,6.81,1.99,0.71,0.04,11.35,30-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
30-May-2020 - 00:00,22.55,764.81,33.44,175.07,73.85,0.0,0.15,122.99,52.55,0.87,,3.41,4.83,1.42,1.09,2.99,11.61,31-May-2020 - 00:00,"Bandra, Mumbai - MPCB"
31-May-2020 - 00:00,16.21,764.88,33.93,207.06,70.14,0.0,0.22,194.74,48.53,0.85,,2.57,3.65,1.08,1.23,5.34,11.67,01-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
01-Jun-2020 - 00:00,9.61,765.57,32.01,15.0,78.63,0.0,0.1,351.88,34.11,0.87,,2.62,3.72,1.09,0.96,4.29,11.68,02-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
02-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,03-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
03-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,04-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
04-Jun-2020 - 00:00,7.53,764.44,25.19,59.39,99.31,0.0,0.29,166.66,55.33,0.89,,2.75,3.87,1.11,0.98,0.98,11.57,05-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
05-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,06-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
06-Jun-2020 - 00:00,9.21,763.8,31.1,304.0,80.12,0.0,0.19,221.6,37.88,0.89,9.25,2.85,3.99,1.14,0.95,0.49,11.57,07-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
07-Jun-2020 - 00:00,8.81,763.5,31.06,242.62,75.36,0.0,0.21,221.75,29.16,0.88,9.45,2.89,4.04,1.14,0.93,0.31,11.59,08-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
08-Jun-2020 - 00:00,8.58,764.33,28.64,193.75,79.94,0.0,0.25,207.3,32.58,0.87,8.71,2.93,4.08,1.14,0.98,0.9,11.51,09-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
09-Jun-2020 - 00:00,8.45,706.16,30.47,234.29,79.99,0.02,0.33,239.07,26.24,0.9,9.33,2.95,4.11,1.15,0.95,0.5,11.52,10-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
10-Jun-2020 - 00:00,8.63,708.24,31.38,252.63,79.84,0.12,0.13,219.59,31.8,0.88,9.17,2.98,4.12,1.14,0.94,1.05,11.5,11-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
11-Jun-2020 - 00:00,8.59,709.06,30.45,180.86,83.34,0.14,0.18,213.99,31.9,0.89,3.56,2.97,4.12,1.14,0.94,0.29,11.5,12-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
12-Jun-2020 - 00:00,9.21,706.81,30.62,148.16,81.04,0.0,0.27,233.95,28.77,0.89,0.08,2.97,4.12,1.14,1.01,1.61,11.49,13-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
13-Jun-2020 - 00:00,7.32,708.71,30.41,171.23,82.79,0.0,0.24,234.56,23.78,0.88,0.1,3.0,4.15,1.15,0.98,1.61,11.49,14-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
14-Jun-2020 - 00:00,8.28,713.93,30.56,187.46,84.11,0.0,0.21,215.47,26.06,0.89,0.07,3.03,4.18,1.15,1.0,1.31,11.45,15-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
15-Jun-2020 - 00:00,7.26,715.65,30.32,139.08,86.9,0.06,0.22,190.96,32.46,0.9,0.07,3.03,4.19,1.15,1.0,2.97,11.46,16-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
16-Jun-2020 - 00:00,7.05,717.06,29.72,156.36,88.7,0.44,0.27,235.14,26.33,0.89,0.06,3.04,4.2,1.16,1.03,2.18,11.47,17-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
17-Jun-2020 - 00:00,9.05,716.18,30.22,124.79,81.99,0.0,0.38,209.21,21.38,0.89,0.08,3.03,4.21,1.17,1.07,3.19,11.46,18-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
18-Jun-2020 - 00:00,8.6,717.07,28.49,62.66,91.95,0.6,0.13,208.29,36.43,0.89,0.1,3.07,4.22,1.15,1.14,3.78,11.43,19-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
19-Jun-2020 - 00:00,14.29,721.08,30.38,197.96,88.27,0.0,0.12,242.52,57.38,0.89,0.08,3.09,4.24,1.15,1.11,3.85,11.42,20-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
20-Jun-2020 - 00:00,10.36,722.62,31.34,235.08,82.15,0.0,0.12,253.96,43.8,0.9,0.08,3.09,4.27,1.18,0.94,0.01,11.44,21-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
21-Jun-2020 - 00:00,9.43,721.36,31.14,204.54,81.83,0.01,0.17,274.03,42.4,0.91,0.05,3.11,4.28,1.17,0.93,0.65,11.43,22-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
22-Jun-2020 - 00:00,11.89,721.25,30.52,258.22,85.05,0.09,0.17,247.15,50.53,0.9,0.06,3.13,4.29,1.15,1.01,2.18,11.47,23-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
23-Jun-2020 - 00:00,9.83,721.65,30.1,181.31,81.74,0.0,0.59,220.59,34.5,0.92,0.05,3.14,4.31,1.16,1.06,1.67,11.5,24-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
24-Jun-2020 - 00:00,8.45,720.69,31.09,199.98,77.89,0.0,0.23,251.52,27.69,0.93,0.05,3.15,4.33,1.17,1.02,2.58,11.51,25-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
25-Jun-2020 - 00:00,10.73,718.17,31.58,244.5,80.43,0.0,0.1,194.34,35.38,0.92,0.08,3.16,4.35,1.18,1.03,3.0,11.5,26-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
26-Jun-2020 - 00:00,9.98,719.88,30.68,101.21,86.17,0.0,0.13,173.79,37.17,0.9,0.06,3.16,4.35,1.18,1.02,1.97,11.53,27-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
27-Jun-2020 - 00:00,12.77,718.75,32.0,200.69,78.51,0.0,0.1,189.89,47.5,0.9,0.07,3.18,4.37,1.18,1.0,1.59,11.6,28-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
28-Jun-2020 - 00:00,10.16,719.77,30.84,125.79,83.28,0.0,0.16,217.66,38.37,0.9,0.05,3.16,4.35,1.18,0.99,1.66,11.61,29-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
29-Jun-2020 - 00:00,5.52,719.87,30.44,242.99,86.23,0.0,0.14,162.43,30.17,0.91,0.06,3.18,4.36,1.18,0.96,0.54,11.65,30-Jun-2020 - 00:00,"Bandra, Mumbai - MPCB"
30-Jun-2020 - 00:00,5.46,719.66,29.25,169.04,89.72,0.0,0.16,228.99,25.52,0.9,0.05,3.17,4.36,1.18,1.02,1.22,11.6,01-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
01-Jul-2020 - 00:00,7.34,720.69,29.48,164.0,88.05,0.0,0.22,233.01,30.22,0.91,0.08,3.18,4.36,1.17,1.05,1.78,11.55,02-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
02-Jul-2020 - 00:00,6.24,720.79,29.82,159.58,85.56,0.0,0.15,208.58,27.65,0.89,0.06,3.21,4.38,1.17,1.01,1.93,11.5,03-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
03-Jul-2020 - 00:00,4.26,719.46,27.61,55.15,97.68,0.0,0.18,184.62,18.19,0.88,0.04,3.21,4.39,1.18,0.99,0.57,11.5,04-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
04-Jul-2020 - 00:00,4.43,718.5,27.42,41.83,98.51,0.03,0.13,222.47,24.83,0.88,0.02,3.22,4.43,1.2,0.96,0.42,11.49,05-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
05-Jul-2020 - 00:00,8.16,718.5,27.8,43.0,96.3,0.06,0.23,200.06,41.89,0.88,0.07,3.21,4.39,1.18,0.93,0.08,11.52,06-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
06-Jul-2020 - 00:00,9.44,717.97,29.81,159.42,87.54,0.0,0.64,241.48,45.78,0.91,0.04,3.21,4.38,1.17,0.92,0.15,11.54,07-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
07-Jul-2020 - 00:00,7.54,718.79,28.41,64.17,96.86,0.0,0.39,262.73,50.55,0.88,0.06,3.23,4.41,1.18,0.95,0.15,11.51,08-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
08-Jul-2020 - 00:00,8.07,721.81,29.37,185.3,93.68,0.0,0.12,259.52,47.75,0.88,0.02,3.24,4.43,1.19,0.96,0.15,11.49,09-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
09-Jul-2020 - 00:00,8.29,723.1,29.81,187.44,90.32,0.0,0.16,224.5,38.65,0.88,0.04,3.26,4.44,1.18,0.98,0.91,11.5,10-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
10-Jul-2020 - 00:00,7.74,723.82,30.59,167.08,85.82,0.0,0.17,294.1,31.29,0.89,0.03,3.26,4.46,1.2,0.99,0.44,11.52,11-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
11-Jul-2020 - 00:00,8.62,724.13,30.45,228.58,86.79,0.0,0.12,263.38,33.97,0.89,0.03,3.26,4.45,1.19,0.96,0.23,11.49,12-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
12-Jul-2020 - 00:00,6.78,723.47,26.79,84.41,99.55,0.0,0.25,216.07,29.51,0.89,0.04,3.28,4.46,1.18,1.07,2.25,11.5,13-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
13-Jul-2020 - 00:00,7.0,723.08,27.76,115.59,96.83,0.0,0.38,162.69,31.57,0.86,,3.28,4.48,1.19,1.12,2.05,11.46,14-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
14-Jul-2020 - 00:00,6.85,722.62,27.45,58.46,97.0,0.25,0.11,195.33,26.92,0.86,0.03,3.3,4.5,1.19,1.16,3.74,11.45,15-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
15-Jul-2020 - 00:00,5.85,721.29,26.77,59.05,99.9,0.45,0.1,203.87,22.36,0.86,0.03,3.3,4.49,1.19,1.08,1.49,11.49,16-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
16-Jul-2020 - 00:00,4.98,718.93,26.66,46.67,99.9,0.0,0.16,246.2,23.98,0.87,0.06,3.3,4.5,1.19,1.11,0.82,11.52,17-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
17-Jul-2020 - 00:00,7.96,718.88,27.23,108.42,98.22,0.0,0.41,196.31,35.47,0.88,0.02,3.29,4.48,1.18,1.18,2.18,11.46,18-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
18-Jul-2020 - 00:00,9.5,722.36,29.11,162.63,91.4,0.0,0.16,215.55,36.19,0.87,0.06,3.32,4.52,1.2,1.11,2.05,11.48,19-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
19-Jul-2020 - 00:00,8.35,725.06,29.88,270.32,90.97,0.0,0.1,227.6,38.46,0.87,0.03,3.33,4.54,1.21,1.07,1.0,11.5,20-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
20-Jul-2020 - 00:00,8.44,724.17,30.45,151.21,86.3,0.0,0.1,213.77,34.97,0.87,0.04,3.35,4.57,1.22,1.0,0.33,11.52,21-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
21-Jul-2020 - 00:00,9.16,724.72,30.6,157.31,83.94,0.0,0.2,227.79,35.93,0.86,0.02,3.36,4.56,1.2,1.08,2.65,11.51,22-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
22-Jul-2020 - 00:00,8.48,726.07,30.71,202.67,82.64,0.0,0.19,220.74,31.93,0.89,0.04,3.37,4.6,1.22,1.1,4.71,11.48,23-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
23-Jul-2020 - 00:00,7.84,725.07,29.42,123.93,90.31,0.0,0.17,152.48,31.45,0.86,0.02,3.37,4.59,1.21,1.1,0.68,11.49,24-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
24-Jul-2020 - 00:00,9.44,724.91,28.82,95.79,90.7,0.0,0.11,188.88,37.57,0.85,0.04,3.39,4.6,1.21,1.18,1.68,11.43,25-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
25-Jul-2020 - 00:00,7.74,741.62,29.47,137.04,84.72,0.0,0.16,197.33,26.26,0.87,0.03,3.4,4.61,1.2,1.22,2.92,11.48,26-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
26-Jul-2020 - 00:00,7.15,764.51,28.69,181.54,90.93,0.0,0.25,198.5,32.61,0.85,0.05,3.4,4.62,1.21,1.17,1.66,11.53,27-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
27-Jul-2020 - 00:00,6.7,765.15,27.36,88.2,98.13,0.0,0.13,185.51,29.51,0.85,0.08,3.42,4.64,1.22,1.17,1.16,11.5,28-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
28-Jul-2020 - 00:00,9.88,765.28,27.54,20.19,99.9,0.0,0.1,138.01,15.43,0.88,0.05,3.43,4.59,1.16,1.53,3.6,11.6,29-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
29-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,30-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
30-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,31-Jul-2020 - 00:00,"Bandra, Mumbai - MPCB"
31-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,01-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
01-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,02-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
02-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,03-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
03-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,04-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
04-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,05-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
05-Aug-2020 - 00:00,6.49,754.31,25.82,30.88,99.9,0.0,0.37,218.43,28.09,0.57,16.29,3.39,4.61,1.22,1.08,0.0,11.63,06-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
06-Aug-2020 - 00:00,5.69,755.74,26.79,53.15,99.21,0.0,0.2,286.04,23.17,0.62,16.18,3.4,4.61,1.2,1.06,0.0,11.64,07-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
07-Aug-2020 - 00:00,8.24,760.09,28.06,90.26,96.0,0.0,0.12,282.54,37.18,0.63,16.15,3.42,4.63,1.21,1.08,0.0,11.56,08-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
08-Aug-2020 - 00:00,7.71,762.42,29.06,142.48,91.99,0.0,0.07,290.85,40.46,0.61,15.77,3.45,4.67,1.22,1.08,0.0,11.57,09-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
09-Aug-2020 - 00:00,9.36,762.09,29.69,160.21,89.2,0.0,0.07,307.5,39.02,0.63,15.78,3.46,4.69,1.22,1.07,0.0,11.61,10-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
10-Aug-2020 - 00:00,8.92,761.79,29.4,118.19,90.78,0.0,0.07,305.33,35.11,0.65,15.85,3.46,4.67,1.2,1.09,0.0,11.57,11-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
11-Aug-2020 - 00:00,7.67,763.04,28.97,78.69,91.34,0.0,0.07,299.07,35.1,0.66,15.87,3.48,4.71,1.23,1.09,0.0,11.57,12-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
12-Aug-2020 - 00:00,7.37,764.08,27.49,54.21,98.41,0.0,0.09,292.75,38.15,0.63,15.3,3.51,4.74,1.23,1.08,0.0,11.56,13-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
13-Aug-2020 - 00:00,7.26,762.64,28.6,85.88,92.97,0.0,0.09,309.61,27.7,0.66,15.46,3.51,4.73,1.22,1.08,0.0,11.55,14-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
14-Aug-2020 - 00:00,6.55,761.11,26.91,50.89,99.19,0.0,0.13,304.44,29.82,0.63,15.8,3.51,4.72,1.21,1.08,0.0,11.61,15-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
15-Aug-2020 - 00:00,8.37,760.74,28.12,81.57,95.93,0.0,0.09,298.71,39.44,0.64,16.14,3.5,4.72,1.22,1.09,0.0,11.58,16-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
16-Aug-2020 - 00:00,8.15,761.64,28.6,74.22,94.47,0.0,0.07,310.0,32.49,0.66,15.86,3.51,4.74,1.23,1.1,0.0,11.57,17-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
17-Aug-2020 - 00:00,6.9,761.42,27.77,53.87,97.16,0.0,0.07,286.35,28.45,0.64,15.69,3.55,4.79,1.24,1.1,0.0,11.61,18-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
18-Aug-2020 - 00:00,7.02,762.54,27.79,115.73,95.7,0.0,0.07,279.6,37.33,0.66,15.45,3.55,4.78,1.22,1.11,0.01,11.61,19-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
19-Aug-2020 - 00:00,5.92,762.23,28.41,134.16,93.46,0.0,0.07,291.63,27.11,0.64,,,,,,0.01,,20-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
20-Aug-2020 - 00:00,6.49,761.44,27.52,61.27,98.49,0.0,0.07,286.28,30.79,0.66,15.56,3.53,4.76,1.23,1.19,0.01,11.6,21-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
21-Aug-2020 - 00:00,5.83,762.3,26.89,48.54,99.9,0.0,0.09,300.56,26.79,0.62,15.07,3.54,4.78,1.23,1.09,0.0,11.58,22-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
22-Aug-2020 - 00:00,6.85,762.97,27.81,91.34,97.93,0.0,0.08,300.8,28.79,0.66,14.89,3.54,4.78,1.23,1.07,0.01,11.61,23-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
23-Aug-2020 - 00:00,6.94,763.43,28.81,122.44,92.54,0.0,0.09,296.82,24.34,0.66,14.63,3.55,4.79,1.23,1.07,0.0,11.67,24-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
24-Aug-2020 - 00:00,7.47,763.97,28.87,116.13,91.29,0.0,0.09,298.74,25.31,0.59,14.45,3.58,4.83,1.25,1.08,0.0,11.67,25-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
25-Aug-2020 - 00:00,7.52,765.7,29.4,166.92,88.34,0.0,0.06,288.7,27.95,0.61,14.36,3.61,4.87,1.25,1.11,0.1,11.63,26-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
26-Aug-2020 - 00:00,6.39,766.05,29.16,185.41,88.54,0.0,0.07,285.41,26.11,0.62,14.96,3.6,4.84,1.23,1.16,0.06,11.66,27-Aug-2020 - 00:00,"Bandra, Mumbai - MPCB"
