from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
22-Apr-2020 - 00:00,29.98,982.18,158.75,59.4,37.88,169.94,13.38,141.84,1.4,0.93,1.69,26.42,5.74,27.78,19.4,49.01,16.53,23-Apr-2020 - 00:00,"Mundka, Delhi - DPCC"
23-Apr-2020 - 00:00,29.04,982.13,152.6,59.67,39.98,122.39,13.6,156.88,1.18,0.79,2.03,31.97,7.44,31.1,22.59,59.55,17.03,24-Apr-2020 - 00:00,"Mundka, Delhi - DPCC"
24-Apr-2020 - 00:00,29.69,980.57,152.0,66.65,41.75,226.42,18.25,206.6,0.78,0.81,2.1,35.34,9.66,31.05,24.37,61.21,12.69,25-Apr-2020 - 00:00,"Mundka, Delhi - DPCC"
25-Apr-2020 - 00:00,29.82,980.87,94.57,20.44,40.67,181.14,6.3,138.92,1.05,0.49,0.69,27.44,5.63,22.41,16.52,76.08,10.29,26-Apr-2020 - 00:00,"Mundka, Delhi - DPCC"
26-Apr-2020 - 00:00,27.16,983.51,94.42,29.42,51.65,139.88,3.85,274.92,1.91,0.56,1.09,35.59,6.57,20.52,16.27,61.76,11.1,27-Apr-2020 - 00:00,"Mundka, Delhi - DPCC"
27-Apr-2020 - 00:00,24.41,985.74,39.06,25.38,65.2,62.12,4.38,292.62,2.23,0.52,1.13,39.45,5.78,18.12,14.35,51.22,11.6,28-Apr-2020 - 00:00,"Mundka, Delhi - DPCC"
28-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,29-Apr-2020 - 00:00,"Mundka, Delhi - DPCC"
29-Apr-2020 - 00:00,29.3,983.3,,,52.2,5.6,,300.3,1.85,,,,,,,3.6,,30-Apr-2020 - 00:00,"Mundka, Delhi - DPCC"
30-Apr-2020 - 00:00,32.17,982.34,131.4,49.24,41.07,235.0,8.38,232.45,1.04,0.88,1.28,33.05,4.81,26.21,17.85,79.5,21.47,01-May-2020 - 00:00,"Mundka, Delhi - DPCC"
01-May-2020 - 00:00,31.0,981.28,156.75,62.04,47.62,210.58,8.78,229.22,1.42,0.79,1.63,49.27,3.96,15.31,11.48,65.46,14.2,02-May-2020 - 00:00,"Mundka, Delhi - DPCC"
02-May-2020 - 00:00,29.82,981.08,108.9,31.17,50.67,211.12,3.15,294.81,2.57,0.62,0.83,46.92,,,,84.01,10.4,03-May-2020 - 00:00,"Mundka, Delhi - DPCC"
03-May-2020 - 00:00,28.23,982.37,84.79,27.46,55.77,121.62,4.09,265.76,2.18,0.55,0.85,40.54,,,,71.59,9.53,04-May-2020 - 00:00,"Mundka, Delhi - DPCC"
04-May-2020 - 00:00,28.2,983.91,59.19,30.54,54.73,209.54,8.33,184.53,0.77,0.61,0.85,35.76,,,,64.19,13.12,05-May-2020 - 00:00,"Mundka, Delhi - DPCC"
05-May-2020 - 00:00,29.95,982.41,135.21,65.75,47.65,226.15,16.61,111.92,1.27,0.75,1.51,35.22,,,,73.73,14.89,06-May-2020 - 00:00,"Mundka, Delhi - DPCC"
06-May-2020 - 00:00,29.86,981.8,197.69,56.08,41.35,163.97,12.21,193.23,1.19,0.67,1.57,26.82,,,,78.23,13.64,07-May-2020 - 00:00,"Mundka, Delhi - DPCC"
07-May-2020 - 00:00,29.79,982.36,81.5,30.33,41.33,247.6,5.33,235.94,1.2,0.51,0.96,25.94,,,,108.06,12.96,08-May-2020 - 00:00,"Mundka, Delhi - DPCC"
08-May-2020 - 00:00,31.19,980.65,124.83,52.23,43.05,227.27,7.99,172.6,1.03,0.66,1.38,35.28,,,,104.42,12.54,09-May-2020 - 00:00,"Mundka, Delhi - DPCC"
09-May-2020 - 00:00,31.9,981.2,126.42,51.1,43.93,219.21,5.61,268.17,1.45,0.7,1.31,44.15,,,,98.28,16.37,10-May-2020 - 00:00,"Mundka, Delhi - DPCC"
10-May-2020 - 00:00,28.51,982.54,113.89,44.31,49.97,100.23,5.1,286.52,1.95,0.62,1.06,41.79,,,,59.41,13.72,11-May-2020 - 00:00,"Mundka, Delhi - DPCC"
11-May-2020 - 00:00,28.9,983.39,97.4,41.79,51.2,178.54,8.23,286.18,1.72,0.74,1.27,39.4,3.87,32.47,20.43,77.88,11.16,12-May-2020 - 00:00,"Mundka, Delhi - DPCC"
12-May-2020 - 00:00,30.15,982.96,100.38,44.12,48.23,215.82,6.39,293.34,1.17,0.67,1.28,43.51,4.23,23.02,15.71,87.93,14.09,13-May-2020 - 00:00,"Mundka, Delhi - DPCC"
13-May-2020 - 00:00,29.68,981.99,183.44,71.23,50.33,122.08,12.96,153.35,0.79,0.76,1.38,48.03,5.77,29.28,20.27,41.21,18.09,14-May-2020 - 00:00,"Mundka, Delhi - DPCC"
14-May-2020 - 00:00,29.46,981.27,127.23,60.78,53.98,211.89,14.42,167.32,1.13,0.78,1.16,46.46,14.73,31.33,28.63,58.97,12.52,15-May-2020 - 00:00,"Mundka, Delhi - DPCC"
15-May-2020 - 00:00,29.33,980.96,125.54,65.71,49.55,249.83,8.5,107.63,2.12,1.04,0.82,44.19,9.27,36.34,26.89,64.2,16.52,16-May-2020 - 00:00,"Mundka, Delhi - DPCC"
16-May-2020 - 00:00,30.4,979.74,192.15,115.67,42.16,262.56,16.35,103.01,2.06,0.8,1.16,37.41,10.92,52.06,36.62,81.34,29.44,17-May-2020 - 00:00,"Mundka, Delhi - DPCC"
17-May-2020 - 00:00,30.95,978.34,246.1,128.38,39.44,196.29,20.14,94.01,1.03,1.0,1.74,33.36,37.1,70.55,67.79,86.06,35.66,18-May-2020 - 00:00,"Mundka, Delhi - DPCC"
18-May-2020 - 00:00,30.99,977.45,274.35,134.88,37.9,239.67,23.12,98.08,1.54,0.9,1.97,34.01,47.64,69.04,75.62,75.88,32.6,19-May-2020 - 00:00,"Mundka, Delhi - DPCC"
19-May-2020 - 00:00,31.22,976.77,333.44,171.15,35.26,236.79,31.9,127.59,1.0,1.1,2.03,35.04,49.65,87.8,87.18,76.08,39.66,20-May-2020 - 00:00,"Mundka, Delhi - DPCC"
20-May-2020 - 00:00,30.97,976.44,245.81,93.85,34.34,253.73,17.15,123.3,2.06,0.7,1.28,24.92,13.27,60.51,43.0,90.07,26.5,21-May-2020 - 00:00,"Mundka, Delhi - DPCC"
21-May-2020 - 00:00,31.73,975.48,269.33,67.56,33.44,262.06,25.75,98.39,2.56,0.65,1.12,22.22,30.93,71.83,63.47,81.46,23.09,22-May-2020 - 00:00,"Mundka, Delhi - DPCC"
22-May-2020 - 00:00,32.92,975.59,302.9,115.65,33.27,242.67,26.47,110.11,1.2,1.12,2.63,29.61,49.48,103.48,95.52,71.43,39.75,23-May-2020 - 00:00,"Mundka, Delhi - DPCC"
23-May-2020 - 00:00,36.52,976.71,267.67,70.81,32.18,203.94,24.8,124.49,1.62,0.62,1.75,21.91,23.21,83.48,63.34,56.68,18.29,24-May-2020 - 00:00,"Mundka, Delhi - DPCC"
24-May-2020 - 00:00,39.57,977.3,234.57,58.55,32.2,236.86,13.25,107.0,1.97,0.57,1.24,22.72,15.63,58.52,43.86,76.37,23.27,25-May-2020 - 00:00,"Mundka, Delhi - DPCC"
25-May-2020 - 00:00,38.82,976.79,255.32,83.77,34.35,243.23,18.04,81.3,2.03,0.76,1.81,25.92,31.32,72.46,64.08,70.09,31.17,26-May-2020 - 00:00,"Mundka, Delhi - DPCC"
26-May-2020 - 00:00,39.83,975.21,282.32,67.97,32.1,240.19,44.28,99.94,1.89,0.7,1.7,28.9,34.68,77.89,69.63,55.58,19.81,27-May-2020 - 00:00,"Mundka, Delhi - DPCC"
27-May-2020 - 00:00,39.95,973.74,203.0,39.75,33.31,227.48,16.91,172.07,1.75,0.6,1.15,20.94,10.54,68.62,45.1,88.88,9.19,28-May-2020 - 00:00,"Mundka, Delhi - DPCC"
28-May-2020 - 00:00,36.39,975.56,240.0,30.85,46.58,198.8,5.55,294.19,2.8,0.47,0.75,44.18,7.87,47.29,31.58,63.1,11.57,29-May-2020 - 00:00,"Mundka, Delhi - DPCC"
29-May-2020 - 00:00,33.35,978.79,72.6,20.46,55.2,180.94,9.15,258.44,2.27,0.56,0.67,54.55,7.08,43.9,29.09,60.27,4.12,30-May-2020 - 00:00,"Mundka, Delhi - DPCC"
30-May-2020 - 00:00,33.85,980.65,63.98,22.15,54.57,231.65,6.4,283.64,1.76,0.54,0.61,50.54,6.42,44.46,28.88,70.96,5.91,31-May-2020 - 00:00,"Mundka, Delhi - DPCC"
31-May-2020 - 00:00,31.21,982.62,36.81,17.15,64.04,151.56,7.55,197.01,1.56,0.48,0.56,49.04,6.79,40.41,26.99,55.21,10.42,01-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
01-Jun-2020 - 00:00,33.21,982.82,89.77,40.4,58.8,217.69,23.34,188.06,0.52,0.67,1.15,44.72,9.38,49.36,33.9,68.3,5.79,02-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
02-Jun-2020 - 00:00,34.36,981.07,110.44,40.33,55.33,213.98,23.47,132.53,1.08,0.64,1.05,49.47,15.77,51.89,40.46,61.34,5.81,03-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
03-Jun-2020 - 00:00,35.39,979.13,142.96,57.56,50.37,204.38,14.02,129.09,0.79,0.64,0.93,47.46,9.0,53.18,35.58,72.46,16.4,04-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
04-Jun-2020 - 00:00,33.19,978.27,198.17,103.33,56.9,101.84,31.31,185.58,1.03,0.89,1.99,48.17,13.94,69.42,48.24,63.19,19.89,05-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
05-Jun-2020 - 00:00,33.42,978.39,112.62,41.27,56.66,186.34,23.54,232.05,1.06,0.76,1.34,50.17,16.33,62.79,46.7,48.14,7.71,06-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
06-Jun-2020 - 00:00,34.72,977.7,96.06,34.29,54.75,203.05,14.22,249.01,1.2,0.64,0.98,50.86,13.03,54.34,39.51,60.12,5.52,07-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
07-Jun-2020 - 00:00,34.05,977.56,84.92,37.62,57.58,198.5,16.86,212.15,1.18,0.57,2.03,51.18,15.21,50.15,39.07,52.09,7.87,08-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
08-Jun-2020 - 00:00,35.64,977.08,128.06,46.79,53.27,227.82,27.03,144.34,1.03,0.75,1.29,52.29,22.01,63.32,51.56,64.38,9.88,09-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
09-Jun-2020 - 00:00,37.63,976.86,199.25,64.29,48.87,218.99,42.92,147.55,0.82,0.9,1.89,58.24,33.05,68.45,63.33,47.33,9.81,10-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
10-Jun-2020 - 00:00,37.47,976.32,175.9,47.96,49.04,204.94,30.17,99.38,0.84,0.73,1.31,52.48,34.4,61.76,60.82,45.52,4.59,11-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
11-Jun-2020 - 00:00,37.6,975.17,157.92,44.08,50.13,203.35,23.66,121.94,0.78,0.65,1.04,56.42,16.53,52.71,41.49,43.55,9.69,12-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
12-Jun-2020 - 00:00,38.17,973.93,233.98,64.58,48.17,195.73,27.73,260.87,0.89,0.87,1.76,56.43,15.64,48.68,38.65,38.87,9.64,13-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
13-Jun-2020 - 00:00,35.93,974.72,160.29,49.08,53.82,112.11,15.12,222.06,1.45,0.79,1.37,54.28,7.96,28.86,21.82,47.12,8.84,14-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
14-Jun-2020 - 00:00,37.38,976.13,173.44,76.25,51.76,200.45,20.63,163.72,0.64,0.95,1.59,57.13,9.26,29.04,23.0,48.99,12.35,15-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
15-Jun-2020 - 00:00,38.65,974.16,165.75,47.44,44.83,182.19,14.24,177.25,1.16,0.77,1.19,43.43,7.25,28.37,21.02,59.84,9.93,16-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
16-Jun-2020 - 00:00,38.64,971.91,134.71,38.25,45.36,179.46,17.49,285.46,1.17,0.86,1.5,39.39,6.76,28.76,20.81,59.65,11.07,17-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
17-Jun-2020 - 00:00,38.11,971.6,102.33,28.71,49.05,212.87,9.98,306.01,1.91,0.72,1.0,42.23,5.96,22.11,16.62,61.7,10.36,18-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
18-Jun-2020 - 00:00,38.88,972.13,125.65,31.48,47.15,214.69,10.6,251.74,1.56,0.69,0.89,39.57,6.67,19.58,15.85,18.52,9.73,19-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
19-Jun-2020 - 00:00,38.83,973.92,295.17,55.67,49.36,166.27,12.27,223.23,1.78,0.74,1.01,44.36,6.0,18.17,14.56,14.14,11.67,20-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
20-Jun-2020 - 00:00,35.41,975.82,135.43,30.41,54.42,123.0,17.2,202.92,1.61,0.6,0.84,40.22,6.29,20.93,16.27,24.96,7.91,21-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
21-Jun-2020 - 00:00,35.02,975.63,102.02,35.86,58.3,142.74,16.73,198.95,0.98,0.72,1.05,38.29,6.96,25.65,19.31,14.59,7.39,22-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
22-Jun-2020 - 00:00,35.64,975.48,93.51,38.75,57.82,206.82,21.02,196.88,0.94,0.79,1.12,50.76,6.95,25.63,19.31,14.21,9.86,23-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
23-Jun-2020 - 00:00,36.01,977.4,76.03,25.06,57.65,224.18,12.77,294.35,2.03,0.67,0.87,48.6,10.04,20.46,19.06,13.39,10.04,24-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
24-Jun-2020 - 00:00,34.99,978.41,69.01,26.44,61.93,172.95,12.93,300.63,1.82,0.75,0.87,44.39,7.34,20.77,17.04,13.65,11.42,25-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
25-Jun-2020 - 00:00,35.62,976.03,94.59,41.24,59.8,158.19,18.23,124.06,0.84,0.74,0.83,42.36,8.19,20.53,17.6,13.04,7.68,26-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
26-Jun-2020 - 00:00,35.93,975.08,160.09,55.98,58.76,185.16,23.83,98.31,1.69,0.78,1.14,41.45,8.94,21.63,18.79,13.88,9.93,27-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
27-Jun-2020 - 00:00,36.74,973.88,238.47,42.18,54.1,172.99,16.8,61.46,2.29,0.58,0.75,37.0,12.06,18.9,19.88,10.69,5.81,28-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
28-Jun-2020 - 00:00,38.5,973.07,423.75,54.41,49.03,190.47,19.29,87.26,2.26,0.61,0.64,33.34,17.72,17.53,23.76,11.02,7.81,29-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
29-Jun-2020 - 00:00,37.85,975.06,236.21,35.47,48.86,178.57,15.97,162.31,1.93,0.67,0.65,29.28,9.24,16.08,16.1,11.32,11.37,30-Jun-2020 - 00:00,"Mundka, Delhi - DPCC"
30-Jun-2020 - 00:00,36.58,976.54,107.18,41.15,57.22,205.15,10.63,304.06,1.86,0.79,0.83,35.3,5.64,17.65,14.0,11.66,13.82,01-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
01-Jul-2020 - 00:00,37.43,975.16,140.51,49.83,54.22,164.79,12.86,303.18,1.35,0.78,1.14,37.3,5.47,19.95,15.07,12.2,14.32,02-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
02-Jul-2020 - 00:00,38.59,972.92,168.44,64.71,51.78,163.46,17.15,222.29,0.84,0.88,1.62,39.05,6.39,22.46,17.16,12.26,21.18,03-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
03-Jul-2020 - 00:00,38.12,972.39,165.77,59.29,52.36,148.93,17.8,251.98,1.44,0.86,1.26,45.24,6.23,25.99,18.89,13.01,11.56,04-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
04-Jul-2020 - 00:00,36.65,972.88,111.25,43.6,57.03,189.86,8.89,308.81,2.13,0.7,0.74,46.6,5.52,18.45,14.31,11.43,7.48,05-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
05-Jul-2020 - 00:00,32.46,975.03,127.18,41.18,69.54,142.42,6.6,230.95,1.75,0.53,0.49,45.26,5.87,15.11,11.81,16.49,12.99,06-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
06-Jul-2020 - 00:00,36.0,972.99,105.89,37.16,58.05,162.45,21.75,293.59,1.64,0.87,0.98,51.35,7.43,29.1,21.05,7.83,8.23,07-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
07-Jul-2020 - 00:00,33.91,976.22,46.81,15.96,66.44,158.91,17.08,290.75,2.06,0.68,0.75,61.67,10.87,19.22,19.05,10.86,8.67,08-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
08-Jul-2020 - 00:00,33.7,977.33,54.59,25.61,69.94,145.25,18.63,235.47,1.63,0.88,0.65,53.89,9.99,12.66,14.9,14.6,6.44,09-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
09-Jul-2020 - 00:00,35.66,973.99,80.5,34.9,63.62,190.36,19.41,92.32,1.06,0.77,0.51,44.78,,,,13.61,4.5,10-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
10-Jul-2020 - 00:00,36.79,971.71,106.08,27.17,57.76,215.98,14.49,75.63,1.93,0.64,0.35,39.22,4.91,17.03,13.04,8.12,7.62,11-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
11-Jul-2020 - 00:00,35.33,973.18,77.5,21.02,61.87,160.01,15.69,137.26,1.08,0.66,0.36,35.59,5.41,19.8,14.95,3.92,5.09,12-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
12-Jul-2020 - 00:00,34.05,974.7,61.75,20.48,63.1,147.83,9.66,141.53,1.4,0.49,0.4,36.04,5.92,15.32,12.99,9.19,4.48,13-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
13-Jul-2020 - 00:00,35.58,974.44,152.27,33.6,59.2,212.15,23.43,86.35,1.27,0.57,0.44,34.83,7.81,16.63,15.2,7.72,8.64,14-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
14-Jul-2020 - 00:00,37.09,975.21,157.65,36.44,56.6,194.6,8.52,107.5,0.79,0.62,0.38,37.91,9.3,16.15,16.16,3.59,5.69,15-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
15-Jul-2020 - 00:00,36.58,975.73,132.46,44.58,57.28,189.34,15.87,291.22,1.72,0.78,0.71,45.5,4.22,18.76,13.42,15.91,7.45,16-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
16-Jul-2020 - 00:00,35.84,974.9,84.0,34.08,59.97,139.32,18.0,291.65,1.67,0.73,0.85,39.64,5.92,19.58,15.25,12.51,6.7,17-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
17-Jul-2020 - 00:00,35.75,975.55,99.25,51.0,62.64,147.9,14.08,278.97,1.68,0.83,0.3,42.32,6.15,20.69,16.01,8.28,7.78,18-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
18-Jul-2020 - 00:00,35.78,976.66,105.06,46.83,62.93,143.33,14.2,293.67,1.51,0.87,0.26,43.21,6.31,22.3,17.01,10.5,6.08,19-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
19-Jul-2020 - 00:00,33.99,975.24,56.24,25.15,70.06,131.03,12.67,136.32,1.19,0.5,0.2,41.33,6.44,16.76,14.15,10.3,9.79,20-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
20-Jul-2020 - 00:00,33.0,973.92,50.11,17.16,68.53,127.42,16.9,130.66,1.56,,0.73,41.08,4.03,16.69,12.16,6.52,7.89,21-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
21-Jul-2020 - 00:00,31.59,976.79,41.03,22.17,74.61,122.01,21.16,222.06,1.37,,0.88,34.73,6.08,21.74,16.51,8.5,5.93,22-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
22-Jul-2020 - 00:00,31.46,977.81,39.86,23.98,77.85,77.41,22.13,144.82,1.22,,0.7,34.15,8.37,17.76,16.27,7.83,4.35,23-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
23-Jul-2020 - 00:00,34.11,976.9,86.35,39.76,65.93,235.58,25.96,126.82,1.02,,1.3,34.9,14.6,21.48,23.34,11.95,7.53,24-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
24-Jul-2020 - 00:00,34.41,979.58,117.2,53.55,64.7,173.38,28.57,251.78,1.37,,1.43,46.79,7.81,29.06,21.83,20.49,3.74,25-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
25-Jul-2020 - 00:00,34.57,981.19,82.33,34.07,66.27,146.42,17.33,296.32,1.39,,0.96,50.13,4.43,19.96,14.22,9.72,6.99,26-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
26-Jul-2020 - 00:00,35.64,980.82,104.77,48.85,62.51,164.79,18.85,239.49,0.82,,1.0,49.08,5.5,25.61,18.1,12.78,8.45,27-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
27-Jul-2020 - 00:00,36.44,978.12,135.43,39.32,60.66,238.63,15.6,84.21,1.69,0.61,0.4,50.84,11.65,20.6,20.48,8.9,4.64,28-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
28-Jul-2020 - 00:00,36.41,975.88,123.27,25.1,60.85,215.5,12.56,74.17,1.9,0.44,0.31,45.16,11.49,16.0,16.56,6.25,6.0,29-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
29-Jul-2020 - 00:00,35.11,976.38,109.56,23.42,62.01,144.09,17.04,227.13,1.49,0.35,0.46,35.43,7.14,24.98,19.15,5.07,8.22,30-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
30-Jul-2020 - 00:00,33.35,978.38,54.12,17.66,68.55,154.24,19.14,179.64,1.51,0.56,0.53,35.5,4.67,21.06,15.0,12.31,2.92,31-Jul-2020 - 00:00,"Mundka, Delhi - DPCC"
31-Jul-2020 - 00:00,35.09,977.51,121.24,48.91,65.99,186.17,22.78,208.42,0.89,1.17,0.82,37.8,8.64,26.69,21.25,12.25,6.12,01-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
01-Aug-2020 - 00:00,34.9,977.08,107.71,38.96,65.17,144.97,17.03,188.84,0.91,1.14,0.44,38.42,5.53,24.3,17.44,8.32,7.22,02-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
02-Aug-2020 - 00:00,35.48,974.77,81.42,23.62,64.83,226.2,7.21,75.12,1.61,0.91,0.18,36.04,7.63,18.38,15.98,5.59,8.67,03-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
03-Aug-2020 - 00:00,35.9,971.09,70.88,20.69,61.55,185.15,6.53,64.34,1.51,0.8,0.19,39.76,5.95,16.87,13.81,5.82,3.21,04-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
04-Aug-2020 - 00:00,36.37,969.59,92.4,24.29,58.74,193.73,9.67,94.01,0.87,0.82,0.27,30.73,3.58,17.27,12.11,6.64,4.73,05-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
05-Aug-2020 - 00:00,35.0,970.99,116.38,42.44,65.67,105.42,18.58,210.16,1.0,1.01,0.57,33.81,4.25,24.35,16.42,9.98,3.76,06-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
06-Aug-2020 - 00:00,36.23,973.73,79.62,17.1,58.04,209.3,17.35,283.79,2.82,0.99,0.72,32.36,4.08,17.83,12.81,12.49,5.2,07-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
07-Aug-2020 - 00:00,35.47,976.31,65.26,24.32,61.04,188.14,12.19,293.9,2.14,1.02,0.64,28.19,4.17,20.01,14.06,16.04,4.39,08-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
08-Aug-2020 - 00:00,36.09,974.65,151.89,68.06,62.31,130.5,25.14,117.43,0.71,1.22,0.5,30.89,8.09,28.02,21.39,15.07,6.99,09-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
09-Aug-2020 - 00:00,34.11,974.13,62.02,32.85,72.73,131.35,9.02,129.34,1.12,1.04,0.08,35.53,4.98,19.33,14.36,10.63,4.59,10-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
10-Aug-2020 - 00:00,34.58,975.15,73.89,39.22,70.2,149.14,9.67,251.18,1.33,0.97,0.17,35.44,4.57,19.98,14.35,14.14,4.14,11-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
11-Aug-2020 - 00:00,34.59,974.91,73.84,39.32,71.41,162.91,23.53,126.29,0.93,1.31,0.12,32.05,9.21,26.24,21.45,8.85,7.48,12-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
12-Aug-2020 - 00:00,35.07,973.81,76.27,21.4,68.05,199.85,38.55,115.68,1.58,0.91,0.21,30.65,5.68,17.41,13.88,11.23,9.68,13-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
13-Aug-2020 - 00:00,31.77,973.43,30.33,18.31,80.71,43.28,23.74,202.11,1.21,0.92,0.78,30.21,4.68,19.6,14.24,17.2,5.21,14-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
14-Aug-2020 - 00:00,33.23,972.79,57.23,27.19,73.73,108.41,47.6,276.81,1.35,1.16,1.04,33.49,6.15,20.79,16.08,14.4,6.94,15-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
15-Aug-2020 - 00:00,34.77,972.74,62.17,29.11,67.98,189.0,11.76,301.57,1.53,1.29,0.35,28.65,4.47,15.97,12.18,13.89,4.06,16-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
16-Aug-2020 - 00:00,34.9,973.59,62.54,20.69,68.54,151.47,7.85,295.21,1.29,1.71,0.16,29.68,6.24,21.24,16.34,11.33,2.81,17-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
17-Aug-2020 - 00:00,34.23,974.76,78.63,30.87,72.33,91.32,31.5,270.06,1.23,1.5,1.05,32.17,12.81,25.72,24.14,12.23,5.79,18-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
18-Aug-2020 - 00:00,34.36,975.55,84.17,27.64,70.46,115.31,36.11,163.73,0.95,1.19,0.34,35.68,16.68,25.32,27.04,8.31,3.34,19-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
19-Aug-2020 - 00:00,31.78,975.17,67.77,31.02,79.23,19.91,70.52,236.2,1.07,1.86,1.18,33.14,21.83,35.88,36.88,22.15,11.05,20-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
20-Aug-2020 - 00:00,31.7,977.06,41.48,22.67,78.18,68.94,54.38,279.14,1.15,1.28,2.12,27.87,9.48,26.75,21.97,19.57,12.29,21-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
21-Aug-2020 - 00:00,33.93,978.45,75.75,22.43,66.0,191.16,58.21,268.01,1.38,1.63,4.16,23.87,10.15,24.2,21.15,16.25,2.56,22-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
22-Aug-2020 - 00:00,34.52,977.78,66.31,13.04,63.11,219.23,54.23,265.9,1.95,1.59,3.03,23.17,7.05,17.27,14.93,32.27,1.7,23-Aug-2020 - 00:00,"Mundka, Delhi - DPCC"
