from date,NO2,NOx,NH3,NO,SO2,CO,PM2.5,PM10,Benzene,O Xylene,MP-Xylene,Toluene,Ozone,Temp,VWS,SR,RH,RF,WD,WS,BP,to date,station
05-Apr-2020 - 00:00,35.86,38.76,35.65,2.8,7.77,0.79,85.49,140.1,3.26,0.0,0.57,1.75,41.93,25.34,-0.0,265.38,52.96,0.0,129.42,0.77,994.34,06-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Apr-2020 - 00:00,40.32,43.35,35.88,2.53,9.21,0.96,124.95,170.53,4.05,0.0,0.44,1.54,40.41,25.48,-0.04,253.34,54.36,0.0,70.86,1.06,992.66,07-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Apr-2020 - 00:00,34.45,36.29,37.55,1.94,8.09,0.71,99.41,154.06,3.23,0.0,0.32,1.45,40.04,26.31,-0.01,245.09,55.24,0.0,93.3,0.85,990.41,08-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Apr-2020 - 00:00,33.15,34.95,36.62,1.87,6.78,0.66,74.84,123.57,2.41,0.0,0.27,1.44,39.32,26.38,-0.01,247.84,56.38,0.0,83.79,1.0,992.26,09-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Apr-2020 - 00:00,29.5,31.13,36.01,1.71,5.2,0.51,60.54,95.38,1.61,0.0,0.16,1.58,37.17,24.83,-0.02,220.32,62.76,0.03,95.5,1.17,992.87,10-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Apr-2020 - 00:00,34.63,37.21,33.91,2.69,5.07,0.48,39.12,63.59,1.47,0.0,0.3,2.57,37.27,24.97,-0.0,280.24,62.89,0.0,94.64,0.92,995.22,11-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Apr-2020 - 00:00,30.59,32.2,34.68,1.73,4.7,0.52,43.8,69.7,1.7,0.0,0.26,2.13,37.63,25.67,-0.02,277.91,62.38,0.0,91.38,1.05,995.76,12-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Apr-2020 - 00:00,31.52,33.42,33.87,2.02,4.24,0.59,41.37,58.6,1.8,0.01,0.29,2.17,34.12,24.61,-0.01,239.19,68.47,0.04,120.5,0.9,995.1,13-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Apr-2020 - 00:00,41.87,45.19,32.83,3.37,6.12,0.6,58.59,85.0,2.28,0.03,0.48,3.08,23.32,25.11,0.0,154.11,70.08,0.0,152.26,0.48,993.41,14-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Apr-2020 - 00:00,39.41,43.96,32.99,4.6,4.56,0.7,59.36,98.22,2.71,0.04,0.53,3.17,24.21,26.62,-0.0,236.28,67.76,0.0,180.68,0.51,993.6,15-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Apr-2020 - 00:00,35.88,39.87,35.18,4.13,3.83,0.56,56.32,78.44,2.22,0.03,0.45,3.22,18.09,22.98,-0.01,64.78,82.83,0.11,133.46,0.68,994.25,16-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Apr-2020 - 00:00,30.93,35.71,34.52,4.79,4.11,0.48,32.02,49.03,1.6,0.02,0.39,3.09,22.23,23.46,-0.01,225.7,79.74,0.08,108.89,0.84,992.6,17-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Apr-2020 - 00:00,24.41,26.6,34.14,2.4,3.89,0.49,22.97,33.71,0.93,0.01,0.21,2.09,28.2,23.71,-0.03,184.95,75.13,0.0,54.48,1.32,992.07,18-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Apr-2020 - 00:00,25.81,27.59,33.59,1.85,3.8,0.51,23.49,38.8,1.1,0.01,0.18,2.15,25.6,24.14,-0.0,207.34,79.28,0.14,107.36,0.89,992.59,19-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Apr-2020 - 00:00,22.4,23.7,33.59,1.58,3.21,0.49,20.18,30.35,1.02,0.01,0.23,2.22,23.77,23.93,-0.01,183.69,83.48,0.02,70.16,1.13,992.55,20-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Apr-2020 - 00:00,29.39,31.12,32.08,1.81,3.48,0.47,27.7,38.47,1.17,0.02,0.24,2.39,25.82,24.61,-0.01,241.27,80.12,0.11,89.18,0.79,992.74,21-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Apr-2020 - 00:00,29.8,32.91,31.27,3.31,3.53,0.52,22.14,32.19,1.25,0.03,0.29,2.88,19.61,20.88,-0.0,74.82,91.76,0.17,138.3,0.7,993.66,22-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Apr-2020 - 00:00,24.61,28.4,29.73,4.02,3.27,0.4,23.8,33.39,0.94,0.02,0.23,2.77,23.21,22.05,-0.01,251.1,84.21,0.33,122.36,0.92,993.84,23-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Apr-2020 - 00:00,12.41,20.5,15.93,9.76,3.84,0.55,24.39,39.56,1.51,0.04,0.49,3.52,21.16,22.74,0.01,153.23,82.62,0.01,71.46,0.68,992.5,24-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Apr-2020 - 00:00,7.52,12.05,16.72,7.65,3.36,0.45,20.0,30.26,0.99,0.02,0.25,2.67,26.29,22.32,-0.02,134.63,84.45,0.04,66.08,1.1,991.02,25-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Apr-2020 - 00:00,8.9,15.89,16.11,7.55,3.69,0.46,16.7,27.51,0.85,0.01,0.19,2.49,29.17,22.45,-0.02,175.43,80.69,0.0,85.35,0.99,993.65,26-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Apr-2020 - 00:00,12.21,18.85,18.83,7.45,3.91,0.46,16.44,25.95,0.92,0.01,0.16,2.58,26.73,24.42,-0.02,240.56,70.56,0.0,66.92,0.99,995.36,27-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Apr-2020 - 00:00,26.7,35.5,22.49,8.8,3.83,0.58,24.59,42.64,1.73,0.04,0.3,3.09,23.21,25.63,0.0,264.14,71.59,0.0,111.76,0.71,996.16,28-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Apr-2020 - 00:00,27.94,39.27,22.2,11.32,3.49,0.51,21.17,37.25,1.56,0.04,0.3,3.4,25.33,22.44,0.0,93.84,86.5,0.51,95.3,0.94,993.65,29-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Apr-2020 - 00:00,25.33,37.78,21.82,12.31,3.54,0.41,23.12,41.41,1.5,0.05,0.31,3.44,27.19,24.03,0.0,272.79,78.43,0.0,115.84,0.62,899.41,30-Apr-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Apr-2020 - 00:00,20.64,28.75,22.73,8.11,3.62,0.4,20.23,34.54,0.95,0.02,0.15,2.72,29.19,25.48,-0.01,271.01,72.96,0.01,120.17,0.77,990.36,01-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-May-2020 - 00:00,19.01,26.08,23.56,7.08,3.29,0.44,16.64,25.19,0.68,0.01,0.08,2.17,,24.6,-0.01,235.26,80.86,0.11,87.79,1.11,990.68,02-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-May-2020 - 00:00,23.14,32.46,26.6,9.32,3.31,0.58,21.65,39.22,1.13,0.02,0.18,2.19,14.29,23.46,0.0,168.88,89.0,0.23,179.04,0.57,988.39,03-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-May-2020 - 00:00,21.76,30.13,23.0,8.37,3.55,0.57,23.68,39.88,1.31,0.02,0.08,2.17,20.3,26.07,0.0,310.71,75.82,0.0,185.64,0.47,892.34,04-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-May-2020 - 00:00,22.85,30.82,22.68,7.99,3.45,0.48,20.29,35.05,0.74,0.01,0.11,2.0,22.81,25.95,-0.04,267.05,74.87,0.03,70.94,1.18,878.01,05-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-May-2020 - 00:00,26.0,34.8,22.4,8.87,3.5,0.47,20.6,36.39,0.91,0.02,0.12,2.38,24.05,24.25,0.0,168.59,82.74,0.01,157.95,0.64,990.89,06-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-May-2020 - 00:00,20.2,29.36,21.61,9.17,3.86,0.42,22.8,32.88,1.08,0.01,0.02,2.54,37.45,24.2,-0.01,293.84,81.75,0.0,116.54,1.0,990.64,07-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-May-2020 - 00:00,22.79,30.3,20.92,7.5,3.7,0.39,20.58,32.33,0.67,0.0,0.0,1.75,40.42,23.97,-0.0,263.27,77.95,0.0,126.14,0.79,939.39,08-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-May-2020 - 00:00,27.93,37.45,19.94,9.52,4.18,0.48,24.24,46.11,1.43,0.03,0.07,2.54,38.8,24.74,0.0,292.37,75.65,0.0,158.05,0.52,986.68,09-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-May-2020 - 00:00,25.06,33.26,20.17,8.21,4.07,0.48,28.95,47.11,1.11,0.03,0.09,2.37,42.95,26.44,-0.01,320.37,67.77,0.0,81.06,0.9,990.09,10-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-May-2020 - 00:00,28.14,37.34,20.09,9.2,4.95,0.42,32.56,57.04,1.13,0.03,0.06,2.33,45.04,27.75,-0.0,318.34,64.39,0.0,111.51,0.77,989.78,11-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-May-2020 - 00:00,27.99,35.56,20.63,7.57,3.86,0.47,30.72,52.95,1.29,0.02,0.03,2.41,39.81,26.4,-0.0,176.07,72.76,0.0,124.34,0.74,990.47,12-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-May-2020 - 00:00,25.54,34.3,21.04,8.3,4.38,0.47,29.76,56.16,1.03,0.02,0.0,2.36,40.81,26.73,-0.0,299.51,69.58,0.0,158.64,0.83,988.82,13-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-May-2020 - 00:00,24.43,32.39,21.22,7.99,3.5,0.57,30.13,49.47,0.91,0.02,0.04,2.17,37.3,25.44,-0.02,241.88,80.68,0.48,108.82,0.86,986.79,14-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-May-2020 - 00:00,22.08,29.99,21.49,7.9,3.13,0.58,19.24,28.57,0.94,0.02,0.05,2.09,35.25,24.02,-0.03,149.41,89.48,0.19,47.94,1.39,986.61,15-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-May-2020 - 00:00,24.82,32.8,20.73,8.03,3.25,0.52,21.89,35.58,1.01,0.01,0.02,2.57,33.88,25.14,-0.01,170.57,83.48,0.0,72.02,0.87,939.46,16-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-May-2020 - 00:00,23.14,31.2,20.17,8.07,3.11,0.52,21.42,35.91,0.94,0.01,0.01,2.4,32.05,25.1,-0.02,122.3,87.2,0.03,54.99,1.12,897.69,17-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-May-2020 - 00:00,18.89,25.4,20.64,6.55,3.09,0.4,22.57,37.83,0.81,0.01,0.0,1.88,37.41,25.76,-0.01,235.9,84.87,0.02,80.41,1.03,989.03,18-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-May-2020 - 00:00,23.31,31.17,25.71,7.88,3.11,0.58,27.22,47.86,1.02,0.01,0.0,2.29,30.19,27.34,-0.01,239.39,77.86,0.0,67.13,0.96,990.02,19-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-May-2020 - 00:00,28.55,36.3,21.92,7.91,3.21,0.46,34.83,59.61,1.45,0.02,0.0,2.56,26.54,26.98,0.0,135.39,76.22,0.0,78.81,0.85,990.6,20-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-May-2020 - 00:00,28.69,38.2,20.22,9.51,3.36,0.41,32.86,55.31,1.12,0.02,0.0,2.51,22.16,25.3,-0.02,74.58,82.37,0.05,48.19,1.2,990.6,21-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-May-2020 - 00:00,17.8,24.99,20.69,7.19,3.2,0.37,13.42,21.0,0.55,0.0,0.0,1.78,21.03,23.62,-0.02,112.13,92.27,0.11,137.1,0.95,990.6,22-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-May-2020 - 00:00,20.82,29.47,25.13,8.65,3.29,0.46,7.31,15.89,0.65,0.0,0.01,1.89,16.42,23.73,0.0,83.76,93.14,0.19,99.72,0.66,990.6,23-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-May-2020 - 00:00,24.23,33.35,20.24,9.14,3.11,0.46,14.45,30.16,0.96,0.0,0.01,2.45,17.34,25.7,-0.0,189.39,85.24,0.0,80.76,0.7,990.6,24-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-May-2020 - 00:00,18.35,26.77,19.35,8.21,2.94,0.34,18.42,34.39,0.94,0.0,0.01,2.9,15.04,25.13,-0.01,92.26,92.09,0.05,47.91,1.07,990.6,25-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-May-2020 - 00:00,19.21,28.89,24.47,9.68,3.02,0.4,19.32,33.59,1.22,0.0,0.02,4.16,19.27,24.26,-0.01,71.7,93.57,0.09,71.24,1.04,990.59,26-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-May-2020 - 00:00,25.32,33.71,19.92,8.42,2.71,0.42,20.43,41.44,1.3,0.0,0.04,7.33,20.98,24.0,0.0,132.81,89.56,0.15,90.0,0.87,990.6,27-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-May-2020 - 00:00,25.98,33.6,21.17,7.62,3.13,0.37,18.63,30.91,0.96,0.0,0.02,5.56,20.98,23.25,-0.05,110.45,87.67,0.03,69.09,1.45,990.6,28-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-May-2020 - 00:00,30.8,39.45,18.83,8.72,3.9,0.4,16.8,33.31,1.03,0.0,0.01,3.36,20.98,25.16,-0.01,255.28,77.56,0.0,85.18,0.85,990.6,29-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-May-2020 - 00:00,26.16,35.6,27.97,9.55,3.57,0.41,19.85,38.84,1.04,0.01,0.17,4.81,20.63,25.76,-0.01,263.94,77.19,0.0,96.05,1.06,990.6,30-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-May-2020 - 00:00,26.42,34.01,20.35,7.68,3.41,0.45,19.17,33.56,1.07,0.02,0.31,3.78,19.98,25.39,-0.01,236.42,80.87,0.41,76.68,1.08,990.57,31-May-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-May-2020 - 00:00,23.21,30.1,19.46,6.89,3.16,0.34,18.53,28.1,0.95,0.01,0.3,2.88,19.98,24.46,0.0,94.78,86.67,0.06,53.28,1.05,990.56,01-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Jun-2020 - 00:00,39.21,49.39,18.47,10.02,3.4,0.45,22.21,39.15,1.06,0.01,0.3,4.41,19.24,25.17,0.01,185.23,85.41,0.0,102.7,0.76,990.5,02-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Jun-2020 - 00:00,27.1,34.71,18.99,7.62,3.75,0.52,29.31,49.65,1.57,0.02,0.28,4.0,18.02,26.16,0.0,267.63,84.04,0.0,123.99,0.82,990.55,03-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Jun-2020 - 00:00,29.15,36.52,18.03,7.44,3.53,0.53,47.79,77.65,1.78,0.03,0.6,3.26,18.02,27.2,0.01,183.48,80.97,0.0,152.53,0.52,990.5,04-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Jun-2020 - 00:00,24.09,30.79,23.64,6.72,3.14,0.52,39.05,56.52,1.42,0.01,0.4,5.39,27.7,25.7,0.0,134.91,85.99,0.0,100.11,0.76,990.5,05-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Jun-2020 - 00:00,31.57,40.01,18.75,8.45,3.39,0.57,30.67,45.23,1.74,0.04,0.44,4.63,24.32,24.49,0.0,71.53,93.44,0.13,63.89,0.96,990.5,06-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Jun-2020 - 00:00,30.9,45.99,16.34,15.09,3.67,0.61,24.86,44.85,1.58,0.05,0.75,6.4,13.68,24.68,0.01,102.62,90.2,0.14,58.38,0.89,990.5,07-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Jun-2020 - 00:00,23.48,33.46,16.35,9.97,3.3,0.38,22.48,48.88,1.14,0.03,0.37,4.2,21.28,27.51,0.01,254.76,79.87,0.0,117.95,0.57,990.49,08-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Jun-2020 - 00:00,22.36,34.13,24.06,12.6,3.33,0.43,34.65,60.0,1.24,0.04,0.5,10.85,24.69,27.57,-0.0,276.09,80.27,0.26,137.34,0.73,990.53,09-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Jun-2020 - 00:00,23.66,30.75,18.06,7.08,3.09,0.6,30.94,45.65,1.66,0.03,0.45,10.05,22.97,27.99,0.01,276.46,79.63,0.02,120.32,0.67,990.6,10-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Jun-2020 - 00:00,33.76,43.58,20.44,9.83,3.02,0.64,41.61,69.07,1.68,0.04,0.51,5.43,13.73,29.34,0.0,285.93,74.3,0.0,205.15,0.48,990.6,11-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Jun-2020 - 00:00,23.66,31.38,17.4,7.73,3.03,0.5,26.18,38.11,1.02,0.01,0.22,3.61,19.97,27.84,-0.03,267.38,79.82,0.06,89.59,1.19,990.6,12-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Jun-2020 - 00:00,22.08,30.63,16.16,8.76,3.17,0.47,17.1,29.93,0.88,0.01,0.4,4.1,14.55,26.82,-0.02,225.7,85.93,0.76,66.2,1.11,990.59,13-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Jun-2020 - 00:00,25.07,34.53,15.34,9.47,3.02,0.54,7.3,18.94,0.84,0.02,0.38,3.23,18.14,25.58,-0.0,112.31,93.21,0.27,46.81,1.21,990.6,14-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Jun-2020 - 00:00,23.87,33.89,15.07,10.05,3.05,0.37,10.98,22.98,0.94,0.03,0.38,3.36,15.52,25.57,0.0,116.42,93.44,0.27,52.04,1.12,990.6,15-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Jun-2020 - 00:00,23.34,35.28,19.99,11.96,3.04,0.44,18.44,36.86,1.41,0.03,0.64,5.61,16.22,26.89,-0.02,267.24,86.11,0.44,85.48,1.13,992.7,16-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Jun-2020 - 00:00,24.64,35.7,14.98,11.06,3.09,0.51,10.14,23.67,1.06,0.03,0.54,4.42,15.02,25.63,-0.02,142.3,89.77,0.4,49.22,1.26,991.13,17-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Jun-2020 - 00:00,23.61,33.96,25.95,10.56,3.01,0.44,16.0,37.76,0.96,0.02,0.34,5.51,15.15,27.43,-0.0,221.03,83.77,0.0,85.21,0.9,990.75,18-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Jun-2020 - 00:00,22.71,32.58,19.36,9.91,2.98,0.48,10.59,24.31,0.82,0.02,0.28,3.97,19.06,25.41,-0.01,94.97,93.28,0.19,44.2,1.58,990.75,19-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Jun-2020 - 00:00,24.99,35.21,21.32,10.23,3.19,0.59,14.96,31.03,1.01,0.02,0.43,3.43,19.69,25.84,-0.01,133.14,90.77,0.19,44.31,1.4,991.17,20-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Jun-2020 - 00:00,26.85,37.5,18.41,10.65,2.98,0.63,23.08,47.39,1.29,0.03,0.55,3.07,18.35,26.21,-0.0,126.02,90.06,0.1,45.23,1.18,991.31,21-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Jun-2020 - 00:00,22.09,32.37,14.83,10.28,3.0,0.53,23.61,41.16,1.26,0.03,0.57,3.27,16.53,26.57,-0.01,162.3,88.25,0.02,44.39,1.29,991.31,22-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Jun-2020 - 00:00,22.34,31.43,17.78,9.13,2.91,0.46,13.73,36.3,0.83,0.01,0.45,3.08,17.58,26.6,-0.03,197.55,87.95,0.26,58.06,1.48,991.02,23-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Jun-2020 - 00:00,24.24,32.87,16.28,8.63,3.09,0.56,16.05,26.61,0.78,0.03,0.6,4.11,17.75,26.62,0.0,199.46,88.75,0.6,95.76,0.86,990.89,24-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Jun-2020 - 00:00,25.69,33.48,17.6,7.79,3.0,0.47,23.15,37.75,1.27,0.02,0.38,3.6,17.59,26.73,0.01,186.38,90.47,0.2,94.67,0.77,991.26,25-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Jun-2020 - 00:00,19.1,26.46,16.68,7.36,2.87,0.5,14.07,35.22,0.94,0.01,0.19,4.7,15.86,25.23,0.01,80.51,96.02,0.06,147.73,0.56,991.39,26-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Jun-2020 - 00:00,21.55,29.8,24.41,8.36,3.12,0.57,12.27,22.42,1.37,0.02,0.4,4.82,13.59,24.3,0.01,51.54,97.77,0.55,128.21,0.67,991.96,27-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Jun-2020 - 00:00,25.94,34.72,22.39,8.62,3.04,0.53,11.68,20.47,1.26,0.04,0.54,4.3,15.71,24.67,0.01,78.36,95.98,0.54,58.9,0.84,992.61,28-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Jun-2020 - 00:00,21.12,27.86,20.35,6.75,3.0,0.43,14.2,24.93,0.92,0.02,0.34,3.1,21.53,25.4,0.01,125.74,91.26,0.22,80.77,0.78,993.56,29-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Jun-2020 - 00:00,24.71,33.82,20.82,9.11,3.51,0.5,26.19,40.99,1.02,0.02,0.32,2.48,19.67,26.35,0.0,203.09,87.7,0.14,68.27,1.11,993.77,30-Jun-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Jun-2020 - 00:00,27.1,39.03,16.72,10.98,3.12,0.58,22.92,41.15,1.16,0.03,0.68,3.41,15.75,27.19,0.01,206.51,85.34,0.0,121.45,0.7,994.01,01-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Jul-2020 - 00:00,27.64,36.83,17.46,8.7,2.97,0.52,30.74,52.69,1.14,0.03,0.31,2.4,19.28,26.93,0.0,206.23,88.8,0.94,109.85,0.8,993.85,02-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Jul-2020 - 00:00,28.66,38.57,15.52,9.62,3.14,0.58,17.61,30.87,1.32,0.03,0.48,3.84,20.16,25.43,0.0,79.87,94.58,0.21,67.83,0.91,994.12,03-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Jul-2020 - 00:00,22.39,33.93,18.63,11.54,3.21,0.61,15.43,33.69,1.43,0.03,0.67,3.55,13.83,25.37,-0.0,92.96,94.74,1.04,73.1,1.1,994.14,04-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Jul-2020 - 00:00,23.45,36.69,14.92,13.24,3.15,0.78,22.21,38.83,1.88,0.05,0.84,5.17,14.31,25.97,0.01,128.83,90.77,0.43,73.25,0.76,992.85,05-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Jul-2020 - 00:00,16.96,27.54,15.65,10.58,3.17,0.31,16.1,29.12,0.97,0.02,0.36,2.79,13.03,27.54,0.01,254.14,83.76,0.02,70.39,0.97,,06-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Jul-2020 - 00:00,18.85,28.32,18.49,10.16,2.97,0.42,9.29,23.8,0.82,0.01,0.41,2.52,12.46,27.08,-0.02,214.72,86.28,0.3,45.27,1.57,,07-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Jul-2020 - 00:00,16.59,25.14,15.88,8.54,2.92,0.32,9.0,21.44,0.45,0.0,0.11,2.18,12.46,26.09,-0.01,132.32,90.16,0.0,45.9,1.61,,08-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
