from date,NO2,NOx,NH3,NO,SO2,CO,PM2.5,PM10,Benzene,O Xylene,MP-Xylene,Toluene,Ozone,Temp,VWS,SR,RH,RF,WD,WS,BP,to date,station
18-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Jul-2020 - 00:00,23.31,34.47,18.66,11.16,3.12,0.62,14.21,26.02,2.03,0.05,1.18,4.62,13.5,25.39,0.08,181.39,95.58,0.06,126.88,1.15,995.37,21-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Jul-2020 - 00:00,16.45,23.08,14.2,6.65,3.36,0.33,15.71,23.52,1.27,0.01,1.01,3.76,19.78,25.89,0.08,232.82,91.8,1.07,97.95,1.49,969.54,22-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Jul-2020 - 00:00,17.82,25.81,16.67,8.0,3.14,0.49,12.06,21.13,1.45,0.02,0.77,3.89,18.45,26.48,0.08,236.17,87.87,0.03,87.56,1.33,997.97,23-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Jul-2020 - 00:00,16.07,23.66,13.54,7.59,2.91,0.34,10.28,18.9,1.1,0.02,0.7,3.23,17.05,25.92,0.07,201.72,91.48,0.14,40.95,2.19,,24-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Jul-2020 - 00:00,18.47,29.68,24.01,11.07,3.13,0.36,12.2,24.18,1.01,0.01,0.64,2.94,13.65,26.32,0.08,238.2,89.42,0.07,53.88,1.88,,25-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Jul-2020 - 00:00,16.25,25.33,14.75,9.08,2.86,0.19,16.93,27.89,0.92,0.01,0.27,2.4,20.93,27.53,0.08,264.98,84.7,0.0,141.23,1.2,951.23,26-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Jul-2020 - 00:00,19.93,27.22,13.11,7.29,2.9,0.17,25.23,29.34,1.0,0.01,0.19,2.09,18.33,26.19,0.08,173.65,93.73,0.01,83.76,1.14,987.52,27-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Jul-2020 - 00:00,17.38,25.28,19.58,7.89,3.22,0.5,14.56,33.79,1.5,0.02,0.3,2.61,25.81,26.84,0.08,216.09,91.81,0.27,96.05,1.66,892.45,28-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Jul-2020 - 00:00,18.88,28.29,14.15,9.41,3.19,0.51,14.27,25.28,1.43,0.03,0.59,3.09,23.75,25.18,0.08,177.78,93.95,0.8,110.3,1.23,947.45,29-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Jul-2020 - 00:00,12.77,18.93,14.04,6.31,2.9,0.48,21.34,31.98,0.94,0.01,0.19,1.81,26.1,27.01,0.08,296.68,88.48,1.12,101.57,1.56,992.14,30-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Jul-2020 - 00:00,22.99,32.48,11.95,9.53,3.05,0.54,16.38,30.14,1.57,0.02,0.53,3.33,24.92,25.25,0.08,130.84,96.27,0.14,73.1,1.37,992.1,31-Jul-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Jul-2020 - 00:00,24.44,34.84,14.77,10.4,3.32,0.62,24.91,45.32,1.91,0.27,1.01,4.07,24.6,25.96,0.08,190.94,93.31,0.94,68.37,1.28,992.14,01-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Aug-2020 - 00:00,20.15,31.71,12.28,11.55,3.17,0.71,22.6,37.64,1.88,0.18,0.72,3.82,27.69,25.98,0.08,232.9,91.28,0.72,165.15,1.16,992.16,02-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Aug-2020 - 00:00,16.4,26.15,12.44,9.77,2.83,0.44,24.11,51.49,1.62,0.06,0.53,3.12,25.25,29.07,0.08,288.61,81.43,0.0,183.96,1.11,992.16,03-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Aug-2020 - 00:00,16.37,23.67,15.56,7.3,3.43,0.52,25.04,48.26,1.17,0.03,0.33,2.07,24.77,30.3,0.08,336.31,78.39,0.0,224.71,1.0,992.15,04-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Aug-2020 - 00:00,15.39,24.5,13.8,9.24,3.09,0.52,30.73,60.16,1.47,0.04,0.63,2.69,23.74,31.16,0.08,331.66,72.33,0.0,153.82,1.17,992.17,05-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Aug-2020 - 00:00,12.83,20.21,28.89,7.53,2.9,0.38,16.16,32.69,0.93,0.01,0.17,1.78,24.16,31.33,0.07,362.92,68.65,0.01,69.91,1.81,992.31,06-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Aug-2020 - 00:00,16.81,25.5,15.59,8.58,3.06,0.42,9.47,25.48,0.85,0.01,0.34,2.7,23.79,28.81,0.07,268.57,77.02,0.03,58.87,2.2,992.2,07-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Aug-2020 - 00:00,16.46,23.57,13.55,7.09,3.28,0.52,16.07,25.19,1.2,1.31,1.46,3.15,25.57,29.09,0.08,309.69,80.59,0.04,128.71,1.43,992.2,08-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Aug-2020 - 00:00,14.5,20.69,12.63,6.2,,0.43,27.22,,1.29,0.78,0.55,2.61,28.3,28.54,0.08,259.75,83.21,0.0,131.99,1.34,992.2,09-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Aug-2020 - 00:00,14.48,22.63,12.1,8.15,2.89,0.53,17.42,54.38,1.25,0.88,0.81,2.98,24.74,26.9,0.08,205.04,87.81,0.41,53.9,1.85,992.2,10-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Aug-2020 - 00:00,18.29,27.34,11.78,9.06,3.11,0.42,13.98,27.99,1.42,1.34,1.32,3.57,23.79,26.8,0.08,234.75,87.48,0.32,112.2,1.16,992.2,11-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Aug-2020 - 00:00,14.15,22.06,18.7,7.91,3.32,0.51,11.33,24.31,1.34,0.35,0.43,3.66,21.84,26.81,0.08,230.89,89.26,0.19,94.76,1.45,992.19,12-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Aug-2020 - 00:00,16.25,26.34,13.05,10.09,3.16,0.66,16.34,36.19,1.36,0.14,0.62,3.16,18.22,26.79,0.08,197.93,91.36,0.44,51.41,1.73,992.2,13-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Aug-2020 - 00:00,16.22,24.16,12.57,7.95,2.97,0.72,18.62,31.22,1.43,0.09,0.61,3.11,27.02,27.62,0.09,287.23,86.05,0.6,92.86,1.67,992.19,14-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Aug-2020 - 00:00,16.41,24.25,14.87,7.87,3.04,0.63,19.83,34.68,1.24,0.08,0.55,3.11,26.3,28.15,0.08,294.84,82.15,0.39,109.21,1.35,992.18,15-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Aug-2020 - 00:00,13.97,21.92,12.8,7.94,2.79,0.39,10.06,26.21,1.02,0.07,0.53,2.88,16.17,26.51,0.08,86.29,86.05,0.92,58.99,2.18,992.1,16-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Aug-2020 - 00:00,12.57,19.04,12.91,6.47,2.99,0.33,8.13,18.38,0.6,0.04,0.19,2.0,20.35,27.65,0.07,265.35,79.53,0.01,48.26,2.4,992.41,17-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Aug-2020 - 00:00,12.8,20.03,12.75,7.23,2.76,0.36,7.44,14.76,0.41,0.02,0.09,1.82,17.74,25.78,0.08,190.57,90.8,0.05,44.52,2.37,999.87,18-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Aug-2020 - 00:00,25.31,48.02,15.6,22.7,3.59,1.52,34.37,69.89,3.92,0.11,2.12,7.13,14.1,26.89,0.07,102.91,93.84,0.57,219.93,0.82,999.11,25-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Aug-2020 - 00:00,16.27,29.24,13.81,12.97,3.24,0.76,37.54,71.58,2.45,0.07,0.92,4.41,19.38,29.12,0.08,311.03,83.4,0.0,157.25,1.07,996.36,26-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Aug-2020 - 00:00,18.48,29.57,28.23,11.18,3.18,0.78,27.12,55.46,1.63,0.04,0.58,2.98,18.43,28.96,0.08,271.56,77.88,0.0,80.97,1.42,995.29,27-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Aug-2020 - 00:00,12.72,19.43,16.51,6.75,2.85,0.64,16.92,40.82,0.9,0.02,0.23,2.02,19.39,27.4,0.08,196.98,80.98,0.17,64.51,1.89,995.01,28-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Aug-2020 - 00:00,16.67,23.78,13.56,7.11,3.25,0.61,21.6,45.58,1.21,0.03,0.39,3.02,21.64,27.36,0.08,288.46,83.22,0.03,111.77,1.4,995.55,29-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Aug-2020 - 00:00,17.36,25.16,17.37,7.8,3.21,0.61,25.2,44.89,1.45,0.03,0.52,3.18,21.2,26.71,0.08,253.8,88.97,0.45,153.04,1.12,996.45,30-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Aug-2020 - 00:00,14.99,21.25,14.13,6.26,3.11,0.51,26.36,41.31,1.29,0.02,0.37,3.01,25.0,27.04,0.08,226.08,88.96,0.93,94.32,1.36,996.79,31-Aug-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Aug-2020 - 00:00,13.64,19.55,13.33,5.93,3.11,0.56,27.34,39.76,1.15,0.02,0.26,2.79,23.1,26.32,0.08,182.92,94.08,0.24,85.15,1.23,997.34,01-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Sep-2020 - 00:00,15.6,23.21,16.06,7.6,2.94,0.75,15.02,38.24,1.21,0.02,0.37,2.66,24.83,26.54,0.08,237.56,91.18,0.43,66.18,1.63,996.62,02-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Sep-2020 - 00:00,15.52,23.91,13.65,8.39,3.02,0.78,18.71,46.76,2.09,0.05,0.97,3.74,22.95,28.37,0.08,307.43,81.91,0.0,137.36,1.12,996.18,03-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Sep-2020 - 00:00,18.21,31.8,16.04,13.6,3.42,0.79,30.0,53.94,2.26,0.05,0.91,4.82,18.79,27.0,0.08,240.49,89.28,0.15,154.57,1.04,996.83,04-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Sep-2020 - 00:00,15.68,26.48,13.93,10.81,3.27,0.68,33.47,52.66,2.0,0.03,0.8,3.97,25.72,28.07,0.08,276.24,84.55,0.01,185.94,1.14,,05-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Sep-2020 - 00:00,15.85,22.23,13.16,6.38,3.22,0.7,28.4,39.56,1.69,0.03,0.38,3.71,29.14,26.2,0.08,203.6,91.92,0.61,133.82,1.11,,06-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Sep-2020 - 00:00,16.98,23.98,12.67,7.13,3.02,0.74,27.3,42.17,1.61,0.02,0.46,2.91,23.21,25.24,0.08,123.33,95.69,0.02,70.18,1.38,999.67,07-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Sep-2020 - 00:00,14.26,20.24,12.98,5.98,3.01,0.66,13.06,21.16,0.97,0.01,0.24,2.44,25.49,23.79,0.08,111.81,97.1,1.09,58.85,1.69,996.65,08-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Sep-2020 - 00:00,19.28,28.14,15.47,8.89,3.43,0.76,19.54,34.58,2.0,0.03,0.67,3.83,22.02,25.48,0.08,204.83,92.8,0.2,92.68,1.4,996.55,09-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Sep-2020 - 00:00,19.2,28.88,12.95,9.68,3.29,0.85,20.69,33.13,2.29,0.05,1.0,4.78,26.72,26.02,0.08,255.96,91.08,0.63,96.19,1.41,996.17,10-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Sep-2020 - 00:00,21.04,42.33,13.22,21.29,3.04,0.97,32.86,54.57,3.72,0.1,1.93,8.14,16.97,26.4,0.08,206.25,91.91,0.25,149.38,1.04,997.73,11-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Sep-2020 - 00:00,15.12,25.43,13.47,10.31,3.16,0.58,27.74,40.56,2.58,0.06,0.94,5.63,22.26,25.95,0.08,183.58,93.64,0.08,99.01,1.23,997.2,12-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Sep-2020 - 00:00,16.28,23.94,12.9,7.65,3.23,0.59,25.18,43.04,2.12,0.03,0.74,4.51,24.6,26.55,0.08,228.3,90.42,0.0,113.03,1.23,997.04,13-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Sep-2020 - 00:00,16.19,23.35,12.34,7.16,2.93,0.64,22.53,35.53,1.63,0.03,0.48,2.94,21.09,26.11,0.08,162.12,92.9,0.07,77.16,1.45,999.13,14-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Sep-2020 - 00:00,17.83,27.0,14.77,9.17,2.88,0.68,25.98,39.22,1.44,0.04,0.54,3.04,21.09,24.96,0.08,151.3,95.27,0.18,63.81,1.39,994.89,15-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Sep-2020 - 00:00,19.0,29.82,12.78,10.82,3.41,0.64,18.76,32.92,1.93,0.06,0.9,3.42,17.17,24.53,0.08,123.8,97.21,0.5,81.96,1.36,994.09,16-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Sep-2020 - 00:00,16.76,24.77,12.39,7.95,2.99,0.45,14.11,25.94,1.4,0.04,0.6,3.04,21.78,25.68,0.08,242.68,91.92,0.57,116.37,1.12,990.86,17-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Sep-2020 - 00:00,16.18,23.94,11.96,7.77,2.99,0.58,22.82,37.22,1.85,0.04,0.9,3.2,18.62,25.26,0.08,144.05,96.06,0.01,73.21,1.29,987.94,18-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Sep-2020 - 00:00,17.94,32.25,30.77,14.74,3.3,0.8,22.38,36.52,2.18,0.05,1.15,3.89,18.06,24.89,0.08,148.09,95.6,0.24,63.4,1.46,988.39,19-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Sep-2020 - 00:00,17.75,34.72,14.97,16.97,3.06,0.73,30.49,55.95,2.27,0.05,1.07,3.44,18.12,28.61,0.08,326.06,78.11,0.0,198.37,1.1,986.03,20-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Sep-2020 - 00:00,16.16,30.61,12.45,14.18,3.16,0.61,25.32,58.09,1.92,0.05,1.05,3.89,16.7,29.96,0.08,328.47,72.98,0.0,168.74,1.23,984.25,21-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Sep-2020 - 00:00,17.46,28.13,18.71,10.67,3.1,0.42,17.86,47.21,1.39,0.04,0.63,3.04,16.67,26.81,0.08,219.46,85.44,0.1,91.15,1.65,986.25,22-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Sep-2020 - 00:00,15.2,24.88,13.98,9.69,2.96,0.43,10.13,21.66,0.93,0.01,0.45,2.15,16.37,25.22,0.08,155.26,93.6,0.18,54.55,2.07,988.56,23-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Sep-2020 - 00:00,16.94,25.73,28.51,8.76,3.04,0.44,6.03,15.72,0.78,0.03,0.4,2.33,18.3,22.93,0.08,103.07,96.87,1.69,48.82,2.06,989.87,24-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Sep-2020 - 00:00,18.63,31.42,15.67,12.8,3.18,0.72,14.38,31.32,1.92,0.05,0.83,2.89,14.92,24.97,0.08,214.52,91.65,0.15,106.27,1.33,989.81,25-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Sep-2020 - 00:00,18.86,31.89,18.79,13.07,3.11,0.64,16.67,36.6,1.84,0.06,0.9,3.62,13.31,24.1,0.08,106.71,97.21,0.64,61.49,1.58,987.6,26-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Sep-2020 - 00:00,18.58,27.72,14.18,9.12,2.91,0.55,12.94,21.85,1.18,0.03,0.46,3.18,17.41,23.22,0.08,99.32,95.9,0.76,49.22,1.94,987.75,27-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Sep-2020 - 00:00,21.67,32.91,12.79,11.26,3.33,0.71,24.06,39.86,2.15,0.05,0.19,5.37,20.98,25.16,0.08,215.76,87.26,0.0,88.14,1.57,989.49,28-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Sep-2020 - 00:00,18.79,31.44,16.59,12.53,3.32,0.58,35.33,55.72,2.08,0.04,0.47,5.0,19.27,26.92,0.08,300.51,84.48,0.0,131.1,1.04,990.08,29-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Sep-2020 - 00:00,17.18,27.95,13.38,10.77,3.01,0.71,44.42,63.41,2.12,0.03,0.35,4.02,21.87,27.75,0.08,288.98,84.13,0.0,173.03,0.87,989.35,30-Sep-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Sep-2020 - 00:00,21.07,39.17,14.83,18.08,3.16,0.74,43.32,71.71,2.41,0.05,0.38,5.42,20.41,27.53,0.08,301.1,84.57,0.33,187.63,1.0,988.33,01-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Oct-2020 - 00:00,17.78,29.01,12.79,11.23,3.27,0.61,39.55,63.3,2.04,0.04,0.28,3.76,20.52,27.39,0.08,274.13,84.38,0.0,169.75,0.98,987.95,02-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Oct-2020 - 00:00,19.62,33.98,16.25,14.36,3.07,0.67,47.04,76.46,2.75,0.07,0.52,5.07,20.37,26.7,0.08,259.12,86.99,0.4,184.91,1.03,989.26,03-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Oct-2020 - 00:00,20.0,32.28,12.62,12.29,2.96,0.53,32.7,56.54,2.15,0.04,0.37,3.97,18.34,26.19,0.08,204.81,90.27,0.47,164.76,0.89,990.43,04-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Oct-2020 - 00:00,17.34,28.4,12.01,11.07,3.26,0.41,30.05,46.27,1.79,0.02,0.35,3.2,18.21,26.27,0.08,221.33,90.0,0.03,194.69,0.98,990.48,05-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Oct-2020 - 00:00,19.17,33.55,11.31,14.38,3.27,0.66,28.07,51.45,2.19,0.05,0.36,4.25,16.59,26.21,0.08,248.05,90.73,0.07,185.4,0.99,990.22,06-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Oct-2020 - 00:00,18.61,27.75,16.26,9.14,3.14,0.62,25.26,55.44,1.67,0.03,0.16,3.09,19.08,26.4,0.08,249.55,87.63,0.0,102.15,1.3,991.35,07-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Oct-2020 - 00:00,19.56,27.89,30.27,8.34,2.94,0.58,24.25,40.68,1.36,0.03,0.14,2.75,21.88,26.38,0.08,265.49,87.29,0.79,139.81,1.16,992.87,08-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Oct-2020 - 00:00,18.6,28.8,15.03,10.21,3.26,0.72,32.15,55.51,2.17,0.03,0.11,3.69,18.93,26.69,0.08,273.17,88.92,0.0,177.88,0.98,993.1,09-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Oct-2020 - 00:00,19.36,34.08,18.4,14.73,3.12,0.72,44.38,78.6,2.33,0.02,0.61,3.4,20.53,27.42,0.08,288.87,84.23,0.0,224.0,0.99,992.73,10-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Oct-2020 - 00:00,23.47,38.11,13.09,14.63,2.98,0.68,49.25,89.46,2.4,0.03,0.83,3.86,20.85,27.62,0.08,315.44,79.65,0.0,251.06,0.97,991.23,11-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Oct-2020 - 00:00,25.43,40.64,11.98,15.21,3.31,0.54,44.59,88.2,2.65,0.04,0.87,3.87,24.96,27.55,0.08,315.89,76.71,0.0,224.28,0.94,989.68,12-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Oct-2020 - 00:00,26.3,39.59,15.59,13.3,3.17,0.6,50.84,98.45,3.15,0.04,0.83,3.79,25.01,27.37,0.08,312.28,78.17,0.0,219.28,1.02,989.39,13-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Oct-2020 - 00:00,25.6,34.75,13.09,9.15,2.78,0.59,49.7,86.76,2.49,0.04,0.9,3.75,27.29,27.63,0.08,302.05,77.25,0.0,194.48,1.07,990.08,14-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Oct-2020 - 00:00,29.48,39.36,14.44,9.89,3.3,0.66,52.71,92.12,2.3,0.06,0.88,3.73,26.33,27.49,0.08,295.9,75.81,0.0,187.49,1.03,991.13,15-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Oct-2020 - 00:00,34.26,49.69,12.43,15.44,3.36,0.87,61.39,101.45,2.94,0.05,1.04,4.02,21.08,26.21,0.08,257.81,80.46,0.0,233.27,1.02,991.58,16-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Oct-2020 - 00:00,26.68,41.78,14.3,15.12,3.03,0.87,66.54,123.89,4.53,0.06,0.98,4.34,26.32,27.33,0.08,295.86,78.69,0.0,228.82,0.99,990.56,17-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Oct-2020 - 00:00,21.04,46.24,14.04,25.21,3.04,0.75,71.13,130.68,4.95,0.08,1.06,5.96,25.69,27.29,0.08,285.34,77.96,0.0,245.17,0.95,990.94,18-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Oct-2020 - 00:00,18.14,35.99,15.78,17.85,3.34,0.67,55.06,101.65,3.27,0.1,1.2,5.23,25.3,27.45,0.08,240.58,74.55,0.0,165.83,1.01,991.39,19-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Oct-2020 - 00:00,20.31,40.02,14.16,19.76,3.19,0.67,52.75,103.61,2.73,0.09,0.85,4.24,22.57,27.33,0.08,276.67,76.78,0.0,215.56,0.96,990.65,20-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Oct-2020 - 00:00,23.33,42.66,12.84,19.33,3.06,0.72,66.07,121.72,3.87,0.1,1.31,8.78,24.55,26.7,0.08,152.89,79.86,0.0,172.72,1.21,991.06,21-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Oct-2020 - 00:00,24.21,40.88,12.67,16.7,3.21,0.6,53.38,101.32,2.58,0.06,0.9,5.31,26.94,26.74,0.08,277.98,74.67,0.0,152.11,1.17,992.32,22-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Oct-2020 - 00:00,27.61,42.23,13.31,14.61,3.4,0.92,46.81,104.37,3.16,0.1,1.46,5.98,32.63,27.28,0.08,271.4,69.36,0.0,77.52,1.29,990.57,23-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Oct-2020 - 00:00,19.62,30.29,15.42,10.68,3.07,0.56,28.45,61.71,1.59,0.03,0.46,2.93,26.91,25.09,0.08,228.5,77.32,0.0,110.59,1.36,989.83,24-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Oct-2020 - 00:00,17.73,27.85,16.1,10.12,2.88,0.57,16.0,37.08,,,,,21.0,23.92,0.08,182.21,87.75,0.0,114.07,1.27,991.07,25-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Oct-2020 - 00:00,17.88,28.48,15.81,10.62,3.13,0.54,11.93,33.99,,,,,17.52,23.92,0.08,156.59,90.97,0.01,135.43,1.1,994.08,26-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Oct-2020 - 00:00,19.4,31.89,14.5,12.49,3.32,0.67,20.58,46.27,,,,,20.99,23.73,0.08,171.04,87.78,0.0,124.59,1.31,994.73,27-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Oct-2020 - 00:00,22.5,38.83,13.4,16.33,3.28,0.55,38.12,74.17,,,,,25.06,24.96,0.08,288.27,75.84,0.0,202.99,0.97,994.06,28-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Oct-2020 - 00:00,23.52,38.76,14.65,15.68,3.08,0.53,41.27,75.79,,,,,26.35,25.25,0.08,285.38,70.91,0.0,154.16,1.22,995.24,29-Oct-2020 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
