from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,RF,SR,to date,station
15-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
16-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
17-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
18-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
19-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
20-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
21-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
22-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
23-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
24-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
25-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
26-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
27-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
28-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
29-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
30-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Jan-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
31-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
01-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
03-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
04-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
05-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
06-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
07-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
08-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
09-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
10-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
11-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
12-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
13-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
14-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
15-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
16-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
17-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
18-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
19-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
20-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
21-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
22-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
23-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
24-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
25-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
26-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
27-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
28-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Feb-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
29-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
01-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
02-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
03-Mar-2020 - 00:00,91.02,379.5,20.54,21.89,13.82,35.39,26.54,1.85,17.0,2.12,1.78,9.18,11.12,8.97,0.33,127.92,21.8,56.14,0.0,24.98,04-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
04-Mar-2020 - 00:00,119.1,214.91,16.61,17.88,11.38,32.35,17.95,1.93,49.07,1.78,1.61,10.44,13.62,12.85,0.78,122.05,20.36,64.99,0.0,288.22,05-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
05-Mar-2020 - 00:00,37.4,75.79,14.16,12.33,6.06,26.93,16.72,1.51,52.04,1.5,1.33,6.75,8.03,6.72,1.3,122.07,18.8,71.08,0.08,199.51,06-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
06-Mar-2020 - 00:00,24.77,34.06,12.98,10.23,4.21,27.56,13.79,1.33,55.22,1.35,1.24,4.58,5.41,4.08,1.46,111.53,16.04,82.31,0.16,166.44,07-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
07-Mar-2020 - 00:00,59.37,84.89,14.39,14.94,9.16,25.12,22.1,1.71,38.06,0.39,0.34,1.32,1.55,1.2,0.64,124.44,16.39,80.76,0.0,164.55,08-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
08-Mar-2020 - 00:00,97.47,171.9,16.18,19.33,13.47,19.74,22.62,1.88,40.06,0.4,0.32,1.25,1.72,1.45,0.58,264.02,18.64,68.61,0.0,407.53,09-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
09-Mar-2020 - 00:00,80.86,174.81,17.08,16.95,9.92,34.95,8.95,1.64,36.95,0.38,0.28,0.91,1.36,1.06,1.01,287.15,18.88,57.91,0.0,440.95,10-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
10-Mar-2020 - 00:00,105.26,188.27,15.2,13.39,6.71,27.22,8.17,1.83,51.35,0.41,0.29,0.92,1.34,1.0,0.59,153.18,19.04,59.04,0.0,380.03,11-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
11-Mar-2020 - 00:00,75.75,127.45,12.72,10.13,4.26,22.03,7.92,1.59,58.46,0.36,0.26,0.77,1.25,0.97,1.47,117.29,20.36,67.58,0.01,352.51,12-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
12-Mar-2020 - 00:00,81.61,193.23,13.98,12.99,7.0,17.64,7.94,1.54,37.42,0.32,0.25,0.75,1.21,0.97,0.78,139.19,21.45,61.41,0.0,371.19,13-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
13-Mar-2020 - 00:00,94.12,208.93,14.39,15.37,9.7,16.65,6.54,1.65,45.91,0.37,0.29,1.02,1.65,1.41,0.6,158.61,21.6,47.93,0.0,456.3,14-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
14-Mar-2020 - 00:00,49.92,96.57,13.48,12.18,6.32,13.69,7.28,1.48,34.9,0.3,0.25,0.86,1.45,1.19,0.96,118.6,19.69,68.96,0.01,295.56,15-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
15-Mar-2020 - 00:00,57.68,123.45,15.42,15.93,9.73,13.33,7.58,1.63,43.62,0.32,0.27,0.96,1.53,1.34,0.71,113.38,18.13,66.7,0.0,402.48,16-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
16-Mar-2020 - 00:00,68.5,177.6,17.77,13.62,6.45,19.02,47.96,1.55,59.23,0.28,0.21,0.79,1.18,0.9,0.8,301.69,23.1,50.65,0.0,330.79,17-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
17-Mar-2020 - 00:00,67.87,171.35,19.08,19.0,11.29,25.49,8.74,1.68,48.57,4.86,3.95,2.35,3.47,5.35,0.85,252.46,21.93,55.51,0.0,449.65,18-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
18-Mar-2020 - 00:00,72.57,210.72,21.37,27.93,20.81,39.07,4.54,1.83,47.85,4.93,6.05,4.24,5.96,10.05,0.69,255.0,22.81,54.95,0.0,402.54,19-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
19-Mar-2020 - 00:00,92.7,224.06,16.77,25.56,20.86,28.83,3.58,1.99,40.67,3.64,1.12,5.69,6.44,15.23,0.46,212.68,23.89,58.68,0.0,377.85,20-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
20-Mar-2020 - 00:00,108.05,225.51,17.0,17.04,10.08,46.02,2.0,1.94,24.06,4.04,1.64,14.74,7.21,16.22,0.62,105.8,24.23,60.63,0.0,322.18,21-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
21-Mar-2020 - 00:00,79.52,199.42,18.22,18.85,11.54,43.66,3.89,1.92,29.42,3.9,1.48,12.46,5.68,14.9,0.55,163.06,24.64,49.97,0.0,356.17,22-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
22-Mar-2020 - 00:00,85.97,148.25,17.46,19.77,13.2,38.55,7.67,1.92,30.7,4.11,1.31,12.2,5.3,14.64,0.7,199.82,25.22,50.43,0.0,394.45,23-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
23-Mar-2020 - 00:00,60.09,170.98,15.61,13.51,6.59,34.81,2.0,1.62,23.93,3.36,1.25,9.31,3.64,15.09,0.42,161.78,25.04,53.27,0.0,391.69,24-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
24-Mar-2020 - 00:00,75.4,239.61,15.06,13.39,6.79,35.19,5.65,1.76,21.63,4.05,1.2,9.14,3.56,15.54,0.56,152.91,24.37,55.11,0.0,263.23,25-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
25-Mar-2020 - 00:00,38.05,144.1,13.32,13.69,8.3,31.94,6.26,1.47,21.38,3.28,1.11,8.7,3.26,14.21,0.73,217.13,25.75,53.0,0.0,438.28,26-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
26-Mar-2020 - 00:00,35.08,138.07,12.9,11.23,5.5,31.15,4.12,1.37,18.79,2.92,0.99,7.09,2.66,13.88,0.94,281.92,24.6,55.35,0.0,241.78,27-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
27-Mar-2020 - 00:00,25.15,106.81,12.26,11.04,5.7,32.7,5.96,1.35,16.76,2.85,0.94,6.9,2.56,14.25,0.99,173.95,21.88,69.21,0.05,145.28,28-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
28-Mar-2020 - 00:00,20.81,95.12,11.55,10.99,6.09,31.76,2.8,1.36,20.08,2.78,0.92,6.95,2.5,13.73,0.93,272.23,22.71,62.69,0.0,392.98,29-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
29-Mar-2020 - 00:00,21.33,117.77,12.0,0.47,6.17,29.92,3.86,0.06,13.09,0.12,0.04,0.29,0.1,0.6,0.92,341.13,21.21,65.3,0.0,,30-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
30-Mar-2020 - 00:00,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,31-Mar-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
31-Mar-2020 - 00:00,27.63,134.5,10.68,8.25,4.43,27.58,6.21,1.21,33.27,2.55,0.8,5.74,1.94,11.87,1.01,247.74,26.25,43.5,0.0,380.49,01-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
01-Apr-2020 - 00:00,31.33,101.24,10.7,9.71,5.05,28.42,0.47,1.34,28.78,2.99,0.95,6.67,2.29,13.8,0.84,247.4,26.43,47.16,0.0,425.84,02-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
02-Apr-2020 - 00:00,28.09,63.82,10.65,9.21,4.45,28.62,3.53,1.32,31.69,2.73,0.84,5.73,1.98,12.99,1.34,319.07,25.66,44.62,0.0,466.16,03-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
03-Apr-2020 - 00:00,30.4,69.25,10.07,8.6,4.08,27.3,5.25,1.32,35.65,2.75,0.81,5.62,1.91,12.44,0.94,300.95,24.8,37.15,0.0,468.51,04-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
04-Apr-2020 - 00:00,38.7,77.54,10.46,9.06,4.39,26.58,3.3,1.4,31.42,2.93,0.83,5.94,1.97,12.93,0.86,273.94,25.74,37.9,0.0,459.74,05-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
05-Apr-2020 - 00:00,53.88,98.16,11.59,10.68,5.68,27.48,6.37,1.57,31.04,3.27,0.9,7.14,2.55,13.85,0.72,144.67,26.46,42.64,0.0,380.72,06-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
06-Apr-2020 - 00:00,59.25,101.75,11.09,9.75,4.96,27.13,10.33,1.55,29.19,3.5,0.91,6.64,2.3,14.18,0.77,244.94,29.13,36.71,0.0,434.38,07-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
07-Apr-2020 - 00:00,34.5,102.83,10.57,8.72,3.89,27.29,3.39,1.4,37.29,2.83,0.79,5.32,1.77,12.17,1.38,266.94,27.59,39.9,0.0,431.36,08-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
08-Apr-2020 - 00:00,30.06,84.26,10.04,8.72,4.25,27.48,3.42,1.33,34.14,2.7,0.76,5.05,1.68,12.08,1.13,317.34,27.22,35.55,0.0,412.13,09-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
09-Apr-2020 - 00:00,35.96,71.8,10.16,8.88,4.36,26.89,3.54,1.36,34.48,2.87,0.8,5.45,1.81,13.11,0.65,268.75,26.57,36.3,0.0,463.23,10-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
10-Apr-2020 - 00:00,51.05,85.81,11.0,9.69,4.97,26.96,5.47,1.45,28.91,3.15,0.84,5.94,1.95,13.49,0.52,212.55,28.36,35.03,0.0,404.48,11-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
11-Apr-2020 - 00:00,101.71,165.85,12.66,17.52,13.51,31.29,4.47,1.87,16.57,4.61,0.97,7.76,2.94,15.08,0.37,148.26,27.68,42.68,0.0,419.76,12-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
12-Apr-2020 - 00:00,27.83,82.0,8.2,3.95,3.81,21.15,2.72,0.75,52.33,1.54,0.41,2.7,0.84,6.18,1.29,314.57,34.34,25.55,0.0,426.39,13-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
13-Apr-2020 - 00:00,49.43,111.96,11.28,9.85,4.84,24.58,4.91,1.58,22.92,3.24,0.82,5.45,1.73,12.76,0.62,177.31,30.49,30.82,0.0,348.2,14-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
14-Apr-2020 - 00:00,73.31,169.0,12.52,10.14,5.24,27.8,4.88,1.6,10.65,3.27,0.8,5.28,1.81,12.08,0.15,133.43,34.46,,0.0,193.26,15-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
15-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
16-Apr-2020 - 00:00,41.08,138.52,12.63,10.36,4.6,27.31,2.9,1.41,24.16,2.94,0.71,4.62,1.5,11.01,0.6,275.92,,,0.0,,17-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
17-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
18-Apr-2020 - 00:00,54.34,224.71,9.92,8.49,4.03,25.93,1.12,1.36,38.67,2.77,0.75,4.83,1.54,12.92,1.19,105.48,28.02,40.91,0.0,,19-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
19-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
20-Apr-2020 - 00:00,,,12.95,12.79,7.14,31.37,1.76,1.73,5.34,4.2,0.83,6.81,2.64,14.92,0.12,218.91,24.66,49.1,0.0,57.84,21-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
21-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
22-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
23-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
24-Apr-2020 - 00:00,69.47,97.43,10.64,8.49,3.81,36.64,4.2,1.34,43.91,3.05,0.66,3.51,1.05,8.25,0.67,92.51,32.29,30.89,0.0,337.15,25-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
25-Apr-2020 - 00:00,49.3,74.49,12.32,10.31,5.0,40.57,9.38,1.43,27.07,3.06,0.79,4.65,1.58,13.93,0.53,220.38,26.08,47.14,0.0,1.34,26-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
26-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
27-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
28-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
29-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Apr-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
30-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
01-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
02-May-2020 - 00:00,57.54,113.37,7.93,5.94,3.29,14.71,6.42,1.2,53.27,2.33,0.56,2.67,0.79,6.64,1.38,94.15,32.68,43.22,0.0,67.55,03-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
03-May-2020 - 00:00,59.76,90.6,7.93,6.85,3.29,14.71,6.92,1.52,49.44,3.27,0.7,3.96,1.24,11.02,1.65,50.07,31.23,55.55,0.0,643.1,04-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
04-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
05-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
06-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
07-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
08-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
09-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
10-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
11-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
12-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
13-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
14-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
15-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
16-May-2020 - 00:00,63.6,115.79,6.43,3.52,0.27,11.78,5.74,1.38,48.86,2.57,0.55,3.23,0.99,8.6,0.9,296.52,38.28,15.79,0.0,131.99,17-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
18-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
19-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
20-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
21-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
22-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
23-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
24-May-2020 - 00:00,101.92,137.35,6.43,3.52,0.27,11.78,5.5,1.37,47.59,2.64,0.47,1.64,0.98,8.15,1.26,338.15,41.41,15.18,0.0,31.64,25-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
25-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
26-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
27-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
28-May-2020 - 00:00,99.04,214.86,5.63,35.99,55.2,26.47,4.48,1.29,45.07,7.27,0.17,4.69,7.68,3.61,2.08,96.57,34.88,40.93,0.01,224.35,29-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
29-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
30-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-May-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
31-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Jun-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
01-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Jun-2020 - 00:00,"Sector 11, Faridabad - HSPCB"
