from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
20-Jun-2020 - 00:00,23.99,116.99,22.73,4.98,16.14,28.47,11.59,0.72,44.67,,,0.6,179.54,31.91,60.52,741.4,63.35,29.0,21-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Jun-2020 - 00:00,34.28,102.8,20.97,5.46,15.69,32.32,13.9,0.78,46.85,,,0.64,148.32,31.77,63.76,741.38,57.33,,22-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Jun-2020 - 00:00,33.43,82.07,20.14,4.66,14.6,40.21,12.66,0.84,74.11,,,0.53,155.89,31.87,63.98,741.41,96.89,6.75,23-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Jun-2020 - 00:00,21.62,60.27,11.19,4.73,9.9,41.59,10.78,0.66,20.22,,,1.12,127.59,32.25,66.52,741.76,93.72,,24-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Jun-2020 - 00:00,27.34,65.53,15.05,6.03,13.0,36.17,14.99,0.71,7.55,,,0.87,125.36,30.72,74.83,741.66,69.07,,25-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Jun-2020 - 00:00,38.28,89.86,23.45,7.61,18.76,51.59,24.12,0.85,16.95,,,0.43,180.96,31.7,73.08,741.45,94.85,5.5,26-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Jun-2020 - 00:00,37.89,120.55,21.38,7.03,17.18,49.72,16.35,0.86,18.08,,,0.44,199.96,32.73,67.48,741.49,77.74,,27-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Jun-2020 - 00:00,26.21,186.78,25.55,8.45,20.56,48.44,8.89,0.7,4.88,,,0.56,216.02,34.53,55.42,741.46,86.22,,28-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Jun-2020 - 00:00,40.23,353.52,21.75,10.63,20.31,45.22,22.67,0.68,6.05,,,0.58,211.24,36.26,51.33,741.64,98.23,,29-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Jun-2020 - 00:00,36.97,202.78,19.74,7.65,16.82,43.29,18.18,0.66,15.45,,,0.96,153.03,34.3,61.26,741.61,92.91,,30-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Jun-2020 - 00:00,32.91,101.11,11.62,5.45,10.7,38.84,11.27,0.61,20.93,,,1.01,126.15,32.38,69.8,741.59,78.95,,01-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Jul-2020 - 00:00,40.89,119.88,14.48,5.23,12.06,44.25,11.13,0.66,27.53,,,0.67,143.01,33.84,63.31,741.56,80.39,,02-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Jul-2020 - 00:00,53.38,154.64,17.55,5.49,13.79,46.21,14.06,0.78,41.71,,,0.59,153.27,35.32,58.31,741.47,85.27,,03-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Jul-2020 - 00:00,53.03,146.6,18.01,4.91,13.74,45.56,19.53,0.71,77.26,,,0.97,146.21,35.46,59.69,741.48,95.26,,04-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Jul-2020 - 00:00,35.7,88.55,9.96,3.77,8.45,35.88,9.77,0.75,89.04,,,1.26,129.91,32.9,67.88,741.31,84.45,,05-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Jul-2020 - 00:00,19.78,47.4,14.47,3.81,10.86,31.36,8.5,0.75,109.67,,,0.83,137.82,29.65,74.66,741.08,76.08,13.25,06-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Jul-2020 - 00:00,35.59,85.17,15.15,4.3,11.65,31.78,10.26,0.77,65.83,,,0.75,133.94,30.95,76.33,741.15,67.58,5.75,07-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Jul-2020 - 00:00,12.72,41.6,9.74,4.77,9.16,32.06,9.43,0.63,26.66,,,1.39,120.76,29.44,79.85,741.33,86.02,1.33,08-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Jul-2020 - 00:00,18.52,46.03,14.62,4.31,11.37,30.25,7.51,0.7,33.32,,,0.9,141.56,30.33,79.44,741.38,57.46,,09-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Jul-2020 - 00:00,34.78,80.47,24.81,4.85,17.23,38.94,11.76,0.86,80.54,,,0.38,178.14,32.8,69.6,741.52,75.18,,10-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Jul-2020 - 00:00,19.61,75.32,20.1,4.46,14.42,37.4,12.66,0.7,76.18,,,0.46,216.78,34.37,61.55,741.44,88.59,1.0,11-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Jul-2020 - 00:00,6.0,46.25,28.23,4.49,18.65,32.29,10.52,0.57,35.4,,,1.75,207.25,29.65,72.62,740.75,12.12,20.5,12-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,13-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Jul-2020 - 00:00,36.63,212.65,23.03,3.7,15.26,41.72,12.64,0.59,114.23,,,0.57,156.05,36.11,55.3,742.05,84.41,,15-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,16-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,17-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Jul-2020 - 00:00,45.26,109.14,24.76,4.12,16.52,40.04,19.32,0.71,48.28,,,0.89,109.59,33.81,67.64,741.45,67.86,,18-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Jul-2020 - 00:00,24.61,68.3,13.67,4.45,11.13,39.48,15.89,0.59,28.25,,,0.88,117.26,31.5,76.09,741.33,64.95,,19-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Jul-2020 - 00:00,24.63,56.6,26.07,5.14,18.16,40.47,14.62,0.84,56.94,,,0.43,185.49,30.4,79.69,741.2,59.04,5.29,20-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-Jul-2020 - 00:00,14.56,46.06,27.92,4.32,18.47,43.94,13.36,0.64,84.15,,,0.48,228.73,29.54,72.33,740.99,54.5,1.0,21-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Jul-2020 - 00:00,13.71,33.57,21.79,4.81,15.3,28.64,14.25,0.58,50.79,,,0.68,171.05,27.21,84.32,741.11,69.36,6.79,22-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Jul-2020 - 00:00,22.27,53.83,30.46,6.13,21.05,20.54,23.85,0.95,29.01,,,0.41,179.95,27.11,88.64,741.08,51.19,8.29,23-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Jul-2020 - 00:00,38.14,86.78,39.95,8.49,28.24,38.54,21.93,0.91,77.78,,,0.36,194.23,29.95,74.18,741.44,93.56,,24-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Jul-2020 - 00:00,36.97,87.38,19.83,4.44,14.23,37.6,18.91,0.64,58.27,,,0.93,117.16,30.84,72.76,741.67,94.69,,25-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Jul-2020 - 00:00,20.89,52.9,12.81,4.16,10.29,24.6,15.61,0.45,22.07,,,0.94,110.69,30.21,79.35,741.76,71.35,,26-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Jul-2020 - 00:00,38.79,87.58,21.41,7.2,17.05,63.52,21.74,1.07,46.65,,,0.46,163.03,31.12,78.15,741.97,76.15,4.75,27-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Jul-2020 - 00:00,33.4,99.05,24.43,6.72,18.42,52.49,18.39,0.62,47.4,,,0.53,239.44,33.25,67.53,741.85,94.68,,28-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Jul-2020 - 00:00,17.86,83.34,27.67,5.45,19.24,47.88,14.61,0.81,57.02,,,0.53,227.53,33.92,62.98,741.55,95.51,,29-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Jul-2020 - 00:00,19.97,68.16,30.49,5.57,20.84,43.75,13.12,0.84,30.73,,,0.85,168.64,29.8,78.15,741.33,59.65,3.19,30-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Jul-2020 - 00:00,15.96,53.54,23.49,4.52,16.26,30.45,16.03,0.8,42.92,,,0.63,168.11,29.3,80.85,741.32,68.77,,31-Jul-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
31-Jul-2020 - 00:00,37.33,86.45,20.41,5.27,15.03,27.21,16.55,0.58,34.76,,,0.53,152.86,30.36,82.36,741.36,63.92,1.0,01-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Aug-2020 - 00:00,24.29,58.31,17.73,4.54,13.22,39.4,13.58,0.77,46.32,,,0.53,171.59,29.72,81.7,741.31,80.28,5.67,02-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Aug-2020 - 00:00,18.18,64.68,22.78,6.75,17.7,39.78,13.78,0.8,46.51,,,0.44,222.66,32.17,71.99,741.39,93.26,,03-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Aug-2020 - 00:00,17.76,70.69,27.82,6.32,20.03,35.15,18.8,0.75,37.43,,,0.46,218.03,33.09,67.73,741.25,80.8,,04-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Aug-2020 - 00:00,20.46,62.25,23.87,5.95,17.64,26.67,14.64,0.74,46.54,,,0.52,176.39,32.22,71.39,741.05,87.85,32.0,05-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,06-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Aug-2020 - 00:00,7.04,63.0,16.54,3.96,12.02,52.01,18.86,0.3,30.32,,,2.12,104.36,33.18,62.39,741.25,31.72,,07-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Aug-2020 - 00:00,16.44,52.16,17.39,4.18,12.76,37.54,17.63,0.65,39.2,,,1.41,116.48,31.64,71.73,741.42,82.38,,08-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Aug-2020 - 00:00,43.94,98.27,24.98,4.43,16.97,23.84,20.35,0.86,71.46,,,0.36,157.46,33.31,67.34,741.42,70.15,,09-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Aug-2020 - 00:00,27.16,58.59,15.7,4.43,12.05,24.31,17.69,0.71,34.62,,,0.48,164.62,30.99,79.91,741.19,55.73,,10-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Aug-2020 - 00:00,25.92,58.59,11.37,3.99,9.37,29.71,13.36,0.65,23.73,,,0.84,143.82,31.06,80.08,741.28,59.2,,11-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Aug-2020 - 00:00,38.33,77.44,15.77,4.65,12.26,56.02,14.24,0.87,39.91,,,0.47,164.29,31.47,78.55,741.31,62.43,,12-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Aug-2020 - 00:00,17.92,65.62,14.37,5.53,12.22,42.07,13.86,0.63,35.63,,,0.59,201.88,31.51,78.58,741.33,73.84,6.31,13-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Aug-2020 - 00:00,10.67,26.72,18.05,6.63,15.07,31.99,20.44,0.71,12.07,,,0.53,163.03,27.69,92.84,740.99,27.45,7.61,14-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Aug-2020 - 00:00,13.81,41.36,17.99,7.51,15.76,48.8,21.94,0.72,20.58,,,0.86,97.75,29.08,86.41,740.88,54.3,3.0,15-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Aug-2020 - 00:00,25.17,51.9,4.66,4.94,5.83,55.89,12.76,0.83,36.07,,,0.81,141.49,30.56,81.76,741.19,71.69,,16-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Aug-2020 - 00:00,14.91,39.46,5.1,4.33,6.05,29.63,11.79,0.85,39.35,,,0.84,141.89,30.79,80.55,741.25,86.49,8.5,17-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Aug-2020 - 00:00,22.3,53.8,13.68,6.35,12.52,28.53,11.9,1.02,27.27,,,0.74,159.33,30.62,85.72,741.3,64.12,4.0,18-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Aug-2020 - 00:00,18.56,55.97,22.7,6.94,17.78,31.47,11.86,0.87,28.37,,,0.44,191.59,30.9,82.57,741.31,60.69,,19-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Aug-2020 - 00:00,14.67,36.8,24.8,10.86,22.1,33.99,11.54,0.85,17.41,,,0.57,159.88,27.65,92.46,741.0,22.02,9.12,20-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-Aug-2020 - 00:00,14.44,32.21,17.73,6.37,14.6,25.73,13.77,0.87,30.41,,,0.56,136.08,26.84,92.58,741.04,44.63,2.78,21-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Aug-2020 - 00:00,9.66,40.9,9.63,7.83,11.41,18.27,18.47,0.95,25.57,,,0.82,115.51,29.2,80.43,741.42,88.15,3.5,22-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Aug-2020 - 00:00,9.11,42.12,3.8,4.46,5.06,17.95,16.71,0.76,32.18,,,1.53,95.62,30.19,74.16,741.4,93.95,,23-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Aug-2020 - 00:00,9.52,37.67,2.57,3.63,3.89,18.42,14.69,0.82,38.93,,,1.54,104.35,29.55,79.48,741.24,65.75,,24-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Aug-2020 - 00:00,6.3,34.63,7.75,4.23,7.65,19.75,11.92,0.81,33.55,,,1.32,135.7,29.22,81.66,741.19,56.12,,25-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Aug-2020 - 00:00,9.28,38.25,8.09,4.36,7.91,20.35,11.25,0.82,34.19,,,0.86,171.48,29.79,80.01,741.43,63.82,,26-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Aug-2020 - 00:00,10.72,49.94,17.85,6.94,15.2,21.14,12.32,0.93,46.27,,,0.41,223.03,30.51,74.86,741.71,65.44,,27-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Aug-2020 - 00:00,19.25,68.05,24.43,14.37,24.75,18.85,13.86,1.43,30.68,,,0.4,191.86,30.23,78.2,741.47,65.39,13.88,28-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Aug-2020 - 00:00,34.27,80.04,27.13,18.28,29.35,16.21,14.15,1.18,14.78,,,0.4,174.1,27.79,92.55,741.14,31.0,4.39,29-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Aug-2020 - 00:00,34.35,94.21,41.19,12.27,31.89,27.31,23.5,0.73,25.37,,,0.58,112.77,29.9,79.12,741.41,80.1,,30-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Aug-2020 - 00:00,11.68,44.6,11.43,4.62,9.91,32.26,13.11,0.67,25.82,,,1.76,107.62,28.84,79.72,741.18,63.82,1.0,31-Aug-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
31-Aug-2020 - 00:00,4.72,28.11,8.8,4.3,8.03,26.4,10.5,0.64,29.96,,,1.3,172.7,29.31,76.27,741.43,80.79,,01-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Sep-2020 - 00:00,10.85,47.01,12.58,4.25,10.21,22.94,12.33,0.73,37.72,,,0.64,203.83,30.06,72.3,741.81,84.22,,02-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Sep-2020 - 00:00,23.25,76.94,19.86,5.06,14.73,21.51,13.67,0.86,64.23,,,0.42,176.08,30.72,72.72,741.88,69.65,,03-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Sep-2020 - 00:00,29.67,82.11,10.02,3.44,8.22,9.55,11.8,0.82,37.86,,,1.19,125.88,31.22,72.83,742.21,85.94,,04-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Sep-2020 - 00:00,36.05,79.83,10.79,3.55,8.71,11.64,12.57,0.87,35.79,,,0.81,153.91,31.19,73.73,742.17,72.77,1.0,05-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Sep-2020 - 00:00,40.79,95.71,25.9,7.04,19.59,18.36,16.2,1.05,42.63,,,0.44,183.36,30.35,77.53,741.67,68.49,4.5,06-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Sep-2020 - 00:00,43.21,84.5,20.15,4.66,14.6,28.69,16.16,0.9,76.72,,,0.37,198.08,29.76,79.16,741.51,75.11,5.0,07-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Sep-2020 - 00:00,48.22,104.61,31.38,6.91,22.4,16.93,19.59,0.96,26.85,,,0.37,183.05,30.17,78.22,741.5,61.77,,08-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Sep-2020 - 00:00,35.01,98.52,19.34,5.04,14.46,12.71,18.63,0.98,73.15,,,0.43,220.68,31.2,69.77,741.91,89.1,,09-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Sep-2020 - 00:00,49.23,128.15,27.89,5.0,18.99,12.78,20.74,0.72,66.05,,,0.41,209.28,31.65,70.17,741.82,79.28,,10-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Sep-2020 - 00:00,45.38,124.09,17.65,4.6,13.18,31.83,14.46,0.89,55.19,,,0.49,214.75,32.01,66.42,741.49,82.68,,11-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Sep-2020 - 00:00,53.45,157.35,22.2,6.32,16.99,30.56,23.65,0.9,70.55,,,0.37,161.06,32.52,61.2,741.9,88.92,,12-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Sep-2020 - 00:00,58.68,168.41,26.35,5.77,19.07,25.5,32.77,1.05,47.07,,,0.42,190.64,32.17,64.17,741.91,83.06,1.0,13-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Sep-2020 - 00:00,57.8,153.1,18.21,3.62,12.68,19.02,37.87,1.01,59.76,,,0.39,144.34,32.19,65.69,742.08,72.04,,14-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Sep-2020 - 00:00,73.33,183.49,27.08,4.82,18.4,17.91,29.71,0.98,58.46,,,0.37,168.34,31.97,67.45,741.72,54.64,,15-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Sep-2020 - 00:00,70.06,184.29,31.82,4.18,20.41,17.65,34.21,0.91,88.7,,,0.38,162.97,32.12,66.27,741.81,60.89,,16-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Sep-2020 - 00:00,66.84,189.77,30.17,6.57,21.24,13.84,24.55,0.87,70.52,,,0.43,209.57,33.01,64.06,741.92,77.85,,17-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Sep-2020 - 00:00,40.9,134.31,18.31,4.05,13.11,20.84,18.18,0.72,60.51,,,0.62,227.51,33.48,59.45,741.98,87.22,,18-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Sep-2020 - 00:00,36.83,129.42,22.38,4.94,15.89,21.24,17.14,0.97,50.69,,,0.59,213.43,33.61,60.5,741.88,80.72,,19-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Sep-2020 - 00:00,53.1,151.26,20.74,3.66,14.06,16.63,23.05,0.74,81.6,,,0.44,173.48,32.95,61.73,741.65,78.09,,20-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-Sep-2020 - 00:00,71.02,180.48,18.63,3.89,13.15,24.1,23.83,0.82,92.51,,,0.49,189.64,32.33,64.64,741.45,75.99,,21-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Sep-2020 - 00:00,64.11,175.95,18.04,3.47,12.48,20.43,26.08,1.03,95.65,,,0.43,179.68,32.68,62.73,741.43,76.62,,22-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Sep-2020 - 00:00,27.41,91.65,15.98,4.2,11.99,19.73,25.95,0.96,40.8,,,0.8,133.53,32.41,63.75,741.39,75.6,,23-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Sep-2020 - 00:00,14.8,67.6,11.25,4.39,9.49,24.74,19.17,0.74,38.73,,,0.86,132.57,31.62,65.67,741.41,72.02,,24-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Sep-2020 - 00:00,34.04,98.42,17.63,5.46,13.66,27.16,35.04,0.85,57.77,4.36,22.99,0.64,148.92,30.57,68.63,741.57,75.49,,25-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Sep-2020 - 00:00,47.94,170.45,34.28,11.14,27.39,24.37,19.94,1.17,64.95,4.84,27.49,0.57,211.78,31.39,62.41,741.53,76.64,,26-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Sep-2020 - 00:00,68.26,208.77,48.9,21.5,43.55,25.69,29.51,1.0,28.16,7.44,46.51,0.41,212.16,30.23,60.98,741.42,64.24,,27-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Sep-2020 - 00:00,30.69,124.93,32.43,9.51,25.06,26.57,15.68,0.96,51.2,4.42,29.93,0.42,224.03,30.14,53.99,741.57,78.32,,28-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Sep-2020 - 00:00,57.53,205.77,38.89,16.51,34.17,28.26,22.29,0.9,68.62,5.87,38.46,0.51,217.97,30.67,54.56,741.94,79.29,,29-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Sep-2020 - 00:00,61.6,215.17,27.24,5.91,19.41,29.84,21.89,0.7,79.57,5.28,37.88,0.61,214.56,30.55,57.15,741.83,77.02,,30-Sep-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Sep-2020 - 00:00,48.91,179.54,28.77,5.09,19.5,27.22,16.45,0.89,68.07,4.72,37.56,0.59,226.2,30.22,51.25,741.58,79.54,,01-Oct-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Oct-2020 - 00:00,60.56,213.48,42.12,13.17,33.19,28.33,23.55,1.01,73.6,5.76,36.95,0.55,205.55,30.12,52.65,741.49,79.22,,02-Oct-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Oct-2020 - 00:00,74.18,214.27,37.14,10.43,28.3,30.87,21.47,0.91,73.39,6.25,36.29,0.39,193.2,30.0,54.31,741.77,78.93,,03-Oct-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
