from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
21-Feb-2020 - 00:00,49.68,76.03,24.4,6.23,18.12,50.08,8.71,0.74,25.32,,,3.37,123.39,17.21,76.06,741.31,35.98,2.0,22-Feb-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Feb-2020 - 00:00,72.04,138.53,42.15,62.53,73.34,61.91,16.4,1.56,27.2,,,1.51,161.89,18.72,71.75,741.9,65.54,,23-Feb-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Feb-2020 - 00:00,95.56,,34.94,11.01,27.62,51.24,25.57,0.91,50.26,,,1.51,208.38,20.5,66.71,741.89,65.9,,24-Feb-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Feb-2020 - 00:00,74.64,164.16,46.68,14.26,36.42,49.48,43.31,0.97,53.33,,,1.6,239.15,20.33,62.32,741.47,77.29,,25-Feb-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Feb-2020 - 00:00,128.6,217.86,50.13,11.94,36.43,55.95,25.79,1.21,56.74,,,1.27,241.8,21.02,65.12,741.44,66.31,,26-Feb-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Feb-2020 - 00:00,152.59,268.86,55.31,29.93,53.8,67.2,19.6,1.59,61.43,,,1.32,170.12,21.35,66.34,741.65,67.38,,27-Feb-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Feb-2020 - 00:00,104.73,193.49,36.23,5.43,23.71,54.02,12.18,0.92,49.82,,,1.48,125.91,21.21,69.79,741.6,64.41,,28-Feb-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Feb-2020 - 00:00,86.02,155.48,29.5,3.02,18.12,40.16,9.13,0.77,54.34,,,2.4,113.83,21.25,69.84,741.43,65.1,,29-Feb-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Feb-2020 - 00:00,59.37,110.39,35.06,3.21,21.2,34.76,10.05,0.71,45.3,,,2.76,117.29,20.31,72.32,741.34,61.28,9.31,01-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Mar-2020 - 00:00,53.42,126.89,54.98,60.17,78.23,33.34,11.52,1.83,52.7,,,1.32,141.01,20.61,70.17,741.48,84.64,,02-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Mar-2020 - 00:00,128.34,259.52,78.53,72.12,100.46,45.93,27.17,1.93,71.35,,,0.84,179.93,21.88,69.61,741.54,73.24,,03-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Mar-2020 - 00:00,93.51,191.96,64.5,20.47,51.04,41.65,35.87,1.04,44.96,,,1.37,212.22,22.46,59.04,741.45,84.28,,04-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Mar-2020 - 00:00,80.72,183.82,52.07,12.06,37.59,38.49,19.86,0.89,51.7,,,1.82,150.69,21.87,59.69,741.33,78.23,,05-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Mar-2020 - 00:00,31.64,73.19,27.92,3.65,17.48,30.74,10.98,0.6,47.98,,,2.71,135.76,21.06,64.34,738.43,82.22,12.29,06-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Mar-2020 - 00:00,16.66,36.1,37.26,3.96,23.07,28.7,11.73,0.42,43.72,,,2.96,111.68,17.23,79.18,734.46,64.89,11.21,07-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Mar-2020 - 00:00,39.73,88.61,41.39,9.57,29.85,28.58,11.01,0.72,43.12,,,1.84,136.69,17.74,76.71,740.1,62.72,,08-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Mar-2020 - 00:00,106.2,200.12,68.11,43.42,71.57,35.51,16.39,1.09,37.06,,,1.51,240.78,18.8,73.7,741.46,87.43,1.0,09-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Mar-2020 - 00:00,51.92,127.83,48.45,8.25,32.58,30.79,13.73,0.74,39.77,,,2.57,260.85,19.87,55.64,741.35,99.62,,10-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Mar-2020 - 00:00,85.48,154.46,41.21,5.61,26.4,35.24,17.47,0.81,50.91,,,1.43,189.8,20.23,55.73,741.28,96.92,1.0,11-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Mar-2020 - 00:00,55.56,110.27,31.16,3.13,19.12,37.96,13.17,0.62,53.3,,,2.44,124.65,21.7,62.82,741.23,82.79,1.0,12-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Mar-2020 - 00:00,66.56,166.52,44.4,19.65,39.59,35.95,17.01,0.93,34.51,,,1.82,154.66,22.48,62.46,741.41,79.94,,13-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Mar-2020 - 00:00,50.43,155.48,48.93,11.23,35.21,31.24,12.72,0.63,46.4,,,1.57,161.49,22.32,50.24,741.8,94.97,,14-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Mar-2020 - 00:00,37.5,74.99,45.09,9.66,31.73,31.79,14.87,0.69,30.16,,,1.93,145.11,18.51,77.17,740.86,64.09,7.0,15-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Mar-2020 - 00:00,56.0,116.92,49.65,10.5,35.01,31.05,20.38,0.72,36.68,,,1.39,198.43,18.88,68.52,741.71,91.78,,16-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Mar-2020 - 00:00,60.39,148.94,63.76,11.65,43.49,32.96,15.19,0.98,43.94,,,1.66,260.86,20.87,63.58,741.67,80.65,,17-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Mar-2020 - 00:00,59.19,163.19,66.21,14.36,46.93,36.01,15.71,1.06,43.59,,,1.89,254.26,22.26,58.39,741.9,97.26,,18-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Mar-2020 - 00:00,88.17,197.74,67.95,10.57,44.82,37.62,40.03,1.09,53.79,,,1.82,253.84,23.58,56.27,741.88,95.3,,19-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Mar-2020 - 00:00,104.61,214.27,71.9,19.33,54.05,45.16,34.47,1.2,41.64,,,1.37,215.22,24.03,62.52,741.68,86.14,,20-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-Mar-2020 - 00:00,100.02,228.31,79.23,39.72,74.53,43.52,28.93,1.75,56.7,,,1.35,153.3,25.17,56.72,741.56,84.38,,21-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Mar-2020 - 00:00,79.19,186.99,63.07,14.54,45.44,42.98,22.14,1.17,41.07,,,1.42,225.25,25.29,53.06,741.73,81.3,,22-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Mar-2020 - 00:00,75.58,130.77,30.59,3.17,18.73,40.11,25.94,0.81,45.25,,,1.6,218.26,24.91,53.42,741.92,89.26,,23-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Mar-2020 - 00:00,58.83,113.19,31.98,3.62,19.9,36.75,45.14,0.79,41.75,,,1.26,202.47,25.67,49.11,742.0,96.08,,24-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Mar-2020 - 00:00,60.4,114.2,28.73,3.09,17.71,37.73,21.05,0.79,31.05,,,1.46,164.22,25.26,54.52,741.58,77.91,2.0,25-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Mar-2020 - 00:00,35.17,68.64,19.7,2.96,12.91,41.53,12.19,0.67,20.95,,,1.52,234.7,25.8,58.3,741.99,99.78,,26-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Mar-2020 - 00:00,36.0,74.88,18.08,3.01,11.98,42.1,11.37,0.62,17.88,,,1.89,250.02,25.41,58.99,742.01,78.23,,27-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Mar-2020 - 00:00,17.26,41.15,14.27,3.01,9.88,37.46,7.78,0.52,20.51,,,2.04,180.7,22.54,69.23,741.8,44.48,1.92,28-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Mar-2020 - 00:00,15.76,34.17,15.46,2.37,10.1,35.75,8.63,0.53,24.95,,,2.2,252.02,22.84,67.77,741.81,103.3,,29-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Mar-2020 - 00:00,15.2,49.76,13.33,2.16,8.68,33.85,8.38,0.45,33.64,,,2.77,265.98,24.54,53.45,741.73,104.47,,30-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Mar-2020 - 00:00,21.94,53.79,16.04,2.47,10.32,32.0,9.83,0.48,38.18,,,2.12,260.71,24.58,49.36,741.78,106.26,,31-Mar-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
31-Mar-2020 - 00:00,25.7,65.26,14.93,1.72,9.14,32.76,11.08,0.49,38.02,,,2.22,254.48,25.45,48.67,741.82,100.4,1.5,01-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Apr-2020 - 00:00,27.7,65.97,15.78,2.39,10.09,33.91,14.71,0.56,33.91,,,1.95,235.08,26.32,49.03,741.95,100.05,,02-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Apr-2020 - 00:00,20.3,58.32,12.03,2.13,8.02,32.15,12.58,0.5,43.18,,,2.64,263.62,25.61,47.07,741.72,106.31,,03-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Apr-2020 - 00:00,18.22,51.33,16.21,2.14,10.07,28.45,28.73,0.45,64.03,,,2.1,258.24,25.01,36.42,741.73,106.79,,04-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Apr-2020 - 00:00,28.34,70.01,21.27,2.72,13.31,30.41,29.4,0.58,66.73,,,1.66,223.8,25.84,39.52,741.88,107.45,,05-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Apr-2020 - 00:00,57.86,105.72,19.81,2.35,12.36,35.18,32.72,0.75,51.04,,,1.66,205.0,26.92,42.72,742.08,96.94,,06-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Apr-2020 - 00:00,71.11,128.59,18.15,2.63,11.6,37.38,37.56,0.78,61.26,,,1.64,235.31,29.2,37.98,742.28,102.8,,07-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Apr-2020 - 00:00,21.4,96.25,14.3,2.06,8.99,34.45,21.93,0.46,49.59,,,2.7,254.57,27.48,41.7,741.82,102.12,,08-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Apr-2020 - 00:00,22.14,82.05,15.41,2.08,9.64,32.98,25.07,0.47,63.14,,,2.38,250.51,27.19,35.86,741.86,101.82,,09-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Apr-2020 - 00:00,24.2,65.46,16.1,2.23,10.11,32.9,16.41,0.53,48.94,,,1.5,243.83,27.14,37.7,741.99,110.2,,10-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Apr-2020 - 00:00,46.25,99.53,28.49,2.72,17.06,36.56,24.87,0.76,72.8,,,0.99,200.66,28.95,35.43,742.16,103.07,,11-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Apr-2020 - 00:00,80.37,154.65,21.25,2.56,13.06,40.15,43.62,0.91,58.79,,,1.42,228.17,30.79,34.34,742.58,100.04,,12-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Apr-2020 - 00:00,23.44,77.98,14.82,2.13,9.26,35.18,26.54,0.55,70.22,,,1.8,253.7,30.27,34.9,742.27,105.02,,13-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Apr-2020 - 00:00,47.17,119.49,23.51,2.59,14.52,38.66,26.26,0.75,53.56,,,1.17,199.96,31.61,34.57,742.1,105.74,,14-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Apr-2020 - 00:00,53.03,143.82,29.88,4.23,19.2,41.47,34.35,0.88,75.11,,,0.87,168.54,32.97,33.49,742.28,83.4,,15-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Apr-2020 - 00:00,59.27,207.1,30.79,5.75,20.41,45.41,12.95,0.88,63.11,,,1.22,159.12,32.96,29.33,742.36,89.85,,16-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Apr-2020 - 00:00,96.91,242.19,31.39,2.69,18.6,49.74,24.02,0.92,74.71,,,1.49,230.38,32.54,29.93,742.02,88.99,,17-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Apr-2020 - 00:00,23.33,98.74,13.11,2.01,8.2,41.91,14.74,0.52,79.5,,,2.52,196.98,31.45,30.47,742.09,85.28,,18-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Apr-2020 - 00:00,22.0,98.28,13.15,1.96,8.14,40.25,9.18,0.55,65.24,,,2.45,126.92,29.04,42.75,741.91,97.17,12.0,19-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Apr-2020 - 00:00,32.65,73.1,26.13,3.15,16.28,43.09,15.81,0.74,53.91,,,1.48,211.96,28.65,43.12,741.82,104.91,1.0,20-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-Apr-2020 - 00:00,46.98,113.08,27.24,2.71,16.61,46.94,15.36,0.81,45.88,,,1.46,178.61,27.37,44.17,741.72,67.24,,21-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Apr-2020 - 00:00,35.01,88.94,20.14,2.44,12.41,42.65,17.47,0.63,68.39,,,1.38,227.07,28.06,42.82,742.01,106.24,,22-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Apr-2020 - 00:00,79.57,159.8,32.41,2.24,18.75,40.14,26.72,0.97,66.36,,,1.03,183.44,29.57,34.83,741.98,103.86,,23-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Apr-2020 - 00:00,48.98,119.52,30.1,3.59,18.75,40.54,12.86,0.86,67.48,,,1.31,174.4,29.7,35.04,741.76,73.94,,24-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Apr-2020 - 00:00,57.79,124.87,23.16,2.52,14.24,47.43,12.91,0.88,69.23,,,1.11,149.52,30.29,39.88,741.84,94.35,,25-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Apr-2020 - 00:00,23.76,78.74,19.07,1.94,11.43,42.37,11.97,0.71,72.66,,,1.19,161.88,31.19,34.78,741.9,89.77,,26-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Apr-2020 - 00:00,44.39,125.05,13.76,2.01,8.91,47.12,10.52,0.66,60.66,,,2.53,112.71,26.2,56.52,741.48,50.34,13.0,27-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Apr-2020 - 00:00,23.19,65.9,10.7,2.03,7.18,44.35,7.13,0.6,56.47,,,2.9,96.33,25.94,63.31,741.95,103.93,,28-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Apr-2020 - 00:00,39.91,87.29,17.18,2.41,10.77,45.87,10.06,0.72,64.57,,,1.64,125.4,28.23,54.38,742.3,99.65,,29-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Apr-2020 - 00:00,46.75,92.5,15.35,2.11,9.68,47.1,11.39,0.75,74.07,,,1.36,157.62,30.56,50.53,742.11,103.81,,30-Apr-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Apr-2020 - 00:00,44.82,96.0,16.29,2.12,10.14,53.89,11.4,0.75,77.77,,,1.57,157.15,31.33,48.48,742.3,100.91,,01-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-May-2020 - 00:00,53.85,133.44,16.23,2.26,10.24,70.77,12.48,0.72,71.06,,,2.21,103.72,30.9,55.58,741.98,100.89,,02-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-May-2020 - 00:00,28.99,88.71,11.31,2.13,7.66,54.83,9.45,0.63,73.11,,,3.11,101.62,30.2,54.24,741.71,98.61,,03-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-May-2020 - 00:00,31.87,75.41,13.32,2.5,8.92,49.82,11.06,0.7,56.26,,,2.39,134.65,28.41,61.2,741.63,70.03,4.5,04-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-May-2020 - 00:00,22.72,55.09,14.17,2.34,9.17,43.09,17.21,0.71,69.57,,,1.84,189.64,28.01,57.08,741.89,102.58,,05-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-May-2020 - 00:00,60.39,129.39,23.79,2.53,14.53,41.72,30.16,0.9,78.6,,,1.55,209.38,31.18,44.85,742.03,105.05,,06-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-May-2020 - 00:00,50.25,139.55,23.76,2.22,14.31,37.8,16.15,0.83,73.6,,,1.88,147.75,29.94,46.15,741.94,85.34,,07-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-May-2020 - 00:00,26.15,86.17,18.71,2.06,11.31,33.52,12.31,0.63,106.04,,,1.98,143.4,29.61,39.99,741.97,110.61,2.0,08-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-May-2020 - 00:00,42.28,98.96,17.62,2.1,10.61,40.08,12.88,0.74,114.16,,,1.73,168.41,32.29,42.42,742.03,107.09,,09-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-May-2020 - 00:00,47.91,108.01,15.18,2.12,9.41,47.35,12.08,0.77,112.16,,,2.08,142.26,33.35,43.56,742.2,100.64,,10-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-May-2020 - 00:00,42.55,85.49,16.28,2.1,10.13,49.1,9.91,0.7,76.52,,,2.78,118.85,28.23,54.27,741.7,57.04,2.0,11-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-May-2020 - 00:00,37.06,80.18,20.81,2.25,12.56,42.34,10.16,0.7,84.3,,,1.96,108.42,28.3,56.96,741.9,100.18,,12-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-May-2020 - 00:00,40.76,77.34,19.07,2.25,11.79,44.9,12.33,0.73,91.31,,,1.87,116.31,30.31,50.94,742.01,72.64,,13-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-May-2020 - 00:00,57.94,116.82,20.81,2.3,12.62,50.76,20.05,0.88,78.9,,,1.29,195.41,30.45,52.92,741.77,63.85,,14-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-May-2020 - 00:00,49.15,111.6,34.85,4.28,21.79,51.19,18.9,0.84,81.74,,,1.09,162.66,31.03,50.83,741.86,104.25,2.0,15-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-May-2020 - 00:00,48.51,107.96,33.62,2.87,20.05,46.61,27.76,0.8,90.39,,,0.43,250.02,31.62,39.34,741.94,111.55,,16-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-May-2020 - 00:00,69.88,139.96,33.12,2.13,18.99,42.2,21.62,0.81,108.48,,,0.39,235.86,32.94,32.02,741.94,119.83,,17-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-May-2020 - 00:00,79.87,163.79,39.18,2.31,22.3,41.5,30.05,0.98,110.33,,,0.34,199.85,33.82,29.09,741.9,109.94,,18-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-May-2020 - 00:00,104.71,199.28,49.94,3.43,29.34,38.73,37.14,1.28,101.84,,,0.35,187.24,33.63,26.91,741.79,108.36,,19-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-May-2020 - 00:00,117.54,237.23,59.36,3.75,34.35,39.28,45.85,1.47,97.28,,,0.38,173.23,33.69,24.64,741.79,109.01,,20-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-May-2020 - 00:00,76.55,207.19,33.28,2.78,19.75,35.25,27.64,0.8,110.9,,,0.45,220.76,33.49,20.76,741.51,114.47,,21-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-May-2020 - 00:00,39.08,164.73,31.89,3.88,19.58,32.33,15.33,0.66,116.98,,,0.58,217.11,34.97,21.06,741.75,111.39,,22-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-May-2020 - 00:00,97.51,242.85,72.3,16.69,52.07,41.47,24.68,1.42,42.94,,,0.33,184.62,35.11,28.35,741.86,103.5,,23-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-May-2020 - 00:00,77.34,232.34,38.12,4.22,23.74,44.17,19.76,0.91,84.89,,,0.35,197.39,36.91,27.58,742.12,100.04,,24-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-May-2020 - 00:00,68.55,230.75,25.25,4.36,17.07,45.68,35.78,0.8,109.42,,,0.45,198.33,38.01,27.43,742.35,101.9,,25-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-May-2020 - 00:00,52.76,167.73,39.51,3.97,24.76,39.47,33.58,0.79,103.41,,,0.48,216.73,37.21,24.73,742.07,100.81,,26-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-May-2020 - 00:00,46.43,185.38,49.19,16.69,40.98,41.15,18.63,0.97,73.88,,,0.53,193.77,37.26,25.66,742.02,96.11,,27-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-May-2020 - 00:00,33.74,160.5,20.8,3.87,14.28,42.17,14.12,0.6,115.49,,,0.8,157.73,37.33,26.19,741.93,86.92,,28-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-May-2020 - 00:00,29.57,246.02,10.02,3.94,8.61,41.28,11.48,0.61,82.3,,,1.82,142.59,33.13,45.77,741.55,87.97,1.25,29-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-May-2020 - 00:00,19.26,68.48,13.57,4.14,10.68,39.34,10.81,0.53,69.13,,,1.59,137.21,29.58,58.01,741.45,86.9,1.9,30-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-May-2020 - 00:00,15.36,45.45,11.33,4.01,9.39,43.77,9.15,0.51,74.51,,,0.95,166.0,29.03,60.32,741.68,99.97,,31-May-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
31-May-2020 - 00:00,16.01,35.73,15.6,4.29,11.88,46.19,8.75,0.57,50.82,,,0.81,152.17,26.69,73.94,741.48,106.88,11.14,01-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Jun-2020 - 00:00,36.04,83.16,21.91,4.52,15.43,44.98,31.76,0.8,80.96,,,0.44,157.69,28.06,67.97,741.9,106.2,,02-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Jun-2020 - 00:00,38.15,99.97,20.49,4.58,14.73,50.77,26.15,0.73,89.27,,,0.49,189.41,30.52,58.9,741.83,97.97,,03-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Jun-2020 - 00:00,56.97,143.45,31.89,4.65,20.84,48.96,25.79,0.89,98.4,,,0.38,173.57,31.25,54.98,741.73,94.25,,04-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Jun-2020 - 00:00,61.42,160.16,37.19,5.96,24.73,52.01,22.73,0.99,67.54,,,0.52,171.74,30.21,58.88,741.41,66.89,,05-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Jun-2020 - 00:00,36.5,88.39,17.46,3.86,12.53,49.16,11.58,0.71,81.37,,,0.57,143.86,29.52,61.17,741.39,84.3,,06-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Jun-2020 - 00:00,26.74,79.19,14.57,3.89,11.01,44.81,9.25,0.67,85.32,,,0.57,144.82,30.55,58.94,741.51,103.61,,07-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Jun-2020 - 00:00,32.17,93.59,16.48,4.35,12.4,39.58,15.82,0.69,90.69,,,0.63,170.89,30.28,58.26,741.35,71.99,,08-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Jun-2020 - 00:00,43.26,110.66,21.12,4.3,14.84,40.78,32.79,0.76,110.28,,,0.42,174.66,32.19,52.73,741.64,96.18,,09-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Jun-2020 - 00:00,54.07,146.68,28.52,4.85,19.21,44.97,27.55,0.88,93.72,,,0.38,204.42,34.37,49.18,741.91,93.24,,10-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Jun-2020 - 00:00,54.32,156.29,36.53,6.1,24.49,43.61,35.32,0.87,64.65,,,0.47,189.71,34.86,50.74,741.75,88.27,4.0,11-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Jun-2020 - 00:00,52.42,151.77,28.31,6.04,20.06,50.13,32.2,0.9,73.39,,,0.38,182.54,34.96,49.62,741.94,98.6,,12-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Jun-2020 - 00:00,52.89,149.27,19.92,4.27,14.17,53.86,14.94,0.8,105.2,,,0.51,167.67,35.78,49.86,741.67,95.03,,13-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Jun-2020 - 00:00,48.25,158.97,21.34,4.62,15.0,41.58,13.69,0.88,59.25,,,0.65,159.16,33.13,58.97,741.36,71.52,2.5,14-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Jun-2020 - 00:00,62.01,177.8,23.4,5.73,17.2,46.01,22.08,0.98,55.89,,,0.43,169.23,34.34,56.17,741.91,89.02,,15-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Jun-2020 - 00:00,39.33,135.04,20.41,4.69,14.77,44.84,16.21,0.79,93.92,,,0.46,178.26,36.33,45.55,741.86,99.01,,16-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Jun-2020 - 00:00,29.74,104.17,17.13,4.55,12.91,39.45,11.84,0.73,80.79,,,0.81,155.34,36.22,45.66,741.5,102.61,,17-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Jun-2020 - 00:00,26.47,93.12,11.3,4.34,9.63,37.89,10.86,0.69,55.24,,,1.12,143.21,34.67,55.46,741.43,102.05,,18-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Jun-2020 - 00:00,28.55,98.28,13.43,4.36,10.79,38.24,14.06,0.7,61.73,,,0.78,157.26,35.66,51.91,741.54,102.91,,19-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Jun-2020 - 00:00,40.1,190.84,12.81,4.44,10.51,38.06,14.0,0.8,58.51,,,1.02,138.27,35.08,57.99,741.71,89.93,,20-Jun-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
