from date,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,CO,AT,WS,SO2,Benzene,Toluene,NH3,to date,station
20-Jul-2020 - 00:00,18.82,2.33,,229.78,71.77,991.32,108.35,3.83,19.17,13.28,17.63,14.47,0.4,27.25,1.36,,9.13,68.49,13.65,21-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Jul-2020 - 00:00,33.8,,0.07,178.52,81.48,991.61,46.72,5.94,20.95,15.83,12.81,20.73,0.58,24.65,1.34,,,,11.73,22-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Jul-2020 - 00:00,20.0,,,249.97,80.02,991.57,81.6,4.34,14.3,11.16,10.59,15.25,0.56,25.36,0.96,17.41,,,13.13,23-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Jul-2020 - 00:00,34.74,,,251.92,72.04,991.32,143.68,12.54,13.88,17.38,17.64,21.59,0.64,27.69,0.83,7.66,,,12.26,24-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Jul-2020 - 00:00,45.42,,0.1,173.7,70.53,991.29,139.3,8.63,17.99,16.6,16.26,31.56,0.56,28.91,1.29,8.99,,,12.69,25-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Jul-2020 - 00:00,40.26,,,129.45,72.43,991.35,121.61,3.82,15.53,11.38,15.44,21.34,0.36,29.25,1.49,8.34,,,13.3,26-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Jul-2020 - 00:00,45.65,,,191.73,69.63,991.26,134.28,4.31,15.56,11.79,21.38,25.94,0.55,30.12,0.88,9.78,,,14.9,27-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Jul-2020 - 00:00,43.15,,,247.86,64.02,991.09,147.43,4.53,12.43,10.21,23.61,19.05,0.47,31.68,1.5,10.18,,,14.17,28-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Jul-2020 - 00:00,29.23,,,239.32,62.74,991.05,144.63,3.72,13.13,10.01,20.39,9.0,0.4,31.87,1.55,9.74,,,12.45,29-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Jul-2020 - 00:00,30.65,,0.0,155.65,68.26,991.21,101.03,4.48,20.77,14.7,18.15,10.9,0.26,29.2,1.31,9.22,,,12.25,30-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Jul-2020 - 00:00,24.46,,,201.74,72.72,991.35,124.28,3.48,15.7,11.18,18.78,9.43,0.38,27.5,1.49,8.07,,,11.07,31-Jul-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Jul-2020 - 00:00,60.33,,0.23,190.73,73.17,988.1,116.02,6.53,22.33,17.19,18.66,33.24,0.55,29.2,0.88,8.06,,,13.69,01-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Aug-2020 - 00:00,56.88,,,185.75,73.76,981.93,116.01,3.22,19.51,13.0,21.42,22.8,0.45,28.63,1.01,12.66,,,11.86,02-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Aug-2020 - 00:00,41.04,,,242.31,68.28,981.86,138.42,3.63,13.82,10.3,17.85,7.65,0.56,30.33,1.2,11.41,,,13.24,03-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Aug-2020 - 00:00,43.69,,,229.36,63.7,981.9,139.17,2.37,14.15,9.46,19.32,9.99,0.46,31.41,1.48,11.06,,,12.24,04-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Aug-2020 - 00:00,41.98,,,245.84,62.84,981.87,133.49,1.62,14.19,8.87,19.64,9.62,0.44,31.39,1.03,11.86,,,11.4,05-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Aug-2020 - 00:00,62.67,,0.0,225.05,73.61,981.75,103.59,2.94,21.22,13.68,14.68,25.99,0.5,29.49,0.86,11.57,,,11.64,06-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Aug-2020 - 00:00,50.15,,0.26,141.45,60.46,981.69,131.81,2.67,16.7,11.06,16.39,10.5,0.48,31.76,2.54,12.4,,,10.12,07-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Aug-2020 - 00:00,40.02,,,133.92,64.37,981.74,127.99,2.59,19.57,12.52,17.41,12.44,0.59,30.76,2.1,11.66,,,10.89,08-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Aug-2020 - 00:00,64.71,,,238.74,68.12,981.77,99.83,3.44,17.21,11.89,25.27,33.36,0.59,30.99,0.63,11.69,,,12.45,09-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Aug-2020 - 00:00,47.9,,0.01,228.01,77.42,981.7,105.59,2.68,16.8,11.11,17.26,22.97,0.57,28.84,0.94,9.66,,,11.16,10-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Aug-2020 - 00:00,44.9,,0.1,136.51,72.63,981.64,124.62,5.0,18.63,13.98,12.58,14.67,0.42,29.97,1.52,9.97,,,11.02,11-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Aug-2020 - 00:00,59.52,,0.01,201.56,73.08,981.62,110.73,3.48,18.36,12.61,18.0,25.08,0.6,29.91,1.01,10.96,,,12.43,12-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Aug-2020 - 00:00,48.25,,0.01,212.96,72.1,981.6,134.97,2.6,13.76,9.43,14.09,15.95,0.54,30.06,1.43,8.35,,,12.69,13-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Aug-2020 - 00:00,17.41,,0.0,222.12,87.26,981.59,41.95,11.21,22.17,20.93,6.67,9.84,0.65,25.3,0.79,4.81,,,13.54,14-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Aug-2020 - 00:00,30.41,,0.16,157.94,80.88,981.56,87.27,10.02,22.3,20.03,6.98,12.5,0.56,27.26,1.14,4.8,,,12.27,15-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Aug-2020 - 00:00,37.52,,0.2,117.0,73.27,981.49,124.36,7.0,17.89,15.21,10.52,17.89,0.42,29.6,1.67,4.1,,,11.98,16-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Aug-2020 - 00:00,24.94,,0.16,117.8,72.84,981.51,130.82,6.89,18.22,15.3,9.79,11.43,0.47,29.99,1.66,6.15,,,11.61,17-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Aug-2020 - 00:00,40.33,,0.1,149.46,77.64,981.5,102.84,14.19,21.79,23.17,11.37,21.21,0.76,29.02,1.34,6.33,,,12.63,18-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Aug-2020 - 00:00,38.88,,,168.46,80.68,981.45,104.83,12.49,21.33,21.52,8.71,20.07,0.62,28.51,0.84,4.33,,,13.14,19-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Aug-2020 - 00:00,26.15,,,176.64,87.94,981.49,23.34,20.96,28.84,32.42,6.45,12.83,0.74,24.9,0.75,3.89,,,12.24,20-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Aug-2020 - 00:00,28.61,,0.0,149.92,87.08,981.36,61.78,18.35,29.64,30.72,20.37,16.15,0.81,24.78,0.94,4.84,,,11.22,21-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Aug-2020 - 00:00,38.5,,0.34,169.22,75.08,981.38,124.99,15.06,20.63,23.26,25.1,17.33,0.49,27.64,1.1,7.51,,,7.56,22-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Aug-2020 - 00:00,36.4,,0.38,158.73,69.44,981.33,129.68,5.03,14.12,11.62,11.9,19.88,0.47,28.77,1.62,6.37,,,6.18,23-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Aug-2020 - 00:00,30.89,,0.03,139.08,72.08,981.3,99.05,4.05,13.35,10.4,9.51,13.18,0.44,28.21,1.87,8.73,,,7.88,24-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Aug-2020 - 00:00,37.84,,0.03,112.69,75.18,981.28,89.35,6.71,16.52,14.25,5.68,14.06,0.48,27.51,1.95,10.97,,,8.41,25-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Aug-2020 - 00:00,48.22,,0.06,114.49,74.41,981.26,92.46,6.2,16.56,13.86,6.66,15.08,0.55,27.87,1.34,7.32,,,8.41,26-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Aug-2020 - 00:00,49.02,,0.0,234.05,73.71,981.31,110.98,7.42,13.89,13.45,9.44,13.99,0.52,27.98,0.82,9.13,,,9.67,27-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Aug-2020 - 00:00,54.77,,0.0,262.82,73.24,981.31,113.21,8.81,14.74,15.03,10.01,16.21,0.52,28.17,0.81,10.84,,,10.54,28-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Aug-2020 - 00:00,80.17,,,224.14,83.79,981.33,72.35,25.66,26.52,35.02,10.69,30.31,0.85,25.83,0.54,11.01,,,11.0,29-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Aug-2020 - 00:00,86.72,,0.29,189.38,75.37,981.39,123.8,17.71,22.94,26.64,16.17,36.2,0.7,28.05,0.75,9.86,,,10.6,30-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Aug-2020 - 00:00,48.92,,0.24,143.62,74.46,981.41,85.53,7.12,19.97,16.42,9.83,20.28,0.45,26.9,2.19,7.87,,,10.08,31-Aug-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Aug-2020 - 00:00,36.02,,0.14,109.78,73.15,981.38,81.85,10.08,17.36,17.44,2.74,9.89,0.42,27.07,2.18,11.0,,,8.77,01-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Sep-2020 - 00:00,44.12,,0.01,152.95,69.01,981.33,121.21,13.7,20.0,21.79,1.32,11.71,0.43,27.99,1.13,16.72,,,7.65,02-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Sep-2020 - 00:00,58.96,,0.0,215.92,71.48,981.21,117.66,11.4,20.21,20.04,3.26,16.57,0.56,28.52,0.76,10.61,,,8.03,03-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Sep-2020 - 00:00,76.6,,0.02,134.92,69.58,981.21,126.21,12.55,22.92,22.41,2.59,29.17,0.58,29.43,1.59,10.28,,,8.4,04-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Sep-2020 - 00:00,76.69,,0.04,159.64,71.43,981.14,115.64,10.59,21.37,20.01,3.24,31.16,0.55,29.2,1.22,14.16,,,7.95,05-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Sep-2020 - 00:00,65.02,,0.03,220.16,74.11,981.27,129.19,22.42,24.11,31.1,4.99,25.08,0.63,28.02,0.95,10.22,,,7.43,06-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Sep-2020 - 00:00,64.9,,0.0,246.08,77.22,981.18,125.6,9.97,22.54,20.12,3.83,28.09,0.59,27.39,0.64,11.75,,,8.02,07-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Sep-2020 - 00:00,83.69,,0.0,231.78,79.25,981.03,100.49,17.18,22.69,26.08,3.29,34.35,0.72,27.25,0.7,6.95,,,7.65,08-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Sep-2020 - 00:00,77.12,,,262.31,70.39,981.08,129.03,8.05,20.68,17.55,3.65,23.89,0.56,28.73,0.97,10.96,,,7.36,09-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Sep-2020 - 00:00,99.4,,0.0,268.86,71.37,981.05,122.19,9.31,18.66,17.52,4.1,33.53,0.57,29.0,1.01,8.99,,,7.87,10-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Sep-2020 - 00:00,85.04,,0.0,258.13,68.78,980.96,131.1,7.24,18.62,15.82,3.86,40.97,0.55,29.16,1.12,10.18,,,7.59,11-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Sep-2020 - 00:00,97.4,,0.0,235.24,65.68,981.03,131.13,11.59,20.69,20.46,4.3,49.22,0.63,29.27,0.8,8.83,,,7.39,12-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Sep-2020 - 00:00,95.79,,0.0,265.06,65.63,981.01,131.55,9.8,19.84,18.54,4.37,51.28,0.52,29.51,0.72,8.47,,,7.23,13-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Sep-2020 - 00:00,100.26,,0.0,270.09,68.94,981.15,116.77,6.54,17.42,14.6,4.19,56.46,0.54,29.53,0.68,8.81,,,7.27,14-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Sep-2020 - 00:00,114.24,,0.0,270.99,70.72,981.12,109.92,7.09,17.29,14.97,4.04,61.65,0.6,29.36,0.7,8.83,,,7.34,15-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Sep-2020 - 00:00,103.78,,0.0,245.54,68.63,981.05,120.19,7.96,19.15,16.68,4.69,57.35,0.61,29.31,0.8,8.4,,,7.01,16-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Sep-2020 - 00:00,122.08,,0.0,247.17,65.03,981.69,122.91,8.24,19.66,17.17,7.49,62.07,0.64,30.5,1.1,9.24,,,7.55,17-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Sep-2020 - 00:00,84.92,,0.01,252.05,61.13,982.36,129.2,4.57,17.05,12.77,4.52,40.64,0.58,31.09,1.35,10.2,,,6.7,18-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Sep-2020 - 00:00,83.52,,0.0,244.31,61.63,982.38,123.9,6.08,20.05,15.61,5.83,39.56,0.59,31.25,1.41,11.76,,,7.02,19-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Sep-2020 - 00:00,100.42,0.62,0.0,257.35,66.65,982.44,121.88,6.7,16.85,14.3,4.66,53.38,0.68,29.96,0.83,11.46,0.84,14.34,7.36,20-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Sep-2020 - 00:00,116.89,0.36,0.0,273.75,64.76,982.44,124.22,7.98,19.3,16.76,4.54,62.19,0.56,30.13,1.22,12.15,0.69,5.44,8.56,21-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Sep-2020 - 00:00,126.95,0.41,0.0,273.74,63.05,982.45,119.44,4.49,19.19,13.85,5.05,61.03,0.7,30.57,0.86,12.31,0.83,5.71,9.34,22-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Sep-2020 - 00:00,67.28,0.54,,176.7,65.52,982.45,119.69,11.41,20.55,20.23,3.59,35.32,0.74,30.27,0.99,10.08,0.71,5.33,8.7,23-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Sep-2020 - 00:00,52.24,1.8,0.1,147.92,64.12,982.45,116.3,11.93,19.23,19.96,2.25,21.9,0.62,30.0,1.11,12.23,0.93,3.88,8.31,24-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Sep-2020 - 00:00,73.52,2.01,0.08,190.31,66.45,982.47,113.69,11.78,20.93,20.72,4.69,39.55,0.7,28.77,1.0,10.3,1.17,2.72,8.45,25-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Sep-2020 - 00:00,101.74,41.94,,246.68,63.99,982.48,124.52,10.97,25.88,22.71,5.07,48.45,0.62,28.58,1.02,11.2,12.5,170.88,9.68,26-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Sep-2020 - 00:00,109.61,17.33,,242.46,65.99,982.42,99.83,18.41,30.24,31.08,7.68,48.65,0.72,26.36,0.89,11.15,6.91,47.13,12.31,27-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Sep-2020 - 00:00,82.65,10.05,,249.38,57.37,982.44,125.66,13.06,32.34,27.85,6.32,32.35,0.62,27.3,1.09,10.82,4.52,24.61,10.67,28-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Sep-2020 - 00:00,148.27,22.26,,265.0,58.59,982.45,126.63,24.45,40.6,41.53,5.19,69.15,0.81,27.55,1.27,11.92,9.0,40.92,10.76,29-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Sep-2020 - 00:00,156.66,8.8,,254.46,59.98,982.43,123.2,10.74,40.17,30.11,5.43,76.61,0.67,27.76,1.44,10.72,7.39,37.55,12.29,30-Sep-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Sep-2020 - 00:00,127.66,7.65,,254.44,56.04,982.46,127.9,11.08,41.08,30.87,6.27,63.71,0.77,27.24,1.44,10.62,7.22,24.24,12.67,01-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Oct-2020 - 00:00,131.97,13.36,,253.64,57.41,982.49,127.14,18.74,45.39,39.42,5.21,66.83,0.88,26.81,1.21,11.26,7.85,48.86,12.77,02-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Oct-2020 - 00:00,155.2,20.1,,244.48,60.09,982.52,128.49,23.96,45.06,42.69,7.16,126.0,0.71,26.31,1.01,11.16,8.71,56.73,15.03,03-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Oct-2020 - 00:00,139.7,10.88,,259.09,56.21,982.51,126.59,12.34,48.78,36.02,6.12,87.7,0.67,25.96,1.05,16.55,9.44,30.88,14.84,04-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Oct-2020 - 00:00,143.76,11.2,,253.69,56.29,982.47,122.54,17.75,49.93,40.18,6.56,82.26,0.69,24.87,0.93,10.48,8.65,39.51,13.41,05-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Oct-2020 - 00:00,149.52,11.93,,260.43,53.09,982.49,102.91,9.27,44.95,31.09,14.39,63.12,0.73,25.45,1.42,5.55,9.1,37.9,13.79,06-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Oct-2020 - 00:00,148.9,20.33,,248.25,56.24,982.51,86.27,14.21,47.85,36.53,14.16,68.12,1.06,24.71,1.26,11.6,10.1,49.61,16.37,07-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Oct-2020 - 00:00,158.99,38.81,,256.33,54.95,982.5,125.23,17.81,56.83,44.74,19.23,76.14,0.76,25.29,1.05,10.62,11.46,67.11,19.12,08-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Oct-2020 - 00:00,162.49,,,259.85,51.45,982.5,125.84,10.49,56.34,38.52,33.15,73.6,0.89,26.48,1.24,9.37,7.77,47.26,20.05,09-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Oct-2020 - 00:00,165.09,,,245.31,53.73,982.47,119.15,14.51,51.89,39.41,31.5,77.57,0.84,25.71,0.75,10.22,9.21,46.32,17.98,10-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Oct-2020 - 00:00,167.43,,,248.15,54.92,982.4,121.12,11.51,47.01,34.38,32.63,82.85,1.0,25.94,1.0,8.74,7.57,32.07,17.23,11-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Oct-2020 - 00:00,165.28,,,256.73,56.41,982.41,120.06,9.33,47.24,32.74,28.69,89.39,0.93,25.4,0.94,10.86,6.74,23.25,18.13,12-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Oct-2020 - 00:00,215.1,0.06,,252.77,55.61,982.42,116.09,24.26,64.5,54.08,38.97,122.97,1.08,24.85,0.63,12.16,4.68,18.79,19.24,13-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Oct-2020 - 00:00,204.9,0.08,0.1,212.03,65.0,982.41,105.08,48.21,68.28,75.62,3.79,122.58,1.1,25.14,0.56,11.0,0.7,0.23,19.61,14-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Oct-2020 - 00:00,193.37,0.06,,258.92,64.22,982.4,92.41,27.19,59.26,53.68,1.41,120.38,1.75,25.79,0.43,10.2,0.04,0.22,20.14,15-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Oct-2020 - 00:00,220.49,0.24,,250.34,49.93,982.42,114.73,25.43,63.84,54.67,15.54,140.55,1.99,25.05,0.79,11.06,5.41,0.77,20.2,16-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Oct-2020 - 00:00,204.85,0.35,,250.7,46.38,982.46,118.01,30.79,72.33,63.57,24.46,112.96,1.12,22.95,0.63,14.06,0.36,0.44,17.8,17-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Oct-2020 - 00:00,233.06,0.09,,245.4,52.55,982.45,108.63,52.68,84.41,86.93,22.07,125.84,1.19,22.71,0.52,11.32,0.37,0.28,19.35,18-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Oct-2020 - 00:00,188.04,0.04,,255.96,48.02,982.46,114.82,19.52,66.96,51.51,19.21,97.17,0.93,22.91,0.95,9.64,0.6,0.08,18.1,19-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Oct-2020 - 00:00,206.42,0.73,,253.32,43.91,982.46,118.03,9.33,65.41,42.39,24.49,108.44,0.69,22.75,1.04,8.31,0.36,0.2,17.38,20-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Oct-2020 - 00:00,191.87,0.35,,250.13,44.59,982.48,119.96,29.27,80.5,66.67,19.8,97.58,1.15,21.4,0.82,9.85,0.37,0.17,17.02,21-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Oct-2020 - 00:00,168.9,0.0,,232.69,44.92,982.48,117.23,62.38,91.29,99.4,15.34,88.54,1.17,22.12,0.63,10.25,3.08,1.42,15.51,22-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Oct-2020 - 00:00,252.58,6.0,,242.2,53.15,982.5,80.73,68.2,113.56,115.98,15.62,154.48,1.3,21.27,0.39,13.22,2.61,109.25,21.36,23-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Oct-2020 - 00:00,310.74,0.17,,257.48,53.36,982.48,109.19,53.72,104.76,99.51,21.68,208.48,0.86,20.8,0.56,11.27,1.56,6.59,23.65,24-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Oct-2020 - 00:00,294.42,0.14,0.65,240.55,54.32,982.47,108.85,77.66,105.77,119.58,22.4,188.34,1.3,20.23,0.79,13.34,2.11,9.11,22.59,25-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Oct-2020 - 00:00,256.67,0.1,,235.67,54.56,982.47,106.8,59.94,113.4,109.17,20.58,168.9,1.34,20.36,0.53,11.15,1.57,6.87,20.84,26-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Oct-2020 - 00:00,277.57,0.05,,251.51,42.99,982.48,131.52,32.58,103.0,81.35,22.68,172.37,1.06,23.42,0.8,12.5,1.42,4.3,20.08,27-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Oct-2020 - 00:00,253.72,0.04,,256.89,46.64,982.47,111.09,27.07,82.79,66.1,18.02,153.61,1.27,20.02,0.98,9.77,1.14,2.06,19.84,28-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Oct-2020 - 00:00,279.69,0.0,5.1,262.67,53.02,982.48,101.78,65.37,105.21,109.25,15.44,171.26,1.72,18.22,0.55,14.36,1.28,0.91,17.83,29-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Oct-2020 - 00:00,330.94,0.0,0.4,225.34,56.46,982.48,103.72,70.0,122.61,122.29,14.74,221.01,2.37,25.6,0.35,17.46,1.06,0.78,20.58,30-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Oct-2020 - 00:00,304.79,6.92,3.5,250.28,51.55,982.46,105.88,49.98,84.94,82.8,6.24,205.2,2.11,26.59,0.86,16.99,3.61,11.76,20.3,31-Oct-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Oct-2020 - 00:00,370.91,5.17,,267.38,45.74,982.47,84.69,8.49,62.93,40.4,15.68,268.08,1.93,27.16,1.19,15.13,2.34,9.0,19.45,01-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Nov-2020 - 00:00,366.04,4.64,2.35,253.62,45.32,982.46,13.51,19.22,64.17,49.8,16.98,267.64,2.03,24.76,0.99,15.06,2.41,10.3,16.62,02-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Nov-2020 - 00:00,249.6,3.01,6.73,240.27,43.94,982.46,14.34,33.0,70.14,64.22,15.27,151.51,2.24,24.11,0.83,13.46,2.11,9.04,14.79,03-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Nov-2020 - 00:00,193.8,1.45,10.3,220.14,45.74,982.44,82.52,63.42,78.08,93.23,13.6,113.15,1.58,24.07,0.72,15.98,1.74,6.56,18.27,04-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Nov-2020 - 00:00,440.69,,4.73,231.44,55.58,982.43,85.16,60.46,100.47,102.72,15.78,312.24,1.26,23.34,0.62,16.15,,,25.77,05-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Nov-2020 - 00:00,348.38,,7.72,255.39,53.33,982.45,93.1,69.22,99.82,109.51,17.92,264.52,2.02,24.54,0.72,17.58,,,26.63,06-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Nov-2020 - 00:00,350.1,,3.88,246.14,53.72,982.44,91.89,98.63,93.72,130.22,20.81,239.16,2.63,24.44,0.67,15.71,,,26.64,07-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Nov-2020 - 00:00,430.17,0.09,2.55,263.61,52.6,982.43,99.77,48.74,94.91,90.22,21.77,327.06,2.2,24.43,0.84,11.58,3.76,11.6,27.13,08-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Nov-2020 - 00:00,413.27,0.26,,261.41,57.89,982.48,88.89,77.72,98.18,115.81,19.02,308.2,2.33,23.08,0.46,14.55,5.21,44.55,23.54,09-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Nov-2020 - 00:00,708.7,1.94,,227.68,64.91,982.42,86.89,88.82,107.43,127.82,30.6,566.09,2.42,22.99,0.48,15.34,5.41,43.79,28.5,10-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Nov-2020 - 00:00,532.37,,2.2,214.86,65.69,982.34,89.89,95.32,102.97,132.48,17.67,510.56,2.72,23.48,0.44,17.82,,,26.97,11-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Nov-2020 - 00:00,271.3,,,217.1,64.02,982.34,63.3,151.28,92.76,172.66,14.09,177.52,3.0,23.92,0.57,29.27,,,21.9,12-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Nov-2020 - 00:00,280.73,,4.28,213.19,63.7,982.31,96.27,114.19,79.04,135.14,19.01,184.78,2.72,24.13,0.44,23.14,,,19.94,13-Nov-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
