from date,PM2.5,PM10,AT,VWS,RH,RF,BP,SR,Temp,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,WS,WD,to date,station
10-Apr-2020 - 00:00,23.25,68.61,28.4,-0.03,70.15,0.0,748.34,193.79,35.01,6.64,11.61,33.18,27.09,7.34,0.11,20.87,3.35,7.85,1.08,2.42,198.42,11-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Apr-2020 - 00:00,15.84,37.34,28.36,-0.01,74.88,0.0,748.99,173.27,34.99,5.55,12.26,26.9,24.28,7.81,0.11,14.2,1.81,9.48,0.86,2.45,197.85,12-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Apr-2020 - 00:00,15.04,44.52,28.95,-0.01,73.89,0.0,747.86,191.24,35.33,7.34,13.71,29.61,26.9,7.46,0.11,16.15,2.83,14.8,1.12,2.43,201.96,13-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Apr-2020 - 00:00,20.85,68.24,29.42,-0.0,72.94,0.0,746.69,188.77,35.17,6.67,13.93,31.44,28.04,6.83,0.11,15.35,3.25,7.58,1.14,2.6,213.76,14-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Apr-2020 - 00:00,19.14,66.05,28.72,-0.03,75.56,0.0,747.17,174.41,35.37,7.48,14.67,29.61,27.68,6.91,0.11,13.49,2.86,6.62,0.99,2.72,206.2,15-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Apr-2020 - 00:00,21.03,72.71,29.13,-0.04,72.35,0.0,747.95,180.07,35.22,7.39,14.06,33.11,29.05,5.13,0.11,13.98,2.63,6.66,1.4,2.89,209.07,16-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Apr-2020 - 00:00,21.16,78.1,29.58,-0.03,71.15,0.0,746.85,176.83,33.03,8.72,13.85,36.41,30.64,6.67,0.11,15.6,3.46,7.42,2.53,2.74,212.45,17-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Apr-2020 - 00:00,16.46,64.57,29.44,-0.07,73.09,0.0,746.56,173.41,32.07,5.7,12.69,31.7,27.18,7.5,0.11,12.03,2.98,4.81,1.34,3.29,202.17,18-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Apr-2020 - 00:00,9.41,51.71,29.33,-0.06,72.23,0.0,747.15,144.67,31.75,7.72,11.88,30.77,26.02,7.6,0.11,10.49,2.88,5.52,2.02,3.28,208.18,19-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Apr-2020 - 00:00,14.07,57.11,29.68,-0.05,71.72,0.0,747.24,143.0,32.24,8.94,15.86,33.21,30.56,8.49,0.11,10.48,2.93,5.05,1.13,2.66,206.17,20-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Apr-2020 - 00:00,9.18,33.88,29.01,-0.03,73.9,0.0,747.11,162.98,31.65,6.57,16.05,29.84,28.92,8.31,0.11,9.54,2.07,8.62,0.92,3.07,205.18,21-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Apr-2020 - 00:00,10.97,50.72,29.01,-0.05,72.2,0.0,747.04,164.75,31.43,4.44,18.5,24.26,27.6,8.58,0.11,10.99,2.65,4.24,1.0,2.93,189.83,22-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Apr-2020 - 00:00,8.95,34.69,29.04,-0.08,73.04,0.0,747.22,167.84,30.37,6.92,8.24,25.07,20.03,8.62,0.11,11.86,1.58,4.92,0.72,3.02,185.31,23-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Apr-2020 - 00:00,8.42,36.23,29.92,-0.05,71.76,0.0,746.58,195.59,27.77,6.43,11.04,24.54,22.03,8.25,0.11,10.18,1.77,9.13,0.71,3.15,204.42,24-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Apr-2020 - 00:00,10.31,30.02,30.45,-0.07,73.33,0.0,747.16,249.12,28.88,5.87,4.52,19.21,12.81,7.89,0.11,11.22,1.46,5.07,1.45,2.04,175.3,27-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Apr-2020 - 00:00,11.03,40.16,26.34,0.02,72.17,0.61,748.46,197.47,28.27,5.82,3.34,21.93,12.9,6.29,0.11,21.19,2.08,5.38,1.31,2.18,193.12,28-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Apr-2020 - 00:00,13.11,50.22,29.24,-0.01,71.54,0.01,747.41,242.31,30.29,5.89,0.65,15.49,7.64,7.64,0.11,28.82,2.44,4.28,0.85,1.56,161.31,29-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Apr-2020 - 00:00,7.79,44.18,28.39,-0.02,72.62,0.0,746.73,170.53,28.94,8.32,1.86,18.79,10.84,7.97,0.11,21.6,2.18,9.91,1.28,1.66,206.31,30-Apr-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Apr-2020 - 00:00,18.06,65.93,28.88,-0.02,72.85,0.0,747.26,181.88,28.66,7.44,1.73,16.25,9.77,8.17,0.11,29.87,2.79,6.62,1.72,1.65,170.46,01-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-May-2020 - 00:00,11.62,47.32,28.52,-0.02,73.22,0.27,746.45,185.41,29.51,7.42,2.66,18.01,11.49,8.28,0.11,28.69,2.08,7.93,0.72,2.18,200.43,02-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-May-2020 - 00:00,24.88,86.2,28.22,-0.02,71.86,0.0,745.79,178.19,29.13,6.61,0.79,23.39,12.95,8.81,0.11,38.36,4.56,8.49,2.37,1.67,217.24,03-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-May-2020 - 00:00,17.95,60.79,28.54,-0.06,74.22,0.01,745.3,168.89,29.88,5.5,3.15,24.55,15.47,8.42,0.11,22.35,2.71,6.83,2.34,2.73,211.82,04-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-May-2020 - 00:00,17.55,71.24,29.33,-0.07,76.39,0.0,746.64,132.25,29.58,9.16,1.21,14.9,8.57,8.19,0.11,16.41,2.68,3.75,1.04,1.87,186.87,05-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-May-2020 - 00:00,8.69,44.91,30.07,-0.07,74.24,0.0,746.24,172.99,29.69,8.31,2.19,12.8,8.48,7.86,0.11,13.97,2.32,3.37,0.74,2.3,191.74,06-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-May-2020 - 00:00,8.92,45.02,28.94,-0.02,73.55,0.0,746.3,166.86,29.91,8.76,2.69,20.04,12.76,8.12,0.11,14.56,2.71,10.13,2.35,1.88,215.19,07-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-May-2020 - 00:00,11.56,49.34,29.59,-0.01,71.38,0.0,746.64,185.06,29.3,8.89,1.74,18.08,10.79,8.05,0.11,18.03,2.54,9.83,1.18,1.7,202.96,08-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-May-2020 - 00:00,12.26,50.93,30.14,-0.04,73.01,0.0,746.21,183.94,29.61,10.61,2.84,18.15,11.94,7.76,0.11,11.63,2.56,7.03,1.57,2.28,210.44,09-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-May-2020 - 00:00,9.6,40.0,29.95,-0.04,76.52,0.01,746.38,174.06,30.08,7.55,1.45,12.83,7.93,7.95,0.11,11.98,1.79,8.41,0.83,2.01,190.35,10-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-May-2020 - 00:00,17.39,59.57,28.38,-0.03,71.88,0.02,746.27,163.2,29.97,6.01,0.89,24.57,13.74,9.06,0.11,24.08,3.86,9.5,3.03,1.72,210.85,11-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-May-2020 - 00:00,14.0,50.9,29.24,-0.01,76.67,0.0,747.12,155.28,29.34,6.14,1.66,13.82,8.54,8.45,0.11,11.93,1.67,3.65,0.71,1.32,165.35,12-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-May-2020 - 00:00,6.85,42.85,29.58,-0.01,72.24,0.0,746.33,181.04,31.39,6.61,1.64,12.72,8.03,10.87,0.11,20.66,1.36,2.46,0.41,1.34,161.98,13-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-May-2020 - 00:00,8.84,50.55,29.25,-0.01,70.78,0.0,746.16,199.23,29.42,7.0,2.15,14.27,9.32,11.07,0.11,14.4,2.31,6.27,0.79,1.61,184.44,14-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-May-2020 - 00:00,12.2,45.59,29.93,0.02,73.07,0.0,745.97,203.37,29.72,7.94,3.07,11.86,8.57,11.96,0.11,15.49,1.83,7.84,0.63,1.45,175.88,15-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-May-2020 - 00:00,11.32,41.05,30.27,0.05,73.33,0.0,744.9,193.59,29.82,10.0,3.23,11.41,8.62,11.93,0.11,18.52,1.77,6.27,0.97,1.48,152.39,16-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-May-2020 - 00:00,2.0,18.17,31.5,0.05,70.88,0.0,744.08,211.55,30.54,9.01,1.44,10.58,6.34,9.05,0.11,19.83,0.74,1.83,0.42,1.83,127.42,17-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-May-2020 - 00:00,5.63,18.26,30.49,0.07,71.35,0.0,743.1,184.78,29.49,8.69,1.08,12.38,7.15,7.34,0.11,17.22,0.88,7.1,0.29,1.78,133.44,18-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-May-2020 - 00:00,11.43,37.3,30.93,0.08,64.81,0.0,740.66,83.0,28.95,8.03,1.5,18.65,10.95,6.74,0.11,18.63,1.53,8.54,0.89,2.16,192.3,19-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-May-2020 - 00:00,29.36,82.97,32.98,0.07,52.97,0.0,737.92,35.56,28.25,11.1,2.31,30.88,18.02,7.58,0.11,24.59,2.24,6.03,1.4,2.71,271.11,20-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-May-2020 - 00:00,66.05,203.01,34.17,-0.01,56.32,0.0,738.28,129.58,28.92,7.87,13.04,59.15,41.27,11.72,0.11,38.87,5.7,17.37,3.15,1.36,228.07,21-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-May-2020 - 00:00,44.71,149.56,32.97,-0.03,67.01,0.0,739.92,167.51,36.31,12.32,3.11,48.29,27.62,12.98,0.11,32.4,3.02,9.45,0.95,2.65,206.06,22-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-May-2020 - 00:00,22.94,86.11,31.74,-0.05,76.94,0.0,741.29,179.51,40.69,6.37,4.72,38.26,23.57,17.67,0.11,31.89,1.46,3.4,0.7,2.33,200.12,23-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-May-2020 - 00:00,15.76,81.42,31.51,-0.05,75.28,0.0,743.0,183.35,36.71,8.53,3.41,23.55,14.6,13.12,0.11,36.71,2.52,2.89,0.71,2.94,181.84,24-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-May-2020 - 00:00,11.36,72.69,31.35,-0.05,73.98,0.0,744.43,155.74,34.75,9.39,1.41,21.22,12.18,10.08,0.11,26.9,2.52,2.95,0.69,2.92,190.94,25-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-May-2020 - 00:00,17.99,73.25,31.16,-0.07,74.7,0.0,745.01,150.25,34.71,7.04,2.88,20.03,13.02,10.55,0.11,25.08,1.8,3.22,0.63,3.27,192.66,26-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-May-2020 - 00:00,13.21,69.66,30.92,-0.06,73.92,0.0,744.96,161.78,34.54,9.4,1.77,20.25,12.02,9.54,0.11,23.73,2.72,4.83,0.88,3.29,191.01,27-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-May-2020 - 00:00,27.16,117.74,31.49,-0.06,70.99,0.0,743.67,174.23,31.06,8.48,1.69,20.02,11.83,8.49,0.6,28.69,2.74,3.36,0.87,3.29,194.18,28-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-May-2020 - 00:00,25.92,100.38,31.2,-0.06,75.55,0.0,742.86,149.36,31.29,7.74,1.59,20.1,11.85,8.47,0.66,24.1,2.24,3.65,0.88,3.48,196.23,29-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-May-2020 - 00:00,17.81,63.12,30.59,-0.04,77.26,0.02,743.54,166.72,36.62,8.17,3.11,26.93,15.69,10.59,0.61,23.47,1.85,4.42,1.23,2.23,186.76,30-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-May-2020 - 00:00,28.62,85.38,29.14,0.0,77.35,0.0,743.82,69.29,39.2,15.67,7.04,50.01,28.74,9.51,0.83,14.37,3.32,10.02,1.85,1.11,218.21,31-May-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
31-May-2020 - 00:00,20.62,85.5,30.99,-0.03,76.73,0.0,746.75,173.74,31.91,5.52,2.4,24.44,14.64,10.46,0.53,17.79,1.93,4.43,0.86,1.9,185.17,01-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Jun-2020 - 00:00,15.02,78.21,30.7,-0.03,75.82,0.0,747.05,152.71,30.09,5.97,2.2,20.07,11.86,8.34,0.49,23.93,2.41,4.9,0.82,2.32,182.09,02-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Jun-2020 - 00:00,10.32,47.23,30.9,-0.03,75.38,0.01,745.35,177.94,32.27,9.32,3.69,21.48,13.94,9.17,0.48,20.34,1.54,3.64,0.8,2.09,186.14,03-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Jun-2020 - 00:00,18.16,99.01,30.94,-0.03,73.34,0.0,744.22,163.61,31.36,6.45,5.13,29.1,19.54,9.39,0.58,25.26,2.48,7.4,1.17,1.76,191.79,04-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Jun-2020 - 00:00,20.49,81.67,28.67,-0.01,77.24,0.04,744.02,101.86,30.52,7.53,4.31,36.85,22.91,8.71,0.75,25.4,3.41,8.51,1.7,1.45,219.22,05-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Jun-2020 - 00:00,29.46,105.57,28.49,-0.02,80.5,0.0,743.77,74.22,30.89,11.16,3.03,45.37,25.0,10.06,0.8,22.98,4.15,18.44,1.5,1.3,225.42,06-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Jun-2020 - 00:00,21.11,73.97,30.0,-0.03,75.01,0.03,742.76,162.57,31.22,6.82,3.78,39.22,23.05,8.34,0.63,28.43,2.57,11.57,1.42,2.27,211.53,07-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Jun-2020 - 00:00,29.42,101.66,30.28,-0.03,75.47,0.0,742.01,106.61,31.18,5.57,2.94,34.83,20.26,9.79,0.56,32.63,3.07,10.87,1.14,1.69,183.66,08-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Jun-2020 - 00:00,30.94,123.92,29.79,-0.0,72.6,0.15,741.68,122.9,31.09,7.07,6.81,41.99,27.62,9.41,0.64,36.66,3.43,9.43,1.77,1.71,184.35,09-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Jun-2020 - 00:00,33.55,88.71,28.16,-0.01,76.77,0.04,741.55,130.53,31.05,4.94,4.75,50.92,30.84,9.85,0.89,33.64,4.19,9.58,2.62,1.18,201.9,10-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Jun-2020 - 00:00,31.5,77.98,27.69,0.02,78.14,0.15,740.55,118.78,31.17,6.03,5.17,45.36,27.95,9.13,0.7,35.46,3.06,7.83,2.12,1.39,185.6,11-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Jun-2020 - 00:00,38.04,100.67,24.98,0.0,83.26,0.06,739.22,82.99,31.0,5.24,10.66,52.0,36.07,9.42,0.7,26.27,5.35,11.04,3.38,1.11,207.59,12-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Jun-2020 - 00:00,37.51,75.71,24.82,-0.0,86.22,0.11,738.33,32.65,31.59,5.21,11.85,53.43,35.83,9.95,0.99,17.72,4.82,19.26,2.87,0.76,239.43,13-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Jun-2020 - 00:00,23.27,89.51,29.32,-0.05,74.07,0.0,739.39,175.01,31.97,10.84,3.78,38.32,22.57,8.89,0.67,27.77,3.07,8.06,1.26,2.32,214.61,14-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Jun-2020 - 00:00,21.63,84.78,29.94,-0.05,74.94,0.0,740.83,131.54,31.38,9.7,2.83,33.7,19.92,9.56,0.6,29.79,2.22,5.79,0.95,2.55,206.97,15-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Jun-2020 - 00:00,24.79,99.93,30.52,-0.05,74.74,0.0,740.29,128.7,32.21,8.06,3.77,38.53,23.32,9.14,0.68,28.7,3.19,6.2,1.53,2.53,209.3,16-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Jun-2020 - 00:00,21.61,83.14,27.2,-0.04,79.1,0.07,740.3,68.99,31.03,10.41,6.47,40.15,26.58,8.6,0.63,21.37,3.8,6.56,1.69,2.64,220.98,17-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Jun-2020 - 00:00,16.68,70.2,27.72,-0.06,78.64,0.03,740.85,103.94,31.59,10.4,5.72,35.57,23.51,6.43,0.54,26.91,2.92,6.96,1.39,3.01,207.08,18-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Jun-2020 - 00:00,20.41,88.22,28.82,-0.04,74.48,0.0,741.85,88.58,31.25,11.43,4.84,42.65,26.57,3.27,0.67,27.9,4.36,7.66,1.7,2.7,221.17,19-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Jun-2020 - 00:00,13.86,64.44,30.47,-0.02,69.4,0.0,741.21,108.67,33.65,13.2,6.34,40.64,26.43,7.88,0.96,26.92,2.65,9.55,1.51,2.75,238.0,20-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Jun-2020 - 00:00,26.79,86.45,30.74,0.01,71.1,0.0,740.93,112.62,33.34,12.14,4.1,36.77,22.26,15.01,0.74,44.08,3.19,11.98,1.91,2.0,191.9,21-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Jun-2020 - 00:00,27.29,94.21,29.08,0.0,72.56,0.0,740.22,53.05,31.38,11.08,6.87,41.2,26.78,13.37,0.7,35.17,3.25,10.54,1.62,1.5,224.66,22-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Jun-2020 - 00:00,33.08,107.51,31.96,-0.02,66.46,0.0,739.42,165.61,33.26,13.53,5.27,42.6,26.88,13.56,0.73,35.43,3.93,10.44,2.31,2.37,228.15,23-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Jun-2020 - 00:00,24.89,84.52,30.78,-0.03,71.79,0.0,742.08,185.43,33.67,11.79,2.95,34.15,19.94,13.39,0.55,43.65,3.11,11.65,1.31,2.63,198.08,24-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Jun-2020 - 00:00,34.21,87.79,29.91,-0.04,78.89,0.0,743.47,157.24,33.92,9.99,1.25,22.55,12.64,14.02,0.54,35.3,2.66,3.04,1.58,2.62,159.02,25-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Jun-2020 - 00:00,13.29,57.57,29.92,-0.01,75.57,0.0,743.44,192.7,33.79,8.5,2.49,22.1,13.51,12.18,0.41,28.97,1.27,5.63,0.91,1.93,171.84,26-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Jun-2020 - 00:00,8.15,33.0,29.62,-0.03,75.48,0.0,742.91,156.94,34.07,6.68,6.06,23.33,17.34,10.93,0.45,19.8,1.47,5.4,1.46,1.87,190.9,27-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Jun-2020 - 00:00,15.93,54.56,29.66,-0.04,75.26,0.0,742.56,180.71,33.66,8.42,7.82,25.36,19.68,12.23,0.48,23.51,2.23,12.03,0.73,2.66,199.89,28-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Jun-2020 - 00:00,24.77,73.23,29.96,-0.05,74.92,0.0,742.17,148.49,33.78,13.07,3.6,26.32,16.77,11.75,0.52,30.16,0.73,2.19,0.37,2.63,194.08,29-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Jun-2020 - 00:00,23.22,65.43,29.88,-0.04,76.6,0.01,741.82,147.5,35.26,8.49,3.61,29.05,18.0,10.2,0.47,31.63,0.0,0.0,0.0,2.23,195.55,30-Jun-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Jun-2020 - 00:00,15.88,49.54,29.85,-0.01,75.71,0.03,741.88,164.21,33.76,8.78,4.14,29.76,19.13,9.8,0.52,28.5,0.0,0.0,0.0,1.84,201.99,01-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Jul-2020 - 00:00,21.96,64.42,27.74,-0.01,77.26,0.01,742.11,126.04,27.97,7.23,4.97,32.65,21.19,6.55,0.58,28.85,,,,2.35,219.61,02-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Jul-2020 - 00:00,20.53,57.15,26.67,-0.02,77.51,0.09,740.79,106.77,28.22,9.25,4.63,35.43,22.6,5.65,0.61,28.49,3.36,19.93,2.24,2.25,234.62,03-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Jul-2020 - 00:00,24.54,73.21,27.41,-0.0,78.57,0.0,740.12,100.42,28.3,7.21,4.88,37.24,23.2,5.32,0.59,34.46,1.21,6.27,3.36,1.95,228.07,04-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Jul-2020 - 00:00,26.85,68.54,25.45,-0.0,81.33,0.02,740.24,44.79,27.32,8.52,9.41,41.62,29.76,5.77,0.73,15.03,2.08,1.94,1.25,2.27,242.3,05-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Jul-2020 - 00:00,20.66,55.53,25.24,-0.01,80.52,0.06,739.82,76.39,27.32,7.24,8.68,36.69,26.57,4.48,0.56,17.46,1.38,1.29,0.84,3.0,235.26,06-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Jul-2020 - 00:00,31.25,82.38,24.44,-0.01,82.36,0.06,740.48,39.82,27.44,8.65,11.77,38.35,29.97,4.72,0.79,16.42,1.95,1.81,1.17,2.48,234.61,07-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Jul-2020 - 00:00,35.29,130.56,28.73,-0.04,77.08,0.0,743.33,136.81,27.53,7.5,6.66,37.08,24.99,4.68,0.65,25.43,1.58,1.47,0.96,2.74,203.85,08-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Jul-2020 - 00:00,31.29,99.88,28.86,-0.03,77.95,0.0,744.06,128.5,28.48,9.39,3.07,32.59,19.74,5.3,0.64,27.47,1.41,1.47,0.76,2.39,189.96,09-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Jul-2020 - 00:00,23.44,79.38,29.56,-0.02,75.48,0.01,742.54,157.38,30.17,7.44,4.42,35.69,22.54,5.75,0.64,27.23,1.07,1.5,0.36,2.53,202.31,10-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Jul-2020 - 00:00,25.74,92.14,29.81,-0.04,73.2,0.0,742.64,182.01,28.83,8.85,4.01,45.08,27.23,5.7,0.59,24.62,1.61,2.26,0.55,2.91,208.42,11-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Jul-2020 - 00:00,31.62,104.57,29.97,-0.02,73.04,0.0,742.52,158.7,28.45,11.18,5.07,46.06,28.51,6.71,0.71,30.23,1.16,1.63,0.4,2.45,222.93,12-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Jul-2020 - 00:00,26.56,83.08,28.41,-0.03,76.33,0.04,742.62,128.9,28.25,7.84,4.91,42.29,26.28,6.19,0.58,28.59,0.98,1.36,0.33,2.62,222.09,13-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Jul-2020 - 00:00,27.17,77.69,27.63,0.01,74.46,0.18,741.72,137.2,28.35,7.7,14.18,47.15,35.75,5.19,0.67,24.54,1.12,1.56,0.37,1.97,224.71,14-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Jul-2020 - 00:00,29.8,83.04,25.91,-0.01,80.07,0.3,741.64,99.2,28.29,7.95,10.31,47.18,33.39,6.86,0.69,22.2,1.2,1.68,0.41,2.0,224.46,15-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Jul-2020 - 00:00,28.43,70.22,25.28,-0.02,81.48,0.02,740.96,56.03,29.92,7.05,11.38,42.74,31.99,6.63,0.73,17.13,1.24,1.73,0.42,1.97,219.43,16-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Jul-2020 - 00:00,21.2,62.1,26.56,-0.03,77.22,0.0,739.85,102.7,35.41,12.6,12.56,43.09,32.29,15.38,0.73,17.94,1.2,1.69,0.41,2.91,216.13,17-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Jul-2020 - 00:00,24.47,70.72,26.79,-0.02,79.24,0.0,741.88,72.07,31.22,6.21,11.88,42.03,32.01,8.45,0.89,20.51,1.51,2.12,0.52,2.2,217.94,18-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Jul-2020 - 00:00,19.48,62.0,28.96,-0.05,76.55,0.0,743.37,187.66,31.34,6.68,4.78,32.56,21.08,7.03,0.56,27.25,0.94,1.31,0.33,2.33,199.63,19-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Jul-2020 - 00:00,25.9,86.58,29.64,-0.03,74.2,0.0,743.59,195.65,31.47,9.2,3.84,33.91,20.96,7.11,0.66,26.98,1.11,1.56,0.38,2.54,204.22,20-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Jul-2020 - 00:00,30.94,89.99,29.02,-0.05,77.41,0.03,743.32,127.83,31.84,3.8,3.7,37.54,22.71,7.86,0.73,28.42,1.24,1.73,0.42,2.8,202.18,21-Jul-2020 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
