from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,SR,RF,to date,station
15-Aug-2020 - 00:00,9.43,2.37,6.94,3.78,9.41,0.76,1.81,18.96,43.17,0.4,0.58,38.19,0.32,336.75,66.34,740.0,102.79,0.0,16-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Aug-2020 - 00:00,9.83,2.36,7.15,3.74,9.6,1.12,1.8,13.02,30.82,0.33,0.38,38.33,0.31,339.4,67.44,740.0,87.99,0.0,17-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Aug-2020 - 00:00,10.62,2.52,7.7,3.17,10.38,1.02,1.69,13.56,34.77,0.29,0.53,37.57,0.31,333.43,70.28,740.0,63.6,0.29,18-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Aug-2020 - 00:00,11.88,2.47,8.33,2.85,11.32,0.64,2.2,14.96,49.05,0.5,3.48,38.0,0.3,327.34,68.47,740.0,61.05,0.05,19-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Aug-2020 - 00:00,11.45,2.66,8.25,3.32,8.95,1.15,10.17,11.06,31.08,0.53,3.88,33.7,0.31,328.44,75.58,740.0,14.5,0.89,20-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Aug-2020 - 00:00,9.38,2.14,6.73,3.76,9.32,0.84,1.85,10.01,18.61,0.37,1.13,33.07,0.32,327.96,74.15,740.23,41.19,1.38,21-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Aug-2020 - 00:00,8.74,2.47,6.66,5.72,7.89,0.42,1.84,10.12,24.13,0.41,1.26,36.84,0.33,320.54,64.22,740.62,109.59,0.0,22-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Aug-2020 - 00:00,8.95,2.29,6.64,5.84,4.66,0.49,1.78,9.08,24.1,0.31,0.59,38.05,0.36,337.17,59.9,740.4,109.98,0.0,23-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Aug-2020 - 00:00,9.51,2.07,6.74,3.18,5.26,0.89,1.77,9.92,24.91,0.24,0.32,37.02,0.33,338.67,64.59,740.19,89.98,0.0,24-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Aug-2020 - 00:00,9.14,2.23,6.67,3.28,5.66,0.21,1.78,9.43,20.93,0.23,0.42,36.59,0.33,338.73,65.74,740.27,78.05,0.0,25-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Aug-2020 - 00:00,10.06,2.4,7.3,3.12,5.12,1.03,1.84,12.02,30.11,0.28,0.37,36.57,0.31,340.77,66.7,740.8,77.66,0.0,26-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Aug-2020 - 00:00,11.82,2.92,8.67,3.98,5.35,0.74,2.23,18.18,56.56,0.29,3.32,37.69,0.3,307.93,63.82,741.0,88.33,0.0,27-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Aug-2020 - 00:00,10.64,2.39,7.59,4.94,4.59,1.13,1.79,16.58,49.92,0.79,2.57,38.67,0.3,321.78,61.62,740.92,101.97,0.0,28-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Aug-2020 - 00:00,11.9,3.46,9.14,4.1,5.76,1.24,1.96,17.63,52.64,0.69,3.56,35.6,0.32,323.36,69.09,740.29,30.53,0.0,29-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Aug-2020 - 00:00,9.94,2.45,7.29,2.91,5.9,0.4,1.86,13.34,36.5,0.62,1.38,37.77,0.31,338.45,62.39,740.29,101.86,0.0,30-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Aug-2020 - 00:00,9.43,2.06,6.7,2.44,3.24,0.5,1.76,12.03,31.03,0.26,0.58,36.26,0.48,339.12,62.46,740.31,73.85,0.0,31-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Aug-2020 - 00:00,10.02,2.22,7.13,3.57,5.67,0.99,1.8,12.81,29.92,0.26,0.35,36.63,0.33,339.26,62.51,740.81,93.51,0.0,01-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Sep-2020 - 00:00,9.87,2.68,7.42,3.81,1.86,1.29,1.73,13.92,34.5,0.29,0.61,37.06,0.3,341.68,61.66,741.0,99.85,0.0,02-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Sep-2020 - 00:00,13.16,4.39,10.57,3.47,5.94,1.35,1.79,22.77,67.15,0.58,2.27,38.62,0.3,337.15,60.38,741.0,90.54,0.0,03-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Sep-2020 - 00:00,10.47,2.01,7.2,3.81,3.9,1.91,1.71,20.59,60.42,0.52,0.6,38.95,0.36,336.01,59.98,741.0,86.96,0.0,04-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Sep-2020 - 00:00,10.37,2.18,7.29,5.67,4.79,0.62,1.76,26.35,65.7,0.51,1.13,39.0,0.32,338.49,60.6,741.0,92.86,0.0,05-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Sep-2020 - 00:00,11.97,3.43,9.15,5.22,2.4,0.58,1.8,26.76,74.43,0.22,4.35,38.29,0.3,334.48,62.22,740.96,104.91,0.0,06-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Sep-2020 - 00:00,11.32,2.06,7.71,3.45,4.73,0.46,1.8,23.59,60.69,,,37.48,0.3,334.18,62.29,740.8,85.23,0.0,07-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Sep-2020 - 00:00,13.04,2.76,9.18,4.15,6.04,0.18,4.71,33.67,92.24,1.47,14.79,38.32,0.3,336.57,61.77,740.9,74.2,0.0,08-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Sep-2020 - 00:00,12.73,2.66,8.94,4.73,5.07,1.08,1.93,29.01,84.48,1.0,6.11,39.0,0.31,324.74,59.88,741.0,105.71,0.0,09-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Sep-2020 - 00:00,11.55,2.23,7.96,5.6,8.55,0.44,1.75,32.25,95.65,0.74,3.39,39.19,0.31,307.71,59.71,740.95,99.33,0.0,10-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Sep-2020 - 00:00,13.81,2.72,9.56,5.34,5.58,0.9,1.88,28.49,103.69,0.45,3.43,39.12,0.35,298.23,58.58,740.36,103.31,0.0,11-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Sep-2020 - 00:00,17.7,6.63,14.81,6.74,1.89,0.55,1.78,30.78,139.17,0.04,0.0,40.47,0.3,299.3,55.66,740.66,100.01,0.0,12-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Sep-2020 - 00:00,16.82,5.39,13.33,7.53,6.74,0.54,1.81,33.28,156.34,1.23,13.21,40.6,0.3,319.3,55.34,741.0,90.21,0.0,13-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Sep-2020 - 00:00,13.46,3.11,9.69,7.84,5.85,1.09,1.85,50.66,151.47,1.48,3.76,40.39,0.3,333.91,57.28,741.0,72.48,0.0,14-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Sep-2020 - 00:00,13.69,3.51,10.13,8.19,4.81,0.99,1.69,50.33,144.14,1.33,2.72,39.98,0.31,330.82,57.92,740.97,73.64,0.0,15-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Sep-2020 - 00:00,13.41,2.82,9.43,6.88,5.01,0.99,1.8,50.99,149.51,1.0,2.51,39.82,0.3,309.16,57.76,740.84,89.56,0.0,16-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Sep-2020 - 00:00,14.2,3.26,10.21,6.98,6.02,0.57,1.93,52.03,173.9,0.42,3.5,39.85,0.33,295.24,57.8,740.81,89.58,0.0,17-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Sep-2020 - 00:00,12.59,2.71,8.9,8.09,3.44,0.65,2.04,40.01,130.72,0.81,5.8,39.73,0.4,268.88,57.21,740.65,99.19,0.0,18-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Sep-2020 - 00:00,12.61,3.51,9.56,9.19,6.75,,1.98,43.44,131.8,0.89,6.97,40.37,0.36,289.65,56.05,740.36,98.23,0.0,19-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Sep-2020 - 00:00,11.69,4.01,9.49,11.13,4.26,0.63,2.03,50.82,152.94,1.19,5.52,40.47,0.31,302.67,56.23,740.4,95.51,0.0,20-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Sep-2020 - 00:00,11.03,2.41,7.83,8.97,8.01,0.57,1.78,55.17,161.12,1.63,2.95,40.13,0.31,292.49,57.39,740.31,89.68,0.0,21-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Sep-2020 - 00:00,11.26,2.04,7.65,6.56,4.04,0.93,1.72,51.83,163.05,1.29,1.72,40.38,0.3,315.69,56.51,740.23,73.6,0.0,22-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Sep-2020 - 00:00,10.37,2.06,7.19,5.55,2.66,0.66,1.79,23.16,62.54,0.69,0.67,39.75,0.31,327.78,55.43,740.33,97.36,0.0,23-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Sep-2020 - 00:00,9.37,2.21,6.78,5.3,3.24,0.73,1.86,23.01,59.44,0.8,0.99,38.73,0.3,336.21,57.31,740.27,77.75,0.0,24-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Sep-2020 - 00:00,8.22,2.14,6.12,5.92,4.19,1.41,1.87,20.95,48.08,0.52,0.65,37.83,0.3,325.5,58.78,740.73,89.24,0.0,25-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Sep-2020 - 00:00,11.39,2.81,8.34,5.48,2.3,0.59,1.74,34.15,121.65,0.83,2.23,37.95,0.35,300.82,57.79,740.51,89.38,0.0,26-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Sep-2020 - 00:00,16.95,8.52,15.95,6.5,4.17,0.54,1.77,40.58,196.21,1.94,18.09,36.57,0.32,301.25,57.03,740.48,72.5,0.0,27-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Sep-2020 - 00:00,14.05,4.36,11.02,4.96,1.91,0.84,1.83,23.86,131.14,1.08,8.06,36.54,0.31,273.35,52.74,741.0,93.18,0.0,28-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Sep-2020 - 00:00,14.05,6.29,12.59,7.69,3.93,0.51,1.77,44.58,228.77,1.62,9.82,36.83,0.33,257.97,52.78,741.0,94.24,0.0,29-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Sep-2020 - 00:00,12.68,4.15,10.11,9.35,3.74,0.34,1.78,41.3,192.9,1.2,3.92,36.4,0.39,267.42,54.62,741.0,91.93,0.0,30-Sep-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Sep-2020 - 00:00,12.1,3.31,9.12,6.79,3.73,0.19,1.71,31.5,164.61,0.94,2.9,35.98,0.36,242.5,51.68,741.0,94.03,0.0,01-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Oct-2020 - 00:00,13.21,3.17,9.59,8.34,4.37,0.95,1.75,33.89,177.03,1.38,3.88,35.83,0.34,260.59,52.88,740.95,90.59,0.0,02-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Oct-2020 - 00:00,14.46,4.01,10.96,6.04,5.32,0.54,1.76,39.97,227.99,2.17,9.16,36.29,0.3,276.49,52.58,740.9,88.29,0.0,03-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Oct-2020 - 00:00,11.23,3.04,8.45,6.97,2.92,0.73,1.79,47.64,197.38,1.95,2.43,35.46,0.31,274.27,52.07,741.0,90.23,0.0,04-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Oct-2020 - 00:00,14.29,3.33,10.31,7.58,7.96,1.07,1.75,41.35,189.79,1.61,2.39,34.51,0.3,296.86,48.43,741.0,91.55,0.0,05-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Oct-2020 - 00:00,13.11,3.44,9.78,6.89,2.5,0.75,1.79,45.3,194.85,1.42,3.71,34.52,0.34,295.19,49.88,741.0,90.23,0.0,06-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Oct-2020 - 00:00,14.27,5.79,12.29,6.53,5.78,0.86,1.74,52.95,208.47,1.82,9.0,34.86,0.33,292.99,49.02,741.0,88.93,0.0,07-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Oct-2020 - 00:00,13.06,4.42,10.55,7.84,3.36,0.92,1.75,61.92,241.67,2.45,3.79,34.5,0.3,285.64,49.62,741.07,86.0,0.0,08-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Oct-2020 - 00:00,,,,,8.64,0.91,1.81,57.89,248.99,2.59,2.76,35.22,0.31,303.39,50.36,741.11,84.57,0.0,09-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Oct-2020 - 00:00,,,,,5.15,0.82,1.86,56.01,245.56,2.53,3.92,35.96,0.3,292.28,48.68,741.19,78.58,0.0,10-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Oct-2020 - 00:00,,,,,6.78,0.91,1.74,69.64,266.19,2.63,3.34,34.95,0.3,241.8,51.57,741.05,79.23,0.0,11-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Oct-2020 - 00:00,,,,,6.29,0.47,1.76,60.83,262.78,2.59,2.82,35.41,0.3,269.14,52.09,741.0,77.42,0.0,12-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Oct-2020 - 00:00,,,,,3.04,0.93,1.8,70.78,276.71,3.47,4.2,36.64,0.3,309.92,49.84,741.0,74.43,0.0,13-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Oct-2020 - 00:00,,,,,6.13,0.51,1.8,52.78,213.41,2.48,3.31,36.6,0.3,321.62,51.65,741.0,59.59,0.0,14-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Oct-2020 - 00:00,,,,,5.39,1.0,1.73,68.86,223.44,3.04,5.69,36.38,0.3,309.76,51.33,741.0,66.23,0.0,15-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Oct-2020 - 00:00,,,,,2.51,0.77,1.77,77.08,263.69,3.48,4.86,35.48,0.31,294.25,46.15,741.0,71.31,0.0,16-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Oct-2020 - 00:00,,,,,4.59,0.78,1.8,57.31,237.49,3.37,4.34,33.73,0.3,296.47,40.92,741.0,77.4,0.0,17-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Oct-2020 - 00:00,33.58,25.37,38.49,,3.12,1.16,1.7,62.66,254.67,3.9,5.18,33.67,0.3,225.41,42.83,741.06,69.03,0.0,18-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Oct-2020 - 00:00,27.83,21.5,32.28,,7.95,0.79,1.76,51.29,228.22,2.12,6.96,33.37,0.31,227.73,41.23,741.0,74.35,0.0,19-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Oct-2020 - 00:00,26.26,20.46,30.61,,7.5,0.49,1.86,61.79,251.48,2.26,3.1,32.52,0.33,219.44,41.93,741.0,77.68,0.0,20-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Oct-2020 - 00:00,25.23,19.34,29.15,,4.14,0.8,1.7,49.6,208.29,2.32,5.57,32.11,0.32,285.08,39.21,741.0,82.33,0.0,21-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Oct-2020 - 00:00,40.33,29.58,45.5,,4.99,0.86,1.76,61.48,292.03,3.84,19.82,32.02,0.31,285.83,40.41,741.07,74.8,0.0,22-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Oct-2020 - 00:00,39.9,29.98,45.59,,4.2,0.95,1.83,69.55,289.34,4.26,10.01,33.56,0.3,305.69,40.89,741.0,60.56,0.0,23-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Oct-2020 - 00:00,39.73,28.63,44.41,,3.95,0.78,1.73,78.06,294.65,4.76,6.03,32.28,0.3,300.4,41.98,741.0,71.84,0.0,24-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Oct-2020 - 00:00,48.62,34.12,53.6,,6.86,0.75,1.76,86.25,329.11,5.5,10.61,30.45,0.3,249.97,44.76,741.0,63.97,0.0,25-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Oct-2020 - 00:00,47.89,33.75,52.9,,4.08,0.85,1.8,74.96,351.5,4.9,20.81,31.73,0.3,312.61,43.11,741.19,67.44,0.0,26-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Oct-2020 - 00:00,48.85,34.49,54.03,,2.4,1.14,1.72,77.81,300.57,4.35,6.42,30.77,0.3,259.68,43.34,741.29,58.04,0.0,27-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Oct-2020 - 00:00,34.38,24.61,38.3,,2.96,1.16,1.81,78.54,288.5,3.3,6.85,29.03,0.3,201.64,42.95,741.25,70.0,0.0,28-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Oct-2020 - 00:00,45.85,32.0,50.41,,3.59,1.08,1.7,75.41,305.01,4.18,17.21,29.01,0.3,257.8,42.03,741.33,61.72,0.0,29-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Oct-2020 - 00:00,43.52,30.84,48.22,,3.39,1.43,1.78,82.66,297.3,5.15,11.13,29.54,0.3,306.68,46.08,741.45,59.65,0.0,30-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Oct-2020 - 00:00,35.13,25.1,39.08,,3.52,0.6,1.78,66.6,276.47,3.65,5.21,28.95,0.3,237.22,45.33,741.34,65.92,0.0,31-Oct-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Oct-2020 - 00:00,38.03,26.58,41.84,,5.17,1.33,1.73,106.97,407.72,3.85,10.23,27.99,0.3,210.8,47.02,741.31,64.85,0.0,01-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Nov-2020 - 00:00,36.28,24.91,39.55,,7.09,1.32,1.81,94.26,447.79,3.58,6.43,27.4,0.31,235.98,41.71,741.39,64.81,0.0,02-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Nov-2020 - 00:00,38.37,26.25,41.75,,4.1,1.19,1.81,103.34,391.35,3.27,10.62,26.73,0.3,265.36,41.2,741.67,58.26,0.0,03-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Nov-2020 - 00:00,52.27,35.64,56.78,,5.49,1.8,1.74,88.79,391.49,4.92,39.77,26.33,0.3,313.16,42.77,741.39,58.01,0.0,04-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Nov-2020 - 00:00,63.88,42.02,68.15,,3.92,1.53,1.79,187.41,598.86,6.32,53.96,25.39,0.3,291.67,47.91,741.19,42.4,0.0,05-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Nov-2020 - 00:00,46.9,28.22,47.9,,1.41,1.77,1.72,117.97,496.94,4.87,35.01,28.62,0.3,253.61,42.66,741.67,61.43,0.0,06-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Nov-2020 - 00:00,46.22,25.67,45.46,,5.39,1.56,1.86,108.2,432.06,3.99,17.43,28.18,0.3,254.33,43.02,741.99,57.95,0.0,07-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Nov-2020 - 00:00,53.05,24.16,47.86,,4.92,1.1,1.79,109.08,462.84,3.68,18.64,27.2,0.32,294.49,43.99,742.0,60.42,0.0,08-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Nov-2020 - 00:00,59.83,19.47,47.66,,4.27,1.61,1.76,114.34,574.33,5.78,23.13,25.98,0.3,281.6,47.75,742.0,46.64,0.0,09-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Nov-2020 - 00:00,58.36,14.85,43.11,,0.88,1.6,1.73,114.1,467.18,6.31,8.98,25.81,0.3,267.21,52.42,742.0,47.65,0.0,10-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Nov-2020 - 00:00,38.53,22.58,38.85,56.28,4.41,2.22,22.01,109.58,418.86,5.44,11.98,26.75,0.3,255.66,52.03,741.84,53.22,0.0,11-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Nov-2020 - 00:00,4.92,27.76,25.19,66.65,2.61,7.23,56.85,63.29,285.31,4.22,13.47,26.99,0.3,157.14,51.1,742.0,57.36,0.0,12-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Nov-2020 - 00:00,0.99,16.62,14.03,72.27,3.96,2.11,75.89,43.47,228.92,3.11,9.13,27.18,0.3,151.65,49.55,742.0,55.72,0.0,13-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Nov-2020 - 00:00,2.15,14.46,12.9,72.32,4.3,3.7,102.78,71.25,305.84,4.02,14.05,26.99,0.3,137.15,48.72,742.0,51.66,0.0,14-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Nov-2020 - 00:00,5.02,11.01,11.62,73.98,8.2,7.68,105.87,137.84,490.55,4.59,8.83,25.33,0.3,146.86,50.46,741.68,42.64,0.0,15-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Nov-2020 - 00:00,7.61,6.82,9.59,76.07,2.31,5.2,111.05,105.85,396.93,3.36,5.44,25.53,0.3,152.0,55.55,741.64,42.75,0.01,16-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Nov-2020 - 00:00,5.51,4.72,6.76,77.36,5.29,4.1,74.08,27.49,110.27,1.12,1.22,25.74,0.3,157.79,60.11,741.9,57.69,0.0,17-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Nov-2020 - 00:00,4.8,4.35,6.09,77.93,4.27,4.19,68.79,32.85,122.16,1.64,2.3,24.85,0.3,134.15,58.24,741.57,62.25,0.0,18-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Nov-2020 - 00:00,3.71,3.93,5.17,78.35,4.28,3.11,90.92,59.95,183.73,2.06,4.05,23.09,0.3,137.56,55.42,741.29,59.73,0.0,19-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Nov-2020 - 00:00,3.59,3.7,4.92,78.96,4.24,2.59,102.09,57.4,218.05,2.48,3.91,22.53,0.3,135.15,51.64,741.35,59.45,0.0,20-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Nov-2020 - 00:00,2.61,3.18,3.97,79.4,4.31,2.31,114.94,58.39,238.84,2.07,2.4,21.32,0.3,139.12,51.03,741.61,61.39,0.0,21-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Nov-2020 - 00:00,1.84,2.91,3.35,79.31,3.55,6.11,96.39,32.53,176.5,1.42,2.18,20.56,0.3,164.03,45.07,741.71,64.82,0.0,22-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Nov-2020 - 00:00,1.05,2.98,2.99,79.64,7.97,2.99,91.54,41.24,209.27,2.24,6.08,20.08,0.3,172.64,44.69,741.71,62.17,0.0,23-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Nov-2020 - 00:00,0.44,3.32,2.89,80.17,5.14,2.76,102.36,80.43,288.61,3.95,15.41,20.8,0.3,161.91,45.91,741.83,55.12,0.0,24-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Nov-2020 - 00:00,0.56,3.31,2.59,80.67,3.84,3.83,90.52,93.92,339.69,4.88,21.57,20.51,0.3,152.71,50.36,741.81,44.5,0.0,25-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Nov-2020 - 00:00,,2.05,1.07,80.08,1.7,3.27,87.63,78.14,282.76,4.38,9.69,21.92,0.3,160.53,56.38,742.0,29.78,0.0,26-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Nov-2020 - 00:00,,1.84,0.71,79.76,4.92,3.63,63.64,40.32,128.16,2.33,2.9,23.05,0.3,163.21,57.84,742.0,45.64,0.0,27-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Nov-2020 - 00:00,,1.83,0.72,79.74,3.93,2.63,64.67,34.55,99.67,1.73,2.79,22.78,0.3,175.11,53.62,742.0,60.41,0.0,28-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Nov-2020 - 00:00,,1.8,0.54,79.54,2.6,5.06,77.78,37.83,121.16,1.9,6.73,22.25,0.3,175.35,49.91,742.0,60.02,0.0,29-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Nov-2020 - 00:00,,2.02,0.53,79.6,3.38,1.64,97.26,48.67,163.11,4.33,26.04,21.5,0.3,168.54,48.95,742.0,57.17,0.0,30-Nov-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Nov-2020 - 00:00,,1.9,0.42,79.49,4.41,2.6,105.89,76.4,174.21,4.26,18.86,21.52,0.3,170.11,51.14,741.91,51.52,0.0,01-Dec-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Dec-2020 - 00:00,,1.8,0.25,79.3,3.4,,59.75,83.0,158.0,5.4,9.55,16.85,0.3,177.0,59.5,742.0,7.0,0.0,02-Dec-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
