from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,SR,RF,to date,station
20-Apr-2020 - 00:00,63.75,12.54,44.11,28.75,6.66,1.63,1.73,53.75,213.84,1.38,1.31,32.99,0.54,262.29,44.96,741.0,63.46,0.0,21-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Apr-2020 - 00:00,59.62,7.9,38.14,28.97,7.65,1.8,1.79,37.44,142.74,1.08,0.64,33.99,0.55,205.16,43.45,741.0,115.91,0.0,22-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Apr-2020 - 00:00,66.88,14.8,47.61,37.81,12.74,1.93,1.75,47.82,172.41,1.39,1.23,35.98,0.36,217.05,38.86,741.0,119.3,0.0,23-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Apr-2020 - 00:00,61.79,7.3,38.8,34.4,11.44,1.56,1.88,53.19,225.19,1.31,1.12,35.96,0.47,278.95,41.55,741.0,76.75,0.0,24-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Apr-2020 - 00:00,56.18,7.33,35.84,24.2,7.61,1.93,1.73,46.78,180.98,1.26,0.77,36.92,0.34,294.7,42.26,741.0,116.04,0.0,25-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Apr-2020 - 00:00,57.73,6.37,35.89,20.01,7.62,2.28,1.84,47.56,201.97,1.15,0.77,37.42,0.43,297.84,40.14,741.0,101.44,0.0,26-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Apr-2020 - 00:00,45.51,5.11,28.36,18.12,8.23,1.08,1.81,39.03,163.37,0.94,0.6,30.87,1.73,285.27,53.86,741.0,73.67,0.0,27-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Apr-2020 - 00:00,41.63,4.7,25.97,13.69,8.82,,1.81,18.39,61.55,0.51,0.43,31.27,1.72,286.44,56.34,741.28,113.91,0.0,28-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Apr-2020 - 00:00,47.61,4.6,29.06,10.31,7.98,,1.82,25.34,88.27,0.62,0.71,35.08,0.53,247.26,48.54,741.33,106.83,0.0,29-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Apr-2020 - 00:00,51.69,6.34,32.65,9.93,9.63,,1.84,37.49,138.11,0.96,0.64,36.8,0.46,311.79,49.42,741.0,108.74,0.0,30-Apr-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Apr-2020 - 00:00,49.96,4.92,30.58,9.1,8.81,,1.79,38.09,160.1,0.86,0.54,38.91,0.37,283.21,47.56,741.01,109.62,0.0,01-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-May-2020 - 00:00,47.12,4.23,28.51,8.39,7.26,,1.8,31.82,140.8,0.6,0.37,37.22,0.71,317.67,50.49,741.0,112.37,0.0,02-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-May-2020 - 00:00,43.44,4.18,26.5,7.48,7.82,,1.77,23.38,120.84,0.42,0.31,36.62,1.66,323.83,50.58,741.0,114.05,0.0,03-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-May-2020 - 00:00,46.13,4.57,28.25,7.53,7.72,,1.75,32.08,140.26,0.72,0.66,34.86,1.32,282.07,53.99,741.0,61.68,0.0,04-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-May-2020 - 00:00,45.2,4.49,27.69,6.43,10.6,,1.73,22.47,74.43,0.53,0.5,35.16,0.46,153.84,51.22,741.01,111.55,0.0,05-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-May-2020 - 00:00,51.96,6.62,33.02,9.88,6.76,1.61,1.77,37.98,133.65,0.97,0.96,38.21,0.52,142.57,45.21,741.0,114.54,0.0,06-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-May-2020 - 00:00,60.63,7.16,38.06,6.84,5.56,2.06,1.69,33.68,136.44,0.79,0.79,36.41,0.43,237.89,46.39,741.0,94.39,0.0,07-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-May-2020 - 00:00,50.8,5.33,31.35,12.15,7.06,2.09,2.04,23.52,106.39,0.43,0.64,38.12,0.89,169.68,40.38,741.0,118.21,0.03,08-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-May-2020 - 00:00,57.41,6.65,35.94,9.54,5.16,,1.72,30.4,122.08,0.92,0.74,38.5,0.41,224.94,46.94,741.0,105.78,0.0,09-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-May-2020 - 00:00,63.08,5.99,38.43,8.23,3.75,,1.78,42.17,148.25,1.04,0.75,39.5,0.53,206.02,47.68,741.0,99.47,0.0,10-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-May-2020 - 00:00,54.23,5.9,33.64,7.26,2.94,,1.84,,129.29,0.63,0.63,32.82,1.3,195.2,54.08,741.0,43.75,0.04,11-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-May-2020 - 00:00,56.71,6.48,35.43,8.5,4.8,,1.78,44.14,73.12,0.62,0.56,34.42,0.47,168.8,52.1,741.0,109.34,0.0,12-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-May-2020 - 00:00,54.11,4.94,32.8,8.31,3.07,,1.83,39.82,92.54,0.7,0.61,36.96,0.46,189.41,49.3,741.0,93.4,0.0,13-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-May-2020 - 00:00,50.14,5.98,31.53,10.69,3.59,1.73,1.78,59.91,193.67,1.09,1.52,37.08,0.34,272.56,51.3,741.0,68.74,0.0,14-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-May-2020 - 00:00,48.43,8.96,33.04,12.43,4.27,1.89,1.82,55.8,207.61,1.03,4.39,38.33,0.72,258.96,47.05,741.0,106.16,0.51,15-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-May-2020 - 00:00,47.67,5.24,29.61,9.64,4.93,0.74,1.76,30.95,110.28,0.56,0.7,38.45,0.63,325.3,42.97,741.0,111.43,0.0,16-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-May-2020 - 00:00,51.05,7.53,33.27,12.03,4.5,2.06,1.79,52.49,177.24,1.17,1.88,39.39,0.65,327.19,39.0,740.88,116.98,0.0,17-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-May-2020 - 00:00,54.46,10.18,37.23,10.57,3.89,2.28,1.82,65.24,220.18,1.54,2.01,41.39,0.38,310.5,35.35,740.44,102.61,0.0,18-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-May-2020 - 00:00,50.98,8.8,34.27,12.06,3.63,1.07,1.85,66.07,225.85,1.79,2.42,40.22,0.42,309.1,34.54,740.36,107.8,0.0,19-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-May-2020 - 00:00,52.3,15.14,40.13,13.53,5.45,1.16,1.74,53.67,174.16,1.61,3.05,40.04,0.35,275.32,33.79,740.31,108.94,0.0,20-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-May-2020 - 00:00,51.19,9.63,35.06,17.98,7.06,1.65,1.65,49.03,162.49,1.28,2.12,40.34,0.6,322.29,31.47,740.22,116.6,0.0,21-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-May-2020 - 00:00,59.6,10.01,39.79,19.29,6.33,1.3,1.73,53.91,208.63,0.99,2.02,40.09,0.86,321.43,31.5,740.05,117.86,0.0,22-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-May-2020 - 00:00,68.67,24.57,56.49,26.1,4.52,0.92,1.8,73.38,232.55,2.66,12.45,40.11,0.33,258.68,32.45,740.3,108.0,0.0,23-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-May-2020 - 00:00,50.24,9.52,34.59,26.3,3.89,1.95,1.71,70.28,216.49,1.59,1.52,41.49,0.31,193.47,39.31,740.49,97.97,0.0,24-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-May-2020 - 00:00,48.47,7.63,32.23,16.92,5.83,1.36,1.76,61.47,198.22,1.19,1.65,42.27,0.47,265.93,39.02,740.48,106.7,0.0,25-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-May-2020 - 00:00,54.43,10.01,37.09,14.99,4.9,1.13,1.8,54.45,167.14,1.25,1.76,42.2,0.7,314.05,32.41,740.42,116.29,0.0,26-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-May-2020 - 00:00,58.88,14.5,40.93,19.12,5.32,0.88,1.81,58.53,169.42,1.64,9.74,41.71,0.39,273.31,32.89,740.29,112.51,0.0,27-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-May-2020 - 00:00,,,,,2.09,1.32,1.77,38.4,99.16,0.91,1.45,41.08,0.52,199.92,34.9,740.03,110.73,0.0,28-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-May-2020 - 00:00,,,,,5.44,0.85,1.75,29.86,86.6,0.29,0.26,39.58,1.89,270.39,44.25,740.16,97.94,0.0,29-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-May-2020 - 00:00,,,,,3.54,0.89,1.79,14.91,22.82,0.23,0.23,35.77,0.72,325.16,53.65,740.65,93.75,0.09,30-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-May-2020 - 00:00,,,,,4.79,0.36,1.76,14.87,22.42,0.28,0.31,34.74,0.37,325.01,55.8,741.0,107.4,0.0,31-May-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-May-2020 - 00:00,,,,,4.87,0.79,1.77,13.08,18.15,0.19,0.4,32.23,0.37,318.11,63.2,741.0,104.05,0.5,01-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Jun-2020 - 00:00,,,,,8.37,0.85,1.78,20.82,28.96,0.24,0.46,35.11,0.3,271.39,58.61,741.0,119.53,0.0,02-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Jun-2020 - 00:00,,,,,5.86,2.57,1.84,26.33,45.84,0.32,0.65,37.83,0.35,305.85,52.92,741.0,107.91,0.0,03-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Jun-2020 - 00:00,,,,,5.16,1.14,1.8,25.49,56.04,0.62,2.07,39.25,0.3,297.71,50.0,740.78,110.26,0.0,04-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Jun-2020 - 00:00,,,,,7.81,2.25,1.86,25.72,64.61,0.74,1.35,37.56,0.31,312.71,51.88,740.57,60.72,0.0,05-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Jun-2020 - 00:00,,,,,2.96,1.31,1.86,16.01,40.23,0.45,0.46,36.03,0.31,326.47,53.85,740.55,99.5,0.0,06-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Jun-2020 - 00:00,,,,,6.84,0.86,1.74,20.0,44.96,0.46,0.46,37.61,0.3,327.11,53.09,740.41,119.69,0.0,07-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Jun-2020 - 00:00,,,,,7.42,1.27,1.69,28.6,74.26,0.95,0.99,37.13,0.37,303.09,53.57,740.36,90.49,0.0,08-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Jun-2020 - 00:00,,,,,7.26,0.64,1.83,25.17,55.5,0.64,1.02,39.57,0.32,301.61,49.6,740.35,109.51,0.0,09-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Jun-2020 - 00:00,,,,,6.88,0.36,1.7,37.54,88.32,0.79,1.38,42.46,0.32,302.95,46.57,740.4,108.92,0.0,10-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Jun-2020 - 00:00,,,,,9.38,1.13,1.74,45.9,112.4,0.86,2.21,41.98,0.32,303.61,45.67,740.34,100.75,0.0,11-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Jun-2020 - 00:00,,,,,8.39,0.68,1.77,43.46,108.56,0.87,2.61,41.82,0.3,295.34,48.57,740.2,101.64,0.0,12-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Jun-2020 - 00:00,,,,,8.89,0.59,1.77,37.56,93.31,0.74,0.79,42.73,0.31,329.46,50.29,740.02,107.95,0.0,13-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Jun-2020 - 00:00,,,,,7.44,1.73,1.7,38.32,94.93,0.71,1.02,40.76,0.38,324.8,53.95,740.0,81.46,0.0,14-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Jun-2020 - 00:00,,,,,6.97,1.17,1.96,27.29,61.25,0.39,0.94,42.35,0.31,299.93,52.7,740.28,96.65,0.0,15-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Jun-2020 - 00:00,,,,,6.59,1.07,1.98,24.02,64.97,0.56,0.7,42.11,0.3,317.06,47.61,740.14,102.12,0.0,16-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Jun-2020 - 00:00,,,,,8.48,0.83,1.81,20.56,49.76,0.4,0.44,42.49,0.3,333.75,49.1,740.0,114.72,0.0,17-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Jun-2020 - 00:00,,,,,6.9,1.59,1.74,18.3,35.14,0.21,0.38,41.69,0.37,336.41,52.32,740.0,116.09,0.0,18-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Jun-2020 - 00:00,,,,,8.68,1.26,1.76,24.31,41.97,0.31,0.48,41.67,0.3,329.33,51.78,740.0,121.62,0.0,19-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Jun-2020 - 00:00,,,,,8.13,0.86,1.89,23.23,58.56,0.44,0.51,42.25,0.34,332.96,54.5,740.0,100.01,0.0,20-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Jun-2020 - 00:00,,,,,11.62,0.88,1.83,22.59,76.9,6.79,1.26,41.09,0.31,317.95,51.89,740.24,81.06,0.0,21-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Jun-2020 - 00:00,,,,,8.02,1.12,1.91,17.69,39.53,0.55,1.0,37.88,0.32,330.8,59.6,740.02,74.0,0.18,22-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Jun-2020 - 00:00,,,,,6.67,0.99,1.95,23.58,49.14,0.79,0.93,39.76,0.31,326.17,56.22,740.01,114.1,0.0,23-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Jun-2020 - 00:00,,,,,8.71,0.56,1.81,14.68,30.52,0.39,0.52,39.63,0.4,337.05,56.86,740.49,107.94,0.0,24-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Jun-2020 - 00:00,8.05,1.95,5.85,19.3,9.93,1.16,2.1,16.51,37.6,1.5,0.83,37.59,0.34,327.1,63.61,740.72,69.51,0.24,25-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Jun-2020 - 00:00,21.09,2.85,13.54,15.01,7.58,0.93,1.83,25.18,75.05,17.8,1.51,39.51,0.31,285.08,60.29,740.21,106.27,0.0,26-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Jun-2020 - 00:00,26.07,5.56,18.15,10.2,10.27,1.03,2.14,21.98,75.91,4.54,2.93,40.37,0.32,321.69,58.33,740.09,98.2,0.0,27-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Jun-2020 - 00:00,29.1,5.22,19.73,10.4,9.19,0.96,1.82,32.22,164.04,1.63,6.54,42.52,0.43,320.61,52.16,740.0,113.59,0.0,28-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Jun-2020 - 00:00,32.1,7.59,23.25,8.38,7.45,1.03,1.8,37.72,184.82,0.43,2.38,43.07,0.43,315.8,50.22,740.0,112.64,0.0,29-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Jun-2020 - 00:00,29.08,3.57,18.53,6.71,10.99,0.74,1.88,27.21,78.07,0.37,0.77,39.91,0.39,323.28,56.72,740.21,103.92,0.17,30-Jun-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Jun-2020 - 00:00,28.51,3.23,17.77,9.69,9.04,0.56,1.84,20.97,57.93,0.84,0.52,39.46,0.31,299.49,60.25,740.33,92.23,0.0,01-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Jul-2020 - 00:00,31.14,4.17,19.97,9.26,8.21,1.0,2.34,20.4,67.28,3.78,1.44,41.48,0.3,312.31,56.23,740.27,97.05,0.0,02-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Jul-2020 - 00:00,33.07,4.75,21.46,8.5,6.29,0.56,1.76,23.6,88.78,0.82,1.1,42.94,0.3,322.83,53.66,740.0,112.06,0.0,03-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Jul-2020 - 00:00,31.24,4.06,19.92,12.22,8.31,0.72,1.99,24.56,92.31,0.95,1.15,41.81,0.36,305.96,56.88,740.0,110.91,0.0,04-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Jul-2020 - 00:00,32.75,4.21,20.84,8.48,8.73,0.54,1.76,16.43,60.17,0.78,0.66,39.8,0.37,306.31,59.81,740.0,109.88,0.0,05-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Jul-2020 - 00:00,34.85,4.11,21.88,5.58,6.92,0.59,1.83,12.08,34.67,0.89,0.79,36.59,0.38,277.4,62.8,740.0,99.2,0.82,06-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Jul-2020 - 00:00,35.03,5.32,22.96,7.57,7.75,0.44,1.82,17.61,39.57,0.34,0.77,39.05,0.33,318.85,59.58,740.0,98.44,0.0,07-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Jul-2020 - 00:00,32.63,5.57,21.89,6.89,8.2,1.06,1.87,10.46,16.66,0.14,0.62,35.35,0.47,330.28,66.57,740.16,81.3,0.02,08-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Jul-2020 - 00:00,31.74,6.17,21.9,6.6,10.29,0.75,2.63,10.46,29.98,0.79,0.44,37.45,0.34,334.57,65.66,740.32,81.36,0.0,09-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Jul-2020 - 00:00,37.92,8.25,26.88,6.47,6.89,1.17,1.68,13.2,50.76,0.29,0.89,40.95,0.3,305.39,58.14,740.0,122.71,0.0,10-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Jul-2020 - 00:00,34.0,5.76,22.77,9.76,5.27,0.96,1.87,16.81,74.59,0.34,2.03,41.77,0.35,307.58,58.06,740.0,111.36,0.0,11-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Jul-2020 - 00:00,31.2,3.73,19.63,8.81,6.95,0.89,1.81,11.4,42.55,1.53,1.33,37.26,0.38,316.51,63.07,740.0,81.81,0.38,12-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Jul-2020 - 00:00,35.02,4.84,22.56,5.85,5.76,0.73,1.73,11.09,36.14,0.29,0.61,36.86,0.34,325.8,62.0,740.0,97.79,0.02,13-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Jul-2020 - 00:00,35.18,6.77,24.22,7.93,5.82,1.05,1.85,24.14,97.16,0.36,1.35,38.83,0.3,331.5,58.7,740.0,124.52,0.0,14-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Jul-2020 - 00:00,38.03,9.0,27.54,8.54,5.81,0.62,1.77,46.79,179.71,0.5,1.82,41.89,0.3,313.03,57.01,740.17,108.93,0.0,15-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
15-Jul-2020 - 00:00,32.33,3.88,20.36,7.3,8.08,1.38,1.82,28.94,71.97,0.3,0.47,39.55,0.32,334.21,60.25,740.14,73.8,0.0,16-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
16-Jul-2020 - 00:00,29.55,4.31,19.23,10.08,8.6,0.67,2.15,22.18,50.71,0.29,0.57,40.3,0.33,328.23,58.64,740.03,89.81,0.0,17-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
17-Jul-2020 - 00:00,28.41,5.27,19.4,11.41,6.92,0.66,1.84,33.64,66.46,0.35,0.66,40.64,0.33,330.62,59.74,740.16,90.78,0.0,18-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
18-Jul-2020 - 00:00,28.01,4.42,18.5,7.37,9.5,1.06,1.76,14.89,34.6,0.33,0.75,37.47,0.32,316.41,65.51,740.19,59.11,0.09,19-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
19-Jul-2020 - 00:00,32.82,5.83,22.19,5.35,7.76,0.98,1.7,16.58,41.94,0.75,0.88,37.21,0.31,333.73,67.19,740.0,62.78,0.06,20-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
20-Jul-2020 - 00:00,30.72,4.31,19.84,6.36,4.62,0.85,1.92,16.86,42.92,0.31,2.24,36.79,0.32,339.51,60.96,740.0,77.47,0.0,21-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
21-Jul-2020 - 00:00,30.13,4.48,19.67,11.22,12.73,1.65,1.84,9.36,24.82,0.33,1.7,33.35,0.33,322.91,69.33,740.23,70.0,1.09,22-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
22-Jul-2020 - 00:00,34.13,7.05,23.88,5.85,8.62,2.29,1.92,14.9,38.1,0.41,2.36,33.25,0.31,326.53,70.95,740.19,52.31,0.27,23-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
23-Jul-2020 - 00:00,35.09,7.64,24.87,5.71,5.84,1.9,1.78,23.83,70.92,0.58,6.54,36.67,0.3,324.33,62.78,740.24,107.0,0.0,24-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
24-Jul-2020 - 00:00,32.84,5.13,21.62,6.95,7.8,2.87,1.91,17.77,53.63,0.73,0.84,38.09,0.31,324.53,62.04,740.99,100.05,0.0,25-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
25-Jul-2020 - 00:00,35.27,6.36,23.93,5.74,4.59,0.94,1.8,11.45,,0.34,0.53,36.94,0.3,332.4,66.47,741.0,71.81,0.04,26-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
26-Jul-2020 - 00:00,38.71,6.24,25.67,4.71,5.7,0.24,1.74,15.05,,5.86,0.96,40.07,0.3,326.42,60.44,741.0,115.77,0.0,27-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
27-Jul-2020 - 00:00,32.53,7.03,23.02,10.73,9.75,,7.91,28.88,123.5,6.2,2.18,40.59,0.33,331.49,60.72,740.76,97.99,0.0,28-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
28-Jul-2020 - 00:00,25.39,5.12,17.66,18.1,9.5,,2.91,27.17,97.49,0.5,4.83,41.09,0.33,339.35,58.55,740.22,107.14,0.0,29-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
29-Jul-2020 - 00:00,27.97,4.8,18.78,15.8,8.97,,1.81,11.05,41.94,0.27,0.74,37.08,0.35,336.23,65.11,740.33,75.93,0.0,30-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
30-Jul-2020 - 00:00,26.26,4.24,17.42,11.85,8.72,2.53,1.84,13.92,38.33,12.81,4.81,36.55,0.3,331.56,66.85,740.5,60.14,0.01,31-Jul-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
31-Jul-2020 - 00:00,23.68,4.22,16.02,10.75,7.32,1.67,2.31,13.93,40.81,0.45,0.83,37.03,0.3,335.81,68.86,740.3,62.83,0.04,01-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
01-Aug-2020 - 00:00,27.13,7.25,20.32,13.61,12.71,0.73,1.73,17.88,62.67,0.57,3.67,35.22,0.32,337.7,71.68,740.0,7.0,0.05,02-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
02-Aug-2020 - 00:00,23.65,4.28,16.06,11.97,7.07,1.0,1.69,22.47,76.78,0.54,5.23,39.65,0.31,333.55,61.72,740.17,104.45,0.0,03-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
03-Aug-2020 - 00:00,25.49,3.64,16.52,10.48,8.06,1.9,1.82,24.85,86.84,0.84,1.86,40.63,0.33,337.29,60.39,740.0,100.0,0.0,04-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
04-Aug-2020 - 00:00,25.73,3.51,16.54,11.92,4.36,1.42,2.85,22.16,69.88,0.41,1.36,40.46,0.3,318.55,59.78,739.92,101.77,0.0,05-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
05-Aug-2020 - 00:00,25.2,3.66,16.38,11.98,7.99,1.6,1.95,21.81,69.38,0.62,1.65,40.62,0.33,326.52,60.18,740.0,68.69,0.0,06-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
06-Aug-2020 - 00:00,20.15,2.98,13.14,9.96,6.07,1.25,1.9,11.41,75.94,0.35,1.05,41.56,0.38,334.66,54.6,740.0,97.16,0.0,07-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
07-Aug-2020 - 00:00,21.39,2.71,13.59,9.93,8.07,1.06,2.0,13.07,36.04,0.28,0.54,40.12,0.31,324.99,57.8,740.3,79.79,0.0,08-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
08-Aug-2020 - 00:00,26.56,4.47,17.77,10.04,7.5,1.22,1.77,18.57,52.23,4.71,1.38,42.01,0.3,322.45,57.29,740.0,89.96,0.0,09-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
09-Aug-2020 - 00:00,23.87,2.92,15.07,9.08,9.22,0.83,1.72,17.6,45.53,0.45,1.75,39.98,0.31,325.6,61.38,740.0,72.75,0.0,10-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
10-Aug-2020 - 00:00,21.39,2.99,13.8,8.05,8.68,0.66,1.71,16.7,40.83,0.35,0.6,38.84,0.3,332.59,64.69,740.02,75.32,0.03,11-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
11-Aug-2020 - 00:00,23.66,3.2,15.18,9.97,8.11,0.79,1.9,23.75,57.62,0.42,0.97,38.27,0.3,330.57,66.84,740.0,70.16,0.0,12-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
12-Aug-2020 - 00:00,32.73,11.91,27.1,8.38,10.86,3.98,1.94,22.83,71.2,0.38,1.57,37.36,0.32,320.27,68.99,740.0,44.55,0.49,13-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
13-Aug-2020 - 00:00,24.2,8.12,19.47,6.99,6.63,0.76,2.7,12.29,26.05,0.34,1.59,34.43,0.3,329.5,73.96,740.0,25.79,0.41,14-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
14-Aug-2020 - 00:00,12.16,4.17,9.86,3.29,10.83,0.69,1.75,12.22,27.28,0.41,1.03,35.89,0.3,335.92,70.47,740.0,47.07,0.0,15-Aug-2020 - 00:00,"Anand Vihar, Hapur - UPPCB"
