from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,VWS,WD,WS,Toluene,to date,station
08-Jun-2020 - 00:00,34.0,1.68,735.64,0.74,23.2,2.55,33.45,19.87,44.83,112.16,50.64,58.0,15.8,,0.02,101.0,0.71,11.81,09-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Jun-2020 - 00:00,36.69,2.51,735.58,0.93,24.41,2.79,39.84,23.46,42.48,184.75,89.46,53.99,10.65,,0.02,69.2,0.66,17.34,10-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Jun-2020 - 00:00,37.01,2.5,735.58,0.75,24.57,3.91,38.66,23.75,35.23,183.92,63.3,53.72,11.92,,0.01,62.31,0.75,24.83,11-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Jun-2020 - 00:00,37.01,1.76,735.68,0.92,25.35,3.19,36.39,21.95,36.13,131.52,47.89,54.78,9.77,,0.01,102.79,0.5,21.0,12-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Jun-2020 - 00:00,37.48,2.02,735.71,0.93,27.21,2.37,36.51,21.36,38.29,151.84,61.61,55.56,9.66,,0.03,109.16,0.67,15.53,13-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Jun-2020 - 00:00,34.51,1.74,735.66,0.73,24.58,3.21,33.88,20.64,29.62,126.84,47.15,61.52,8.57,,0.04,89.93,0.78,16.73,14-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Jun-2020 - 00:00,35.97,2.41,735.6,0.9,26.08,3.89,37.76,23.25,35.25,156.0,70.61,60.33,19.76,,0.01,108.84,0.45,19.86,15-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Jun-2020 - 00:00,38.14,1.78,735.66,0.97,23.69,2.29,32.64,19.23,42.52,114.05,43.78,51.77,12.83,,0.02,89.69,0.7,14.64,16-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Jun-2020 - 00:00,38.11,1.57,735.6,1.06,20.77,2.4,33.34,19.69,46.46,93.83,36.02,52.16,19.31,,0.05,107.14,0.92,14.73,17-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Jun-2020 - 00:00,35.76,0.96,735.6,0.67,20.58,2.75,22.63,14.29,29.51,70.93,26.54,60.57,6.4,,0.04,115.54,1.21,5.08,18-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Jun-2020 - 00:00,40.16,1.76,735.68,1.44,25.67,2.62,35.09,20.81,63.57,129.09,38.82,47.95,,,0.01,105.08,0.7,15.69,19-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Jun-2020 - 00:00,36.54,1.8,735.75,0.83,23.56,2.69,29.14,17.69,30.68,227.16,50.67,58.77,,93.03,0.02,103.27,0.78,10.72,20-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Jun-2020 - 00:00,31.75,1.96,735.59,0.74,20.16,3.12,28.99,17.96,25.69,104.99,30.22,63.83,,57.91,0.02,82.46,0.92,14.38,21-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Jun-2020 - 00:00,30.97,1.29,735.71,1.1,24.56,3.4,35.25,21.54,26.41,99.53,38.15,70.31,4.72,62.86,0.01,93.43,0.47,12.74,22-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Jun-2020 - 00:00,30.68,1.52,735.66,0.94,29.89,3.09,39.96,23.75,22.92,91.76,42.91,72.93,3.84,44.8,0.02,80.76,0.53,17.73,23-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Jun-2020 - 00:00,32.57,0.99,735.6,0.69,28.79,3.73,31.1,19.58,14.11,61.0,27.94,68.61,15.93,85.08,0.01,96.84,0.64,10.91,24-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Jun-2020 - 00:00,31.47,0.96,735.6,0.83,25.79,3.65,30.94,19.44,10.46,58.0,30.98,72.55,6.44,79.53,0.01,85.52,0.85,9.36,25-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Jun-2020 - 00:00,32.07,1.44,735.61,0.63,24.24,2.71,32.39,19.44,17.39,76.25,35.28,70.28,8.94,85.27,0.01,67.96,0.63,19.64,26-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Jun-2020 - 00:00,32.78,3.94,735.6,1.17,24.27,3.38,31.38,19.44,16.05,122.5,56.41,68.18,12.38,75.79,0.01,60.24,0.85,22.15,27-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Jun-2020 - 00:00,34.46,3.3,735.62,0.88,21.71,3.3,25.78,16.4,11.22,155.71,31.98,60.59,10.93,83.71,0.01,54.56,1.14,17.48,28-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Jun-2020 - 00:00,36.82,1.76,735.69,0.72,20.75,3.81,28.18,18.1,10.19,306.5,47.34,56.16,16.48,93.2,0.0,66.23,1.06,16.73,29-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Jun-2020 - 00:00,35.38,1.38,735.61,0.16,19.4,4.2,30.86,19.84,18.13,159.03,31.56,57.82,15.74,93.02,0.03,88.1,0.92,13.18,30-Jun-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Jun-2020 - 00:00,33.38,1.04,735.68,0.84,21.57,3.0,33.84,20.44,21.92,94.15,41.03,68.24,16.15,93.16,0.01,104.41,0.74,9.17,01-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Jul-2020 - 00:00,34.61,1.37,735.65,1.25,24.51,3.55,39.12,23.71,30.06,115.72,51.38,64.5,8.42,87.33,0.02,102.75,0.68,12.77,02-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Jul-2020 - 00:00,36.08,1.46,735.67,0.85,25.88,2.57,34.92,20.67,34.35,126.96,62.91,61.6,10.44,87.8,0.01,93.1,0.58,14.19,03-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Jul-2020 - 00:00,37.22,1.95,735.63,0.81,28.62,2.92,41.96,24.69,40.69,167.0,67.99,59.01,13.96,98.12,0.02,105.06,0.78,18.17,04-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Jul-2020 - 00:00,35.41,1.02,735.59,1.12,27.48,3.34,39.33,23.63,30.86,95.88,43.07,62.73,24.9,100.21,0.01,99.52,0.93,9.94,05-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Jul-2020 - 00:00,28.87,0.91,735.63,1.13,22.99,3.08,31.23,19.12,28.75,55.95,36.39,78.36,24.21,70.9,0.03,113.11,0.75,9.87,06-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Jul-2020 - 00:00,30.72,1.2,735.65,1.58,28.06,4.88,39.35,24.91,13.15,96.54,55.77,77.55,25.07,83.75,0.01,123.7,0.55,12.87,07-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Jul-2020 - 00:00,29.35,0.83,735.62,1.95,25.06,8.68,33.66,24.99,6.71,42.23,20.92,79.82,31.81,73.23,0.0,110.49,0.87,10.84,08-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Jul-2020 - 00:00,30.08,1.43,735.64,1.55,25.18,5.47,35.17,23.16,9.38,53.81,29.81,79.29,23.04,71.91,0.01,106.35,0.97,12.46,09-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Jul-2020 - 00:00,32.65,1.97,735.65,1.13,24.32,4.6,32.2,20.88,18.14,70.54,38.77,71.91,23.06,81.01,0.01,79.51,0.91,20.7,10-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Jul-2020 - 00:00,33.91,1.49,735.64,0.76,22.96,2.65,24.33,15.11,25.81,54.4,25.48,66.76,24.87,83.53,0.01,67.16,1.31,9.27,11-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Jul-2020 - 00:00,31.04,0.8,735.68,1.03,20.76,3.22,27.92,17.48,32.68,48.72,21.49,73.91,20.24,79.66,0.04,88.45,0.99,10.88,12-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Jul-2020 - 00:00,29.78,0.8,735.67,0.81,20.23,2.66,24.7,15.31,32.58,40.47,19.86,72.77,21.11,59.01,0.04,81.95,1.03,13.62,13-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Jul-2020 - 00:00,32.15,1.1,735.63,0.71,20.59,3.02,27.98,17.34,26.51,86.09,28.92,67.16,21.96,77.07,0.01,61.34,0.8,14.38,14-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Jul-2020 - 00:00,34.26,1.1,735.67,1.02,23.97,3.38,29.89,18.66,28.09,121.3,37.2,64.63,22.05,78.96,0.01,63.94,0.85,13.99,15-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Jul-2020 - 00:00,33.45,1.05,735.65,1.01,26.56,4.84,38.79,24.56,35.25,98.66,43.88,67.62,22.44,81.64,0.01,92.62,0.84,12.77,16-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Jul-2020 - 00:00,32.52,1.02,735.64,1.03,26.62,7.03,39.25,26.61,21.03,65.0,35.47,70.85,22.49,70.5,0.01,92.98,0.83,15.38,17-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Jul-2020 - 00:00,32.22,1.11,735.66,1.11,28.35,8.55,42.01,29.32,16.73,86.71,49.62,75.29,22.47,77.58,0.01,95.2,0.77,20.24,18-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Jul-2020 - 00:00,32.22,1.14,735.67,1.08,29.99,5.79,39.15,25.54,16.66,81.88,42.01,75.3,68.76,80.41,0.0,101.56,0.75,15.63,19-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Jul-2020 - 00:00,29.32,0.92,735.69,1.58,26.57,4.66,30.78,20.17,13.68,46.79,24.74,84.33,7.92,60.1,0.01,58.59,0.68,11.99,20-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Jul-2020 - 00:00,28.3,1.69,735.65,0.72,24.94,3.03,32.28,19.64,27.0,43.24,19.88,79.07,7.81,57.32,0.01,64.55,0.95,18.28,21-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Jul-2020 - 00:00,26.1,1.21,735.63,0.84,21.48,5.39,35.51,23.28,15.97,43.36,25.53,88.71,7.27,63.93,0.05,95.98,0.95,19.78,22-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Jul-2020 - 00:00,26.06,3.24,735.74,1.1,21.48,6.18,34.86,23.58,8.59,37.29,24.39,91.98,7.34,45.44,0.0,92.4,0.48,26.16,23-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Jul-2020 - 00:00,29.22,2.48,735.51,1.01,21.7,7.65,40.21,27.62,20.09,66.37,35.84,79.16,11.9,71.4,0.0,62.06,0.53,22.2,24-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Jul-2020 - 00:00,30.53,1.59,735.58,1.03,28.21,9.91,49.51,34.42,21.1,93.23,46.29,75.74,68.89,75.73,0.02,102.26,0.7,22.38,25-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Jul-2020 - 00:00,30.77,0.96,735.58,1.24,31.62,6.32,37.15,24.91,15.18,67.46,37.39,78.08,7.68,81.64,0.0,120.8,0.63,14.02,26-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Jul-2020 - 00:00,31.4,1.17,735.61,1.58,30.98,3.47,40.98,24.63,27.06,79.51,43.3,75.8,6.83,70.74,0.0,85.74,0.52,16.65,27-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Jul-2020 - 00:00,33.22,1.86,735.63,1.27,29.93,4.06,32.16,20.42,16.98,84.48,36.18,70.41,81.65,66.63,0.0,67.66,0.88,15.9,28-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Jul-2020 - 00:00,33.76,1.89,735.69,1.27,27.77,3.29,26.71,16.9,16.18,61.07,22.95,67.99,7.68,78.09,0.0,75.49,0.96,11.63,29-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Jul-2020 - 00:00,30.88,1.11,735.68,1.09,24.13,4.83,37.49,23.88,15.43,64.24,23.42,72.82,42.27,59.68,0.03,129.58,0.88,13.5,30-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Jul-2020 - 00:00,28.77,1.54,735.67,1.11,22.08,3.23,31.67,19.48,18.04,39.93,17.93,79.23,7.52,73.02,0.03,106.21,0.91,20.49,31-Jul-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Jul-2020 - 00:00,31.05,1.35,735.68,1.01,24.43,6.34,41.65,27.32,21.52,80.26,44.58,76.53,7.33,70.0,0.04,98.61,0.72,18.08,01-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Aug-2020 - 00:00,30.4,1.21,735.59,1.29,27.22,4.06,34.9,21.88,20.52,70.23,39.01,78.67,7.88,74.48,0.02,83.54,0.75,16.17,02-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Aug-2020 - 00:00,32.12,0.76,735.62,1.06,25.43,2.82,23.83,14.97,14.4,50.3,26.03,72.89,8.08,66.53,0.01,64.35,0.85,8.58,03-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Aug-2020 - 00:00,33.18,0.83,735.63,0.68,26.01,2.63,22.02,13.86,15.11,54.77,29.02,69.56,7.0,80.05,0.01,78.44,1.04,6.9,04-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Aug-2020 - 00:00,33.24,0.7,735.67,0.89,23.14,2.81,27.39,16.86,20.99,54.58,26.12,67.49,8.05,73.53,0.02,83.42,0.77,14.28,05-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Aug-2020 - 00:00,31.37,1.43,735.66,1.14,22.94,9.26,48.54,33.37,13.72,90.71,45.35,76.65,73.66,53.59,0.0,132.65,0.42,22.32,06-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Aug-2020 - 00:00,32.98,0.95,735.63,1.18,24.49,8.29,34.94,25.34,11.18,63.77,24.17,68.89,57.52,63.16,0.01,131.51,1.14,11.8,07-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Aug-2020 - 00:00,31.92,0.8,735.71,0.8,24.13,5.61,32.62,21.92,15.48,62.35,33.55,71.84,3.99,68.95,0.02,132.89,0.99,11.08,08-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Aug-2020 - 00:00,32.84,1.66,735.69,0.64,26.91,2.65,34.7,20.61,25.56,100.12,60.03,71.48,15.4,58.32,0.0,84.94,0.45,20.35,09-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Aug-2020 - 00:00,30.19,0.87,735.62,0.85,27.46,7.03,28.53,20.9,14.62,71.39,43.2,83.62,5.95,63.53,0.0,90.24,0.58,14.26,10-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Aug-2020 - 00:00,31.22,0.65,735.64,0.74,32.11,7.08,31.97,22.78,13.93,69.09,43.43,79.6,6.83,71.1,0.03,119.36,0.82,11.6,11-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Aug-2020 - 00:00,31.21,0.96,735.6,0.52,29.28,3.15,30.74,18.92,14.45,77.84,48.99,79.99,6.68,70.13,0.01,76.61,0.82,15.02,12-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Aug-2020 - 00:00,31.32,0.96,735.61,0.54,23.05,3.42,19.38,13.1,12.43,45.81,26.12,78.76,6.85,79.86,0.02,74.46,1.05,8.91,13-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Aug-2020 - 00:00,26.68,0.59,735.6,1.04,19.94,13.76,32.99,28.77,7.5,31.94,16.04,93.93,6.81,26.77,0.0,113.06,0.43,17.49,14-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Aug-2020 - 00:00,28.68,0.76,735.62,1.29,19.16,22.18,40.45,39.59,8.73,60.08,32.61,86.8,7.12,52.9,0.0,138.25,0.49,19.39,15-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Aug-2020 - 00:00,30.63,0.38,735.53,0.68,21.49,4.11,23.15,15.65,11.83,50.03,34.95,80.64,7.16,70.91,0.04,129.79,0.79,6.66,16-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Aug-2020 - 00:00,31.19,0.4,735.6,0.75,21.24,5.13,28.04,19.1,12.07,41.93,26.03,79.56,7.04,71.25,0.03,127.73,0.83,6.87,17-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Aug-2020 - 00:00,30.93,0.38,735.63,0.72,19.29,6.12,25.38,18.49,7.47,50.71,36.7,83.05,6.92,76.9,0.06,114.12,0.93,8.44,18-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Aug-2020 - 00:00,23.65,2.72,734.91,1.77,51.87,31.83,63.34,59.54,29.04,69.38,37.3,92.39,5.58,,0.4,125.8,0.42,82.9,20-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Aug-2020 - 00:00,27.09,2.09,735.66,1.51,25.26,36.16,55.88,59.2,15.52,70.18,34.28,88.73,3.55,,0.0,127.82,0.4,35.39,21-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Aug-2020 - 00:00,29.25,1.41,735.62,1.3,20.21,26.2,38.09,41.62,10.88,61.83,31.62,78.95,3.35,,0.01,134.0,0.59,16.34,22-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Aug-2020 - 00:00,30.32,0.97,735.59,0.77,20.65,19.35,32.13,32.87,17.02,54.7,24.11,74.55,3.56,,0.0,136.31,0.76,14.96,23-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Aug-2020 - 00:00,29.56,0.65,735.69,0.76,20.12,10.5,28.19,23.55,14.24,42.16,23.1,78.44,3.33,,0.0,136.34,0.77,9.46,24-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Aug-2020 - 00:00,28.9,0.64,735.69,0.82,18.47,11.95,30.24,25.83,9.87,36.52,19.85,81.16,3.65,,0.03,132.68,0.9,9.34,25-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Aug-2020 - 00:00,29.15,0.64,735.64,0.7,18.05,6.09,26.69,19.16,11.38,38.74,19.79,80.69,3.88,,0.08,120.79,1.1,8.96,26-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Aug-2020 - 00:00,30.1,2.46,735.64,0.79,16.51,7.01,24.68,18.85,14.04,44.18,15.28,76.23,3.6,,0.0,72.4,0.7,19.59,27-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Aug-2020 - 00:00,30.04,4.41,735.69,1.09,16.26,29.53,31.11,40.63,11.99,61.94,25.09,78.94,3.55,,0.0,103.05,0.54,29.92,28-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Aug-2020 - 00:00,28.18,5.44,735.72,0.98,21.61,33.97,41.45,49.75,9.91,86.35,41.6,88.03,3.6,,0.0,115.84,0.49,45.4,29-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Aug-2020 - 00:00,29.98,3.23,735.68,1.81,24.77,26.9,48.95,47.97,20.09,101.89,49.67,79.67,4.51,,0.01,132.65,0.41,26.52,30-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Aug-2020 - 00:00,28.62,1.38,735.69,0.6,23.05,10.28,32.91,25.87,11.96,61.78,28.65,79.34,3.22,,0.01,135.28,1.0,11.05,31-Aug-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Aug-2020 - 00:00,28.69,0.96,735.72,1.75,18.29,4.55,29.68,19.48,14.07,39.8,11.81,78.72,3.93,90.16,0.11,129.1,1.37,8.47,01-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
01-Sep-2020 - 00:00,29.61,1.37,735.68,0.81,15.82,6.18,35.56,23.92,16.94,54.62,17.24,74.37,4.02,64.64,0.09,95.23,1.23,11.73,02-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
02-Sep-2020 - 00:00,30.39,2.31,735.62,0.68,15.96,3.34,39.39,23.62,30.51,69.18,21.43,74.29,3.62,68.48,0.0,90.14,0.52,13.88,03-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
03-Sep-2020 - 00:00,31.42,1.87,735.66,0.69,17.81,11.36,49.92,35.82,15.71,85.25,33.32,73.01,3.05,72.06,0.03,139.47,0.74,15.44,04-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
04-Sep-2020 - 00:00,30.99,1.79,735.68,0.72,20.7,3.71,40.8,24.72,19.73,88.56,37.41,75.34,3.68,65.49,0.02,112.18,0.71,13.56,05-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Sep-2020 - 00:00,29.34,3.93,735.65,0.8,20.94,11.2,48.69,35.03,29.48,103.11,28.87,80.45,4.06,59.68,0.0,90.2,0.59,28.43,06-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Sep-2020 - 00:00,29.25,2.38,735.67,0.82,20.46,7.79,43.28,29.37,23.46,79.76,31.59,81.03,3.81,76.67,0.0,98.32,0.41,17.47,07-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Sep-2020 - 00:00,29.34,3.79,735.69,0.77,22.84,10.86,46.85,33.75,17.87,113.23,52.79,80.95,3.53,53.96,0.0,90.83,0.53,21.08,08-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Sep-2020 - 00:00,30.26,2.62,735.7,0.97,20.76,6.14,40.05,26.29,19.41,85.42,29.41,76.01,2.74,69.33,0.0,75.02,0.55,17.5,09-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Sep-2020 - 00:00,31.18,2.67,735.61,0.9,22.77,5.21,46.09,28.76,19.8,124.94,52.22,75.79,4.05,70.91,0.01,79.24,0.56,17.99,10-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Sep-2020 - 00:00,31.64,3.47,735.62,0.73,22.72,2.86,44.0,25.73,24.16,130.97,49.56,71.86,4.53,72.04,0.0,75.25,0.7,17.19,11-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Sep-2020 - 00:00,32.64,3.0,735.68,1.01,23.72,9.18,49.42,33.77,31.39,151.55,49.45,65.65,3.59,69.84,0.01,82.32,0.5,21.94,12-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Sep-2020 - 00:00,32.56,2.81,735.7,0.7,25.21,11.51,57.14,39.77,32.66,165.62,60.62,67.42,4.73,71.91,0.01,121.46,0.5,22.04,13-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Sep-2020 - 00:00,32.17,2.63,735.7,0.77,26.34,2.34,46.21,26.48,33.45,165.46,65.86,70.95,3.93,69.16,0.02,98.26,0.54,20.76,14-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Sep-2020 - 00:00,32.35,2.22,735.66,1.19,25.14,4.09,51.06,30.46,28.28,157.73,63.75,70.0,3.91,72.5,0.01,98.19,0.51,20.06,15-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Sep-2020 - 00:00,32.22,2.7,735.67,1.02,23.96,3.64,51.78,30.51,35.51,165.01,64.04,70.03,4.5,71.89,0.01,95.25,0.48,27.62,16-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Sep-2020 - 00:00,33.03,2.39,735.77,0.8,24.2,2.57,44.34,25.66,31.69,165.54,61.4,67.9,5.42,72.77,0.0,106.34,0.71,15.94,17-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Sep-2020 - 00:00,33.2,3.44,735.68,0.73,24.08,3.14,40.84,24.28,26.68,128.11,43.7,66.2,0.84,72.01,0.01,78.15,0.92,17.46,18-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Sep-2020 - 00:00,33.43,3.15,735.64,0.52,23.54,3.35,35.41,21.57,25.21,124.1,41.81,66.3,5.03,70.06,0.01,68.79,0.91,14.53,19-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Sep-2020 - 00:00,32.92,2.2,735.71,0.54,23.3,4.75,47.11,28.92,30.76,147.93,54.5,67.97,0.65,73.58,0.02,82.35,0.57,15.95,20-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Sep-2020 - 00:00,32.46,1.86,735.71,0.15,24.74,3.97,47.28,28.38,32.74,170.15,70.85,68.16,2.58,67.96,0.03,102.04,0.73,19.4,21-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Sep-2020 - 00:00,32.76,1.58,735.72,0.66,24.26,3.07,49.99,29.06,37.82,158.53,58.69,67.5,3.61,72.75,0.01,97.66,0.59,13.97,22-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Sep-2020 - 00:00,32.61,4.48,735.73,0.62,24.71,7.41,50.74,33.01,20.76,121.7,41.77,68.03,12.91,62.93,0.0,108.42,0.55,64.79,23-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Sep-2020 - 00:00,31.98,4.79,735.65,1.46,22.22,8.25,39.68,27.83,21.08,86.04,24.25,68.53,8.06,72.0,0.01,99.84,0.59,115.76,24-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Sep-2020 - 00:00,31.03,3.31,735.72,1.62,22.57,6.51,43.18,28.27,28.51,107.68,41.04,70.42,10.24,75.57,0.02,81.05,0.62,56.11,25-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Sep-2020 - 00:00,31.87,3.96,735.71,1.66,22.23,3.81,46.69,27.93,36.13,150.74,55.95,65.45,13.44,78.46,0.04,76.26,1.03,44.46,26-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Sep-2020 - 00:00,29.78,7.38,735.71,1.57,24.07,6.58,49.29,31.58,16.31,177.01,56.58,65.51,17.57,52.12,0.0,68.19,0.71,57.92,27-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Sep-2020 - 00:00,29.88,4.07,735.73,1.78,22.19,13.53,41.51,33.11,23.35,123.78,32.53,62.44,16.03,77.06,0.01,55.97,0.74,32.49,28-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Sep-2020 - 00:00,30.7,3.62,735.66,1.69,24.71,6.12,50.97,32.1,27.46,194.4,58.09,61.42,14.23,81.93,0.02,62.76,0.77,31.17,29-Sep-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
