from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
30-Mar-2020 - 00:00,24.52,988.71,64.62,38.91,51.44,253.17,5.31,252.35,2.18,0.38,1.46,36.31,7.41,20.02,16.52,48.92,14.62,31-Mar-2020 - 00:00,"Pusa, Delhi - DPCC"
31-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,01-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
01-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,02-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
02-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,03-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
03-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,04-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
04-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,05-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
05-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,06-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
06-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,07-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
07-Apr-2020 - 00:00,28.88,985.06,73.73,16.13,38.75,127.89,,96.52,2.9,0.37,,39.54,11.45,17.91,19.68,55.98,1.28,08-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
08-Apr-2020 - 00:00,27.52,986.24,67.21,27.23,40.86,253.82,3.7,139.83,2.1,0.32,0.51,33.87,4.5,21.68,15.18,60.95,4.34,09-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
09-Apr-2020 - 00:00,26.68,986.49,60.46,24.95,43.71,200.63,4.23,208.08,1.54,0.41,0.6,31.32,3.67,27.7,17.76,60.04,6.69,10-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
10-Apr-2020 - 00:00,25.83,986.96,99.11,58.8,50.8,293.48,2.03,254.2,1.01,0.56,0.65,40.25,4.33,28.29,18.59,49.94,,11-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
11-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,12-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
12-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,13-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
13-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,14-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
14-Apr-2020 - 00:00,30.88,984.29,106.56,35.12,43.82,31.47,6.85,132.47,0.75,0.61,1.57,36.19,2.49,25.22,15.47,49.62,,15-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
15-Apr-2020 - 00:00,25.46,985.24,142.12,55.62,49.14,4.44,9.41,198.04,0.35,0.66,2.46,41.83,0.15,24.18,12.92,24.33,,16-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
16-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,17-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
17-Apr-2020 - 00:00,,,46.6,16.69,,,2.28,,,0.48,0.88,38.38,2.82,18.22,11.97,71.41,,18-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
18-Apr-2020 - 00:00,,,87.0,32.0,,,2.76,,,0.47,2.31,42.67,2.42,11.28,8.0,75.72,,19-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
19-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,20-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
20-Apr-2020 - 00:00,28.84,984.92,34.83,6.65,41.87,186.58,1.55,212.21,2.42,0.26,0.59,40.12,3.61,18.23,12.62,62.93,,21-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
21-Apr-2020 - 00:00,21.68,985.67,62.62,29.5,61.56,4.41,1.7,130.04,1.14,0.4,1.64,39.88,2.26,16.27,10.51,46.48,,22-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
22-Apr-2020 - 00:00,30.16,982.66,63.36,20.44,38.0,103.04,7.65,133.4,1.21,0.67,1.48,34.01,3.58,31.54,19.71,63.99,4.95,23-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
23-Apr-2020 - 00:00,28.69,982.86,88.29,37.96,42.46,139.29,10.08,184.43,1.64,0.51,2.3,38.97,2.89,30.22,18.41,57.26,11.6,24-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
24-Apr-2020 - 00:00,29.86,984.69,233.46,143.38,46.3,6.87,14.51,144.8,0.43,0.7,4.27,33.01,2.23,49.39,27.96,5.02,,25-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
25-Apr-2020 - 00:00,32.17,983.49,108.6,53.83,40.15,178.81,4.25,188.34,1.57,0.38,1.24,29.84,2.81,21.56,13.36,92.38,,26-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
26-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,27-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
27-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,28-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
28-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,29-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
29-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,30-Apr-2020 - 00:00,"Pusa, Delhi - DPCC"
30-Apr-2020 - 00:00,32.57,983.67,88.54,39.85,44.87,277.68,3.28,155.85,1.52,0.51,1.68,69.94,3.31,25.14,15.82,85.9,,01-May-2020 - 00:00,"Pusa, Delhi - DPCC"
01-May-2020 - 00:00,26.11,982.97,95.5,57.0,56.59,4.4,16.5,154.4,0.61,0.67,2.23,49.99,2.35,40.83,23.59,65.33,,02-May-2020 - 00:00,"Pusa, Delhi - DPCC"
02-May-2020 - 00:00,,,,,,,,,,,,,,,,,,03-May-2020 - 00:00,"Pusa, Delhi - DPCC"
03-May-2020 - 00:00,,,,,,,,,,,,,,,,,,04-May-2020 - 00:00,"Pusa, Delhi - DPCC"
04-May-2020 - 00:00,,,,,,,,,,,,,,,,,,05-May-2020 - 00:00,"Pusa, Delhi - DPCC"
05-May-2020 - 00:00,,,,,,,,,,,,,,,,,,06-May-2020 - 00:00,"Pusa, Delhi - DPCC"
06-May-2020 - 00:00,31.48,982.56,112.93,44.19,41.12,241.04,8.31,155.32,2.05,0.68,2.14,62.94,3.04,36.83,22.07,91.7,,07-May-2020 - 00:00,"Pusa, Delhi - DPCC"
07-May-2020 - 00:00,26.21,983.21,135.25,56.0,52.98,4.41,9.1,118.24,3.06,0.4,2.77,50.64,1.74,21.89,13.06,87.42,,08-May-2020 - 00:00,"Pusa, Delhi - DPCC"
08-May-2020 - 00:00,35.77,980.61,98.36,37.36,37.67,269.37,4.97,163.93,1.94,0.58,1.6,46.85,2.65,25.52,15.73,133.0,,09-May-2020 - 00:00,"Pusa, Delhi - DPCC"
09-May-2020 - 00:00,26.4,981.17,96.25,58.38,61.94,4.45,5.39,190.46,0.44,0.6,2.16,55.51,2.02,27.05,16.01,69.25,,10-May-2020 - 00:00,"Pusa, Delhi - DPCC"
10-May-2020 - 00:00,,,,,,,,,,,,,,,,,,11-May-2020 - 00:00,"Pusa, Delhi - DPCC"
11-May-2020 - 00:00,34.1,982.55,89.0,56.0,43.6,360.2,1.6,175.03,5.6,0.7,1.05,,5.3,20.7,15.3,102.58,,12-May-2020 - 00:00,"Pusa, Delhi - DPCC"
12-May-2020 - 00:00,,,,,,,,,,,,,,,,,,13-May-2020 - 00:00,"Pusa, Delhi - DPCC"
13-May-2020 - 00:00,29.63,981.26,134.54,59.54,53.22,37.38,9.42,155.16,0.98,0.93,2.02,73.56,5.19,64.5,38.56,56.62,,14-May-2020 - 00:00,"Pusa, Delhi - DPCC"
14-May-2020 - 00:00,30.36,981.98,89.17,39.35,55.85,230.14,6.55,218.88,2.13,0.61,1.69,61.39,10.98,54.15,37.74,58.13,,15-May-2020 - 00:00,"Pusa, Delhi - DPCC"
15-May-2020 - 00:00,32.25,980.69,117.78,65.04,42.48,118.97,10.72,31.74,2.54,0.91,2.61,58.02,8.26,63.76,40.62,55.51,,16-May-2020 - 00:00,"Pusa, Delhi - DPCC"
16-May-2020 - 00:00,33.34,980.46,140.1,80.49,38.51,274.94,8.31,95.51,2.16,0.69,2.26,50.69,9.01,55.69,36.79,78.94,,17-May-2020 - 00:00,"Pusa, Delhi - DPCC"
17-May-2020 - 00:00,32.45,979.12,143.02,73.78,41.31,209.29,11.58,169.83,1.22,0.74,2.61,52.33,9.62,54.72,36.91,72.65,,18-May-2020 - 00:00,"Pusa, Delhi - DPCC"
18-May-2020 - 00:00,32.34,978.29,165.9,92.14,39.0,247.24,14.58,110.39,1.55,0.85,3.49,53.38,11.58,66.02,44.46,63.95,,19-May-2020 - 00:00,"Pusa, Delhi - DPCC"
19-May-2020 - 00:00,32.73,977.68,164.07,81.54,36.45,246.89,18.54,112.49,1.53,0.9,3.48,50.7,22.38,72.4,56.45,71.44,,20-May-2020 - 00:00,"Pusa, Delhi - DPCC"
20-May-2020 - 00:00,34.2,977.32,139.08,64.36,31.67,274.29,15.38,47.42,2.27,0.67,2.58,44.91,17.4,63.16,47.74,76.11,,21-May-2020 - 00:00,"Pusa, Delhi - DPCC"
21-May-2020 - 00:00,35.33,976.45,138.14,43.75,31.51,282.04,34.26,31.6,2.42,0.73,0.0,35.14,23.14,66.38,54.22,67.12,,22-May-2020 - 00:00,"Pusa, Delhi - DPCC"
22-May-2020 - 00:00,34.62,976.59,164.04,68.62,36.29,262.82,38.52,147.55,1.21,1.0,0.0,47.52,22.95,76.04,59.45,61.67,,23-May-2020 - 00:00,"Pusa, Delhi - DPCC"
23-May-2020 - 00:00,37.28,977.73,169.17,50.21,33.87,240.59,18.77,222.97,1.91,0.8,0.0,44.54,32.14,66.7,61.46,39.87,,24-May-2020 - 00:00,"Pusa, Delhi - DPCC"
24-May-2020 - 00:00,38.97,978.29,159.92,45.17,31.01,261.12,38.55,120.32,1.93,0.59,0.0,40.64,14.46,52.39,39.72,58.13,,25-May-2020 - 00:00,"Pusa, Delhi - DPCC"
25-May-2020 - 00:00,36.87,977.84,142.49,53.03,34.21,273.2,15.95,121.57,1.93,0.76,0.0,42.9,15.97,57.86,43.68,52.75,,26-May-2020 - 00:00,"Pusa, Delhi - DPCC"
26-May-2020 - 00:00,37.69,976.26,152.98,34.52,33.46,262.74,,205.11,2.42,0.69,,42.21,26.28,63.17,55.02,38.74,,27-May-2020 - 00:00,"Pusa, Delhi - DPCC"
27-May-2020 - 00:00,38.15,974.74,150.19,32.51,33.08,256.27,,161.06,2.77,0.51,,41.27,21.0,44.22,40.48,85.08,,28-May-2020 - 00:00,"Pusa, Delhi - DPCC"
28-May-2020 - 00:00,33.35,976.73,183.33,26.42,46.9,222.38,5.34,191.61,5.66,0.39,1.56,49.4,4.38,13.94,11.01,76.61,,29-May-2020 - 00:00,"Pusa, Delhi - DPCC"
29-May-2020 - 00:00,28.84,979.86,48.15,18.79,63.17,191.31,5.89,197.67,4.94,0.4,1.26,53.28,4.11,18.4,13.15,67.31,,30-May-2020 - 00:00,"Pusa, Delhi - DPCC"
30-May-2020 - 00:00,29.61,981.74,42.4,18.38,55.92,244.58,4.41,222.84,2.69,0.44,1.16,55.5,11.19,28.05,24.14,63.69,,31-May-2020 - 00:00,"Pusa, Delhi - DPCC"
31-May-2020 - 00:00,26.14,983.65,29.62,15.12,70.87,167.34,7.04,188.62,2.88,0.39,1.25,49.79,6.42,20.87,16.32,61.4,,01-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
01-Jun-2020 - 00:00,28.87,983.79,61.85,30.3,58.7,253.68,14.54,137.52,1.43,0.56,2.66,48.58,8.93,36.75,26.8,74.49,,02-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
02-Jun-2020 - 00:00,31.16,981.92,78.38,34.16,53.3,252.55,19.32,167.71,1.92,0.68,2.77,56.2,20.43,52.79,44.92,57.42,,03-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
03-Jun-2020 - 00:00,31.93,979.94,95.08,41.65,50.1,222.02,22.59,154.04,1.45,0.69,3.27,55.83,17.38,53.49,42.53,75.9,19.18,04-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
04-Jun-2020 - 00:00,29.41,979.09,114.62,56.54,55.47,122.63,24.17,165.71,2.06,0.76,4.84,58.44,22.25,50.21,44.86,49.29,59.67,05-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
05-Jun-2020 - 00:00,30.04,979.2,63.88,30.44,52.66,188.01,16.7,206.2,1.69,0.7,2.93,53.35,22.71,46.55,43.28,60.1,,06-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
06-Jun-2020 - 00:00,30.95,978.56,53.83,25.23,53.57,214.13,6.83,209.2,1.77,0.66,1.98,45.05,13.39,35.99,29.99,67.77,,07-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
07-Jun-2020 - 00:00,29.8,978.4,66.6,30.96,60.86,199.04,17.59,153.63,1.99,0.66,2.79,48.36,15.63,42.43,35.13,52.15,,08-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
08-Jun-2020 - 00:00,32.5,977.88,76.66,37.66,52.22,246.95,17.72,111.44,1.47,0.73,3.33,55.92,19.78,51.68,43.15,61.68,,09-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
09-Jun-2020 - 00:00,35.07,977.64,110.94,50.44,48.26,244.17,23.64,162.38,1.22,0.95,4.35,55.72,33.69,64.22,60.85,51.71,,10-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
10-Jun-2020 - 00:00,35.31,977.03,125.06,45.06,48.46,225.22,24.41,204.42,1.54,1.04,3.81,53.78,38.32,68.1,67.52,42.21,,11-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
11-Jun-2020 - 00:00,35.37,975.95,100.81,41.62,48.14,232.95,24.51,142.62,1.16,0.84,3.45,57.71,23.44,52.57,47.32,53.18,,12-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
12-Jun-2020 - 00:00,35.88,974.76,115.92,54.67,48.03,223.33,14.64,176.97,1.69,0.91,3.0,56.71,22.85,47.52,43.34,58.7,,13-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
13-Jun-2020 - 00:00,32.86,975.56,106.86,42.98,53.07,141.17,17.88,176.97,2.13,0.9,3.3,49.87,17.17,39.74,35.21,40.02,,14-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
14-Jun-2020 - 00:00,34.96,976.9,118.77,58.23,50.5,211.36,19.69,156.87,1.47,0.76,3.17,58.42,10.43,39.86,29.6,54.76,,15-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
15-Jun-2020 - 00:00,36.86,974.91,101.33,39.79,44.56,222.82,17.49,202.55,1.39,0.97,3.54,49.92,33.47,60.45,59.46,54.99,,16-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
16-Jun-2020 - 00:00,36.58,972.67,81.6,30.67,44.43,222.47,14.27,198.81,2.01,0.76,3.01,38.48,20.82,35.61,36.4,75.12,15.77,17-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
17-Jun-2020 - 00:00,35.47,972.4,66.62,25.1,49.02,250.77,7.35,191.39,3.28,0.63,1.86,28.03,4.44,12.41,10.24,78.67,17.55,18-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
18-Jun-2020 - 00:00,36.94,972.92,81.44,29.85,47.11,251.74,12.34,203.16,2.25,0.75,2.64,27.59,12.1,25.47,23.68,75.3,16.17,19-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
19-Jun-2020 - 00:00,36.74,974.74,187.48,47.48,48.9,193.93,13.55,195.99,2.57,0.76,2.53,26.05,20.85,26.37,31.18,56.09,19.37,20-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
20-Jun-2020 - 00:00,31.9,976.61,86.27,27.29,58.07,143.0,15.83,212.15,2.29,0.63,2.21,28.4,19.16,31.29,32.31,45.69,14.18,21-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
21-Jun-2020 - 00:00,31.34,976.49,77.29,31.83,64.68,157.71,14.47,189.63,1.7,0.65,2.08,36.74,22.98,34.2,37.03,48.33,10.81,22-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
22-Jun-2020 - 00:00,32.19,976.35,65.83,35.3,70.38,243.57,17.75,142.55,1.67,0.81,2.66,42.19,18.03,38.8,35.3,51.19,14.79,23-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
23-Jun-2020 - 00:00,32.09,978.22,37.33,20.56,60.13,201.27,6.45,182.26,3.95,0.49,0.95,37.16,3.84,11.61,9.25,41.25,13.79,24-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
24-Jun-2020 - 00:00,30.98,979.24,41.12,24.73,63.43,184.04,6.77,189.16,3.06,0.6,0.83,29.82,5.59,14.6,12.38,34.87,11.94,25-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
25-Jun-2020 - 00:00,32.42,976.88,71.48,29.71,62.5,199.49,22.61,191.22,1.07,0.97,1.98,30.03,41.31,44.02,57.1,24.7,15.0,26-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
26-Jun-2020 - 00:00,33.11,975.75,101.52,44.1,58.57,192.39,23.22,236.09,2.08,1.0,2.08,45.15,39.59,41.51,54.27,19.86,15.37,27-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
27-Jun-2020 - 00:00,34.98,974.54,140.71,33.19,50.58,189.67,25.81,281.29,2.87,0.86,3.43,35.2,44.26,36.91,55.73,16.19,17.82,28-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
28-Jun-2020 - 00:00,36.42,973.75,274.98,47.04,49.38,217.61,20.07,291.37,2.61,0.83,2.32,35.39,37.6,32.3,47.77,12.05,15.08,29-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
29-Jun-2020 - 00:00,35.32,975.79,150.69,29.79,49.43,211.3,14.07,199.41,2.72,0.65,1.98,31.91,25.26,22.04,32.19,29.59,14.89,30-Jun-2020 - 00:00,"Pusa, Delhi - DPCC"
30-Jun-2020 - 00:00,33.16,977.31,73.19,34.23,57.57,211.43,8.8,194.06,2.67,0.62,0.91,29.28,6.97,15.12,13.74,51.11,13.09,01-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
01-Jul-2020 - 00:00,34.39,975.93,88.92,42.42,54.76,185.84,10.45,195.79,2.11,0.78,1.4,31.34,10.86,22.89,21.03,63.58,14.32,02-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
02-Jul-2020 - 00:00,35.97,973.66,106.38,54.48,52.34,193.23,13.78,188.83,1.4,0.92,1.6,29.76,15.5,27.96,27.47,60.37,12.97,03-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
03-Jul-2020 - 00:00,35.77,973.15,107.21,55.56,52.67,179.63,12.55,207.54,2.55,0.85,1.47,38.14,13.88,27.69,25.97,60.58,16.4,04-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
04-Jul-2020 - 00:00,33.05,973.56,62.73,36.85,57.23,213.73,5.43,199.77,4.1,0.62,0.77,34.57,4.19,9.34,8.41,52.39,12.74,05-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
05-Jul-2020 - 00:00,29.35,975.12,36.42,26.31,75.85,194.35,13.28,137.82,3.45,0.58,1.53,28.1,4.11,13.02,10.29,73.71,15.89,06-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
06-Jul-2020 - 00:00,30.94,974.38,71.25,38.93,66.42,171.23,8.68,171.62,2.9,0.64,0.76,32.94,6.02,17.78,14.32,38.09,13.89,07-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
07-Jul-2020 - 00:00,29.5,977.29,21.6,13.73,67.9,151.5,7.09,178.94,5.35,0.45,0.57,29.41,3.9,8.46,7.69,24.32,11.48,08-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
08-Jul-2020 - 00:00,30.1,978.36,33.49,18.93,67.61,142.97,11.49,212.8,3.66,0.7,0.69,25.34,17.52,19.25,24.61,22.39,10.57,09-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
09-Jul-2020 - 00:00,33.28,974.98,52.58,27.29,58.74,222.35,24.31,228.87,1.63,1.09,1.2,25.16,40.24,47.05,57.77,22.89,11.4,10-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
10-Jul-2020 - 00:00,34.8,972.78,104.67,18.65,56.22,223.67,21.53,188.94,2.59,0.8,2.22,32.63,26.22,36.64,40.76,25.76,10.83,11-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
11-Jul-2020 - 00:00,31.92,974.16,44.72,15.62,67.94,201.79,17.24,190.12,2.3,0.75,1.0,31.59,22.82,32.79,36.19,35.36,10.49,12-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
12-Jul-2020 - 00:00,30.8,975.59,39.64,14.04,59.67,171.74,24.43,131.92,2.08,0.62,2.1,30.68,13.82,25.75,25.1,34.54,12.37,13-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
13-Jul-2020 - 00:00,33.29,975.29,89.11,23.97,53.61,240.59,27.65,154.68,1.63,0.8,2.26,31.18,38.36,37.86,51.48,24.6,13.2,14-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
14-Jul-2020 - 00:00,34.94,976.08,102.68,31.65,51.4,221.37,22.79,204.29,1.9,0.76,1.58,34.67,28.28,28.51,38.33,37.93,11.22,15-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
15-Jul-2020 - 00:00,32.93,976.71,64.64,33.24,57.0,195.19,8.46,182.57,3.85,0.57,0.69,37.05,4.55,12.81,10.56,54.95,12.03,16-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
16-Jul-2020 - 00:00,32.15,975.86,38.89,24.4,60.08,160.52,9.14,184.02,3.69,0.58,0.36,32.4,4.98,13.61,11.35,31.83,11.67,17-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
17-Jul-2020 - 00:00,32.02,976.52,52.1,39.67,65.21,156.27,12.87,183.95,2.86,0.76,0.38,28.74,8.42,20.14,17.57,21.06,10.31,18-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
18-Jul-2020 - 00:00,31.65,977.61,45.84,32.34,65.37,157.69,10.76,175.51,2.94,0.61,0.31,39.98,4.27,16.7,12.41,24.06,9.45,19-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
19-Jul-2020 - 00:00,30.28,976.33,44.81,17.21,69.96,151.76,19.78,185.34,1.77,0.96,0.53,35.16,27.92,31.72,39.66,15.43,14.03,20-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
20-Jul-2020 - 00:00,29.4,974.8,45.56,14.04,64.98,145.96,14.13,160.23,1.95,0.98,1.87,39.52,35.11,37.96,48.87,29.77,10.42,21-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
21-Jul-2020 - 00:00,26.97,977.7,34.94,18.03,74.22,128.25,14.1,186.59,1.97,0.88,1.8,29.4,23.32,25.5,32.55,18.39,11.43,22-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
22-Jul-2020 - 00:00,27.2,978.74,42.36,15.32,75.22,84.7,15.54,199.92,1.48,1.17,2.01,26.11,47.71,28.48,53.97,8.66,8.04,23-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
23-Jul-2020 - 00:00,30.29,977.83,60.75,29.67,62.69,230.13,15.29,181.85,1.1,1.18,2.31,25.59,52.55,38.07,63.12,15.0,10.28,24-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
24-Jul-2020 - 00:00,30.33,980.45,46.0,32.94,64.04,203.76,10.73,193.31,2.26,0.75,1.42,33.64,12.86,21.36,21.86,25.46,7.65,25-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
25-Jul-2020 - 00:00,30.19,982.07,29.06,21.91,66.68,183.59,7.89,175.71,3.03,0.58,0.82,30.85,4.54,11.23,9.67,25.49,12.01,26-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
26-Jul-2020 - 00:00,31.55,981.69,36.95,27.83,65.0,181.97,6.63,193.3,0.96,0.77,0.89,30.99,9.6,20.61,18.82,29.32,8.39,27-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
27-Jul-2020 - 00:00,33.8,978.89,60.54,26.62,57.31,238.24,9.93,183.52,2.14,1.04,1.46,30.87,44.0,34.46,54.43,13.7,10.83,28-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
28-Jul-2020 - 00:00,34.12,976.69,55.22,18.43,55.09,228.25,14.13,193.31,2.18,0.84,1.55,28.15,34.23,31.75,44.46,16.9,9.34,29-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
29-Jul-2020 - 00:00,30.77,977.37,43.08,17.81,63.2,143.83,10.38,199.93,1.87,0.81,0.53,32.08,37.06,30.28,46.44,16.71,7.37,30-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
30-Jul-2020 - 00:00,29.41,979.29,35.39,12.7,66.72,179.7,17.66,181.92,1.76,0.87,0.7,35.21,39.29,33.05,49.42,21.41,8.24,31-Jul-2020 - 00:00,"Pusa, Delhi - DPCC"
31-Jul-2020 - 00:00,30.66,978.44,47.55,34.52,67.49,155.24,13.81,195.04,1.26,0.93,0.44,35.2,18.28,34.95,33.51,27.4,5.5,01-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
01-Aug-2020 - 00:00,30.87,977.96,49.19,31.11,66.03,160.32,15.29,230.55,1.74,1.0,0.46,41.23,33.5,33.9,45.46,24.44,7.89,02-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
02-Aug-2020 - 00:00,32.84,975.88,42.17,16.3,60.69,220.92,13.99,196.21,1.86,0.86,0.43,37.46,40.74,30.63,49.46,13.54,8.86,03-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
03-Aug-2020 - 00:00,34.0,971.88,48.21,18.57,57.08,222.16,11.34,234.38,2.46,0.93,0.39,42.78,43.9,31.41,52.88,13.73,7.21,04-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
04-Aug-2020 - 00:00,33.8,970.4,49.48,19.67,56.62,210.23,21.88,168.25,1.54,0.81,0.43,33.71,32.16,26.84,40.28,24.81,9.91,05-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
05-Aug-2020 - 00:00,31.42,971.84,56.2,33.51,65.64,115.84,16.98,167.76,1.94,0.97,0.54,31.24,26.13,27.72,36.28,16.52,10.9,06-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
06-Aug-2020 - 00:00,32.84,974.57,34.12,9.71,58.87,218.68,6.88,174.89,6.62,0.42,0.17,38.34,3.69,11.09,8.9,24.75,11.48,07-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
07-Aug-2020 - 00:00,31.7,977.17,29.62,17.56,62.66,206.81,5.36,184.52,4.13,0.55,0.16,26.67,6.16,14.55,12.77,29.49,10.24,08-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
08-Aug-2020 - 00:00,33.37,975.32,68.15,48.81,60.47,156.81,17.92,212.56,1.18,1.11,0.53,29.56,26.63,38.23,41.98,37.46,10.83,09-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
09-Aug-2020 - 00:00,30.39,974.92,41.0,26.26,70.1,121.47,16.84,191.62,1.66,1.02,0.46,26.32,41.64,29.1,49.62,10.91,7.08,10-Aug-2020 - 00:00,"Pusa, Delhi - DPCC"
