from date,MP-Xylene,Benzene,Toluene,O Xylene,NO,NO2,NOx,NH3,WS,SO2,CO,PM10,PM2.5,Ozone,Eth-Benzene,BP,RH,SR,VWS,WD,to date,station
27-Jul-2020 - 00:00,0.41,0.5,0.97,0.39,5.04,30.54,19.98,39.47,1.47,7.38,0.63,76.73,35.83,48.64,0.41,725.37,58.35,427.62,0.02,251.03,28-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Jul-2020 - 00:00,0.39,0.49,1.02,0.41,5.09,24.47,16.82,33.43,1.43,8.13,0.5,65.69,33.85,41.53,0.4,724.59,64.15,295.16,-0.07,242.95,29-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Jul-2020 - 00:00,0.39,0.49,0.99,0.39,4.87,20.01,14.22,28.6,1.11,7.44,0.49,73.74,35.3,36.87,0.39,724.08,75.32,193.45,-0.16,203.87,30-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Jul-2020 - 00:00,0.4,0.52,0.99,0.4,3.29,16.42,10.25,22.4,0.85,8.52,0.5,53.07,26.42,49.59,0.41,725.04,79.64,276.21,-0.15,188.78,31-Jul-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Jul-2020 - 00:00,0.41,0.51,1.01,0.39,2.81,24.42,14.78,30.87,0.75,8.47,0.52,64.62,33.15,59.94,0.39,724.63,69.94,266.87,-0.1,204.87,01-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Aug-2020 - 00:00,0.4,0.49,1.04,0.4,4.03,21.5,14.28,29.18,0.78,8.49,0.53,70.99,37.74,39.84,0.4,724.39,78.0,127.0,-0.19,206.43,02-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Aug-2020 - 00:00,0.4,0.5,1.0,0.4,3.55,21.96,14.13,29.14,0.97,8.33,0.51,61.93,31.12,50.87,0.41,723.32,67.46,306.21,-0.09,230.78,03-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Aug-2020 - 00:00,0.4,0.49,1.01,0.4,3.87,19.37,13.02,26.9,1.03,7.53,0.52,56.16,30.5,43.56,0.4,721.26,77.48,158.31,-0.2,205.78,04-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Aug-2020 - 00:00,0.39,0.95,1.54,0.39,4.3,20.77,14.11,29.17,0.84,7.24,0.57,70.07,30.28,36.74,0.7,719.07,67.88,241.78,-0.11,206.42,05-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Aug-2020 - 00:00,0.41,0.7,1.17,0.4,4.84,19.26,13.86,28.37,1.4,6.43,0.42,100.38,43.03,44.29,0.4,719.06,77.24,193.59,-0.16,61.5,06-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Aug-2020 - 00:00,0.4,0.7,1.18,0.39,3.5,13.29,9.78,21.41,2.28,6.58,0.77,56.89,27.06,46.32,0.39,719.95,78.04,239.43,-0.15,35.95,07-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Aug-2020 - 00:00,0.39,0.67,1.19,0.41,4.65,15.51,11.56,25.1,1.39,6.13,0.64,54.84,26.59,31.96,0.41,722.28,82.94,159.04,-0.28,59.96,08-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Aug-2020 - 00:00,0.42,0.69,1.22,0.4,4.89,17.04,12.72,26.71,0.85,6.16,0.52,62.54,30.04,28.73,0.4,722.47,80.41,170.63,-0.17,165.05,09-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Aug-2020 - 00:00,0.39,0.68,1.19,0.4,4.82,15.67,11.84,24.94,0.89,6.0,0.57,56.8,25.35,37.31,0.4,722.1,79.64,238.51,-0.14,220.47,10-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Aug-2020 - 00:00,0.41,0.68,1.21,0.4,4.73,16.08,12.42,25.93,0.69,5.82,1.31,47.02,24.38,36.43,0.4,722.24,80.55,216.0,-0.16,200.91,11-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Aug-2020 - 00:00,0.39,0.67,1.16,0.38,9.55,17.41,16.44,31.4,0.91,5.6,3.4,61.66,36.59,24.37,0.39,722.58,81.89,195.35,-0.18,226.5,12-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Aug-2020 - 00:00,0.4,0.67,1.2,0.4,9.49,18.15,16.89,32.41,0.88,9.13,0.66,82.4,32.82,23.16,0.38,722.12,74.8,107.56,-0.18,229.48,13-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Aug-2020 - 00:00,0.46,0.82,1.56,0.46,9.78,21.43,18.99,36.29,0.7,7.1,0.78,109.95,38.07,35.98,0.46,721.12,71.11,159.58,-0.14,225.27,14-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Aug-2020 - 00:00,0.5,0.98,2.23,0.49,14.04,18.18,20.41,37.52,0.59,7.4,0.6,54.3,25.54,21.97,0.51,720.07,88.46,57.82,-0.26,205.03,15-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Aug-2020 - 00:00,0.5,0.99,2.17,0.49,5.85,13.82,11.93,24.13,0.75,6.15,0.58,68.6,37.34,23.15,0.51,720.19,77.66,231.45,-0.19,119.84,16-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Aug-2020 - 00:00,0.49,1.01,2.17,0.5,4.51,15.72,11.75,24.74,0.59,7.41,0.74,57.45,36.02,23.15,0.51,721.35,76.8,152.25,-0.2,155.09,17-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Aug-2020 - 00:00,0.5,1.0,2.2,0.51,4.04,15.85,11.5,23.1,0.67,6.58,1.16,55.78,30.83,35.29,0.48,721.56,72.13,205.32,-0.15,171.06,18-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Aug-2020 - 00:00,0.5,1.02,2.21,0.52,7.12,22.4,17.0,28.63,0.8,5.2,0.91,68.42,29.94,22.67,0.51,722.28,71.73,215.53,-0.14,203.35,19-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Aug-2020 - 00:00,0.5,0.99,2.19,0.51,6.01,22.62,16.38,21.6,1.08,6.18,0.67,65.95,29.09,21.06,0.5,722.28,79.54,133.6,-0.17,204.56,20-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Aug-2020 - 00:00,0.5,1.0,2.14,0.49,4.96,21.81,17.32,22.83,1.02,5.98,0.77,51.27,26.17,33.56,0.5,722.9,78.6,173.16,-0.22,64.9,21-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Aug-2020 - 00:00,0.49,0.96,2.24,0.51,5.12,24.81,17.65,28.07,1.55,6.73,0.61,71.67,34.41,32.44,0.51,723.98,71.48,241.65,-0.13,32.2,22-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Aug-2020 - 00:00,0.26,0.77,1.7,0.41,6.54,33.63,20.05,28.6,1.83,8.99,0.64,71.41,33.19,22.86,0.89,723.08,77.87,164.59,-0.14,23.7,23-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Aug-2020 - 00:00,0.01,0.02,0.14,0.05,5.66,31.83,21.17,23.51,1.72,10.27,0.57,44.51,28.15,13.05,1.8,721.87,81.79,109.93,-0.18,24.85,24-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Aug-2020 - 00:00,0.07,0.07,0.14,0.09,4.04,39.01,23.62,27.33,0.92,10.46,0.58,41.71,26.88,12.99,0.93,722.43,85.34,106.67,-0.3,93.47,25-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Aug-2020 - 00:00,0.02,0.03,0.05,0.03,3.56,42.29,25.0,29.25,1.15,10.23,0.56,46.08,29.91,14.48,0.1,724.78,84.53,178.2,-0.22,168.3,26-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Aug-2020 - 00:00,0.0,0.0,0.0,0.0,6.27,40.55,26.21,29.26,1.03,9.89,0.72,71.4,29.7,16.26,0.01,726.32,79.13,161.6,-0.17,207.54,27-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Aug-2020 - 00:00,0.0,0.0,0.0,0.0,7.94,49.31,32.13,35.43,0.91,8.84,0.67,74.79,28.39,22.87,0.0,725.9,72.43,235.51,-0.15,244.2,28-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Aug-2020 - 00:00,0.0,0.0,0.0,0.0,5.72,67.14,39.67,45.76,0.96,9.1,0.53,70.31,32.75,27.68,0.0,724.64,72.09,218.66,-0.15,260.58,29-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Aug-2020 - 00:00,0.0,0.0,0.0,0.0,10.85,28.18,23.43,23.44,1.66,8.27,0.66,80.94,31.7,38.62,0.0,723.36,61.67,372.44,-0.06,33.42,30-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Aug-2020 - 00:00,0.0,0.0,0.0,0.0,8.96,31.2,23.6,24.51,1.22,8.21,0.55,53.9,38.4,31.38,0.0,722.29,85.66,36.97,-0.3,84.31,31-Aug-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Aug-2020 - 00:00,0.0,0.0,0.0,0.0,7.59,37.51,25.78,27.87,1.32,9.63,0.64,42.04,25.34,30.38,0.0,725.0,85.89,169.15,-0.25,151.76,01-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Sep-2020 - 00:00,0.0,0.0,0.0,0.0,6.34,41.61,26.8,29.97,1.22,9.34,0.63,51.02,32.38,30.04,0.0,726.46,87.69,88.64,-0.24,195.11,02-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Sep-2020 - 00:00,0.0,0.0,0.0,0.0,8.25,29.52,21.7,22.78,0.91,8.84,0.68,116.26,41.22,28.56,0.0,728.19,72.47,243.24,-0.15,267.68,03-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Sep-2020 - 00:00,0.0,0.0,0.0,0.0,7.1,38.79,25.78,28.28,0.63,8.88,0.78,106.05,47.42,24.84,0.0,727.63,80.21,115.64,-0.25,193.52,04-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Sep-2020 - 00:00,0.0,0.52,1.0,0.0,3.17,51.19,29.29,34.77,1.07,8.17,0.68,72.65,7.54,35.37,0.0,726.74,73.17,187.18,-0.16,76.9,05-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Sep-2020 - 00:00,0.0,0.51,0.99,0.0,2.75,55.26,31.08,37.04,1.18,9.34,0.56,69.28,16.7,26.14,0.0,726.61,76.16,313.79,-0.13,75.98,06-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Sep-2020 - 00:00,0.0,0.49,1.01,0.0,3.26,69.49,38.93,46.47,1.08,8.49,0.55,62.99,28.5,47.69,0.0,725.51,61.93,294.97,-0.06,61.1,07-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Sep-2020 - 00:00,0.0,0.51,0.99,0.0,2.18,65.81,36.14,43.81,1.08,9.06,0.68,80.53,38.44,28.77,0.0,726.05,80.13,118.43,-0.24,98.78,08-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Sep-2020 - 00:00,0.0,0.51,0.99,0.0,1.2,63.66,34.19,42.19,0.93,9.91,0.91,98.5,30.79,32.7,0.0,726.65,75.03,224.3,-0.2,96.17,09-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Sep-2020 - 00:00,0.0,0.5,0.97,0.0,12.88,42.26,32.51,34.09,0.76,9.07,0.74,117.59,44.36,33.87,0.0,726.53,62.96,243.36,-0.15,93.44,10-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Sep-2020 - 00:00,0.0,0.5,0.98,0.0,21.76,17.76,35.24,22.07,1.02,8.8,0.71,94.61,41.0,29.61,0.0,724.98,58.77,220.09,-0.14,95.06,11-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Sep-2020 - 00:00,0.0,0.55,1.27,0.0,28.38,22.34,34.32,28.83,0.57,9.27,1.18,97.56,35.09,31.87,0.28,725.01,58.32,158.7,-0.17,79.37,12-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Sep-2020 - 00:00,0.0,0.57,1.62,0.0,24.81,24.49,32.68,29.97,0.58,8.92,0.62,115.79,46.12,40.22,0.62,726.72,53.18,250.84,-0.12,96.69,13-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Sep-2020 - 00:00,0.0,0.61,1.54,0.0,20.4,24.56,29.15,28.36,0.76,8.65,0.76,84.38,29.02,60.23,0.6,726.82,45.46,303.36,-0.05,96.33,14-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Sep-2020 - 00:00,0.0,0.6,1.6,0.0,20.64,23.92,29.05,29.17,0.77,8.94,0.75,98.38,41.28,52.13,0.58,726.07,51.8,257.85,-0.12,100.4,15-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Sep-2020 - 00:00,0.0,0.6,1.59,0.0,22.16,21.79,29.19,30.09,0.86,8.95,0.63,99.93,44.83,63.32,0.6,725.82,52.12,269.77,-0.1,92.06,16-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Sep-2020 - 00:00,0.0,0.6,1.66,0.0,24.79,16.24,28.36,28.86,0.79,8.65,0.44,114.54,50.11,50.85,0.59,725.89,50.41,208.11,-0.11,189.37,17-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Sep-2020 - 00:00,0.0,0.59,1.59,0.0,24.25,14.87,27.45,23.29,0.96,9.04,0.62,77.32,35.87,40.73,0.61,725.84,51.69,208.25,-0.09,270.45,18-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Sep-2020 - 00:00,0.0,0.59,1.6,0.0,21.3,22.3,28.72,15.96,1.03,9.48,0.61,96.36,28.86,38.0,0.59,725.12,53.53,159.54,-0.12,250.67,19-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Sep-2020 - 00:00,0.0,0.59,1.65,0.0,34.39,8.85,29.36,6.68,0.9,9.8,4.9,62.39,61.64,37.03,0.59,724.64,63.84,20.01,-0.22,153.22,20-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Sep-2020 - 00:00,0.0,0.61,1.57,0.0,20.13,24.12,28.76,13.16,0.89,9.14,2.79,70.62,36.65,62.52,0.61,724.13,52.38,236.03,-0.09,199.96,21-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Sep-2020 - 00:00,0.0,0.63,1.62,0.0,35.45,39.14,33.54,40.94,1.03,8.0,0.62,86.18,41.5,72.68,0.6,723.47,54.07,215.1,-0.09,109.5,22-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Sep-2020 - 00:00,0.17,0.74,1.87,0.17,11.05,36.38,27.86,53.87,1.32,9.01,0.66,91.53,47.54,68.29,0.57,723.42,55.64,194.5,-0.09,37.75,23-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Sep-2020 - 00:00,0.5,1.0,2.51,0.49,11.01,32.37,25.81,50.03,0.93,8.85,0.57,56.41,28.77,50.47,0.51,723.32,56.63,173.75,-0.16,81.21,24-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Sep-2020 - 00:00,0.47,1.01,2.55,0.49,11.83,40.69,30.74,60.42,0.76,9.57,0.55,76.72,36.65,45.96,0.5,725.08,51.95,245.14,-0.1,138.99,25-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Sep-2020 - 00:00,0.49,1.01,2.5,0.51,12.01,39.12,30.07,58.12,1.0,8.8,0.53,85.92,43.14,40.45,0.49,725.73,56.23,236.02,-0.11,212.19,26-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Sep-2020 - 00:00,0.5,1.02,2.51,0.49,8.21,35.76,25.32,50.01,1.35,9.31,0.49,82.8,39.91,43.24,0.5,725.76,67.24,212.98,-0.13,221.5,27-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Sep-2020 - 00:00,0.5,1.01,2.55,0.51,6.84,37.74,25.21,50.56,0.86,9.77,0.41,76.53,37.09,42.6,0.5,726.94,75.11,47.3,-0.22,212.27,28-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Sep-2020 - 00:00,0.5,0.97,2.51,0.49,28.14,35.62,41.17,73.49,0.7,10.09,0.51,115.85,58.46,38.04,0.5,728.02,60.06,215.24,-0.13,244.52,29-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Sep-2020 - 00:00,0.49,1.0,2.49,0.51,38.24,33.24,48.03,81.65,0.72,9.54,0.62,161.6,70.16,34.58,0.5,727.87,58.83,198.26,-0.14,255.03,30-Sep-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Sep-2020 - 00:00,0.5,1.02,2.52,0.51,25.92,39.19,41.26,72.83,0.71,10.06,0.62,140.73,65.44,31.83,0.5,727.37,60.85,224.79,-0.14,216.37,01-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Oct-2020 - 00:00,0.48,1.03,2.45,0.5,18.02,41.71,36.46,67.77,1.14,9.04,0.54,133.2,69.96,32.36,0.5,727.19,59.67,247.71,-0.16,262.95,02-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Oct-2020 - 00:00,0.52,1.03,2.5,0.5,16.27,42.07,35.03,65.6,0.91,9.97,0.58,136.76,67.86,40.86,0.49,727.37,60.47,247.29,-0.17,243.47,03-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Oct-2020 - 00:00,0.98,1.3,2.28,1.0,32.43,47.27,50.7,89.02,0.52,10.29,0.73,143.31,69.13,28.49,0.98,727.77,64.03,188.94,-0.22,213.57,04-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Oct-2020 - 00:00,1.33,1.28,1.67,1.3,17.84,43.22,36.89,68.23,0.61,10.27,0.55,135.51,63.88,52.66,1.3,728.33,59.76,245.42,-0.19,167.46,05-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Oct-2020 - 00:00,1.37,1.38,1.67,1.38,27.71,57.07,70.97,91.35,0.73,10.87,0.75,139.89,53.46,48.17,1.36,728.3,61.34,230.95,-0.18,222.64,06-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Oct-2020 - 00:00,1.32,1.31,1.64,1.34,73.8,53.87,105.55,140.43,0.55,11.56,0.74,162.89,54.4,38.77,1.31,728.55,60.47,218.75,-0.2,225.67,07-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Oct-2020 - 00:00,1.34,1.32,1.64,1.34,57.74,54.11,74.57,123.9,0.42,12.05,0.73,129.81,55.35,37.23,1.3,729.69,59.55,218.87,-0.19,214.3,08-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Oct-2020 - 00:00,1.45,1.56,1.72,1.47,61.51,44.89,72.78,118.36,0.61,12.44,1.15,156.69,58.26,40.74,1.46,729.76,61.9,112.6,-0.23,111.63,09-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Oct-2020 - 00:00,1.31,1.26,1.66,1.3,25.03,27.75,34.33,60.32,0.76,12.34,0.45,123.03,49.07,54.79,1.3,729.93,60.74,215.11,-0.14,81.65,10-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Oct-2020 - 00:00,1.41,1.39,1.78,1.34,21.5,38.4,37.3,65.61,0.62,10.66,0.6,134.03,60.25,50.43,1.35,729.16,61.32,210.55,-0.17,188.9,11-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Oct-2020 - 00:00,1.05,1.01,1.99,0.96,19.24,39.02,35.82,64.68,0.18,10.19,0.49,145.68,65.89,37.16,0.97,728.43,81.2,64.79,-0.4,97.3,12-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Oct-2020 - 00:00,1.72,1.78,1.82,1.71,32.92,37.61,45.76,77.9,0.86,12.07,0.88,144.2,57.42,51.96,1.75,726.3,54.0,272.78,-0.08,89.57,13-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Oct-2020 - 00:00,1.32,1.39,1.94,1.32,66.81,30.65,69.5,108.57,0.54,10.7,1.17,140.35,54.11,53.95,1.32,726.62,65.28,146.77,-0.23,80.18,14-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Oct-2020 - 00:00,1.35,1.33,2.01,1.35,26.5,20.5,28.83,46.32,0.91,9.58,0.64,159.14,52.02,66.59,1.33,727.66,64.77,144.23,-0.19,80.87,15-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Oct-2020 - 00:00,1.3,1.32,1.92,1.33,18.17,20.42,24.95,42.82,1.22,9.71,0.67,186.29,88.81,75.38,1.35,728.16,65.32,151.1,-0.13,33.48,16-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Oct-2020 - 00:00,1.33,1.32,2.01,1.32,19.73,24.88,28.34,48.92,1.27,10.43,0.58,147.16,64.51,66.72,1.34,728.07,65.63,180.43,-0.14,41.19,17-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Oct-2020 - 00:00,1.51,1.44,2.08,1.49,15.82,33.25,30.36,53.82,1.12,10.35,0.72,162.56,79.84,71.72,1.47,728.7,72.71,96.94,-0.21,58.92,18-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Oct-2020 - 00:00,1.52,1.52,1.92,1.5,11.57,36.13,28.16,48.56,0.87,10.43,0.96,166.95,84.06,92.61,1.42,728.97,59.38,206.26,-0.09,113.5,19-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Oct-2020 - 00:00,1.39,1.35,1.98,1.36,15.97,47.93,37.75,66.34,0.66,11.81,0.97,152.04,76.33,66.73,1.36,728.87,67.97,144.92,-0.19,134.17,20-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Oct-2020 - 00:00,1.32,1.35,1.91,1.32,53.89,56.17,72.56,117.6,0.38,11.71,1.22,153.51,73.52,49.67,1.28,728.56,50.24,180.38,-0.26,123.15,21-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Oct-2020 - 00:00,1.39,1.37,1.9,1.37,15.83,45.56,36.49,63.54,0.68,11.55,1.02,153.89,67.96,65.94,1.43,728.85,27.11,146.69,-0.21,107.18,22-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Oct-2020 - 00:00,1.18,1.22,1.98,1.19,9.74,33.15,25.02,43.28,0.68,9.58,0.93,125.59,67.77,73.5,1.22,728.25,36.63,206.48,-0.23,94.48,23-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Oct-2020 - 00:00,1.48,1.48,1.88,1.48,94.39,58.46,106.27,165.41,0.59,9.6,1.97,179.62,69.54,57.9,1.5,727.81,28.18,224.49,-0.16,156.37,24-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Oct-2020 - 00:00,1.34,1.36,1.85,1.35,90.9,49.56,101.59,140.53,0.5,9.9,1.26,186.14,83.08,58.69,1.35,728.66,25.2,165.04,-0.25,128.64,25-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Oct-2020 - 00:00,1.34,1.36,1.67,1.33,33.17,43.26,50.02,81.64,0.73,8.96,1.06,156.26,83.52,68.12,1.36,730.54,24.61,169.92,-0.24,92.84,26-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Oct-2020 - 00:00,1.36,1.34,1.75,1.32,101.99,75.3,97.92,138.92,0.57,11.14,1.06,174.5,74.85,34.89,1.38,731.62,28.31,164.8,-0.26,226.05,27-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Oct-2020 - 00:00,1.36,1.24,1.7,1.3,47.81,33.07,55.78,38.64,0.48,9.67,1.16,214.79,107.02,51.66,1.26,731.33,29.38,109.45,-0.32,138.96,28-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Oct-2020 - 00:00,1.49,1.46,1.87,1.42,98.87,49.22,104.66,128.3,0.25,9.76,1.79,165.61,72.49,30.94,1.41,731.88,26.72,114.64,-0.39,189.08,29-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Oct-2020 - 00:00,1.24,1.28,1.65,1.21,50.93,62.72,72.5,95.7,0.52,9.09,1.12,186.1,86.64,62.83,1.25,732.23,26.95,180.41,-0.3,116.39,30-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Oct-2020 - 00:00,1.28,1.35,1.74,1.31,28.55,74.93,62.05,109.36,0.39,8.67,1.14,206.56,102.92,53.1,1.36,732.61,26.99,136.76,-0.36,175.17,31-Oct-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Oct-2020 - 00:00,1.36,1.36,1.74,1.36,43.94,82.49,77.33,132.58,0.43,9.15,1.35,237.51,123.7,36.68,1.36,732.54,28.05,139.49,-0.36,235.09,01-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Nov-2020 - 00:00,1.37,1.41,1.65,1.4,53.48,68.4,78.62,130.22,0.49,9.59,1.29,141.65,46.24,36.55,1.4,733.01,20.97,172.01,-0.34,226.65,02-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Nov-2020 - 00:00,1.33,1.35,1.73,1.36,143.95,61.35,149.38,214.25,0.44,10.41,2.6,189.96,57.74,27.86,1.36,733.45,25.9,171.86,-0.36,181.41,03-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Nov-2020 - 00:00,1.34,1.36,1.81,1.34,210.87,60.05,207.57,270.79,0.55,11.5,1.87,221.8,44.93,23.6,1.33,732.74,24.2,114.03,-0.38,214.7,04-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Nov-2020 - 00:00,1.32,1.31,1.72,1.38,131.1,72.14,143.72,191.23,0.38,11.91,2.48,256.09,140.1,33.56,1.33,732.09,27.45,141.72,-0.4,220.48,05-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Nov-2020 - 00:00,1.38,1.4,1.73,1.45,146.73,64.56,151.38,226.35,0.32,9.65,2.13,239.09,126.07,35.15,1.37,732.75,30.97,118.57,-0.37,179.65,06-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Nov-2020 - 00:00,1.35,1.38,1.63,1.37,80.05,74.43,98.55,157.59,0.32,10.38,2.61,207.79,93.5,41.85,1.36,734.71,28.53,151.5,-0.34,118.39,07-Nov-2020 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
