from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,BP,PM2.5,PM10,RF,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
16-Apr-2020 - 00:00,0.39,0.01,0.02,0.0,0.62,722.65,24.07,49.9,0.0,199.97,33.25,106.84,2.29,0.49,20.06,3.41,21.65,24.62,48.3,15.81,17-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Apr-2020 - 00:00,0.33,0.01,0.03,0.01,0.38,722.18,22.07,45.3,0.0,193.92,32.55,143.42,1.76,0.45,23.71,4.32,22.17,25.89,43.54,13.71,18-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Apr-2020 - 00:00,0.62,0.02,0.08,0.03,0.79,723.26,25.58,49.33,0.0,194.25,29.82,91.94,1.74,0.62,18.86,3.71,26.9,30.04,43.95,10.99,19-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Apr-2020 - 00:00,0.39,0.01,0.04,0.01,0.78,723.12,20.33,38.37,0.0,176.1,30.25,120.36,1.96,0.54,22.53,4.21,23.82,27.53,29.8,13.94,20-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Apr-2020 - 00:00,0.7,0.02,0.08,0.02,1.29,724.45,18.65,32.79,0.04,99.9,24.58,196.84,1.54,0.63,18.8,6.66,33.41,39.99,21.78,12.74,21-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Apr-2020 - 00:00,0.85,0.03,0.13,0.04,1.36,724.3,20.85,41.53,0.0,196.2,27.19,183.15,1.48,0.66,18.51,6.02,31.5,37.38,41.53,14.54,22-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Apr-2020 - 00:00,0.69,0.07,0.16,0.05,1.39,723.2,20.14,41.75,0.0,235.93,29.3,146.08,1.48,0.61,16.61,5.86,31.47,37.13,43.0,13.53,23-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Apr-2020 - 00:00,0.39,0.01,0.03,0.01,0.95,722.69,18.6,40.66,0.0,201.31,30.64,203.57,1.91,0.51,16.15,4.36,23.87,27.99,43.88,11.51,24-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Apr-2020 - 00:00,0.59,0.02,0.07,0.02,0.94,721.35,18.67,39.96,0.0,207.49,30.44,153.84,1.29,0.57,18.35,4.28,27.5,31.51,40.51,13.64,25-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Apr-2020 - 00:00,0.45,0.02,0.09,0.03,1.17,721.99,16.35,33.72,0.0,151.83,28.12,177.42,1.7,0.55,16.45,4.27,25.54,29.34,35.08,11.67,26-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Apr-2020 - 00:00,0.67,0.05,0.16,0.04,1.64,723.21,20.77,38.52,0.01,180.69,26.6,123.99,1.74,0.59,20.45,4.82,26.89,31.49,51.12,11.74,27-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Apr-2020 - 00:00,0.63,0.0,0.0,0.0,0.74,725.27,17.43,31.22,0.0,235.29,26.26,149.82,1.69,0.56,16.71,3.79,23.05,26.55,49.16,10.14,28-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Apr-2020 - 00:00,0.47,0.0,0.0,0.0,0.71,725.36,18.44,34.28,0.0,202.73,28.67,112.56,1.56,0.57,18.12,4.18,22.3,26.19,44.0,10.27,29-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Apr-2020 - 00:00,0.72,0.02,0.06,0.02,1.18,723.59,22.44,42.16,0.0,205.95,31.48,150.32,1.4,0.59,18.35,3.79,26.44,29.66,33.86,11.68,30-Apr-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Apr-2020 - 00:00,0.54,0.03,0.08,0.03,1.42,723.27,26.06,60.87,0.0,199.47,33.07,89.28,1.67,0.64,17.67,3.77,24.33,27.86,40.77,8.58,01-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-May-2020 - 00:00,0.74,0.03,0.13,0.04,1.38,721.81,29.66,60.63,0.0,215.72,34.36,113.98,1.73,0.66,19.99,4.06,27.13,31.04,37.49,10.55,02-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-May-2020 - 00:00,0.69,0.0,0.01,0.0,1.05,721.29,23.21,51.3,0.0,217.66,32.1,157.29,1.66,0.61,19.54,3.97,22.33,26.0,43.31,9.88,03-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-May-2020 - 00:00,0.55,0.01,0.03,0.01,1.09,722.61,20.65,42.43,0.02,171.44,27.71,165.23,1.84,0.61,17.19,3.89,22.75,26.3,33.04,11.28,04-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-May-2020 - 00:00,0.53,0.02,0.06,0.02,1.07,723.62,19.3,37.28,0.0,207.89,27.36,124.27,1.69,0.62,13.43,4.53,29.85,34.23,35.99,10.94,05-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-May-2020 - 00:00,0.46,0.01,0.05,0.01,0.95,722.85,17.91,31.68,0.0,241.6,30.62,125.8,1.61,0.53,17.39,4.34,27.26,31.43,37.96,9.33,06-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-May-2020 - 00:00,0.32,0.01,0.02,0.01,0.81,722.31,21.68,52.3,0.0,188.31,29.74,191.96,1.78,0.53,18.9,3.81,23.11,26.74,33.31,9.86,07-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-May-2020 - 00:00,0.87,0.02,0.09,0.03,1.14,722.65,25.93,55.92,0.0,235.22,29.87,125.22,1.43,0.56,17.19,3.73,27.82,31.4,43.78,11.0,08-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-May-2020 - 00:00,0.92,0.03,0.14,0.04,1.25,721.47,23.41,68.27,0.0,237.66,33.12,142.36,1.47,0.69,21.29,4.61,30.65,35.21,42.8,11.24,09-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-May-2020 - 00:00,0.89,0.02,0.04,0.03,1.6,721.91,25.7,69.78,0.0,233.15,33.71,159.37,1.53,0.63,19.42,4.48,24.56,28.41,58.41,11.45,10-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-May-2020 - 00:00,0.78,0.05,0.26,0.22,2.83,722.61,23.59,69.36,0.0,197.89,32.15,139.37,1.94,0.68,16.3,4.27,25.2,29.41,45.15,10.23,11-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-May-2020 - 00:00,1.13,0.08,0.19,0.07,1.05,723.45,25.86,69.82,0.0,156.58,29.17,138.51,1.42,0.69,18.65,4.73,30.59,34.1,31.67,15.73,12-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-May-2020 - 00:00,0.25,0.01,0.02,0.01,0.61,722.95,15.95,41.83,0.0,236.53,31.59,128.7,1.64,0.47,16.83,3.67,21.4,24.36,41.85,9.49,13-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-May-2020 - 00:00,0.52,0.04,0.05,0.02,0.75,722.52,23.24,58.15,0.03,171.96,30.28,155.06,1.9,0.6,18.98,3.76,21.25,24.55,38.35,9.87,14-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-May-2020 - 00:00,0.42,0.08,0.13,0.04,1.1,721.73,28.26,73.25,0.0,206.16,31.96,197.9,1.52,0.56,17.41,4.8,23.9,28.51,40.72,12.82,15-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-May-2020 - 00:00,0.31,0.0,0.02,0.0,1.04,721.67,27.39,62.12,0.0,223.59,32.73,88.64,2.26,0.58,20.24,3.57,21.67,25.09,47.78,9.0,16-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-May-2020 - 00:00,0.29,0.01,0.03,0.01,0.79,721.08,27.42,59.16,0.0,229.52,33.49,211.63,1.75,0.55,20.42,3.64,22.09,25.57,42.08,8.84,17-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-May-2020 - 00:00,0.49,0.04,0.12,0.03,1.41,720.03,28.81,61.4,0.0,197.6,33.72,181.54,1.43,0.57,18.04,3.89,26.28,30.08,50.76,8.83,18-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-May-2020 - 00:00,0.48,0.06,0.14,0.04,1.34,718.99,27.96,64.81,0.0,174.01,33.39,148.13,1.46,0.53,19.2,4.27,26.39,30.36,49.99,12.39,19-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-May-2020 - 00:00,0.53,0.05,0.18,0.06,1.03,718.64,26.36,63.17,0.0,234.07,35.0,167.34,1.53,0.48,18.79,4.27,29.03,33.18,41.52,12.78,20-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-May-2020 - 00:00,0.63,0.03,0.07,0.04,0.96,718.74,31.55,63.85,0.0,241.64,34.02,82.6,1.96,0.59,19.69,3.41,24.25,27.54,50.19,13.72,21-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-May-2020 - 00:00,0.63,0.06,0.15,0.04,1.41,718.18,37.34,60.6,0.0,186.18,34.82,260.08,1.63,0.71,17.22,3.88,26.32,29.95,38.94,11.96,22-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-May-2020 - 00:00,1.02,1.54,0.9,0.27,1.88,718.03,38.75,65.21,0.0,219.36,35.56,183.75,1.4,0.68,17.34,6.04,33.94,39.84,27.99,9.75,23-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-May-2020 - 00:00,0.35,0.08,0.08,0.02,0.55,719.1,40.02,80.3,0.0,233.91,38.9,247.74,2.31,0.4,21.07,3.15,18.98,21.75,45.95,11.65,24-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-May-2020 - 00:00,0.34,0.01,0.03,0.01,0.58,719.54,36.18,67.22,0.0,231.62,39.18,206.72,1.88,0.45,18.33,3.04,19.52,22.43,44.73,7.97,25-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-May-2020 - 00:00,0.45,0.09,0.1,0.02,0.8,719.21,34.98,58.12,0.0,249.87,38.63,207.74,1.79,0.47,20.29,3.6,23.59,27.07,42.74,7.53,26-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-May-2020 - 00:00,0.29,0.01,0.02,0.0,0.58,717.7,31.32,64.05,0.0,172.7,39.93,264.12,2.9,0.48,19.76,2.89,17.9,20.23,32.56,8.64,27-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-May-2020 - 00:00,0.54,0.03,0.14,0.05,0.82,716.46,35.53,76.41,0.0,207.65,39.36,249.42,2.37,0.52,18.28,3.26,22.66,25.59,42.58,12.04,28-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-May-2020 - 00:00,0.53,0.01,0.02,0.0,0.63,717.32,41.62,98.01,0.0,203.6,34.54,154.02,2.26,0.62,20.61,3.63,20.12,23.65,40.97,10.48,29-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-May-2020 - 00:00,0.15,0.0,0.01,0.0,0.53,719.65,31.9,67.05,0.02,213.82,29.99,108.41,3.1,0.55,20.92,3.07,21.47,24.46,53.37,9.72,30-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-May-2020 - 00:00,0.26,0.0,0.0,0.0,0.4,721.47,28.25,52.07,0.01,229.11,27.63,171.0,1.87,0.46,24.2,3.45,21.14,24.53,44.94,10.7,31-May-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-May-2020 - 00:00,0.48,0.01,0.04,0.01,0.94,722.71,26.52,52.27,0.26,165.25,25.41,134.9,1.82,0.52,20.72,3.81,22.05,25.81,29.49,8.75,01-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Jun-2020 - 00:00,0.53,0.01,0.05,0.01,0.96,722.94,26.2,54.65,0.0,197.65,27.1,157.73,1.56,0.56,21.18,3.98,24.46,28.37,46.39,8.88,02-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Jun-2020 - 00:00,0.48,0.02,0.06,0.02,1.17,721.83,27.78,66.5,0.02,224.13,28.33,153.04,1.58,0.52,25.35,6.54,23.65,29.34,43.78,13.43,03-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Jun-2020 - 00:00,0.72,0.05,0.15,0.05,1.3,720.41,27.28,49.11,0.0,198.91,27.68,155.86,1.32,0.75,25.01,8.23,23.43,30.93,29.31,15.98,04-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Jun-2020 - 00:00,1.03,0.08,0.28,0.09,1.56,719.84,29.55,53.01,0.0,137.36,27.84,152.58,1.42,0.66,19.33,8.42,25.57,33.97,37.99,10.57,05-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Jun-2020 - 00:00,0.66,0.19,0.25,0.21,1.55,719.64,33.69,55.21,0.0,195.8,27.95,170.44,1.58,0.54,17.64,6.5,19.57,25.86,43.89,12.61,06-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Jun-2020 - 00:00,0.91,0.34,0.39,0.13,1.53,719.29,38.75,59.27,0.23,189.07,27.13,193.42,1.4,0.71,18.57,6.71,23.84,30.53,39.31,13.53,07-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Jun-2020 - 00:00,0.82,0.44,0.4,0.12,1.96,719.0,42.13,63.82,0.0,198.87,28.59,145.56,1.5,0.62,19.77,7.62,25.18,32.8,41.17,13.01,08-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Jun-2020 - 00:00,0.85,0.06,0.28,0.09,2.07,718.75,43.17,72.2,0.0,237.23,31.3,120.1,1.64,0.64,19.68,6.85,24.93,31.77,40.02,13.33,09-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Jun-2020 - 00:00,0.69,0.08,0.21,0.08,1.82,718.78,41.85,70.86,0.0,224.55,33.94,135.04,1.6,0.53,17.98,5.94,21.45,27.38,35.51,14.16,10-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Jun-2020 - 00:00,0.53,0.29,0.31,0.1,1.13,718.34,39.81,92.97,0.0,225.24,34.53,181.7,1.83,0.48,21.57,6.47,21.46,27.65,35.06,16.06,11-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Jun-2020 - 00:00,0.58,0.02,0.11,0.03,1.1,717.32,42.49,80.4,0.0,231.23,35.06,85.0,2.01,0.56,23.67,6.36,22.13,27.88,35.05,13.31,12-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Jun-2020 - 00:00,0.73,0.02,0.08,0.03,1.21,716.45,45.34,86.58,0.0,223.69,35.2,108.75,1.93,0.69,31.1,6.18,23.98,30.15,45.56,14.28,13-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Jun-2020 - 00:00,0.88,0.04,0.17,0.05,1.51,716.75,46.02,81.71,0.0,66.4,31.01,139.28,1.63,0.83,27.33,8.55,24.85,33.4,28.93,15.12,14-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Jun-2020 - 00:00,0.85,0.04,0.1,0.03,1.86,718.0,43.64,79.58,0.0,223.03,33.03,110.3,1.82,0.71,33.89,8.77,21.47,30.23,38.38,13.43,15-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Jun-2020 - 00:00,1.04,0.12,0.51,0.19,2.55,716.74,45.86,88.3,0.0,227.47,34.93,130.94,1.72,0.84,26.2,11.3,33.73,45.03,39.77,14.32,16-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Jun-2020 - 00:00,0.78,0.07,0.15,0.04,1.71,714.85,43.37,79.41,0.0,235.68,35.47,113.07,1.88,0.64,19.68,8.02,23.49,31.51,48.97,10.47,17-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Jun-2020 - 00:00,0.79,0.2,0.18,0.06,1.15,714.47,44.38,84.03,0.0,233.46,35.42,90.32,1.73,0.64,25.36,6.62,23.13,29.69,56.76,6.0,18-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Jun-2020 - 00:00,1.01,0.05,0.25,0.09,1.49,715.17,51.58,121.49,0.0,220.69,36.26,128.87,1.64,0.71,27.03,6.53,22.31,28.84,36.29,9.55,19-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Jun-2020 - 00:00,0.82,0.04,0.17,0.06,1.14,716.4,47.48,106.27,0.11,230.47,37.08,149.52,1.93,0.73,29.97,7.28,19.44,26.03,37.47,11.12,20-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Jun-2020 - 00:00,0.36,0.02,0.06,0.02,0.71,718.21,49.45,99.57,0.0,220.58,32.34,101.22,2.05,0.52,23.99,10.55,12.83,22.45,44.45,16.16,21-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Jun-2020 - 00:00,0.61,0.09,0.17,0.06,1.65,717.88,40.52,71.04,0.16,148.2,29.17,152.27,1.76,0.59,25.53,11.49,14.45,25.58,23.8,14.07,22-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Jun-2020 - 00:00,0.76,0.07,0.35,0.12,1.63,717.51,40.11,69.01,0.0,241.83,32.13,123.77,2.19,0.72,28.94,10.15,17.6,27.54,46.31,12.58,23-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Jun-2020 - 00:00,0.57,0.01,0.05,0.01,1.16,718.63,38.98,68.37,0.0,205.71,31.74,96.47,1.91,0.62,23.84,9.29,14.02,23.3,28.1,13.8,24-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Jun-2020 - 00:00,0.55,0.02,0.08,0.03,1.61,719.64,33.8,63.78,0.02,124.75,28.58,121.95,1.66,0.67,22.84,9.4,15.42,24.81,12.24,11.61,25-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Jun-2020 - 00:00,0.74,0.09,0.23,0.08,2.37,718.26,32.52,80.68,0.07,184.36,29.62,141.46,1.57,0.74,21.14,11.01,19.28,30.26,23.96,9.58,26-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Jun-2020 - 00:00,0.81,0.05,0.18,0.06,2.12,717.59,29.64,82.97,0.0,128.16,30.72,208.83,1.74,0.65,20.9,11.12,16.97,28.08,22.43,8.06,27-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Jun-2020 - 00:00,0.31,0.05,0.04,0.01,1.36,716.67,29.01,70.05,0.0,197.84,34.28,238.79,2.58,0.48,18.48,9.77,13.53,23.3,39.89,8.6,28-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Jun-2020 - 00:00,0.27,0.0,0.02,0.01,0.95,716.32,35.49,89.5,0.0,221.96,36.34,270.93,3.23,0.39,18.09,8.58,13.24,21.8,24.85,9.47,29-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Jun-2020 - 00:00,0.29,0.0,0.02,0.0,0.81,717.41,41.16,63.54,0.01,209.24,35.01,196.58,2.52,0.48,19.78,8.0,14.17,22.17,40.28,8.65,30-Jun-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Jun-2020 - 00:00,0.53,0.02,0.08,0.03,1.07,718.41,41.44,73.88,0.0,176.71,31.49,125.05,1.51,0.67,24.49,8.38,20.2,28.57,32.42,8.2,01-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Jul-2020 - 00:00,0.47,0.02,0.09,0.03,1.17,717.59,36.55,71.3,0.0,178.29,32.91,175.64,1.43,0.59,24.44,8.31,17.65,25.95,31.79,8.05,02-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Jul-2020 - 00:00,0.86,0.06,0.27,0.09,1.5,715.97,48.27,99.27,0.0,217.31,35.31,128.42,1.61,0.71,24.4,8.11,21.89,29.85,41.65,8.65,03-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Jul-2020 - 00:00,0.49,0.02,0.06,0.02,1.08,715.54,50.61,96.87,0.0,224.42,35.76,217.16,1.84,0.57,22.42,7.4,15.12,22.51,34.89,8.36,04-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Jul-2020 - 00:00,0.39,0.01,0.03,0.01,1.0,715.63,41.69,71.38,0.0,225.08,33.42,122.2,1.71,0.61,21.61,7.22,15.93,23.12,43.44,8.91,05-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Jul-2020 - 00:00,0.35,0.01,0.02,0.0,1.12,716.29,41.32,63.73,0.0,221.09,31.42,96.8,2.3,0.52,21.32,7.6,15.45,22.4,56.09,7.84,06-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Jul-2020 - 00:00,0.48,0.01,0.05,0.01,1.08,715.87,39.15,67.01,0.0,176.17,31.6,154.34,1.6,0.59,21.41,7.07,17.45,23.99,39.37,10.92,07-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Jul-2020 - 00:00,1.1,0.6,0.59,0.6,1.55,717.64,32.31,63.53,0.0,168.89,30.08,123.89,2.12,0.6,18.3,7.05,15.22,22.27,26.77,13.21,08-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Jul-2020 - 00:00,0.59,0.04,0.2,0.07,1.53,718.9,48.72,80.61,0.01,153.63,28.79,126.36,1.7,0.73,21.39,7.75,14.98,22.69,25.79,13.88,09-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Jul-2020 - 00:00,0.65,0.02,0.09,0.03,1.47,716.85,27.22,57.01,0.04,171.74,30.04,190.41,1.66,0.63,23.13,7.53,14.58,22.11,26.12,14.03,10-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Jul-2020 - 00:00,0.34,0.01,0.05,0.02,0.97,715.45,34.31,65.95,0.0,220.94,33.57,223.36,2.5,0.49,24.87,7.43,13.37,20.76,29.34,13.54,11-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Jul-2020 - 00:00,0.52,0.08,0.41,0.13,1.57,715.83,35.2,71.13,0.0,201.96,33.34,195.67,1.79,0.63,21.31,7.89,17.08,24.97,25.98,13.65,12-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Jul-2020 - 00:00,0.34,0.02,0.09,0.02,1.64,716.85,33.18,64.96,0.01,190.81,31.73,160.4,2.41,0.5,27.25,9.12,20.03,28.96,29.2,13.5,13-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Jul-2020 - 00:00,0.33,0.02,0.07,0.02,1.54,717.09,43.21,69.13,0.0,167.02,30.39,177.14,1.74,0.52,20.91,8.02,18.6,26.62,19.0,9.9,14-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Jul-2020 - 00:00,0.6,0.14,0.48,0.14,2.04,717.32,39.45,82.07,0.0,223.38,33.24,167.76,1.5,0.61,21.04,10.18,23.85,34.03,30.13,11.12,15-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Jul-2020 - 00:00,0.48,0.06,0.17,0.11,1.16,717.35,47.3,79.16,0.0,180.85,32.67,74.99,2.05,0.61,23.02,6.43,17.89,24.3,32.8,10.65,16-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Jul-2020 - 00:00,0.49,0.08,0.19,0.11,1.57,716.96,44.17,75.3,0.0,137.39,30.6,128.83,1.63,0.59,17.49,6.69,15.83,22.27,21.68,10.59,17-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Jul-2020 - 00:00,0.45,0.02,0.07,0.02,1.1,717.21,46.42,73.59,0.0,154.72,31.64,128.04,1.79,0.63,18.44,6.66,15.5,21.39,27.71,9.84,18-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Jul-2020 - 00:00,0.41,0.02,0.06,0.02,1.02,718.22,52.02,76.86,0.0,197.36,33.03,165.98,1.51,0.63,21.19,6.51,15.76,22.13,33.57,10.12,19-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Jul-2020 - 00:00,0.49,0.04,0.09,0.02,1.66,717.37,36.27,69.26,0.0,148.74,32.92,164.88,1.89,0.58,21.98,6.06,15.34,21.39,27.5,10.88,20-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Jul-2020 - 00:00,1.04,0.01,0.03,0.01,1.36,716.44,29.08,61.42,0.0,137.42,29.77,201.63,1.94,0.51,23.82,5.94,15.19,21.11,36.16,9.53,21-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Jul-2020 - 00:00,0.3,0.05,0.06,0.02,1.2,718.14,31.26,63.72,0.0,134.98,28.79,166.99,2.18,0.48,18.37,5.55,15.86,21.07,28.06,10.9,22-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Jul-2020 - 00:00,0.36,0.03,0.15,0.05,1.78,719.24,30.73,61.16,0.02,152.84,28.81,158.37,1.84,0.49,19.01,6.24,17.44,23.67,29.73,10.25,23-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Jul-2020 - 00:00,0.55,0.05,0.17,0.05,2.55,718.58,37.7,58.78,0.0,209.91,30.31,156.69,1.5,0.58,18.41,8.11,21.99,30.09,31.91,10.76,24-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Jul-2020 - 00:00,0.56,0.05,0.14,0.04,2.03,720.32,40.29,67.32,0.02,185.37,29.11,164.06,1.52,0.59,21.02,6.56,19.07,25.61,30.53,10.93,25-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Jul-2020 - 00:00,0.44,0.03,0.09,0.02,1.34,721.47,40.39,62.74,0.0,161.12,29.9,127.41,1.63,0.61,23.05,6.6,18.06,24.66,30.54,10.62,26-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Jul-2020 - 00:00,0.47,0.02,0.06,0.02,1.64,721.36,44.41,64.77,0.01,186.7,30.97,147.08,1.53,0.58,23.34,8.59,19.32,27.93,29.93,11.92,27-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Jul-2020 - 00:00,0.32,0.02,0.07,0.02,0.94,719.77,34.26,60.07,0.03,188.11,32.53,199.77,1.76,0.51,20.73,5.96,15.68,21.59,31.78,11.4,28-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Jul-2020 - 00:00,0.29,0.0,0.03,0.01,0.86,718.28,28.33,54.81,0.0,161.81,33.35,225.08,1.95,0.5,20.42,5.74,14.39,20.11,31.1,10.1,29-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Jul-2020 - 00:00,0.27,0.01,0.03,0.01,1.54,718.25,29.56,61.28,0.03,156.05,30.74,168.2,1.68,0.52,20.89,5.47,15.55,20.7,34.45,11.99,30-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Jul-2020 - 00:00,0.3,0.01,0.01,0.0,0.8,719.61,27.38,52.57,0.0,208.6,29.12,141.11,2.0,0.51,21.69,6.37,16.12,22.49,47.78,10.69,31-Jul-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Jul-2020 - 00:00,0.42,0.02,0.09,0.03,1.22,719.05,30.87,57.85,0.06,162.64,29.93,144.65,1.66,0.6,20.42,5.74,15.85,21.39,35.49,11.27,01-Aug-2020 - 00:00,"Moti Doongri, Alwar - RSPCB"
