from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
18-Sep-2020 - 00:00,18.92,39.15,6.52,10.42,4.5,5.83,2.11,0.52,39.06,0.38,1.34,0.52,0.51,0.69,28.41,83.97,0.29,150.34,745.25,125.44,0.0,19-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
19-Sep-2020 - 00:00,21.0,40.24,6.53,10.04,4.54,7.17,1.63,0.47,34.58,0.45,1.46,0.53,0.51,0.74,29.05,81.94,0.7,75.39,745.24,183.36,0.0,20-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
20-Sep-2020 - 00:00,19.98,42.75,6.53,10.04,4.54,9.25,1.8,0.61,32.26,0.45,1.85,0.52,0.44,1.01,29.34,82.65,0.32,163.17,745.23,147.98,0.0,21-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
21-Sep-2020 - 00:00,8.62,18.29,6.51,8.11,4.33,9.78,1.42,0.24,25.08,0.25,1.77,0.4,0.32,0.74,26.89,91.41,0.78,69.49,745.23,114.01,0.31,22-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
22-Sep-2020 - 00:00,2.34,9.16,6.52,9.87,4.47,9.0,1.43,0.39,19.24,0.32,1.39,0.47,0.38,0.82,26.71,92.81,0.89,67.6,745.23,121.18,0.04,23-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
23-Sep-2020 - 00:00,14.27,42.86,6.53,10.0,4.5,9.58,0.89,0.45,21.84,0.46,1.52,0.47,0.38,0.94,28.23,86.35,0.66,123.05,745.25,111.63,0.0,24-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
24-Sep-2020 - 00:00,11.89,26.79,6.52,9.87,4.48,12.42,1.13,0.52,25.07,0.37,1.6,0.48,0.39,0.9,28.01,86.57,0.48,113.0,745.25,113.8,0.2,25-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
25-Sep-2020 - 00:00,5.1,16.89,6.52,9.85,4.46,11.42,1.28,0.42,10.95,0.2,1.89,0.5,0.41,0.86,26.23,94.07,0.26,243.71,745.24,79.43,0.04,26-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
26-Sep-2020 - 00:00,2.34,13.98,6.52,9.89,4.5,12.05,1.52,0.39,17.94,0.26,1.71,0.49,0.4,0.86,26.45,90.24,0.32,232.06,745.25,132.33,0.02,27-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
27-Sep-2020 - 00:00,3.03,18.89,6.52,9.97,4.48,12.05,1.43,0.51,19.78,0.36,1.72,0.5,0.4,0.96,26.85,87.92,0.23,253.02,745.27,163.57,0.0,28-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
28-Sep-2020 - 00:00,10.98,30.75,6.53,10.02,4.52,12.72,1.26,0.68,20.04,0.47,1.76,0.5,0.4,1.06,27.56,86.49,0.18,232.82,745.27,127.67,0.0,29-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
29-Sep-2020 - 00:00,37.01,54.76,6.52,9.96,4.46,13.32,0.83,0.63,29.42,0.64,1.47,0.45,0.36,0.91,28.09,84.51,0.17,253.83,745.27,172.02,0.0,30-Sep-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
30-Sep-2020 - 00:00,27.12,78.03,6.52,9.97,4.48,12.41,1.09,0.7,31.83,0.34,0.89,0.34,0.28,0.68,27.78,83.86,0.18,249.74,745.26,156.74,0.0,01-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
01-Oct-2020 - 00:00,37.07,61.06,8.67,12.21,4.54,21.65,0.5,0.64,24.33,0.44,0.37,0.39,0.31,0.71,27.17,88.25,0.19,236.48,745.26,116.61,0.29,02-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
02-Oct-2020 - 00:00,17.64,37.1,11.17,16.23,5.22,39.05,1.38,0.51,22.78,0.5,0.43,0.5,0.4,0.89,28.47,84.29,0.33,142.81,745.26,175.01,0.0,03-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
03-Oct-2020 - 00:00,12.47,23.93,9.99,14.96,4.97,37.54,1.52,0.42,23.29,0.35,0.44,0.5,0.4,0.86,27.53,87.3,0.34,155.93,745.27,145.77,0.04,04-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
04-Oct-2020 - 00:00,9.81,23.03,10.0,14.99,4.99,35.29,0.97,0.51,19.67,0.24,0.31,0.37,0.31,0.69,27.09,90.59,0.25,150.5,745.28,116.77,0.2,05-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
05-Oct-2020 - 00:00,8.85,21.19,10.0,15.0,5.0,37.5,1.49,0.51,22.91,0.29,0.42,0.5,0.41,0.82,26.94,88.36,0.28,203.51,745.27,157.09,0.01,06-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
06-Oct-2020 - 00:00,13.46,30.14,10.0,15.01,5.02,39.96,1.82,0.52,24.93,0.42,0.42,0.5,0.4,0.86,27.86,86.26,0.26,177.5,745.28,145.31,0.0,07-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
07-Oct-2020 - 00:00,14.71,34.54,10.0,15.02,5.02,38.93,1.2,0.64,22.06,0.48,0.43,0.5,0.4,0.91,27.42,89.23,0.29,180.28,745.29,128.7,0.1,08-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
08-Oct-2020 - 00:00,19.02,35.91,12.8,17.8,5.01,38.1,0.91,0.63,21.39,0.47,0.43,0.5,0.4,0.9,28.01,87.66,0.24,195.78,745.29,140.19,0.0,09-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
09-Oct-2020 - 00:00,21.51,39.1,15.0,19.97,4.98,39.4,1.36,0.63,26.32,0.5,0.44,0.5,0.4,0.96,27.85,85.31,0.26,210.12,745.29,166.71,0.0,10-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
10-Oct-2020 - 00:00,24.61,49.54,15.0,15.43,5.01,39.39,36.84,0.61,24.21,0.53,0.45,0.43,0.34,0.97,27.77,82.95,0.24,242.64,745.29,162.37,0.0,11-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
11-Oct-2020 - 00:00,29.39,53.06,15.0,20.02,5.01,39.4,1.12,0.69,29.47,0.67,0.44,0.5,0.4,1.07,28.39,79.64,0.21,209.28,745.27,158.02,0.0,12-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
12-Oct-2020 - 00:00,34.42,59.16,15.0,20.01,5.01,36.9,1.63,0.81,32.81,0.71,0.44,0.5,0.4,0.94,29.27,81.13,0.24,130.9,745.27,143.19,0.0,13-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
13-Oct-2020 - 00:00,39.23,72.5,16.04,21.38,6.04,35.1,3.46,0.8,44.59,0.81,0.45,0.5,0.4,1.05,29.11,78.79,0.4,91.13,745.27,139.87,0.0,14-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
14-Oct-2020 - 00:00,27.99,61.23,18.0,24.0,8.01,37.26,0.77,0.63,33.49,0.56,0.43,0.5,0.41,0.9,28.85,78.45,0.34,154.52,745.28,147.43,0.0,15-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
15-Oct-2020 - 00:00,24.58,54.29,14.65,21.22,7.45,39.09,1.55,0.62,34.62,0.6,0.43,0.5,0.41,0.97,28.89,78.14,0.38,130.39,745.28,145.47,0.0,16-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
16-Oct-2020 - 00:00,29.36,53.66,11.25,17.53,6.29,37.1,3.07,0.63,29.43,0.66,0.51,0.5,0.4,1.1,28.71,81.08,0.26,233.86,745.28,135.63,0.0,17-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
17-Oct-2020 - 00:00,37.16,60.33,11.03,18.6,6.03,36.23,1.78,0.74,31.44,0.67,0.43,0.5,0.4,0.99,28.11,82.97,0.28,243.89,745.28,127.63,0.0,18-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
18-Oct-2020 - 00:00,30.75,45.75,12.0,22.01,7.01,37.3,0.58,0.78,29.56,0.7,0.43,0.5,0.4,0.97,27.2,80.78,0.22,252.33,745.28,140.35,0.0,19-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
19-Oct-2020 - 00:00,37.02,50.51,10.84,17.92,5.83,27.38,1.71,0.8,28.97,0.75,0.48,0.5,0.4,1.02,26.18,79.14,0.23,289.58,745.28,134.38,0.0,20-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
20-Oct-2020 - 00:00,46.16,78.3,10.59,16.18,5.59,19.77,2.35,0.79,31.58,0.8,0.5,0.5,0.4,0.99,26.36,76.92,0.24,259.71,745.28,129.81,0.0,21-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
21-Oct-2020 - 00:00,51.39,86.67,9.34,14.26,4.92,18.13,2.65,0.91,36.78,0.78,0.48,0.5,0.4,1.12,26.91,76.39,0.24,259.68,745.28,126.43,0.0,22-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
22-Oct-2020 - 00:00,46.95,84.63,7.45,10.77,3.45,14.43,2.08,0.86,39.92,0.88,0.45,0.49,0.4,1.03,26.81,80.09,0.34,153.89,745.27,109.74,0.0,23-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
23-Oct-2020 - 00:00,25.71,44.74,7.0,10.01,3.01,12.3,1.36,0.69,26.0,0.49,0.45,0.5,0.4,0.95,26.92,80.67,0.28,192.83,745.27,106.41,0.0,24-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
24-Oct-2020 - 00:00,30.53,53.72,7.0,10.02,3.02,12.3,1.22,0.7,32.38,0.57,0.46,0.5,0.4,0.85,25.32,78.38,0.21,297.69,745.28,126.72,0.0,25-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
25-Oct-2020 - 00:00,28.94,60.12,7.73,10.78,3.76,14.49,2.58,0.59,49.64,0.56,0.5,0.5,0.4,0.84,22.94,69.68,0.26,259.49,745.3,136.03,0.0,26-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
26-Oct-2020 - 00:00,41.47,59.97,8.0,12.05,4.05,15.3,2.42,0.71,49.15,0.57,0.47,0.5,0.4,0.84,22.87,69.96,0.26,275.2,745.31,136.63,0.0,27-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
27-Oct-2020 - 00:00,48.06,73.93,8.0,12.05,4.05,15.3,1.32,0.61,53.39,0.66,0.48,0.5,0.4,0.84,22.23,73.3,0.23,274.23,745.31,135.49,0.0,28-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
28-Oct-2020 - 00:00,47.41,67.1,8.61,13.2,4.59,16.53,2.03,0.69,51.69,0.63,0.47,0.5,0.4,0.84,21.82,69.82,0.24,288.23,745.31,138.49,0.0,29-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
29-Oct-2020 - 00:00,34.24,61.04,9.0,14.01,5.01,17.29,1.61,0.68,49.94,0.56,0.47,0.5,0.4,0.83,21.39,67.82,0.22,299.34,745.32,140.69,0.0,30-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
30-Oct-2020 - 00:00,36.73,63.14,9.0,13.96,4.95,17.3,2.3,0.55,56.52,0.58,0.46,0.5,0.4,0.87,22.02,67.54,0.22,272.0,745.31,133.55,0.0,31-Oct-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
31-Oct-2020 - 00:00,39.61,62.85,9.38,14.59,5.38,18.46,2.16,0.37,54.45,0.56,0.48,0.49,0.4,0.85,23.44,68.59,0.22,268.54,745.31,130.77,0.0,01-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
01-Nov-2020 - 00:00,38.69,68.15,10.0,15.66,5.99,20.3,2.24,0.7,59.46,0.65,0.6,0.49,0.39,0.82,23.18,69.72,0.21,299.19,745.32,129.03,0.0,02-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
02-Nov-2020 - 00:00,58.31,95.4,10.0,16.01,6.01,20.3,9.43,0.85,74.43,0.88,0.63,0.5,0.4,0.88,22.37,67.59,0.23,299.54,745.32,118.33,0.0,03-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
03-Nov-2020 - 00:00,63.26,98.3,10.0,15.97,5.97,20.3,5.35,0.85,69.15,0.75,0.53,0.5,0.4,0.83,21.35,62.33,0.24,289.49,745.32,118.35,0.0,04-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
04-Nov-2020 - 00:00,35.57,66.55,10.0,15.83,6.0,20.3,2.15,0.53,58.08,0.52,0.5,0.49,0.4,0.82,20.25,58.59,0.3,257.99,745.32,130.19,0.0,05-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
05-Nov-2020 - 00:00,33.65,64.7,10.0,15.97,5.98,20.3,5.18,0.63,58.35,0.64,0.59,0.5,0.4,0.91,19.84,62.03,0.28,239.52,745.33,128.73,0.0,06-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
06-Nov-2020 - 00:00,40.92,78.11,9.46,14.93,5.47,19.23,3.79,0.81,54.46,0.83,0.71,0.5,0.4,1.01,19.89,68.39,0.22,263.15,745.34,115.75,0.0,07-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
07-Nov-2020 - 00:00,57.02,82.75,8.49,12.99,4.5,17.19,2.55,0.75,56.45,0.91,0.63,0.5,0.4,0.9,19.53,71.57,0.25,256.93,745.35,123.91,0.0,08-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
08-Nov-2020 - 00:00,65.79,95.09,8.0,12.0,4.0,16.1,1.91,0.96,52.11,1.02,0.65,0.5,0.4,0.95,19.61,71.6,0.26,226.7,745.35,120.89,0.0,09-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
09-Nov-2020 - 00:00,59.8,77.41,8.3,12.6,4.3,16.76,1.42,0.82,49.2,0.88,0.58,0.5,0.4,0.9,19.41,71.23,0.26,240.87,745.34,126.12,0.0,10-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
10-Nov-2020 - 00:00,46.06,72.9,8.42,12.86,4.43,19.44,2.13,0.76,53.14,0.98,0.68,0.5,0.4,1.05,20.25,68.67,0.34,244.81,745.33,128.26,0.0,11-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
11-Nov-2020 - 00:00,45.47,78.23,8.53,13.6,5.07,19.77,1.89,0.77,50.07,0.96,0.66,0.5,0.4,1.02,22.46,64.03,0.42,154.54,745.34,123.3,0.0,12-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
12-Nov-2020 - 00:00,31.96,64.39,9.0,14.98,5.98,19.3,2.79,0.51,53.36,0.74,0.71,0.5,0.4,1.14,23.47,60.9,0.31,201.14,745.35,123.64,0.0,13-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
13-Nov-2020 - 00:00,38.98,64.5,8.45,13.36,4.91,16.98,3.09,0.62,50.7,0.81,0.66,0.5,0.4,0.99,22.79,68.02,0.27,183.23,745.34,118.57,0.0,14-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
14-Nov-2020 - 00:00,54.36,82.83,8.04,11.92,4.01,15.23,2.42,0.83,54.65,1.03,0.78,0.49,0.4,1.06,22.63,71.35,0.29,186.01,745.33,112.03,0.0,15-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
15-Nov-2020 - 00:00,67.65,102.13,9.0,14.0,5.0,18.1,4.94,0.87,53.01,1.11,0.84,0.5,0.4,1.1,22.4,72.27,0.24,217.78,745.33,112.06,0.0,16-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
16-Nov-2020 - 00:00,64.43,94.03,8.45,12.92,4.47,17.01,3.67,0.85,66.41,0.81,0.74,0.5,0.4,0.9,22.1,68.48,0.33,232.25,745.33,104.26,0.0,17-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
17-Nov-2020 - 00:00,35.51,56.62,8.0,12.02,4.02,16.1,2.08,0.49,47.86,0.48,0.59,0.5,0.4,0.86,20.95,70.56,0.27,279.92,745.32,123.68,0.0,18-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
18-Nov-2020 - 00:00,35.21,58.01,8.0,12.01,4.01,16.1,1.71,0.61,45.02,0.58,0.66,0.5,0.4,0.91,21.52,72.14,0.21,231.97,745.32,95.14,0.0,19-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
19-Nov-2020 - 00:00,41.22,66.06,7.57,11.11,3.54,15.42,1.67,0.8,27.73,0.73,0.7,0.5,0.4,0.99,19.89,81.9,0.23,210.71,745.32,52.64,0.0,20-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
20-Nov-2020 - 00:00,46.89,62.53,7.0,10.02,3.02,14.5,2.69,0.55,31.64,1.48,0.74,0.5,0.4,0.93,21.38,84.78,0.2,254.74,745.32,91.18,0.01,21-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
21-Nov-2020 - 00:00,39.17,60.02,7.0,10.01,3.0,14.5,2.06,0.64,67.14,0.59,0.69,0.5,0.4,0.82,19.48,64.91,0.29,289.23,745.33,127.85,0.0,22-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
22-Nov-2020 - 00:00,29.43,38.31,7.0,9.99,2.99,14.5,2.31,0.51,65.72,0.42,0.69,0.5,0.4,0.78,16.34,61.75,0.28,257.48,745.34,128.39,0.0,23-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
23-Nov-2020 - 00:00,54.71,85.31,7.0,10.0,3.0,14.5,2.3,0.64,63.14,0.62,0.64,0.5,0.4,0.8,15.49,64.99,0.29,212.34,745.35,126.75,0.0,24-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
24-Nov-2020 - 00:00,48.08,75.84,7.0,9.98,2.98,14.5,2.44,0.66,66.9,0.87,0.77,0.5,0.4,0.84,15.62,66.49,0.31,226.3,745.34,119.6,0.0,25-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
25-Nov-2020 - 00:00,52.96,78.76,7.59,11.2,3.6,14.91,5.23,0.93,65.57,0.81,0.75,0.5,0.4,0.88,16.23,67.11,0.33,238.62,745.34,123.53,0.0,26-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
26-Nov-2020 - 00:00,61.49,96.22,8.0,12.0,4.0,15.2,4.62,0.89,59.74,0.98,0.91,0.5,0.4,0.93,17.69,71.11,0.32,220.59,745.35,92.62,0.0,27-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
27-Nov-2020 - 00:00,71.66,94.18,6.8,10.79,4.0,15.2,1.33,1.05,22.7,1.14,1.01,0.5,0.4,0.96,17.6,88.52,0.17,237.93,745.36,45.33,0.01,28-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
28-Nov-2020 - 00:00,50.31,68.59,5.99,9.93,3.94,15.2,1.06,0.81,46.17,0.79,0.77,0.5,0.4,0.82,17.97,77.09,0.23,268.49,745.36,122.59,0.0,29-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
29-Nov-2020 - 00:00,35.05,66.8,6.0,10.01,4.01,15.2,1.7,0.67,53.71,0.6,0.71,0.5,0.4,0.78,17.18,70.16,0.26,277.27,745.35,122.57,0.0,30-Nov-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
30-Nov-2020 - 00:00,41.61,64.14,6.0,10.0,4.0,15.2,3.15,0.7,61.76,0.68,0.64,0.5,0.4,0.79,16.89,69.37,0.26,267.38,745.34,122.17,0.0,01-Dec-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
01-Dec-2020 - 00:00,,,6.02,10.07,4.02,15.14,0.01,1.31,6.79,3.82,0.97,0.5,0.4,1.3,12.5,89.73,0.23,338.57,745.35,8.48,0.0,02-Dec-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
