from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
01-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
02-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
03-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
04-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
05-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
06-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
07-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
08-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
09-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
10-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
11-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
12-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
13-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
14-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
15-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
16-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
17-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
18-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
19-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
20-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
21-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
22-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
23-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
24-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
25-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
26-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,27-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
27-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,28-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
28-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
29-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
30-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,31-Jan-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
31-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
01-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
03-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
04-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
05-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,06-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
06-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,07-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
07-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,08-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
08-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
09-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
10-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
11-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
12-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
13-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
14-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
15-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,16-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
16-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
17-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
18-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
19-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
20-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
21-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
22-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
23-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
24-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,25-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
25-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,26-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
26-Feb-2020 - 00:00,30.2,51.45,9.63,13.39,3.76,,3.09,0.55,68.51,1.33,4.46,0.49,1.4,0.47,19.92,75.44,0.34,263.13,757.34,181.75,0.0,27-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
27-Feb-2020 - 00:00,35.34,58.63,9.64,13.43,3.79,,0.66,0.22,51.61,1.7,5.21,0.39,1.01,0.42,18.2,81.07,0.34,242.64,757.34,166.37,0.0,28-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
28-Feb-2020 - 00:00,28.94,68.28,9.64,11.86,3.78,,2.37,0.43,86.14,1.44,4.55,0.7,1.78,0.64,22.53,63.27,0.58,108.96,757.33,237.78,0.0,29-Feb-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
29-Feb-2020 - 00:00,41.9,95.72,9.63,13.38,3.75,,3.61,0.8,60.54,2.49,5.29,0.77,1.98,0.76,20.21,76.83,0.38,245.39,757.33,154.62,0.0,01-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
01-Mar-2020 - 00:00,44.33,93.62,9.64,13.41,3.77,,2.39,0.77,65.84,3.05,5.05,0.71,1.75,0.74,20.89,75.56,0.35,225.31,757.33,164.81,0.0,02-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
02-Mar-2020 - 00:00,46.33,96.84,9.65,12.81,3.79,,2.2,0.75,48.35,2.87,4.83,0.74,1.84,0.69,22.05,73.1,0.3,197.2,757.32,227.01,0.0,03-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
03-Mar-2020 - 00:00,34.94,84.56,9.63,11.58,3.76,,86.34,0.45,101.35,1.24,3.41,0.6,1.64,0.57,27.44,51.79,0.45,216.3,757.31,335.75,0.0,04-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
04-Mar-2020 - 00:00,28.86,115.25,9.65,10.55,3.78,,3.63,0.51,92.78,1.56,3.3,0.66,1.7,0.7,25.7,54.73,0.89,70.77,757.31,271.92,0.0,05-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
05-Mar-2020 - 00:00,35.47,103.22,9.64,11.09,3.78,,5.42,0.56,69.85,1.9,3.71,0.45,1.16,0.44,22.78,66.71,0.8,120.75,757.31,177.2,0.0,06-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
06-Mar-2020 - 00:00,26.29,73.04,9.68,11.59,3.87,,3.93,0.41,64.4,1.16,3.57,0.27,0.75,0.29,22.04,69.12,1.0,148.06,757.32,271.61,0.0,07-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
07-Mar-2020 - 00:00,20.33,62.2,9.61,11.5,3.66,,2.35,0.35,60.64,0.74,1.41,0.4,1.1,0.35,21.52,77.63,0.76,184.82,757.33,171.45,0.0,08-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
08-Mar-2020 - 00:00,39.95,83.42,9.54,11.3,3.79,,3.02,0.49,49.91,1.83,5.59,0.58,1.61,0.61,19.6,80.46,0.26,272.7,757.33,8.34,0.0,09-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
09-Mar-2020 - 00:00,23.47,62.76,9.61,13.39,3.77,,4.27,0.49,76.86,2.06,4.54,0.51,1.3,0.54,20.56,60.78,0.52,270.23,757.32,227.87,0.0,10-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
10-Mar-2020 - 00:00,70.59,151.41,9.59,12.69,3.77,,3.03,1.29,18.95,6.62,8.59,1.6,3.66,1.5,14.07,87.83,0.23,315.85,757.32,8.12,0.0,11-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
11-Mar-2020 - 00:00,29.99,66.81,9.14,7.92,3.85,,4.48,0.53,,1.58,4.02,0.51,1.33,0.5,21.85,64.78,0.31,154.8,757.32,71.61,0.0,12-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
12-Mar-2020 - 00:00,27.73,58.59,9.65,13.44,3.79,,4.9,0.62,40.77,1.52,4.56,0.52,1.37,0.49,24.07,74.35,0.53,203.39,757.33,175.26,0.0,13-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
13-Mar-2020 - 00:00,44.59,74.89,9.57,13.08,3.9,,0.85,0.6,48.8,2.13,5.3,0.61,1.55,0.56,21.11,88.76,0.67,144.4,757.34,46.88,0.0,14-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
14-Mar-2020 - 00:00,3.5,18.14,9.64,13.4,3.76,,1.7,0.42,69.16,0.84,4.25,0.23,0.62,0.24,18.04,94.76,0.99,118.56,757.34,22.45,0.0,15-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
15-Mar-2020 - 00:00,2.43,28.85,9.58,11.38,3.74,,0.54,0.35,79.49,1.1,4.68,0.38,0.99,0.37,21.61,77.82,0.6,168.07,757.33,205.8,0.0,16-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
16-Mar-2020 - 00:00,22.37,59.57,9.64,13.43,3.79,,1.76,0.53,79.5,1.5,4.15,0.41,1.06,0.41,22.81,69.95,0.31,268.37,757.34,222.34,0.0,17-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
17-Mar-2020 - 00:00,34.85,76.59,9.64,13.29,3.65,,2.84,0.54,92.87,1.5,3.88,0.33,0.87,0.36,22.1,68.95,0.33,269.92,757.34,213.42,0.0,18-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
18-Mar-2020 - 00:00,35.77,67.21,9.64,13.15,3.65,,3.44,0.55,105.18,1.45,3.43,0.31,0.83,0.35,22.11,64.54,0.39,281.41,757.33,224.68,0.0,19-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
19-Mar-2020 - 00:00,39.46,78.89,9.64,13.29,3.65,,4.53,0.43,84.74,1.85,5.33,0.47,1.22,0.47,22.2,62.21,0.34,274.42,757.32,162.8,0.0,20-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
20-Mar-2020 - 00:00,27.14,72.43,9.64,13.29,3.65,,6.4,0.37,78.44,1.38,4.14,0.52,1.36,0.47,23.05,58.99,0.33,227.85,757.31,223.61,0.0,21-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
21-Mar-2020 - 00:00,33.56,96.16,9.51,12.43,3.19,,14.52,0.37,77.47,2.04,4.24,0.43,1.08,0.44,22.93,61.75,0.41,231.99,757.31,192.6,0.0,22-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
22-Mar-2020 - 00:00,23.84,58.06,9.05,10.5,1.46,,0.62,0.75,79.92,1.65,4.42,0.37,0.91,0.38,23.0,64.89,0.36,214.61,757.32,218.38,0.0,23-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
23-Mar-2020 - 00:00,30.59,70.87,9.39,11.98,2.98,,4.37,0.71,92.21,1.84,3.83,0.39,1.0,0.39,24.5,62.09,0.62,179.51,757.32,222.61,0.0,24-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
24-Mar-2020 - 00:00,39.18,74.33,9.38,11.96,2.57,,2.19,0.7,95.82,1.91,3.63,0.33,0.85,0.37,24.96,59.03,0.32,244.63,757.31,217.84,0.0,25-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
25-Mar-2020 - 00:00,40.07,72.22,9.37,11.92,2.54,,3.54,0.48,87.21,1.9,3.65,0.34,0.88,0.35,25.29,61.43,0.33,283.21,757.3,216.63,0.0,26-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
26-Mar-2020 - 00:00,37.57,70.67,9.37,11.92,2.54,,1.57,0.0,78.06,1.75,4.46,0.32,0.81,0.33,26.24,53.85,0.46,300.04,757.31,218.82,0.0,27-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
27-Mar-2020 - 00:00,25.84,69.88,9.37,11.92,2.54,,3.51,0.0,81.12,1.37,3.21,0.24,0.61,0.26,27.71,47.75,0.4,285.54,757.31,225.01,0.0,28-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
28-Mar-2020 - 00:00,23.54,69.29,9.37,11.92,2.54,,3.76,0.0,87.2,1.02,3.03,0.19,0.49,0.23,26.07,54.97,0.61,276.52,757.31,213.13,0.0,29-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
29-Mar-2020 - 00:00,19.58,52.15,9.37,11.92,2.54,,2.43,0.0,93.59,1.04,2.78,0.2,0.52,0.22,25.96,44.78,0.59,271.46,757.3,242.32,0.0,30-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
30-Mar-2020 - 00:00,21.77,53.7,9.53,12.63,3.33,,2.5,0.14,111.75,0.84,3.64,0.24,0.61,0.24,26.93,33.25,0.55,275.76,757.31,242.02,0.0,31-Mar-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
31-Mar-2020 - 00:00,23.84,58.27,9.49,13.31,3.82,,3.27,0.31,99.77,1.22,2.73,0.22,0.58,0.24,26.22,44.13,0.38,279.02,756.71,231.78,0.0,01-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
01-Apr-2020 - 00:00,25.59,65.28,9.52,13.49,3.97,,3.13,0.84,87.52,2.84,3.7,0.29,0.91,0.56,27.11,46.74,0.31,304.1,755.3,229.55,0.0,02-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
02-Apr-2020 - 00:00,29.81,76.25,9.52,13.49,3.97,,3.64,0.59,98.93,2.56,3.3,0.34,0.82,0.5,28.81,41.58,0.32,283.56,755.29,228.45,0.0,03-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
03-Apr-2020 - 00:00,19.61,65.04,9.52,13.49,3.97,,2.54,0.0,100.14,1.23,3.15,0.24,0.6,0.27,26.88,37.1,0.39,299.08,755.31,250.76,0.0,04-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
04-Apr-2020 - 00:00,21.16,60.11,9.52,13.49,3.97,,3.77,0.0,101.18,1.78,3.29,0.27,0.66,0.31,25.82,35.29,0.38,289.22,755.31,241.31,0.0,05-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
05-Apr-2020 - 00:00,19.84,62.2,9.52,13.49,3.97,,3.2,0.0,94.81,1.72,3.35,0.28,0.68,0.31,26.39,33.06,0.41,296.91,755.31,249.66,0.0,06-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
06-Apr-2020 - 00:00,22.94,75.77,9.52,13.49,3.97,,4.24,0.0,101.48,1.4,2.86,0.22,0.55,0.25,28.34,28.86,0.44,286.15,755.3,244.69,0.0,07-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
07-Apr-2020 - 00:00,34.28,79.05,9.52,13.49,3.97,,4.78,0.0,98.71,1.28,2.83,0.22,0.57,0.24,28.63,29.9,0.42,298.08,755.29,235.6,0.0,08-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
08-Apr-2020 - 00:00,17.37,83.9,9.52,13.49,3.97,,6.71,0.0,98.82,1.64,2.95,0.29,0.72,0.31,29.05,32.36,0.41,295.54,755.29,226.54,0.0,09-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
09-Apr-2020 - 00:00,14.92,76.8,9.52,13.49,3.97,,6.31,0.0,105.4,1.53,2.98,0.35,0.82,0.37,28.57,37.57,0.35,274.86,755.3,234.38,0.0,10-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
10-Apr-2020 - 00:00,23.89,110.5,9.52,13.49,3.97,,4.87,0.0,100.17,2.97,3.75,0.63,1.46,0.67,29.16,34.22,0.3,255.15,755.31,234.31,0.0,11-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
11-Apr-2020 - 00:00,14.92,106.09,9.52,13.49,3.97,,5.34,0.0,112.99,2.35,3.02,0.36,0.86,0.4,28.97,33.71,0.37,303.71,755.31,226.92,0.0,12-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
12-Apr-2020 - 00:00,14.45,120.17,9.52,13.49,3.97,,6.38,0.0,125.33,2.01,2.79,0.3,0.72,0.34,30.88,34.24,0.57,183.02,755.3,217.23,0.0,13-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
13-Apr-2020 - 00:00,16.86,114.89,9.52,13.49,3.97,,3.64,0.22,115.26,1.88,2.72,0.33,0.77,0.37,30.93,45.73,0.58,173.98,755.29,228.13,0.0,14-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
14-Apr-2020 - 00:00,37.9,115.75,9.52,13.49,3.97,,2.3,0.95,118.09,1.82,2.5,0.27,0.64,0.3,32.5,48.39,0.57,90.98,755.29,210.78,0.0,15-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
15-Apr-2020 - 00:00,49.82,129.44,9.52,13.49,3.97,,0.19,1.07,89.22,1.69,2.43,0.26,0.58,0.28,27.51,64.05,1.26,83.12,755.3,53.34,0.0,16-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
16-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,17-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
17-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,18-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
18-Apr-2020 - 00:00,9.33,110.56,9.52,12.7,3.97,,0.98,1.08,97.67,1.97,2.52,0.27,0.62,0.32,31.18,49.18,0.41,249.24,755.29,208.09,0.0,19-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
19-Apr-2020 - 00:00,10.47,93.63,9.52,13.49,3.97,,10.46,0.76,125.46,1.41,2.47,0.26,0.61,0.31,31.29,40.87,0.59,218.54,755.28,212.68,0.0,20-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
20-Apr-2020 - 00:00,4.08,51.19,9.52,13.49,3.97,,3.17,0.87,115.15,0.91,2.54,0.19,0.43,0.21,28.78,53.43,0.71,139.44,755.29,211.98,0.0,21-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
21-Apr-2020 - 00:00,7.26,48.51,9.52,13.49,3.97,,3.12,0.0,98.75,0.82,1.34,0.14,0.32,0.14,26.77,56.91,1.12,69.4,755.3,8.68,0.0,22-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
22-Apr-2020 - 00:00,6.62,56.45,9.52,13.49,3.97,,2.84,0.24,103.48,1.14,2.28,0.22,0.53,0.24,28.17,54.78,0.78,100.76,755.29,209.64,0.0,23-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
23-Apr-2020 - 00:00,3.61,71.28,9.52,13.49,3.97,,3.03,0.89,114.57,1.44,2.31,0.24,0.59,0.26,30.01,48.64,0.83,130.97,755.28,202.62,0.0,24-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
24-Apr-2020 - 00:00,4.65,85.53,9.52,13.49,3.97,,2.84,0.99,108.57,1.53,2.42,0.23,0.57,0.28,28.11,57.02,0.8,127.57,755.28,174.96,0.0,25-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
25-Apr-2020 - 00:00,5.81,68.34,9.52,13.49,3.97,,1.01,1.2,98.88,1.34,2.37,0.22,0.53,0.25,28.93,59.64,1.01,86.19,755.28,183.52,0.0,26-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
26-Apr-2020 - 00:00,3.3,51.98,9.52,13.49,3.97,,1.62,1.14,78.65,1.34,2.55,0.22,0.56,0.24,26.36,65.88,1.43,90.49,755.3,167.77,0.0,27-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
27-Apr-2020 - 00:00,10.06,53.51,9.52,13.49,3.97,,1.3,1.15,73.76,1.43,2.67,0.25,0.6,0.29,25.94,70.08,0.96,109.75,755.31,142.99,0.0,28-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
28-Apr-2020 - 00:00,30.67,49.48,9.52,13.49,3.97,,0.7,1.08,71.72,1.09,2.39,0.21,0.48,0.23,25.83,71.47,1.13,75.39,755.31,174.84,0.0,29-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
29-Apr-2020 - 00:00,32.22,44.82,9.52,13.49,3.97,,1.34,0.95,85.93,0.88,2.12,0.18,0.42,0.19,27.48,63.14,0.88,68.79,755.3,225.05,0.0,30-Apr-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
30-Apr-2020 - 00:00,29.45,57.86,9.72,13.51,4.63,,1.85,0.91,102.46,1.07,2.1,0.2,0.47,0.21,29.54,55.14,0.69,105.16,755.3,238.87,0.0,01-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
01-May-2020 - 00:00,29.28,54.56,9.56,13.24,3.69,,1.0,0.97,89.8,0.91,2.24,0.21,0.5,0.22,27.63,60.5,0.86,104.63,755.29,222.46,0.0,02-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
02-May-2020 - 00:00,27.11,34.44,9.66,13.42,3.77,,2.17,0.86,98.67,0.75,2.05,0.16,0.39,0.17,26.66,61.8,1.33,72.74,755.29,243.62,0.0,03-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
03-May-2020 - 00:00,32.26,49.91,9.66,13.42,3.77,,2.03,1.03,102.88,1.13,2.12,0.2,0.47,0.21,29.35,56.73,0.86,76.15,755.29,248.26,0.0,04-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
04-May-2020 - 00:00,30.08,58.7,9.74,13.94,4.2,,1.63,1.34,83.22,1.26,2.16,0.21,0.52,0.22,29.35,63.84,0.83,104.99,755.29,204.19,0.0,05-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
05-May-2020 - 00:00,28.14,53.0,10.04,15.31,5.26,,0.54,1.33,74.79,0.94,2.18,0.2,0.47,0.21,26.85,69.82,0.85,129.41,755.29,188.97,0.0,06-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
06-May-2020 - 00:00,32.07,46.54,9.68,11.85,3.96,,0.41,0.24,108.25,0.03,0.25,0.01,0.03,0.01,29.26,59.96,0.37,193.48,755.29,347.13,0.0,07-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
07-May-2020 - 00:00,30.3,58.88,9.65,13.42,3.77,,1.53,1.08,84.08,0.16,0.55,0.06,0.12,0.05,27.64,61.68,0.7,137.93,755.29,259.0,0.0,08-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
08-May-2020 - 00:00,29.27,59.08,9.64,13.43,3.79,,4.97,0.69,113.88,1.05,3.01,0.3,0.74,0.33,29.06,57.1,0.72,122.4,755.28,271.41,0.0,09-May-2020 - 00:00,"SFTI Kusdihra, Gaya - BSPCB"
