from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,WS,WD,RH,BP,SR,RF,to date,station
27-Apr-2020 - 00:00,25.75,96.74,45.88,9.75,32.32,18.12,2.77,0.33,35.09,31.99,1.29,167.86,38.06,701.27,201.94,0.0,28-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
28-Apr-2020 - 00:00,27.6,76.32,52.6,11.45,37.3,16.99,8.97,0.34,32.21,33.48,1.03,136.76,27.59,700.98,197.26,0.0,29-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
29-Apr-2020 - 00:00,33.81,96.19,57.46,13.72,42.18,18.61,7.49,0.49,34.88,34.74,0.87,189.45,23.85,700.0,190.0,0.0,30-Apr-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
30-Apr-2020 - 00:00,40.59,111.08,38.8,13.89,41.94,15.1,4.84,0.51,32.04,34.91,0.89,160.82,26.82,700.46,182.66,0.0,01-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
01-May-2020 - 00:00,24.71,94.85,42.57,12.99,37.76,16.98,5.6,0.3,28.53,36.12,1.29,240.19,22.38,700.42,190.24,0.0,02-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
02-May-2020 - 00:00,16.47,76.03,48.06,10.36,33.99,16.53,7.95,0.24,43.07,35.65,1.74,260.62,25.26,700.0,192.26,0.0,03-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
03-May-2020 - 00:00,18.73,102.43,44.0,10.43,31.89,16.7,9.16,0.27,50.84,35.33,1.83,249.47,29.81,700.0,197.91,0.0,04-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
04-May-2020 - 00:00,15.81,103.17,44.25,11.26,32.68,16.11,5.59,0.24,49.46,35.42,1.76,251.08,30.02,700.0,198.27,0.0,05-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
05-May-2020 - 00:00,15.2,79.63,41.14,4.72,25.72,13.38,9.72,0.3,65.9,34.02,1.36,182.46,32.04,700.0,207.13,0.0,06-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
06-May-2020 - 00:00,24.99,112.73,43.02,4.1,26.21,14.93,7.43,0.45,85.29,34.47,1.29,188.17,29.78,,233.76,0.0,07-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
07-May-2020 - 00:00,16.35,73.49,39.93,3.03,23.71,11.35,11.69,0.28,98.59,34.78,1.56,186.7,27.75,700.0,238.79,0.0,08-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
08-May-2020 - 00:00,16.51,89.01,42.5,3.65,25.58,11.09,9.41,0.27,101.78,36.02,1.64,245.48,22.72,,230.05,0.0,09-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
09-May-2020 - 00:00,16.0,87.2,42.08,4.12,25.73,10.96,7.16,0.26,88.59,36.29,1.44,239.46,23.59,700.0,226.76,0.0,10-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
10-May-2020 - 00:00,19.06,92.22,37.84,3.35,22.86,13.31,8.09,0.39,89.58,34.76,1.47,199.7,29.59,700.3,212.09,0.0,11-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
11-May-2020 - 00:00,14.05,47.82,32.59,3.32,20.04,11.52,7.52,0.32,110.03,33.04,1.91,186.16,38.42,700.08,235.66,0.0,12-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
12-May-2020 - 00:00,18.83,70.11,39.9,8.22,27.91,11.69,6.2,0.36,90.88,35.05,1.18,198.89,32.76,700.0,222.41,0.0,13-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
13-May-2020 - 00:00,23.0,80.39,40.72,7.37,27.66,12.56,9.81,0.47,90.87,34.08,1.12,218.0,36.96,,202.47,0.0,14-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
14-May-2020 - 00:00,19.43,78.91,42.63,9.34,30.27,12.25,6.25,0.32,81.33,35.67,1.19,222.99,31.25,,219.76,0.0,15-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
15-May-2020 - 00:00,18.1,92.38,43.01,8.93,30.14,8.83,6.54,0.26,76.07,36.48,1.51,245.6,23.57,,219.02,0.0,16-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
16-May-2020 - 00:00,18.67,92.68,42.33,8.16,29.15,10.11,5.94,0.28,92.18,36.75,1.54,239.04,25.38,,225.02,0.0,17-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
17-May-2020 - 00:00,15.53,92.89,44.94,9.76,31.84,8.73,4.91,0.26,84.47,36.2,1.49,243.97,21.9,,215.88,0.0,18-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
18-May-2020 - 00:00,18.95,146.36,43.83,6.58,28.67,7.25,4.71,0.21,95.16,36.8,1.65,258.3,17.88,,178.73,0.0,19-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
19-May-2020 - 00:00,20.56,132.79,46.37,7.6,30.85,8.05,7.17,0.33,87.3,35.9,1.34,220.86,20.29,,235.92,0.0,20-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
20-May-2020 - 00:00,17.07,95.5,44.77,6.14,28.8,7.96,7.51,0.3,83.4,36.26,1.73,249.59,18.49,,232.32,0.0,21-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
21-May-2020 - 00:00,16.55,104.55,40.15,5.88,26.14,9.21,9.27,0.27,92.81,36.14,1.69,257.18,21.66,,227.97,0.0,22-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
22-May-2020 - 00:00,18.56,121.92,38.67,6.04,25.48,8.06,10.11,0.28,86.29,36.47,2.13,258.78,21.22,,233.27,0.0,23-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
23-May-2020 - 00:00,17.6,108.93,39.5,7.17,26.84,8.59,9.24,0.28,87.25,36.36,1.94,258.78,24.19,,231.91,0.0,24-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
24-May-2020 - 00:00,16.27,112.2,38.45,7.62,26.64,7.84,7.44,0.25,77.26,36.84,1.91,260.05,20.46,,230.52,0.0,25-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
25-May-2020 - 00:00,15.5,92.3,38.28,8.34,27.13,8.52,8.54,0.26,72.83,36.98,1.98,255.61,22.41,,228.43,0.0,26-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
26-May-2020 - 00:00,14.85,92.59,39.06,7.82,27.13,8.54,6.92,0.27,80.64,36.48,2.12,257.94,24.38,,230.36,0.0,27-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
27-May-2020 - 00:00,17.09,100.83,35.11,6.72,24.14,9.38,11.03,0.29,77.39,36.09,2.47,253.97,31.36,,234.42,0.0,28-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
28-May-2020 - 00:00,14.4,93.58,32.73,6.37,22.58,10.49,8.47,0.31,72.6,35.61,2.77,257.01,37.53,,238.1,0.0,29-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
29-May-2020 - 00:00,13.77,77.65,31.2,6.66,22.01,10.96,6.75,0.31,69.13,35.12,2.59,251.05,39.91,,230.83,0.0,30-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
30-May-2020 - 00:00,18.0,115.4,29.91,6.58,21.26,12.07,6.45,0.34,67.75,34.46,2.48,251.04,43.96,,225.24,0.0,31-May-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
31-May-2020 - 00:00,20.44,109.1,33.52,6.35,22.99,9.24,8.35,0.34,83.76,35.09,1.69,235.71,37.1,700.0,238.09,0.0,01-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
01-Jun-2020 - 00:00,18.54,111.36,36.56,7.22,25.31,8.71,9.2,0.38,89.4,33.8,1.56,210.2,36.83,700.0,228.0,0.0,02-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
02-Jun-2020 - 00:00,17.31,50.43,39.98,6.34,26.42,14.07,7.63,0.5,81.34,27.94,1.3,187.71,63.16,700.0,193.58,0.09,03-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
03-Jun-2020 - 00:00,11.96,33.17,36.34,6.8,24.85,21.27,7.5,0.41,72.26,27.61,2.04,130.01,65.05,,226.74,0.01,04-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
04-Jun-2020 - 00:00,12.75,28.31,30.84,3.41,19.18,18.5,8.1,0.47,75.7,24.16,2.17,136.67,83.26,,214.17,0.52,05-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
05-Jun-2020 - 00:00,17.9,52.2,33.84,6.34,23.16,37.22,5.27,0.49,78.66,27.64,1.71,166.69,73.85,,245.21,0.12,06-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
06-Jun-2020 - 00:00,14.14,46.2,38.36,6.8,25.92,24.36,4.06,0.51,83.75,28.61,1.41,203.86,68.28,,227.79,0.06,07-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
07-Jun-2020 - 00:00,11.92,38.33,37.25,8.29,26.55,19.17,5.87,0.4,81.24,30.45,1.4,235.11,58.96,,245.91,0.0,08-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
08-Jun-2020 - 00:00,12.53,44.98,32.32,6.64,22.59,15.5,5.17,0.44,61.45,30.41,1.86,248.04,61.12,,233.47,0.0,09-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
09-Jun-2020 - 00:00,17.3,46.86,31.74,5.74,21.56,14.4,6.36,0.47,57.09,30.66,1.52,243.32,63.52,,222.12,0.0,10-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
10-Jun-2020 - 00:00,17.23,51.85,30.8,5.21,20.62,14.98,6.34,0.52,58.75,30.9,1.67,251.43,62.6,,224.76,0.0,11-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
11-Jun-2020 - 00:00,11.92,39.47,30.98,4.68,20.27,16.48,6.66,0.57,70.28,30.51,1.54,236.64,67.06,,224.8,0.37,12-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
12-Jun-2020 - 00:00,16.78,46.36,30.12,4.4,19.6,19.03,7.63,0.67,66.96,29.6,1.64,233.91,70.02,,203.82,0.02,13-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
13-Jun-2020 - 00:00,16.69,40.03,30.83,3.8,19.49,18.53,8.45,0.73,55.46,28.74,1.38,236.54,72.98,,242.76,0.02,14-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
14-Jun-2020 - 00:00,21.67,37.83,33.11,5.85,22.38,18.62,6.38,0.64,55.18,29.28,1.17,229.01,73.41,,254.54,0.02,15-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
15-Jun-2020 - 00:00,14.7,33.28,31.68,4.86,20.81,17.7,4.31,0.68,49.48,30.17,1.34,232.45,72.92,,234.7,0.01,16-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
16-Jun-2020 - 00:00,25.38,61.71,27.83,4.14,18.17,18.8,6.08,0.68,46.98,29.3,1.89,223.93,77.1,,228.76,0.02,17-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
17-Jun-2020 - 00:00,16.01,42.75,25.67,3.72,16.68,16.88,10.73,0.61,43.39,29.09,2.05,240.8,73.66,,219.72,0.0,18-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
18-Jun-2020 - 00:00,11.61,40.07,26.32,4.34,17.53,12.95,8.07,0.66,47.31,31.26,2.22,249.24,65.76,,246.49,0.0,19-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
19-Jun-2020 - 00:00,11.61,49.69,24.43,5.06,17.11,11.34,9.3,0.61,30.65,30.74,2.06,237.72,66.42,,195.07,0.0,20-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
20-Jun-2020 - 00:00,20.0,67.77,27.03,6.13,19.36,10.95,9.85,0.71,41.7,29.96,1.83,259.98,66.45,,232.8,0.0,21-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
21-Jun-2020 - 00:00,17.74,70.86,21.2,6.37,16.44,9.24,5.56,0.47,47.65,30.87,2.34,262.36,63.36,,251.51,0.0,22-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
22-Jun-2020 - 00:00,17.32,56.98,26.71,7.86,20.59,8.92,7.07,0.62,44.05,29.23,1.87,237.03,70.3,,185.68,0.0,23-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
23-Jun-2020 - 00:00,17.67,64.66,28.77,8.85,23.09,9.7,10.89,0.67,57.85,28.67,1.66,247.66,73.07,,222.45,0.0,24-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
24-Jun-2020 - 00:00,19.11,72.36,33.14,8.69,24.7,12.39,8.34,0.82,63.7,27.86,1.16,252.71,79.69,,210.08,0.03,25-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
25-Jun-2020 - 00:00,16.59,42.77,25.94,6.21,18.85,13.91,9.43,0.66,54.61,29.04,1.63,240.33,76.78,,209.24,0.0,26-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
26-Jun-2020 - 00:00,15.46,48.88,24.29,5.83,17.67,13.52,9.38,0.61,49.39,29.25,1.62,217.74,75.42,,190.46,0.14,27-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
27-Jun-2020 - 00:00,11.38,35.19,26.31,6.38,19.18,12.92,9.73,0.65,53.58,27.99,1.49,195.95,79.89,,245.26,0.27,28-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
28-Jun-2020 - 00:00,17.77,54.12,25.37,7.83,19.87,14.0,10.11,0.49,56.62,29.22,1.68,234.26,74.01,,244.65,0.0,29-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
29-Jun-2020 - 00:00,19.32,60.45,32.13,9.44,24.77,12.69,8.55,0.76,55.6,28.69,1.23,207.91,77.42,,189.9,0.12,30-Jun-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
30-Jun-2020 - 00:00,14.92,49.46,30.77,7.36,22.35,15.51,12.9,0.6,59.15,31.48,1.05,165.45,66.49,,248.61,0.0,01-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
01-Jul-2020 - 00:00,14.68,46.2,27.8,5.92,19.59,14.26,7.67,0.61,54.63,31.74,1.54,228.11,66.48,,222.94,0.0,02-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
02-Jul-2020 - 00:00,11.7,33.25,25.8,5.75,18.4,12.19,10.41,0.61,50.23,28.85,1.96,241.05,75.8,,183.22,0.33,03-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
03-Jul-2020 - 00:00,16.33,47.88,30.45,8.93,23.46,16.82,8.36,0.78,54.17,28.64,1.55,241.86,80.44,,217.18,0.0,04-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
04-Jul-2020 - 00:00,14.45,44.03,29.82,7.43,21.91,14.24,8.83,0.69,55.13,30.06,1.16,232.22,73.22,,247.51,0.0,05-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
05-Jul-2020 - 00:00,8.01,27.42,26.79,8.22,20.92,13.48,8.61,0.52,47.4,27.84,1.58,220.7,80.89,,181.71,0.01,06-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
06-Jul-2020 - 00:00,11.43,31.43,25.58,9.07,20.99,11.73,6.59,0.66,52.0,26.73,1.28,219.23,84.65,,193.82,0.12,07-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
07-Jul-2020 - 00:00,12.67,40.67,27.79,11.02,23.74,20.09,8.27,0.72,59.32,28.0,1.38,144.14,81.96,,175.47,0.19,08-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
08-Jul-2020 - 00:00,14.41,43.36,23.44,6.17,17.48,13.66,8.13,0.6,57.3,29.31,1.57,223.26,72.89,,250.05,0.0,09-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
09-Jul-2020 - 00:00,19.48,63.71,26.79,8.86,21.45,13.78,10.59,0.63,54.41,29.18,1.96,247.46,74.66,,245.09,0.0,10-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
10-Jul-2020 - 00:00,19.12,59.04,22.2,7.25,17.72,12.73,11.3,0.64,56.45,28.01,1.93,247.77,80.55,,218.27,0.01,11-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
11-Jul-2020 - 00:00,17.26,50.4,18.24,6.04,14.61,11.5,13.12,0.56,54.25,28.01,2.46,245.52,79.75,,223.96,0.01,12-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
12-Jul-2020 - 00:00,16.28,42.18,16.27,6.12,13.64,9.58,9.28,0.4,53.6,28.71,2.41,246.14,77.01,,234.44,0.0,13-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
13-Jul-2020 - 00:00,17.57,55.33,21.79,8.83,18.78,8.05,10.1,0.66,49.29,29.59,1.91,253.99,71.99,,232.55,0.0,14-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
14-Jul-2020 - 00:00,19.86,61.32,31.65,9.98,24.95,11.43,10.65,0.8,48.92,29.85,1.3,229.48,73.18,,222.17,0.0,15-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
15-Jul-2020 - 00:00,18.2,44.4,25.51,6.52,18.87,15.11,7.97,0.83,48.66,28.13,1.28,237.99,83.3,,168.62,0.17,16-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
16-Jul-2020 - 00:00,20.28,48.18,19.96,1.81,12.09,16.5,10.23,0.61,49.17,28.41,0.92,204.81,80.81,,213.1,0.0,17-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
17-Jul-2020 - 00:00,14.99,35.61,,,,,7.73,0.49,47.54,28.82,1.49,133.54,81.51,,223.58,0.02,18-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
18-Jul-2020 - 00:00,11.9,39.56,26.55,3.56,17.02,14.93,8.54,0.56,48.12,29.93,1.19,182.28,74.71,,241.9,0.0,19-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
19-Jul-2020 - 00:00,11.77,32.81,12.37,1.05,7.43,12.3,9.75,0.34,56.25,29.0,2.08,253.43,77.85,,235.51,0.0,20-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
20-Jul-2020 - 00:00,18.45,51.34,17.87,2.77,11.75,10.42,10.18,0.54,53.94,29.16,2.09,251.17,76.75,,235.17,0.01,21-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
21-Jul-2020 - 00:00,15.43,52.75,27.89,4.54,18.53,10.35,10.78,0.51,52.94,29.1,1.74,246.31,74.14,,220.6,0.03,22-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
22-Jul-2020 - 00:00,16.44,52.23,43.09,4.7,26.75,14.66,10.07,0.56,48.8,29.82,1.62,252.46,72.49,,241.18,0.01,23-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
23-Jul-2020 - 00:00,19.06,51.29,33.16,1.92,19.16,13.25,12.36,0.47,47.1,28.61,1.88,231.53,76.94,,209.92,0.0,24-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
24-Jul-2020 - 00:00,19.14,46.98,26.59,4.36,17.69,14.81,10.96,0.64,46.45,27.87,1.24,206.42,80.67,,203.64,0.05,25-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
25-Jul-2020 - 00:00,18.72,46.61,24.38,2.87,15.3,20.86,10.23,0.53,48.97,28.46,0.92,182.78,79.16,,229.9,0.0,26-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
26-Jul-2020 - 00:00,15.64,32.17,22.39,2.13,13.65,13.1,7.31,0.41,51.22,28.82,1.04,189.08,77.95,,206.15,0.01,27-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
27-Jul-2020 - 00:00,15.14,38.98,26.91,3.86,17.45,11.31,8.0,0.58,48.48,29.64,1.45,258.21,74.67,,220.46,0.0,28-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
28-Jul-2020 - 00:00,15.07,41.11,25.71,2.93,16.06,11.08,10.86,0.59,51.72,29.69,1.77,256.5,75.22,,227.74,0.0,29-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
29-Jul-2020 - 00:00,23.28,60.99,19.59,3.56,13.32,13.77,10.8,0.63,48.37,29.03,1.48,234.62,79.58,,215.78,0.0,30-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
30-Jul-2020 - 00:00,15.9,39.79,28.99,3.89,18.59,13.73,9.79,0.72,50.62,28.76,0.92,208.75,80.76,,207.88,0.04,31-Jul-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
31-Jul-2020 - 00:00,20.28,44.26,34.22,6.3,23.32,17.8,10.49,0.86,45.78,28.99,0.88,206.1,80.85,,222.57,0.36,01-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
01-Aug-2020 - 00:00,27.17,57.38,33.58,5.11,22.01,22.2,9.16,0.85,45.79,29.14,0.84,237.14,81.72,,213.61,0.0,02-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
02-Aug-2020 - 00:00,20.04,41.55,25.33,2.05,15.13,15.23,8.75,0.54,47.0,30.84,0.93,246.8,73.96,,165.59,0.0,03-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
03-Aug-2020 - 00:00,21.62,42.32,23.26,2.28,14.23,15.7,8.55,0.59,45.85,28.58,1.31,244.6,83.17,,156.19,0.0,04-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
04-Aug-2020 - 00:00,11.74,31.09,29.59,2.4,17.69,12.85,11.93,0.59,44.81,28.77,0.95,188.6,80.04,,213.68,0.5,05-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
05-Aug-2020 - 00:00,18.49,42.08,41.2,4.36,25.46,12.46,6.71,0.83,44.66,27.68,0.92,191.64,86.2,,195.36,0.07,06-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
06-Aug-2020 - 00:00,11.21,30.54,25.64,1.86,15.15,13.48,8.36,0.51,48.44,27.74,1.47,141.97,85.67,,222.3,0.29,07-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
07-Aug-2020 - 00:00,9.55,31.17,20.63,1.62,12.29,12.39,8.69,0.52,44.41,27.2,1.56,193.66,87.14,,176.0,0.07,08-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
08-Aug-2020 - 00:00,14.1,51.73,27.17,2.99,16.89,9.96,9.22,0.52,44.46,27.57,2.23,250.21,82.58,,226.93,0.0,09-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
09-Aug-2020 - 00:00,10.23,33.28,24.48,1.73,14.43,9.91,7.07,0.39,45.92,26.38,1.96,258.35,87.71,,183.09,0.05,10-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
10-Aug-2020 - 00:00,13.32,42.12,22.76,3.45,14.91,9.97,7.44,0.58,46.59,27.07,2.03,260.32,83.66,,216.4,0.0,11-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
11-Aug-2020 - 00:00,17.35,52.73,16.58,3.14,11.37,10.85,9.38,0.54,47.7,27.61,2.23,258.07,83.43,,218.4,0.0,12-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
12-Aug-2020 - 00:00,8.2,23.31,11.21,1.9,7.5,10.32,10.6,0.47,48.63,26.39,2.35,249.93,88.51,,172.82,0.07,13-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
13-Aug-2020 - 00:00,7.85,18.3,11.77,2.99,8.69,9.21,9.28,0.56,49.05,25.14,2.32,256.16,91.98,,151.26,0.31,14-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
14-Aug-2020 - 00:00,10.34,24.9,14.85,2.01,9.53,9.41,11.26,0.48,48.3,25.23,2.39,250.04,91.18,,169.16,0.03,15-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
15-Aug-2020 - 00:00,10.81,30.01,14.52,1.42,8.87,9.93,8.75,0.46,48.06,25.52,1.79,247.53,91.17,,170.07,0.36,16-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
16-Aug-2020 - 00:00,7.66,19.79,13.45,1.31,8.19,10.83,9.92,0.36,47.37,25.61,1.73,254.7,92.5,,154.45,0.05,17-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
17-Aug-2020 - 00:00,12.7,28.95,22.14,6.07,16.71,10.61,11.63,0.83,45.04,26.31,1.53,254.78,90.4,,166.14,0.02,18-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
18-Aug-2020 - 00:00,8.15,27.9,21.5,6.52,16.74,9.18,10.08,0.6,44.81,25.97,2.07,253.28,89.31,,165.54,0.0,19-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
19-Aug-2020 - 00:00,12.22,36.84,27.2,9.62,22.28,11.0,10.01,0.69,47.86,25.95,1.83,259.14,89.22,,192.54,0.12,20-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
20-Aug-2020 - 00:00,9.73,26.79,25.56,8.66,20.64,14.03,9.41,0.66,46.98,25.95,1.59,259.66,90.64,,161.85,0.23,21-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
21-Aug-2020 - 00:00,15.4,34.2,19.87,2.93,12.96,10.28,9.0,0.63,41.95,26.16,1.61,260.72,90.65,,142.42,0.91,22-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
22-Aug-2020 - 00:00,10.99,22.47,20.53,1.26,11.94,10.4,8.96,0.35,34.66,24.83,2.71,246.25,94.38,,86.9,2.63,23-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
23-Aug-2020 - 00:00,7.54,20.84,26.6,0.95,14.92,10.86,12.22,0.3,40.74,25.15,2.32,234.17,90.47,,180.39,0.03,24-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
24-Aug-2020 - 00:00,8.38,33.08,26.39,1.55,15.3,13.67,11.79,0.38,40.44,25.83,2.19,225.83,85.9,,217.88,0.01,25-Aug-2020 - 00:00,"Chhoti Gwaltoli, Indore - MPPCB"
