from date,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,SR,RH,RF,WD,WS,PM2.5,to date,station
25-Apr-2020 - 00:00,159.27,6.47,8.84,6.83,15.66,9.36,0.25,9.7,2.76,2.88,610.0,56.21,0.0,204.88,0.3,63.42,26-Apr-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Apr-2020 - 00:00,46.77,4.28,8.96,7.17,16.14,9.29,0.22,21.99,2.9,2.98,610.0,61.17,0.0,125.39,2.11,24.12,27-Apr-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Apr-2020 - 00:00,25.42,4.93,8.88,6.75,15.17,9.27,0.36,20.02,2.62,2.68,595.02,78.81,0.01,112.45,1.71,8.24,28-Apr-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Apr-2020 - 00:00,80.81,5.55,9.21,6.52,15.72,9.38,0.33,13.62,2.75,2.9,609.34,67.63,0.0,203.16,0.43,13.52,29-Apr-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Apr-2020 - 00:00,125.31,6.39,9.3,6.82,16.11,9.33,0.3,12.13,2.74,2.9,606.94,60.77,0.0,178.98,0.56,34.74,30-Apr-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Apr-2020 - 00:00,154.12,6.6,9.24,7.03,16.27,9.31,0.44,12.4,2.77,2.95,610.0,65.72,0.0,143.72,0.99,54.45,01-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-May-2020 - 00:00,112.03,7.33,9.27,7.62,16.89,9.33,0.28,6.46,2.69,2.84,610.0,55.89,0.0,130.59,0.7,53.58,02-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-May-2020 - 00:00,113.04,9.06,8.5,6.49,14.88,9.28,0.35,25.63,3.38,2.85,610.0,60.15,0.0,115.0,2.47,38.65,03-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-May-2020 - 00:00,86.98,31.75,10.73,10.14,20.88,9.93,2.25,20.74,2.81,3.09,610.0,64.9,0.0,121.6,1.45,36.4,04-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-May-2020 - 00:00,119.93,18.96,10.92,10.74,21.5,9.89,2.44,12.62,2.76,3.12,609.13,71.58,0.0,234.99,0.32,52.88,05-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-May-2020 - 00:00,111.19,26.92,11.05,11.75,22.77,10.11,1.49,14.07,2.74,2.94,608.35,54.51,0.0,234.69,0.45,39.52,06-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-May-2020 - 00:00,153.47,39.91,8.07,6.11,13.85,9.09,0.3,15.8,2.73,2.82,606.18,40.79,0.0,197.66,1.1,53.22,07-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-May-2020 - 00:00,110.69,24.66,8.17,6.93,15.06,9.1,0.4,27.03,2.91,3.1,609.99,37.33,0.0,204.81,0.69,30.48,08-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-May-2020 - 00:00,160.56,32.67,7.92,7.0,14.91,9.09,0.55,27.93,2.96,3.28,610.0,33.03,0.0,199.02,0.57,45.63,09-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-May-2020 - 00:00,207.35,37.83,8.09,7.24,15.31,9.08,0.63,26.74,2.98,3.17,610.0,41.37,0.0,118.62,1.07,65.31,10-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-May-2020 - 00:00,91.23,28.45,7.96,7.09,15.03,9.0,0.53,22.35,2.86,3.05,610.0,59.87,0.0,132.03,1.64,33.06,11-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-May-2020 - 00:00,85.21,26.81,8.17,11.44,15.3,10.65,0.31,17.3,2.78,3.01,610.0,58.34,0.0,119.94,1.92,36.94,12-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-May-2020 - 00:00,125.98,27.19,8.76,7.13,15.81,9.11,0.48,17.79,2.83,3.0,610.0,56.29,0.01,185.91,0.54,79.46,13-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-May-2020 - 00:00,204.66,30.62,7.81,7.11,14.91,9.02,0.54,6.6,2.9,3.06,599.48,68.33,0.02,205.68,0.44,116.94,14-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-May-2020 - 00:00,101.49,16.15,8.35,7.07,15.24,9.07,0.63,10.5,2.83,3.01,584.52,68.51,0.0,225.08,0.82,58.31,15-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-May-2020 - 00:00,152.44,49.76,8.5,7.25,15.6,9.21,0.53,30.16,2.83,2.95,440.44,40.03,0.0,299.62,1.46,56.76,16-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-May-2020 - 00:00,157.87,36.04,8.1,7.17,15.2,9.06,0.69,32.32,2.9,3.06,461.05,34.21,0.0,309.98,1.37,74.15,17-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-May-2020 - 00:00,133.82,25.67,11.01,9.11,19.85,9.47,0.69,31.54,2.91,3.13,455.16,28.33,0.0,270.65,0.77,65.19,18-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-May-2020 - 00:00,132.37,31.1,8.75,7.66,16.17,11.92,0.39,31.58,2.86,2.99,442.08,24.88,0.0,269.96,1.02,43.38,19-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-May-2020 - 00:00,130.94,18.17,15.64,13.38,27.18,10.42,0.51,26.43,2.81,2.99,430.32,20.99,0.0,236.66,0.86,47.57,20-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-May-2020 - 00:00,174.51,30.06,8.85,7.49,16.17,9.16,0.74,34.64,2.9,3.01,417.15,23.8,0.0,306.46,1.39,83.36,21-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-May-2020 - 00:00,229.04,34.51,8.16,6.96,15.11,9.07,0.74,32.47,2.79,2.82,414.06,22.19,0.0,300.17,1.34,115.16,22-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-May-2020 - 00:00,209.54,34.4,8.25,7.13,15.35,9.02,0.9,34.5,2.89,3.05,407.94,23.46,0.0,211.3,0.53,107.19,23-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-May-2020 - 00:00,135.57,32.58,13.52,10.37,22.9,9.85,1.02,32.22,2.88,2.98,399.18,25.99,0.0,125.17,0.89,58.07,24-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-May-2020 - 00:00,156.22,30.63,10.34,8.38,18.31,9.47,0.72,30.14,2.9,3.01,398.35,24.13,0.0,282.34,0.85,68.59,25-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-May-2020 - 00:00,184.14,48.66,8.41,7.27,15.39,9.05,0.63,27.66,2.87,2.99,381.26,23.4,0.0,276.34,1.08,94.99,26-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-May-2020 - 00:00,160.76,36.05,11.45,10.49,20.84,9.77,0.77,29.64,2.93,2.98,376.28,26.68,0.0,214.1,0.6,84.86,27-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-May-2020 - 00:00,109.54,18.47,10.91,8.79,19.05,9.39,0.54,30.45,2.78,2.83,402.44,29.11,0.0,171.37,0.59,46.23,28-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-May-2020 - 00:00,109.95,6.65,8.06,7.21,15.2,9.01,0.24,27.8,2.84,2.88,377.1,43.42,0.01,125.32,2.75,25.69,29-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-May-2020 - 00:00,46.17,7.4,8.12,7.34,15.41,9.09,0.19,24.8,2.53,2.55,362.25,56.31,0.02,119.29,3.41,23.28,30-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-May-2020 - 00:00,62.32,7.01,9.0,7.7,15.97,8.82,0.3,14.32,2.69,2.74,356.13,78.48,0.11,119.76,1.52,37.85,31-May-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-May-2020 - 00:00,30.24,5.19,8.66,6.84,15.38,9.21,0.27,15.99,2.79,2.83,390.63,84.59,0.0,132.61,1.25,15.26,01-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Jun-2020 - 00:00,51.26,6.47,6.89,7.08,13.98,9.09,0.22,11.47,2.88,2.91,428.82,70.83,0.0,163.94,0.49,27.75,02-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Jun-2020 - 00:00,122.65,11.37,6.92,7.94,14.76,9.21,0.26,12.48,2.81,2.81,430.62,57.68,0.0,209.4,0.43,57.07,03-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Jun-2020 - 00:00,99.87,8.21,5.11,7.07,12.17,9.1,0.24,13.29,2.88,2.89,434.87,61.27,0.0,207.24,0.6,51.76,04-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Jun-2020 - 00:00,69.6,7.54,5.03,7.05,12.04,9.29,0.19,14.49,2.82,2.83,418.88,54.52,0.0,184.22,0.68,39.57,05-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Jun-2020 - 00:00,44.09,5.5,5.05,7.27,12.28,9.11,0.29,15.19,2.84,2.84,419.67,62.88,0.0,129.91,1.08,26.35,06-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Jun-2020 - 00:00,36.92,5.69,5.06,7.12,12.12,9.19,0.33,10.84,2.88,2.89,441.21,78.96,0.0,188.2,1.17,18.7,07-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Jun-2020 - 00:00,28.52,5.57,4.96,7.01,11.96,9.07,0.27,29.87,2.8,2.84,288.07,79.71,0.03,144.41,1.63,8.84,08-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Jun-2020 - 00:00,73.81,9.2,5.04,7.23,12.26,9.04,0.6,35.19,2.82,2.81,451.88,54.89,0.0,159.22,0.39,45.55,09-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Jun-2020 - 00:00,200.14,4.86,4.97,7.17,12.12,9.06,0.48,39.59,2.76,2.86,450.4,64.17,0.0,235.64,0.75,117.18,10-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Jun-2020 - 00:00,133.7,4.57,5.76,7.51,13.12,9.13,0.61,24.06,2.84,2.93,454.8,62.58,0.0,196.58,0.8,62.24,11-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Jun-2020 - 00:00,179.35,8.93,7.06,8.88,14.15,9.09,0.44,26.17,2.89,3.02,470.4,56.83,0.0,199.64,0.7,101.47,12-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Jun-2020 - 00:00,130.94,6.85,7.06,8.83,14.49,8.94,0.56,31.45,2.88,3.0,473.88,54.52,0.0,177.95,1.26,53.19,13-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Jun-2020 - 00:00,81.66,6.68,6.16,8.02,13.3,8.92,0.46,25.38,2.73,2.84,474.93,61.37,0.0,133.21,0.84,38.77,14-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Jun-2020 - 00:00,104.91,6.06,5.72,7.73,12.89,9.07,0.52,31.48,2.88,2.99,485.42,58.55,0.0,234.68,0.51,61.38,15-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Jun-2020 - 00:00,121.16,6.61,6.33,8.13,13.41,9.0,0.45,36.87,2.82,2.94,487.38,52.05,0.0,172.64,1.23,55.27,16-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Jun-2020 - 00:00,88.45,8.26,5.81,7.74,13.05,9.22,0.55,38.5,2.88,2.97,482.24,45.43,0.0,178.45,1.43,37.41,17-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Jun-2020 - 00:00,83.41,6.1,5.55,7.03,12.31,9.2,0.47,37.61,2.78,2.84,498.89,51.27,0.0,147.06,1.96,37.85,18-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Jun-2020 - 00:00,100.9,10.74,5.42,7.49,12.63,8.91,0.52,34.85,2.89,2.94,503.02,53.25,0.0,161.11,1.44,50.03,19-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Jun-2020 - 00:00,110.46,5.58,5.04,6.81,11.62,8.95,0.54,44.42,2.7,2.72,472.6,54.16,0.0,137.38,1.71,41.85,20-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Jun-2020 - 00:00,76.73,5.53,4.84,6.95,11.78,9.05,0.6,30.79,2.79,2.87,507.57,70.33,0.0,114.35,2.1,35.85,21-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Jun-2020 - 00:00,78.35,4.86,4.9,7.13,12.0,9.03,0.59,48.38,2.89,2.96,505.69,58.28,0.0,117.08,1.75,36.15,22-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Jun-2020 - 00:00,79.54,3.21,4.64,6.89,11.24,8.5,0.57,42.61,2.42,2.44,451.37,70.48,0.0,102.27,0.72,52.35,23-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Jun-2020 - 00:00,73.74,3.59,5.01,7.18,12.18,9.05,0.5,26.41,2.88,2.91,511.98,75.73,0.0,113.84,1.58,59.43,24-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Jun-2020 - 00:00,51.12,3.07,5.24,7.08,12.15,9.07,0.49,17.95,2.72,2.79,467.48,90.43,0.0,122.48,0.83,30.49,25-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Jun-2020 - 00:00,89.61,2.87,4.94,7.04,11.97,9.05,0.46,20.42,2.84,2.92,449.32,88.84,0.0,217.58,0.58,57.53,26-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Jun-2020 - 00:00,151.26,3.19,5.9,7.98,13.17,9.4,0.56,21.74,2.69,2.78,519.52,83.25,0.0,175.9,0.43,73.54,27-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Jun-2020 - 00:00,90.37,4.67,7.13,9.34,14.82,9.2,0.61,22.84,2.83,2.9,530.86,77.1,0.0,255.85,0.68,50.31,28-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Jun-2020 - 00:00,181.43,2.45,6.65,8.22,14.17,9.34,0.54,19.72,2.88,2.97,534.73,71.82,0.0,242.03,0.43,103.13,29-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Jun-2020 - 00:00,48.28,3.18,5.09,7.04,12.06,9.0,0.41,28.82,2.75,2.84,510.3,71.84,0.0,166.52,1.24,25.95,30-Jun-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Jun-2020 - 00:00,39.71,4.04,5.48,7.22,12.17,9.12,0.31,18.59,2.62,2.75,502.93,87.15,0.0,130.11,1.3,18.63,01-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Jul-2020 - 00:00,106.27,3.48,6.27,8.3,13.39,9.03,0.58,21.78,2.88,2.98,542.43,75.66,0.0,151.98,0.71,52.69,02-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Jul-2020 - 00:00,183.05,2.97,5.49,7.0,12.13,8.9,0.58,27.05,2.84,2.89,558.69,77.58,0.0,156.75,0.73,82.16,03-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Jul-2020 - 00:00,151.15,3.1,5.63,6.65,12.22,9.19,0.58,25.28,2.88,2.98,554.91,73.17,0.0,134.34,1.0,69.43,04-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Jul-2020 - 00:00,73.13,4.46,5.13,6.76,11.9,9.1,0.48,26.29,2.75,2.82,544.66,77.16,0.0,113.21,2.48,47.97,05-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,06-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Jul-2020 - 00:00,87.73,3.28,7.03,7.51,14.08,8.92,0.39,19.11,,,446.31,75.83,0.0,227.89,0.44,58.36,07-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Jul-2020 - 00:00,69.3,3.13,7.28,9.01,15.71,8.75,0.33,10.3,,,494.27,85.97,0.0,110.42,1.29,47.36,08-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Jul-2020 - 00:00,75.62,6.8,5.35,6.86,12.17,9.12,0.07,3.43,,,503.93,96.17,0.45,141.91,0.43,50.52,09-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Jul-2020 - 00:00,116.29,3.27,6.37,7.75,14.11,9.26,0.4,3.38,,,553.58,88.53,0.0,160.41,0.45,78.41,10-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Jul-2020 - 00:00,175.68,7.16,5.22,6.92,11.86,9.0,0.34,7.01,,,596.33,84.51,0.02,252.23,0.97,118.43,11-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Jul-2020 - 00:00,53.75,3.5,5.56,6.13,11.66,9.23,0.29,4.72,,,564.28,92.52,0.08,120.25,0.62,35.93,12-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Jul-2020 - 00:00,202.69,4.76,10.28,9.38,19.15,9.69,0.19,3.2,,,419.5,94.99,0.0,218.61,0.89,146.42,13-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Jul-2020 - 00:00,252.4,4.11,6.04,6.83,12.72,9.21,0.5,10.04,,,439.0,86.31,0.0,282.8,0.81,166.79,14-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Jul-2020 - 00:00,231.34,,5.45,7.1,12.44,8.96,0.56,17.44,,,428.18,85.42,0.0,239.07,0.54,142.19,15-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Jul-2020 - 00:00,168.78,,5.22,7.34,12.55,9.06,0.36,11.95,,,459.6,94.65,0.0,115.48,0.73,85.57,16-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Jul-2020 - 00:00,61.55,,4.99,6.94,11.92,9.02,0.31,13.63,,,529.94,88.2,0.0,120.35,1.14,14.67,17-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Jul-2020 - 00:00,196.31,,4.92,7.16,12.08,9.08,0.45,11.28,,,546.34,93.53,0.0,113.06,0.98,53.27,18-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Jul-2020 - 00:00,174.88,,4.88,7.17,12.05,9.05,0.45,10.99,,,565.01,95.99,0.06,107.6,0.6,71.22,19-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Jul-2020 - 00:00,131.29,,5.13,7.23,12.32,9.1,0.31,11.63,,,506.72,92.65,0.0,175.61,0.8,68.03,20-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Jul-2020 - 00:00,92.69,,7.72,10.96,17.76,12.34,0.37,16.72,,,489.48,90.68,0.01,191.84,0.53,58.46,21-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Jul-2020 - 00:00,52.53,,5.25,13.75,18.46,13.28,0.38,12.44,,,369.16,95.99,0.0,144.01,0.68,32.81,22-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Jul-2020 - 00:00,103.66,,4.69,13.13,17.78,13.03,0.46,11.63,,,424.65,95.9,0.0,127.96,0.32,65.12,23-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Jul-2020 - 00:00,202.27,8.16,4.41,11.26,15.68,13.72,0.54,17.67,,,480.53,85.53,0.0,262.55,0.83,127.55,24-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
24-Jul-2020 - 00:00,39.02,2.83,4.33,10.75,15.09,12.69,0.42,11.6,,,521.91,85.57,0.0,117.37,1.0,24.62,25-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
25-Jul-2020 - 00:00,29.59,5.48,4.3,10.51,14.81,12.75,0.38,11.49,,,522.2,92.29,0.0,112.51,1.0,18.8,26-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
26-Jul-2020 - 00:00,56.9,4.26,4.34,10.3,14.64,12.35,0.38,12.42,,,527.42,88.61,0.0,139.88,0.58,35.93,27-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
27-Jul-2020 - 00:00,175.1,4.75,4.78,9.76,14.53,13.09,0.36,16.01,,,512.95,85.96,0.0,259.36,0.74,109.76,28-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
28-Jul-2020 - 00:00,131.39,5.86,4.45,10.7,15.15,13.22,0.52,15.0,,,532.68,88.31,0.0,182.07,0.51,82.7,29-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
29-Jul-2020 - 00:00,71.86,4.05,4.39,9.91,14.3,13.49,0.44,15.21,,,539.04,94.78,0.0,111.86,1.08,45.34,30-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
30-Jul-2020 - 00:00,57.15,3.48,4.63,10.99,15.61,12.97,0.45,11.46,,,485.97,96.06,0.03,120.44,0.94,35.97,31-Jul-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
31-Jul-2020 - 00:00,93.64,3.54,4.74,10.47,15.21,13.41,0.44,14.69,,,343.86,95.53,0.04,133.51,0.45,59.06,01-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
01-Aug-2020 - 00:00,106.81,5.19,5.22,11.79,17.01,13.14,0.47,11.41,,,276.82,96.13,0.12,137.77,0.45,69.03,02-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
02-Aug-2020 - 00:00,56.14,4.19,5.15,11.79,16.94,12.76,0.54,11.84,,,242.31,95.45,0.0,191.37,0.39,35.57,03-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
03-Aug-2020 - 00:00,38.61,4.43,6.13,11.44,17.55,14.56,0.52,15.5,,,338.1,90.0,0.0,188.51,0.35,24.35,04-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
04-Aug-2020 - 00:00,36.1,6.83,7.93,16.05,23.97,14.02,0.3,11.31,,,213.02,94.27,0.04,163.65,0.38,22.74,05-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
05-Aug-2020 - 00:00,69.71,5.14,7.78,14.1,21.81,14.59,0.42,16.5,,,386.51,93.94,0.0,135.97,0.66,43.64,06-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
06-Aug-2020 - 00:00,,1.19,9.15,28.94,37.62,8.05,0.54,12.35,,,381.72,92.3,0.0,136.42,0.46,,07-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
07-Aug-2020 - 00:00,51.87,3.64,8.56,30.42,38.99,5.8,0.47,12.99,,,370.56,92.43,0.0,121.9,0.97,32.69,08-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
08-Aug-2020 - 00:00,74.25,3.78,8.5,30.19,38.69,6.11,0.54,19.67,,,374.62,93.53,0.0,191.17,0.49,46.75,09-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
09-Aug-2020 - 00:00,172.05,4.4,8.72,27.59,36.32,6.95,0.58,15.98,,,393.56,95.58,0.0,152.71,0.4,108.23,10-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
10-Aug-2020 - 00:00,39.94,3.7,7.3,23.55,30.83,7.02,0.53,14.35,,,395.78,96.06,0.0,112.35,0.77,25.17,11-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
11-Aug-2020 - 00:00,60.16,3.98,8.25,25.3,33.54,7.72,0.56,6.17,,,275.99,94.86,0.0,147.92,0.37,37.88,12-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
12-Aug-2020 - 00:00,62.86,5.78,7.92,24.82,32.73,7.97,0.41,6.89,,,219.2,95.65,0.09,153.44,0.4,38.8,13-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
13-Aug-2020 - 00:00,29.22,7.84,8.91,23.4,32.31,8.48,0.33,10.85,,,255.69,96.08,0.02,106.72,0.94,18.29,14-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
14-Aug-2020 - 00:00,21.12,4.36,6.74,18.52,25.26,8.41,0.47,11.83,,,314.98,94.54,0.0,113.24,0.71,13.29,15-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
15-Aug-2020 - 00:00,35.09,3.87,8.8,23.41,32.21,8.73,0.53,10.85,,,322.43,93.9,0.0,124.76,0.4,22.1,16-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
16-Aug-2020 - 00:00,34.61,4.17,8.19,23.0,31.19,8.64,0.5,11.31,,,342.95,96.01,0.0,110.49,0.95,21.72,17-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
17-Aug-2020 - 00:00,31.44,4.19,6.87,19.2,26.07,8.65,0.49,11.76,,,361.4,95.97,0.0,108.1,0.97,19.8,18-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
18-Aug-2020 - 00:00,49.86,3.59,5.69,16.1,21.8,8.23,0.5,11.02,0.0,0.0,309.63,95.59,0.0,138.95,0.64,31.95,19-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
19-Aug-2020 - 00:00,23.72,5.81,6.62,17.73,24.34,10.38,0.53,12.89,,,256.41,96.11,0.0,112.32,0.7,14.86,20-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
20-Aug-2020 - 00:00,7.53,5.58,5.4,13.8,19.21,10.84,0.41,13.47,,,307.51,95.95,0.0,113.22,0.97,4.76,21-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
21-Aug-2020 - 00:00,35.9,2.79,6.79,17.24,24.04,9.19,0.34,12.63,,,246.04,96.06,0.03,127.33,0.43,22.67,22-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
22-Aug-2020 - 00:00,72.92,4.25,7.93,20.81,28.73,9.53,0.5,11.67,,,281.17,93.87,0.0,169.52,0.36,45.95,23-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
23-Aug-2020 - 00:00,17.21,3.2,7.09,17.38,24.46,9.36,0.43,11.78,,,296.96,93.63,0.01,111.57,0.64,10.78,24-Aug-2020 - 00:00,"RIMT University, Mandi Gobindgarh - PPCB"
