from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,to date,station
24-Jun-2020 - 00:00,70.69,28.85,4.72,19.07,23.79,0.83,,37.93,25-Jun-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Jun-2020 - 00:00,76.29,29.47,6.26,22.54,28.8,0.85,,35.04,26-Jun-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Jun-2020 - 00:00,111.48,40.67,8.98,22.39,31.37,0.92,,47.7,27-Jun-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Jun-2020 - 00:00,144.99,32.77,8.3,21.88,30.18,0.74,,27.58,28-Jun-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Jun-2020 - 00:00,298.7,45.15,11.31,22.47,33.78,0.74,,23.83,29-Jun-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Jun-2020 - 00:00,197.8,33.11,6.85,19.94,25.46,0.59,,45.43,30-Jun-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Jun-2020 - 00:00,91.09,34.87,3.95,18.93,22.88,0.57,,69.28,01-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Jul-2020 - 00:00,126.93,47.96,4.71,20.06,24.77,0.64,,64.07,02-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Jul-2020 - 00:00,163.18,62.89,5.2,24.72,29.92,0.69,,81.22,03-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Jul-2020 - 00:00,163.13,59.61,4.35,23.01,27.36,0.61,,47.85,04-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Jul-2020 - 00:00,93.87,42.14,4.14,17.87,22.01,0.44,,25.03,05-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Jul-2020 - 00:00,50.71,27.32,4.12,25.56,29.69,0.51,,30.89,06-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Jul-2020 - 00:00,87.44,44.03,5.61,24.06,29.67,0.56,,21.94,07-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Jul-2020 - 00:00,53.09,18.46,7.98,23.06,31.04,0.42,,15.36,08-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Jul-2020 - 00:00,45.92,23.12,7.67,23.02,30.69,0.47,,17.46,09-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Jul-2020 - 00:00,60.52,29.43,7.23,24.9,32.13,0.5,,23.15,10-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Jul-2020 - 00:00,81.02,21.02,5.47,21.13,26.59,0.37,,23.03,11-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Jul-2020 - 00:00,64.59,21.96,5.7,28.57,34.27,0.42,,25.46,12-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Jul-2020 - 00:00,48.33,20.51,4.01,25.68,29.69,0.34,,22.63,13-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Jul-2020 - 00:00,111.22,29.19,6.22,27.57,33.79,0.41,,21.97,14-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Jul-2020 - 00:00,133.12,34.72,7.22,28.74,35.96,0.38,,24.45,15-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Jul-2020 - 00:00,113.26,40.07,5.17,23.81,28.99,0.38,,29.16,16-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Jul-2020 - 00:00,82.8,29.57,8.27,25.95,34.22,0.39,,23.36,17-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Jul-2020 - 00:00,91.06,47.63,5.43,25.39,30.81,0.45,,40.2,18-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Jul-2020 - 00:00,87.84,43.07,5.06,25.52,30.58,0.61,,35.07,19-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Jul-2020 - 00:00,45.02,20.44,5.99,24.68,30.67,0.53,,23.3,20-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Jul-2020 - 00:00,42.25,17.05,4.7,24.41,29.1,0.49,,24.41,21-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Jul-2020 - 00:00,51.91,19.63,6.89,26.5,33.4,0.48,,12.93,22-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Jul-2020 - 00:00,28.97,13.2,9.94,27.31,37.24,0.49,,9.37,23-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Jul-2020 - 00:00,81.18,32.5,18.75,34.68,53.43,0.67,,20.42,24-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Jul-2020 - 00:00,104.67,39.43,12.57,33.55,46.12,0.69,,21.44,25-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Jul-2020 - 00:00,80.78,29.7,10.46,27.94,38.41,0.59,,19.85,26-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Jul-2020 - 00:00,158.99,40.68,13.21,33.82,47.03,0.67,,26.29,27-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Jul-2020 - 00:00,109.02,29.14,14.66,28.9,43.57,0.55,,20.16,28-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Jul-2020 - 00:00,78.67,24.51,8.96,24.34,33.3,0.46,,18.37,29-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Jul-2020 - 00:00,86.97,22.9,10.15,29.56,39.71,0.46,,14.05,30-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Jul-2020 - 00:00,65.71,18.84,11.21,27.88,39.08,0.48,,19.31,31-Jul-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Jul-2020 - 00:00,137.15,36.4,20.2,38.76,58.96,0.61,,21.19,01-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Aug-2020 - 00:00,85.84,31.28,8.6,28.73,37.33,0.44,,20.18,02-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Aug-2020 - 00:00,66.23,22.6,19.34,32.27,51.61,0.45,,15.11,03-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Aug-2020 - 00:00,82.3,24.59,11.09,26.2,37.29,0.35,,15.59,04-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Aug-2020 - 00:00,85.24,25.53,11.57,27.5,39.08,0.36,,21.11,05-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Aug-2020 - 00:00,150.78,40.88,23.56,43.21,66.77,0.53,,13.7,06-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Aug-2020 - 00:00,92.65,18.95,14.32,27.98,42.3,0.29,,13.43,07-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Aug-2020 - 00:00,80.27,28.51,8.8,25.78,34.58,0.27,,18.71,08-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Aug-2020 - 00:00,106.87,49.73,14.69,34.24,48.95,0.36,,28.58,09-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Aug-2020 - 00:00,81.66,28.36,11.53,29.64,41.17,0.34,,16.73,10-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Aug-2020 - 00:00,73.12,31.06,9.74,25.57,35.31,0.29,,14.67,11-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Aug-2020 - 00:00,78.56,35.26,9.08,28.5,37.58,0.3,,16.94,12-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Aug-2020 - 00:00,58.77,22.16,9.55,23.47,33.02,0.2,,14.92,13-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Aug-2020 - 00:00,26.18,13.04,14.82,34.35,49.17,0.32,,9.41,14-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Aug-2020 - 00:00,62.94,22.31,19.41,36.7,56.11,0.31,,9.28,15-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Aug-2020 - 00:00,73.37,27.65,10.6,24.08,34.68,0.2,,13.5,16-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Aug-2020 - 00:00,54.15,23.55,10.65,25.29,35.94,0.19,,13.03,17-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Aug-2020 - 00:00,60.76,26.82,14.91,31.68,46.59,0.29,,10.69,18-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Aug-2020 - 00:00,61.3,21.33,11.28,28.24,39.52,0.2,,11.18,19-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Aug-2020 - 00:00,38.37,22.77,21.03,40.25,61.27,0.38,,4.93,20-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Aug-2020 - 00:00,44.42,20.92,18.19,33.86,52.06,0.32,,15.66,21-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Aug-2020 - 00:00,95.79,22.61,24.6,35.77,60.37,0.42,,25.64,22-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Aug-2020 - 00:00,105.82,21.71,18.09,27.74,45.82,0.35,,19.58,23-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Aug-2020 - 00:00,95.09,24.64,11.7,23.57,35.26,0.32,,18.18,24-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Aug-2020 - 00:00,75.94,19.18,13.54,25.91,39.45,0.35,,14.71,25-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Aug-2020 - 00:00,42.74,15.11,10.22,22.98,33.19,0.33,,16.39,26-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Aug-2020 - 00:00,40.66,14.84,12.64,25.63,38.27,0.35,,16.02,27-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Aug-2020 - 00:00,50.76,20.7,12.3,28.33,40.63,0.36,,18.45,28-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Aug-2020 - 00:00,68.9,53.53,28.71,41.04,69.75,0.52,,13.27,29-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Aug-2020 - 00:00,148.14,46.97,33.52,44.86,78.38,0.55,,21.23,30-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Aug-2020 - 00:00,92.68,25.18,14.89,27.1,41.99,0.35,,15.32,31-Aug-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Aug-2020 - 00:00,32.9,14.23,9.3,21.29,30.59,0.31,,17.37,01-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Sep-2020 - 00:00,43.26,16.26,8.89,23.86,32.75,0.32,,20.91,02-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Sep-2020 - 00:00,64.44,24.88,9.94,28.95,38.9,0.39,,26.96,03-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Sep-2020 - 00:00,119.62,39.69,16.64,36.5,53.14,0.36,,19.29,04-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Sep-2020 - 00:00,97.47,39.41,10.51,25.65,36.16,0.67,2.54,21.69,05-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Sep-2020 - 00:00,91.44,40.0,22.72,24.39,47.12,0.78,,32.37,06-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Sep-2020 - 00:00,53.02,27.84,14.03,21.41,35.44,0.61,,27.47,07-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Sep-2020 - 00:00,87.66,49.74,19.27,34.35,48.37,0.79,0.0,22.64,08-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Sep-2020 - 00:00,63.66,30.97,12.38,21.01,33.39,0.86,,23.75,09-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Sep-2020 - 00:00,116.91,57.52,13.77,27.33,41.1,0.31,,24.52,10-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Sep-2020 - 00:00,164.64,58.43,11.37,35.21,46.58,0.14,,24.41,11-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Sep-2020 - 00:00,179.45,68.92,31.66,51.37,83.02,0.75,,28.59,12-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Sep-2020 - 00:00,196.63,64.0,58.06,61.61,116.84,1.75,,39.31,13-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Sep-2020 - 00:00,167.29,71.93,40.67,53.62,94.29,1.93,,29.67,14-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Sep-2020 - 00:00,139.32,68.55,28.78,48.61,77.39,2.16,,24.66,15-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Sep-2020 - 00:00,127.37,63.32,29.69,48.78,78.47,3.22,,31.82,16-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Sep-2020 - 00:00,150.55,68.84,30.68,47.71,78.4,4.65,,43.45,17-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Sep-2020 - 00:00,97.77,51.64,19.23,30.36,40.82,3.24,,24.77,18-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Sep-2020 - 00:00,109.74,41.7,5.16,14.86,17.62,0.93,,25.72,19-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Sep-2020 - 00:00,107.4,52.49,7.36,15.9,23.26,0.62,,29.11,20-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Sep-2020 - 00:00,136.55,76.32,10.5,15.93,26.43,0.74,,33.55,21-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Sep-2020 - 00:00,105.91,58.0,5.02,12.73,17.74,0.65,,44.13,22-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Sep-2020 - 00:00,90.8,43.47,8.54,17.46,25.99,0.68,,22.51,23-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Sep-2020 - 00:00,72.73,30.61,12.29,73.34,26.87,0.58,,23.15,24-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Sep-2020 - 00:00,75.57,39.63,372.33,413.59,3.8,0.64,,42.92,25-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Sep-2020 - 00:00,135.43,59.31,,411.5,,0.95,,48.12,26-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Sep-2020 - 00:00,130.77,60.58,18.77,199.71,36.3,0.86,,31.86,27-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Sep-2020 - 00:00,80.99,36.2,31.79,19.76,35.97,0.7,,25.27,28-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Sep-2020 - 00:00,143.33,75.9,12.96,22.69,34.64,0.85,,33.13,29-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Sep-2020 - 00:00,135.66,74.4,8.63,21.91,30.54,0.8,,38.41,30-Sep-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Sep-2020 - 00:00,111.18,62.14,7.64,21.6,29.24,0.76,,36.47,01-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Oct-2020 - 00:00,117.71,59.2,26.13,32.05,58.18,0.96,,29.72,02-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Oct-2020 - 00:00,127.2,71.83,14.57,28.12,42.69,0.91,,35.58,03-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Oct-2020 - 00:00,138.28,91.04,20.54,32.2,52.74,1.06,,35.52,04-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Oct-2020 - 00:00,123.19,76.34,28.76,35.8,64.57,1.38,,38.08,05-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Oct-2020 - 00:00,126.23,73.53,24.19,32.33,56.52,1.31,,35.97,06-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Oct-2020 - 00:00,130.28,78.87,35.06,38.98,74.05,1.08,,31.11,07-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Oct-2020 - 00:00,152.57,94.1,51.22,41.2,92.16,0.92,,35.13,08-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Oct-2020 - 00:00,119.54,79.66,23.31,32.92,56.23,1.17,,36.57,09-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Oct-2020 - 00:00,136.35,84.19,37.03,37.69,74.71,1.57,,38.52,10-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Oct-2020 - 00:00,139.58,91.1,21.48,36.02,57.5,1.56,,34.94,11-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Oct-2020 - 00:00,140.73,95.22,24.33,34.57,58.89,1.54,,33.91,12-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Oct-2020 - 00:00,185.76,109.9,84.86,52.11,134.78,2.17,,36.02,13-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Oct-2020 - 00:00,211.63,134.86,128.55,65.46,181.77,2.15,,32.06,14-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Oct-2020 - 00:00,162.28,113.5,52.88,61.16,114.04,1.05,,30.66,15-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Oct-2020 - 00:00,192.73,120.88,62.88,55.9,115.65,0.85,,22.44,16-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Oct-2020 - 00:00,194.42,103.1,109.15,64.92,150.25,0.91,,26.64,17-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Oct-2020 - 00:00,222.57,132.35,114.71,69.33,169.91,1.07,,29.44,18-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Oct-2020 - 00:00,174.24,111.75,51.78,52.23,104.0,0.67,,23.43,19-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Oct-2020 - 00:00,170.48,97.45,48.73,49.21,97.95,0.56,,26.43,20-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Oct-2020 - 00:00,183.83,100.23,76.93,67.31,132.95,1.04,,21.11,21-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Oct-2020 - 00:00,202.75,100.21,197.52,90.44,231.85,1.53,,15.18,22-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Oct-2020 - 00:00,234.39,133.15,158.38,97.73,231.92,1.9,,15.88,23-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Oct-2020 - 00:00,299.16,184.09,174.09,96.85,229.23,2.51,,21.48,24-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Oct-2020 - 00:00,273.33,170.37,159.25,83.36,189.06,2.67,,19.1,25-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Oct-2020 - 00:00,273.43,152.79,169.99,93.08,192.49,2.71,,23.78,26-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Oct-2020 - 00:00,238.85,153.24,97.46,73.85,170.95,2.61,,19.4,27-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Oct-2020 - 00:00,240.3,152.48,88.65,62.85,131.04,2.33,,20.29,28-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Oct-2020 - 00:00,312.16,178.11,121.85,103.94,156.75,2.39,,22.51,29-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Oct-2020 - 00:00,392.84,242.82,182.07,128.11,227.62,2.4,,21.61,30-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Oct-2020 - 00:00,292.21,203.96,75.02,69.7,116.44,1.14,,20.22,31-Oct-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Oct-2020 - 00:00,314.97,221.23,23.06,43.61,66.66,0.77,,22.32,01-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Nov-2020 - 00:00,285.37,193.37,41.04,48.1,89.14,0.96,,13.08,02-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Nov-2020 - 00:00,210.61,121.78,74.93,56.63,131.56,1.21,,10.8,03-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Nov-2020 - 00:00,235.83,131.32,204.89,93.69,243.89,1.68,,18.19,04-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Nov-2020 - 00:00,391.41,268.36,124.37,85.65,197.89,1.75,,23.11,05-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Nov-2020 - 00:00,398.02,269.3,174.26,101.62,224.97,1.86,,23.51,06-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Nov-2020 - 00:00,343.53,236.47,186.21,98.58,217.23,1.46,,21.69,07-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Nov-2020 - 00:00,411.96,287.02,150.9,87.13,177.73,1.44,,28.61,08-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Nov-2020 - 00:00,454.29,313.91,193.67,99.74,231.95,1.43,,24.74,09-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Nov-2020 - 00:00,615.33,484.51,143.7,87.43,208.27,1.44,,24.4,10-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Nov-2020 - 00:00,524.85,410.81,179.0,91.56,243.19,1.51,,24.57,11-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Nov-2020 - 00:00,246.41,115.34,222.18,91.64,270.1,2.01,,19.19,12-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Nov-2020 - 00:00,272.32,132.08,216.67,107.53,251.06,3.84,,19.42,13-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Nov-2020 - 00:00,296.82,176.31,169.63,92.71,225.7,4.17,,20.85,14-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Nov-2020 - 00:00,461.77,343.26,103.0,76.8,170.25,4.21,,24.92,15-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Nov-2020 - 00:00,272.2,199.96,12.21,33.49,45.68,2.98,,31.37,16-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Nov-2020 - 00:00,99.53,76.02,15.14,27.58,42.72,2.81,,17.3,17-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Nov-2020 - 00:00,105.3,73.29,26.78,35.39,62.16,2.66,,16.29,18-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Nov-2020 - 00:00,146.65,89.91,60.89,51.87,101.33,2.79,,20.17,19-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Nov-2020 - 00:00,214.06,124.94,126.59,74.74,191.94,3.31,,21.9,20-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Nov-2020 - 00:00,184.47,106.83,58.11,56.72,114.84,2.75,,21.53,21-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Nov-2020 - 00:00,148.26,104.73,19.75,44.81,64.41,1.83,,20.55,22-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Nov-2020 - 00:00,175.69,106.07,87.33,67.89,136.42,1.02,,15.02,23-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Nov-2020 - 00:00,304.46,134.23,181.84,125.6,243.55,2.1,,16.02,24-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Nov-2020 - 00:00,417.61,167.57,191.53,133.47,216.3,2.39,,18.51,25-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Nov-2020 - 00:00,424.2,207.31,60.15,82.68,142.81,1.68,,15.37,26-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Nov-2020 - 00:00,184.68,93.86,38.45,46.5,84.94,0.93,,12.82,27-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Nov-2020 - 00:00,130.5,60.6,26.21,40.62,66.83,0.71,,13.29,28-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Nov-2020 - 00:00,200.22,96.5,66.17,55.52,113.26,1.06,,15.41,29-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Nov-2020 - 00:00,270.8,111.69,119.4,91.86,172.8,1.77,,15.73,30-Nov-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Nov-2020 - 00:00,367.17,155.27,190.81,113.29,216.77,2.37,,14.87,01-Dec-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Dec-2020 - 00:00,550.0,208.55,461.41,169.59,,4.07,,7.71,02-Dec-2020 - 00:00,"IGI Airport (T3), Delhi - IMD"
