from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,Toluene,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
12-Nov-2020 - 00:00,7.19,2.93,9.03,4.55,730.79,189.75,104.36,0.0,42.55,138.64,22.47,15.9,153.72,0.52,1.69,46.12,8.96,29.65,38.6,61.64,13.23,13-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Nov-2020 - 00:00,7.83,3.71,11.31,5.58,730.84,154.99,87.87,0.0,43.2,147.74,22.62,19.43,191.95,0.41,1.67,56.57,11.04,34.11,45.13,56.39,12.16,14-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Nov-2020 - 00:00,5.73,2.46,8.31,4.05,730.8,207.63,68.13,0.0,43.87,151.29,23.58,14.53,147.98,0.79,1.2,47.16,4.28,24.31,28.56,72.96,13.13,15-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Nov-2020 - 00:00,2.81,0.21,1.31,0.54,730.63,214.75,69.08,0.0,58.79,148.9,23.25,3.52,115.58,1.3,0.79,31.13,2.34,11.24,13.57,88.53,11.68,16-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Nov-2020 - 00:00,2.85,0.44,2.56,1.05,730.63,160.89,51.81,0.0,88.08,141.22,20.71,5.78,106.96,0.73,0.77,36.42,3.08,14.33,17.41,44.25,11.17,17-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Nov-2020 - 00:00,2.74,0.6,2.44,1.06,731.07,113.2,52.68,0.0,78.35,173.66,20.28,5.36,237.57,0.74,0.8,40.51,3.62,22.38,25.99,43.05,9.16,18-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Nov-2020 - 00:00,2.52,0.48,2.51,1.02,730.94,178.88,45.03,0.0,63.12,160.01,20.5,6.05,183.36,0.84,0.75,43.02,3.23,24.99,28.22,61.43,10.98,19-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Nov-2020 - 00:00,3.2,0.73,2.93,1.25,730.75,149.47,58.9,0.0,59.5,151.98,20.47,7.28,238.01,0.78,0.87,45.43,2.5,25.34,27.83,71.91,10.31,20-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Nov-2020 - 00:00,3.2,0.6,2.19,0.91,730.97,181.15,59.49,0.0,37.14,152.54,19.92,6.82,303.27,0.98,0.78,39.59,2.47,23.56,26.03,62.73,11.99,21-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Nov-2020 - 00:00,3.6,1.06,2.75,1.28,730.97,138.28,132.98,0.0,34.38,148.92,19.35,6.8,316.49,1.08,0.87,39.79,3.79,26.88,30.66,62.63,13.23,22-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Nov-2020 - 00:00,7.76,3.51,9.96,4.98,731.14,139.72,69.19,0.0,35.65,149.07,19.08,19.01,241.67,0.54,1.84,99.72,40.55,40.25,80.78,47.35,13.74,23-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Nov-2020 - 00:00,6.43,3.24,10.19,4.81,731.24,138.48,64.88,0.0,38.82,154.08,19.53,19.36,156.34,0.66,1.33,81.06,15.34,43.28,58.59,44.29,9.95,24-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Nov-2020 - 00:00,2.84,0.79,3.39,1.47,731.05,122.55,59.15,0.0,35.44,152.98,20.9,6.22,110.29,1.07,0.95,48.42,3.01,28.45,31.44,92.65,10.61,25-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Nov-2020 - 00:00,3.0,0.24,1.53,0.61,731.21,150.6,78.79,0.0,40.11,151.18,20.68,4.01,94.78,1.86,0.89,39.05,2.3,20.84,23.12,107.32,11.09,26-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Nov-2020 - 00:00,3.3,0.42,2.2,0.88,731.09,130.53,73.74,0.0,63.95,169.05,19.18,5.45,162.35,1.05,0.93,43.34,2.75,22.46,25.21,53.45,10.08,27-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Nov-2020 - 00:00,2.5,0.66,3.06,1.27,731.26,74.28,28.39,0.0,51.65,163.08,19.33,5.55,310.35,1.21,0.71,41.14,2.93,23.17,26.06,37.84,10.96,28-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Nov-2020 - 00:00,3.52,1.17,4.05,1.82,731.09,99.82,46.55,0.0,46.16,157.85,19.74,8.79,274.02,0.77,0.85,48.45,4.5,27.73,32.23,43.64,11.06,29-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Nov-2020 - 00:00,7.87,4.73,13.05,6.17,731.09,153.48,72.77,0.0,47.74,161.82,20.41,23.87,193.93,0.43,2.03,87.51,29.71,49.37,79.05,38.61,10.63,30-Nov-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Nov-2020 - 00:00,9.19,5.69,16.88,8.25,731.11,140.98,59.32,0.0,42.71,159.32,21.29,27.78,227.48,0.43,1.3,112.4,50.86,47.02,76.75,30.47,11.33,01-Dec-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Dec-2020 - 00:00,3.47,1.03,5.38,2.13,731.1,117.9,36.0,0.0,43.99,48.75,19.54,11.1,310.71,0.46,0.77,94.2,1.73,25.81,27.49,45.02,10.61,02-Dec-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
