from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,Toluene,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Jan-2020 - 00:00,4.67,0.71,1.67,0.15,736.26,117.51,52.51,0.0,52.17,188.12,14.16,23.0,99.67,1.12,1.1,39.22,4.41,32.88,37.27,51.28,17.78,02-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Jan-2020 - 00:00,3.66,0.88,2.0,0.19,736.65,85.4,39.29,0.0,55.69,184.04,15.83,22.98,91.08,1.36,1.06,40.05,5.46,32.85,38.13,50.35,18.17,03-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Jan-2020 - 00:00,4.53,1.32,2.56,0.25,735.39,104.98,51.56,0.0,59.36,193.23,16.68,25.58,224.71,0.67,0.82,48.99,6.02,40.65,46.65,37.3,11.1,04-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Jan-2020 - 00:00,6.09,2.45,4.36,0.51,734.98,121.55,59.67,0.0,68.6,179.73,16.13,32.84,186.05,0.68,1.38,78.77,26.31,48.27,74.58,34.5,14.48,05-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Jan-2020 - 00:00,8.6,2.93,5.71,0.64,735.35,157.85,79.97,0.0,69.54,195.56,16.41,42.1,200.58,0.55,1.56,86.27,26.84,54.64,81.48,29.91,22.43,06-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Jan-2020 - 00:00,5.95,2.17,4.26,0.48,735.45,119.77,57.21,0.0,58.78,191.71,17.35,32.61,160.17,0.85,1.18,85.76,24.37,56.87,81.24,30.92,12.89,07-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Jan-2020 - 00:00,3.04,1.08,2.23,0.26,733.38,86.75,42.87,0.0,56.82,198.7,18.38,13.53,116.19,1.32,0.8,49.33,7.89,38.99,46.88,59.25,13.97,08-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Jan-2020 - 00:00,4.02,0.57,0.85,0.05,732.65,96.62,50.58,0.0,79.08,163.15,14.22,14.05,298.26,1.61,0.78,33.5,4.87,26.91,31.74,42.06,12.89,09-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Jan-2020 - 00:00,2.57,0.49,0.97,0.07,736.15,56.84,27.61,0.0,57.87,209.96,12.33,12.53,279.72,1.57,0.54,31.66,4.08,26.13,30.16,55.53,11.85,10-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Jan-2020 - 00:00,3.36,1.01,1.97,0.18,736.79,76.03,35.96,0.0,50.09,203.6,13.03,17.92,235.14,0.9,0.79,46.19,6.97,37.0,43.95,58.73,18.02,11-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Jan-2020 - 00:00,6.83,2.86,5.13,0.59,736.32,109.45,44.94,0.0,43.36,203.93,14.9,28.43,182.09,0.57,1.23,91.12,22.65,63.98,86.62,45.8,13.39,12-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Jan-2020 - 00:00,6.22,2.87,5.19,0.59,734.32,102.23,54.07,0.0,43.83,205.37,16.71,29.71,189.58,0.72,1.17,89.73,25.47,59.58,85.03,51.88,9.28,13-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Jan-2020 - 00:00,4.35,1.49,3.18,0.33,730.84,87.0,40.86,0.0,55.19,179.69,17.75,19.87,216.36,1.29,0.8,57.82,9.15,45.85,54.96,48.84,15.93,14-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Jan-2020 - 00:00,2.9,0.49,1.16,0.08,733.09,70.68,31.48,0.0,65.04,208.52,15.07,14.84,245.96,0.87,0.63,35.65,5.56,28.39,33.93,54.58,13.34,15-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Jan-2020 - 00:00,2.9,0.64,1.43,0.12,733.6,81.8,41.87,0.0,67.47,191.44,15.24,17.23,154.77,0.77,0.68,36.41,5.62,29.83,34.71,54.99,13.18,16-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Jan-2020 - 00:00,2.22,0.49,0.74,0.06,732.91,84.34,41.66,0.0,63.43,172.8,14.91,4.1,222.41,0.98,0.67,44.78,5.5,37.4,42.88,66.94,12.09,17-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Jan-2020 - 00:00,1.76,0.5,0.8,0.11,734.02,104.67,52.92,0.0,66.63,202.96,14.89,2.85,234.77,0.73,1.47,79.27,19.28,56.23,75.49,54.28,21.91,18-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Jan-2020 - 00:00,1.19,0.27,0.45,0.06,734.96,92.44,50.7,0.0,69.76,192.17,15.49,1.94,192.03,0.75,0.9,53.11,7.63,43.02,50.62,59.38,19.44,19-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Jan-2020 - 00:00,1.31,0.22,0.36,0.04,735.97,121.86,71.82,0.0,60.44,209.97,14.09,1.65,269.73,0.84,0.98,50.05,8.44,39.37,47.74,68.37,22.45,20-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Jan-2020 - 00:00,1.78,0.47,0.74,0.1,735.13,137.35,70.72,0.0,48.38,194.32,14.67,2.72,203.19,0.64,1.12,84.08,15.15,65.14,80.26,58.33,13.81,21-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Jan-2020 - 00:00,1.4,0.24,0.49,0.06,735.0,93.48,51.99,0.0,61.42,200.09,16.3,1.77,111.89,1.06,0.88,51.63,8.87,40.39,49.22,72.73,14.17,22-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Jan-2020 - 00:00,1.17,0.13,0.23,0.02,737.01,102.24,53.72,0.0,58.56,204.08,16.94,1.25,263.37,1.23,0.72,39.76,6.03,32.98,38.97,82.1,10.34,23-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Jan-2020 - 00:00,0.87,0.24,0.35,0.05,736.89,74.27,29.69,0.0,45.16,211.59,15.38,1.36,313.79,1.36,0.73,44.18,12.4,32.44,44.84,71.04,12.16,24-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Jan-2020 - 00:00,0.91,0.3,0.36,0.05,735.04,83.82,41.39,0.0,33.85,212.94,15.66,1.72,306.85,1.26,0.78,46.4,8.8,37.64,46.42,64.55,14.14,25-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Jan-2020 - 00:00,2.96,1.73,2.18,0.37,734.31,124.62,61.56,0.0,31.31,211.04,17.19,6.47,234.19,0.53,1.74,125.72,89.21,52.19,122.07,54.66,15.02,26-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Jan-2020 - 00:00,2.89,1.63,1.71,0.27,733.06,183.22,93.82,0.0,39.44,216.34,18.51,5.06,210.36,0.55,1.01,128.63,63.89,55.45,119.33,49.87,11.58,27-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Jan-2020 - 00:00,2.33,0.9,1.62,0.3,730.31,91.85,42.39,0.0,43.61,209.64,20.5,7.02,126.08,1.13,0.87,50.19,5.74,42.05,47.8,71.73,12.45,28-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Jan-2020 - 00:00,2.78,0.63,1.46,0.15,729.67,94.63,43.38,0.0,52.87,181.93,18.68,12.72,227.17,1.16,0.81,39.78,5.81,31.93,37.73,58.7,7.7,29-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Jan-2020 - 00:00,1.4,0.43,0.79,0.09,734.39,53.39,27.38,0.0,40.27,221.36,16.73,2.78,270.1,1.13,0.67,31.57,4.34,25.63,29.97,66.72,6.52,30-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Jan-2020 - 00:00,2.5,0.66,1.24,0.15,735.3,71.51,40.24,0.0,38.13,212.0,16.66,4.67,259.15,0.99,0.81,39.36,6.48,31.47,37.92,59.4,7.21,31-Jan-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Jan-2020 - 00:00,3.71,1.34,2.74,0.36,733.49,88.05,44.63,0.0,45.63,206.99,16.0,8.51,226.58,0.63,1.19,48.5,9.37,38.25,47.62,46.99,8.07,01-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Feb-2020 - 00:00,3.23,1.12,1.84,0.23,735.24,96.85,55.68,0.0,43.2,202.84,16.58,6.58,186.33,0.98,0.81,41.69,6.43,33.5,39.94,60.93,7.32,02-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Feb-2020 - 00:00,3.78,1.63,2.0,0.26,736.62,114.55,60.23,0.0,46.83,215.75,16.62,6.84,216.85,0.67,0.99,42.38,6.84,34.21,41.04,63.65,6.65,03-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Feb-2020 - 00:00,4.67,3.25,3.52,0.54,735.61,102.63,54.04,0.0,40.31,207.59,16.93,10.45,129.16,0.7,1.33,50.96,7.62,41.93,49.51,63.92,10.89,04-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Feb-2020 - 00:00,4.74,0.75,1.69,0.22,734.04,105.84,63.14,0.0,42.82,209.52,17.61,5.38,115.79,1.11,0.88,42.9,4.81,36.22,41.02,72.43,8.39,05-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Feb-2020 - 00:00,3.41,0.94,1.81,0.22,734.6,121.29,64.62,0.0,43.16,203.93,17.96,5.79,224.07,0.85,1.06,40.57,4.63,34.46,39.07,73.59,15.68,06-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Feb-2020 - 00:00,3.34,0.79,1.54,0.18,733.97,114.32,63.52,0.0,46.37,213.88,16.83,5.79,243.85,0.75,0.95,43.81,4.24,37.75,41.94,59.2,10.31,07-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Feb-2020 - 00:00,3.03,0.47,1.02,0.07,735.52,99.55,54.91,0.0,45.95,208.17,17.14,4.22,163.37,1.16,0.62,36.59,3.94,30.87,34.79,75.14,13.82,08-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Feb-2020 - 00:00,2.37,0.42,0.98,0.02,737.32,90.68,51.62,0.0,35.79,218.37,17.16,3.8,218.46,0.89,0.88,43.01,4.19,36.87,41.04,70.57,14.92,09-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Feb-2020 - 00:00,6.06,3.62,3.42,0.15,737.65,147.0,73.84,0.0,41.12,201.01,16.97,10.9,195.91,0.55,1.48,61.59,12.9,47.46,60.33,55.14,13.32,10-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Feb-2020 - 00:00,9.81,6.41,6.64,0.33,736.18,167.03,68.16,0.0,39.37,208.42,17.27,18.4,191.63,0.5,1.89,94.26,30.57,60.86,91.43,42.85,16.69,11-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Feb-2020 - 00:00,6.35,5.19,4.94,0.19,736.18,144.17,81.84,0.0,37.69,215.52,18.64,14.24,174.97,0.64,1.37,79.46,19.6,56.54,76.14,67.25,12.36,12-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Feb-2020 - 00:00,4.72,1.92,2.65,0.08,736.57,140.26,76.87,0.0,36.05,227.43,20.13,9.62,261.8,0.76,1.14,60.34,7.57,50.09,57.65,66.98,14.73,13-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Feb-2020 - 00:00,4.09,2.21,1.82,0.06,734.9,139.19,73.77,0.0,33.08,232.83,21.4,8.62,302.85,1.3,0.94,47.12,4.86,39.95,44.78,68.47,15.68,14-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Feb-2020 - 00:00,2.5,0.89,1.0,0.02,733.1,115.14,49.37,0.0,30.8,224.68,20.74,4.09,311.56,1.8,0.77,40.0,5.08,32.65,37.69,69.37,18.26,15-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Feb-2020 - 00:00,3.82,1.94,3.09,2.36,733.12,103.77,46.52,0.0,23.24,250.43,20.98,11.35,308.16,1.39,0.77,34.73,8.05,46.44,54.41,57.47,21.84,16-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Feb-2020 - 00:00,5.84,5.01,4.92,1.47,734.58,107.41,53.91,0.0,15.59,259.99,23.21,28.77,248.39,0.8,1.01,19.68,36.05,51.29,82.48,60.4,12.17,17-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Feb-2020 - 00:00,5.96,4.61,5.14,0.97,735.32,120.47,52.36,0.0,19.07,252.94,23.46,25.51,257.31,0.89,1.0,20.35,25.54,67.9,93.38,46.37,13.38,18-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Feb-2020 - 00:00,11.24,19.33,12.6,2.31,733.68,139.31,61.21,0.0,21.55,259.58,22.53,34.46,227.39,0.62,2.03,26.7,99.16,77.47,145.23,44.06,15.59,19-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Feb-2020 - 00:00,9.22,5.31,7.92,0.9,731.57,140.29,64.33,0.0,27.16,229.72,23.4,19.52,151.07,1.05,1.27,27.96,23.9,67.34,91.21,54.24,18.18,20-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Feb-2020 - 00:00,4.02,1.4,2.68,0.08,730.6,104.89,43.65,0.0,36.23,241.93,24.18,6.84,144.54,1.47,0.97,30.04,8.01,43.64,51.62,60.03,19.45,21-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Feb-2020 - 00:00,4.34,0.45,0.65,0.04,733.72,173.45,82.58,0.0,64.67,206.72,19.15,3.52,258.79,1.49,0.92,33.29,4.57,29.21,33.75,60.27,17.8,22-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Feb-2020 - 00:00,3.03,0.7,1.27,0.04,736.55,89.36,49.15,0.0,68.0,236.19,18.48,4.72,142.52,0.94,0.82,32.1,4.88,30.97,35.76,58.95,14.14,23-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Feb-2020 - 00:00,2.56,0.45,1.0,0.02,735.4,101.49,49.55,0.0,62.38,225.46,20.51,4.0,161.13,0.88,0.86,31.84,4.41,29.99,34.36,68.29,13.88,24-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Feb-2020 - 00:00,2.38,0.47,1.06,0.03,733.31,90.71,49.21,0.0,54.59,258.75,21.26,3.94,230.66,0.98,0.86,26.98,3.46,31.46,34.83,72.28,20.29,25-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Feb-2020 - 00:00,2.79,0.82,1.57,0.08,732.62,114.58,58.64,0.0,47.87,251.16,21.98,6.2,250.65,0.81,0.82,23.31,7.12,40.35,47.41,60.85,12.96,26-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Feb-2020 - 00:00,2.78,0.95,1.64,0.04,732.58,100.72,46.05,0.0,35.83,244.54,23.96,4.72,173.12,1.14,0.78,22.97,6.73,35.13,41.84,81.63,12.82,27-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Feb-2020 - 00:00,5.07,4.53,4.08,0.15,732.36,123.42,48.87,0.0,35.69,224.73,25.17,9.94,149.91,1.06,1.09,23.8,21.25,45.63,66.88,81.2,11.15,28-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Feb-2020 - 00:00,3.3,0.5,1.13,0.03,731.19,120.78,58.04,0.0,47.19,187.38,23.9,3.4,117.74,1.14,0.81,24.71,9.61,41.3,50.91,75.77,12.62,29-Feb-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Feb-2020 - 00:00,1.5,0.66,0.85,0.04,730.16,121.26,49.7,0.0,50.17,240.44,24.35,2.45,127.23,1.36,1.02,26.82,16.29,48.37,64.65,67.43,9.87,01-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Mar-2020 - 00:00,0.47,0.07,0.2,0.0,731.53,69.89,26.76,0.0,53.91,262.43,22.38,0.76,116.41,1.82,0.47,23.66,7.71,25.95,33.66,82.23,11.06,02-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Mar-2020 - 00:00,1.02,0.25,0.46,0.01,731.6,92.61,37.65,0.0,49.39,264.88,23.79,1.67,180.48,0.76,0.83,23.26,7.88,38.65,46.53,83.42,15.72,03-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Mar-2020 - 00:00,0.98,0.25,0.48,0.01,730.62,97.97,40.36,0.0,45.89,266.36,24.47,1.62,186.91,0.93,1.04,25.86,8.46,40.73,49.04,78.83,12.18,04-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Mar-2020 - 00:00,2.38,1.01,1.83,0.14,729.58,101.96,43.03,0.02,49.82,215.86,23.02,6.46,123.23,1.52,1.1,23.23,7.92,38.43,46.33,84.81,14.8,05-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Mar-2020 - 00:00,3.14,1.04,2.41,0.91,729.13,65.03,29.44,0.17,58.47,226.62,20.49,22.41,108.47,2.0,0.84,22.07,6.79,26.68,33.42,80.6,17.52,06-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Mar-2020 - 00:00,2.19,1.1,2.58,1.04,728.49,56.76,29.4,0.01,64.47,240.74,18.35,40.74,197.11,1.46,0.76,21.04,7.68,36.85,44.52,68.54,13.36,07-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Mar-2020 - 00:00,2.48,1.27,2.58,2.58,732.56,53.46,27.66,0.0,63.01,305.01,18.04,35.96,261.93,0.94,0.76,20.48,6.82,38.52,45.33,57.54,11.24,08-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Mar-2020 - 00:00,2.13,1.27,3.05,1.12,734.14,65.13,24.92,0.0,47.01,284.32,20.97,45.98,161.05,1.03,0.75,20.6,8.37,27.57,35.91,84.69,9.75,09-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Mar-2020 - 00:00,1.55,1.16,2.9,1.85,732.6,71.36,26.01,0.0,33.5,287.98,21.84,48.88,262.52,1.15,0.7,16.9,5.27,28.38,33.49,84.39,10.41,10-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Mar-2020 - 00:00,2.0,0.85,2.28,0.53,730.86,75.46,26.37,0.04,34.43,222.74,21.29,50.02,132.73,1.48,0.54,16.56,4.7,18.96,23.62,98.46,8.42,11-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Mar-2020 - 00:00,2.12,1.11,2.8,0.95,728.92,76.06,28.63,0.01,46.68,270.01,21.65,55.74,135.55,1.9,0.78,20.33,7.79,32.58,40.36,84.56,9.39,12-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Mar-2020 - 00:00,2.35,1.37,3.44,1.96,730.86,112.83,32.03,0.0,33.0,258.26,21.95,44.86,184.35,1.04,0.89,17.61,8.42,40.33,48.73,67.43,9.58,13-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Mar-2020 - 00:00,1.67,0.95,2.58,0.96,732.66,239.91,74.78,0.0,20.56,270.04,21.19,40.21,279.22,1.08,0.6,12.94,6.62,30.57,37.17,66.98,17.91,14-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Mar-2020 - 00:00,1.59,0.67,1.77,0.97,733.39,164.38,53.29,0.0,36.8,285.89,19.57,35.7,306.11,1.6,0.63,16.99,4.81,21.5,26.29,83.74,20.12,15-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Mar-2020 - 00:00,1.76,0.64,1.93,0.43,734.2,91.12,36.08,0.0,41.67,271.5,19.74,41.25,275.62,1.04,0.7,17.7,4.67,23.36,28.0,81.59,18.14,16-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Mar-2020 - 00:00,1.97,0.98,2.7,0.52,734.45,84.47,35.58,0.0,41.23,249.93,21.18,50.26,204.7,0.89,0.86,19.05,4.62,26.99,31.58,102.65,29.4,17-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Mar-2020 - 00:00,2.63,1.6,3.24,0.35,734.49,88.6,35.6,0.0,35.48,278.18,23.53,48.74,197.17,0.61,0.88,16.97,8.22,38.44,46.63,88.86,19.91,18-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Mar-2020 - 00:00,3.76,1.99,3.91,0.31,733.38,87.91,33.31,0.0,28.72,294.41,25.62,51.0,218.58,0.68,1.03,16.04,9.28,41.51,50.75,83.68,17.5,19-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Mar-2020 - 00:00,3.83,2.34,4.15,0.3,730.79,103.22,42.47,0.0,25.54,266.9,27.36,48.44,176.78,1.2,0.92,15.52,11.65,38.56,50.19,82.11,21.79,20-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Mar-2020 - 00:00,3.14,1.55,3.53,0.29,729.56,96.58,40.7,0.0,29.75,249.32,27.06,41.07,127.89,1.6,0.64,16.29,4.69,25.65,30.28,97.6,18.95,21-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Mar-2020 - 00:00,2.25,1.08,2.72,0.25,730.55,71.08,34.13,0.0,39.35,279.58,25.61,46.55,186.55,0.97,0.76,18.31,5.65,31.99,37.6,83.11,18.5,22-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Mar-2020 - 00:00,2.23,0.87,2.39,0.25,731.49,72.11,31.44,0.0,32.81,270.14,27.79,46.92,148.62,1.34,0.42,17.9,4.23,13.27,17.47,98.39,13.37,23-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Mar-2020 - 00:00,2.55,0.86,2.3,0.22,731.54,79.77,39.08,0.0,40.56,195.17,25.94,46.55,151.25,0.84,0.69,18.97,4.49,22.45,26.93,76.27,15.96,24-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Mar-2020 - 00:00,3.05,1.26,3.04,0.32,730.4,71.43,26.09,0.04,35.91,239.2,27.63,52.96,187.23,0.81,0.66,19.93,4.99,21.77,26.75,62.73,12.63,25-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Mar-2020 - 00:00,2.66,1.12,2.81,0.38,730.79,59.97,22.56,0.06,39.83,277.22,27.11,52.67,172.31,0.88,0.41,22.29,4.8,16.91,21.69,49.66,10.97,26-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Mar-2020 - 00:00,0.72,0.32,1.01,0.14,732.31,31.32,11.77,0.02,55.71,219.8,23.5,32.49,260.89,2.11,0.38,25.76,4.63,10.99,15.6,53.23,6.01,27-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Mar-2020 - 00:00,0.66,0.43,1.22,0.16,733.07,23.95,9.8,0.05,75.82,209.93,21.16,45.03,184.77,1.29,0.43,28.28,4.72,12.47,17.17,46.56,13.33,28-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Mar-2020 - 00:00,0.73,0.55,1.56,0.2,733.16,29.52,8.81,0.0,53.68,301.96,23.86,53.47,195.67,0.82,0.38,28.31,4.8,12.42,17.21,57.99,16.34,29-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Mar-2020 - 00:00,0.46,0.4,1.27,0.12,732.02,34.74,16.29,0.0,34.48,303.19,25.75,42.53,256.33,1.2,0.31,13.88,4.43,10.43,14.82,77.82,22.75,30-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Mar-2020 - 00:00,0.59,0.45,1.45,0.13,731.93,39.4,15.36,0.0,33.5,293.07,26.63,44.39,193.01,0.98,0.4,11.53,3.91,10.85,14.71,78.07,17.94,31-Mar-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Mar-2020 - 00:00,1.13,0.73,1.91,0.18,730.71,46.52,32.08,0.0,28.32,245.23,27.57,46.03,170.09,0.82,0.63,26.74,4.58,20.79,25.33,64.36,24.16,01-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Apr-2020 - 00:00,1.2,0.67,1.86,0.19,730.54,65.09,24.73,0.0,30.51,290.18,27.46,43.78,225.47,1.43,0.4,15.08,4.52,9.8,14.31,69.2,20.15,02-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Apr-2020 - 00:00,0.58,0.33,0.99,0.08,730.96,47.03,25.36,0.0,32.32,281.32,26.67,35.2,314.55,1.45,0.4,13.98,4.15,9.2,13.33,67.13,17.94,03-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Apr-2020 - 00:00,0.55,0.33,0.95,0.07,731.69,35.87,17.49,0.0,21.43,294.46,27.21,36.24,269.61,1.28,0.4,12.91,4.26,8.08,12.33,72.32,18.68,04-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Apr-2020 - 00:00,0.94,0.57,1.47,0.12,731.63,40.87,17.43,0.0,21.61,285.8,27.77,44.68,229.68,0.62,0.55,21.57,4.41,16.19,20.57,58.24,19.68,05-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Apr-2020 - 00:00,1.05,0.56,1.6,0.17,731.69,64.54,25.87,0.0,21.64,271.07,29.72,43.54,144.45,1.05,0.48,15.85,3.99,11.19,15.12,76.61,23.0,06-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Apr-2020 - 00:00,1.33,0.43,1.3,0.15,730.84,80.41,28.27,0.0,20.06,277.09,30.86,35.56,158.72,1.35,0.46,21.09,4.83,13.39,18.2,76.4,14.99,07-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Apr-2020 - 00:00,0.8,0.41,1.25,0.14,729.31,82.58,24.76,0.0,25.85,275.89,29.92,41.17,182.35,1.04,0.46,24.39,5.31,15.21,20.52,69.44,11.79,08-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Apr-2020 - 00:00,0.44,0.2,0.53,0.04,730.21,52.23,15.76,0.0,23.75,276.6,28.65,21.99,267.87,1.1,0.38,20.44,4.87,12.54,17.4,66.44,10.15,09-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Apr-2020 - 00:00,0.49,0.13,0.3,0.01,730.84,54.72,20.45,0.0,23.06,285.56,29.06,15.13,233.88,1.21,0.4,17.94,4.21,11.9,16.09,72.3,13.22,10-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Apr-2020 - 00:00,0.7,0.23,0.59,0.05,731.11,62.95,20.84,0.0,17.87,269.44,31.39,23.45,172.39,0.71,0.47,20.55,4.48,13.93,18.4,66.5,14.71,11-Apr-2020 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
