from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
18-Sep-2020 - 00:00,33.68,980.0,119.35,53.54,59.98,214.25,269.48,1.06,2.74,39.22,25.04,6.48,21.38,30.25,0.98,49.54,25.02,19-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Sep-2020 - 00:00,33.01,980.3,135.29,70.7,61.89,195.04,263.66,1.1,3.18,41.37,25.58,4.38,19.71,30.64,1.05,46.79,25.84,20-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Sep-2020 - 00:00,32.41,979.67,166.79,94.81,65.23,192.24,233.26,0.82,3.21,33.19,26.69,4.91,20.93,31.82,1.48,51.74,27.86,21-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Sep-2020 - 00:00,32.72,978.58,156.85,78.52,63.05,158.75,291.86,1.04,3.37,40.13,26.64,4.42,19.71,30.32,2.14,46.85,27.48,22-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Sep-2020 - 00:00,32.36,979.12,96.9,47.94,63.75,182.98,105.75,0.83,3.15,56.81,25.32,5.44,20.56,30.32,0.94,56.83,38.25,23-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Sep-2020 - 00:00,31.78,979.31,75.65,24.5,63.96,167.46,91.44,0.94,1.79,43.54,21.35,5.27,18.33,26.39,1.81,53.34,27.5,24-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Sep-2020 - 00:00,30.76,981.48,120.71,54.12,67.3,168.09,170.91,0.85,2.81,38.14,21.89,6.04,20.78,29.8,1.22,41.88,30.47,25-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Sep-2020 - 00:00,31.26,980.71,137.2,55.0,62.73,192.69,247.07,1.13,3.55,44.65,21.42,4.9,22.28,34.37,0.8,33.36,17.26,26-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Sep-2020 - 00:00,29.59,980.79,190.23,53.62,62.23,129.41,254.6,1.18,6.55,94.97,22.97,11.42,34.76,47.85,1.07,40.12,21.86,27-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Sep-2020 - 00:00,30.2,983.67,119.69,44.6,53.59,197.17,274.14,1.1,3.47,38.67,22.72,6.59,23.64,34.36,1.63,42.21,15.73,28-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Sep-2020 - 00:00,30.49,984.71,190.08,61.1,55.77,194.51,267.95,1.03,4.51,54.63,24.07,13.48,30.85,37.34,1.1,53.41,16.07,29-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Sep-2020 - 00:00,30.48,984.37,198.94,67.65,56.93,183.86,275.68,1.06,4.19,42.88,27.13,4.34,19.22,29.48,0.6,55.06,15.9,30-Sep-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Sep-2020 - 00:00,30.18,983.31,182.5,61.65,50.93,191.98,273.39,1.08,4.16,46.11,25.22,4.7,22.54,35.14,0.4,51.66,13.88,01-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Oct-2020 - 00:00,30.05,982.78,185.21,66.83,51.81,187.01,270.78,1.12,4.69,61.82,25.7,5.57,26.82,41.93,1.66,41.38,14.41,02-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Oct-2020 - 00:00,29.74,983.41,189.08,81.54,55.37,184.38,267.91,1.22,5.02,42.91,28.86,7.47,26.77,38.28,1.01,46.5,16.19,03-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Oct-2020 - 00:00,29.03,984.5,194.92,86.62,52.62,190.99,275.01,0.9,4.88,47.7,27.4,5.63,28.81,45.53,2.19,42.88,25.07,04-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Oct-2020 - 00:00,28.71,985.37,210.81,100.96,50.26,203.65,262.17,0.88,4.92,41.04,27.1,5.58,28.63,45.24,1.3,47.15,25.38,05-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Oct-2020 - 00:00,29.29,984.89,209.71,76.1,46.23,206.07,272.26,1.11,5.21,61.45,25.88,4.59,26.55,42.89,1.72,53.64,17.75,06-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Oct-2020 - 00:00,28.46,985.37,222.67,92.52,49.15,203.49,272.32,1.26,6.12,55.88,27.78,16.08,41.27,52.66,1.39,37.7,20.01,07-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Oct-2020 - 00:00,28.58,987.2,296.27,179.22,51.11,183.19,249.44,1.27,6.49,59.24,32.92,12.46,42.74,61.27,1.43,32.25,29.13,08-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Oct-2020 - 00:00,29.63,987.49,228.44,101.08,46.96,175.25,287.5,0.88,5.53,60.94,31.15,5.41,31.55,51.04,1.22,39.52,31.17,09-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Oct-2020 - 00:00,28.97,987.84,232.61,107.43,49.58,155.15,270.65,0.84,6.22,68.79,32.25,5.71,30.84,49.25,3.37,33.23,28.1,10-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Oct-2020 - 00:00,29.12,986.68,234.19,111.4,50.98,157.06,281.07,1.15,6.06,62.75,33.81,5.99,29.79,46.81,4.28,39.61,25.46,11-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Oct-2020 - 00:00,29.46,984.75,232.8,109.91,48.1,155.2,285.14,1.09,5.57,59.22,33.47,4.59,29.16,47.8,1.76,36.11,26.42,12-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Oct-2020 - 00:00,28.47,983.35,343.43,206.81,50.5,141.42,272.76,1.25,7.36,49.93,39.64,33.49,61.11,63.3,5.64,26.66,39.54,13-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Oct-2020 - 00:00,28.68,984.24,305.41,172.47,60.47,117.77,80.46,1.19,7.08,125.46,42.41,19.26,48.08,60.92,5.46,42.88,64.01,14-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Oct-2020 - 00:00,28.6,985.67,304.21,194.82,60.73,106.73,94.87,1.29,8.99,100.76,40.99,22.14,51.71,63.28,2.7,26.35,49.53,15-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Oct-2020 - 00:00,28.35,986.29,335.17,213.85,43.73,141.26,233.87,0.8,8.68,75.31,31.18,11.62,39.31,56.09,1.32,18.75,30.27,16-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Oct-2020 - 00:00,26.3,986.0,270.48,146.54,39.25,139.95,276.83,1.04,7.91,116.79,29.68,16.74,44.1,57.3,2.16,19.29,30.74,17-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Oct-2020 - 00:00,26.11,986.76,326.62,166.73,45.73,151.73,275.6,0.91,10.59,200.12,40.8,42.41,65.28,57.67,2.92,27.58,22.46,18-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Oct-2020 - 00:00,27.35,986.66,267.15,132.67,36.45,168.56,278.15,1.11,5.97,104.73,35.15,16.22,39.69,49.41,2.2,26.9,21.47,19-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Oct-2020 - 00:00,27.42,986.33,299.21,141.44,33.97,170.33,280.9,1.11,5.77,109.16,34.11,12.8,37.99,51.8,2.15,36.57,34.9,20-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Oct-2020 - 00:00,25.65,986.12,282.44,130.43,36.91,166.88,277.45,1.15,7.53,129.53,31.94,33.96,58.06,57.22,1.65,26.13,23.47,21-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Oct-2020 - 00:00,25.29,987.19,299.96,149.3,43.12,161.59,276.36,1.41,9.45,156.94,31.8,116.17,128.55,63.65,2.44,18.69,22.52,22-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Oct-2020 - 00:00,25.09,986.02,429.0,246.23,46.05,101.62,227.69,1.34,10.11,143.14,43.04,93.85,101.49,46.96,3.4,25.17,32.38,23-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Oct-2020 - 00:00,24.13,985.68,446.58,299.06,48.81,137.39,257.78,1.37,9.92,118.72,35.89,43.95,51.82,33.08,3.17,17.85,31.15,24-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Oct-2020 - 00:00,23.58,986.67,453.74,266.48,51.94,123.68,264.83,1.37,10.97,161.09,38.53,58.28,62.91,28.91,2.67,20.67,24.11,25-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Oct-2020 - 00:00,23.59,989.02,375.64,303.29,57.1,125.73,271.25,1.01,9.49,135.31,39.74,118.2,111.04,27.64,3.53,18.93,23.52,26-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Oct-2020 - 00:00,24.68,990.36,453.8,280.8,47.48,105.31,282.07,0.78,10.39,186.52,39.29,86.6,87.45,31.57,2.66,28.05,31.5,27-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Oct-2020 - 00:00,23.44,990.3,322.02,190.72,40.47,124.83,274.08,1.22,5.7,107.27,33.19,26.61,35.37,25.72,1.92,24.92,20.05,28-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Oct-2020 - 00:00,22.03,990.96,405.94,224.4,47.21,103.62,274.46,1.36,9.56,168.78,32.68,76.49,79.21,31.47,2.72,19.65,25.31,29-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Oct-2020 - 00:00,21.78,991.86,504.17,348.42,52.8,95.59,249.12,1.39,7.86,97.68,33.8,81.59,87.71,41.9,2.82,16.67,34.62,30-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Oct-2020 - 00:00,23.63,991.44,411.65,266.84,44.69,105.69,287.25,1.28,10.2,185.85,36.09,56.26,68.0,41.56,2.02,19.92,24.67,31-Oct-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
31-Oct-2020 - 00:00,24.08,991.3,440.79,310.53,38.53,112.05,273.9,1.05,7.34,114.76,33.66,13.57,33.12,41.49,1.85,28.22,19.88,01-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Nov-2020 - 00:00,22.45,991.98,441.29,313.02,36.24,106.09,265.84,1.3,7.69,106.51,30.34,22.44,41.19,42.78,1.74,18.13,22.69,02-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
02-Nov-2020 - 00:00,20.47,992.69,371.56,226.73,43.2,95.39,258.71,1.01,7.11,87.02,27.96,62.39,72.3,40.34,4.31,15.49,18.71,03-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
03-Nov-2020 - 00:00,20.36,992.12,298.4,176.3,48.97,104.79,266.01,0.48,8.28,171.04,29.53,198.59,183.3,40.25,3.62,16.26,16.68,04-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
04-Nov-2020 - 00:00,19.52,990.83,549.96,396.42,58.26,66.88,231.66,1.1,13.18,197.7,36.72,112.15,114.51,43.36,3.5,16.32,18.85,05-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
05-Nov-2020 - 00:00,20.58,991.95,471.28,333.28,56.66,90.78,245.18,1.0,10.18,134.69,38.23,86.37,94.94,45.69,3.79,13.93,17.01,06-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
06-Nov-2020 - 00:00,20.98,994.76,464.35,314.08,51.94,86.66,256.02,0.6,12.39,198.89,39.05,90.76,100.43,47.1,2.96,15.26,19.59,07-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
07-Nov-2020 - 00:00,21.2,995.67,528.59,372.4,48.97,87.74,272.36,1.02,9.74,131.35,39.82,64.87,74.63,40.89,3.42,15.76,25.6,08-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
08-Nov-2020 - 00:00,19.47,996.23,656.82,471.93,61.14,69.33,254.75,1.45,11.32,165.28,40.03,93.37,98.33,41.65,3.67,11.38,28.13,09-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
09-Nov-2020 - 00:00,19.77,994.69,701.75,531.24,62.68,86.81,257.29,0.99,12.2,127.75,45.12,69.69,80.76,44.92,3.82,11.58,30.97,10-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
10-Nov-2020 - 00:00,19.79,993.6,554.13,244.32,70.4,112.96,152.58,0.9,8.7,210.12,45.97,95.42,99.83,41.42,4.47,15.07,30.51,11-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
11-Nov-2020 - 00:00,20.18,995.5,450.5,248.81,66.36,124.96,75.84,1.21,8.83,221.75,38.63,147.21,133.36,25.05,3.28,19.18,43.19,12-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
12-Nov-2020 - 00:00,20.4,996.65,359.79,202.88,63.7,114.75,175.93,1.36,9.26,100.53,34.12,116.87,110.0,27.65,3.24,11.45,25.61,13-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
13-Nov-2020 - 00:00,20.24,995.21,462.31,297.25,64.41,115.12,274.26,0.96,10.46,157.59,35.07,106.91,104.52,32.62,2.99,12.01,21.54,14-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
14-Nov-2020 - 00:00,18.87,992.96,615.08,474.15,67.82,88.3,239.71,0.42,11.04,124.52,36.1,48.7,64.92,47.46,3.2,14.28,31.52,15-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
15-Nov-2020 - 00:00,20.5,992.5,388.93,316.74,63.92,97.6,98.81,0.72,6.2,49.02,37.15,56.56,63.1,32.04,1.81,47.27,39.9,16-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
16-Nov-2020 - 00:00,20.62,994.17,134.35,109.5,72.6,91.97,138.28,0.78,2.8,33.71,30.1,15.34,23.97,21.54,1.44,35.17,30.16,17-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
17-Nov-2020 - 00:00,20.58,992.52,143.48,94.17,61.02,124.03,284.37,0.87,3.89,52.37,28.11,19.21,24.98,17.53,1.33,27.88,19.92,18-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
18-Nov-2020 - 00:00,19.32,991.54,194.9,136.52,55.63,120.57,279.39,1.19,3.96,71.54,24.39,11.89,18.58,16.72,1.65,24.76,19.13,19-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
19-Nov-2020 - 00:00,18.04,991.98,285.93,217.67,55.1,119.28,266.7,0.82,5.88,55.73,23.26,13.84,23.73,23.39,2.28,19.27,24.13,20-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
20-Nov-2020 - 00:00,18.94,993.38,248.08,164.73,45.04,126.57,281.38,1.14,4.76,67.57,22.3,8.49,19.25,23.16,1.62,30.04,24.44,21-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
21-Nov-2020 - 00:00,18.18,993.86,217.0,123.1,39.29,128.49,273.94,1.13,4.52,64.64,18.85,10.72,21.09,23.19,1.61,50.02,21.01,22-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
22-Nov-2020 - 00:00,17.1,994.45,246.94,155.12,40.56,116.66,272.97,1.21,5.56,66.08,18.44,17.52,28.31,26.39,3.15,22.42,22.12,23-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
23-Nov-2020 - 00:00,15.88,994.78,389.98,246.08,53.5,105.97,191.2,1.42,9.72,148.21,21.38,97.98,97.94,33.75,3.69,17.64,24.23,24-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
24-Nov-2020 - 00:00,16.02,994.38,529.5,367.33,58.29,80.16,61.53,1.24,8.26,152.95,27.26,104.02,109.0,45.49,3.28,23.69,34.37,25-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
25-Nov-2020 - 00:00,17.82,994.76,507.08,352.46,60.5,46.23,66.02,1.01,8.57,156.53,37.63,47.48,62.54,44.83,2.17,21.69,57.08,26-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
26-Nov-2020 - 00:00,19.81,996.75,196.65,145.14,58.8,107.02,238.86,1.05,5.03,47.12,28.58,19.89,34.71,34.0,1.96,15.58,23.84,27-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
27-Nov-2020 - 00:00,19.84,998.11,170.32,95.73,50.49,119.37,275.16,1.13,5.37,83.54,24.01,18.81,34.33,35.71,1.84,25.88,27.04,28-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
28-Nov-2020 - 00:00,18.72,997.16,235.75,143.34,48.52,114.6,253.41,1.19,6.64,93.75,24.93,21.5,38.18,38.86,2.58,26.06,20.1,29-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
29-Nov-2020 - 00:00,16.86,995.93,285.89,167.85,54.61,105.78,224.74,0.75,7.73,95.52,26.6,53.75,65.27,40.32,3.4,17.39,21.93,30-Nov-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
30-Nov-2020 - 00:00,16.51,994.97,362.43,220.72,63.81,97.04,187.73,0.98,8.32,128.95,28.38,108.97,111.84,41.68,3.63,14.76,19.73,01-Dec-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
01-Dec-2020 - 00:00,12.4,994.35,516.0,335.0,88.75,4.3,295.15,1.6,,,26.45,168.1,159.45,37.8,6.9,0.1,20.95,02-Dec-2020 - 00:00,"Vivek Vihar, Delhi - DPCC"
