from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
06-Aug-2020 - 00:00,35.09,19.0,1.39,43.08,11.01,1.28,19.15,38.75,18.87,1.02,4.51,1.44,2.81,0.17,73.93,4.35,101.81,248.2,,07-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Aug-2020 - 00:00,19.19,11.02,1.24,39.31,13.44,0.86,15.52,42.7,21.69,0.48,10.01,0.55,0.01,0.25,81.01,2.46,129.82,208.18,,08-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Aug-2020 - 00:00,25.46,18.04,5.91,34.74,12.8,1.0,17.9,65.65,38.09,1.06,12.59,2.39,,1.01,73.51,0.84,129.78,253.87,,09-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Aug-2020 - 00:00,24.74,16.17,4.05,39.2,13.6,0.9,4.45,37.25,17.79,0.84,9.45,1.03,,0.67,89.32,1.52,227.52,44.81,,10-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Aug-2020 - 00:00,19.07,11.37,1.75,38.11,11.38,0.86,21.34,48.81,26.02,0.83,11.24,0.91,,0.47,85.05,2.6,137.99,191.3,,11-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Aug-2020 - 00:00,18.65,16.08,2.3,31.91,12.22,0.85,23.98,47.87,24.89,0.79,10.09,0.87,,0.58,81.6,2.03,210.9,196.13,0.2,12-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Aug-2020 - 00:00,17.51,19.08,1.95,25.22,10.26,0.82,16.25,29.51,11.77,0.36,6.72,0.56,0.01,0.37,79.09,2.09,232.34,217.85,1.13,13-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Aug-2020 - 00:00,32.4,36.9,4.59,22.76,9.97,0.84,14.54,31.48,13.18,0.81,12.26,1.51,,0.98,95.99,0.95,101.4,47.25,1.28,14-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Aug-2020 - 00:00,31.89,30.97,8.75,21.7,9.81,0.92,13.83,43.25,22.52,1.24,15.78,1.55,,0.98,92.41,1.89,91.99,161.79,1.5,15-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Aug-2020 - 00:00,18.42,9.77,1.4,21.42,12.39,0.76,10.79,44.56,22.52,0.5,14.29,0.46,0.01,0.25,89.43,1.83,124.19,205.66,,16-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Aug-2020 - 00:00,12.51,7.37,1.05,21.27,11.32,0.73,8.74,33.27,14.45,0.38,12.51,0.3,0.01,0.18,85.1,1.42,148.36,212.57,,17-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Aug-2020 - 00:00,18.76,9.74,2.98,19.91,11.87,0.91,11.38,41.09,22.67,0.55,9.54,0.82,,0.46,81.0,1.42,146.01,237.72,,18-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Aug-2020 - 00:00,23.43,12.86,2.16,22.41,10.59,1.06,19.36,37.78,19.93,1.09,6.75,1.35,,0.75,87.81,1.32,187.56,107.21,,19-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Aug-2020 - 00:00,23.18,12.99,3.41,25.11,12.91,0.89,15.32,49.98,28.65,1.07,5.59,1.93,,1.05,96.46,1.38,154.66,22.39,,20-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Aug-2020 - 00:00,30.88,21.62,8.07,20.29,16.12,0.94,24.57,34.13,17.33,0.92,15.46,1.77,,0.86,92.01,1.13,118.61,114.33,0.2,21-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Aug-2020 - 00:00,29.75,21.31,8.18,21.77,17.88,0.91,19.99,50.01,28.67,1.24,16.06,1.77,,0.98,81.65,1.89,103.49,234.98,0.25,22-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Aug-2020 - 00:00,20.62,14.4,4.52,22.38,16.25,0.81,21.06,36.86,19.28,0.74,10.86,0.49,0.01,0.51,80.13,2.95,82.2,237.78,0.2,23-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Aug-2020 - 00:00,15.66,9.58,1.75,24.6,15.19,0.74,23.15,38.06,20.14,0.46,10.52,0.02,0.01,0.2,83.31,3.34,95.11,155.59,,24-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Aug-2020 - 00:00,14.03,8.5,1.46,24.07,14.84,0.75,18.85,24.48,10.44,0.37,8.65,0.09,0.01,0.11,88.07,2.74,128.16,160.58,2.0,25-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Aug-2020 - 00:00,12.29,6.7,1.4,25.74,14.28,0.89,22.63,30.06,14.47,0.49,7.65,0.04,0.01,0.08,82.56,1.53,159.91,178.07,0.2,26-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Aug-2020 - 00:00,15.45,8.9,2.27,23.94,15.75,0.73,21.77,22.79,10.2,0.36,6.54,0.17,0.01,0.14,79.58,1.44,228.12,148.89,0.2,27-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Aug-2020 - 00:00,24.27,17.91,6.98,21.32,14.58,0.83,20.58,34.25,19.78,0.98,7.32,0.58,0.01,0.24,74.27,1.47,278.26,213.33,0.2,28-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Aug-2020 - 00:00,22.07,16.36,6.75,21.61,15.33,0.79,24.39,43.19,26.17,0.97,9.5,0.37,0.01,0.18,78.14,1.71,212.18,203.31,,29-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Aug-2020 - 00:00,33.65,23.33,8.08,27.23,14.28,1.0,31.06,48.69,33.22,1.5,13.92,0.35,0.01,0.24,73.14,1.39,92.53,240.92,,30-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Aug-2020 - 00:00,18.52,10.96,2.52,35.65,14.54,0.79,31.19,33.03,23.59,0.56,11.35,0.06,0.01,0.15,84.36,3.03,96.34,70.67,0.4,31-Aug-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-Aug-2020 - 00:00,10.19,5.82,0.71,37.94,13.76,0.51,31.87,17.6,7.78,0.21,5.94,0.0,0.01,0.03,78.38,2.28,156.3,188.66,0.2,01-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Sep-2020 - 00:00,10.83,6.16,0.63,37.15,13.85,0.57,39.96,28.81,11.97,0.31,5.98,0.03,0.01,0.02,74.43,1.98,190.0,210.79,,02-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Sep-2020 - 00:00,20.31,13.34,3.3,35.78,14.47,0.74,40.39,34.76,16.22,0.53,7.52,0.0,0.01,0.07,74.12,1.05,202.36,177.92,,03-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Sep-2020 - 00:00,27.03,15.35,3.52,33.73,13.74,1.0,34.63,66.16,38.66,1.13,8.26,0.58,0.01,0.38,78.95,1.86,110.75,108.39,0.2,04-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Sep-2020 - 00:00,21.74,11.49,1.11,34.64,13.84,1.13,32.08,57.09,32.17,1.22,3.08,1.14,,0.62,81.14,1.57,153.21,94.73,0.2,05-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Sep-2020 - 00:00,26.3,20.93,10.24,31.52,13.75,1.12,36.32,77.49,46.75,1.29,1.27,2.45,,1.43,77.35,0.96,198.76,292.12,0.2,06-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Sep-2020 - 00:00,54.62,24.75,7.22,48.47,25.36,1.1,38.69,62.52,36.05,1.12,8.8,0.18,,0.11,77.63,0.58,188.99,110.24,,07-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Sep-2020 - 00:00,25.15,13.39,4.62,32.16,7.55,1.68,47.58,105.42,66.69,0.84,7.11,0.09,0.01,0.04,79.81,1.84,212.96,196.85,0.2,08-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Sep-2020 - 00:00,37.37,22.18,4.81,25.69,5.06,1.08,21.9,52.92,33.06,1.05,7.96,0.03,0.01,0.16,79.7,1.55,202.77,196.94,,09-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Sep-2020 - 00:00,26.65,16.96,3.78,22.08,5.65,0.94,29.26,72.77,45.8,1.25,8.42,0.0,0.01,0.18,68.47,1.45,299.41,364.47,,10-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Sep-2020 - 00:00,37.96,22.48,3.33,21.21,8.79,1.32,31.21,91.12,57.48,2.27,9.91,0.07,0.01,0.15,61.65,1.59,211.05,306.77,,11-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Sep-2020 - 00:00,24.34,13.03,4.36,20.1,8.34,1.36,17.08,97.93,61.91,2.95,13.9,0.05,0.01,0.08,64.57,1.1,191.1,203.09,,12-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Sep-2020 - 00:00,22.02,13.83,11.97,9.01,9.4,1.29,29.0,91.38,57.21,2.99,11.67,0.12,,0.13,52.59,1.66,175.74,283.46,,13-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Sep-2020 - 00:00,22.05,13.57,11.99,9.02,8.41,1.52,25.1,111.16,71.36,2.85,16.36,0.2,,0.27,64.27,1.72,212.25,223.18,,14-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Sep-2020 - 00:00,21.98,14.0,12.01,8.94,7.82,1.3,26.01,98.68,62.44,1.8,10.45,0.4,,0.63,59.24,1.74,228.23,283.13,,15-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Sep-2020 - 00:00,56.34,31.76,10.06,15.81,7.66,1.67,21.87,100.79,63.95,3.07,10.8,0.33,0.01,0.37,64.76,1.33,212.76,232.3,,16-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Sep-2020 - 00:00,43.8,26.68,4.73,24.48,8.26,1.75,23.71,125.64,81.7,3.46,13.94,0.27,0.01,0.62,61.0,1.62,214.79,229.49,,17-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Sep-2020 - 00:00,37.36,22.55,4.89,25.45,7.55,1.5,13.85,90.24,58.04,2.51,9.9,0.15,0.01,0.26,59.67,1.84,233.89,199.92,,18-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Sep-2020 - 00:00,29.44,17.1,4.04,25.23,7.08,1.09,14.26,62.45,39.71,1.21,6.93,0.31,0.01,0.57,60.25,2.06,255.73,201.66,,19-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Sep-2020 - 00:00,29.01,20.24,6.35,21.85,7.48,0.99,22.48,76.16,49.5,1.39,10.35,0.13,0.01,0.4,57.2,1.71,237.53,225.2,,20-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Sep-2020 - 00:00,29.45,18.97,4.82,21.23,7.55,1.16,27.24,113.88,76.44,1.48,10.79,0.28,,0.4,61.63,2.11,181.2,183.98,,21-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Sep-2020 - 00:00,34.19,20.32,4.45,21.45,7.59,1.29,27.13,168.82,84.56,1.91,10.08,0.19,0.01,0.74,63.74,2.08,208.7,160.99,,22-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Sep-2020 - 00:00,34.16,25.49,7.64,19.54,7.72,1.33,12.95,125.98,59.48,1.75,9.13,0.21,0.01,0.32,65.45,2.59,161.83,227.83,0.35,23-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Sep-2020 - 00:00,26.72,22.24,12.68,24.5,7.41,0.85,16.73,85.49,34.59,1.21,10.39,0.09,0.01,0.26,66.75,2.08,112.01,181.23,,24-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Sep-2020 - 00:00,26.88,15.75,2.43,20.97,8.36,0.87,28.05,100.31,37.06,1.21,8.31,0.1,0.01,0.28,63.98,1.72,139.03,219.39,,25-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Sep-2020 - 00:00,36.92,22.26,6.72,19.32,8.79,1.36,29.06,175.97,59.57,2.19,10.32,0.35,0.01,0.34,60.07,1.88,206.8,209.31,,26-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Sep-2020 - 00:00,31.64,22.35,7.26,18.76,8.86,1.1,16.83,190.88,68.55,2.4,10.24,0.53,0.01,0.43,56.62,2.13,228.18,223.52,0.2,27-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Sep-2020 - 00:00,38.51,25.61,7.22,16.5,8.75,0.81,23.1,117.57,37.88,1.22,8.99,0.28,0.01,0.36,52.9,1.26,200.22,254.77,,28-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Sep-2020 - 00:00,40.18,24.69,4.61,17.02,10.95,1.09,26.32,217.78,68.09,2.36,9.67,0.1,0.01,0.26,50.87,1.62,201.34,189.63,,29-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Sep-2020 - 00:00,44.04,24.68,4.79,19.56,10.82,1.33,28.86,255.7,86.05,2.98,10.08,0.05,0.01,0.22,56.63,1.61,214.06,218.7,,30-Sep-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Sep-2020 - 00:00,51.57,31.91,8.83,17.37,10.94,1.13,34.36,225.36,67.48,2.25,9.61,0.06,0.01,0.12,44.97,2.45,206.56,252.03,,01-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Oct-2020 - 00:00,55.0,48.37,24.48,16.7,11.05,1.41,25.74,244.11,74.65,2.67,11.31,0.34,0.01,0.89,46.81,2.04,194.25,240.66,,02-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Oct-2020 - 00:00,52.18,34.65,9.11,18.62,11.77,1.62,28.78,245.88,78.22,3.21,11.92,0.27,,0.35,48.9,2.0,210.65,222.87,,03-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Oct-2020 - 00:00,45.64,31.65,10.39,19.31,13.18,1.67,39.94,237.32,97.04,3.64,10.41,0.22,,0.2,48.55,1.61,213.37,229.74,,04-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Oct-2020 - 00:00,45.6,25.88,4.58,17.79,15.88,2.34,58.87,226.09,79.01,1.95,6.94,0.17,0.01,0.37,36.53,1.74,261.0,315.3,,05-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Oct-2020 - 00:00,51.76,30.01,4.23,16.63,13.5,2.81,31.04,270.81,86.37,2.73,8.23,0.36,0.01,0.38,47.88,1.88,244.89,5.78,,06-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Oct-2020 - 00:00,59.0,41.35,13.34,17.91,16.86,4.65,31.42,284.25,98.45,3.06,11.04,0.1,0.01,0.21,42.4,1.76,202.45,0.0,,07-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Oct-2020 - 00:00,59.84,42.42,13.92,22.37,19.28,6.48,30.53,283.29,104.3,3.25,12.92,0.16,0.01,0.16,41.81,1.61,169.69,1.64,,08-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Oct-2020 - 00:00,59.02,37.29,10.68,43.44,15.4,1.3,27.9,269.42,94.53,3.29,12.56,0.14,0.01,0.14,46.22,1.87,174.15,159.23,,09-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Oct-2020 - 00:00,47.73,26.09,2.7,47.26,16.08,2.56,37.92,274.17,100.15,3.05,11.14,0.29,,0.16,51.16,1.5,195.56,224.12,,10-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Oct-2020 - 00:00,53.23,30.81,5.78,26.12,16.01,3.4,49.1,277.58,105.1,3.04,10.47,0.22,0.01,0.17,42.9,2.85,252.82,296.81,,11-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Oct-2020 - 00:00,59.03,34.54,6.63,23.84,14.91,3.93,28.76,277.57,95.1,3.64,10.15,0.4,,0.46,48.41,1.78,241.14,98.58,,12-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Oct-2020 - 00:00,56.52,36.25,8.38,25.21,17.07,3.3,41.64,285.21,108.77,3.44,10.22,0.28,,0.39,40.33,1.58,170.71,229.04,,13-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Oct-2020 - 00:00,59.43,37.77,9.73,24.42,19.91,1.53,48.1,313.48,134.4,4.5,14.15,0.17,,0.16,43.67,1.1,152.74,210.22,,14-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Oct-2020 - 00:00,60.7,41.67,12.83,17.29,14.38,1.68,41.29,280.35,131.61,4.34,16.28,0.22,,0.24,56.21,1.05,103.89,175.65,,15-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Oct-2020 - 00:00,73.29,48.14,19.4,12.75,15.41,1.69,49.23,293.15,127.06,4.21,16.51,0.91,8.0,0.03,27.65,1.48,88.67,214.94,,16-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Oct-2020 - 00:00,69.25,53.41,21.55,13.8,18.01,1.92,36.62,269.92,106.43,3.03,13.25,0.26,,0.29,34.48,1.23,154.32,188.87,,17-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Oct-2020 - 00:00,76.1,55.34,22.63,15.52,17.09,2.17,35.57,316.71,110.24,3.52,13.2,0.28,0.01,0.23,40.01,1.14,170.83,119.26,,18-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Oct-2020 - 00:00,69.76,45.61,12.06,14.73,17.24,2.15,36.44,332.93,132.99,3.7,11.82,0.25,0.01,0.43,36.14,1.22,223.36,178.16,,19-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Oct-2020 - 00:00,67.07,49.52,18.05,15.41,19.44,1.96,31.97,272.14,101.76,3.12,7.92,0.14,0.01,0.56,30.41,1.24,250.74,192.68,,20-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Oct-2020 - 00:00,71.77,47.16,13.62,17.36,19.51,1.76,25.22,275.44,91.29,3.48,11.67,0.23,,0.63,31.83,1.07,147.2,165.1,,21-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Oct-2020 - 00:00,94.66,69.86,32.05,19.47,31.23,2.05,31.29,418.41,138.77,6.52,19.27,0.02,0.01,0.28,27.93,0.76,131.95,153.78,,22-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Oct-2020 - 00:00,81.97,53.13,17.22,20.16,25.85,1.76,48.02,349.75,116.54,4.04,19.53,0.27,0.01,0.2,32.62,0.82,112.12,159.54,,23-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Oct-2020 - 00:00,102.74,88.12,42.95,20.52,32.06,2.25,40.27,520.78,211.32,6.54,22.93,0.29,0.02,0.58,35.88,0.68,164.01,160.43,,24-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Oct-2020 - 00:00,76.7,56.15,20.06,21.57,24.25,1.77,38.21,397.53,136.94,4.41,14.14,0.35,0.01,0.86,37.87,1.1,179.08,185.54,,25-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Oct-2020 - 00:00,69.72,44.59,11.47,25.49,29.27,1.86,38.99,432.85,197.53,5.11,12.75,0.1,,0.39,34.03,0.96,161.36,174.42,,26-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Oct-2020 - 00:00,63.38,40.53,9.24,23.42,20.19,1.44,37.52,335.7,135.19,3.56,9.57,0.15,,1.02,30.2,1.35,195.66,192.94,,27-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Oct-2020 - 00:00,81.7,52.91,16.53,24.3,12.23,1.8,26.39,369.12,146.52,3.99,8.77,0.2,0.02,0.9,39.82,1.15,199.43,142.05,,28-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Oct-2020 - 00:00,83.8,68.11,33.93,26.0,24.59,2.05,36.92,461.68,202.39,5.78,19.64,0.47,0.01,0.75,37.18,0.85,170.43,161.65,,29-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Oct-2020 - 00:00,92.97,63.54,21.5,25.94,24.94,1.93,36.38,509.06,253.87,6.18,26.44,0.16,0.01,2.8,36.4,0.85,166.88,128.83,,30-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Oct-2020 - 00:00,72.54,49.34,14.2,24.86,21.86,1.8,31.58,436.67,211.63,5.04,13.98,0.17,,0.63,39.14,1.43,192.23,173.04,,31-Oct-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-Oct-2020 - 00:00,67.91,40.66,9.17,27.66,20.71,1.78,28.51,409.76,190.85,3.84,8.25,0.39,0.01,0.67,41.92,1.5,259.24,96.49,,01-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Nov-2020 - 00:00,59.75,35.57,5.91,28.72,18.06,1.47,31.18,291.36,140.23,3.83,8.88,0.46,0.01,0.65,36.74,1.56,227.73,146.95,,02-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Nov-2020 - 00:00,67.31,43.11,14.15,24.48,19.57,1.44,31.25,266.82,123.77,4.05,11.4,1.04,0.01,1.44,28.88,1.3,188.7,167.6,,03-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Nov-2020 - 00:00,59.84,39.36,10.09,25.81,16.01,1.37,25.22,283.89,110.57,3.58,10.58,0.9,0.01,2.9,27.45,1.33,198.45,191.42,,04-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Nov-2020 - 00:00,73.61,42.94,5.61,25.88,22.09,2.31,36.23,472.39,250.48,5.73,11.87,0.76,,3.1,37.23,1.09,199.2,144.44,,05-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Nov-2020 - 00:00,68.27,48.81,17.59,30.76,24.83,1.81,37.48,484.66,258.05,5.38,12.75,0.42,0.01,1.11,34.49,1.13,172.61,148.62,,06-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Nov-2020 - 00:00,76.23,58.46,23.51,31.35,28.27,2.5,31.94,517.68,263.56,6.85,16.36,0.52,0.01,1.82,36.7,1.04,182.53,133.41,,07-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Nov-2020 - 00:00,83.71,51.98,10.23,26.91,23.48,2.32,31.68,614.91,324.89,6.64,15.55,0.51,0.01,5.28,41.92,1.13,187.78,134.15,,08-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Nov-2020 - 00:00,91.85,61.86,20.48,28.01,30.47,2.85,31.63,562.11,379.67,8.4,16.07,0.39,,4.45,52.07,0.89,150.5,113.2,,09-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Nov-2020 - 00:00,85.96,67.35,28.45,26.87,18.03,3.33,19.28,807.0,503.15,9.6,13.09,0.35,0.02,3.68,52.15,0.79,168.79,92.7,,10-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Nov-2020 - 00:00,86.28,82.51,48.57,31.87,16.95,3.0,31.83,504.97,416.26,11.9,22.2,0.2,,5.89,53.44,1.0,149.38,104.26,,11-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Nov-2020 - 00:00,79.89,98.06,69.74,27.01,21.01,2.07,32.41,505.98,183.76,8.66,16.64,0.17,,1.83,50.29,0.91,147.91,149.95,,12-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Nov-2020 - 00:00,73.96,68.86,33.85,27.57,14.73,1.77,39.7,401.21,144.8,6.46,13.05,0.33,0.01,1.97,51.09,0.64,154.05,161.25,,13-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Nov-2020 - 00:00,80.91,65.09,28.72,29.62,15.0,1.84,37.67,437.16,156.33,7.04,16.9,0.78,0.05,4.53,50.77,0.68,176.49,147.09,,14-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Nov-2020 - 00:00,51.13,30.66,4.92,35.78,15.63,1.81,56.8,489.87,215.54,8.43,10.64,0.7,0.01,2.69,51.88,1.13,155.16,126.24,,15-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Nov-2020 - 00:00,21.22,12.48,2.9,40.17,10.17,1.33,78.9,271.73,126.55,2.84,3.41,0.23,0.01,0.26,54.94,1.79,152.52,102.8,,16-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Nov-2020 - 00:00,34.24,31.11,16.14,33.57,4.46,1.46,21.45,179.7,86.07,2.6,6.16,0.46,0.01,0.72,90.83,1.26,132.8,55.56,,17-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Nov-2020 - 00:00,40.09,32.68,14.64,32.67,4.25,1.08,23.94,176.24,73.35,1.9,4.35,0.43,0.01,0.72,73.48,1.38,142.71,156.37,,18-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Nov-2020 - 00:00,67.86,58.18,28.42,26.09,4.77,1.39,17.46,256.23,96.71,3.33,6.78,1.09,0.02,1.78,64.65,0.64,185.1,161.8,,19-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Nov-2020 - 00:00,78.01,67.41,35.52,23.86,10.03,1.37,37.35,292.66,109.16,3.91,9.39,1.61,0.01,3.31,51.13,0.79,140.93,176.35,,20-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Nov-2020 - 00:00,69.18,60.29,30.1,33.47,7.56,1.28,37.12,291.56,114.93,3.23,9.07,1.59,0.01,2.52,53.05,1.71,280.75,165.33,,21-Nov-2020 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
