from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
14-Apr-2020 - 00:00,,70.29,19.89,54.68,62.89,11.21,1.96,0.31,7.06,0.43,1.23,1.53,31.42,72.21,999.39,0.44,0.91,227.18,15-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-Apr-2020 - 00:00,,55.08,19.71,49.48,59.67,10.85,1.81,0.33,7.0,0.5,1.35,1.84,31.18,72.41,,,0.78,224.84,16-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-Apr-2020 - 00:00,,47.38,10.79,53.16,60.45,10.51,1.78,0.25,6.77,0.36,0.91,1.28,31.02,74.38,,,1.19,206.01,17-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Apr-2020 - 00:00,,39.14,9.83,59.43,62.48,10.28,2.01,0.22,6.82,0.39,1.08,1.38,30.87,75.5,999.52,,0.85,220.0,18-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Apr-2020 - 00:00,,16.11,14.16,49.47,56.69,10.17,1.81,0.19,7.02,0.37,1.19,1.58,31.22,72.82,999.94,,0.86,239.0,19-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Apr-2020 - 00:00,,57.07,14.09,46.64,56.81,9.68,1.62,0.21,7.19,0.32,0.99,1.19,32.0,70.04,998.99,,1.17,230.9,20-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Apr-2020 - 00:00,,71.9,14.8,45.9,56.7,11.32,1.9,0.35,6.98,0.36,0.75,1.21,33.18,56.29,999.18,,0.88,267.96,21-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Apr-2020 - 00:00,,45.04,10.3,56.61,60.03,11.64,2.17,0.3,7.01,0.41,1.27,1.47,31.5,64.97,,,0.66,248.7,22-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Apr-2020 - 00:00,,42.73,10.35,57.01,59.69,10.71,2.01,0.2,6.88,0.34,1.11,1.45,30.94,73.72,999.52,0.13,0.77,239.8,23-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Apr-2020 - 00:00,,43.31,11.41,51.63,56.1,9.82,1.88,0.18,7.02,0.37,1.33,1.49,31.45,72.29,999.38,,0.78,255.5,24-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Apr-2020 - 00:00,,39.13,9.52,55.3,57.67,9.79,2.15,0.21,6.83,0.31,1.2,1.51,31.49,72.38,999.32,,0.76,237.85,25-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Apr-2020 - 00:00,,27.16,15.04,48.29,53.9,9.31,1.65,0.16,6.81,0.3,1.53,1.71,31.19,69.13,,0.21,0.81,254.96,26-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Apr-2020 - 00:00,,33.18,13.84,48.07,54.16,9.94,1.67,0.2,6.82,0.29,1.26,1.39,30.44,71.25,,,0.8,236.0,27-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Apr-2020 - 00:00,,39.24,11.26,51.65,54.62,9.67,1.51,0.17,6.74,0.27,1.35,0.87,30.67,70.79,,,0.76,259.9,28-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Apr-2020 - 00:00,,43.73,15.71,41.86,51.04,9.38,1.55,0.19,6.73,0.23,1.2,0.81,31.32,72.51,998.89,,0.86,261.48,29-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Apr-2020 - 00:00,,42.38,10.86,47.47,53.5,9.22,1.62,0.23,6.75,0.25,1.12,1.1,31.82,72.6,999.07,,0.82,250.42,30-Apr-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-Apr-2020 - 00:00,,19.81,7.35,54.16,57.6,8.97,1.7,0.19,6.81,0.3,1.24,1.07,31.56,73.36,,,0.88,244.31,01-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-May-2020 - 00:00,,14.53,13.05,50.08,54.58,9.0,1.76,0.17,6.84,0.25,0.55,1.1,31.39,72.88,999.91,,0.73,275.25,02-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-May-2020 - 00:00,,13.53,13.15,48.97,53.36,8.78,1.71,0.16,6.62,0.24,1.03,0.81,31.09,74.61,999.47,,0.78,249.94,03-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-May-2020 - 00:00,,17.46,10.74,43.66,49.57,8.83,1.49,0.16,6.65,0.21,1.17,0.8,31.25,74.45,999.43,,0.78,256.35,04-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-May-2020 - 00:00,11.71,18.53,10.92,50.08,55.97,11.29,1.89,0.19,6.65,0.24,1.21,1.39,31.16,74.1,,,0.75,254.63,05-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-May-2020 - 00:00,9.94,27.53,12.81,50.29,63.11,11.56,2.11,0.19,6.45,0.26,1.37,1.62,31.38,74.37,998.98,,0.81,267.73,06-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-May-2020 - 00:00,8.87,42.58,10.81,55.25,66.07,11.6,2.4,0.2,6.47,0.21,1.12,1.01,31.83,74.7,999.01,,0.72,267.76,07-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-May-2020 - 00:00,7.05,36.96,6.84,61.73,68.56,9.4,2.39,0.25,6.87,0.28,0.77,1.07,29.98,79.26,999.51,,0.54,201.41,08-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-May-2020 - 00:00,4.61,38.3,,,,,2.6,,,,,,,,,,,,09-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-May-2020 - 00:00,5.73,35.66,,,,,1.31,,,,,,,,,,,,10-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-May-2020 - 00:00,6.26,40.73,,,,,0.3,,,,,,,,,,,,11-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-May-2020 - 00:00,10.02,46.78,,,,,0.76,,,,,,,,,,,,12-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-May-2020 - 00:00,6.95,43.48,,,,,0.08,,,,,,,,,,,,13-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-May-2020 - 00:00,10.41,26.06,25.42,13.2,38.62,3.58,0.08,0.12,6.7,0.1,0.34,0.5,30.33,78.68,998.6,,0.61,264.38,14-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-May-2020 - 00:00,9.62,26.13,23.17,19.73,42.91,3.85,0.08,0.13,6.63,0.14,0.29,0.77,31.8,72.73,998.33,,0.85,257.1,15-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-May-2020 - 00:00,7.57,50.48,25.41,16.89,42.3,3.53,0.07,0.15,6.62,0.1,0.15,0.55,31.86,70.61,998.42,,0.92,274.18,16-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-May-2020 - 00:00,21.69,114.57,23.14,23.29,46.43,5.66,1.13,0.13,6.38,0.1,0.51,0.49,31.77,73.56,998.17,,0.85,263.19,17-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-May-2020 - 00:00,12.25,113.43,21.22,31.7,52.92,7.23,1.56,0.13,6.38,0.09,0.01,0.85,31.68,71.89,998.01,,0.85,275.41,18-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-May-2020 - 00:00,13.88,80.45,25.28,21.81,47.09,6.5,1.15,0.1,6.48,0.06,0.23,0.55,31.31,71.91,997.39,,0.96,292.7,19-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-May-2020 - 00:00,7.24,53.6,19.08,34.46,53.54,7.41,1.67,0.1,6.33,0.1,0.65,0.52,31.18,70.75,997.2,,0.8,283.48,20-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-May-2020 - 00:00,20.14,36.17,18.98,33.76,52.74,5.91,1.5,0.12,6.89,0.17,0.33,0.81,31.21,70.84,997.2,,0.73,271.27,21-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-May-2020 - 00:00,28.45,,21.2,28.2,49.4,5.47,0.94,0.13,6.61,0.21,0.83,0.88,31.53,70.81,998.39,,0.75,258.6,22-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-May-2020 - 00:00,25.67,43.66,22.54,25.23,47.77,5.68,0.86,0.14,6.52,0.2,0.07,1.38,31.71,71.71,998.95,0.08,0.74,270.28,23-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-May-2020 - 00:00,9.45,29.65,16.64,42.27,58.9,8.2,2.08,0.19,6.43,0.15,0.83,0.72,31.57,73.15,998.76,,0.84,257.61,24-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-May-2020 - 00:00,8.32,24.78,15.65,42.15,57.8,7.75,2.09,0.15,6.25,0.09,0.01,0.86,31.76,74.82,999.13,,0.83,281.92,25-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-May-2020 - 00:00,5.79,61.67,17.04,40.43,57.47,7.89,2.16,0.15,6.23,0.11,0.33,0.84,31.88,75.51,999.47,,0.88,287.67,26-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-May-2020 - 00:00,5.38,46.44,11.61,52.86,64.47,8.16,2.58,0.17,6.41,0.13,0.52,0.76,31.83,75.03,999.5,,0.77,277.03,27-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-May-2020 - 00:00,6.07,23.17,10.0,58.51,68.51,8.76,2.94,0.17,6.22,0.11,0.1,1.01,31.69,72.98,999.15,,0.78,266.32,28-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-May-2020 - 00:00,6.55,27.51,9.54,59.6,69.12,9.07,3.09,0.16,6.35,0.12,0.18,1.06,31.97,71.47,998.74,,0.86,260.46,29-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-May-2020 - 00:00,16.01,27.6,6.37,69.05,74.76,10.21,3.59,0.17,6.25,0.12,0.07,1.09,31.51,75.51,998.72,,0.7,256.29,30-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-May-2020 - 00:00,12.09,32.12,9.15,58.05,67.2,9.45,3.45,0.16,6.13,0.13,0.11,1.23,32.4,72.35,998.92,,0.89,284.61,31-May-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
31-May-2020 - 00:00,5.05,10.15,13.28,45.73,59.0,9.06,3.12,0.13,6.19,0.07,0.23,0.58,32.92,68.73,998.53,,1.02,281.87,01-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Jun-2020 - 00:00,22.6,30.17,5.7,66.23,71.93,7.99,2.75,0.17,6.98,0.15,0.0,1.25,30.36,79.04,999.95,,0.85,180.49,02-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Jun-2020 - 00:00,20.88,52.68,33.45,18.78,52.23,5.82,1.58,0.35,6.88,0.15,0.0,0.89,28.86,80.72,995.98,,0.99,253.47,03-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Jun-2020 - 00:00,8.63,22.14,29.29,12.47,41.76,4.07,2.66,0.15,7.17,0.04,0.02,0.35,25.81,94.46,989.76,,1.92,283.88,04-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Jun-2020 - 00:00,25.76,,18.27,41.58,59.85,6.48,20.3,0.22,6.38,0.12,0.01,0.73,25.87,91.68,997.29,,1.04,179.67,05-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Jun-2020 - 00:00,20.9,43.55,20.18,45.52,65.69,8.31,29.49,0.27,6.43,0.11,0.01,0.56,27.77,79.75,998.23,,1.81,147.1,06-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Jun-2020 - 00:00,16.89,43.25,15.08,53.66,68.74,7.14,35.8,0.11,6.37,0.07,0.03,0.43,28.85,83.33,997.75,,1.82,162.14,07-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Jun-2020 - 00:00,23.86,,15.11,63.95,74.98,8.02,36.56,0.1,6.38,0.09,0.0,0.49,30.19,74.06,997.67,,1.64,164.04,08-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Jun-2020 - 00:00,23.36,,21.02,42.62,63.64,8.53,36.4,0.13,6.74,0.08,0.01,0.51,27.91,78.72,998.47,,1.42,173.92,09-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Jun-2020 - 00:00,16.11,,14.02,54.65,68.64,9.19,39.3,0.12,6.35,0.13,0.0,0.7,29.52,78.42,998.19,,1.32,191.8,10-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Jun-2020 - 00:00,15.21,,9.89,63.4,71.79,9.45,41.37,0.16,6.51,0.12,0.03,0.87,30.39,78.76,997.31,,1.03,221.24,11-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Jun-2020 - 00:00,10.5,,9.83,61.52,71.32,9.42,42.79,0.12,6.35,0.12,0.14,1.11,29.64,80.71,995.09,,1.21,183.59,12-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-Jun-2020 - 00:00,17.37,26.63,21.08,70.32,81.71,11.54,47.06,0.24,11.1,0.06,0.0,0.34,29.28,82.37,992.91,,1.14,176.12,13-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-Jun-2020 - 00:00,13.34,22.11,25.09,75.97,101.06,28.86,37.87,0.35,3.76,0.09,0.0,0.42,28.96,83.89,992.86,,1.12,193.15,14-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-Jun-2020 - 00:00,6.06,13.14,26.38,50.12,76.5,26.91,10.23,0.32,3.34,0.12,0.07,0.79,29.58,82.51,994.36,,1.13,177.1,15-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-Jun-2020 - 00:00,11.12,27.82,32.07,37.99,70.06,23.88,11.82,0.38,3.64,0.21,0.74,2.13,29.13,85.78,994.09,,1.03,180.1,16-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-Jun-2020 - 00:00,7.54,12.41,29.03,39.42,68.45,19.05,10.44,0.41,3.78,0.39,2.4,4.85,29.08,84.94,993.31,,1.19,178.84,17-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Jun-2020 - 00:00,8.46,16.36,31.52,38.05,69.57,17.18,10.28,0.31,3.47,0.32,1.66,3.2,28.9,82.73,993.55,,2.33,141.59,18-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Jun-2020 - 00:00,7.01,18.13,28.03,46.07,74.11,14.5,9.87,0.35,3.44,0.26,1.09,1.58,27.08,92.02,995.46,,1.54,151.31,19-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Jun-2020 - 00:00,12.42,43.64,25.77,42.33,68.1,12.54,9.89,0.34,3.42,0.37,2.17,2.99,29.29,85.6,997.28,,1.25,171.84,20-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Jun-2020 - 00:00,6.94,29.37,25.09,35.47,60.56,12.24,9.96,0.25,3.23,0.22,2.38,3.51,29.5,83.46,997.92,,1.12,172.81,21-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Jun-2020 - 00:00,6.04,27.63,26.8,32.57,59.37,10.46,9.75,0.22,3.35,0.17,1.26,1.45,,,,,,,22-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Jun-2020 - 00:00,7.92,30.23,26.38,37.78,64.16,10.09,10.85,0.31,3.33,0.35,2.76,4.12,,,,,,,23-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Jun-2020 - 00:00,7.12,24.0,30.12,38.39,68.51,10.37,9.55,0.27,3.34,0.13,1.54,2.99,,,,,,,24-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Jun-2020 - 00:00,8.0,,31.04,31.98,63.02,11.27,8.94,0.31,3.57,0.37,1.4,4.01,,,,,,,25-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Jun-2020 - 00:00,13.46,,26.94,40.1,67.05,11.63,10.72,0.31,3.57,0.28,2.19,4.1,,,,,,,26-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Jun-2020 - 00:00,15.55,,25.28,41.53,66.81,11.32,11.88,0.36,3.47,0.43,2.54,5.51,,,,,,,27-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Jun-2020 - 00:00,12.67,,25.98,42.9,68.88,10.54,12.21,0.38,3.58,0.48,2.45,5.86,,,,,,,28-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Jun-2020 - 00:00,8.91,,24.88,45.46,70.34,10.81,12.64,0.3,3.53,0.36,2.7,5.0,,,,,,,29-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Jun-2020 - 00:00,6.71,,26.09,40.62,66.71,10.79,12.93,0.29,3.67,0.26,2.34,4.1,,,,,,,30-Jun-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
30-Jun-2020 - 00:00,6.08,13.6,19.44,34.35,53.79,11.27,15.06,0.26,3.46,0.23,1.66,3.68,29.86,79.7,999.55,,2.02,160.01,01-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
01-Jul-2020 - 00:00,6.04,12.0,6.13,55.13,61.23,8.61,15.91,0.24,3.47,0.1,0.99,3.67,28.71,84.27,,,1.98,154.91,02-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
02-Jul-2020 - 00:00,6.04,18.45,5.23,51.88,57.02,8.66,16.05,0.23,3.3,0.11,1.08,2.98,28.65,84.18,,,1.48,168.17,03-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
03-Jul-2020 - 00:00,6.17,12.0,3.18,64.07,66.85,9.75,16.22,0.26,3.27,0.14,1.08,1.9,26.29,96.37,999.9,,1.18,202.86,04-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
04-Jul-2020 - 00:00,7.31,12.0,4.91,57.37,62.28,9.91,16.81,0.28,3.22,0.11,1.3,2.45,25.68,98.97,999.26,,1.29,227.01,05-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
05-Jul-2020 - 00:00,10.34,24.52,7.68,29.96,37.63,8.85,15.81,0.18,3.13,0.03,1.26,2.63,26.45,95.61,999.19,,1.34,236.82,06-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
06-Jul-2020 - 00:00,12.53,24.43,12.44,14.47,26.91,6.41,13.47,0.11,3.23,0.01,0.58,1.96,28.56,86.65,998.05,,1.89,193.14,07-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
07-Jul-2020 - 00:00,7.31,12.0,11.33,33.3,44.63,7.88,11.81,0.19,3.49,0.03,0.91,2.18,27.32,93.75,998.9,,1.24,200.18,08-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
08-Jul-2020 - 00:00,6.38,,6.1,41.21,47.31,8.99,13.04,0.21,3.25,0.06,1.29,2.48,28.37,89.94,,,0.98,221.36,09-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
09-Jul-2020 - 00:00,6.29,,5.5,41.83,47.29,9.15,14.11,0.19,3.39,0.07,0.99,2.13,28.79,87.13,,,1.17,195.67,10-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
10-Jul-2020 - 00:00,6.21,,6.65,32.62,39.1,8.44,14.46,0.16,3.16,0.09,0.89,1.51,29.45,84.19,,,1.32,203.2,11-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
11-Jul-2020 - 00:00,6.46,,5.66,40.5,45.52,8.8,14.33,0.16,3.39,0.11,1.97,3.56,29.01,86.13,,,1.13,205.09,12-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
12-Jul-2020 - 00:00,6.25,,3.19,59.77,62.3,9.75,13.36,0.27,3.4,0.21,0.9,1.27,25.95,94.74,,,1.05,174.54,13-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
13-Jul-2020 - 00:00,11.1,,3.36,71.3,74.1,10.54,15.42,0.38,3.19,0.35,1.66,2.67,26.5,94.77,,,0.98,192.43,14-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
14-Jul-2020 - 00:00,12.32,,2.43,71.67,72.97,10.92,15.65,0.41,3.3,0.32,2.1,3.91,26.0,95.79,,,0.94,195.52,15-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
15-Jul-2020 - 00:00,6.96,,2.4,63.04,64.97,11.42,16.05,0.34,3.44,0.22,1.88,3.32,25.62,98.23,999.66,,0.91,224.67,16-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
16-Jul-2020 - 00:00,6.67,,4.09,62.62,65.92,11.2,16.34,0.32,3.23,0.18,1.88,3.74,25.17,99.41,998.48,,1.2,188.23,17-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
17-Jul-2020 - 00:00,8.46,,7.77,51.43,59.19,9.87,16.19,0.26,3.19,0.11,1.06,2.37,25.89,96.22,998.08,0.01,2.01,148.45,18-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
18-Jul-2020 - 00:00,7.92,,6.03,55.16,60.79,10.01,16.75,0.23,3.27,0.1,1.26,3.13,27.86,89.2,999.77,0.35,1.49,167.65,19-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
19-Jul-2020 - 00:00,6.12,,2.71,59.73,61.51,10.5,18.39,0.26,3.4,0.22,1.91,3.3,29.17,85.98,,0.31,0.78,253.16,20-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
20-Jul-2020 - 00:00,6.79,,2.48,59.45,61.16,10.75,20.58,0.26,3.5,0.18,2.35,3.28,29.56,82.69,,0.07,0.81,266.3,21-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
21-Jul-2020 - 00:00,8.05,56.24,4.74,56.16,60.19,10.56,20.99,0.26,3.58,0.27,1.89,3.15,29.92,80.05,,,1.1,202.95,22-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
22-Jul-2020 - 00:00,13.62,55.79,2.99,59.58,61.71,9.06,20.52,0.3,3.83,0.31,2.26,3.33,29.89,79.79,,,0.93,210.37,23-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
23-Jul-2020 - 00:00,9.0,47.52,4.64,55.23,57.4,9.67,19.3,0.3,3.53,0.21,2.53,3.93,28.63,86.4,,,0.8,231.94,24-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
24-Jul-2020 - 00:00,17.63,60.15,5.51,64.31,69.5,9.18,20.5,0.5,3.69,0.3,1.1,1.15,28.15,86.5,,,0.59,201.44,25-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
25-Jul-2020 - 00:00,13.24,53.61,5.78,59.58,64.43,8.62,19.14,0.42,3.46,0.3,1.94,2.34,28.57,82.43,,,1.23,176.62,26-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
26-Jul-2020 - 00:00,11.83,33.74,5.88,55.15,59.97,7.9,17.91,0.31,3.53,0.17,2.36,3.7,27.9,87.4,,,1.65,165.25,27-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
27-Jul-2020 - 00:00,10.0,31.44,2.75,57.38,59.95,8.08,16.64,0.32,3.43,0.09,1.22,2.07,26.4,94.73,,,0.87,230.84,28-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
28-Jul-2020 - 00:00,19.17,39.09,1.96,78.8,79.27,8.29,17.76,0.53,3.32,0.22,1.43,1.99,25.95,95.5,,,0.93,156.12,29-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
29-Jul-2020 - 00:00,22.96,53.1,3.61,76.55,78.42,8.27,20.14,0.63,3.59,0.34,3.21,4.5,27.49,90.25,,0.17,0.69,198.07,30-Jul-2020 - 00:00,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB"
