from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,VWS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
02-Aug-2020 - 00:00,26.46,710.12,21.06,,0.05,80.09,31.61,28.65,259.58,0.61,-2.72,0.68,11.73,0.77,0.15,8.54,2.5,25.7,15.57,18.57,3.22,03-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Aug-2020 - 00:00,25.89,710.22,9.8,,0.0,75.47,23.69,28.61,275.71,0.98,-2.88,0.2,0.91,0.19,0.2,7.13,2.56,25.45,15.54,19.12,3.72,04-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Aug-2020 - 00:00,25.86,710.93,11.06,14.27,0.0,75.86,21.74,29.6,269.42,1.25,-2.86,0.21,0.86,0.2,0.23,8.06,2.54,22.13,13.75,16.41,4.25,05-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Aug-2020 - 00:00,25.21,710.99,6.85,12.61,0.09,81.59,18.22,29.83,276.67,1.08,-2.92,0.23,0.8,0.2,0.21,7.16,2.53,27.19,16.39,13.58,6.3,06-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Aug-2020 - 00:00,25.89,711.0,18.43,24.88,0.0,80.0,27.84,29.95,278.58,0.88,-2.72,0.5,7.31,0.3,0.23,8.0,2.55,29.96,17.88,13.59,5.94,07-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Aug-2020 - 00:00,26.41,711.0,18.85,28.39,0.0,76.81,25.65,29.93,286.82,0.7,-2.79,0.37,3.42,0.39,0.22,7.77,2.52,29.45,17.58,13.5,6.15,08-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Aug-2020 - 00:00,26.58,711.0,17.94,36.84,0.0,73.67,27.54,29.83,266.98,0.83,-2.86,0.35,1.34,0.5,0.22,7.61,2.49,30.14,18.05,13.45,5.14,09-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Aug-2020 - 00:00,25.18,711.0,22.46,42.31,0.24,80.73,18.01,29.62,244.43,0.69,-2.54,0.46,2.43,0.48,0.31,7.38,2.64,33.64,20.04,13.71,5.32,10-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Aug-2020 - 00:00,24.19,711.0,22.79,36.92,0.06,88.73,14.11,30.08,287.27,0.59,-2.21,0.33,1.48,0.51,0.19,7.82,2.51,26.11,15.94,13.6,5.98,11-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Aug-2020 - 00:00,25.69,711.0,14.02,28.07,0.0,79.05,26.28,29.48,270.64,0.8,-2.74,0.37,1.75,0.46,0.14,7.31,2.59,28.37,17.19,13.54,5.18,12-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Aug-2020 - 00:00,25.36,711.19,16.1,34.03,0.02,80.07,16.35,29.47,285.22,0.93,-2.75,0.3,1.26,0.48,0.28,7.5,2.53,31.11,18.6,13.49,4.53,13-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Aug-2020 - 00:00,23.36,711.0,17.16,29.08,0.8,92.2,9.82,29.52,296.59,0.78,-3.58,0.3,1.23,0.48,0.15,7.85,2.43,31.44,18.69,13.36,4.51,14-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Aug-2020 - 00:00,23.56,713.92,18.77,30.94,0.1,88.96,13.86,29.45,293.98,0.87,-3.61,0.29,1.18,0.38,0.18,7.84,2.59,32.0,19.12,13.45,4.2,15-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Aug-2020 - 00:00,23.09,711.0,14.07,,1.35,93.51,10.59,28.89,295.92,0.85,-3.87,0.3,1.01,0.32,0.36,7.77,2.42,31.82,18.89,13.55,4.54,16-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Aug-2020 - 00:00,23.28,711.0,9.23,,0.53,93.22,11.77,28.89,294.56,0.86,-4.29,0.24,1.51,0.27,0.27,8.13,2.54,32.19,19.19,13.55,3.74,17-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Aug-2020 - 00:00,24.32,711.0,11.62,22.43,0.25,87.92,18.57,29.78,295.45,0.63,-3.04,0.32,1.14,0.72,0.21,13.39,2.43,30.6,18.26,13.72,4.71,18-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Aug-2020 - 00:00,25.56,721.39,13.22,28.53,0.75,80.73,27.94,30.26,279.15,0.72,-2.77,0.3,1.26,0.8,0.22,13.04,2.47,31.65,18.83,13.54,4.47,19-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Aug-2020 - 00:00,23.98,718.69,14.18,22.88,0.81,91.62,18.18,30.39,282.93,0.43,-3.06,0.41,1.65,0.47,0.33,10.39,2.65,32.84,19.62,13.38,3.4,20-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Aug-2020 - 00:00,23.76,711.02,12.45,21.17,0.44,92.48,13.07,30.28,297.88,0.69,-3.66,0.3,1.31,0.51,0.23,9.43,2.49,32.78,19.46,13.67,4.27,21-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Aug-2020 - 00:00,24.86,711.02,10.1,18.73,0.04,84.77,22.97,30.22,294.41,0.85,-2.57,0.27,0.81,0.25,0.17,8.67,2.51,31.22,18.65,13.39,4.69,22-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Aug-2020 - 00:00,25.73,711.0,17.08,31.97,0.0,80.81,30.8,30.19,296.55,0.64,-2.61,0.41,3.88,0.37,0.23,8.31,2.45,32.06,19.04,13.44,4.19,23-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Aug-2020 - 00:00,26.08,711.0,13.32,23.71,0.04,79.19,32.04,30.24,291.51,0.55,-2.65,0.3,3.06,0.27,0.18,7.86,2.39,31.89,18.91,13.58,3.98,24-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Aug-2020 - 00:00,26.1,711.0,13.74,30.3,0.0,79.06,31.83,30.49,297.68,0.46,-2.88,0.33,2.98,0.28,0.25,8.12,2.52,32.48,19.32,13.37,4.23,25-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Aug-2020 - 00:00,26.35,711.0,18.15,40.35,0.0,77.14,31.8,30.48,235.14,0.41,-2.76,0.62,5.91,0.69,0.23,8.42,2.44,33.98,20.06,13.45,4.11,26-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Aug-2020 - 00:00,26.09,711.0,23.16,57.81,0.0,78.03,23.7,30.58,249.93,0.36,-2.73,0.67,7.23,0.84,0.22,8.91,2.45,35.66,20.96,13.44,4.69,27-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Aug-2020 - 00:00,24.77,711.0,20.72,39.03,0.0,85.58,17.79,30.52,257.52,0.39,-2.45,0.52,4.4,0.58,0.24,8.82,2.59,35.69,21.08,13.53,3.77,28-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Aug-2020 - 00:00,25.56,711.0,15.45,31.49,0.0,80.22,29.59,30.5,292.17,0.51,-2.65,0.36,2.16,0.44,0.22,8.62,2.49,32.31,19.21,13.53,4.72,29-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Aug-2020 - 00:00,26.11,711.0,15.72,31.0,0.0,78.34,33.18,30.04,292.02,0.52,-2.84,0.32,1.21,0.33,0.27,8.03,2.4,32.07,19.01,13.3,4.75,30-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Aug-2020 - 00:00,26.65,711.0,16.76,33.22,0.0,75.5,33.62,30.12,295.45,0.41,-2.82,0.31,2.19,0.19,0.18,8.72,2.45,32.69,19.38,13.46,3.19,31-Aug-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-Aug-2020 - 00:00,26.97,711.0,17.96,44.08,0.0,73.21,33.94,30.0,279.28,0.37,-2.85,0.42,2.22,0.36,0.27,8.4,2.45,33.68,19.9,13.52,4.37,01-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Sep-2020 - 00:00,27.02,711.0,27.5,66.25,0.0,74.27,28.84,30.27,167.89,0.34,-2.82,0.84,5.65,0.85,0.12,9.38,2.54,35.64,21.01,13.69,4.38,02-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Sep-2020 - 00:00,27.0,711.0,34.81,86.79,0.0,74.64,27.04,30.26,126.7,0.47,-2.75,1.2,8.01,1.05,0.25,9.59,2.55,39.23,22.94,13.56,4.14,03-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Sep-2020 - 00:00,27.08,711.0,33.42,74.8,0.0,74.11,29.81,30.29,199.23,0.54,-2.69,0.99,5.02,1.0,0.18,8.95,2.56,41.27,24.03,13.4,3.74,04-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Sep-2020 - 00:00,27.31,711.0,25.8,68.31,0.0,71.17,32.42,30.24,175.2,0.57,-2.89,0.81,3.93,0.71,0.27,8.19,2.34,40.0,23.19,13.59,4.41,05-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Sep-2020 - 00:00,27.69,711.0,21.91,62.05,0.0,69.16,31.98,30.26,188.51,0.52,-2.93,0.81,4.14,0.9,0.22,7.81,2.47,38.95,22.72,13.5,3.76,06-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Sep-2020 - 00:00,28.12,711.0,26.0,63.26,0.0,69.21,32.8,30.27,183.74,0.5,-2.92,0.71,3.64,0.79,0.25,7.81,2.56,41.52,24.16,13.38,4.12,07-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Sep-2020 - 00:00,27.89,711.0,24.84,63.34,0.0,70.05,26.21,30.27,178.06,0.44,-2.93,0.51,2.09,0.31,0.22,7.56,2.58,41.15,23.99,13.46,3.86,08-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Sep-2020 - 00:00,27.59,711.0,28.5,64.04,0.0,70.76,32.14,30.23,222.3,0.43,-2.88,0.55,3.1,0.38,0.23,7.82,2.54,41.39,24.09,13.62,4.25,09-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Sep-2020 - 00:00,26.76,711.01,32.67,68.84,0.0,76.04,25.22,30.36,211.89,0.37,-2.75,0.9,8.77,0.87,0.21,8.05,2.57,41.46,24.15,13.59,3.99,10-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Sep-2020 - 00:00,25.57,711.0,27.92,48.16,0.0,84.3,23.15,30.5,278.8,0.38,-2.83,0.82,9.04,0.66,0.24,8.25,2.62,38.53,22.61,13.29,4.1,11-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Sep-2020 - 00:00,25.3,711.0,31.94,61.78,0.0,86.53,17.29,30.46,256.39,0.35,-2.44,0.84,5.96,0.56,0.23,8.87,2.57,39.46,23.08,13.46,4.31,12-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Sep-2020 - 00:00,25.94,711.0,16.91,26.86,0.0,82.25,27.33,30.48,248.57,0.35,-2.64,0.33,4.3,0.16,0.24,8.02,2.51,36.18,21.29,13.39,4.33,13-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Sep-2020 - 00:00,24.58,711.0,13.1,21.26,0.0,87.49,17.68,30.46,274.11,0.41,-3.33,0.22,1.17,0.16,0.22,7.62,2.5,36.74,21.57,13.32,3.84,14-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Sep-2020 - 00:00,24.32,711.0,17.83,30.5,0.0,88.92,12.2,30.4,255.43,0.42,-2.72,0.17,0.86,0.1,0.2,7.38,2.54,37.44,21.97,13.47,4.11,15-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Sep-2020 - 00:00,25.5,711.0,15.32,24.17,0.0,84.89,22.98,30.54,254.07,0.33,-3.53,0.19,0.97,0.16,0.18,6.89,2.71,37.34,21.97,13.54,5.83,16-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Sep-2020 - 00:00,25.41,711.01,15.56,27.96,0.0,84.54,23.46,30.61,240.8,0.35,-3.38,0.28,1.31,0.17,0.23,7.02,2.6,39.46,23.0,13.49,5.45,17-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Sep-2020 - 00:00,25.15,711.04,17.44,23.82,0.0,88.12,21.38,30.74,285.93,0.33,-3.87,0.23,0.87,0.15,0.24,6.78,2.6,35.52,21.0,13.61,4.3,18-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Sep-2020 - 00:00,25.53,711.05,23.03,36.8,0.0,87.09,25.3,30.51,275.5,0.33,-3.09,0.2,1.46,0.1,0.22,6.74,2.54,37.58,22.05,13.59,3.53,19-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Sep-2020 - 00:00,24.96,711.27,28.33,42.08,0.0,91.0,15.92,30.54,260.93,0.34,-2.69,0.23,1.5,0.09,0.24,7.11,2.51,38.16,22.35,13.49,4.3,20-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Sep-2020 - 00:00,25.21,711.49,30.68,46.33,0.0,86.57,24.1,30.53,217.86,0.41,-2.16,0.25,1.3,0.16,0.21,7.65,2.52,40.5,23.59,13.52,4.59,21-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Sep-2020 - 00:00,25.41,711.64,11.11,17.07,0.0,83.31,25.43,30.57,290.82,0.65,-2.91,0.01,0.31,0.0,0.24,6.63,2.54,36.54,21.5,13.46,4.39,22-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Sep-2020 - 00:00,25.88,711.29,13.13,21.14,0.0,80.27,28.0,30.52,293.09,0.54,-2.82,0.09,0.84,0.01,0.24,6.37,2.62,35.27,20.89,13.58,4.31,23-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Sep-2020 - 00:00,25.52,711.02,16.2,32.51,0.0,79.97,21.68,30.54,288.0,0.68,-2.84,0.12,2.55,0.07,0.19,6.46,2.56,36.05,21.25,13.4,4.53,24-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Sep-2020 - 00:00,25.88,711.01,11.89,31.56,0.0,78.86,30.88,30.55,295.41,0.5,-2.84,0.18,2.1,0.04,0.19,6.29,2.5,34.95,20.63,13.43,4.12,25-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Sep-2020 - 00:00,25.82,711.16,17.07,29.36,0.0,83.09,22.01,30.63,267.83,0.4,-2.57,0.31,1.66,0.21,0.23,6.87,2.52,36.71,21.57,13.59,4.26,26-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Sep-2020 - 00:00,23.16,711.83,10.44,15.79,0.0,92.52,11.92,30.61,283.96,0.59,-2.33,0.14,1.04,0.09,0.17,7.06,2.6,38.64,22.68,13.63,4.02,27-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Sep-2020 - 00:00,24.85,711.9,18.39,40.09,0.0,81.83,26.11,30.62,253.07,0.34,-2.7,0.28,1.46,0.19,0.27,7.23,2.54,39.38,23.0,13.46,4.47,28-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Sep-2020 - 00:00,25.03,711.39,32.56,61.48,0.0,85.1,25.26,30.76,282.14,0.33,-2.67,0.63,3.52,0.48,0.25,7.83,2.54,36.69,21.58,13.46,3.93,29-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Sep-2020 - 00:00,25.63,711.6,37.05,71.4,0.0,83.2,25.94,29.71,191.06,0.35,-2.82,0.43,2.22,0.27,0.21,7.74,2.54,35.08,20.72,13.38,4.19,30-Sep-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Sep-2020 - 00:00,25.53,711.91,45.89,88.75,0.0,82.52,21.26,30.23,122.04,0.32,-2.76,0.8,5.32,0.68,0.27,9.81,2.43,33.81,19.95,13.45,4.85,01-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Oct-2020 - 00:00,25.72,711.96,43.95,81.28,0.0,80.28,27.66,29.58,210.71,0.38,-2.76,0.22,1.25,0.19,0.19,9.08,2.49,35.25,20.78,13.71,3.73,02-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Oct-2020 - 00:00,26.41,711.7,43.29,90.88,0.0,74.82,33.75,29.67,241.48,0.38,-2.82,0.34,1.24,0.28,0.28,8.99,2.45,36.3,21.3,13.47,4.86,03-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Oct-2020 - 00:00,27.03,711.71,45.28,105.71,0.0,71.23,29.5,29.63,249.8,0.35,-2.87,0.11,0.57,0.04,0.23,9.16,2.57,37.53,22.04,13.71,3.96,04-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Oct-2020 - 00:00,26.61,711.83,44.64,95.2,0.0,72.35,28.72,29.68,249.35,0.37,-2.89,0.13,0.54,0.04,0.21,8.99,2.43,37.6,21.98,13.5,4.05,05-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Oct-2020 - 00:00,26.56,717.03,45.65,94.21,0.0,73.4,32.54,29.7,238.96,0.38,-2.88,0.16,0.53,0.05,0.26,8.93,2.52,38.79,22.69,13.76,3.9,06-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Oct-2020 - 00:00,27.11,720.53,53.43,110.46,0.21,70.52,39.79,29.92,210.08,0.34,-3.29,0.2,1.03,0.1,0.18,9.33,2.52,37.78,22.14,13.66,4.35,07-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Oct-2020 - 00:00,25.42,716.74,65.85,121.44,0.1,74.9,18.56,29.84,180.18,0.32,-3.3,0.2,0.98,0.06,0.22,10.0,2.54,42.53,24.69,13.91,3.99,08-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Oct-2020 - 00:00,25.8,713.7,75.96,139.77,0.1,77.45,21.67,29.75,153.09,0.33,-2.79,0.38,1.83,0.17,0.19,11.32,2.46,47.81,27.42,13.63,4.09,09-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Oct-2020 - 00:00,26.02,711.22,59.66,102.79,0.0,79.44,25.69,29.83,141.51,0.42,-2.7,0.25,1.18,0.09,0.21,9.92,2.57,45.95,26.53,13.53,4.08,10-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Oct-2020 - 00:00,25.79,711.0,46.29,85.35,0.0,83.27,21.26,29.85,138.46,0.32,-2.45,0.22,1.08,0.08,0.23,9.16,2.52,43.13,24.99,13.96,4.33,11-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Oct-2020 - 00:00,24.72,711.22,28.33,49.07,0.0,86.89,14.96,29.94,224.56,0.32,-2.61,0.15,0.76,0.03,0.22,8.6,2.48,37.57,22.01,13.63,4.37,12-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Oct-2020 - 00:00,24.32,711.0,33.39,51.4,0.0,89.89,15.05,29.92,108.86,0.31,-2.95,0.23,1.62,0.08,0.19,8.82,2.57,39.3,22.98,14.22,4.21,13-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Oct-2020 - 00:00,23.53,713.46,20.38,26.82,0.0,94.29,11.28,29.97,149.11,0.7,-4.16,0.12,0.59,0.01,0.22,8.28,2.4,35.99,21.09,13.75,4.38,14-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Oct-2020 - 00:00,23.95,713.49,27.02,38.32,0.31,92.52,15.95,29.98,155.04,0.83,-3.92,0.13,0.49,0.03,0.22,7.23,2.51,40.5,23.59,13.87,3.98,15-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Oct-2020 - 00:00,25.15,716.39,35.68,61.28,0.31,84.24,23.19,29.89,224.2,0.41,-3.04,0.24,1.28,0.08,0.25,7.24,2.65,42.23,24.62,14.21,4.46,16-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Oct-2020 - 00:00,25.61,714.15,33.76,57.74,0.42,82.4,30.49,30.14,227.85,0.31,-2.82,0.21,0.89,0.02,0.22,6.96,2.31,37.64,21.91,13.59,3.75,17-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Oct-2020 - 00:00,25.92,719.28,31.49,53.01,0.21,81.65,34.33,30.02,242.92,0.34,-2.76,0.19,1.01,0.07,0.24,6.92,2.48,39.63,23.0,13.89,10.63,18-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Oct-2020 - 00:00,25.91,711.22,37.42,56.37,0.1,82.95,31.1,30.02,253.76,0.31,-2.79,0.33,1.76,0.21,0.23,7.43,2.58,42.9,24.82,13.55,5.39,19-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Oct-2020 - 00:00,25.19,713.72,45.19,70.12,0.21,87.68,25.02,30.07,179.32,0.33,-2.55,0.37,3.23,0.23,0.24,8.2,2.46,42.55,24.57,13.69,5.1,20-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Oct-2020 - 00:00,24.31,713.75,51.1,81.61,0.0,90.36,16.29,30.66,160.27,0.37,-2.23,1.46,6.58,1.31,0.25,8.19,2.55,45.68,26.36,13.57,5.22,21-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Oct-2020 - 00:00,25.22,711.68,55.92,84.18,0.1,86.83,21.97,30.93,169.8,0.32,-2.71,1.75,8.16,1.73,0.24,8.06,2.63,48.78,28.08,13.27,3.9,22-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Oct-2020 - 00:00,25.93,711.94,76.2,141.93,0.1,80.31,32.04,31.03,94.57,0.33,-2.45,2.32,14.09,2.2,0.24,10.25,2.54,50.45,28.91,13.37,4.34,23-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Oct-2020 - 00:00,25.46,714.3,78.23,156.72,0.21,76.99,30.38,31.11,91.17,0.32,-2.46,2.67,20.24,2.36,0.24,9.96,2.72,56.89,32.47,13.48,4.14,24-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Oct-2020 - 00:00,26.1,716.57,80.03,160.09,0.31,72.4,31.12,31.27,122.82,0.31,-2.74,2.31,14.44,1.76,0.25,9.22,2.46,56.28,31.95,13.53,4.32,25-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Oct-2020 - 00:00,25.58,719.58,79.29,146.23,0.0,73.23,30.9,30.83,117.95,0.36,-2.99,1.21,13.05,0.96,0.23,9.01,2.61,56.34,32.09,13.44,4.13,26-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Oct-2020 - 00:00,25.47,723.86,76.35,146.0,0.31,71.97,28.12,31.02,118.04,0.36,-2.91,1.17,5.41,1.28,0.21,10.38,2.6,58.11,33.03,13.33,4.45,27-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Oct-2020 - 00:00,25.32,720.05,80.73,172.91,0.1,69.52,32.14,30.82,106.35,0.45,-2.98,1.5,13.86,1.37,0.18,10.68,2.56,65.75,37.05,13.43,4.3,28-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Oct-2020 - 00:00,25.09,716.44,78.33,166.91,0.1,69.85,30.3,30.75,133.68,0.38,-3.11,1.55,13.2,1.54,0.23,10.65,2.46,66.25,37.24,13.28,4.35,29-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Oct-2020 - 00:00,26.41,712.66,82.75,172.76,0.09,60.89,49.26,30.78,121.37,0.3,-3.57,1.21,5.68,1.14,0.22,11.28,2.69,60.82,34.54,13.14,4.09,30-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Oct-2020 - 00:00,26.98,723.47,79.36,170.66,0.52,58.21,168.9,31.68,88.18,0.29,-3.4,1.22,7.61,1.29,0.21,14.23,2.56,61.02,34.55,13.81,5.4,31-Oct-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-Oct-2020 - 00:00,24.51,724.45,79.06,175.54,0.31,69.38,167.03,30.77,69.38,0.3,-3.41,1.13,7.16,1.13,0.23,13.55,2.56,62.3,35.22,13.41,4.49,01-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Nov-2020 - 00:00,24.14,723.86,81.08,167.72,0.1,65.03,136.54,30.55,69.52,0.3,-3.22,0.65,2.62,0.39,0.22,12.57,2.52,64.44,36.33,13.36,4.08,02-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Nov-2020 - 00:00,24.39,716.8,78.0,172.94,0.62,67.1,136.11,30.75,122.03,0.3,-2.88,0.98,5.14,0.84,0.26,13.22,2.48,68.87,38.64,13.37,4.65,03-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Nov-2020 - 00:00,25.23,725.67,78.56,173.9,0.73,68.68,156.27,31.04,79.04,0.3,-3.54,1.05,3.99,0.88,0.24,13.34,2.5,65.48,36.86,13.42,4.24,04-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Nov-2020 - 00:00,27.99,778.14,74.96,173.87,3.27,59.0,244.42,30.48,90.2,0.3,-5.51,0.75,3.01,0.64,0.23,11.11,2.56,71.69,40.21,13.34,4.41,05-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Nov-2020 - 00:00,26.28,754.28,72.33,165.89,2.08,67.92,242.37,30.5,96.69,0.3,-4.41,0.9,7.11,0.75,0.23,13.93,2.56,70.96,39.82,13.37,4.0,06-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Nov-2020 - 00:00,25.87,716.93,78.95,167.58,1.63,69.4,138.53,30.81,136.24,0.29,-3.64,1.09,4.67,0.75,0.22,15.1,2.65,71.0,39.92,13.42,4.64,07-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Nov-2020 - 00:00,25.33,721.12,81.04,178.88,0.62,65.22,112.52,31.11,112.53,0.3,-3.31,1.24,4.15,1.03,0.22,15.86,2.58,71.93,40.35,13.14,4.42,08-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Nov-2020 - 00:00,24.1,725.88,76.88,165.62,0.31,55.79,118.7,31.1,111.57,0.3,-3.25,0.85,3.93,1.09,0.21,13.37,2.56,77.6,43.36,13.12,3.65,09-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Nov-2020 - 00:00,23.14,736.19,79.26,160.01,0.1,59.48,140.49,30.94,177.33,0.3,-3.7,0.43,1.57,0.38,0.22,12.63,2.69,80.17,44.83,13.5,3.71,10-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Nov-2020 - 00:00,22.79,731.53,81.52,174.41,0.52,57.89,143.99,31.03,129.79,0.3,-3.6,0.43,1.86,0.26,0.22,12.68,2.59,88.7,49.29,13.37,4.27,11-Nov-2020 - 00:00,"Zoo Park, Hyderabad - TSPCB"
