from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
14-Apr-2020 - 00:00,12.09,14.47,2.6,8.53,1.42,15.32,9.97,0.11,0.04,1.17,58.32,146.51,33.88,190.6,16.2,0.0,188.69,3.57,29.82,15-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Apr-2020 - 00:00,13.01,15.41,2.67,9.09,1.47,14.63,10.0,0.12,0.04,1.1,68.71,150.81,34.22,196.55,16.56,0.0,287.74,4.4,29.84,16-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Apr-2020 - 00:00,10.31,13.89,2.63,7.61,1.23,14.49,11.23,0.07,0.0,0.76,43.34,114.89,33.55,216.8,19.49,0.0,304.78,5.16,29.72,17-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Apr-2020 - 00:00,11.25,15.82,2.77,8.24,1.13,13.18,18.03,0.08,0.0,0.8,42.72,115.47,32.7,219.18,24.19,0.0,294.96,4.59,30.18,18-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Apr-2020 - 00:00,9.13,15.19,2.6,6.96,1.05,11.49,8.46,0.08,0.0,0.76,38.2,117.77,31.83,192.26,25.95,0.0,295.55,4.5,30.26,19-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Apr-2020 - 00:00,9.62,11.56,2.72,7.31,1.04,11.36,10.07,0.06,0.0,0.68,27.35,109.75,30.91,217.55,22.68,0.0,288.15,4.56,30.68,20-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Apr-2020 - 00:00,8.6,10.77,2.71,6.78,1.0,10.41,16.47,0.05,0.01,0.79,23.34,105.04,30.44,241.19,23.72,0.0,266.31,4.43,30.33,21-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Apr-2020 - 00:00,11.01,12.75,2.77,8.11,1.37,11.89,10.01,0.11,0.03,1.16,51.96,135.65,30.18,212.41,25.85,0.0,263.12,3.19,29.57,22-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Apr-2020 - 00:00,9.09,12.48,2.66,6.99,1.2,11.12,7.95,0.08,0.01,0.96,39.7,128.65,31.77,216.08,23.67,0.0,281.96,3.82,30.04,23-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Apr-2020 - 00:00,10.18,13.09,2.7,7.62,1.15,9.9,16.04,0.07,0.03,1.01,37.1,118.54,32.2,244.29,22.72,0.0,260.32,4.17,29.56,24-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Apr-2020 - 00:00,6.96,12.89,2.76,5.94,1.01,9.73,11.31,0.04,0.01,0.75,20.75,105.3,31.82,238.52,27.2,0.0,276.32,5.49,29.64,25-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Apr-2020 - 00:00,7.48,10.68,2.95,6.38,0.95,12.3,11.66,0.04,0.0,0.74,20.35,131.91,29.61,249.88,27.34,0.0,275.96,5.91,29.75,26-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Apr-2020 - 00:00,6.27,13.36,2.53,5.39,1.03,9.79,9.23,0.05,0.01,0.85,23.24,123.47,30.5,208.78,32.05,0.0,258.12,3.6,29.78,27-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Apr-2020 - 00:00,7.31,13.8,2.62,6.02,1.1,8.9,7.83,0.07,0.06,1.39,27.29,114.16,29.24,209.16,34.25,0.0,174.23,3.45,30.11,28-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Apr-2020 - 00:00,6.72,10.95,2.55,5.64,1.17,11.69,7.49,0.07,0.08,1.52,22.98,74.28,32.01,246.51,23.17,0.0,172.94,3.02,29.67,29-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Apr-2020 - 00:00,9.25,12.55,2.56,6.99,1.13,13.29,11.32,0.08,0.09,1.19,29.59,103.7,34.94,228.29,17.74,0.0,225.04,3.01,30.83,30-Apr-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Apr-2020 - 00:00,9.27,15.08,2.67,7.11,0.9,13.11,10.24,0.09,0.14,1.72,35.03,117.64,34.7,218.3,18.99,0.0,184.93,2.96,30.78,01-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-May-2020 - 00:00,6.77,15.84,2.62,5.73,0.44,12.81,6.47,0.05,0.22,1.02,25.41,125.15,33.58,223.74,18.06,0.0,283.56,4.17,29.89,02-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-May-2020 - 00:00,8.58,19.0,2.59,6.66,0.51,13.1,10.52,0.06,0.03,0.6,23.54,107.79,31.68,249.95,23.11,0.0,294.58,4.72,31.17,03-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-May-2020 - 00:00,9.06,16.93,3.4,7.59,0.62,8.83,13.53,0.03,0.04,0.66,24.79,128.39,31.48,252.16,27.65,0.0,281.24,4.89,27.99,04-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-May-2020 - 00:00,7.42,12.91,2.78,6.21,0.61,9.65,11.59,0.01,0.01,0.55,19.75,129.78,33.24,266.58,24.33,0.0,277.34,5.28,27.63,05-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-May-2020 - 00:00,7.42,11.11,2.56,6.02,0.67,10.48,8.17,0.03,0.28,0.85,19.5,124.43,30.16,236.05,27.93,0.0,236.4,3.97,27.66,06-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-May-2020 - 00:00,9.68,11.74,2.79,7.42,0.66,11.24,16.42,0.05,0.36,1.09,27.94,157.43,31.54,190.72,24.34,0.0,223.19,3.56,27.32,07-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-May-2020 - 00:00,6.82,9.88,2.55,5.69,0.68,12.98,9.79,0.05,0.09,1.01,19.92,93.45,30.99,242.45,24.22,0.0,196.25,4.12,27.88,08-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-May-2020 - 00:00,9.42,8.85,2.62,7.13,0.61,13.86,14.09,0.04,0.03,0.67,23.06,128.4,32.64,227.43,19.99,0.0,274.7,4.43,27.46,09-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-May-2020 - 00:00,8.01,8.99,2.58,6.35,0.56,11.42,11.8,0.03,0.03,0.62,20.16,118.42,32.71,233.68,20.92,0.0,269.1,4.22,27.13,10-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-May-2020 - 00:00,7.18,11.0,2.65,5.97,0.73,13.44,7.31,0.03,0.02,0.92,20.43,116.59,31.46,219.9,25.62,0.01,224.88,3.86,27.49,11-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-May-2020 - 00:00,8.49,13.4,2.68,6.69,0.7,18.06,9.08,0.02,0.02,0.71,17.88,68.71,30.15,278.74,32.4,0.0,220.22,5.4,27.81,12-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-May-2020 - 00:00,9.47,11.57,2.68,7.22,0.69,10.99,14.78,0.05,0.03,0.91,24.66,98.75,31.41,221.59,29.2,0.0,241.93,3.41,28.16,13-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-May-2020 - 00:00,8.49,12.91,2.61,6.63,0.77,12.39,11.27,0.07,0.13,1.12,28.15,117.99,30.58,207.84,32.27,0.0,243.34,3.37,28.0,14-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-May-2020 - 00:00,10.41,11.6,2.7,7.73,0.73,11.29,10.76,0.05,0.06,1.47,23.07,100.77,32.24,227.5,27.44,0.0,254.72,3.12,27.58,15-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-May-2020 - 00:00,7.35,7.63,2.74,6.14,0.56,10.38,6.42,0.03,0.06,0.56,20.75,126.19,33.34,244.0,20.84,0.01,294.08,4.47,27.1,16-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-May-2020 - 00:00,6.54,9.25,2.52,5.53,0.64,12.93,7.0,0.06,0.01,0.53,24.81,139.92,33.49,197.27,22.57,0.0,288.01,4.63,27.36,17-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-May-2020 - 00:00,6.75,7.27,2.72,5.8,0.56,13.09,7.71,0.02,0.02,0.54,20.32,127.98,33.06,216.38,18.66,0.0,286.95,4.8,27.38,18-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-May-2020 - 00:00,6.12,6.8,2.63,5.39,0.52,14.18,6.12,0.02,0.14,0.46,28.9,224.19,33.5,217.12,16.44,0.0,303.08,5.7,27.51,19-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-May-2020 - 00:00,7.35,8.38,2.63,6.05,0.71,13.1,7.33,0.06,0.03,0.62,26.16,177.27,32.8,235.08,17.66,0.0,264.93,4.04,27.49,20-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-May-2020 - 00:00,6.05,8.08,2.68,5.39,0.57,14.75,6.05,0.01,0.01,0.48,18.32,137.3,33.5,251.69,15.24,0.0,301.06,5.94,27.69,21-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-May-2020 - 00:00,11.34,9.42,3.92,9.22,0.62,14.14,9.86,0.03,0.01,0.54,23.94,142.23,33.06,252.88,19.83,0.0,296.48,5.14,27.42,22-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-May-2020 - 00:00,8.12,8.26,2.62,6.46,0.62,14.03,18.64,0.02,0.03,0.59,26.94,152.99,33.25,235.77,18.99,0.0,285.58,6.05,28.0,23-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-May-2020 - 00:00,7.38,8.84,2.75,6.16,0.58,14.47,13.31,0.03,0.06,0.72,22.27,126.92,33.05,246.86,21.78,0.0,283.6,5.25,29.06,24-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-May-2020 - 00:00,9.17,6.23,2.53,6.94,0.65,11.01,12.64,0.0,0.0,0.75,23.78,141.02,31.79,38.13,19.63,0.0,289.65,4.45,28.98,25-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-May-2020 - 00:00,7.71,8.07,2.82,6.39,0.69,11.11,14.12,0.03,0.01,0.66,27.26,112.58,34.09,255.54,22.98,0.0,283.65,5.21,29.05,26-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-May-2020 - 00:00,8.72,8.22,2.76,6.88,0.52,12.57,14.07,0.02,0.01,0.66,26.8,118.29,33.59,260.07,24.93,0.0,282.08,5.57,28.6,27-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-May-2020 - 00:00,9.47,10.68,3.23,7.66,0.42,12.2,14.64,0.04,0.01,0.87,20.24,122.55,32.46,253.88,32.76,0.0,264.06,6.56,31.03,28-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-May-2020 - 00:00,8.75,12.62,2.89,6.99,0.34,10.58,13.63,0.01,0.03,0.78,21.28,111.6,31.84,253.41,40.04,0.0,266.08,7.44,31.93,29-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-May-2020 - 00:00,7.36,14.16,2.92,6.29,0.35,8.9,11.18,0.0,0.02,0.92,16.8,93.51,30.61,253.48,44.51,0.0,260.46,6.75,31.74,30-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-May-2020 - 00:00,8.61,14.18,3.0,7.01,0.34,8.57,13.15,0.01,0.06,1.23,22.16,130.86,30.01,223.88,45.99,0.0,265.54,6.03,32.01,31-May-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-May-2020 - 00:00,7.62,10.4,2.71,6.23,0.32,10.52,9.84,0.02,0.08,0.89,25.38,129.38,30.82,247.9,39.83,0.0,259.74,4.51,31.95,01-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Jun-2020 - 00:00,7.93,8.97,2.55,6.29,0.31,11.28,7.86,0.01,0.12,1.16,21.76,131.17,28.88,179.74,38.95,0.0,238.1,4.44,31.69,02-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Jun-2020 - 00:00,15.54,12.31,2.86,10.59,0.41,9.63,5.7,0.06,0.26,1.59,18.77,55.95,19.59,93.6,68.61,0.09,193.06,3.24,31.69,03-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Jun-2020 - 00:00,14.27,13.3,2.94,9.97,0.41,8.96,9.99,0.05,0.19,2.59,15.81,46.04,19.58,110.74,67.25,0.02,142.01,5.46,31.72,04-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Jun-2020 - 00:00,8.64,13.59,2.64,6.73,0.35,10.56,5.27,0.06,0.2,1.67,14.4,41.67,15.63,142.22,85.3,0.46,148.54,5.43,31.39,05-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Jun-2020 - 00:00,10.81,14.61,2.8,8.03,0.45,14.09,6.26,0.06,0.13,1.45,24.77,60.25,21.37,234.9,70.57,0.02,204.46,4.67,31.58,06-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Jun-2020 - 00:00,12.07,12.6,2.81,8.71,0.54,11.74,8.3,0.06,0.14,1.91,23.05,57.86,22.3,181.61,66.0,0.01,220.19,3.98,31.22,07-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Jun-2020 - 00:00,9.91,10.95,2.68,7.44,0.51,10.24,7.15,0.04,0.07,1.13,24.03,64.86,23.47,205.75,62.45,0.02,265.24,4.0,31.32,08-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Jun-2020 - 00:00,10.73,11.73,2.96,8.12,0.41,8.17,9.33,0.04,0.11,1.06,26.69,69.02,23.36,230.02,65.64,0.0,257.02,4.45,31.49,09-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Jun-2020 - 00:00,9.19,11.48,2.75,7.12,0.38,8.85,7.01,0.03,0.06,1.58,22.48,62.53,25.41,229.04,65.35,0.0,263.58,4.03,31.37,10-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Jun-2020 - 00:00,8.86,13.03,2.82,7.01,0.31,10.73,8.21,0.03,0.07,0.95,22.19,72.42,25.74,190.32,66.93,0.0,284.14,4.92,31.85,11-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Jun-2020 - 00:00,10.22,12.37,2.6,7.56,0.37,13.76,6.98,0.03,0.13,1.09,17.01,54.36,24.82,199.98,71.3,0.38,269.62,4.34,31.87,12-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Jun-2020 - 00:00,10.69,13.55,2.86,8.01,0.42,14.68,7.96,0.04,0.21,1.86,21.07,57.38,23.81,195.3,74.97,0.2,261.74,4.4,31.89,13-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Jun-2020 - 00:00,8.1,12.8,2.47,6.33,0.41,14.07,7.24,0.03,0.2,1.27,20.01,50.75,23.39,127.26,76.3,0.1,249.52,3.54,31.85,14-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Jun-2020 - 00:00,8.33,13.69,2.75,6.66,0.39,15.16,6.74,0.06,0.11,1.12,26.71,56.72,24.31,173.9,74.72,0.03,256.18,3.4,31.74,15-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Jun-2020 - 00:00,7.71,14.66,2.52,6.14,0.4,14.07,6.31,0.03,0.14,1.04,15.44,39.79,24.73,190.65,78.61,0.0,259.72,3.95,31.82,16-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Jun-2020 - 00:00,8.56,14.04,2.84,6.86,0.39,12.6,8.79,0.06,0.1,1.3,28.71,70.93,25.03,157.34,76.54,0.0,243.97,5.03,32.51,17-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Jun-2020 - 00:00,7.61,9.2,2.8,6.32,0.34,16.07,9.07,0.01,0.16,0.71,15.94,46.42,23.49,129.11,75.95,0.0,240.47,5.36,33.11,18-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Jun-2020 - 00:00,8.73,8.31,3.07,7.14,0.3,12.27,11.7,0.02,0.15,1.06,15.24,48.26,26.71,232.15,68.49,0.0,250.04,5.48,33.14,19-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Jun-2020 - 00:00,6.99,7.66,2.61,5.83,0.26,7.95,9.61,0.02,0.11,1.03,12.74,51.17,26.31,203.09,68.78,0.0,235.82,5.49,32.87,20-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Jun-2020 - 00:00,6.45,11.54,1.57,4.71,0.51,12.13,10.94,0.0,0.25,0.96,23.84,84.36,28.89,98.68,59.18,0.0,267.23,4.6,33.13,21-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Jun-2020 - 00:00,4.0,10.62,1.65,3.47,0.5,16.36,8.51,0.03,0.05,0.89,23.03,76.02,26.55,185.41,64.85,0.0,275.59,5.34,32.77,22-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Jun-2020 - 00:00,6.19,9.71,1.62,4.61,0.59,10.29,6.8,0.06,0.13,1.41,16.32,59.18,23.85,175.92,74.33,0.0,251.32,4.43,32.54,23-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Jun-2020 - 00:00,6.16,9.91,1.75,4.69,0.5,15.32,8.72,0.08,0.26,1.3,19.18,61.77,22.9,117.42,76.05,0.14,265.26,4.38,32.59,24-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Jun-2020 - 00:00,10.89,20.0,1.1,6.64,0.51,17.01,6.96,0.09,0.53,1.7,18.82,49.22,21.84,73.04,84.68,0.66,258.42,2.8,31.88,25-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Jun-2020 - 00:00,8.18,5.65,0.64,4.77,0.29,16.79,7.4,0.07,0.24,1.34,14.6,44.58,23.5,169.84,80.39,0.0,262.41,3.55,32.7,26-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Jun-2020 - 00:00,11.79,5.5,1.2,7.23,0.36,14.55,8.69,0.07,0.53,1.86,18.36,56.65,23.52,119.0,79.24,0.03,232.02,3.45,32.83,27-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Jun-2020 - 00:00,6.44,9.81,1.09,4.31,0.3,30.1,7.38,0.01,0.29,1.54,9.9,31.38,23.15,228.71,77.53,0.2,202.95,4.1,32.62,28-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Jun-2020 - 00:00,6.0,11.75,1.25,4.2,0.26,18.51,8.03,0.0,0.17,1.28,13.32,52.86,24.05,162.32,75.1,0.0,230.74,4.26,32.57,29-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Jun-2020 - 00:00,10.24,11.82,1.56,6.72,0.32,16.12,10.28,0.03,0.44,2.56,18.72,58.8,24.11,159.4,75.68,0.01,211.32,3.38,32.65,30-Jun-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Jun-2020 - 00:00,8.05,12.04,1.1,5.18,0.37,21.29,7.92,0.03,0.51,2.18,19.96,50.76,27.46,239.16,69.1,0.0,203.04,2.69,32.69,01-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Jul-2020 - 00:00,7.39,12.85,0.94,4.69,0.36,25.24,7.14,0.01,0.3,1.36,23.19,54.34,27.01,196.12,72.03,0.04,238.14,3.53,32.76,02-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Jul-2020 - 00:00,7.1,9.79,1.17,4.72,0.25,24.45,7.38,0.04,0.29,1.34,16.35,41.61,23.55,178.61,77.88,0.97,243.96,4.67,32.5,03-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Jul-2020 - 00:00,9.94,10.22,1.83,6.77,0.33,20.77,7.22,0.07,0.38,1.79,22.73,54.55,22.81,85.61,84.53,0.33,243.56,3.46,32.51,04-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Jul-2020 - 00:00,9.22,11.51,1.12,5.81,0.3,27.79,7.36,0.06,0.54,1.67,26.79,58.92,25.02,184.71,77.23,0.0,248.24,2.53,32.81,05-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Jul-2020 - 00:00,5.46,10.2,1.15,3.83,0.25,12.69,5.76,0.01,0.25,1.26,10.06,27.32,22.08,114.1,84.11,0.01,224.42,3.66,32.68,06-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Jul-2020 - 00:00,5.84,8.85,1.27,4.14,0.25,18.55,5.11,0.02,0.36,1.27,12.38,30.8,20.82,101.01,86.57,0.03,205.67,3.36,32.56,07-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Jul-2020 - 00:00,6.77,8.63,1.27,4.63,0.33,20.12,6.66,0.03,0.35,1.95,16.39,38.55,22.8,192.3,81.95,0.04,162.47,4.51,32.54,08-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Jul-2020 - 00:00,5.71,9.32,1.05,3.89,0.25,,5.71,0.01,0.64,1.08,14.98,37.21,23.57,230.22,77.65,0.0,206.54,3.82,32.44,09-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Jul-2020 - 00:00,5.32,9.6,1.4,3.97,0.17,,7.02,0.0,0.25,0.95,18.29,63.36,23.73,193.86,78.27,0.0,238.39,3.83,32.69,10-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Jul-2020 - 00:00,6.41,8.92,1.88,4.94,0.19,,8.53,0.0,0.29,1.01,19.09,61.53,22.61,165.8,82.11,0.01,244.83,4.4,32.48,11-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Jul-2020 - 00:00,5.45,8.26,2.0,4.57,0.26,15.19,8.29,0.0,0.12,0.73,18.34,50.58,22.21,176.62,82.0,0.05,238.55,5.36,32.14,12-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Jul-2020 - 00:00,4.29,7.96,1.67,3.63,0.39,16.76,8.36,0.0,0.02,0.66,15.64,40.71,23.12,203.07,79.99,0.0,240.24,5.73,32.37,13-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Jul-2020 - 00:00,7.41,6.94,1.52,5.16,0.36,14.92,9.66,0.03,0.15,1.23,24.26,71.53,24.46,180.48,74.91,0.0,258.28,3.93,32.42,14-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Jul-2020 - 00:00,6.59,7.52,0.69,4.01,0.31,16.17,7.59,0.04,0.17,1.46,26.32,68.65,25.54,184.19,72.92,0.0,259.4,2.81,32.55,15-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Jul-2020 - 00:00,9.22,11.57,0.92,5.4,0.39,19.57,6.16,0.08,0.29,1.62,26.61,58.46,22.25,73.71,86.84,0.21,263.17,3.16,32.42,16-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Jul-2020 - 00:00,8.13,11.55,1.03,4.66,0.43,26.96,5.61,0.06,0.37,1.84,27.82,58.8,22.92,181.91,83.19,0.02,231.0,2.62,32.39,17-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Jul-2020 - 00:00,7.21,12.21,1.1,4.21,0.42,21.06,6.2,0.04,0.55,2.56,27.67,57.05,23.13,131.24,84.93,0.02,148.57,3.43,32.52,18-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Jul-2020 - 00:00,8.29,10.02,1.33,5.0,0.41,16.47,7.32,0.08,0.51,2.51,21.42,53.35,24.1,165.17,80.64,0.04,182.28,2.67,32.75,19-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Jul-2020 - 00:00,7.25,10.66,1.54,4.6,0.32,13.46,8.5,0.04,0.23,1.21,23.44,52.71,23.2,158.31,81.39,0.01,258.94,4.35,32.82,20-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Jul-2020 - 00:00,8.47,9.13,1.87,5.52,0.31,13.56,11.07,0.02,0.13,1.16,23.35,60.32,24.02,180.43,79.18,0.0,242.7,4.55,32.71,21-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Jul-2020 - 00:00,7.76,7.57,1.48,4.83,0.34,13.13,7.39,0.02,0.26,1.75,20.32,60.08,23.73,221.86,76.79,0.0,238.05,3.74,32.67,22-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Jul-2020 - 00:00,9.0,8.94,1.65,5.55,0.35,16.07,9.2,0.04,0.2,1.64,22.52,62.43,24.82,241.17,74.79,0.03,255.66,3.47,32.58,23-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Jul-2020 - 00:00,7.79,9.79,1.91,4.7,0.33,19.17,7.37,0.05,0.19,1.2,16.7,50.08,22.35,156.11,82.2,0.0,245.02,4.23,32.49,24-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Jul-2020 - 00:00,10.05,9.88,1.94,5.89,0.33,24.76,9.69,0.05,0.42,1.66,19.77,60.95,21.77,161.31,82.21,0.0,222.03,3.03,32.61,25-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Jul-2020 - 00:00,8.08,11.17,1.99,4.77,0.35,25.55,6.48,0.05,0.67,1.6,20.35,51.27,22.2,165.9,83.91,0.14,217.03,2.33,32.57,26-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Jul-2020 - 00:00,6.55,11.37,2.2,3.77,0.42,21.15,6.94,0.07,0.53,1.48,15.11,39.36,23.65,176.28,80.72,0.0,180.62,2.31,32.61,27-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Jul-2020 - 00:00,6.87,11.83,2.56,4.24,0.36,21.12,7.5,0.07,0.15,1.29,19.23,44.06,22.76,228.56,82.87,0.15,267.12,2.82,32.7,28-Jul-2020 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
