from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
18-Apr-2020 - 00:00,55.21,96.73,19.43,179.28,197.96,,,5.2,55.08,0.0,0.0,0.0,0.0,0.0,29.27,65.05,0.95,134.24,753.0,170.39,0.0,19-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Apr-2020 - 00:00,66.0,111.13,19.97,142.45,161.44,,,5.18,73.15,0.0,0.0,0.0,0.0,0.0,30.13,62.95,0.92,96.59,753.0,199.12,0.0,20-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Apr-2020 - 00:00,33.67,54.35,21.82,196.04,217.23,,,4.95,60.64,0.0,0.0,0.0,0.0,0.0,28.15,60.91,0.84,100.59,753.0,184.99,0.0,21-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Apr-2020 - 00:00,23.21,44.29,24.8,186.86,211.3,,,5.13,50.85,0.0,0.0,0.0,0.0,0.0,26.1,65.24,1.31,86.9,753.0,,0.0,22-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Apr-2020 - 00:00,24.35,39.86,24.72,182.81,207.92,,,3.22,56.29,0.51,0.39,0.23,0.53,0.27,26.73,57.6,0.91,77.17,752.99,36.58,0.0,23-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Apr-2020 - 00:00,47.89,73.75,28.0,147.99,176.55,,,0.54,77.66,1.69,0.72,1.35,0.91,0.44,27.97,62.95,0.91,81.82,753.0,211.62,0.0,24-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Apr-2020 - 00:00,34.03,55.46,24.98,212.8,238.25,,,0.55,60.67,1.31,0.9,2.29,1.13,0.54,25.82,72.51,1.26,82.2,753.0,112.09,0.0,25-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Apr-2020 - 00:00,38.32,59.47,20.19,172.85,193.57,,,0.48,63.23,1.03,0.38,1.59,0.5,0.25,26.01,75.8,1.92,79.97,753.0,196.67,0.0,26-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Apr-2020 - 00:00,16.38,30.24,16.78,231.16,248.46,,,0.52,44.8,0.43,0.17,0.7,0.23,0.11,23.5,83.56,1.39,88.66,752.99,8.91,0.0,27-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Apr-2020 - 00:00,25.25,40.92,18.85,202.73,222.13,,,0.52,53.21,0.0,0.0,0.0,0.0,0.0,25.87,75.52,1.33,75.4,753.0,,0.0,28-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Apr-2020 - 00:00,18.94,26.41,16.75,212.29,229.56,,,0.45,56.72,0.0,0.0,0.0,0.0,0.0,25.07,76.48,1.67,79.76,753.0,,0.0,29-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Apr-2020 - 00:00,19.64,32.83,15.0,214.71,230.18,,,0.45,46.16,0.0,0.0,0.0,0.0,0.0,26.47,69.65,0.84,75.35,753.0,,0.0,30-Apr-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Apr-2020 - 00:00,42.88,63.17,15.8,201.87,218.19,,,0.55,64.26,0.0,0.0,0.0,0.0,0.0,28.77,65.05,1.11,74.33,753.0,,0.0,01-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-May-2020 - 00:00,25.54,46.53,15.2,232.41,247.97,,,0.54,44.74,0.0,0.0,0.0,0.0,0.0,25.03,75.69,0.81,115.0,753.0,,0.0,02-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-May-2020 - 00:00,22.25,32.04,16.1,236.48,253.04,,,0.56,43.53,0.0,0.0,0.0,0.0,0.0,24.61,77.46,0.96,81.49,753.0,,0.0,03-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-May-2020 - 00:00,32.47,47.39,13.11,232.25,245.77,,,0.54,58.64,0.0,0.0,0.0,0.0,0.0,27.65,68.08,0.93,81.2,753.0,,0.0,04-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-May-2020 - 00:00,31.15,53.85,14.7,208.5,223.71,,,0.49,65.91,0.0,0.0,0.0,0.0,0.0,29.18,63.78,1.24,78.43,753.0,,0.0,05-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-May-2020 - 00:00,23.06,39.71,12.04,193.82,205.86,,,0.56,54.64,0.3,0.51,2.27,0.71,0.32,26.32,75.61,0.91,102.03,752.98,,0.0,06-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-May-2020 - 00:00,19.12,45.6,11.35,182.18,194.05,,,0.58,47.78,0.84,2.3,8.53,3.29,1.33,27.35,69.28,0.38,114.38,753.0,,0.0,07-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-May-2020 - 00:00,29.78,59.89,6.95,232.3,239.36,,,0.76,40.23,1.23,4.4,12.37,6.43,2.69,25.91,74.23,0.44,105.43,752.99,,0.0,08-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-May-2020 - 00:00,29.26,66.71,13.24,185.1,198.83,,,0.62,51.26,1.24,2.44,8.55,3.6,1.41,26.43,71.13,0.67,73.52,753.0,,0.0,09-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-May-2020 - 00:00,46.57,93.17,11.9,194.05,206.37,,,0.73,64.08,1.56,3.47,11.02,5.16,2.1,28.6,67.84,1.04,70.86,753.0,,0.0,10-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-May-2020 - 00:00,51.35,103.45,13.74,171.54,185.76,,,0.62,78.54,1.56,1.01,5.76,1.49,0.59,29.85,67.98,1.52,82.64,753.0,,0.0,11-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-May-2020 - 00:00,26.58,54.1,10.72,216.39,227.58,,,0.72,48.36,0.75,2.16,6.49,3.35,1.31,26.49,75.42,0.55,193.34,753.0,,0.0,12-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-May-2020 - 00:00,47.63,85.84,8.91,211.75,220.97,,,0.85,35.55,2.66,5.06,15.3,7.83,3.04,28.7,71.42,0.25,133.78,753.0,,0.0,13-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-May-2020 - 00:00,59.07,105.67,9.21,211.57,221.27,,,0.89,42.27,2.8,6.06,18.33,9.58,3.82,30.74,62.76,0.19,175.34,752.99,,0.0,14-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-May-2020 - 00:00,87.83,142.14,10.54,201.29,212.34,,,0.93,44.31,3.44,3.25,11.15,5.09,1.94,30.3,68.81,0.46,120.47,752.94,,0.0,15-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-May-2020 - 00:00,52.73,110.03,15.36,255.7,219.59,6.69,,0.43,64.33,0.3,0.11,1.12,0.21,0.1,31.83,65.34,0.27,97.32,752.9,105.93,0.0,16-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-May-2020 - 00:00,62.64,132.66,11.54,152.52,163.07,2.8,,0.69,60.42,0.93,1.99,6.01,3.2,1.32,31.94,58.78,0.52,191.61,752.97,275.6,0.0,17-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-May-2020 - 00:00,71.0,160.91,15.24,156.78,172.51,1.92,,0.89,63.75,3.59,5.49,16.12,8.66,3.35,31.65,46.38,0.43,198.42,753.0,248.14,0.0,18-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-May-2020 - 00:00,63.71,137.77,15.27,149.42,165.2,1.92,,0.79,65.59,3.26,2.98,12.25,4.8,1.81,31.73,64.28,0.82,92.98,753.0,230.3,0.0,19-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-May-2020 - 00:00,56.86,116.09,14.98,148.51,164.0,1.74,,0.69,71.39,2.34,1.79,8.68,2.79,1.03,31.31,67.97,1.11,81.8,753.35,227.22,0.0,20-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-May-2020 - 00:00,41.44,100.93,16.57,150.52,167.6,1.68,,0.63,61.33,1.91,1.07,5.99,1.78,0.68,29.21,68.06,1.73,84.4,754.0,131.59,0.0,21-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-May-2020 - 00:00,26.34,56.16,13.71,131.25,145.16,1.74,,0.44,58.26,1.03,1.09,10.46,2.98,1.1,27.63,73.86,0.8,141.94,753.56,143.41,0.0,22-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-May-2020 - 00:00,15.66,46.85,13.15,133.45,147.13,1.75,,0.41,64.66,0.7,0.13,4.74,0.69,0.29,29.34,68.8,1.85,89.46,753.0,251.89,0.0,23-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-May-2020 - 00:00,36.15,77.73,12.98,156.53,170.0,1.59,,0.55,51.6,1.57,0.11,4.2,0.73,0.31,29.37,77.2,1.52,84.48,752.99,193.24,0.0,24-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-May-2020 - 00:00,60.15,123.21,15.42,129.65,145.6,1.49,,0.67,51.47,2.61,0.08,5.64,1.03,0.39,32.65,70.62,0.58,102.53,753.0,217.38,0.0,25-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-May-2020 - 00:00,67.69,158.87,13.94,91.5,105.85,1.6,,0.66,47.82,2.95,0.02,6.21,1.17,0.41,33.56,69.52,0.83,83.7,753.0,219.77,0.0,26-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-May-2020 - 00:00,57.0,137.98,8.12,18.64,27.23,1.65,,0.63,42.61,1.66,0.0,3.38,0.64,0.26,33.11,66.55,0.71,91.82,753.0,233.25,0.0,27-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-May-2020 - 00:00,38.49,157.31,12.8,21.09,34.37,1.65,,0.46,42.12,0.0,0.0,0.0,0.0,0.0,29.39,70.91,2.85,87.81,753.0,223.49,0.0,28-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-May-2020 - 00:00,25.22,92.26,12.22,17.73,30.49,1.63,,0.43,70.85,0.59,0.0,6.45,0.4,0.17,28.09,66.79,2.45,91.13,753.0,219.4,0.0,29-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-May-2020 - 00:00,34.26,80.3,12.42,27.4,40.31,1.59,,0.39,66.57,0.75,0.0,3.7,0.45,0.21,29.83,66.66,1.83,88.08,753.0,237.12,0.0,30-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-May-2020 - 00:00,34.32,98.85,12.55,26.31,39.36,1.67,,0.41,71.18,0.58,0.0,3.45,0.3,0.1,29.25,71.11,1.86,111.79,752.95,172.56,0.0,31-May-2020 - 00:00,"Samanpura, Patna - BSPCB"
31-May-2020 - 00:00,14.63,61.01,14.17,29.9,44.58,1.58,,0.41,76.65,1.04,0.0,5.46,0.98,0.39,28.38,74.01,1.2,91.24,753.0,218.69,0.0,01-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Jun-2020 - 00:00,25.11,71.8,16.39,22.02,38.82,1.65,,0.45,67.1,1.19,0.0,4.98,1.18,0.35,29.4,70.2,0.44,154.88,771.81,230.23,0.15,02-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Jun-2020 - 00:00,35.4,102.65,18.98,22.73,42.23,1.59,,0.58,63.33,2.48,0.0,7.95,1.77,0.3,29.95,70.38,0.5,207.15,755.15,262.3,0.0,03-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Jun-2020 - 00:00,46.11,106.01,19.74,31.07,51.1,1.65,,0.51,65.55,2.02,0.0,7.85,1.14,0.07,30.74,66.14,0.56,224.26,755.9,142.19,0.0,04-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Jun-2020 - 00:00,47.83,107.35,22.29,121.85,144.66,1.61,,0.54,40.36,2.12,0.0,9.41,1.32,0.06,28.44,73.46,0.67,206.07,,83.98,0.0,05-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Jun-2020 - 00:00,31.18,57.33,17.69,142.32,156.19,1.77,,0.51,39.01,1.65,0.0,14.3,1.13,0.05,25.78,91.27,1.43,115.78,754.1,102.55,0.0,06-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-Jun-2020 - 00:00,19.05,47.86,11.13,179.12,178.24,1.62,,0.57,33.38,1.44,0.0,21.42,0.41,0.0,27.33,83.7,0.64,221.19,754.45,65.38,0.0,07-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Jun-2020 - 00:00,28.29,68.04,7.85,156.7,165.05,1.59,,0.66,32.15,1.91,0.0,15.46,1.39,0.0,29.29,76.93,0.71,203.76,755.78,258.55,0.0,08-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Jun-2020 - 00:00,27.14,68.59,12.64,121.54,134.68,1.74,,0.58,41.5,1.8,0.0,6.64,0.62,0.0,30.87,70.68,0.46,208.42,755.69,232.39,0.0,09-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Jun-2020 - 00:00,50.53,121.6,12.42,132.79,145.65,1.59,,0.69,50.95,3.04,0.0,7.44,0.31,0.0,32.22,69.85,0.39,87.43,755.67,226.46,0.0,10-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Jun-2020 - 00:00,53.19,112.85,13.33,104.59,118.44,1.64,,0.58,65.55,1.83,0.0,5.59,0.0,0.0,33.55,62.68,0.85,84.13,755.71,241.01,0.0,11-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Jun-2020 - 00:00,38.82,90.96,14.27,82.24,96.99,1.57,,0.4,43.29,1.47,0.0,4.35,0.0,0.0,32.44,65.45,1.28,88.24,755.66,217.98,0.0,12-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Jun-2020 - 00:00,18.1,66.39,9.96,147.71,155.62,2.47,,0.39,37.14,0.8,0.0,4.17,0.0,0.0,31.43,68.54,1.73,88.35,755.22,193.32,0.0,13-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Jun-2020 - 00:00,15.21,58.66,9.58,105.58,116.03,1.65,,0.41,30.41,0.79,0.0,3.36,0.0,0.0,29.92,77.43,2.28,89.17,753.47,198.4,0.0,14-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Jun-2020 - 00:00,15.25,54.46,7.72,42.28,40.85,1.6,,0.41,27.23,0.77,0.0,2.93,0.0,0.0,29.98,78.16,2.07,89.96,750.23,197.07,0.0,15-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Jun-2020 - 00:00,17.85,50.89,5.72,54.73,60.74,1.64,,0.49,22.09,1.03,0.72,3.72,0.18,0.1,28.09,90.12,0.97,93.51,749.74,104.41,0.0,16-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Jun-2020 - 00:00,20.76,52.51,6.42,44.4,47.65,1.55,,0.53,27.63,1.03,1.21,3.78,0.34,0.22,28.67,86.01,1.43,91.31,749.91,137.4,0.0,17-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Jun-2020 - 00:00,21.53,54.79,7.15,27.88,27.29,1.6,,0.45,20.0,1.07,1.53,3.48,0.39,0.18,29.02,85.77,1.32,105.74,750.09,172.67,0.0,18-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Jun-2020 - 00:00,27.57,56.82,5.67,46.05,51.99,1.65,,0.54,15.81,1.42,1.86,4.05,0.49,0.22,27.89,92.2,0.68,135.01,749.81,116.88,0.0,19-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Jun-2020 - 00:00,13.89,50.34,7.22,40.86,47.57,1.55,,0.55,19.08,1.23,1.89,4.97,0.45,0.27,27.61,93.45,0.98,98.84,749.79,113.28,0.0,20-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Jun-2020 - 00:00,21.46,61.25,13.94,25.88,40.25,2.02,,0.53,26.15,1.04,1.69,4.45,0.43,0.24,28.62,87.66,1.39,112.49,745.4,176.98,0.0,21-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Jun-2020 - 00:00,11.85,49.76,20.58,7.34,28.48,2.11,,0.42,15.59,0.7,1.02,3.11,0.31,0.25,29.01,82.83,1.57,88.21,710.27,166.88,0.0,22-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Jun-2020 - 00:00,12.95,53.67,20.77,7.33,28.7,2.08,,0.44,18.01,1.06,1.71,3.83,0.42,0.26,28.46,87.74,1.71,89.18,744.75,134.02,0.0,23-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Jun-2020 - 00:00,21.87,61.5,9.84,5.19,13.5,2.07,,0.4,24.7,0.96,1.17,7.89,0.31,0.18,29.57,84.37,1.82,87.54,748.06,168.51,0.0,24-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Jun-2020 - 00:00,21.31,63.51,2.31,0.63,2.67,2.07,,0.43,30.48,1.03,1.41,9.63,0.32,0.22,30.9,77.26,0.33,137.33,748.08,170.54,0.0,25-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Jun-2020 - 00:00,22.78,66.13,4.28,0.99,5.76,2.09,,0.51,17.23,1.39,2.24,6.21,0.71,0.38,28.25,90.8,0.28,127.16,747.55,68.78,0.0,26-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Jun-2020 - 00:00,12.29,40.57,4.59,1.09,6.1,2.09,,0.4,28.93,0.73,1.44,4.55,0.39,0.43,27.22,91.79,0.47,190.76,747.82,118.56,0.0,27-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Jun-2020 - 00:00,14.69,56.73,3.52,0.56,4.52,2.06,,0.41,40.23,0.74,1.33,4.6,0.36,0.35,29.35,81.6,0.92,225.54,748.44,235.17,0.0,28-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Jun-2020 - 00:00,10.13,53.46,4.18,0.84,5.51,2.04,,0.38,31.83,0.98,1.91,4.72,0.45,0.4,27.63,89.42,0.62,177.74,747.74,104.4,0.0,29-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Jun-2020 - 00:00,7.91,47.95,7.75,2.35,10.34,2.1,,0.52,25.64,1.57,2.77,15.68,0.61,0.42,27.05,93.48,0.79,83.35,747.67,94.06,0.0,30-Jun-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Jun-2020 - 00:00,23.22,45.95,18.95,6.61,26.06,2.07,,0.61,20.43,1.55,2.9,20.6,0.65,0.58,28.61,89.06,0.39,122.04,748.03,154.44,0.0,01-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Jul-2020 - 00:00,38.12,80.67,17.65,5.95,24.12,2.06,,0.67,20.75,2.41,4.11,6.87,0.85,0.4,30.95,81.3,0.3,163.93,748.43,228.92,0.0,02-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Jul-2020 - 00:00,39.25,76.36,11.9,5.42,15.46,2.14,,0.54,23.75,0.98,1.24,12.51,0.28,0.05,30.12,84.88,0.65,156.95,747.81,116.36,0.0,03-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Jul-2020 - 00:00,25.8,51.49,4.93,1.61,4.7,2.4,,0.47,29.61,1.26,1.24,4.23,0.32,0.09,28.65,89.06,1.34,92.57,747.03,146.66,0.0,04-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Jul-2020 - 00:00,22.58,37.44,16.24,5.4,22.19,2.61,,0.56,13.24,1.64,2.89,3.3,0.6,0.17,27.06,94.68,1.26,117.16,747.09,57.71,0.0,05-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Jul-2020 - 00:00,9.38,28.18,17.02,5.71,23.3,2.59,,0.41,18.17,1.07,1.11,1.9,0.3,0.1,29.79,83.64,1.26,89.95,749.41,226.34,0.0,06-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
06-Jul-2020 - 00:00,11.21,27.66,15.49,5.84,17.99,3.0,,0.38,18.62,0.68,0.9,1.73,0.25,0.11,28.89,86.15,1.82,90.24,749.85,168.84,0.0,07-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
07-Jul-2020 - 00:00,12.53,26.04,2.84,0.33,3.76,3.2,,0.37,17.98,0.88,1.31,1.9,0.34,0.13,28.37,91.45,1.36,92.22,749.86,96.27,0.0,08-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
08-Jul-2020 - 00:00,19.2,39.98,2.87,0.69,3.64,3.21,,0.43,26.11,1.1,1.7,2.49,0.37,0.1,30.28,84.76,0.46,151.97,750.77,181.4,0.0,09-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
09-Jul-2020 - 00:00,11.55,20.88,3.79,0.82,5.0,3.22,,0.4,20.28,0.7,1.65,2.62,0.47,0.17,26.71,95.21,0.51,187.33,752.11,54.63,0.0,10-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
10-Jul-2020 - 00:00,10.89,23.42,3.91,0.85,5.16,3.22,,0.39,20.83,0.71,1.38,2.96,0.41,0.2,27.31,94.36,0.39,187.58,752.72,87.71,0.0,11-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
11-Jul-2020 - 00:00,14.31,26.75,3.32,0.72,4.43,3.25,,0.35,26.68,0.52,0.93,2.54,0.29,0.18,28.52,89.35,0.6,227.77,753.39,138.06,0.0,12-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
12-Jul-2020 - 00:00,15.93,35.41,2.64,0.48,3.59,3.22,,0.38,23.36,0.54,0.78,2.36,0.24,0.15,29.45,86.8,0.32,173.37,752.76,150.51,0.0,13-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
13-Jul-2020 - 00:00,11.94,25.58,3.16,0.69,4.13,3.14,,0.4,27.41,0.62,0.72,1.15,0.17,0.05,27.97,88.84,0.49,107.05,750.72,95.07,0.0,14-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
14-Jul-2020 - 00:00,22.06,40.92,2.83,0.53,3.73,3.23,,0.39,34.68,0.5,0.58,0.7,0.15,0.07,29.5,83.34,0.76,107.32,752.73,183.32,0.0,15-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
15-Jul-2020 - 00:00,22.35,52.03,7.0,2.1,9.03,3.3,,0.35,32.49,0.29,0.4,0.49,0.09,0.02,30.39,78.03,1.33,91.38,752.08,198.82,0.0,16-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
16-Jul-2020 - 00:00,23.64,41.98,22.6,7.42,30.52,3.29,,0.41,32.68,0.84,0.69,1.08,0.2,0.09,30.94,75.7,1.17,89.92,750.78,211.41,0.0,17-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
17-Jul-2020 - 00:00,22.73,49.15,13.67,8.69,18.47,3.27,,0.34,32.89,0.83,1.37,1.12,0.28,0.1,31.41,73.67,1.01,90.84,751.17,184.23,0.0,18-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
18-Jul-2020 - 00:00,26.43,61.08,2.49,0.4,3.24,3.25,,0.41,27.19,1.12,0.9,0.85,0.26,0.11,31.11,79.31,0.61,96.26,752.63,149.44,0.0,19-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
19-Jul-2020 - 00:00,17.05,40.04,2.72,0.55,3.63,3.25,,0.36,18.91,0.67,0.7,0.83,0.22,0.13,27.75,90.63,0.34,185.99,752.74,51.03,0.0,20-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
20-Jul-2020 - 00:00,6.54,23.1,4.33,0.9,5.11,3.24,,0.23,19.32,0.61,0.8,1.1,0.22,0.12,26.34,95.5,0.27,143.41,753.48,47.71,0.0,21-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
21-Jul-2020 - 00:00,,22.66,4.27,0.97,5.54,3.22,,0.38,24.77,0.75,1.09,2.02,0.3,0.17,27.56,91.47,0.42,196.51,755.7,102.06,0.0,22-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
22-Jul-2020 - 00:00,,26.5,3.94,0.86,5.16,3.22,,0.36,32.11,0.64,1.17,1.61,0.32,0.16,29.65,83.49,0.85,217.48,782.75,233.95,0.0,23-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
23-Jul-2020 - 00:00,,26.69,4.44,0.94,5.88,3.26,,0.37,42.93,0.71,1.15,1.92,0.35,0.21,28.24,86.38,0.37,122.14,784.42,159.68,0.0,24-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
24-Jul-2020 - 00:00,,27.87,4.93,1.03,6.45,3.22,,0.42,35.61,0.91,1.37,1.98,0.38,0.24,27.4,93.38,0.67,98.95,748.91,88.78,0.0,25-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
25-Jul-2020 - 00:00,,7.36,5.24,1.04,6.73,3.28,,0.51,35.96,1.27,1.98,1.83,0.45,0.22,29.24,85.33,0.4,95.85,749.06,185.84,0.0,26-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
26-Jul-2020 - 00:00,,5.91,4.22,0.9,5.5,3.28,,0.52,29.52,1.65,1.67,1.84,0.41,0.17,30.73,82.35,0.45,220.39,749.03,205.23,0.0,27-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
27-Jul-2020 - 00:00,,17.2,3.06,0.7,3.65,3.29,,0.41,22.73,0.84,0.87,1.57,0.26,0.11,30.4,85.44,0.48,231.28,749.14,138.9,0.0,28-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
28-Jul-2020 - 00:00,,28.47,2.83,0.87,2.02,3.28,,0.33,20.76,0.74,0.91,1.39,0.26,0.13,27.62,92.32,0.4,140.91,748.9,69.1,0.0,29-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
29-Jul-2020 - 00:00,,41.08,3.93,1.12,2.01,3.23,,0.43,27.71,1.03,1.26,2.44,0.34,0.14,29.55,84.02,0.38,121.05,749.24,206.79,0.0,30-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
30-Jul-2020 - 00:00,33.39,45.85,2.77,0.37,3.3,3.26,,0.46,18.05,1.07,1.09,1.68,0.31,0.11,28.22,92.77,0.22,141.79,749.02,67.43,0.0,31-Jul-2020 - 00:00,"Samanpura, Patna - BSPCB"
31-Jul-2020 - 00:00,28.73,45.23,9.59,5.71,15.77,10.68,,0.41,25.0,1.53,1.67,2.02,0.63,0.17,28.6,89.82,0.31,115.89,749.48,166.12,0.0,01-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
01-Aug-2020 - 00:00,36.25,51.38,20.49,22.3,41.97,3.57,,0.56,30.26,1.05,1.73,2.68,0.35,0.1,29.81,86.05,0.17,140.74,775.01,149.88,0.0,02-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
02-Aug-2020 - 00:00,34.8,48.21,7.24,10.09,16.91,3.54,,0.47,27.11,0.47,0.72,1.19,0.18,0.1,29.82,85.58,0.4,208.25,843.87,153.02,0.0,03-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
03-Aug-2020 - 00:00,24.99,44.88,17.66,11.32,28.9,3.75,,0.46,24.65,0.38,0.57,1.07,0.14,0.04,30.53,85.78,0.31,175.11,802.63,172.39,0.0,04-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
04-Aug-2020 - 00:00,25.89,58.24,18.04,15.03,27.53,3.74,,0.43,29.06,0.49,0.51,1.07,0.14,0.07,30.59,83.6,0.6,224.95,752.23,186.28,0.0,05-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
05-Aug-2020 - 00:00,14.07,20.01,3.26,10.21,11.25,3.52,,0.42,23.83,0.28,0.4,0.57,0.12,0.04,29.45,86.47,1.01,88.17,752.28,195.54,0.0,06-Aug-2020 - 00:00,"Samanpura, Patna - BSPCB"
