from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
15-Apr-2020 - 00:00,62.21,204.96,0.0,34.52,95.31,13.04,2.46,30.12,17.22,26.96,1.02,44.83,,,,27.06,40.94,738.88,198.7,1.7,16-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Apr-2020 - 00:00,100.8,249.53,0.0,34.28,89.89,21.23,0.79,34.5,18.79,32.26,1.15,51.38,4.91,19.4,2.86,27.56,40.5,737.65,160.98,2.41,17-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Apr-2020 - 00:00,30.07,103.07,0.0,32.77,85.14,10.39,0.79,35.52,19.45,32.53,0.64,23.58,2.77,12.02,0.75,29.46,42.52,737.31,206.34,3.72,18-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Apr-2020 - 00:00,27.79,97.39,0.06,30.39,89.82,9.48,0.82,31.41,17.18,34.32,0.63,18.35,3.07,12.06,0.54,29.84,53.36,739.22,237.24,3.25,19-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Apr-2020 - 00:00,41.79,73.8,0.0,30.05,106.77,10.35,0.83,42.74,22.9,34.32,0.79,17.97,4.25,23.19,1.39,29.97,53.38,738.66,167.6,2.7,20-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Apr-2020 - 00:00,57.59,118.32,0.0,28.74,63.1,10.17,0.79,35.63,19.45,35.2,0.9,17.34,4.2,26.1,1.6,30.06,54.46,739.69,139.62,2.11,21-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Apr-2020 - 00:00,41.58,93.15,0.0,29.65,102.45,13.3,0.87,42.73,23.39,33.02,0.73,23.85,4.2,26.1,1.6,29.78,53.01,740.0,165.79,2.33,22-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Apr-2020 - 00:00,83.83,167.49,0.0,31.37,103.51,15.81,0.81,38.43,21.04,32.86,0.97,29.21,4.15,34.59,2.77,29.63,45.18,738.51,202.41,1.47,23-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Apr-2020 - 00:00,50.48,121.09,0.0,31.19,68.66,13.5,0.85,32.88,18.13,32.43,0.85,26.45,5.26,23.26,2.13,29.87,46.14,737.66,177.8,2.07,24-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Apr-2020 - 00:00,62.96,128.89,0.0,31.9,101.59,7.62,0.82,29.27,15.89,32.9,0.91,22.18,6.11,26.43,2.35,29.8,50.55,736.19,212.71,1.41,25-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Apr-2020 - 00:00,26.88,81.39,0.0,32.63,90.67,7.48,0.82,23.41,13.08,30.79,0.68,24.29,2.68,23.97,1.69,29.75,46.1,736.43,180.56,1.84,26-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Apr-2020 - 00:00,46.21,116.01,0.03,27.23,58.18,6.66,0.75,24.6,13.63,35.24,0.72,16.98,4.45,20.67,0.92,30.55,66.88,739.51,252.28,3.5,27-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Apr-2020 - 00:00,26.46,47.96,0.0,26.92,103.56,4.04,0.79,18.89,10.64,34.88,0.64,13.98,3.65,10.03,0.46,30.59,72.54,742.39,276.1,5.57,28-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Apr-2020 - 00:00,45.52,85.41,0.0,29.54,93.95,5.05,0.69,22.81,12.4,34.52,0.75,13.66,3.7,9.6,0.5,30.16,64.51,742.04,247.48,2.31,29-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Apr-2020 - 00:00,52.95,103.09,0.0,32.22,98.77,5.61,0.76,21.66,11.87,33.3,0.75,19.99,3.7,9.6,0.5,29.7,59.8,739.39,165.61,1.45,30-Apr-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Apr-2020 - 00:00,50.05,107.1,0.0,32.88,99.02,5.38,0.76,19.69,10.83,31.5,0.74,21.7,3.33,13.19,0.57,29.44,58.69,738.71,190.74,2.28,01-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-May-2020 - 00:00,61.02,133.31,0.0,32.21,98.45,5.47,0.72,17.93,9.87,30.96,0.79,17.98,4.01,18.73,0.67,29.64,65.56,737.0,267.31,4.6,02-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-May-2020 - 00:00,34.54,97.88,0.0,31.23,98.19,3.3,0.8,14.14,8.1,28.53,0.64,12.7,2.25,9.19,0.34,29.94,65.15,736.93,278.9,8.97,03-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-May-2020 - 00:00,34.95,75.56,0.02,29.21,57.46,4.47,0.72,19.86,10.91,30.59,0.66,9.82,2.72,12.68,0.49,30.38,71.72,738.09,228.14,12.23,04-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-May-2020 - 00:00,29.98,63.12,0.0,29.54,102.64,10.51,0.77,33.92,18.63,31.02,0.69,18.31,2.7,14.7,0.54,30.13,66.04,739.39,191.08,5.4,05-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-May-2020 - 00:00,68.15,128.08,0.0,32.67,104.4,16.29,0.74,35.07,18.85,31.17,0.93,23.62,6.72,20.93,1.3,29.63,55.34,737.82,187.82,1.84,06-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-May-2020 - 00:00,52.81,151.93,0.0,31.13,85.29,6.27,1.91,30.66,17.74,33.81,0.86,20.84,4.81,22.17,1.32,29.92,57.61,737.43,228.62,1.87,07-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-May-2020 - 00:00,32.77,81.57,0.02,30.91,108.93,8.34,6.93,26.04,19.16,31.82,0.72,32.45,2.96,24.04,0.76,29.97,51.77,738.07,211.42,7.66,08-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-May-2020 - 00:00,47.05,107.85,0.0,33.58,103.31,6.54,4.45,23.24,15.68,30.58,0.79,31.69,3.94,23.79,0.99,29.52,53.74,736.24,174.17,13.84,09-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-May-2020 - 00:00,49.88,111.28,0.0,34.71,101.05,4.57,6.37,14.67,12.78,27.2,0.77,30.38,3.27,15.66,0.57,29.3,54.87,736.83,190.68,19.26,10-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-May-2020 - 00:00,44.15,79.69,0.01,29.13,57.9,3.52,6.57,20.61,16.05,27.67,0.7,33.49,2.87,11.44,0.56,30.41,65.65,738.48,247.46,11.03,11-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-May-2020 - 00:00,42.96,79.79,0.0,29.37,96.74,6.73,6.76,19.92,16.08,28.89,0.74,53.43,3.6,12.03,0.62,30.18,67.24,739.3,259.68,3.8,12-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-May-2020 - 00:00,45.57,78.89,0.0,31.55,77.31,11.57,6.68,21.24,16.49,25.61,0.77,54.4,3.77,15.59,0.68,29.9,62.01,738.79,246.55,2.28,13-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-May-2020 - 00:00,66.17,154.33,0.0,31.91,65.23,12.91,7.0,24.17,18.25,23.45,0.9,45.86,4.19,20.75,1.13,29.81,63.09,737.55,177.85,2.24,14-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-May-2020 - 00:00,57.91,122.14,0.24,32.36,94.0,24.63,9.44,23.1,19.94,22.43,0.89,76.74,3.69,30.61,2.13,29.73,61.01,736.76,160.78,1.92,15-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-May-2020 - 00:00,52.98,116.97,0.0,32.9,108.19,32.04,9.26,38.91,27.75,23.46,0.82,119.48,3.05,22.14,1.66,29.64,51.5,736.06,171.42,2.71,16-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-May-2020 - 00:00,69.77,151.73,0.0,34.36,112.92,34.14,4.77,37.39,23.25,25.03,0.88,132.21,3.37,19.57,1.98,29.48,44.16,735.0,165.99,2.92,17-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-May-2020 - 00:00,85.38,171.91,0.0,35.81,96.29,24.8,6.49,28.97,20.68,24.02,0.98,108.47,4.6,28.19,2.69,29.33,39.78,733.73,150.88,1.77,18-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-May-2020 - 00:00,104.9,215.82,0.0,35.73,103.48,27.69,4.92,31.24,20.6,22.24,1.06,112.78,5.81,31.8,3.65,29.31,37.28,732.86,165.57,1.78,19-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-May-2020 - 00:00,119.99,243.68,0.0,35.65,101.98,35.22,8.85,34.55,25.55,22.04,1.32,99.91,8.16,55.3,4.54,29.29,35.7,732.18,192.47,2.55,20-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-May-2020 - 00:00,62.4,172.43,0.0,35.21,113.15,35.65,6.46,34.96,23.82,19.44,0.86,113.38,5.18,31.04,2.16,29.34,32.52,731.88,174.38,2.83,21-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-May-2020 - 00:00,48.21,180.93,0.0,36.68,114.31,13.77,6.31,45.47,25.76,22.81,0.92,83.05,4.03,22.14,3.23,29.16,32.21,730.97,166.02,3.14,22-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-May-2020 - 00:00,97.62,224.66,0.0,38.21,105.96,19.36,1.05,57.07,30.24,41.17,1.27,72.45,7.68,56.66,4.82,32.97,34.21,731.25,177.69,5.23,23-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-May-2020 - 00:00,82.54,226.67,0.0,39.32,101.1,19.48,1.19,45.37,24.36,,1.04,68.41,8.13,57.49,2.63,36.61,35.71,732.4,175.19,3.66,24-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-May-2020 - 00:00,79.99,243.01,0.0,39.69,107.97,35.18,1.11,30.95,17.09,26.07,0.95,82.76,8.13,30.43,1.23,31.58,38.09,732.96,170.95,3.1,25-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-May-2020 - 00:00,63.01,181.68,0.0,39.47,113.35,32.72,0.71,29.25,15.79,23.52,0.99,85.77,4.08,32.4,2.08,22.07,34.43,732.44,158.18,2.29,26-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-May-2020 - 00:00,53.5,194.71,0.0,40.11,113.02,14.27,0.97,32.96,18.0,22.8,1.09,62.91,5.64,62.39,3.5,22.39,33.78,730.93,142.71,2.7,27-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-May-2020 - 00:00,41.93,167.6,0.0,39.06,106.04,10.98,0.73,18.94,10.41,22.2,0.79,70.2,2.73,22.87,2.17,22.65,37.08,729.57,209.56,2.24,28-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-May-2020 - 00:00,35.46,238.09,0.01,33.79,94.9,7.86,0.78,11.97,6.85,26.96,0.68,43.87,2.32,17.72,1.43,25.37,57.97,731.77,253.16,3.67,29-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-May-2020 - 00:00,24.54,65.47,0.03,30.41,87.33,4.77,0.77,13.66,7.71,26.0,0.62,36.4,1.53,12.63,0.62,26.81,68.52,734.73,246.85,2.64,30-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-May-2020 - 00:00,21.46,42.75,0.0,29.77,105.2,4.52,0.76,11.69,6.67,23.77,0.49,39.23,1.24,11.25,0.54,26.75,70.52,736.62,201.65,2.37,31-May-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-May-2020 - 00:00,27.6,41.31,2.05,24.82,17.5,2.42,0.68,13.66,7.25,26.63,0.5,27.36,1.76,11.6,0.39,28.51,90.82,738.39,235.46,2.37,01-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Jun-2020 - 00:00,53.97,99.06,0.0,32.41,150.35,17.86,0.79,19.54,11.04,25.7,0.98,43.67,3.72,23.16,1.93,26.91,66.1,738.37,234.32,1.7,02-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Jun-2020 - 00:00,49.06,100.99,0.0,31.92,102.62,8.39,0.75,17.73,9.82,25.01,0.82,43.55,3.29,28.66,1.92,26.91,66.9,736.7,184.49,1.54,03-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Jun-2020 - 00:00,67.31,142.47,0.0,32.96,95.4,10.97,0.81,21.82,12.18,24.42,0.95,46.78,,,,26.34,62.98,734.81,193.35,1.87,04-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Jun-2020 - 00:00,77.38,160.71,0.0,31.5,64.54,19.08,0.67,23.91,13.22,27.75,1.07,40.44,3.71,19.55,1.72,26.63,67.86,733.94,216.27,4.78,05-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Jun-2020 - 00:00,45.57,90.65,0.0,30.48,79.24,10.33,0.76,15.33,8.57,24.77,0.83,43.5,3.2,18.65,1.4,26.75,70.86,734.01,237.6,3.52,06-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Jun-2020 - 00:00,32.12,80.82,0.0,31.64,104.22,4.42,0.83,13.22,7.54,21.59,0.75,39.47,2.24,16.2,0.95,26.43,68.78,733.43,236.86,2.17,07-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Jun-2020 - 00:00,41.01,94.36,0.0,31.51,81.19,8.86,0.69,15.88,8.8,20.88,0.75,40.27,2.6,19.6,2.0,26.72,68.17,733.15,217.0,1.41,08-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Jun-2020 - 00:00,56.26,119.16,0.0,33.54,109.29,23.93,0.77,19.61,10.78,20.5,0.87,80.58,2.84,18.91,2.13,26.08,62.7,732.59,216.48,1.36,09-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Jun-2020 - 00:00,67.76,161.54,0.0,36.37,103.53,21.76,0.73,25.13,13.75,20.88,1.03,81.34,4.39,28.64,2.9,24.58,57.3,732.38,192.02,1.39,10-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Jun-2020 - 00:00,66.22,179.17,0.02,36.7,97.84,23.7,0.78,30.33,16.56,23.51,1.08,84.03,4.24,28.84,3.15,24.78,58.41,731.7,156.16,1.15,11-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Jun-2020 - 00:00,64.0,159.05,0.0,36.61,108.86,24.81,0.74,23.37,12.94,25.25,0.99,71.16,3.78,26.5,2.03,24.53,58.76,730.69,195.94,1.14,12-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Jun-2020 - 00:00,62.91,154.77,0.0,37.07,104.52,10.63,0.73,20.17,11.06,25.28,1.0,71.36,3.51,19.76,1.64,24.07,60.42,729.49,203.89,1.46,13-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Jun-2020 - 00:00,58.89,168.65,0.01,34.24,69.86,11.05,0.76,18.92,10.64,24.64,0.97,45.53,3.23,13.67,0.98,24.97,68.51,730.26,226.03,1.61,14-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Jun-2020 - 00:00,79.73,188.8,0.0,35.57,92.71,17.15,0.74,22.36,12.38,24.3,1.16,41.05,2.9,7.8,1.0,24.67,65.8,731.62,217.92,1.24,15-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Jun-2020 - 00:00,51.89,145.12,0.0,37.63,108.23,9.06,0.75,22.05,11.82,23.52,0.91,65.31,3.29,13.97,1.52,25.83,56.56,729.65,190.7,1.4,16-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Jun-2020 - 00:00,35.48,113.96,0.0,37.33,115.52,7.33,0.72,16.24,9.16,18.08,0.8,69.47,2.69,11.55,0.87,24.12,57.34,727.42,206.51,4.27,17-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Jun-2020 - 00:00,30.0,96.57,0.0,36.94,268.5,5.22,0.8,12.78,7.45,16.54,0.77,61.28,2.26,6.9,0.63,23.35,63.29,727.57,261.5,2.16,18-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Jun-2020 - 00:00,33.93,109.39,0.0,39.69,283.57,5.59,0.68,14.36,8.19,19.8,0.84,90.71,3.81,11.43,0.47,23.91,53.14,728.04,187.54,1.92,19-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Jun-2020 - 00:00,63.88,260.9,0.0,38.09,126.95,10.97,0.83,17.23,9.85,24.38,0.95,22.12,3.25,16.02,1.1,25.65,63.57,729.33,273.05,2.02,20-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Jun-2020 - 00:00,37.2,132.85,0.23,33.39,73.41,9.09,0.7,19.57,10.73,20.73,0.75,51.43,2.35,17.15,1.27,26.66,68.0,731.2,189.14,2.33,21-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Jun-2020 - 00:00,33.92,112.17,0.0,32.83,13.58,4.63,0.85,28.84,15.72,19.01,0.74,11.25,3.26,43.89,4.0,24.99,66.08,731.33,208.5,1.68,22-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Jun-2020 - 00:00,50.29,94.25,0.0,31.69,14.15,10.41,0.58,21.0,11.63,23.74,1.28,13.51,2.97,23.49,1.88,27.69,85.05,733.1,277.35,1.59,25-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Jun-2020 - 00:00,52.17,104.35,0.09,32.97,91.24,11.72,0.76,21.59,11.85,20.38,0.57,43.75,3.05,28.49,2.12,25.07,79.08,731.3,196.04,1.52,26-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Jun-2020 - 00:00,56.77,134.38,0.0,33.79,89.82,6.32,0.81,22.32,12.26,21.33,0.9,41.44,3.68,25.69,1.8,24.98,75.55,730.15,188.19,1.59,27-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Jun-2020 - 00:00,39.28,190.92,0.0,35.84,95.79,3.52,0.73,25.17,13.66,18.48,0.75,24.68,2.29,28.99,1.78,24.43,64.99,728.78,119.76,1.81,28-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Jun-2020 - 00:00,57.67,361.68,0.0,37.88,105.3,14.33,0.79,21.91,12.26,16.79,0.78,31.24,3.29,57.44,0.47,24.39,60.65,727.88,137.51,1.75,29-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Jun-2020 - 00:00,52.52,220.27,0.0,35.57,100.2,14.82,0.73,21.39,11.93,18.08,0.86,56.16,2.73,42.01,0.66,24.62,70.19,730.19,220.61,4.17,30-Jun-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Jun-2020 - 00:00,46.11,115.57,0.0,33.37,91.43,5.42,0.69,15.39,8.7,19.23,0.82,59.51,1.95,8.28,0.78,24.94,78.17,731.84,279.69,7.6,01-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Jul-2020 - 00:00,50.66,128.6,0.0,34.91,89.71,5.02,0.7,16.63,9.26,18.26,0.88,77.81,2.51,14.51,1.01,24.22,72.73,730.48,260.84,7.8,02-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Jul-2020 - 00:00,65.96,161.83,0.0,36.45,97.28,6.78,0.73,17.26,9.75,19.78,0.95,90.02,2.5,23.66,1.03,24.89,68.59,728.1,232.68,4.53,03-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Jul-2020 - 00:00,67.84,161.26,0.0,36.47,92.51,7.53,0.78,19.18,10.59,19.62,0.96,76.45,2.6,24.4,1.0,24.78,70.12,727.53,244.72,4.39,04-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Jul-2020 - 00:00,47.15,103.38,0.0,33.81,97.04,5.58,0.77,14.28,8.03,18.69,0.8,57.37,2.6,24.4,1.0,24.54,76.91,728.12,276.26,3.64,05-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Jul-2020 - 00:00,26.02,52.79,0.21,30.39,90.66,6.93,0.66,6.9,4.09,13.89,0.72,65.67,2.6,24.4,1.0,25.54,82.41,729.05,245.88,3.79,06-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Jul-2020 - 00:00,47.56,87.66,0.04,31.85,77.88,3.66,2.02,10.77,6.97,19.68,0.81,46.2,2.25,18.95,1.28,25.32,83.38,728.32,260.43,1.97,07-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Jul-2020 - 00:00,19.89,44.98,0.01,30.25,89.14,2.16,3.17,8.86,7.14,19.24,0.68,21.87,1.34,8.69,0.69,25.29,86.42,731.33,292.26,2.61,08-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Jul-2020 - 00:00,25.82,57.43,0.0,31.23,68.98,2.28,3.15,12.78,9.12,17.88,0.86,25.61,1.78,10.59,1.32,25.22,85.93,732.42,241.83,2.34,09-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Jul-2020 - 00:00,44.54,95.73,0.0,34.15,80.48,4.09,3.14,18.37,12.16,17.27,0.9,63.48,2.3,32.1,2.9,24.65,76.43,728.83,173.9,1.08,10-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Jul-2020 - 00:00,28.14,86.9,0.0,35.56,97.95,5.73,3.15,15.01,10.32,17.0,0.76,59.25,2.33,20.99,1.89,24.64,70.74,726.53,131.51,1.87,11-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Jul-2020 - 00:00,23.95,64.68,0.2,32.11,81.4,3.19,3.12,12.67,9.01,16.33,0.68,72.42,1.68,16.27,0.99,25.12,79.16,727.97,189.55,2.37,12-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Jul-2020 - 00:00,23.19,61.05,0.0,31.43,87.22,17.24,3.19,9.72,7.55,16.43,0.64,95.86,1.73,23.18,1.3,25.18,77.28,729.41,200.89,3.03,13-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Jul-2020 - 00:00,38.28,138.61,0.0,33.59,109.56,12.84,3.15,14.28,10.03,15.57,0.77,88.05,2.5,25.69,2.69,24.35,71.59,729.01,175.68,2.02,14-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Jul-2020 - 00:00,44.35,179.42,0.0,35.45,88.56,7.09,3.18,15.59,10.64,21.7,0.83,76.6,2.14,25.11,1.86,25.08,71.04,729.91,186.43,1.47,15-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Jul-2020 - 00:00,38.23,97.48,0.04,33.37,95.86,5.94,3.16,10.13,7.75,19.88,0.74,63.08,1.54,11.1,0.82,24.44,77.89,730.77,277.91,2.33,16-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Jul-2020 - 00:00,32.59,80.0,0.0,33.3,83.27,6.61,3.19,10.71,8.08,21.53,0.73,41.2,1.6,12.14,1.17,24.9,78.69,729.85,283.44,3.98,17-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Jul-2020 - 00:00,48.5,89.21,0.05,33.21,71.81,4.68,3.23,11.02,8.26,20.03,0.78,45.55,1.84,16.39,1.61,24.73,81.22,730.47,270.07,7.27,18-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Jul-2020 - 00:00,35.48,75.52,0.0,32.66,72.32,5.5,3.2,9.11,7.23,19.65,0.75,37.65,1.77,17.8,0.94,24.73,82.7,731.59,263.15,9.17,19-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Jul-2020 - 00:00,32.06,67.46,0.22,31.67,66.55,8.68,3.22,16.1,10.96,19.86,0.97,67.68,3.38,27.89,2.82,25.18,84.52,730.18,179.39,2.05,20-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Jul-2020 - 00:00,20.81,57.14,0.0,30.79,69.9,7.52,3.18,18.04,11.91,19.47,0.82,87.64,2.47,23.92,2.61,25.53,79.23,728.45,130.49,2.24,21-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Jul-2020 - 00:00,21.22,41.57,0.41,28.12,70.62,6.26,3.19,16.24,10.95,17.64,0.78,55.12,2.44,30.1,3.17,26.34,89.0,731.48,171.71,2.04,22-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Jul-2020 - 00:00,34.62,66.11,0.47,28.04,50.66,8.95,3.25,19.68,12.84,16.73,0.89,43.43,3.4,38.47,3.92,26.14,92.39,732.5,185.58,1.44,23-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Jul-2020 - 00:00,51.42,103.28,0.0,31.34,98.38,11.2,3.2,22.85,14.44,19.41,1.01,60.01,4.08,35.64,3.89,26.6,80.07,731.54,165.26,3.92,24-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Jul-2020 - 00:00,44.1,95.12,0.0,31.89,99.76,7.71,3.15,12.89,9.22,21.98,0.78,52.62,2.29,12.62,1.33,25.38,80.11,734.36,273.1,3.34,25-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Jul-2020 - 00:00,28.01,58.67,0.0,31.41,78.4,5.27,3.21,7.8,6.56,22.11,0.72,34.53,2.2,11.0,1.2,25.17,84.91,736.07,278.72,3.38,26-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Jul-2020 - 00:00,56.15,105.24,0.28,32.58,78.94,12.62,3.09,16.32,10.88,22.85,1.19,61.17,3.53,25.78,3.74,25.0,82.86,735.59,220.26,3.23,27-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Jul-2020 - 00:00,52.58,122.92,0.0,34.68,99.4,10.83,3.18,20.07,12.98,27.3,1.08,51.27,4.32,44.62,4.46,25.01,75.16,732.59,171.21,1.7,28-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Jul-2020 - 00:00,28.83,98.03,0.0,35.3,98.12,11.32,3.19,13.26,9.45,20.26,0.82,58.36,2.27,34.0,1.96,25.2,71.91,730.55,159.02,2.85,29-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Jul-2020 - 00:00,23.79,68.76,0.0,31.52,32.21,5.23,3.17,4.47,4.59,17.94,0.74,67.78,5.7,43.0,5.6,25.88,81.35,729.82,137.59,2.16,30-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Jul-2020 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
