from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,Toluene,AT,SR,RH,RF,WS,WD,to date,station
12-Aug-2020 - 00:00,24.6,43.49,10.47,18.21,7.75,8.91,4.11,0.92,69.29,0.0,0.0,0.0,0.0,33.34,179.28,61.51,0.0,20.43,192.47,13-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
13-Aug-2020 - 00:00,27.95,54.25,11.62,17.36,5.75,5.59,4.28,1.0,67.69,0.0,0.0,0.0,0.0,33.33,179.34,61.52,0.0,20.58,188.96,14-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
14-Aug-2020 - 00:00,29.46,67.15,11.78,18.74,6.95,6.8,4.03,0.95,63.96,0.0,0.0,0.0,0.0,33.34,179.26,61.53,0.0,20.8,195.58,15-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
15-Aug-2020 - 00:00,28.66,51.72,11.48,16.25,4.78,3.88,4.07,0.9,68.43,0.0,0.0,0.0,0.0,33.33,179.35,61.51,0.0,20.1,197.39,16-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
16-Aug-2020 - 00:00,28.53,60.96,8.95,14.0,5.06,4.33,4.02,0.87,67.85,0.0,0.0,0.0,0.0,33.32,179.26,61.49,0.0,19.79,200.21,17-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
17-Aug-2020 - 00:00,44.6,72.63,11.65,18.83,7.18,6.02,4.33,0.89,68.62,0.0,0.0,0.0,0.0,33.48,176.94,61.04,0.0,18.17,189.93,18-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
18-Aug-2020 - 00:00,26.63,76.85,12.23,17.55,5.31,1.71,4.72,0.93,69.94,0.0,0.0,0.0,0.0,33.56,175.87,61.61,0.0,18.07,193.36,19-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
19-Aug-2020 - 00:00,25.44,45.86,12.45,16.66,4.21,3.01,4.55,0.97,69.87,0.0,0.05,0.0,0.0,33.58,175.95,61.65,0.0,18.02,194.03,20-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
20-Aug-2020 - 00:00,28.16,63.53,11.92,15.21,3.29,0.42,4.51,1.0,75.07,0.0,0.0,0.0,0.0,33.49,177.62,61.53,0.0,17.83,191.42,21-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
21-Aug-2020 - 00:00,35.72,75.09,11.98,15.05,3.07,1.73,4.55,1.05,80.81,0.0,0.0,0.0,0.0,33.57,176.62,61.48,0.0,17.92,184.07,22-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
22-Aug-2020 - 00:00,17.72,57.14,10.8,14.04,3.25,5.34,4.38,0.86,83.31,0.0,0.0,0.0,0.0,33.5,177.54,61.67,0.0,17.61,181.84,23-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
23-Aug-2020 - 00:00,15.5,54.34,8.67,11.92,3.25,2.92,4.13,0.73,82.09,0.0,0.0,0.0,0.0,33.53,176.41,61.71,0.0,18.42,185.16,24-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
24-Aug-2020 - 00:00,13.23,38.97,7.65,10.3,2.65,3.98,3.95,0.74,73.82,0.0,0.0,0.0,0.0,33.44,177.87,61.6,0.0,18.44,165.42,25-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
25-Aug-2020 - 00:00,18.3,48.86,34.59,43.23,14.83,25.64,4.05,0.81,78.02,0.0,0.0,0.0,0.0,33.46,177.43,61.62,0.0,18.19,153.51,26-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
26-Aug-2020 - 00:00,26.49,54.58,46.14,32.87,16.45,74.82,3.95,1.0,76.76,0.0,0.0,0.0,0.0,33.38,176.96,61.36,0.0,17.76,182.61,27-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
27-Aug-2020 - 00:00,19.23,49.5,17.08,8.73,5.48,58.1,4.01,1.08,78.82,0.0,0.0,0.0,0.0,33.5,177.43,61.35,0.0,17.36,174.76,28-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
28-Aug-2020 - 00:00,28.42,55.27,6.76,20.42,13.77,30.59,4.08,0.94,84.92,0.0,0.0,0.0,0.0,33.6,176.14,61.59,0.0,16.35,177.03,29-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
29-Aug-2020 - 00:00,32.28,60.09,11.01,18.61,7.63,18.52,4.31,0.96,85.89,0.0,0.0,0.0,0.0,33.57,176.2,61.67,0.0,15.96,180.06,30-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
30-Aug-2020 - 00:00,34.42,61.09,9.76,17.27,7.52,10.66,4.69,0.82,90.34,0.0,0.0,0.0,0.0,33.63,174.48,61.84,0.0,16.67,155.71,31-Aug-2020 - 00:00,"Manali Village, Chennai - TNPCB"
31-Aug-2020 - 00:00,17.43,46.83,8.02,16.09,16.27,21.35,4.47,0.76,73.91,0.0,0.0,0.0,0.0,33.51,177.69,61.0,0.0,15.22,133.05,01-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
01-Sep-2020 - 00:00,18.76,51.25,4.77,4.81,7.11,35.45,4.29,0.82,81.16,0.0,0.0,0.0,0.0,33.69,175.91,61.8,0.0,14.72,168.37,02-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
02-Sep-2020 - 00:00,17.35,46.66,9.08,24.65,6.28,24.11,5.4,0.86,75.08,0.0,0.0,0.0,0.0,33.57,177.11,61.72,0.0,15.27,142.23,03-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
03-Sep-2020 - 00:00,19.76,55.27,1.54,0.89,0.57,8.08,4.99,0.87,79.99,0.0,0.0,0.0,0.0,33.57,177.05,61.69,0.0,15.77,144.75,04-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
04-Sep-2020 - 00:00,14.73,38.02,3.8,3.89,3.42,20.44,4.58,0.83,78.02,0.0,0.0,0.0,0.0,33.43,179.34,61.54,0.0,16.07,140.82,05-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
05-Sep-2020 - 00:00,7.08,31.47,2.96,10.79,8.22,45.11,4.42,0.8,78.56,0.0,0.0,0.0,0.0,33.59,177.16,61.69,0.0,16.12,146.19,06-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
06-Sep-2020 - 00:00,2.12,31.01,2.59,8.58,6.02,31.31,4.21,0.75,85.97,0.0,0.0,0.0,0.0,33.47,177.25,61.62,0.0,19.53,172.11,07-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
07-Sep-2020 - 00:00,6.33,32.25,3.43,9.55,6.69,31.49,4.23,0.83,76.9,0.0,0.0,0.0,0.0,33.35,179.12,61.53,0.0,19.12,167.54,08-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
08-Sep-2020 - 00:00,13.76,30.59,3.34,10.45,7.13,30.71,4.3,0.92,77.77,0.0,0.0,0.0,0.0,33.29,179.57,61.44,0.0,18.58,177.42,09-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
09-Sep-2020 - 00:00,13.08,32.93,5.18,10.76,5.58,33.71,4.29,0.89,76.49,0.0,0.0,0.0,0.0,33.21,180.76,61.45,0.0,18.65,190.36,10-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
10-Sep-2020 - 00:00,14.0,34.47,6.87,17.9,10.86,34.06,4.3,1.0,72.53,0.0,0.0,0.0,0.0,33.2,181.16,61.43,0.0,18.76,192.81,11-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
11-Sep-2020 - 00:00,17.88,38.3,7.39,12.51,5.4,30.65,4.33,1.08,64.9,0.0,0.0,0.0,0.0,33.28,179.86,61.55,0.0,19.06,195.52,12-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
12-Sep-2020 - 00:00,16.22,32.37,8.64,21.87,13.22,31.7,4.39,1.1,65.86,0.0,0.0,0.0,0.0,33.33,178.84,61.59,0.0,19.44,200.03,13-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
13-Sep-2020 - 00:00,10.32,19.48,5.15,12.4,7.26,29.73,4.2,1.06,75.88,0.0,0.0,0.0,0.0,33.23,180.8,61.44,0.0,18.6,199.28,14-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
14-Sep-2020 - 00:00,10.74,22.05,6.94,16.12,9.18,33.28,4.05,0.99,59.89,0.0,0.0,0.0,0.29,33.22,180.96,61.41,0.0,18.71,197.24,15-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
15-Sep-2020 - 00:00,22.14,44.06,5.41,15.49,10.81,33.74,4.32,1.16,62.4,0.0,0.0,0.0,0.0,33.17,181.57,61.34,0.0,19.01,189.88,16-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
16-Sep-2020 - 00:00,17.91,55.45,5.85,11.74,5.89,33.98,4.26,1.23,63.54,0.0,0.0,0.0,0.0,33.19,181.49,61.38,0.0,18.83,191.71,17-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
17-Sep-2020 - 00:00,19.81,39.72,6.43,12.64,6.2,32.26,4.2,1.02,70.39,0.0,0.0,0.0,0.0,33.17,181.66,61.36,0.0,18.64,191.59,18-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
18-Sep-2020 - 00:00,20.77,40.29,7.82,13.61,5.79,30.69,4.2,0.96,70.47,0.0,0.0,0.0,0.0,33.05,181.36,61.35,0.0,22.54,195.95,19-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
19-Sep-2020 - 00:00,11.21,28.41,5.72,13.45,7.78,29.67,4.37,1.08,78.0,0.0,0.0,0.0,0.0,33.22,178.9,61.53,0.0,22.51,196.4,20-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
20-Sep-2020 - 00:00,8.26,22.08,8.55,15.22,6.67,27.21,4.23,0.92,65.56,0.0,0.0,0.0,0.0,33.27,178.97,61.55,0.0,21.28,200.92,21-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
21-Sep-2020 - 00:00,18.21,56.12,7.89,13.62,5.73,26.23,4.28,1.03,60.77,0.0,0.0,0.0,0.0,33.31,178.1,61.56,0.0,21.83,195.31,22-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
22-Sep-2020 - 00:00,13.88,49.35,6.93,13.36,6.43,27.24,4.27,1.02,60.23,0.0,0.0,0.0,0.0,33.27,178.76,60.37,0.0,21.85,193.68,23-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
23-Sep-2020 - 00:00,19.5,54.23,6.56,11.78,5.26,26.35,4.2,0.9,73.53,0.0,0.0,0.0,0.0,33.31,176.91,60.5,0.0,23.12,188.82,24-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
24-Sep-2020 - 00:00,17.25,51.72,16.03,21.93,12.3,26.15,4.47,0.9,77.95,0.0,0.0,0.0,0.0,33.3,176.62,60.48,0.0,23.13,179.62,25-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
25-Sep-2020 - 00:00,14.16,57.77,13.96,20.34,10.33,24.9,4.52,1.04,87.91,0.0,0.0,0.0,0.0,33.39,174.96,61.79,0.0,23.77,188.57,26-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
26-Sep-2020 - 00:00,14.64,36.15,16.28,23.08,12.79,24.93,4.42,1.04,79.17,0.0,0.0,0.0,0.0,33.23,177.17,61.69,0.0,24.46,167.44,27-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
27-Sep-2020 - 00:00,21.59,68.18,10.22,16.11,8.86,21.8,4.33,1.12,80.45,0.0,0.0,0.0,0.0,33.31,175.25,61.82,0.0,25.32,157.73,28-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
28-Sep-2020 - 00:00,17.4,37.24,13.7,19.35,11.22,26.98,4.17,1.02,67.77,0.0,0.0,0.0,0.0,32.77,176.4,60.52,0.0,22.93,164.47,29-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
29-Sep-2020 - 00:00,20.01,32.18,6.99,29.16,9.72,23.95,3.37,0.79,65.87,0.0,0.04,0.0,0.0,32.99,151.52,60.41,0.0,21.67,186.15,30-Sep-2020 - 00:00,"Manali Village, Chennai - TNPCB"
30-Sep-2020 - 00:00,19.43,32.3,9.94,15.17,8.2,18.05,2.18,0.35,55.34,0.0,0.0,0.0,0.0,34.68,170.53,60.42,0.0,19.93,167.08,01-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
01-Oct-2020 - 00:00,25.48,45.66,10.27,18.41,8.25,13.6,3.59,0.46,41.51,0.0,0.0,0.0,0.0,35.53,175.32,61.98,0.0,22.05,198.3,02-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
02-Oct-2020 - 00:00,34.9,60.04,9.85,19.08,9.23,18.49,3.6,0.58,49.63,0.0,0.0,0.0,0.0,35.49,177.33,61.53,0.0,22.08,187.38,03-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
03-Oct-2020 - 00:00,27.79,61.83,12.28,17.42,5.14,17.75,3.81,0.46,40.45,0.0,0.05,0.34,0.0,35.24,176.97,61.84,0.0,21.33,200.28,04-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
04-Oct-2020 - 00:00,21.69,43.4,10.42,16.27,5.85,15.23,3.31,0.43,42.77,0.0,0.0,0.0,0.0,35.2,174.29,61.8,0.0,21.15,199.82,05-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
05-Oct-2020 - 00:00,23.92,54.36,10.05,15.82,5.77,14.11,3.32,0.42,40.3,0.0,0.0,0.0,0.0,35.27,175.1,60.44,0.0,21.25,194.97,06-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
06-Oct-2020 - 00:00,34.85,64.65,8.75,15.57,6.82,19.95,3.55,0.56,46.92,0.0,0.0,0.0,0.0,33.18,170.84,58.84,0.0,20.35,172.8,07-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
07-Oct-2020 - 00:00,32.86,54.27,9.51,12.95,3.46,16.98,3.4,0.55,59.74,0.0,0.0,0.0,0.0,33.01,179.05,61.02,0.0,21.81,178.42,08-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
08-Oct-2020 - 00:00,23.41,57.13,6.76,10.21,3.45,20.82,3.39,0.5,58.75,0.0,0.0,0.0,0.0,33.03,175.86,61.29,0.0,20.81,174.78,09-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
09-Oct-2020 - 00:00,28.08,61.11,7.28,11.29,4.01,19.22,3.39,0.47,53.62,0.0,0.0,0.0,0.0,32.96,174.54,61.37,0.0,20.4,178.2,10-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
10-Oct-2020 - 00:00,33.14,64.23,3.59,10.23,7.28,19.68,3.3,0.57,54.21,0.0,0.0,0.0,0.0,33.02,176.44,61.47,0.0,20.49,136.7,11-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
11-Oct-2020 - 00:00,13.65,35.78,4.57,7.75,3.89,19.07,3.16,0.45,43.16,0.0,0.0,0.0,0.25,32.98,179.47,61.45,0.0,21.16,167.97,12-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
12-Oct-2020 - 00:00,19.69,36.35,6.29,13.25,6.97,61.5,3.41,0.51,38.98,0.0,0.0,0.0,0.0,32.92,173.62,61.33,0.0,21.01,184.2,13-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
13-Oct-2020 - 00:00,20.39,36.92,11.24,18.85,7.72,34.92,3.35,0.64,34.5,0.0,0.0,0.0,0.0,32.16,166.03,59.81,0.0,19.61,195.66,14-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
14-Oct-2020 - 00:00,24.82,54.24,10.39,15.72,5.33,30.34,3.49,0.6,31.7,0.0,0.0,0.0,0.0,31.55,163.46,57.36,0.0,19.76,180.31,15-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
15-Oct-2020 - 00:00,22.17,51.64,8.4,12.97,4.62,22.61,3.48,0.61,43.61,0.0,0.0,0.0,0.0,32.93,170.71,58.61,0.0,20.59,195.75,16-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
16-Oct-2020 - 00:00,33.48,65.2,7.73,13.49,5.77,20.96,3.83,0.55,47.0,0.0,0.0,0.0,0.0,32.88,170.11,60.88,0.0,19.54,111.23,17-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
17-Oct-2020 - 00:00,38.06,55.9,5.09,19.65,12.26,26.74,3.44,0.56,47.29,0.0,0.0,0.0,0.0,33.35,174.5,61.62,0.0,6.08,114.94,18-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
18-Oct-2020 - 00:00,38.36,65.31,1.16,10.08,10.5,21.4,3.21,0.67,44.99,0.0,0.0,0.0,0.0,33.35,175.87,61.6,0.0,5.04,174.92,19-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
19-Oct-2020 - 00:00,41.77,77.71,3.32,19.09,17.37,28.77,3.24,0.79,28.86,0.0,0.0,0.0,0.0,33.47,178.16,61.67,0.0,4.88,172.24,20-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
20-Oct-2020 - 00:00,34.05,69.46,1.6,20.43,20.41,31.81,3.3,0.93,31.01,0.0,0.0,0.0,0.0,33.35,176.64,61.58,0.0,4.75,160.79,21-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
21-Oct-2020 - 00:00,23.86,43.98,0.32,9.86,12.9,26.16,2.97,0.52,25.76,0.0,0.0,0.0,0.0,33.31,177.88,61.52,0.0,5.12,133.15,22-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
22-Oct-2020 - 00:00,25.68,69.09,6.16,28.58,28.16,41.98,3.07,0.71,19.07,0.0,0.0,0.0,0.0,32.89,177.63,61.35,0.0,4.28,183.08,23-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
23-Oct-2020 - 00:00,17.54,34.35,6.16,21.2,15.65,35.8,2.88,0.57,26.41,0.0,0.0,0.08,0.0,33.11,177.64,61.46,0.0,4.34,194.62,24-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
24-Oct-2020 - 00:00,25.31,70.13,6.31,16.81,10.68,31.65,3.03,0.84,31.44,0.0,0.0,0.0,0.0,33.33,179.6,61.58,0.0,4.61,190.02,25-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
25-Oct-2020 - 00:00,,,0.24,12.29,16.22,41.51,3.14,1.04,46.65,0.0,0.0,0.0,0.0,32.83,178.55,61.3,0.0,4.96,124.23,26-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
26-Oct-2020 - 00:00,64.77,,1.23,6.48,9.64,26.49,3.0,0.67,55.56,0.0,0.0,0.0,0.0,33.16,179.04,61.47,0.0,5.73,103.57,27-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
27-Oct-2020 - 00:00,68.08,71.86,7.13,10.51,6.72,44.51,3.3,0.66,47.42,0.0,0.0,0.0,0.0,33.5,175.58,61.65,0.0,5.44,103.49,28-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
28-Oct-2020 - 00:00,32.07,75.28,5.37,10.39,5.03,50.5,7.24,0.6,37.18,0.0,0.0,0.0,0.0,33.53,174.94,61.7,0.0,5.3,111.67,29-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
29-Oct-2020 - 00:00,34.78,73.03,6.9,15.93,7.05,19.34,10.23,0.62,32.1,0.0,0.0,0.0,0.0,33.6,170.58,61.71,0.0,5.6,141.34,30-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
30-Oct-2020 - 00:00,46.22,80.15,8.01,13.88,5.87,23.67,10.05,0.8,26.89,0.0,0.0,0.0,0.0,33.43,171.61,61.62,0.0,6.25,94.43,31-Oct-2020 - 00:00,"Manali Village, Chennai - TNPCB"
31-Oct-2020 - 00:00,49.41,80.23,11.99,21.33,15.61,41.2,10.06,1.0,23.05,0.0,0.0,0.0,0.0,33.19,169.38,61.22,0.0,5.34,140.18,01-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
01-Nov-2020 - 00:00,49.22,25.34,7.78,17.29,9.51,29.44,10.09,0.94,41.06,0.0,0.0,0.0,0.0,33.18,167.64,61.46,0.0,5.0,134.39,02-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
02-Nov-2020 - 00:00,90.86,78.17,10.03,15.71,5.68,34.22,10.48,0.71,37.2,0.0,0.0,0.0,0.0,33.29,166.87,61.53,0.0,5.37,127.71,03-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
03-Nov-2020 - 00:00,95.26,125.23,11.36,17.39,6.03,28.71,11.0,0.77,46.65,0.0,0.0,0.0,0.0,33.47,166.27,61.62,0.0,5.06,86.67,04-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
04-Nov-2020 - 00:00,26.69,47.59,6.73,12.91,6.18,26.63,10.53,0.58,54.33,0.0,0.0,0.0,0.0,33.4,163.95,61.56,0.0,4.93,92.44,05-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
05-Nov-2020 - 00:00,14.86,41.07,5.28,16.07,10.79,35.37,10.76,0.52,51.31,0.0,0.0,0.0,0.0,33.14,163.23,61.46,0.0,5.0,91.35,06-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
06-Nov-2020 - 00:00,17.8,44.14,2.11,18.43,16.36,28.59,10.48,0.43,45.28,0.0,0.0,0.0,0.0,33.1,160.8,61.44,0.0,4.89,94.16,07-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
07-Nov-2020 - 00:00,12.13,26.18,12.33,32.63,19.2,42.45,8.44,0.43,50.01,0.0,0.0,0.07,1.79,33.12,163.07,61.48,0.0,5.2,103.09,08-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
08-Nov-2020 - 00:00,91.91,113.01,6.72,4.04,5.5,4.99,0.53,0.28,64.42,0.0,0.0,0.0,0.0,33.34,165.87,61.58,0.0,5.41,112.96,09-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
09-Nov-2020 - 00:00,56.34,87.02,5.8,9.36,3.59,15.91,7.97,0.43,49.22,0.0,0.0,0.0,0.0,33.51,168.17,61.67,0.0,5.96,52.42,10-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
10-Nov-2020 - 00:00,48.41,87.11,4.1,8.23,4.13,16.3,7.88,0.42,53.72,0.0,0.3,0.0,0.0,33.5,165.42,61.7,0.0,5.37,77.33,11-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
11-Nov-2020 - 00:00,50.75,81.91,4.77,11.28,6.46,15.01,6.47,0.53,58.66,0.0,0.3,0.0,0.38,33.61,166.24,61.71,0.0,5.1,86.04,12-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
12-Nov-2020 - 00:00,26.64,41.0,31.48,83.99,63.86,35.69,2.98,0.62,71.23,0.0,0.0,0.0,0.0,33.39,165.08,61.62,0.0,5.39,84.44,13-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
13-Nov-2020 - 00:00,39.55,62.81,31.9,92.47,78.35,50.32,5.75,0.47,75.53,0.0,0.0,0.0,0.0,33.41,165.14,61.67,0.0,6.27,72.8,14-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
14-Nov-2020 - 00:00,37.22,70.79,8.3,15.87,7.56,47.88,6.43,0.37,70.37,0.0,0.0,0.0,0.0,33.53,165.04,61.73,0.0,8.35,68.56,15-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
15-Nov-2020 - 00:00,32.9,61.52,5.64,12.33,6.69,45.0,6.69,0.37,66.06,0.0,0.18,0.0,0.0,33.36,163.05,61.61,0.0,9.47,77.2,16-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
16-Nov-2020 - 00:00,16.64,40.35,7.12,19.43,12.31,60.69,7.06,0.49,61.04,0.0,0.0,0.0,0.0,33.35,163.17,61.6,0.0,10.72,142.13,17-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
17-Nov-2020 - 00:00,18.6,33.63,4.49,24.06,18.31,63.96,7.63,0.45,56.85,0.0,0.0,0.0,0.0,33.03,169.37,61.46,0.0,10.63,82.81,18-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
18-Nov-2020 - 00:00,26.72,44.21,5.53,19.09,13.48,41.08,8.74,0.37,65.68,0.0,0.0,0.0,0.0,33.5,173.01,61.69,0.0,11.18,101.51,19-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
19-Nov-2020 - 00:00,18.91,38.43,5.21,12.7,7.49,43.63,8.86,0.32,62.27,0.0,0.0,0.0,0.0,33.61,172.85,61.74,0.0,9.12,82.03,20-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
20-Nov-2020 - 00:00,35.13,61.75,9.22,23.85,14.62,67.81,12.09,0.36,62.8,0.0,0.0,0.0,0.0,33.41,175.87,61.61,0.0,9.73,90.61,21-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
21-Nov-2020 - 00:00,33.16,63.18,5.99,22.06,16.06,47.46,9.83,0.49,66.17,0.0,0.0,0.0,0.0,33.43,175.0,61.46,0.0,10.7,100.69,22-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
22-Nov-2020 - 00:00,32.55,65.0,5.29,20.53,15.25,46.06,10.39,0.54,63.18,0.0,0.0,0.0,0.0,33.2,168.25,61.48,0.0,12.42,109.43,23-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
23-Nov-2020 - 00:00,32.15,55.72,7.51,19.68,13.59,62.77,10.87,0.52,43.72,0.0,0.0,0.0,0.0,33.17,167.73,61.46,0.0,9.4,98.36,24-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
24-Nov-2020 - 00:00,35.38,57.77,6.51,15.28,8.74,46.32,10.15,0.48,43.49,0.0,0.0,0.0,0.0,32.46,170.04,61.61,0.0,8.21,69.89,25-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
25-Nov-2020 - 00:00,18.47,52.51,5.99,12.57,8.67,64.91,9.88,0.32,33.22,0.0,0.0,0.0,0.0,32.98,161.78,60.41,0.0,7.79,76.9,26-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
26-Nov-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,33.74,166.34,61.73,0.0,7.18,157.58,27-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
27-Nov-2020 - 00:00,10.8,30.68,3.53,27.83,24.32,99.66,11.75,1.61,40.35,0.0,0.0,0.0,0.0,32.96,162.65,60.8,0.0,5.48,199.07,28-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
28-Nov-2020 - 00:00,16.64,53.04,6.31,34.44,28.08,74.4,11.2,0.91,56.81,0.0,0.0,0.0,0.0,33.26,162.96,61.45,0.0,6.84,103.38,29-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
29-Nov-2020 - 00:00,13.75,43.25,4.89,16.23,11.34,69.61,10.77,0.61,53.53,0.0,0.0,0.0,0.0,33.21,164.31,61.42,0.0,6.92,74.09,30-Nov-2020 - 00:00,"Manali Village, Chennai - TNPCB"
30-Nov-2020 - 00:00,16.43,48.92,7.18,16.88,9.7,50.18,10.56,0.67,78.48,0.0,0.0,0.0,0.0,33.56,164.76,61.59,0.0,7.76,81.65,01-Dec-2020 - 00:00,"Manali Village, Chennai - TNPCB"
