from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
04-Feb-2020 - 00:00,3.21,14.1,10.11,16.5,0.53,32.98,49.92,27.44,14.25,27.26,74.72,3.04,0.0,173.4,83.06,759.22,0.0,0.37,0.82,0.2,0.18,28.87,05-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
05-Feb-2020 - 00:00,2.93,11.93,8.73,18.51,0.52,36.17,46.7,25.6,15.02,27.21,74.1,3.27,-0.0,148.59,88.23,758.93,0.0,0.35,0.81,0.14,0.16,29.6,06-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
06-Feb-2020 - 00:00,4.22,15.03,11.42,14.4,0.53,26.83,41.51,20.47,13.86,25.79,79.26,3.47,0.01,179.85,64.57,758.55,0.0,0.37,0.91,0.14,0.16,29.38,07-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
07-Feb-2020 - 00:00,2.08,9.94,6.98,19.0,0.42,37.02,37.92,16.56,14.59,27.51,72.3,5.42,0.01,144.38,87.22,759.18,0.0,0.18,0.32,0.1,0.14,29.92,08-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
08-Feb-2020 - 00:00,1.94,11.06,7.46,20.78,0.38,35.58,41.61,22.25,15.78,27.41,72.21,4.6,0.02,142.0,67.49,759.59,1.84,0.23,0.34,0.1,0.1,29.91,09-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
09-Feb-2020 - 00:00,2.26,17.09,10.91,16.88,0.63,35.32,65.2,40.12,16.09,26.12,81.36,3.13,0.1,79.41,54.21,761.11,0.06,0.73,2.53,0.19,0.18,29.83,10-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
10-Feb-2020 - 00:00,2.31,15.07,9.91,17.83,0.54,45.55,56.2,35.86,18.68,25.44,81.9,3.14,0.04,114.49,38.93,761.3,0.0,0.61,1.59,0.13,0.16,30.93,11-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
11-Feb-2020 - 00:00,2.25,12.94,8.72,19.91,0.6,55.12,74.02,45.33,18.13,27.49,74.73,4.07,0.05,92.09,88.48,761.42,0.0,0.63,1.6,0.13,0.13,31.2,12-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
12-Feb-2020 - 00:00,2.38,17.85,11.44,22.22,0.69,55.45,95.51,60.12,19.99,27.27,75.45,2.44,0.04,101.99,78.59,762.18,0.0,0.73,3.36,0.16,0.13,29.89,13-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
13-Feb-2020 - 00:00,2.88,24.76,15.5,30.26,0.65,46.55,100.32,61.61,20.27,27.9,71.29,1.87,0.01,172.89,85.67,760.7,0.0,0.75,2.7,0.25,0.21,29.64,14-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
14-Feb-2020 - 00:00,2.26,16.89,10.81,23.02,0.54,45.34,79.14,44.88,18.5,27.77,68.69,1.94,-0.03,240.43,99.49,757.92,0.0,0.48,1.78,0.15,0.17,29.64,15-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
15-Feb-2020 - 00:00,2.86,23.72,14.94,26.41,0.81,49.6,110.54,65.16,21.58,27.18,70.61,2.04,0.01,148.91,85.43,757.96,0.0,1.06,5.12,0.44,0.36,29.79,16-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
16-Feb-2020 - 00:00,2.02,14.05,9.11,15.22,0.44,41.7,63.89,36.94,21.96,27.59,74.87,2.5,0.0,161.23,88.04,759.74,0.0,0.4,1.06,0.17,0.14,29.53,17-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
17-Feb-2020 - 00:00,4.3,14.93,11.43,19.54,0.48,38.52,55.73,30.25,18.72,26.69,75.38,1.93,-0.01,148.47,80.32,760.49,0.05,0.42,1.33,0.17,0.15,30.03,18-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
18-Feb-2020 - 00:00,2.72,14.24,9.79,21.68,0.48,37.19,62.68,32.03,18.14,26.59,77.05,2.33,-0.01,177.45,72.24,759.82,0.37,0.48,1.56,0.22,0.19,29.99,19-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
19-Feb-2020 - 00:00,2.13,14.55,9.47,18.63,0.45,41.14,69.26,40.89,19.18,26.75,76.91,2.96,0.01,148.36,71.37,759.87,0.0,0.32,0.87,0.13,0.12,29.66,20-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
20-Feb-2020 - 00:00,2.31,13.02,8.81,17.49,0.44,50.56,74.68,48.41,17.28,27.3,71.84,4.01,0.01,129.25,95.84,760.07,0.01,0.3,0.63,0.11,0.16,29.91,21-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
21-Feb-2020 - 00:00,1.75,11.52,7.55,15.99,0.45,41.75,59.35,34.07,12.98,26.28,70.78,2.8,0.01,140.67,82.33,761.96,0.1,0.38,0.98,0.14,0.15,27.98,22-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
22-Feb-2020 - 00:00,1.73,13.08,8.36,21.39,0.48,40.42,53.51,26.81,10.58,26.71,69.31,2.82,0.03,127.35,100.95,762.49,0.0,0.47,6.06,0.17,0.13,26.54,23-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
23-Feb-2020 - 00:00,2.03,14.84,9.54,13.56,0.79,42.63,62.84,34.08,12.64,26.63,75.68,2.65,0.02,149.1,70.28,761.03,0.0,0.45,2.57,0.25,0.16,24.92,24-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
24-Feb-2020 - 00:00,1.89,8.9,6.28,16.57,0.62,47.78,52.38,30.28,14.17,27.74,72.85,3.38,0.0,165.03,93.08,758.39,0.0,0.18,1.06,0.1,0.13,25.49,25-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
25-Feb-2020 - 00:00,2.38,10.41,7.47,15.04,0.62,39.79,47.62,24.73,12.83,27.4,75.91,3.84,-0.01,154.41,63.19,757.05,0.0,0.23,0.5,0.11,0.12,27.67,26-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
26-Feb-2020 - 00:00,2.37,13.5,9.1,18.64,0.79,40.7,60.12,31.59,14.82,28.47,75.45,2.48,0.03,145.18,73.23,757.73,0.0,0.38,1.45,0.18,0.16,28.07,27-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
27-Feb-2020 - 00:00,2.62,13.29,9.2,21.16,0.84,45.57,67.39,37.88,14.81,28.7,73.5,3.13,0.04,102.01,81.62,758.3,0.0,0.3,1.71,0.19,0.14,27.58,28-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
28-Feb-2020 - 00:00,2.2,10.99,7.64,24.02,0.66,51.97,57.07,31.99,13.97,28.31,72.73,3.9,0.04,98.69,93.7,757.57,0.0,0.43,1.45,0.11,0.11,28.27,29-Feb-2020 - 00:00,"Secretariat, Amaravati - APPCB"
29-Feb-2020 - 00:00,1.83,10.45,7.04,17.11,0.52,52.0,61.07,36.46,13.44,28.13,70.55,3.6,0.01,113.34,83.46,756.89,0.0,0.31,0.83,0.1,0.11,26.74,01-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
01-Mar-2020 - 00:00,1.71,8.52,5.92,19.71,0.49,51.55,56.54,33.53,12.66,27.72,72.62,3.08,0.01,132.22,97.65,757.57,0.0,0.26,0.55,0.1,0.12,25.71,02-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
02-Mar-2020 - 00:00,2.44,12.16,8.44,24.35,0.58,46.82,61.41,39.88,12.82,27.62,74.04,2.15,0.01,144.72,72.34,757.44,0.0,0.26,0.66,0.12,0.21,26.55,03-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
03-Mar-2020 - 00:00,2.42,10.51,7.57,23.31,0.57,44.65,63.64,39.84,12.79,28.12,73.23,3.35,0.01,140.23,80.65,756.61,0.0,0.27,0.64,0.12,0.19,25.76,04-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
04-Mar-2020 - 00:00,2.77,12.2,8.74,17.43,0.55,38.44,57.35,35.36,12.14,28.23,71.99,3.55,-0.03,149.06,90.1,755.85,0.0,0.27,0.65,0.11,0.13,25.74,05-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
05-Mar-2020 - 00:00,2.19,7.56,5.8,20.46,0.48,26.82,31.39,19.54,10.8,28.53,74.86,5.14,0.02,135.79,78.39,755.14,0.0,0.12,0.3,0.1,0.1,29.38,06-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
06-Mar-2020 - 00:00,2.04,5.33,4.49,16.26,0.49,30.32,30.95,18.54,10.2,29.31,73.82,6.24,0.03,130.58,74.05,755.75,0.0,0.13,0.17,0.1,,31.12,07-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
07-Mar-2020 - 00:00,2.58,6.76,5.7,12.63,0.52,26.4,25.39,13.94,10.53,28.69,77.53,4.55,0.01,134.13,53.31,757.61,0.01,0.13,0.34,0.1,0.1,29.15,08-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
08-Mar-2020 - 00:00,2.1,8.14,6.03,29.26,0.49,25.45,22.4,10.19,8.32,28.89,73.85,4.06,0.01,127.05,90.23,757.66,0.0,0.1,0.42,0.1,0.1,25.66,09-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
09-Mar-2020 - 00:00,3.03,10.27,7.93,16.99,0.54,17.25,23.69,13.06,9.42,27.04,79.64,2.52,0.01,129.78,46.17,756.6,0.0,0.1,0.71,0.13,0.1,26.19,10-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
10-Mar-2020 - 00:00,2.48,7.59,6.06,25.08,0.48,23.95,21.84,10.45,9.47,28.41,73.24,4.31,0.01,141.34,97.62,756.59,0.0,0.09,0.55,0.11,0.1,25.74,11-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
11-Mar-2020 - 00:00,2.1,5.73,4.76,21.34,0.48,24.54,18.0,10.65,8.77,28.4,73.05,4.69,0.01,140.69,102.69,756.94,0.0,0.03,0.29,0.1,,24.58,12-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
12-Mar-2020 - 00:00,2.24,5.54,4.78,16.91,0.49,25.64,26.25,13.51,10.57,29.0,73.89,4.37,0.0,129.79,92.5,758.08,0.0,0.01,0.27,0.1,,23.52,13-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
13-Mar-2020 - 00:00,2.25,6.04,5.05,14.46,0.46,25.91,34.99,18.58,8.95,29.79,71.66,4.64,0.03,135.86,107.64,758.26,0.0,0.02,0.25,0.1,,23.37,14-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
14-Mar-2020 - 00:00,2.08,8.51,6.22,22.86,0.5,27.28,44.24,23.83,9.87,28.67,73.19,3.87,0.0,152.78,99.23,757.22,0.0,0.12,0.75,0.37,0.19,25.41,15-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
15-Mar-2020 - 00:00,2.29,7.68,5.95,21.85,0.47,29.49,44.82,25.93,9.88,28.78,72.14,3.89,0.01,125.78,96.32,757.49,0.0,0.18,0.75,0.19,0.18,26.04,16-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
16-Mar-2020 - 00:00,2.77,9.19,7.13,20.71,0.58,30.64,46.79,26.83,10.83,29.59,71.96,3.15,0.01,131.67,108.54,758.41,0.0,0.18,0.84,0.16,0.14,26.33,17-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
17-Mar-2020 - 00:00,1.94,8.81,6.27,21.01,0.64,36.15,48.7,29.83,9.93,29.82,71.3,3.87,0.01,134.94,114.74,759.2,0.0,0.18,0.56,0.11,0.1,27.37,18-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
18-Mar-2020 - 00:00,2.39,9.43,6.97,14.66,0.58,31.11,36.47,20.28,9.28,30.13,70.44,3.14,0.01,138.68,98.95,758.08,0.0,0.11,0.58,0.13,0.1,25.13,19-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
19-Mar-2020 - 00:00,2.32,8.23,6.27,20.38,0.55,31.9,35.2,18.11,9.37,30.19,71.3,3.34,-0.01,173.17,94.16,756.72,0.0,0.11,0.57,0.12,0.1,25.93,20-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
20-Mar-2020 - 00:00,2.13,7.1,5.5,25.88,0.49,28.72,28.21,15.07,10.06,30.54,69.0,5.09,0.02,148.32,94.41,756.76,0.0,0.07,0.44,0.11,0.1,26.71,21-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
21-Mar-2020 - 00:00,1.79,5.12,4.17,24.96,0.49,25.96,26.51,14.08,8.58,30.32,69.76,5.22,0.02,139.47,95.36,756.46,0.0,0.04,0.27,0.11,0.17,26.74,22-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
22-Mar-2020 - 00:00,1.52,4.36,3.55,20.78,0.49,26.97,43.33,25.86,10.17,29.87,73.31,4.31,0.01,126.53,94.4,756.84,0.0,0.06,0.27,0.1,,25.23,23-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
23-Mar-2020 - 00:00,1.52,4.66,3.71,25.4,0.46,28.99,50.61,26.19,8.63,29.5,71.84,3.79,0.01,141.38,92.58,756.8,0.0,0.07,0.33,0.1,0.1,25.07,24-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
24-Mar-2020 - 00:00,1.37,4.84,3.69,21.1,0.46,28.31,39.79,17.42,7.58,29.73,70.69,3.44,0.01,140.1,81.19,755.15,0.0,0.09,0.43,0.25,0.16,24.92,25-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
25-Mar-2020 - 00:00,1.38,4.32,3.42,19.08,1.51,27.85,35.6,16.71,7.61,30.13,70.24,3.25,0.02,144.88,110.99,755.43,0.0,0.08,0.34,0.11,,24.83,26-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
26-Mar-2020 - 00:00,1.55,4.98,3.91,18.74,0.73,29.78,43.64,23.64,7.9,30.57,68.72,2.45,0.02,147.43,106.36,755.8,0.0,0.14,0.66,0.13,0.18,24.86,27-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
27-Mar-2020 - 00:00,1.56,4.74,3.81,21.41,0.2,38.19,51.74,25.47,8.21,30.89,64.84,3.36,-0.01,176.73,109.71,757.45,0.0,0.09,0.34,0.11,0.1,24.97,28-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
28-Mar-2020 - 00:00,1.52,4.74,3.75,21.97,0.25,41.35,51.58,24.92,7.88,29.71,67.29,3.02,-0.02,164.53,91.27,756.55,0.0,0.08,0.4,0.1,0.15,25.1,29-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
29-Mar-2020 - 00:00,1.26,5.16,3.78,19.13,0.36,38.49,53.33,26.79,7.94,30.38,67.52,2.94,-0.01,143.87,117.75,754.94,0.0,0.13,0.67,0.27,0.1,24.99,30-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
30-Mar-2020 - 00:00,1.48,5.24,3.99,22.28,0.39,42.38,58.93,29.86,7.95,33.81,59.75,4.47,0.03,146.96,75.04,754.64,0.0,0.09,0.25,0.1,,24.39,31-Mar-2020 - 00:00,"Secretariat, Amaravati - APPCB"
31-Mar-2020 - 00:00,1.41,4.57,3.58,22.95,0.25,42.87,56.03,29.92,8.9,31.5,65.07,2.74,-0.0,186.76,93.43,756.33,0.0,0.09,0.36,0.1,0.1,25.08,01-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
01-Apr-2020 - 00:00,1.41,5.03,3.82,24.68,0.24,37.23,63.24,34.87,9.01,30.96,67.26,3.08,-0.01,184.07,74.8,755.38,0.0,0.11,0.48,0.11,0.1,25.3,02-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
02-Apr-2020 - 00:00,1.38,4.29,3.4,20.5,,32.41,59.92,29.66,8.69,31.1,69.62,3.84,0.01,142.23,94.77,754.39,0.0,0.07,0.28,0.1,0.1,25.3,03-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
03-Apr-2020 - 00:00,1.38,4.09,3.28,30.53,,19.57,55.02,30.63,8.99,27.33,86.57,2.39,0.01,134.93,16.43,755.26,0.0,0.05,0.35,0.1,,25.79,04-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
04-Apr-2020 - 00:00,1.4,3.64,3.08,19.87,,30.31,52.79,30.45,8.15,29.97,72.24,3.53,0.02,130.63,73.84,756.45,0.0,0.05,0.21,0.1,0.1,25.47,05-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
05-Apr-2020 - 00:00,1.37,3.92,3.2,19.6,,25.16,46.54,23.69,7.67,30.98,70.16,3.57,0.01,140.62,102.81,756.93,0.0,0.02,0.26,0.11,0.17,25.28,06-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
06-Apr-2020 - 00:00,1.54,3.81,3.28,19.88,,17.57,33.46,15.96,7.62,31.44,71.66,3.06,-0.01,149.49,78.62,756.48,0.0,0.01,0.18,0.1,,25.3,07-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
07-Apr-2020 - 00:00,1.44,3.49,3.02,18.13,,16.84,28.8,11.12,7.57,31.67,71.39,4.32,0.01,148.8,92.04,754.93,0.0,0.04,0.19,0.1,,25.43,08-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
08-Apr-2020 - 00:00,1.46,4.23,3.44,19.78,,27.27,36.91,16.76,7.32,32.12,72.16,4.06,-0.0,144.76,86.76,755.19,0.0,0.01,0.22,0.1,0.1,25.29,09-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
09-Apr-2020 - 00:00,1.49,5.57,4.17,24.01,,44.32,38.22,18.41,7.7,29.09,71.34,4.74,-0.02,150.74,61.0,756.42,0.0,0.16,0.53,0.11,0.1,25.54,10-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
10-Apr-2020 - 00:00,1.27,6.52,4.33,14.41,0.0,36.4,40.33,20.73,6.22,30.02,68.96,3.34,0.01,153.81,105.32,756.84,0.0,0.31,1.22,0.18,0.19,26.06,11-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
11-Apr-2020 - 00:00,1.4,4.62,3.61,15.31,0.0,26.12,31.48,13.97,6.75,31.25,69.52,3.51,0.01,151.23,105.46,757.88,0.0,0.05,0.53,0.12,0.16,25.27,12-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
12-Apr-2020 - 00:00,1.33,4.6,3.53,13.44,0.0,25.94,36.98,16.62,6.8,31.11,70.82,3.37,-0.01,144.42,99.43,756.56,0.0,0.05,0.36,0.1,,25.25,13-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
13-Apr-2020 - 00:00,1.33,4.99,3.71,14.29,0.0,27.91,41.29,19.0,7.18,31.06,70.28,3.38,0.0,146.17,98.59,754.92,0.0,0.06,0.38,0.1,0.1,25.21,14-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
14-Apr-2020 - 00:00,1.41,4.94,3.74,14.6,0.0,27.18,45.57,19.42,7.2,30.72,72.56,3.26,0.01,141.46,96.5,755.53,0.0,0.06,0.35,0.1,,25.25,15-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
15-Apr-2020 - 00:00,1.51,4.51,3.62,14.09,0.0,30.36,45.12,18.84,6.93,30.91,68.9,3.17,-0.01,144.69,96.0,756.64,0.0,0.06,0.29,0.1,0.1,25.29,16-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
16-Apr-2020 - 00:00,1.43,4.43,3.52,13.28,0.0,24.22,37.64,16.99,6.8,30.66,71.97,3.79,0.01,152.95,96.2,754.98,0.0,0.03,0.29,0.1,,25.22,17-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
17-Apr-2020 - 00:00,1.36,4.83,3.68,12.48,0.0,26.39,40.4,12.8,7.25,31.06,71.09,4.01,0.01,149.77,91.6,754.32,0.0,0.06,0.3,0.1,0.1,25.46,18-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
18-Apr-2020 - 00:00,1.38,3.69,3.09,13.44,,25.38,26.57,7.7,6.47,31.41,69.32,4.37,0.02,145.19,98.69,754.85,0.0,0.02,0.26,0.1,,25.42,19-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
19-Apr-2020 - 00:00,1.43,3.53,3.05,13.75,,23.63,24.95,7.79,6.15,31.66,69.53,3.61,0.02,142.21,91.33,755.21,0.0,0.03,0.22,0.1,,25.46,20-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
20-Apr-2020 - 00:00,1.5,4.17,3.43,15.79,,19.5,23.47,7.68,6.14,31.26,71.65,3.88,-0.0,151.68,91.04,754.73,0.0,0.01,0.25,0.11,0.1,25.43,21-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
21-Apr-2020 - 00:00,1.47,4.14,3.4,13.94,,18.93,20.85,7.54,5.94,31.19,70.18,4.53,0.01,148.12,103.29,754.6,0.0,0.02,0.26,0.1,,25.61,22-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
22-Apr-2020 - 00:00,1.31,3.88,2.94,12.39,0.0,19.34,23.77,9.21,6.53,31.76,69.26,5.51,0.01,141.51,96.99,754.25,0.0,0.05,0.21,0.1,,26.38,23-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
23-Apr-2020 - 00:00,1.43,4.01,3.29,,0.0,21.16,26.79,11.19,6.56,31.82,71.53,4.64,0.0,142.72,100.75,753.43,0.0,0.02,0.24,0.1,,25.74,24-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
24-Apr-2020 - 00:00,1.37,3.83,3.15,,0.0,23.01,26.49,9.61,6.36,32.37,70.06,5.42,0.03,142.34,96.21,752.77,0.0,0.02,0.18,0.1,,25.62,25-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
25-Apr-2020 - 00:00,1.36,4.31,3.41,,0.0,32.46,38.36,14.47,6.79,32.56,71.69,5.8,0.02,126.76,91.27,752.16,0.0,0.0,0.2,0.1,,25.65,26-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
26-Apr-2020 - 00:00,1.37,6.19,4.41,,0.0,44.67,30.19,12.23,5.43,31.98,66.94,4.96,-0.01,148.19,96.1,753.46,0.0,0.05,0.31,0.1,,25.77,27-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
27-Apr-2020 - 00:00,1.4,5.73,4.2,,0.0,36.63,31.93,16.44,6.95,31.61,70.38,5.89,0.0,116.79,102.07,755.02,0.0,0.05,0.25,0.1,,26.58,28-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
28-Apr-2020 - 00:00,1.49,5.15,3.95,,0.0,32.23,32.0,9.93,5.89,32.07,69.78,4.74,0.02,124.62,110.92,756.14,0.02,0.05,0.44,0.1,0.13,25.66,29-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
29-Apr-2020 - 00:00,1.43,12.52,7.83,,0.0,34.67,69.33,36.95,8.45,32.27,60.21,4.28,0.03,126.67,13.54,753.54,0.0,0.35,0.91,0.1,0.1,25.52,30-Apr-2020 - 00:00,"Secretariat, Amaravati - APPCB"
30-Apr-2020 - 00:00,1.34,6.34,4.46,20.52,0.0,38.93,49.39,27.95,7.63,33.62,62.82,4.88,0.01,145.58,113.11,754.15,0.0,0.08,0.42,0.1,,25.38,01-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
01-May-2020 - 00:00,1.37,4.87,3.71,13.72,,37.76,54.66,28.11,9.13,32.99,68.98,3.67,-0.02,168.41,96.99,753.46,0.0,0.03,0.29,0.1,,24.74,02-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
02-May-2020 - 00:00,1.4,4.06,3.3,8.64,,35.69,49.16,23.12,8.94,32.64,71.43,5.21,-0.0,147.68,87.23,752.53,0.0,0.01,0.22,0.1,,24.84,03-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
03-May-2020 - 00:00,1.44,4.36,3.49,7.45,,31.91,55.14,21.94,8.21,33.26,68.34,4.41,-0.0,156.45,97.27,751.91,0.0,0.01,0.26,0.1,,24.3,04-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
04-May-2020 - 00:00,1.45,4.11,3.37,7.68,,30.75,55.69,22.4,8.17,33.71,66.04,4.82,-0.01,154.34,119.7,753.23,0.0,0.02,0.25,0.1,,23.94,05-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
05-May-2020 - 00:00,1.15,8.56,4.33,20.63,,13.65,11.0,,5.92,31.31,73.05,6.55,0.07,136.91,12.0,753.23,0.0,0.02,0.21,0.1,,26.4,06-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
06-May-2020 - 00:00,1.65,5.46,4.24,6.09,,20.16,36.18,14.71,8.58,33.12,68.84,5.48,0.02,145.04,104.71,752.73,0.0,0.02,0.29,0.1,,24.0,07-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
07-May-2020 - 00:00,1.49,5.31,3.82,7.64,,19.54,41.17,18.28,8.22,32.62,70.23,4.37,0.04,140.39,91.28,753.62,0.0,0.02,0.32,0.1,,24.52,08-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
08-May-2020 - 00:00,1.45,6.14,4.44,8.26,,23.71,49.32,19.72,8.19,33.18,67.11,4.33,0.01,148.91,99.64,753.3,0.0,0.02,0.29,0.1,,23.39,09-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
09-May-2020 - 00:00,1.32,4.52,3.44,7.39,,25.25,41.1,17.73,7.69,33.23,69.44,4.34,0.01,155.06,105.56,753.22,0.0,0.01,0.26,0.1,,23.6,10-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
10-May-2020 - 00:00,1.33,5.1,3.8,8.34,,23.17,36.61,15.21,7.45,33.56,66.27,3.63,0.02,151.26,104.95,753.48,0.0,0.07,0.48,0.1,91.67,24.31,11-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
11-May-2020 - 00:00,1.54,6.15,4.52,5.69,,20.8,43.23,16.57,7.15,33.17,66.92,3.73,0.03,138.67,106.23,754.04,0.0,0.04,0.5,0.1,,23.79,12-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
12-May-2020 - 00:00,1.55,5.22,3.69,14.27,,20.02,35.75,14.02,7.11,32.79,66.46,4.49,0.03,127.23,105.67,753.33,0.0,0.05,0.37,0.1,,26.74,13-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
13-May-2020 - 00:00,1.52,4.93,3.85,9.13,,19.77,36.8,13.6,6.55,32.89,67.36,4.34,0.02,131.92,106.56,752.47,0.0,0.04,0.33,0.1,,23.26,14-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
14-May-2020 - 00:00,1.48,4.64,3.68,7.84,,17.54,33.89,11.76,6.69,32.98,65.96,4.49,0.02,116.86,107.76,752.09,0.0,0.03,0.29,0.1,,23.38,15-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
15-May-2020 - 00:00,1.57,5.76,4.31,8.64,,22.74,35.38,13.84,5.58,33.21,66.03,3.42,0.03,139.7,101.59,750.74,0.0,0.06,0.53,0.1,,23.51,16-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
16-May-2020 - 00:00,1.43,5.56,4.05,9.37,,28.45,35.39,,6.95,32.92,70.31,3.2,0.01,144.69,96.45,752.17,0.2,0.03,0.53,0.1,,25.8,17-May-2020 - 00:00,"Secretariat, Amaravati - APPCB"
