from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
26-Aug-2020 - 00:00,1.93,10.05,6.91,12.33,0.58,31.44,35.97,13.33,11.17,29.86,81.59,2.72,-0.05,210.81,43.11,752.24,0.0,0.86,8.1,0.11,0.3,29.31,27-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
27-Aug-2020 - 00:00,2.17,10.99,7.61,13.83,0.64,29.55,28.99,12.85,14.31,29.06,82.41,2.37,-0.05,211.48,55.55,751.12,0.01,0.94,10.23,0.16,0.41,29.7,28-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
28-Aug-2020 - 00:00,1.91,8.54,6.1,12.01,0.03,33.48,30.47,10.85,15.66,30.6,76.72,3.35,-0.11,220.38,90.33,750.16,0.0,0.6,4.54,0.1,0.23,29.18,29-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
29-Aug-2020 - 00:00,1.68,6.72,4.94,11.2,,30.79,28.82,9.42,14.24,31.07,76.41,2.22,-0.03,192.61,101.17,750.51,0.03,0.45,3.26,0.13,0.21,28.56,30-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
30-Aug-2020 - 00:00,1.64,7.93,5.55,12.28,,29.21,29.53,12.72,15.13,30.55,79.51,2.33,-0.05,198.35,92.7,751.68,0.0,0.73,4.04,0.12,0.33,28.53,31-Aug-2020 - 00:00,"Secretariat, Amaravati - APPCB"
31-Aug-2020 - 00:00,1.86,9.41,6.51,10.55,0.69,33.57,36.52,10.17,14.0,32.08,72.54,2.51,-0.06,253.71,107.44,751.83,0.0,0.66,4.72,0.11,0.33,28.26,01-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
01-Sep-2020 - 00:00,2.1,11.58,7.82,13.83,0.42,26.72,45.1,14.76,14.77,31.51,76.55,2.73,-0.0,229.62,74.87,751.58,0.0,0.99,7.37,0.23,0.43,28.4,02-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
02-Sep-2020 - 00:00,2.03,8.23,6.01,13.99,0.52,32.19,35.02,16.06,19.68,30.47,80.19,2.55,0.03,157.18,73.47,751.54,0.0,0.87,9.89,0.25,0.36,29.47,03-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
03-Sep-2020 - 00:00,1.91,6.91,5.25,11.15,0.53,24.5,27.75,11.35,13.98,30.9,78.0,2.52,0.02,99.5,91.33,752.62,0.0,0.59,4.18,0.1,0.27,28.47,04-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
04-Sep-2020 - 00:00,1.87,5.84,4.63,10.93,0.49,17.07,19.33,8.08,12.85,31.22,76.96,2.96,0.02,112.08,98.76,752.41,0.01,0.49,4.59,0.1,0.23,28.34,05-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
05-Sep-2020 - 00:00,2.07,6.29,5.02,9.45,0.5,18.29,16.76,6.0,11.38,31.51,76.28,2.43,0.03,124.88,99.1,751.82,0.0,0.78,7.42,0.16,0.38,27.41,06-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
06-Sep-2020 - 00:00,1.61,5.45,4.21,10.52,0.52,16.94,12.83,3.27,10.65,31.45,76.5,2.62,0.0,161.47,92.36,750.87,0.0,0.33,1.71,0.11,0.47,26.22,07-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
07-Sep-2020 - 00:00,1.62,6.98,5.04,11.16,0.52,19.09,18.18,7.49,10.55,30.56,80.09,2.08,-0.01,134.52,88.91,751.51,0.03,0.48,4.51,0.14,0.36,26.12,08-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
08-Sep-2020 - 00:00,1.36,7.43,5.05,11.33,0.54,21.57,24.4,11.67,11.88,31.86,76.64,2.07,0.02,147.99,104.97,751.7,0.0,0.61,5.41,0.11,0.24,25.91,09-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
09-Sep-2020 - 00:00,1.34,6.07,4.3,10.76,0.51,23.73,24.15,13.01,13.31,31.43,76.81,2.38,0.02,135.12,103.86,751.03,0.0,0.44,3.19,0.1,0.18,26.1,10-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
10-Sep-2020 - 00:00,1.27,6.05,4.2,10.59,0.59,29.92,34.23,20.86,16.5,31.05,78.14,1.68,-0.03,218.86,103.73,749.43,0.0,0.62,2.58,0.1,0.13,26.95,11-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
11-Sep-2020 - 00:00,1.28,17.05,9.92,15.25,0.81,26.55,29.29,13.1,13.48,30.2,81.6,2.61,-0.01,139.81,28.57,748.93,0.0,0.89,6.19,0.12,0.29,26.4,12-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
12-Sep-2020 - 00:00,1.38,16.8,9.98,10.8,0.62,26.6,30.67,11.59,12.56,29.76,81.19,2.5,-0.06,250.71,68.67,750.95,0.05,0.68,5.72,0.1,0.28,26.62,13-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
13-Sep-2020 - 00:00,1.45,17.94,10.73,16.21,0.6,24.68,18.56,8.7,13.47,27.8,88.43,3.36,-0.11,263.9,31.43,750.1,0.07,0.31,4.25,0.1,0.1,26.88,14-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
14-Sep-2020 - 00:00,1.38,17.35,9.98,12.79,0.5,23.69,16.34,7.56,19.96,27.12,90.44,4.04,-0.14,272.58,16.5,748.98,0.89,0.35,4.24,0.1,0.15,27.68,15-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
15-Sep-2020 - 00:00,1.51,20.74,12.18,19.48,0.56,28.11,19.02,7.8,11.43,29.42,82.55,2.77,-0.08,239.98,63.76,748.92,0.0,0.47,5.5,0.17,0.51,26.35,16-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
16-Sep-2020 - 00:00,1.22,20.44,11.87,16.44,0.57,28.73,20.42,9.91,10.22,30.18,81.56,2.81,-0.08,208.23,84.42,749.39,0.0,0.53,4.66,0.13,0.29,27.74,17-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
17-Sep-2020 - 00:00,1.31,21.91,12.67,16.71,0.49,30.66,24.59,10.21,12.54,30.23,81.83,2.16,-0.04,225.49,78.73,749.66,0.0,0.92,6.26,0.11,0.33,28.27,18-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
18-Sep-2020 - 00:00,1.4,21.23,12.39,12.12,0.61,44.87,22.55,11.05,9.73,30.43,80.93,3.58,-0.13,259.31,96.12,747.69,0.15,0.43,3.28,0.17,0.77,25.99,19-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
19-Sep-2020 - 00:00,1.46,26.5,15.28,17.57,0.55,32.57,27.07,11.8,11.04,29.25,84.19,3.69,-0.18,266.59,66.45,746.12,0.01,0.36,5.21,0.1,0.25,27.11,20-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
20-Sep-2020 - 00:00,1.39,19.94,11.67,12.56,0.59,41.77,33.21,19.0,13.73,29.44,86.07,3.0,-0.11,244.64,28.02,745.0,0.05,0.59,5.43,0.1,0.1,26.36,21-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
21-Sep-2020 - 00:00,1.56,23.19,13.4,21.19,0.55,25.14,23.39,11.08,10.58,29.13,81.52,3.77,-0.17,229.79,53.61,745.69,0.0,0.47,2.93,0.11,0.28,27.55,22-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
22-Sep-2020 - 00:00,1.31,23.04,13.29,18.09,0.51,31.7,24.43,9.02,10.72,29.36,79.85,3.97,-0.09,193.2,46.33,747.32,0.0,0.43,3.62,0.1,0.18,26.25,23-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
23-Sep-2020 - 00:00,1.34,26.83,15.21,18.01,0.56,31.93,27.17,9.95,11.49,30.38,77.42,3.21,-0.13,208.26,94.24,750.04,0.0,0.66,5.34,0.34,0.73,26.07,24-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
24-Sep-2020 - 00:00,1.48,24.91,14.38,15.8,0.56,41.88,38.04,14.72,11.84,31.14,77.22,2.72,-0.05,217.61,92.32,752.15,0.0,0.43,2.84,0.11,0.36,25.94,25-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
25-Sep-2020 - 00:00,1.5,22.94,13.29,17.3,0.51,40.06,28.65,11.38,11.48,29.46,81.09,3.57,-0.08,209.85,96.11,749.92,0.59,0.38,2.51,0.1,0.22,25.93,26-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
26-Sep-2020 - 00:00,1.26,21.08,12.18,21.99,0.42,32.69,10.95,4.9,10.5,25.74,86.6,4.8,-0.07,246.8,85.15,748.91,0.18,0.2,1.78,0.1,0.1,26.18,27-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
27-Sep-2020 - 00:00,1.47,21.21,12.45,16.96,0.52,33.38,26.3,12.26,11.81,29.51,80.1,2.53,-0.06,269.88,79.48,752.0,0.0,0.4,3.68,0.12,0.28,26.39,28-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
28-Sep-2020 - 00:00,1.49,26.59,15.29,18.57,0.58,44.08,50.21,24.48,12.63,30.18,78.58,2.89,-0.09,275.3,87.29,751.4,0.0,0.76,8.76,0.13,0.32,26.06,29-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
29-Sep-2020 - 00:00,1.58,26.21,15.18,16.77,0.6,45.77,55.17,31.44,12.79,29.32,81.57,2.89,-0.06,260.05,59.94,750.7,0.2,0.88,8.41,0.24,0.19,26.33,30-Sep-2020 - 00:00,"Secretariat, Amaravati - APPCB"
30-Sep-2020 - 00:00,1.51,23.37,13.66,21.49,0.63,43.54,49.36,30.21,10.55,28.05,86.49,3.22,-0.08,266.65,54.86,749.67,0.01,0.81,5.08,0.11,0.35,27.38,01-Oct-2020 - 00:00,"Secretariat, Amaravati - APPCB"
01-Oct-2020 - 00:00,1.88,19.94,12.13,23.53,0.63,49.23,56.41,31.22,10.06,29.1,81.68,3.51,-0.11,282.15,64.77,749.51,0.0,0.76,5.56,0.1,0.19,28.43,02-Oct-2020 - 00:00,"Secretariat, Amaravati - APPCB"
