from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,RF,SR,to date,station
27-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Jan-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
28-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Jan-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
29-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Jan-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
30-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Jan-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
31-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
01-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
02-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
03-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
04-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
05-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
06-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
07-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
08-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
09-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
10-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
11-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
12-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,13-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
13-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,14-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
14-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,15-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
15-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,16-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
16-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,17-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
17-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,18-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
18-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
19-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
20-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
21-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
22-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
23-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
24-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
25-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
26-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
27-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
28-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Feb-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
29-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
01-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
02-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
03-Mar-2020 - 00:00,95.59,121.73,2.42,3.38,9.15,61.18,22.63,1.19,6.29,8.76,5.45,46.32,64.25,68.0,0.53,128.91,,,0.0,,04-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
04-Mar-2020 - 00:00,190.48,218.72,5.79,6.06,10.3,78.26,15.36,0.94,7.22,8.71,3.39,22.19,50.79,55.43,0.98,125.08,,,0.0,,05-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
05-Mar-2020 - 00:00,86.91,97.64,3.52,4.0,9.21,76.81,13.4,0.66,6.41,6.55,3.05,15.06,43.35,49.24,0.81,146.99,,,0.0,,06-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
06-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,07-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
07-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,08-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
08-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
09-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
10-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
11-Mar-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
12-Mar-2020 - 00:00,56.83,156.96,1.76,2.85,8.92,87.81,5.53,0.42,10.25,3.84,1.21,6.1,19.93,23.82,1.05,148.13,22.6,51.04,0.0,283.09,13-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
13-Mar-2020 - 00:00,117.43,174.22,1.54,2.95,9.23,85.15,8.65,0.55,6.0,4.51,2.57,12.2,26.7,36.12,1.15,257.18,18.35,57.4,0.0,430.84,14-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
14-Mar-2020 - 00:00,73.55,184.56,1.31,0.14,9.29,89.62,6.58,0.03,9.52,0.25,0.11,0.83,1.19,1.34,2.12,293.09,19.89,54.91,0.0,536.67,15-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
15-Mar-2020 - 00:00,27.32,76.28,1.27,0.39,8.85,92.61,10.68,0.12,6.0,0.76,0.49,1.94,5.09,7.19,0.94,331.72,,,0.0,68.22,16-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
16-Mar-2020 - 00:00,114.17,185.28,2.28,3.79,9.81,88.25,9.09,0.74,6.34,5.38,2.98,15.78,28.67,39.31,1.06,307.58,18.96,65.5,0.0,349.02,17-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
17-Mar-2020 - 00:00,118.08,181.19,2.56,3.74,9.78,85.05,9.64,0.82,5.95,5.91,3.17,18.27,28.32,39.74,1.12,255.14,20.42,63.57,0.0,402.12,18-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
18-Mar-2020 - 00:00,132.02,198.23,2.51,4.72,11.1,77.11,9.22,0.85,6.49,6.13,3.03,17.31,26.94,39.15,1.02,261.72,21.65,61.48,0.0,425.72,19-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
19-Mar-2020 - 00:00,125.51,189.14,2.57,3.95,9.85,66.58,7.99,0.75,9.8,5.68,3.1,10.93,22.86,35.59,0.64,200.17,22.39,65.18,0.0,519.49,20-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
20-Mar-2020 - 00:00,136.08,184.22,4.18,4.45,9.33,64.59,9.19,0.88,7.75,6.78,2.65,10.44,24.53,38.89,0.7,128.49,24.73,60.81,0.0,326.95,21-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
21-Mar-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,22-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
22-Mar-2020 - 00:00,90.6,113.81,2.87,3.8,9.38,49.08,13.27,0.9,5.47,6.91,4.06,16.88,32.17,49.84,0.41,157.78,28.66,49.81,0.0,302.53,23-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
23-Mar-2020 - 00:00,80.49,108.95,4.28,4.42,9.24,47.09,11.44,0.8,6.07,6.51,3.68,13.24,31.31,49.36,0.48,136.48,28.66,49.81,0.0,302.53,24-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
24-Mar-2020 - 00:00,102.77,135.47,4.89,4.88,9.42,50.14,10.01,0.8,6.38,7.39,2.68,8.9,28.74,43.82,0.85,146.51,28.66,49.81,0.0,302.53,25-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
25-Mar-2020 - 00:00,83.67,105.32,3.25,4.03,9.49,55.75,10.44,0.76,5.53,6.98,3.07,11.25,28.49,45.07,0.64,209.83,28.66,49.81,0.0,302.53,26-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
26-Mar-2020 - 00:00,45.28,55.8,2.6,3.74,9.48,43.41,11.1,0.61,5.34,6.08,3.22,12.81,28.82,43.9,1.16,274.3,28.66,49.81,0.0,302.53,27-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
27-Mar-2020 - 00:00,29.82,34.37,3.74,4.44,9.62,60.02,8.27,0.49,6.3,5.13,2.08,8.33,23.72,35.42,1.34,183.21,28.66,49.81,0.0,302.53,28-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
28-Mar-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,29-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
29-Mar-2020 - 00:00,64.12,76.09,1.41,3.06,9.41,29.13,10.28,0.66,4.43,5.54,2.97,9.22,21.94,38.81,0.59,317.09,28.66,49.81,0.0,302.53,30-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
30-Mar-2020 - 00:00,59.88,76.35,1.64,2.89,9.32,31.79,8.86,0.62,5.32,5.42,2.81,9.86,20.96,35.36,1.21,291.56,28.66,49.81,0.0,302.53,31-Mar-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
31-Mar-2020 - 00:00,62.29,88.87,1.78,3.03,9.23,29.73,9.37,0.82,5.64,6.15,3.16,8.81,22.1,40.09,0.68,224.64,28.66,49.81,0.0,302.53,01-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
01-Apr-2020 - 00:00,53.99,73.35,1.79,2.98,9.4,27.4,8.83,0.68,5.27,5.65,2.72,8.6,20.22,34.76,1.03,269.0,28.66,49.81,0.0,302.53,02-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
02-Apr-2020 - 00:00,58.69,80.71,1.27,2.56,9.14,22.45,8.41,0.62,5.42,5.52,2.44,9.77,17.07,29.32,1.42,310.33,28.66,49.81,0.0,302.53,03-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
03-Apr-2020 - 00:00,62.75,80.93,1.53,2.77,9.22,21.57,8.81,0.67,5.74,5.54,2.74,8.51,17.07,33.53,1.07,306.66,28.66,49.81,0.0,302.53,04-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
04-Apr-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,05-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
05-Apr-2020 - 00:00,121.02,125.69,1.65,3.03,9.22,16.5,10.21,0.87,5.13,6.27,2.86,6.41,17.97,40.41,0.32,8.04,28.66,49.81,0.0,302.53,06-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
06-Apr-2020 - 00:00,106.15,142.57,1.65,2.81,9.03,17.73,8.42,0.87,6.8,7.16,2.66,6.42,16.82,36.24,0.59,198.04,28.66,49.81,0.0,302.53,07-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
07-Apr-2020 - 00:00,95.63,118.31,1.21,2.59,9.05,19.32,8.32,0.68,6.33,5.98,2.53,7.22,15.26,31.56,1.01,259.44,28.66,49.81,0.0,302.53,08-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
08-Apr-2020 - 00:00,63.95,95.5,1.12,2.52,9.1,18.14,8.36,0.6,6.32,5.58,2.23,7.18,13.8,27.56,1.37,311.72,28.66,49.81,0.0,302.53,09-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
09-Apr-2020 - 00:00,46.09,102.57,1.25,2.57,9.12,17.33,8.0,0.67,6.71,5.86,2.42,6.5,13.34,30.05,0.94,254.62,28.66,49.81,0.0,302.53,10-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
10-Apr-2020 - 00:00,59.26,127.46,1.71,2.88,9.14,17.62,7.92,0.78,7.38,6.85,2.55,5.45,13.44,33.2,0.5,153.04,28.66,49.81,0.0,302.53,11-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
11-Apr-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,12-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
12-Apr-2020 - 00:00,35.2,115.69,1.33,0.28,9.23,16.42,7.71,0.07,5.38,0.63,0.22,0.62,1.19,2.75,1.2,306.22,22.2,24.13,0.0,514.07,13-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
13-Apr-2020 - 00:00,59.96,160.08,1.41,2.57,9.06,15.28,7.6,0.72,7.36,6.65,2.18,5.38,11.1,27.52,0.91,273.61,31.07,,0.0,,14-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
14-Apr-2020 - 00:00,72.17,201.88,1.69,2.94,9.17,14.72,7.23,0.74,8.5,7.27,2.02,4.22,10.54,25.86,0.64,189.96,32.67,,0.0,,15-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
15-Apr-2020 - 00:00,94.03,249.26,3.06,4.08,9.79,15.3,6.76,0.71,7.2,7.26,1.83,4.27,10.38,24.15,0.85,211.71,33.06,,0.0,,16-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
16-Apr-2020 - 00:00,62.99,175.94,1.73,2.97,9.2,14.74,6.99,0.72,7.15,6.82,1.98,5.6,9.89,23.07,1.26,309.42,31.13,,0.0,,17-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
17-Apr-2020 - 00:00,63.75,150.79,1.21,2.48,8.91,13.72,6.53,0.58,8.08,5.86,1.76,4.37,9.25,22.37,0.87,182.98,31.4,,0.0,,18-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
18-Apr-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,19-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
19-Apr-2020 - 00:00,58.59,164.48,2.39,3.34,9.12,17.3,8.15,0.86,1.79,7.26,2.0,4.27,9.54,26.94,0.37,340.53,27.52,,0.0,,20-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
20-Apr-2020 - 00:00,46.81,136.71,2.05,3.12,9.09,15.09,6.19,0.6,8.66,5.92,1.58,3.25,8.33,22.09,1.09,217.62,25.53,40.48,0.0,127.91,21-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
21-Apr-2020 - 00:00,34.41,106.68,1.62,2.83,9.26,18.14,6.17,0.52,8.74,5.23,1.46,3.29,7.83,19.95,1.1,241.79,26.8,44.67,0.0,598.35,22-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
22-Apr-2020 - 00:00,41.56,103.27,1.11,1.18,8.41,18.19,5.52,0.3,9.35,3.02,0.82,2.22,3.7,9.56,0.64,255.85,32.26,26.9,0.0,412.91,23-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
23-Apr-2020 - 00:00,57.26,172.86,2.09,3.18,9.42,24.79,6.64,0.66,6.86,6.58,1.63,3.84,8.15,21.93,0.79,216.55,29.18,34.12,0.0,248.53,24-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
24-Apr-2020 - 00:00,66.3,162.41,2.06,2.57,9.17,34.52,6.71,0.77,8.03,6.92,1.78,4.09,8.89,23.03,0.68,198.59,30.12,35.64,0.0,375.69,25-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
25-Apr-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,26-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
26-Apr-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
27-Apr-2020 - 00:00,83.55,94.02,1.28,2.27,8.98,47.82,5.35,0.46,9.47,5.86,1.05,2.04,6.0,16.39,0.72,133.35,22.9,70.27,0.0,612.45,28-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
28-Apr-2020 - 00:00,66.88,85.4,1.11,2.69,10.37,190.98,6.33,0.58,9.79,5.73,1.27,2.12,6.18,20.09,0.61,129.59,24.28,66.13,0.0,693.07,29-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
29-Apr-2020 - 00:00,112.87,162.58,0.72,2.26,9.94,278.1,6.0,0.69,11.16,6.74,1.4,2.24,6.02,22.08,0.5,153.59,28.04,52.73,0.0,559.62,30-Apr-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
30-Apr-2020 - 00:00,175.36,245.25,0.15,2.44,11.25,476.78,6.43,0.71,8.39,6.51,1.44,2.75,5.59,21.3,1.0,256.13,32.48,37.84,0.0,350.94,01-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
01-May-2020 - 00:00,222.93,281.44,0.2,1.86,9.98,401.77,6.43,0.75,7.57,6.76,1.5,2.77,5.51,21.95,1.06,239.01,33.04,36.75,0.0,433.45,02-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
02-May-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,03-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
03-May-2020 - 00:00,2.21,25.72,,1.1,9.0,217.45,6.01,0.42,6.05,4.5,1.11,1.82,4.99,22.62,1.05,177.2,21.79,77.26,0.0,,04-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
04-May-2020 - 00:00,26.9,67.42,0.58,2.15,9.62,223.67,6.34,0.65,7.51,5.66,1.49,2.42,5.83,24.23,0.46,120.15,26.98,59.21,0.0,398.0,05-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
05-May-2020 - 00:00,35.35,123.21,0.48,2.33,9.92,257.29,5.69,0.67,8.79,6.39,1.37,2.57,5.34,21.71,1.04,258.09,31.36,42.91,0.0,336.23,06-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
06-May-2020 - 00:00,37.95,153.75,0.88,2.84,10.62,446.17,5.93,0.6,7.2,6.33,1.25,2.39,5.71,22.19,0.71,148.12,35.81,25.41,0.0,71.13,07-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
07-May-2020 - 00:00,37.61,151.36,1.36,2.87,10.13,427.89,5.19,0.67,9.4,6.66,1.17,2.05,5.51,21.15,0.67,132.54,35.81,25.41,0.0,71.13,08-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
08-May-2020 - 00:00,48.64,226.71,2.75,3.18,9.51,331.98,5.02,0.82,11.77,7.7,1.01,1.9,4.91,19.35,0.65,162.83,35.62,25.74,0.0,275.8,09-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
09-May-2020 - 00:00,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,10-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
10-May-2020 - 00:00,19.89,84.19,0.01,1.54,8.93,252.2,5.62,0.58,6.41,6.52,1.07,1.89,5.68,23.53,0.89,144.37,24.88,50.35,0.0,,11-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
11-May-2020 - 00:00,27.75,141.94,0.65,1.66,8.83,205.58,4.29,0.58,8.64,7.01,1.03,1.87,5.28,20.16,0.73,166.11,29.81,42.46,0.0,275.55,12-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
12-May-2020 - 00:00,25.05,121.98,0.41,1.9,9.16,169.37,4.28,0.47,11.0,6.36,0.93,1.76,4.74,18.06,0.71,126.13,30.46,41.85,0.0,335.95,13-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
13-May-2020 - 00:00,33.08,297.84,1.21,2.16,9.05,156.05,5.55,0.65,8.3,6.96,1.18,2.16,5.2,21.2,0.75,196.75,30.5,46.38,0.0,226.47,14-May-2020 - 00:00,"Mini Secretariat, Charkhi Dadri - HSPCB"
