from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
01-May-2020 - 00:00,14.44,44.97,4.44,4.49,8.93,2.43,11.39,1.3,,0.62,0.95,3.04,32.75,,,430.45,1.57,219.23,02-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-May-2020 - 00:00,13.58,40.63,3.92,6.49,10.4,2.98,11.6,1.34,,0.55,1.21,3.77,32.38,,,425.97,1.48,156.52,03-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-May-2020 - 00:00,10.79,31.57,3.44,4.72,8.17,2.5,11.57,1.29,,0.44,1.18,3.67,32.6,84.13,,424.52,1.55,159.37,04-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-May-2020 - 00:00,10.75,32.35,4.44,5.42,9.86,2.36,11.61,1.3,,0.49,1.15,3.71,32.38,5.62,,460.44,1.61,176.45,05-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-May-2020 - 00:00,12.45,57.88,4.72,7.61,12.32,2.52,11.75,1.35,,0.91,1.29,4.18,32.64,,,437.35,1.31,167.07,06-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-May-2020 - 00:00,15.54,90.56,4.5,6.57,11.06,2.49,11.9,1.42,,0.72,1.33,4.32,33.09,,,445.52,1.3,168.75,07-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-May-2020 - 00:00,11.02,64.2,6.2,8.31,14.42,2.95,12.0,1.47,9.56,0.62,1.34,4.39,32.23,,,460.86,1.44,194.4,08-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-May-2020 - 00:00,15.7,66.79,7.18,3.21,10.39,2.4,11.51,1.29,28.07,0.66,0.83,2.71,32.04,,,420.93,1.52,198.39,09-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-May-2020 - 00:00,13.86,60.81,6.26,2.93,9.18,2.57,11.56,1.27,34.56,0.62,0.78,2.58,32.39,5.48,,457.8,1.45,167.12,10-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-May-2020 - 00:00,12.43,58.94,5.1,3.22,8.33,3.12,11.8,1.33,30.82,0.49,0.86,2.76,32.62,,,438.54,1.33,153.81,11-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-May-2020 - 00:00,15.11,70.86,8.47,4.05,12.52,2.68,11.93,1.39,33.52,0.81,0.94,3.25,33.0,,,438.64,1.34,167.81,12-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-May-2020 - 00:00,14.76,66.15,6.32,4.34,10.65,2.38,12.28,1.39,29.54,0.53,1.0,3.17,32.48,,,452.44,1.34,150.75,13-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-May-2020 - 00:00,14.54,67.14,4.49,5.77,10.25,2.37,12.74,1.39,14.29,0.55,1.13,3.64,32.31,,,420.5,1.6,174.37,14-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-May-2020 - 00:00,13.79,65.57,5.6,6.6,12.2,4.42,16.95,1.46,13.34,0.59,1.74,2.62,33.51,,999.93,440.5,1.33,162.75,15-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-May-2020 - 00:00,14.82,69.43,8.61,10.58,18.17,19.81,31.11,1.7,22.24,1.0,3.1,0.43,32.75,,,246.69,1.39,152.23,16-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,17-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,18-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,20-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,21-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,23-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,31-May-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,03-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,04-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,05-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,06-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,07-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,08-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,09-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,10-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,11-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,12-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,13-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,14-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,15-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,16-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,17-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,18-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,20-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,21-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,23-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-Jun-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Jun-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,03-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,04-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,05-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,06-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,07-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,08-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,09-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,10-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,11-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,12-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,13-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,14-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,15-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,16-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,17-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,18-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,20-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,21-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,23-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,31-Jul-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,03-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,04-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,05-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,06-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,07-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,08-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,09-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,10-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,11-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,12-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,13-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,14-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,15-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,16-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,17-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,18-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,19-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,20-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,21-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,27-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,28-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,29-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,30-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,31-Aug-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
31-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,02-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,03-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,04-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,05-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,06-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,07-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,08-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,09-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,10-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,11-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,12-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,13-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,14-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,15-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Sep-2020 - 00:00,17.1,,6.54,6.25,12.8,25.77,,,,0.26,0.6,1.91,33.07,,,91.6,0.88,287.61,16-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Sep-2020 - 00:00,18.54,25.0,11.01,22.19,33.2,32.11,33.81,,,0.55,1.04,2.94,30.19,,,213.32,1.2,187.8,17-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Sep-2020 - 00:00,8.45,17.0,9.99,19.38,29.37,40.71,26.87,,,0.82,1.47,4.0,29.37,,,139.42,1.03,165.83,18-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
18-Sep-2020 - 00:00,12.6,,6.12,33.03,39.15,46.51,17.83,,,0.85,2.19,5.29,29.0,,,165.92,1.2,179.61,19-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
19-Sep-2020 - 00:00,18.4,,6.35,39.35,45.7,47.04,17.36,3.27,11.17,1.11,2.81,6.56,30.35,,,178.96,0.88,158.31,20-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
20-Sep-2020 - 00:00,18.09,,4.7,19.91,24.61,40.03,17.49,3.18,13.31,0.85,2.25,5.42,31.74,,999.17,368.44,1.22,164.09,21-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
21-Sep-2020 - 00:00,18.4,,7.8,15.16,22.96,38.3,15.11,3.18,9.25,1.02,1.67,3.99,30.35,,999.25,300.76,1.69,169.52,22-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
22-Sep-2020 - 00:00,25.15,,14.85,16.3,31.15,37.77,6.17,2.1,8.24,0.9,1.74,4.2,29.34,,999.31,117.74,1.18,153.62,23-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
23-Sep-2020 - 00:00,7.19,,3.95,6.74,10.68,40.39,2.41,0.37,6.16,0.9,2.27,4.97,27.99,,999.67,78.17,2.14,203.51,24-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
24-Sep-2020 - 00:00,13.31,,3.28,15.91,19.18,35.52,2.21,0.45,4.12,1.48,3.45,6.07,30.05,,,222.9,1.37,186.82,25-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
25-Sep-2020 - 00:00,16.9,,2.5,27.51,30.01,28.87,2.24,0.46,4.51,1.61,3.57,6.47,30.72,,,198.17,0.93,183.13,26-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
26-Sep-2020 - 00:00,19.37,,1.71,42.78,44.45,24.91,2.48,0.46,3.74,1.93,3.7,6.82,31.54,,,373.99,1.14,199.24,27-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
27-Sep-2020 - 00:00,20.05,,1.79,35.05,36.82,23.04,2.06,0.44,3.62,2.01,3.8,6.61,32.39,,,406.8,1.31,182.12,28-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
28-Sep-2020 - 00:00,23.47,,2.14,30.17,32.3,25.9,1.7,0.47,4.04,1.86,3.36,6.38,31.13,4.58,,406.2,1.29,179.47,29-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
29-Sep-2020 - 00:00,33.34,,3.71,38.26,41.97,25.37,2.07,0.61,4.0,2.12,3.93,6.93,31.58,,,414.89,1.18,151.45,30-Sep-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
30-Sep-2020 - 00:00,28.65,,2.93,35.13,38.06,20.09,1.85,0.56,3.77,1.49,3.8,7.05,31.62,,,446.27,1.24,156.43,01-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
01-Oct-2020 - 00:00,24.62,,3.88,29.55,33.43,31.0,1.73,0.55,4.94,1.37,3.43,6.53,31.75,49.91,,433.7,1.33,150.97,02-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
02-Oct-2020 - 00:00,35.97,,3.34,32.49,35.83,31.23,1.94,0.6,3.71,1.45,4.1,7.47,31.83,,,287.63,1.15,145.42,03-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
03-Oct-2020 - 00:00,42.96,,4.37,15.84,20.22,34.91,2.25,0.57,5.04,1.34,3.26,6.24,31.12,,,289.88,1.65,158.84,04-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
04-Oct-2020 - 00:00,29.66,,4.88,15.68,20.56,34.06,0.97,0.5,3.66,1.95,3.17,5.67,30.2,,,186.52,1.07,183.22,05-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
05-Oct-2020 - 00:00,27.45,,3.62,18.42,22.04,30.52,0.95,0.53,4.14,2.13,3.06,6.19,31.51,,,292.95,1.02,171.95,06-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
06-Oct-2020 - 00:00,41.74,,4.01,34.6,38.61,21.91,3.39,0.58,6.58,1.42,3.02,6.31,31.83,14.88,,398.39,1.21,146.44,07-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
07-Oct-2020 - 00:00,47.3,,3.57,16.63,20.2,18.19,6.25,0.55,5.92,1.37,3.09,5.18,32.6,,,387.57,1.54,129.66,08-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
08-Oct-2020 - 00:00,51.75,,4.86,7.57,12.42,23.14,7.01,0.77,5.89,1.53,3.77,7.47,33.99,,,182.72,1.12,150.29,09-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
09-Oct-2020 - 00:00,63.71,,4.55,18.59,23.14,25.38,7.33,0.82,9.56,1.63,3.7,7.54,34.03,,,398.83,1.26,129.08,10-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
10-Oct-2020 - 00:00,62.28,,4.61,20.5,25.1,21.5,6.85,0.82,5.82,1.97,4.04,7.25,31.76,,,354.69,1.33,163.62,11-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
11-Oct-2020 - 00:00,37.72,,2.47,12.86,15.33,14.09,6.45,0.6,4.47,2.72,3.42,6.1,31.18,,,186.89,1.01,173.8,12-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
12-Oct-2020 - 00:00,55.37,,4.88,11.26,15.98,15.06,8.54,0.68,8.75,3.62,3.32,7.57,30.99,,,284.69,1.34,200.86,13-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
13-Oct-2020 - 00:00,44.49,,10.36,6.62,16.98,19.46,6.9,0.71,23.58,1.73,2.25,4.03,30.67,,,194.78,1.71,172.47,14-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
14-Oct-2020 - 00:00,64.35,,5.54,25.84,31.38,15.25,7.46,0.82,7.4,2.08,3.14,6.06,29.97,,,204.73,1.62,160.59,15-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
15-Oct-2020 - 00:00,18.92,,3.58,10.77,14.35,10.88,7.07,0.63,4.86,1.96,3.13,7.51,28.62,,998.82,169.66,2.65,141.72,16-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
16-Oct-2020 - 00:00,20.93,,4.33,29.8,34.13,7.02,7.03,0.74,4.1,1.89,3.68,6.79,31.96,29.73,999.17,285.37,1.21,143.95,17-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
17-Oct-2020 - 00:00,24.84,,1.88,8.2,10.08,6.13,5.79,0.45,5.41,0.83,2.43,4.3,31.82,,,304.44,1.55,185.59,18-Oct-2020 - 00:00,"Nerul, Navi Mumbai - MPCB"
