from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,to date,station
20-Jun-2020 - 00:00,130.08,34.36,7.24,11.8,19.03,0.66,,19.86,21-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Jun-2020 - 00:00,111.67,41.93,9.18,12.33,21.51,0.71,,19.72,22-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Jun-2020 - 00:00,80.31,40.46,5.15,9.8,14.95,0.65,,23.86,23-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Jun-2020 - 00:00,55.62,25.92,2.71,7.53,10.24,0.49,,20.33,24-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Jun-2020 - 00:00,60.95,31.72,2.77,6.91,9.68,0.49,,21.44,25-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Jun-2020 - 00:00,101.37,43.15,17.19,11.53,28.72,0.72,,55.06,26-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Jun-2020 - 00:00,141.61,50.28,21.83,20.21,42.04,0.96,,30.03,27-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Jun-2020 - 00:00,189.14,39.68,30.09,24.58,54.67,0.91,,15.56,28-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Jun-2020 - 00:00,338.49,53.83,45.03,29.8,74.82,0.98,,15.6,29-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Jun-2020 - 00:00,188.76,39.19,36.65,26.49,63.14,0.75,,24.05,30-Jun-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Jun-2020 - 00:00,96.95,39.95,2.97,9.97,12.94,0.42,,31.29,01-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Jul-2020 - 00:00,116.43,48.0,2.94,8.7,11.64,0.48,,48.72,02-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Jul-2020 - 00:00,146.74,64.56,3.88,10.07,13.96,0.54,,52.07,03-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Jul-2020 - 00:00,161.61,66.01,5.33,14.74,20.07,0.52,,30.37,04-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Jul-2020 - 00:00,95.52,45.14,2.28,8.8,11.08,0.39,,33.3,05-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Jul-2020 - 00:00,51.5,29.27,3.85,11.01,13.74,0.36,,39.8,06-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Jul-2020 - 00:00,74.5,41.72,1.57,9.62,11.19,0.38,,34.84,07-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Jul-2020 - 00:00,37.44,21.34,5.37,8.97,14.34,0.37,0.0,27.72,08-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Jul-2020 - 00:00,50.22,26.45,6.22,12.12,18.34,0.71,,36.77,09-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Jul-2020 - 00:00,77.93,35.56,13.8,23.59,37.39,1.16,,39.22,10-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Jul-2020 - 00:00,90.85,35.93,17.3,30.24,47.54,1.08,,33.68,11-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Jul-2020 - 00:00,69.6,30.95,7.49,19.08,26.57,0.6,,30.8,12-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Jul-2020 - 00:00,58.31,24.53,7.45,16.25,23.7,0.5,,27.79,13-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Jul-2020 - 00:00,122.04,28.86,15.47,23.06,38.53,0.72,,27.32,14-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Jul-2020 - 00:00,159.98,43.13,10.79,17.3,28.1,0.54,20.54,41.02,15-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Jul-2020 - 00:00,93.9,39.52,7.12,12.42,15.08,0.28,,19.49,16-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Jul-2020 - 00:00,61.21,28.54,5.36,11.72,15.01,0.23,,15.28,17-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Jul-2020 - 00:00,80.55,44.68,14.45,11.32,25.77,0.52,,7.77,18-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Jul-2020 - 00:00,75.7,40.2,12.12,10.83,22.95,0.44,,7.52,19-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Jul-2020 - 00:00,81.83,34.21,16.69,11.55,8.35,1.03,,6.86,20-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Jul-2020 - 00:00,67.97,27.37,25.71,30.62,29.67,1.03,,7.54,21-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Jul-2020 - 00:00,59.12,27.39,24.49,27.12,51.61,0.74,,13.66,22-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Jul-2020 - 00:00,68.39,26.09,32.57,28.71,61.28,0.93,,14.18,23-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Jul-2020 - 00:00,98.39,40.1,38.94,36.6,75.54,1.48,,21.07,24-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Jul-2020 - 00:00,70.31,37.79,18.22,19.28,37.5,1.03,,13.32,25-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Jul-2020 - 00:00,51.41,29.04,10.9,13.73,24.63,0.62,,12.78,26-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Jul-2020 - 00:00,80.7,39.86,18.64,17.26,35.91,0.83,,12.26,27-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Jul-2020 - 00:00,116.32,39.83,59.25,37.07,96.32,1.71,,11.0,28-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Jul-2020 - 00:00,97.8,31.56,40.7,36.95,77.66,1.49,,22.7,29-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Jul-2020 - 00:00,80.53,28.1,21.61,24.28,45.89,1.16,,28.78,30-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Jul-2020 - 00:00,59.55,25.7,17.9,24.25,42.14,0.91,,76.9,31-Jul-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Jul-2020 - 00:00,91.96,39.09,13.86,18.27,32.13,1.0,,41.32,01-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Aug-2020 - 00:00,80.37,28.23,19.24,20.39,39.63,1.24,,38.46,02-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Aug-2020 - 00:00,77.24,24.16,27.43,27.86,55.29,1.46,,41.64,03-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Aug-2020 - 00:00,90.17,29.89,44.69,37.92,82.6,1.74,,81.12,04-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Aug-2020 - 00:00,70.03,36.16,17.94,23.54,41.48,0.88,,44.02,05-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Aug-2020 - 00:00,85.92,37.86,17.42,23.51,40.93,1.06,,29.4,06-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Aug-2020 - 00:00,52.62,14.41,8.9,11.06,19.96,0.53,,22.76,07-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Aug-2020 - 00:00,55.33,22.26,10.39,12.84,23.23,0.57,,19.93,08-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Aug-2020 - 00:00,97.42,49.45,23.97,24.96,48.93,1.12,,17.17,09-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Aug-2020 - 00:00,72.92,32.07,23.92,27.3,51.23,1.33,,18.09,10-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Aug-2020 - 00:00,47.06,26.42,9.66,12.77,22.43,0.8,,17.26,11-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Aug-2020 - 00:00,85.11,43.07,23.33,24.18,47.51,1.35,,17.58,12-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Aug-2020 - 00:00,89.43,51.62,26.31,26.9,53.2,1.06,,17.58,13-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Aug-2020 - 00:00,28.67,18.17,19.42,22.11,38.93,1.41,,16.75,14-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Aug-2020 - 00:00,34.1,20.03,4.39,11.62,16.01,0.79,,19.51,15-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Aug-2020 - 00:00,44.95,29.75,3.75,10.01,13.75,0.76,,19.51,16-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Aug-2020 - 00:00,34.49,22.58,4.91,11.01,15.91,0.8,,18.24,17-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Aug-2020 - 00:00,64.3,31.56,15.61,19.85,35.45,1.39,,16.81,18-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Aug-2020 - 00:00,87.2,30.52,27.64,29.26,56.9,1.91,,17.71,19-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Aug-2020 - 00:00,43.61,20.32,6.7,21.09,27.79,1.75,,19.2,20-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Aug-2020 - 00:00,29.05,17.99,4.68,16.27,20.95,1.05,,25.49,21-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Aug-2020 - 00:00,40.51,19.56,4.26,13.06,17.32,0.98,,20.91,22-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Aug-2020 - 00:00,32.33,12.13,4.93,11.77,16.71,0.75,,25.86,23-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Aug-2020 - 00:00,32.02,15.57,4.42,11.04,15.45,0.64,,28.69,24-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Aug-2020 - 00:00,28.06,14.69,6.53,13.2,19.73,0.65,,23.59,25-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Aug-2020 - 00:00,52.9,21.88,32.66,27.31,59.97,1.32,,17.65,26-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Aug-2020 - 00:00,78.76,24.05,78.27,48.86,127.13,2.11,,15.6,27-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Aug-2020 - 00:00,69.06,22.76,56.08,38.99,95.07,1.43,,18.77,28-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Aug-2020 - 00:00,79.0,28.59,56.08,39.95,96.04,1.65,,11.81,29-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Aug-2020 - 00:00,73.48,31.05,22.58,20.97,43.54,0.98,,16.26,30-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Aug-2020 - 00:00,36.8,15.31,5.03,10.71,15.74,0.59,,18.97,31-Aug-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Aug-2020 - 00:00,33.01,13.83,13.98,15.39,29.36,0.78,,14.26,01-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Sep-2020 - 00:00,61.36,20.37,61.18,40.56,101.73,1.75,,8.82,02-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Sep-2020 - 00:00,52.94,19.07,22.68,24.15,46.82,0.89,,18.81,03-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Sep-2020 - 00:00,73.88,33.03,5.46,14.93,20.39,0.72,,17.99,04-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Sep-2020 - 00:00,74.65,44.56,25.01,25.19,50.2,1.22,,16.29,05-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Sep-2020 - 00:00,75.83,30.11,56.53,37.91,90.69,1.31,0.0,13.34,06-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Sep-2020 - 00:00,76.54,29.53,42.77,44.89,87.66,0.8,,24.95,07-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Sep-2020 - 00:00,110.16,47.66,80.18,56.04,136.21,1.34,,16.89,08-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Sep-2020 - 00:00,100.1,34.7,51.26,48.39,99.66,0.71,,18.17,09-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Sep-2020 - 00:00,137.93,56.75,93.78,58.56,141.19,1.09,28.29,19.21,10-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Sep-2020 - 00:00,141.22,55.69,84.68,69.22,152.95,1.51,,15.56,11-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Sep-2020 - 00:00,155.2,59.44,134.47,63.94,158.09,1.54,,28.96,12-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Sep-2020 - 00:00,169.24,75.46,135.61,69.43,194.75,1.57,,21.66,13-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Sep-2020 - 00:00,163.31,75.64,86.07,43.43,129.51,1.3,,28.26,14-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Sep-2020 - 00:00,166.8,74.08,58.35,36.95,95.3,1.13,,22.82,15-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Sep-2020 - 00:00,171.75,72.27,89.19,58.54,147.75,1.58,,17.62,16-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Sep-2020 - 00:00,189.97,74.67,104.43,65.61,170.03,1.99,,13.74,17-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Sep-2020 - 00:00,168.85,79.54,65.31,49.47,114.79,1.38,,13.23,18-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Sep-2020 - 00:00,123.69,44.05,37.31,37.13,74.44,1.32,,12.84,19-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Sep-2020 - 00:00,141.88,60.14,38.31,32.85,71.17,1.24,,24.84,20-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Sep-2020 - 00:00,167.08,72.67,56.87,41.28,98.16,1.39,,21.76,21-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Sep-2020 - 00:00,155.07,64.86,46.79,37.65,84.44,1.3,,25.23,22-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Sep-2020 - 00:00,91.31,35.85,12.17,12.37,24.54,0.95,,13.21,23-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Sep-2020 - 00:00,64.56,23.24,6.05,6.18,12.21,0.76,,10.25,24-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Sep-2020 - 00:00,98.55,37.52,10.29,10.03,20.31,0.86,,13.26,25-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Sep-2020 - 00:00,304.64,76.99,94.1,54.78,148.41,2.1,,13.21,26-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Sep-2020 - 00:00,239.88,74.68,163.03,68.96,228.97,2.75,,9.38,27-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Sep-2020 - 00:00,174.61,48.19,93.55,49.08,142.61,1.76,,15.91,28-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Sep-2020 - 00:00,292.42,70.66,126.19,61.49,187.7,2.22,,14.3,29-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Sep-2020 - 00:00,263.82,72.34,94.2,55.82,150.02,1.89,,13.4,30-Sep-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Sep-2020 - 00:00,221.95,61.11,99.69,58.95,158.64,2.0,,12.45,01-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Oct-2020 - 00:00,241.75,65.35,114.08,67.0,181.08,2.36,,15.52,02-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Oct-2020 - 00:00,234.31,78.51,131.03,65.5,196.53,2.53,,15.9,03-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Oct-2020 - 00:00,266.92,85.05,152.76,77.09,229.5,2.89,,15.61,04-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Oct-2020 - 00:00,258.09,82.63,168.76,81.27,247.55,2.87,,18.2,05-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Oct-2020 - 00:00,236.94,69.72,114.62,70.55,185.2,2.46,,14.49,06-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Oct-2020 - 00:00,268.62,90.64,156.54,83.31,238.13,2.33,,11.66,07-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Oct-2020 - 00:00,282.56,105.77,194.42,92.51,285.14,1.64,,17.67,08-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Oct-2020 - 00:00,266.77,99.23,190.36,93.1,283.29,1.63,,16.56,09-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Oct-2020 - 00:00,283.71,98.31,174.98,84.39,259.37,1.49,,17.37,10-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Oct-2020 - 00:00,259.08,101.42,137.76,80.18,217.68,1.21,7.22,17.6,11-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Oct-2020 - 00:00,250.29,101.13,137.98,74.71,212.69,1.13,,14.61,12-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Oct-2020 - 00:00,306.74,131.42,185.92,89.74,267.63,1.88,,20.83,13-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Oct-2020 - 00:00,287.84,132.32,145.49,62.47,153.27,1.58,,19.06,14-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Oct-2020 - 00:00,281.06,129.19,162.09,61.54,174.69,2.26,,23.38,15-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Oct-2020 - 00:00,348.53,158.45,249.5,85.35,224.79,2.94,,28.14,16-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Oct-2020 - 00:00,302.23,121.82,240.97,93.5,262.75,2.88,,38.4,17-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Oct-2020 - 00:00,350.71,140.74,252.48,108.26,251.0,3.87,,35.36,18-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Oct-2020 - 00:00,278.28,112.18,205.1,89.84,277.58,2.06,,24.03,19-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Oct-2020 - 00:00,288.0,113.66,216.62,95.33,290.11,2.4,,27.55,20-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Oct-2020 - 00:00,294.85,111.31,195.26,81.87,273.25,2.92,,31.44,21-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Oct-2020 - 00:00,324.8,111.03,157.96,50.76,208.75,3.08,,25.56,22-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Oct-2020 - 00:00,374.77,153.01,123.43,47.71,171.14,2.93,,32.61,23-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Oct-2020 - 00:00,444.48,203.87,145.77,49.57,195.35,3.09,,34.8,24-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Oct-2020 - 00:00,382.06,172.02,138.91,51.86,190.77,4.14,,21.3,25-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Oct-2020 - 00:00,389.28,189.33,143.39,51.24,194.65,4.41,,34.86,26-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Oct-2020 - 00:00,397.69,181.88,136.01,51.26,187.24,3.83,,22.78,27-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Oct-2020 - 00:00,349.33,152.89,95.03,39.55,134.57,1.29,,22.84,28-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Oct-2020 - 00:00,389.54,176.57,129.04,49.73,178.8,2.68,,26.28,29-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Oct-2020 - 00:00,424.18,210.6,152.86,54.28,207.15,2.9,,21.28,30-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Oct-2020 - 00:00,398.97,198.78,106.14,43.14,149.29,5.59,,14.34,31-Oct-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Oct-2020 - 00:00,453.71,249.67,72.69,35.84,108.53,5.51,,11.13,01-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Nov-2020 - 00:00,447.18,252.14,84.35,36.86,121.21,5.78,,12.51,02-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Nov-2020 - 00:00,346.57,157.44,107.66,41.79,149.47,3.14,,7.76,03-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Nov-2020 - 00:00,347.64,140.02,153.04,51.0,204.03,4.72,,7.54,04-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Nov-2020 - 00:00,532.5,300.27,106.87,47.09,153.98,4.1,,4.9,05-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Nov-2020 - 00:00,459.84,254.7,117.55,49.43,166.97,2.83,,8.26,06-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Nov-2020 - 00:00,469.98,246.1,133.62,52.94,186.58,4.67,,6.36,07-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Nov-2020 - 00:00,557.03,307.77,120.81,50.05,170.87,4.4,,11.69,08-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Nov-2020 - 00:00,566.17,319.99,123.37,49.58,172.92,3.88,,13.53,09-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Nov-2020 - 00:00,735.57,473.92,92.82,48.25,141.08,4.9,,13.03,10-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Nov-2020 - 00:00,512.09,465.01,132.29,45.57,177.85,4.3,,19.03,11-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Nov-2020 - 00:00,365.0,173.29,174.02,46.19,220.21,3.56,,10.69,12-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Nov-2020 - 00:00,367.66,165.65,161.0,49.94,210.97,3.22,,10.4,13-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Nov-2020 - 00:00,351.29,154.75,127.38,48.13,175.51,4.72,,12.95,14-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Nov-2020 - 00:00,549.48,384.76,91.39,37.77,129.14,4.74,,16.95,15-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Nov-2020 - 00:00,357.96,292.48,24.24,14.83,39.07,1.58,,16.1,16-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Nov-2020 - 00:00,107.2,68.14,16.17,8.21,24.38,0.74,,12.86,17-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Nov-2020 - 00:00,150.92,69.49,55.97,23.8,79.77,1.64,,6.25,18-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Nov-2020 - 00:00,204.38,96.15,74.82,32.08,106.9,2.43,,10.12,19-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Nov-2020 - 00:00,270.69,116.31,115.13,41.6,156.73,3.21,,9.26,20-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Nov-2020 - 00:00,267.21,131.02,84.15,37.08,121.24,2.35,,9.82,21-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Nov-2020 - 00:00,213.68,100.96,57.31,29.59,86.91,1.72,,7.52,22-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Nov-2020 - 00:00,264.2,126.99,86.33,33.82,120.14,2.54,,11.53,23-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Nov-2020 - 00:00,351.76,164.44,105.27,38.38,139.36,1.88,,15.84,24-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Nov-2020 - 00:00,443.68,224.56,165.88,52.72,218.6,2.78,,20.43,25-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Nov-2020 - 00:00,371.54,207.0,58.48,26.28,84.73,2.08,,13.04,26-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Nov-2020 - 00:00,168.04,88.96,32.28,17.07,49.34,1.08,,16.77,27-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Nov-2020 - 00:00,155.95,64.1,50.92,23.76,74.68,1.46,,6.39,28-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Nov-2020 - 00:00,210.49,98.43,52.09,26.98,79.06,2.03,,8.97,29-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Nov-2020 - 00:00,225.03,105.71,65.4,31.32,96.72,2.49,,12.86,30-Nov-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Nov-2020 - 00:00,315.24,154.04,103.37,40.42,143.79,3.91,,11.73,01-Dec-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Dec-2020 - 00:00,486.15,286.91,177.89,53.91,231.82,7.43,,6.83,02-Dec-2020 - 00:00,"CRRI Mathura Road, Delhi - IMD"
