from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,RF,SR,to date,station
15-Aug-2020 - 00:00,3.58,11.86,10.69,20.0,9.06,,8.63,27.48,41.38,0.01,0.47,31.99,2.59,131.45,68.93,740.0,0.05,81.39,16-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Aug-2020 - 00:00,7.97,11.88,13.26,23.25,8.24,,8.9,17.89,32.44,0.02,0.49,32.47,2.1,128.7,66.99,740.18,0.02,83.24,17-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Aug-2020 - 00:00,8.71,12.05,13.1,24.98,10.25,,8.69,22.39,41.77,0.04,0.71,33.21,2.51,119.83,66.85,740.29,0.0,92.24,18-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Aug-2020 - 00:00,10.24,11.95,14.41,28.38,8.65,,7.55,20.34,41.84,0.05,0.72,33.15,1.44,106.03,65.97,740.36,0.03,78.46,19-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Aug-2020 - 00:00,11.82,11.91,15.67,29.21,8.91,,4.83,14.26,26.69,0.03,1.2,29.28,1.58,110.05,74.92,740.28,0.14,21.86,20-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Aug-2020 - 00:00,16.97,10.14,16.6,22.43,5.44,1.99,8.46,9.83,21.3,0.03,0.65,27.81,1.51,103.7,76.54,740.89,0.82,39.25,21-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Aug-2020 - 00:00,25.31,7.02,19.18,14.26,10.09,2.36,6.23,8.48,32.53,0.02,0.46,30.84,1.93,98.68,66.76,741.0,0.0,101.41,22-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Aug-2020 - 00:00,18.19,6.83,15.23,11.62,5.76,0.95,9.11,10.64,37.53,0.0,0.2,31.44,2.52,113.47,63.43,741.0,0.0,80.42,23-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Aug-2020 - 00:00,18.5,6.92,15.46,14.16,7.78,1.1,13.36,8.09,21.96,0.0,0.19,32.73,2.57,132.15,62.48,741.0,0.0,94.07,26-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Aug-2020 - 00:00,26.65,6.99,19.86,14.93,7.21,0.92,15.81,14.74,47.0,0.02,0.6,32.81,1.07,87.51,62.02,741.0,0.0,96.42,27-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Aug-2020 - 00:00,32.39,7.11,23.01,13.88,8.78,1.02,21.02,21.97,65.58,0.08,1.13,32.91,1.39,59.95,61.69,741.0,0.0,100.28,28-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Aug-2020 - 00:00,31.15,7.1,22.34,15.79,8.23,1.07,8.32,31.8,55.12,0.09,1.99,29.47,0.87,87.85,74.58,741.0,0.0,36.05,29-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Aug-2020 - 00:00,,,,,7.34,1.11,10.41,28.3,62.58,0.16,1.56,32.08,1.2,108.7,65.74,741.0,0.0,95.35,30-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Aug-2020 - 00:00,,,,,7.45,0.91,13.82,13.89,29.42,0.01,0.25,30.06,3.84,136.68,67.19,741.0,0.0,56.12,31-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Aug-2020 - 00:00,,,,,9.03,1.17,15.71,8.26,20.62,0.0,0.26,30.89,3.64,140.11,63.77,741.0,0.0,92.07,01-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Sep-2020 - 00:00,,,,,9.51,1.11,19.91,12.34,33.54,0.0,0.23,31.91,1.83,135.46,61.05,741.0,0.0,111.01,02-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Sep-2020 - 00:00,,,,,11.25,1.26,27.84,22.45,58.71,0.04,0.81,33.28,0.95,100.2,59.48,741.26,0.0,108.29,03-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Sep-2020 - 00:00,,,,,7.14,1.0,18.6,35.71,74.12,0.07,1.31,32.51,2.02,139.29,63.39,741.24,0.0,83.06,04-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Sep-2020 - 00:00,30.74,6.48,21.62,21.53,9.27,1.19,23.08,35.48,61.21,0.05,0.62,32.92,2.05,135.76,62.22,741.09,0.0,81.17,05-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Sep-2020 - 00:00,30.1,7.03,21.73,25.21,8.29,1.22,28.5,24.58,51.54,0.07,0.87,32.99,1.41,107.6,60.47,741.0,0.0,113.21,06-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Sep-2020 - 00:00,44.7,7.04,29.5,24.4,10.52,0.98,50.54,38.81,75.71,0.1,1.55,32.73,0.93,58.18,60.67,741.0,0.0,98.57,07-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Sep-2020 - 00:00,45.24,6.9,29.68,26.19,10.91,1.21,31.43,46.42,82.54,0.11,1.51,31.76,0.78,73.28,64.17,741.0,0.0,63.02,08-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Sep-2020 - 00:00,45.34,6.99,29.8,24.88,9.24,0.88,44.59,37.67,94.96,0.09,1.41,33.52,1.59,48.74,58.35,741.0,0.0,99.1,09-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Sep-2020 - 00:00,49.48,7.07,32.07,28.41,10.92,1.18,41.44,51.79,122.29,0.15,2.03,33.97,1.57,33.88,58.42,741.0,0.0,95.89,10-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Sep-2020 - 00:00,46.53,7.16,30.57,30.5,9.61,1.11,40.47,47.98,119.33,0.12,1.58,34.26,1.66,59.53,56.22,741.0,0.0,102.79,11-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Sep-2020 - 00:00,62.13,7.21,38.74,32.57,9.81,1.08,45.66,61.33,164.58,0.15,2.33,34.7,0.8,77.95,54.26,741.0,0.0,101.62,12-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Sep-2020 - 00:00,63.81,6.97,39.61,36.52,10.91,1.15,41.26,76.26,190.75,0.17,3.24,34.75,0.79,58.88,54.25,741.03,0.0,93.99,13-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Sep-2020 - 00:00,51.1,7.05,32.92,37.12,14.88,1.18,41.95,85.59,184.96,0.16,1.98,34.69,0.81,61.15,56.3,741.0,0.0,83.31,14-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Sep-2020 - 00:00,49.51,6.92,31.96,35.59,8.32,1.11,31.81,77.22,158.71,0.14,1.6,34.32,0.79,62.64,58.48,741.0,0.0,75.85,15-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Sep-2020 - 00:00,56.27,7.01,35.64,34.18,12.66,1.15,45.23,78.06,177.08,0.23,3.75,34.72,1.08,57.05,55.79,741.0,0.0,92.65,16-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Sep-2020 - 00:00,54.58,7.01,34.73,34.46,13.24,1.18,43.13,72.04,177.12,0.14,2.26,35.34,1.3,54.15,54.58,741.0,0.0,90.11,17-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Sep-2020 - 00:00,45.82,7.05,30.11,33.05,10.95,1.34,33.11,47.6,129.79,0.11,1.47,35.62,2.07,45.85,52.89,741.0,0.0,100.46,18-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Sep-2020 - 00:00,43.73,7.04,28.98,31.16,9.2,1.52,34.79,41.25,119.67,0.11,1.59,36.1,1.88,61.21,52.44,741.0,0.0,98.34,19-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Sep-2020 - 00:00,53.87,7.06,34.39,34.85,13.68,1.17,44.42,65.54,159.67,0.13,1.99,35.21,1.21,66.3,54.75,741.0,0.0,89.67,20-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Sep-2020 - 00:00,42.15,7.06,28.15,35.61,11.77,1.2,55.87,84.77,186.17,0.17,2.23,34.62,1.83,51.5,55.27,741.0,0.0,88.02,21-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Sep-2020 - 00:00,52.11,6.94,33.36,30.74,10.83,1.18,50.86,65.04,163.83,0.16,1.79,35.02,1.09,49.39,54.19,740.92,0.0,77.85,22-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Sep-2020 - 00:00,35.66,6.9,24.57,24.2,8.91,1.04,29.29,30.29,79.25,0.09,1.21,34.44,1.48,117.26,55.64,740.98,0.0,91.2,23-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Sep-2020 - 00:00,32.8,6.79,22.97,20.67,10.47,1.05,25.6,18.94,54.79,0.05,0.9,33.75,2.24,125.46,56.4,741.0,0.0,88.27,24-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Sep-2020 - 00:00,26.62,6.95,19.81,18.07,8.65,1.12,43.4,35.96,52.5,0.0,0.64,32.58,1.6,121.62,58.42,741.0,0.0,100.5,25-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Sep-2020 - 00:00,46.41,7.03,30.4,16.4,12.32,1.13,46.59,45.41,139.83,,,32.85,1.86,82.12,55.18,741.0,0.0,92.45,26-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Sep-2020 - 00:00,57.29,6.89,36.07,17.57,12.81,1.34,25.15,60.86,188.0,0.08,1.49,31.77,1.49,82.08,52.41,741.0,0.0,77.89,27-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Sep-2020 - 00:00,50.13,6.81,32.15,20.29,12.26,1.44,44.51,37.9,135.71,0.1,0.96,32.18,1.4,45.67,48.73,741.0,0.0,97.77,28-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Sep-2020 - 00:00,58.58,6.89,36.78,21.7,12.91,2.04,39.87,60.08,203.96,0.17,2.03,32.51,2.19,52.66,47.59,741.2,0.0,96.94,29-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Sep-2020 - 00:00,51.4,7.03,33.06,26.73,13.89,1.38,45.07,61.72,203.17,0.14,1.66,32.02,2.27,46.82,50.94,741.16,0.0,90.82,30-Sep-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Sep-2020 - 00:00,56.41,6.97,35.69,23.91,12.59,1.49,41.07,55.73,183.0,0.15,1.84,31.2,2.0,48.75,50.06,741.0,0.0,98.31,01-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Oct-2020 - 00:00,70.21,6.78,42.8,25.69,14.75,2.22,39.2,62.29,195.83,0.2,2.43,31.45,1.96,44.79,48.88,741.0,0.0,97.36,02-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Oct-2020 - 00:00,61.08,7.08,38.24,27.34,12.33,1.99,54.54,69.08,195.83,0.23,2.64,31.43,1.05,45.15,48.65,741.0,0.0,99.41,03-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Oct-2020 - 00:00,61.97,7.03,38.67,28.89,15.63,1.96,53.91,89.79,213.08,0.22,2.43,30.74,1.42,45.93,49.82,741.04,0.0,93.31,04-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Oct-2020 - 00:00,76.22,7.3,46.3,25.32,19.34,2.73,58.3,87.35,218.08,0.23,3.46,30.18,1.29,39.98,45.82,741.22,0.0,94.74,05-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Oct-2020 - 00:00,71.57,6.95,43.72,25.16,13.64,2.01,51.8,64.38,200.46,0.2,2.09,30.5,2.1,38.51,45.14,741.07,0.0,94.07,06-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Oct-2020 - 00:00,82.77,7.13,49.83,26.33,14.85,2.65,50.4,81.44,232.71,0.28,3.02,29.99,1.64,35.21,45.5,741.21,0.0,92.27,07-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Oct-2020 - 00:00,93.08,7.13,55.25,30.97,23.09,2.5,53.81,108.89,265.38,0.27,3.48,30.18,1.36,47.11,46.32,741.38,0.0,88.66,08-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Oct-2020 - 00:00,76.96,7.14,46.75,34.91,19.05,1.84,67.46,94.84,235.25,0.23,3.4,30.53,1.22,55.16,47.64,741.38,0.0,83.96,09-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Oct-2020 - 00:00,86.13,7.07,51.57,32.94,23.33,2.4,58.19,103.15,257.21,0.28,3.54,30.51,0.74,49.09,46.86,741.39,0.0,77.9,10-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Oct-2020 - 00:00,72.76,7.05,44.43,35.04,22.08,1.77,68.58,97.68,232.92,0.25,2.92,30.64,1.08,41.86,47.67,741.31,0.0,79.98,11-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Oct-2020 - 00:00,78.19,7.25,47.48,35.85,19.42,1.88,62.11,93.42,233.12,0.24,2.66,30.51,1.1,38.26,48.51,741.14,0.0,75.58,12-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Oct-2020 - 00:00,93.12,7.24,55.29,38.13,28.73,2.25,49.56,166.82,342.17,0.33,3.21,30.65,0.51,62.29,47.89,741.0,0.0,67.21,13-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Oct-2020 - 00:00,62.85,7.1,39.2,42.48,15.74,2.81,49.55,124.2,254.83,0.24,1.85,30.55,0.94,105.45,52.82,741.0,0.0,61.78,14-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Oct-2020 - 00:00,77.28,7.1,46.7,37.83,20.47,2.62,50.74,124.86,263.12,0.34,3.06,31.3,0.52,66.31,50.06,741.23,0.0,63.04,15-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Oct-2020 - 00:00,102.14,7.34,59.98,38.16,20.41,2.35,39.69,149.0,323.17,0.37,4.92,30.15,0.84,49.98,44.32,741.26,0.0,69.03,16-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Oct-2020 - 00:00,111.79,7.26,65.36,37.91,25.82,2.52,49.55,129.83,280.0,0.4,4.26,28.72,0.69,50.48,40.54,741.29,0.0,77.83,17-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Oct-2020 - 00:00,117.73,7.06,68.22,41.34,26.36,3.33,60.59,149.88,323.25,0.51,6.3,28.29,0.58,47.4,44.74,741.34,0.0,66.77,18-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Oct-2020 - 00:00,98.9,7.2,58.49,33.56,17.28,2.95,49.69,100.96,238.38,0.42,3.77,29.02,1.19,38.65,40.65,741.33,0.0,72.73,19-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Oct-2020 - 00:00,92.16,7.11,54.77,30.59,24.54,2.35,58.12,101.71,246.25,0.35,3.41,29.22,2.01,50.06,38.09,741.31,0.0,76.65,20-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Oct-2020 - 00:00,98.46,7.48,58.09,24.44,19.11,2.63,50.49,92.98,244.38,0.36,4.12,27.65,1.23,39.68,36.96,741.28,0.0,77.4,21-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Oct-2020 - 00:00,87.14,7.62,51.93,21.54,24.66,3.07,41.71,123.01,278.38,0.39,4.56,26.94,0.94,71.32,39.91,741.33,0.0,77.62,22-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Oct-2020 - 00:00,95.69,7.33,56.52,25.23,26.49,3.62,59.08,154.46,336.58,0.36,4.23,28.17,0.7,63.97,40.21,741.19,0.0,64.38,23-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Oct-2020 - 00:00,89.05,6.89,54.11,29.28,35.81,4.24,58.87,216.05,389.96,0.42,4.08,27.38,0.81,54.2,39.3,741.16,0.0,69.85,24-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Oct-2020 - 00:00,117.68,7.55,68.2,48.61,22.7,3.45,58.19,190.56,366.29,0.42,4.65,25.46,0.99,42.25,44.6,741.22,0.0,70.08,25-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Oct-2020 - 00:00,113.13,7.56,66.1,51.52,30.22,3.24,54.49,209.64,390.25,0.39,4.25,25.65,0.58,49.58,44.69,741.6,0.0,66.5,26-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Oct-2020 - 00:00,139.89,7.95,79.7,47.17,28.46,3.62,36.83,201.78,395.17,0.39,3.96,25.78,0.71,41.9,43.43,741.92,0.0,56.65,27-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Oct-2020 - 00:00,107.68,7.64,63.24,40.8,17.47,3.27,52.26,174.1,347.0,0.32,2.81,24.5,1.31,33.5,42.62,741.84,0.0,65.38,28-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Oct-2020 - 00:00,138.47,7.16,78.92,40.99,19.16,3.83,38.38,199.95,407.75,0.45,3.72,22.48,0.6,36.31,47.4,741.81,0.0,59.35,29-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Oct-2020 - 00:00,141.25,7.99,81.13,50.68,24.83,3.41,52.57,260.43,470.5,0.45,4.79,23.92,0.39,49.16,45.76,742.0,0.0,59.57,30-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Oct-2020 - 00:00,129.06,7.11,74.02,42.84,22.14,4.31,48.26,202.84,366.5,0.47,4.63,24.59,0.89,36.5,44.46,742.0,0.0,60.03,31-Oct-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Oct-2020 - 00:00,111.29,7.54,65.33,42.84,17.71,3.98,49.6,245.27,401.08,0.36,2.55,24.34,1.23,35.22,43.36,742.0,0.0,64.22,01-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Nov-2020 - 00:00,102.33,7.36,60.22,37.74,19.02,2.44,54.15,267.73,428.33,0.31,1.85,23.66,1.19,41.22,38.92,742.0,0.0,64.43,02-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Nov-2020 - 00:00,107.3,8.0,63.37,29.51,16.39,2.52,45.73,173.95,327.42,0.29,2.85,21.73,0.95,36.86,40.47,742.0,0.0,61.04,03-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Nov-2020 - 00:00,101.31,7.68,60.13,24.95,18.22,2.74,40.18,155.58,304.6,0.31,3.83,22.16,0.71,85.81,38.93,742.0,0.0,64.33,04-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Nov-2020 - 00:00,126.25,7.4,72.85,41.35,19.66,3.7,29.14,326.43,535.17,0.42,3.87,21.02,0.51,42.82,46.17,742.0,0.0,48.73,05-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Nov-2020 - 00:00,94.96,7.09,56.28,32.7,19.44,3.81,49.3,302.4,476.75,0.38,3.0,22.28,0.65,30.21,46.09,741.92,0.0,61.03,06-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Nov-2020 - 00:00,,,,,16.93,2.98,41.1,254.07,441.58,0.47,4.12,22.21,0.71,36.89,46.07,742.0,0.0,53.92,07-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Nov-2020 - 00:00,,,,,17.72,3.99,56.23,296.51,490.04,0.43,3.38,22.48,0.86,31.73,44.06,742.11,0.0,55.88,08-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Nov-2020 - 00:00,,,,,19.62,4.81,40.9,390.39,594.13,0.53,4.02,19.95,0.31,46.48,51.5,742.14,0.0,41.47,09-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Nov-2020 - 00:00,,,,,19.98,3.36,42.65,432.9,656.25,0.58,4.7,19.9,0.6,41.71,54.18,742.0,0.0,47.23,10-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Nov-2020 - 00:00,,,,,15.05,5.65,33.21,408.43,497.47,0.51,4.3,21.09,0.58,89.65,55.45,742.0,0.0,51.15,11-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Nov-2020 - 00:00,,,,,14.79,3.78,27.55,158.84,280.88,0.33,2.68,21.69,0.57,100.71,52.5,742.11,0.0,52.54,12-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Nov-2020 - 00:00,,,,,15.19,3.15,30.54,164.11,298.58,0.43,3.72,22.1,0.44,80.95,51.11,742.25,0.0,51.52,13-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Nov-2020 - 00:00,141.68,7.75,81.65,62.92,14.52,3.38,38.76,177.58,339.83,0.36,3.84,21.57,0.4,71.22,52.14,742.14,0.0,49.14,14-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Nov-2020 - 00:00,129.4,7.53,74.75,82.61,15.23,5.53,46.17,315.07,448.5,0.46,3.14,20.23,0.31,99.68,54.38,742.0,0.0,44.17,15-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Nov-2020 - 00:00,51.33,7.17,33.14,73.54,13.0,2.57,68.62,268.85,365.0,0.28,0.96,21.35,1.88,118.34,54.33,742.0,0.0,39.55,16-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Nov-2020 - 00:00,39.78,7.06,26.89,55.16,11.01,2.47,42.8,79.96,101.96,0.11,0.38,21.24,1.09,113.47,63.69,742.0,0.0,50.32,17-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Nov-2020 - 00:00,82.86,7.11,49.85,51.92,11.17,3.63,32.04,83.52,140.79,0.22,2.02,21.32,1.06,40.14,58.04,742.0,0.0,59.74,18-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Nov-2020 - 00:00,98.15,7.43,58.05,52.94,15.2,3.14,47.28,128.69,204.17,0.23,2.68,19.88,0.72,49.74,54.23,742.0,0.0,55.33,19-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Nov-2020 - 00:00,121.12,7.12,69.91,53.87,17.5,3.43,43.92,165.3,270.17,0.29,3.3,18.62,0.81,50.17,51.4,742.0,0.0,53.85,20-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Nov-2020 - 00:00,104.03,7.1,61.11,50.59,14.38,3.01,50.81,163.69,259.42,0.27,3.12,18.74,1.51,48.19,47.55,742.0,0.0,57.66,21-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Nov-2020 - 00:00,92.55,7.1,54.96,34.59,12.84,2.42,46.39,108.44,206.96,0.23,1.65,18.08,1.89,38.49,43.79,742.0,0.0,58.44,22-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Nov-2020 - 00:00,102.63,7.37,60.5,37.48,12.89,3.57,45.52,140.49,247.67,0.27,2.07,16.64,1.16,42.51,44.59,742.0,0.0,56.26,23-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Nov-2020 - 00:00,119.29,7.97,69.51,39.51,13.15,4.36,32.43,161.72,284.58,0.37,2.61,15.48,0.32,74.56,50.43,742.0,0.0,46.53,24-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Nov-2020 - 00:00,131.44,8.5,75.5,56.25,13.48,5.81,38.17,227.71,366.58,0.47,4.64,16.14,0.36,65.41,52.27,742.0,0.0,47.88,25-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Nov-2020 - 00:00,103.71,6.99,60.85,63.86,12.86,4.57,42.7,247.99,374.5,0.4,2.06,18.09,0.5,85.53,51.64,742.0,0.0,37.41,26-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Nov-2020 - 00:00,71.19,7.14,43.67,43.75,18.9,2.45,33.32,112.43,190.54,0.24,1.99,20.07,0.8,53.38,52.32,742.14,0.0,40.64,27-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Nov-2020 - 00:00,85.71,7.75,51.9,34.56,19.02,2.58,34.39,70.23,146.29,0.2,2.34,19.95,1.54,38.79,49.23,742.32,0.0,54.52,28-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Nov-2020 - 00:00,97.17,7.12,57.48,35.34,13.56,1.83,40.93,105.8,186.67,0.26,1.83,19.06,1.16,36.85,47.76,742.24,0.0,53.74,29-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Nov-2020 - 00:00,115.85,7.71,67.73,35.06,13.32,6.6,49.12,140.64,256.02,0.26,2.1,17.56,0.64,44.22,47.54,742.19,0.0,52.91,30-Nov-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Nov-2020 - 00:00,128.77,7.84,74.32,43.61,11.52,4.44,44.26,186.96,317.33,0.37,2.87,17.08,0.66,33.02,52.43,742.0,0.0,49.34,01-Dec-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Dec-2020 - 00:00,150.25,8.4,86.8,54.3,9.3,5.44,3.9,271.0,447.0,0.6,4.85,11.3,0.3,33.0,68.0,742.0,0.0,7.0,02-Dec-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
