from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,RF,SR,to date,station
22-Apr-2020 - 00:00,,,,,14.46,2.11,58.51,61.79,137.46,0.23,1.86,31.34,1.43,66.26,38.05,741.27,0.0,121.82,23-Apr-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Apr-2020 - 00:00,,,,,15.27,1.59,58.4,59.3,157.0,0.24,0.56,31.45,1.66,116.24,39.71,741.2,0.0,79.41,24-Apr-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Apr-2020 - 00:00,,,,,12.43,1.9,72.13,57.36,125.73,0.28,0.37,32.81,1.69,124.7,39.03,741.07,0.0,117.24,25-Apr-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Apr-2020 - 00:00,,,,,12.59,2.0,71.16,36.8,112.49,0.13,0.39,33.34,1.79,120.69,37.06,741.07,0.0,109.21,26-Apr-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Apr-2020 - 00:00,,,,,10.96,2.05,54.41,55.68,161.41,0.22,0.47,26.87,2.66,117.18,51.47,741.23,0.04,46.61,27-Apr-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Apr-2020 - 00:00,,,,,6.88,2.21,61.57,29.36,51.85,0.14,0.18,27.3,3.58,132.64,54.66,741.76,0.0,120.6,28-Apr-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Apr-2020 - 00:00,,,,,7.8,1.51,61.13,45.73,92.89,0.17,0.53,30.2,1.92,102.54,48.46,741.75,0.0,109.66,29-Apr-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Apr-2020 - 00:00,,,,,9.56,1.47,68.47,59.22,129.24,0.18,0.29,33.06,1.89,121.49,45.52,741.36,0.0,108.39,30-Apr-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Apr-2020 - 00:00,,,,,10.54,1.54,67.71,48.23,122.26,0.16,0.33,33.54,2.35,102.79,45.74,741.3,0.03,109.76,01-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-May-2020 - 00:00,,,,,11.68,1.25,64.95,54.1,128.35,0.16,0.36,33.15,2.45,126.23,49.48,741.18,0.0,114.83,02-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-May-2020 - 00:00,10.07,2.06,6.88,36.63,8.81,1.2,66.13,32.34,107.01,0.1,0.13,32.5,4.26,139.95,47.77,741.12,0.0,114.52,03-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-May-2020 - 00:00,14.91,2.23,9.73,50.99,5.78,1.64,52.4,32.96,84.23,0.14,0.32,29.82,3.26,118.71,53.29,741.11,0.03,66.54,04-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-May-2020 - 00:00,18.66,2.05,11.59,42.2,11.34,1.9,58.44,26.26,63.1,0.11,0.48,30.62,1.42,74.29,49.74,741.35,0.0,121.55,05-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-May-2020 - 00:00,25.53,2.08,15.27,38.85,12.8,1.69,66.5,50.24,111.53,0.23,2.51,33.45,1.86,58.77,43.01,741.23,0.0,109.34,06-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-May-2020 - 00:00,18.69,1.76,11.37,35.33,13.29,2.84,71.76,48.27,144.77,0.17,0.37,32.39,2.39,95.32,42.71,741.18,0.0,92.07,07-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-May-2020 - 00:00,15.56,1.97,9.8,28.09,9.83,,87.33,30.09,96.88,0.1,0.34,32.23,2.36,106.82,39.73,741.23,0.0,124.82,08-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-May-2020 - 00:00,17.91,2.09,11.22,35.19,13.37,,91.4,50.55,113.86,0.17,0.4,34.63,2.0,115.38,42.52,741.1,0.0,110.73,09-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-May-2020 - 00:00,16.41,1.93,10.28,38.0,12.91,,91.96,55.47,131.47,0.16,0.43,35.79,2.74,135.23,42.71,741.22,0.0,102.65,10-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-May-2020 - 00:00,17.34,2.0,10.83,33.4,9.96,,64.6,41.6,107.16,0.14,0.32,29.37,3.69,129.93,50.48,741.2,0.06,61.08,11-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-May-2020 - 00:00,19.68,2.02,12.05,33.33,6.83,,68.5,39.85,81.06,0.14,0.33,29.81,2.87,104.65,51.61,741.4,0.0,100.21,12-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-May-2020 - 00:00,19.73,2.06,12.19,34.54,11.69,,74.69,42.15,82.28,0.12,0.52,32.8,1.77,118.86,46.05,741.34,0.0,98.13,13-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-May-2020 - 00:00,20.98,2.19,12.92,39.64,12.93,,65.37,67.24,158.28,0.16,1.24,32.56,1.36,82.62,48.77,741.27,0.0,73.9,14-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-May-2020 - 00:00,20.87,2.06,12.78,32.73,14.2,,66.39,52.08,142.54,0.12,0.68,33.49,1.85,71.52,44.0,741.24,0.0,103.78,15-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-May-2020 - 00:00,16.69,1.91,10.43,20.41,16.67,,80.99,33.96,111.49,0.08,0.93,35.59,3.96,141.91,35.76,741.09,0.0,121.9,16-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-May-2020 - 00:00,18.11,2.13,11.36,14.8,21.29,,90.56,51.59,126.49,0.09,1.11,35.93,2.75,127.91,34.05,741.0,0.0,121.74,17-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-May-2020 - 00:00,22.31,1.98,13.31,14.42,26.33,,80.67,66.32,162.33,0.14,2.02,36.71,1.65,100.53,32.61,741.0,0.0,102.12,18-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-May-2020 - 00:00,27.04,1.82,15.86,,36.75,,78.21,80.65,183.41,0.19,1.36,36.65,2.11,95.14,31.26,741.0,0.0,112.12,19-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-May-2020 - 00:00,,,,,17.94,,76.56,70.85,173.05,0.23,3.78,36.0,1.58,100.87,30.67,741.0,0.0,111.03,20-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-May-2020 - 00:00,,,,,19.89,,75.51,46.44,142.92,0.16,2.19,36.23,3.09,122.43,28.67,740.9,0.0,124.0,21-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-May-2020 - 00:00,,,,,18.24,,80.65,40.75,166.33,0.12,0.97,37.92,2.91,97.63,28.37,740.97,0.0,125.97,22-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-May-2020 - 00:00,72.96,1.69,39.53,0.8,21.8,2.24,80.36,67.4,197.05,0.22,1.52,39.19,1.5,88.41,29.59,740.73,0.0,126.36,23-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,24-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,25-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-May-2020 - 00:00,,,,,,,,,,,,,,,,,,,26-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-May-2020 - 00:00,29.38,2.21,17.15,3.32,11.11,3.68,73.34,29.97,188.38,0.07,0.56,43.99,2.98,53.43,25.72,741.0,0.0,177.38,27-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-May-2020 - 00:00,20.17,1.97,12.32,5.4,15.7,2.57,89.97,40.08,177.38,0.1,0.67,40.9,2.28,93.23,31.33,740.46,0.0,119.73,28-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-May-2020 - 00:00,12.41,2.09,8.22,7.51,6.0,2.37,40.75,32.75,248.25,0.01,0.2,35.49,5.93,128.65,42.45,740.8,0.01,112.52,29-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-May-2020 - 00:00,13.0,1.98,8.51,2.96,11.16,2.4,42.61,19.83,52.5,0.0,0.13,30.92,4.66,120.51,51.32,740.98,0.27,100.21,30-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-May-2020 - 00:00,12.57,2.0,8.25,1.95,6.46,1.49,52.8,16.92,41.5,0.01,0.17,29.99,3.6,127.32,54.46,741.0,0.0,117.41,31-May-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-May-2020 - 00:00,15.76,1.91,9.9,1.74,7.0,2.83,37.93,17.17,32.33,0.02,0.5,27.59,2.58,104.99,63.2,741.0,0.39,107.38,01-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Jun-2020 - 00:00,30.51,1.97,17.83,4.56,11.64,3.15,44.82,37.5,75.04,0.06,0.83,30.22,0.89,88.69,57.56,741.27,0.0,120.57,02-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Jun-2020 - 00:00,24.29,1.98,14.53,6.15,10.08,0.9,52.1,46.58,103.67,0.03,0.88,33.15,1.82,98.79,49.96,741.0,0.0,126.97,03-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Jun-2020 - 00:00,32.16,1.97,18.56,6.24,15.07,0.97,54.41,54.17,131.71,0.08,1.35,33.68,1.15,73.23,47.54,741.0,0.0,118.9,04-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Jun-2020 - 00:00,37.03,1.82,21.02,2.28,13.25,0.88,32.86,60.96,142.71,0.08,1.83,31.75,1.66,104.17,52.64,741.0,0.0,59.22,05-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Jun-2020 - 00:00,17.58,1.81,10.84,5.33,16.12,1.13,49.59,36.96,80.54,0.08,0.46,31.6,2.05,112.89,51.9,741.0,0.0,101.81,06-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Jun-2020 - 00:00,15.83,1.96,10.01,4.16,11.37,1.77,49.8,27.0,66.33,0.04,0.5,32.61,2.09,131.36,51.04,741.0,0.0,121.45,07-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Jun-2020 - 00:00,23.99,1.96,14.36,2.63,6.89,2.9,46.48,39.21,100.29,0.05,0.69,32.84,1.82,100.38,50.25,740.95,0.0,107.29,08-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Jun-2020 - 00:00,28.35,2.02,16.72,3.64,12.28,1.81,56.92,48.58,117.83,0.1,0.94,34.52,1.59,71.29,47.49,741.0,0.0,115.29,09-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Jun-2020 - 00:00,38.68,2.05,22.13,4.45,9.59,2.41,57.02,52.71,143.21,0.05,1.09,37.32,1.29,58.21,44.77,741.0,0.0,117.21,10-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Jun-2020 - 00:00,36.95,2.02,21.16,4.04,12.47,2.05,51.41,61.04,163.21,0.04,1.35,37.14,1.42,112.24,46.55,740.85,0.09,113.01,11-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Jun-2020 - 00:00,39.69,1.92,22.46,1.72,12.01,4.28,41.1,60.29,164.92,0.01,1.98,37.38,1.39,64.91,47.49,740.64,0.0,120.52,12-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Jun-2020 - 00:00,22.46,2.02,13.56,0.52,9.79,1.8,36.47,50.17,133.5,0.0,0.54,38.28,2.02,109.44,46.24,740.48,0.0,117.67,13-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Jun-2020 - 00:00,21.45,1.9,12.95,,8.48,,27.24,51.21,148.75,0.01,0.76,35.55,2.64,113.22,50.26,740.44,0.0,74.79,14-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Jun-2020 - 00:00,22.23,1.94,13.38,,8.62,,17.42,55.0,148.67,0.03,0.78,37.26,1.72,98.82,49.44,740.98,0.0,109.41,15-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Jun-2020 - 00:00,20.81,1.93,12.64,1.31,8.23,,33.63,41.67,123.0,0.0,0.43,39.29,2.25,103.85,42.72,740.61,0.0,122.2,16-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Jun-2020 - 00:00,17.8,1.92,11.02,1.66,9.25,1.7,29.83,28.88,91.71,0.0,0.45,38.76,3.09,130.34,43.46,740.08,0.0,122.14,17-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Jun-2020 - 00:00,15.03,1.99,9.62,,8.18,3.1,25.12,25.04,79.25,0.0,0.39,37.35,4.02,135.53,47.86,740.0,0.0,128.89,18-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Jun-2020 - 00:00,14.78,2.05,9.52,1.4,9.3,,33.6,30.42,89.04,0.0,0.42,38.32,2.87,122.48,46.8,740.17,0.0,126.67,19-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Jun-2020 - 00:00,14.8,1.99,9.42,,7.3,,22.2,45.0,173.08,0.0,0.57,37.99,3.08,124.57,48.95,740.5,0.0,105.25,20-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Jun-2020 - 00:00,20.52,1.98,12.53,,8.8,,16.7,33.08,113.33,0.0,0.92,34.39,2.06,89.35,51.69,740.81,0.09,79.91,21-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Jun-2020 - 00:00,18.76,2.01,11.61,,7.89,,14.98,35.71,91.0,0.0,0.72,33.83,2.24,121.54,53.66,740.78,0.0,82.43,22-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Jun-2020 - 00:00,22.35,1.91,13.41,0.25,7.63,1.47,31.19,36.0,76.62,0.0,0.5,34.18,1.8,101.56,54.06,740.71,0.16,117.35,23-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Jun-2020 - 00:00,10.24,1.93,7.02,,6.86,0.97,12.94,19.25,52.62,0.0,0.3,34.65,3.35,127.71,54.48,741.0,0.0,116.71,24-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Jun-2020 - 00:00,13.63,1.94,8.83,,5.2,,10.38,24.54,56.25,0.01,0.41,32.83,2.27,125.12,59.61,741.0,0.0,68.45,25-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Jun-2020 - 00:00,27.3,1.9,16.02,,3.89,,13.91,42.96,90.96,0.05,0.84,34.21,1.29,60.94,58.66,740.78,0.12,107.75,26-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Jun-2020 - 00:00,21.71,1.9,13.1,,4.9,,11.23,43.08,111.42,4.75,0.71,34.99,1.51,86.84,57.1,740.52,0.0,104.12,27-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Jun-2020 - 00:00,20.52,1.86,12.42,,6.73,,9.53,33.83,174.46,0.02,0.56,37.16,2.56,79.98,48.97,740.35,0.0,113.46,28-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Jun-2020 - 00:00,20.77,2.01,12.69,,8.49,,6.19,48.21,295.04,0.04,0.47,38.98,2.53,79.42,46.26,740.33,0.0,116.49,29-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Jun-2020 - 00:00,22.8,1.85,13.62,,5.0,0.96,11.46,50.76,224.36,0.24,0.61,38.16,2.7,115.76,51.55,740.65,0.09,136.31,30-Jun-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Jun-2020 - 00:00,19.52,1.91,11.9,,4.95,4.47,11.68,41.74,128.3,0.03,0.38,37.18,1.9,132.86,51.26,740.92,0.0,125.26,01-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Jul-2020 - 00:00,15.33,1.89,9.69,,2.8,1.16,16.86,40.39,102.49,0.06,0.47,36.31,2.18,125.2,53.25,740.69,0.0,98.68,02-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Jul-2020 - 00:00,18.34,1.88,11.14,,2.65,4.51,20.36,55.0,131.94,0.07,0.78,38.11,1.71,118.86,49.36,740.3,0.0,104.2,03-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Jul-2020 - 00:00,17.97,1.9,11.09,,6.13,4.76,17.02,55.38,138.28,0.07,0.65,37.87,2.83,134.52,51.0,740.23,0.0,102.56,04-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Jul-2020 - 00:00,10.83,2.08,7.45,,3.91,,15.89,36.31,83.6,0.03,0.29,35.34,3.84,136.36,55.67,740.26,0.0,115.27,05-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Jul-2020 - 00:00,15.23,2.01,9.74,,5.6,,17.9,18.41,39.1,0.01,0.35,31.73,2.39,94.89,60.67,740.2,0.15,108.73,06-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Jul-2020 - 00:00,14.05,2.0,9.05,,4.7,,15.35,36.78,71.31,0.03,0.43,33.53,2.7,129.07,60.14,740.15,0.0,97.24,07-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Jul-2020 - 00:00,9.43,1.97,6.62,,5.41,,7.37,11.26,28.46,0.0,0.19,30.99,3.27,132.5,63.94,740.66,0.01,73.79,08-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Jul-2020 - 00:00,11.42,1.85,7.51,,3.83,,8.52,16.11,35.19,0.01,0.46,32.23,2.85,132.81,64.11,741.0,0.0,73.03,09-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Jul-2020 - 00:00,17.72,1.92,10.93,,5.4,,21.67,28.84,62.16,0.03,0.81,34.45,1.22,112.64,60.12,740.42,0.21,90.36,10-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Jul-2020 - 00:00,18.98,1.93,11.6,,3.44,,15.62,20.42,78.18,0.01,0.44,35.94,2.14,91.33,55.97,740.0,0.17,112.42,11-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Jul-2020 - 00:00,14.75,1.97,9.45,,2.92,,17.54,13.33,43.25,0.01,0.81,33.34,2.34,87.79,58.75,740.12,0.02,90.16,12-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Jul-2020 - 00:00,12.42,2.02,8.26,,3.25,,18.2,16.57,47.58,0.03,0.94,33.19,2.53,73.5,55.65,740.41,0.0,102.99,13-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Jul-2020 - 00:00,25.89,2.04,15.43,,6.07,1.45,21.78,32.07,117.04,0.07,1.39,35.01,1.11,87.66,53.23,740.39,0.0,108.18,14-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Jul-2020 - 00:00,23.11,1.89,13.83,,5.02,,24.34,38.62,157.3,0.02,0.69,36.88,1.38,96.66,52.2,740.64,0.0,108.32,15-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Jul-2020 - 00:00,13.19,1.92,8.55,,5.71,4.61,17.66,28.18,78.21,0.01,0.46,34.5,3.13,132.49,58.18,740.84,0.01,91.72,16-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Jul-2020 - 00:00,15.77,1.91,9.93,,5.36,,10.66,22.45,53.12,0.02,0.41,33.68,2.1,124.54,61.51,740.65,0.05,91.73,17-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Jul-2020 - 00:00,13.63,2.0,8.84,,2.44,,13.17,33.49,64.82,0.01,0.54,34.27,2.35,127.16,60.91,740.82,0.0,75.07,18-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Jul-2020 - 00:00,10.45,1.91,7.03,,4.25,,6.61,23.66,55.41,0.02,0.56,33.91,2.09,125.48,61.27,741.0,0.0,77.94,19-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Jul-2020 - 00:00,23.78,1.97,13.89,,4.3,,12.48,22.5,65.57,0.04,0.94,32.47,1.36,80.78,65.12,740.64,0.18,74.43,20-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Jul-2020 - 00:00,20.43,1.87,12.38,,4.41,,19.53,13.96,43.18,0.04,0.79,31.49,1.78,84.35,61.12,740.19,0.02,79.58,21-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Jul-2020 - 00:00,14.57,1.98,9.34,,5.08,,11.85,12.77,27.52,0.01,1.02,28.78,2.21,110.6,67.86,740.7,0.07,84.59,22-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Jul-2020 - 00:00,18.17,1.98,11.28,0.27,5.57,,10.45,10.97,29.02,0.04,1.25,28.58,1.63,77.2,69.11,741.0,0.19,53.26,23-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Jul-2020 - 00:00,25.9,8.08,18.84,27.94,6.74,2.63,27.1,32.51,74.88,0.08,1.43,32.31,1.06,64.89,60.49,740.96,0.0,107.97,24-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Jul-2020 - 00:00,9.34,11.78,14.55,8.53,8.91,2.67,22.83,38.47,82.04,0.04,0.7,32.73,2.38,125.49,60.42,741.0,0.0,99.74,25-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Jul-2020 - 00:00,4.35,11.91,11.87,25.6,7.14,3.52,14.46,23.56,49.67,0.01,0.52,32.27,2.1,129.4,64.23,741.0,0.0,80.34,26-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Jul-2020 - 00:00,11.78,11.93,14.95,28.12,9.08,0.24,24.36,37.75,81.88,0.16,0.46,34.64,1.23,94.64,59.31,741.02,0.0,121.69,27-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Jul-2020 - 00:00,10.2,12.6,15.23,69.45,9.48,1.52,25.19,30.67,90.0,1.76,0.37,36.38,2.05,57.73,53.82,741.0,0.0,119.43,28-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Jul-2020 - 00:00,11.59,11.96,15.89,49.8,8.21,0.11,9.19,25.1,86.79,0.22,0.71,36.67,1.94,76.67,52.92,740.94,0.0,109.26,29-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Jul-2020 - 00:00,9.2,12.02,14.67,49.52,9.32,0.06,,19.39,51.83,10.79,0.49,31.85,3.21,120.09,62.51,740.75,0.05,74.24,30-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Jul-2020 - 00:00,8.39,11.89,13.83,70.93,8.54,0.12,21.97,17.44,39.42,0.03,0.78,31.67,2.18,104.5,63.78,741.0,0.0,87.27,31-Jul-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Jul-2020 - 00:00,9.25,11.88,14.57,69.3,6.43,2.03,52.19,30.19,62.76,6.58,0.48,32.37,1.45,122.08,65.6,741.0,0.02,71.93,01-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Aug-2020 - 00:00,4.61,12.03,12.12,83.37,8.04,0.19,,23.92,48.42,0.06,0.63,32.34,1.81,123.46,63.85,740.96,0.0,87.58,02-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Aug-2020 - 00:00,6.59,11.93,13.2,55.2,8.42,0.1,136.2,24.33,56.82,1.48,0.38,34.21,1.78,72.4,60.03,740.65,0.01,118.6,03-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Aug-2020 - 00:00,8.59,12.02,14.33,55.47,8.04,1.75,,22.92,65.17,1.48,0.8,35.49,1.34,84.9,56.23,740.0,0.0,91.41,04-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Aug-2020 - 00:00,13.11,11.88,16.64,42.57,8.17,2.03,78.8,26.29,65.33,1.93,0.38,34.5,1.57,75.83,58.08,740.0,0.02,96.91,05-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Aug-2020 - 00:00,21.16,11.92,20.94,36.63,7.34,,71.88,38.76,84.71,0.29,0.53,33.07,1.06,98.11,63.86,740.0,0.03,53.52,06-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Aug-2020 - 00:00,5.17,12.34,12.61,75.39,8.57,0.79,,11.46,44.73,1.14,0.17,34.76,4.58,135.22,56.51,740.35,0.0,107.57,07-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Aug-2020 - 00:00,7.03,11.89,12.39,33.98,11.11,2.66,12.38,19.91,38.54,0.01,0.3,33.99,3.56,127.85,58.4,740.89,0.0,99.91,08-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Aug-2020 - 00:00,11.31,11.85,15.35,28.07,5.81,0.43,12.41,34.34,66.22,0.03,0.71,35.95,0.87,102.3,56.46,740.52,0.0,89.93,09-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Aug-2020 - 00:00,9.07,11.94,14.43,28.13,8.22,1.79,15.82,31.21,62.74,0.02,0.77,33.93,1.44,76.89,61.54,740.23,0.0,60.24,10-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Aug-2020 - 00:00,5.81,11.78,12.28,27.07,8.0,2.26,8.25,24.31,44.52,0.01,0.48,33.01,2.57,130.85,64.8,740.54,0.0,81.35,11-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Aug-2020 - 00:00,11.73,11.91,15.06,22.08,8.85,3.24,11.05,39.73,63.45,0.05,0.88,32.82,1.18,113.85,66.84,740.42,0.1,71.03,12-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Aug-2020 - 00:00,8.9,11.98,14.36,35.88,5.82,,10.99,22.39,52.76,0.01,0.49,33.73,1.79,95.53,64.01,740.24,0.01,92.36,13-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Aug-2020 - 00:00,7.81,12.0,13.91,36.94,7.22,,5.93,12.8,23.22,0.01,0.58,29.44,1.31,82.62,73.29,740.03,0.11,31.69,14-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Aug-2020 - 00:00,9.04,12.0,14.11,24.02,8.79,,8.54,17.73,37.47,0.02,0.4,30.92,2.07,115.17,70.28,740.0,0.01,59.4,15-Aug-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
