from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
14-Apr-2020 - 00:00,24.69,44.54,5.28,2.2,7.61,5.83,4.9,0.43,69.38,0.24,0.45,0.05,26.98,48.12,,96.31,170.24,-0.01,0.69,0.0,23.98,15-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
15-Apr-2020 - 00:00,15.39,26.84,4.34,2.24,8.19,6.19,4.5,0.46,43.75,0.14,0.31,0.06,27.23,63.15,,98.12,140.0,0.01,0.63,0.0,23.5,16-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
16-Apr-2020 - 00:00,18.0,29.24,6.7,2.24,6.95,5.52,4.4,0.47,57.26,0.15,0.24,0.05,27.24,55.47,,85.82,149.31,0.02,0.72,0.0,24.08,17-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
17-Apr-2020 - 00:00,25.33,42.88,8.44,2.26,7.16,5.65,5.06,0.51,50.36,0.26,0.28,0.05,27.29,69.51,,80.22,160.39,0.02,0.75,0.0,23.98,18-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
18-Apr-2020 - 00:00,13.07,26.2,5.3,2.25,6.59,5.31,3.87,0.47,44.61,0.14,0.17,0.04,27.29,68.67,,90.04,148.17,0.02,0.83,0.0,23.71,19-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
19-Apr-2020 - 00:00,12.79,24.78,6.04,2.16,6.24,5.04,3.38,0.44,37.59,0.11,0.19,0.04,27.21,72.6,,86.25,141.51,0.01,0.76,0.0,23.49,20-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
20-Apr-2020 - 00:00,5.23,12.44,5.65,2.26,5.91,4.98,2.63,0.37,32.34,0.09,0.19,0.04,27.25,66.6,,98.15,121.95,0.01,0.68,0.0,23.57,21-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
21-Apr-2020 - 00:00,5.91,13.92,4.89,2.28,6.37,5.24,2.34,0.43,35.55,0.42,0.46,0.04,27.17,63.04,,100.94,128.18,0.03,0.67,0.0,23.67,22-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
22-Apr-2020 - 00:00,15.79,25.28,8.71,2.17,6.54,5.23,3.33,0.43,43.41,0.09,0.24,0.05,27.38,64.96,,93.14,148.25,0.02,0.92,0.0,23.99,23-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
23-Apr-2020 - 00:00,16.18,23.43,7.91,2.25,6.43,5.26,3.1,0.48,44.91,0.22,0.28,0.04,26.91,68.86,,67.15,133.61,0.03,0.71,0.0,24.4,24-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
24-Apr-2020 - 00:00,9.68,28.34,7.99,2.2,6.69,5.35,5.35,0.49,44.49,0.17,0.36,0.04,27.56,63.43,,83.34,130.6,0.07,0.94,0.0,24.72,25-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
25-Apr-2020 - 00:00,12.42,32.25,3.76,2.16,8.26,5.88,3.72,0.8,49.15,0.27,0.35,0.06,27.55,75.41,,39.84,159.33,0.03,0.79,0.15,22.96,26-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
26-Apr-2020 - 00:00,11.26,,2.48,2.25,9.42,6.73,3.51,0.41,60.63,0.26,0.23,0.04,26.87,72.54,,43.84,149.3,0.07,0.38,0.0,22.82,27-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
27-Apr-2020 - 00:00,15.28,,2.09,2.35,8.41,6.39,4.2,0.48,55.98,0.17,0.37,0.05,27.09,71.54,,59.28,160.03,0.07,0.5,0.01,23.86,28-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
28-Apr-2020 - 00:00,18.55,33.85,2.88,2.27,7.73,5.96,5.03,0.47,40.05,0.12,0.29,0.06,27.58,79.5,,58.88,146.72,0.03,0.46,0.01,22.98,29-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
29-Apr-2020 - 00:00,8.08,17.0,2.45,2.29,9.31,6.81,4.2,0.4,52.2,0.14,0.34,0.05,27.43,70.59,,16.29,241.04,0.05,0.41,0.01,22.24,30-Apr-2020 - 00:00,"Tirumala, Tirupati - APPCB"
30-Apr-2020 - 00:00,20.9,39.61,3.02,2.09,9.12,6.55,4.34,0.46,62.52,0.21,0.44,0.06,27.64,64.07,,103.07,177.54,0.02,0.44,0.0,24.25,01-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
01-May-2020 - 00:00,26.54,49.32,6.56,2.37,9.0,6.72,4.8,0.45,52.72,0.3,0.49,0.07,28.51,67.91,,53.79,174.91,0.02,0.38,0.0,24.36,02-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
02-May-2020 - 00:00,30.09,54.53,5.83,2.31,9.05,6.69,5.29,0.48,51.98,0.43,0.59,0.06,28.9,69.43,,69.24,146.59,0.0,0.41,0.0,24.66,03-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
03-May-2020 - 00:00,24.67,52.24,5.03,2.13,7.62,5.77,5.49,0.32,57.9,0.27,0.5,0.06,29.32,63.46,,93.86,138.26,0.0,0.49,0.0,24.83,04-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
04-May-2020 - 00:00,28.8,64.23,6.55,2.33,8.38,6.35,5.5,0.42,50.3,0.3,4.53,0.44,28.84,66.08,,100.26,146.52,0.01,0.46,0.0,24.82,05-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
05-May-2020 - 00:00,16.03,45.22,3.72,2.3,7.65,5.94,4.86,0.37,39.61,0.27,0.45,0.06,29.16,65.42,,103.93,156.54,-0.0,0.54,0.0,24.43,06-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
06-May-2020 - 00:00,21.29,46.08,18.27,2.26,7.04,5.58,4.77,0.4,40.67,0.28,0.49,0.06,28.72,67.73,,90.98,154.36,-0.0,0.57,0.0,24.5,07-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
07-May-2020 - 00:00,25.29,50.73,3.66,2.22,7.29,5.65,4.56,0.44,41.43,0.32,0.66,0.05,27.76,72.68,,73.52,147.62,0.03,0.46,0.0,24.14,08-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
08-May-2020 - 00:00,13.4,31.15,3.63,2.08,6.86,5.34,4.44,0.36,44.04,0.36,0.72,0.04,27.86,68.15,,98.92,137.66,0.03,0.59,0.0,24.48,09-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
09-May-2020 - 00:00,12.5,33.5,4.06,2.32,7.05,5.58,3.7,0.37,45.59,0.46,0.88,0.05,27.99,65.88,,112.04,178.23,0.01,0.66,0.0,24.76,10-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
10-May-2020 - 00:00,8.02,26.53,3.14,2.28,6.1,5.1,3.06,0.45,43.07,0.41,0.67,0.05,27.91,67.22,,107.44,188.58,0.02,0.65,0.0,24.25,11-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
11-May-2020 - 00:00,12.2,34.91,4.38,2.27,7.6,5.89,3.04,0.35,50.4,0.26,0.79,0.06,27.91,69.83,,102.98,140.7,0.0,0.7,0.0,23.82,12-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
12-May-2020 - 00:00,8.99,22.93,1.87,2.31,7.4,5.81,2.74,0.42,30.76,0.18,0.85,0.07,27.76,74.84,732.0,77.08,127.06,-0.01,0.6,0.0,22.91,13-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
13-May-2020 - 00:00,5.12,16.28,2.66,2.23,6.44,5.24,2.36,0.3,32.13,0.39,0.56,0.05,27.77,68.58,,100.46,149.78,0.01,0.56,0.0,23.86,14-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
14-May-2020 - 00:00,5.69,21.56,1.61,2.31,5.94,5.04,2.58,0.26,29.0,0.11,0.41,0.04,25.75,67.8,,114.22,220.81,0.01,0.76,0.0,23.93,15-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
15-May-2020 - 00:00,3.5,16.09,1.25,2.48,6.07,5.26,17.52,0.29,31.07,0.03,0.29,0.04,26.53,69.17,,21.84,164.33,-0.01,0.67,0.0,22.91,16-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
16-May-2020 - 00:00,5.33,15.9,2.08,2.29,9.84,7.09,7.13,0.4,37.38,0.32,0.72,0.06,27.9,63.67,,95.29,279.09,0.03,0.91,0.0,24.16,17-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
17-May-2020 - 00:00,9.2,29.87,3.86,2.17,11.94,8.11,3.56,0.43,47.84,0.38,0.88,0.05,27.78,62.85,,80.56,278.05,0.06,0.87,0.0,25.09,18-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
18-May-2020 - 00:00,,50.83,4.88,2.27,11.74,8.09,3.93,0.41,71.16,0.36,0.68,0.06,27.44,63.95,,62.47,247.07,0.11,1.0,0.02,25.0,19-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
19-May-2020 - 00:00,24.89,90.47,2.75,2.26,10.11,6.85,3.91,2.04,60.84,0.38,0.5,0.04,27.12,63.32,,78.76,255.92,0.18,1.4,0.0,24.64,20-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
20-May-2020 - 00:00,16.9,70.61,2.41,2.18,8.94,6.45,3.34,0.3,56.05,0.15,0.46,0.22,26.33,54.11,,80.72,252.9,0.14,1.24,0.0,25.86,21-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
21-May-2020 - 00:00,18.24,66.48,2.77,2.31,8.69,6.35,3.79,0.42,55.98,0.32,0.59,0.05,26.41,53.33,,83.1,192.6,0.1,0.86,0.0,26.44,22-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
22-May-2020 - 00:00,19.73,61.81,2.04,2.3,9.18,6.75,4.44,0.46,60.41,0.35,1.16,0.06,26.62,56.71,,102.59,202.14,0.1,0.98,0.0,26.27,23-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
23-May-2020 - 00:00,28.1,73.62,2.65,2.31,9.95,7.18,5.18,0.51,73.49,0.52,1.28,0.07,26.78,57.05,,84.41,180.8,0.04,0.65,0.0,26.74,24-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
24-May-2020 - 00:00,26.97,70.12,3.68,2.11,9.35,6.69,5.99,0.61,70.65,4.16,1.27,0.54,27.45,68.9,,60.86,170.91,0.04,0.68,0.0,25.66,25-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
25-May-2020 - 00:00,36.35,75.9,4.94,2.29,8.99,6.65,6.52,0.53,67.62,0.54,1.02,0.07,28.15,70.49,,70.31,131.24,0.03,0.67,0.0,25.37,26-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
26-May-2020 - 00:00,35.3,79.48,8.05,2.26,8.71,6.47,5.9,0.38,62.85,0.4,0.7,0.06,28.03,70.61,,84.71,147.49,0.03,0.58,0.0,25.33,27-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
27-May-2020 - 00:00,34.58,74.96,3.76,2.15,8.8,6.43,5.54,0.48,61.02,0.41,0.71,0.06,28.21,70.74,,70.32,122.38,0.03,0.49,0.0,25.55,28-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
28-May-2020 - 00:00,19.96,50.89,2.95,2.33,9.63,7.01,4.53,0.12,61.85,0.25,0.46,0.06,28.09,64.23,,50.11,166.45,0.05,0.61,0.03,25.12,29-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
29-May-2020 - 00:00,15.09,42.72,2.24,2.2,9.9,7.03,4.45,0.08,54.01,0.21,3.72,0.36,27.84,60.02,,63.83,178.99,0.08,0.67,0.0,25.62,30-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
30-May-2020 - 00:00,19.41,48.82,3.78,2.24,9.76,6.9,4.8,0.39,66.95,0.3,0.66,0.07,27.9,63.66,,48.99,204.2,0.04,0.66,0.0,24.96,31-May-2020 - 00:00,"Tirumala, Tirupati - APPCB"
31-May-2020 - 00:00,21.01,49.66,2.64,2.27,8.58,6.41,4.46,0.43,58.78,0.29,0.44,0.06,27.29,68.19,,92.54,112.78,-0.0,0.62,0.0,25.15,01-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
01-Jun-2020 - 00:00,14.6,38.73,2.29,2.41,10.71,7.65,4.08,0.2,35.61,0.37,0.74,0.09,27.53,78.82,,24.47,213.31,0.01,0.45,0.01,23.08,02-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
02-Jun-2020 - 00:00,8.41,25.84,3.35,2.14,5.41,3.85,4.93,0.12,39.81,0.28,0.78,0.08,28.68,69.68,,62.51,131.66,0.03,0.59,0.01,24.07,03-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
03-Jun-2020 - 00:00,3.43,15.06,4.72,2.43,5.07,4.25,20.99,0.23,34.54,0.19,0.62,0.06,29.03,61.13,,97.92,151.37,0.02,0.58,0.0,24.93,04-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
04-Jun-2020 - 00:00,7.88,21.06,6.04,2.21,5.26,4.59,5.45,,36.55,0.19,5.88,0.48,28.98,59.76,,73.14,121.76,0.07,0.73,0.0,25.34,05-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
05-Jun-2020 - 00:00,13.83,30.77,5.21,2.35,5.53,4.85,4.89,,41.49,0.24,0.83,0.07,29.36,63.87,,59.95,145.68,0.03,0.52,0.0,24.97,06-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
06-Jun-2020 - 00:00,18.53,44.39,8.21,2.57,5.92,5.22,4.34,,39.53,0.25,0.96,0.09,29.71,61.36,,99.19,181.14,0.06,0.86,0.0,25.2,07-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
07-Jun-2020 - 00:00,20.15,48.49,6.03,2.48,4.31,4.31,3.26,0.35,30.79,0.06,0.47,0.07,29.2,59.55,,74.73,192.71,0.09,1.0,0.0,24.89,08-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
08-Jun-2020 - 00:00,17.73,50.74,3.95,2.78,5.05,4.94,3.95,0.34,29.74,0.08,5.06,0.42,28.97,57.68,,83.67,232.64,0.08,1.0,0.0,25.09,09-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
09-Jun-2020 - 00:00,19.67,53.51,6.66,3.55,7.43,6.84,5.06,0.39,36.63,0.26,3.74,0.39,29.39,59.47,,36.78,211.17,0.08,1.06,0.0,24.79,10-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
10-Jun-2020 - 00:00,17.3,48.1,4.16,3.37,7.39,6.68,4.79,0.42,30.09,0.17,0.71,0.08,29.74,64.83,,11.86,194.07,0.07,0.95,0.0,23.92,11-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
11-Jun-2020 - 00:00,11.49,22.43,4.04,2.44,4.08,3.7,4.6,0.16,29.31,0.02,0.22,0.07,29.84,81.54,,4.62,217.87,0.12,1.46,0.07,20.95,12-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
12-Jun-2020 - 00:00,12.61,25.93,4.66,3.91,7.3,7.07,4.08,0.19,29.67,0.13,0.54,0.09,29.21,73.15,,4.15,171.09,0.1,1.29,0.03,21.64,13-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
13-Jun-2020 - 00:00,13.48,30.28,6.85,3.36,7.86,6.91,3.83,0.31,34.6,0.11,0.5,0.08,29.41,63.73,,81.47,107.9,0.08,1.29,0.0,23.68,14-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
14-Jun-2020 - 00:00,12.28,28.93,5.55,3.04,6.56,5.96,4.13,0.32,40.76,0.12,0.55,0.08,29.56,63.5,,87.53,120.57,0.09,1.3,0.0,24.55,15-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
15-Jun-2020 - 00:00,13.97,31.42,6.16,3.24,7.0,6.34,4.01,0.33,36.85,0.12,0.5,0.08,29.46,62.8,,59.45,105.1,0.08,1.26,0.0,24.48,16-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
16-Jun-2020 - 00:00,15.97,40.99,4.75,3.38,7.34,6.57,3.95,0.37,29.96,0.21,0.87,0.1,29.05,62.67,,44.16,107.62,0.07,1.15,0.0,24.59,17-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
17-Jun-2020 - 00:00,16.61,49.46,5.48,3.15,6.27,5.87,4.43,0.34,29.86,0.16,0.59,0.08,29.81,63.94,,29.84,104.91,0.09,1.29,0.0,24.06,18-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
18-Jun-2020 - 00:00,17.82,49.11,4.59,3.31,7.31,6.57,4.56,0.35,29.45,0.17,0.69,0.09,29.94,64.44,,31.02,114.9,0.06,1.14,0.0,23.84,19-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
19-Jun-2020 - 00:00,18.42,54.94,4.69,3.85,8.46,7.62,4.23,0.46,24.07,0.15,0.81,0.09,30.49,61.7,,73.32,182.55,0.07,1.1,0.0,24.65,20-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
20-Jun-2020 - 00:00,14.22,49.39,5.44,3.8,6.82,6.71,4.03,0.45,23.16,0.16,0.93,0.1,29.58,65.26,,11.78,235.95,0.08,1.02,0.03,23.96,21-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
21-Jun-2020 - 00:00,10.51,37.92,4.96,2.84,4.34,4.59,4.19,0.34,21.38,0.05,0.5,0.06,28.76,66.08,,31.22,226.58,0.06,0.91,0.01,23.79,22-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
22-Jun-2020 - 00:00,8.25,37.36,4.39,4.41,9.07,8.4,4.24,0.51,24.89,0.18,0.89,0.1,29.6,65.5,,62.57,198.11,0.06,1.03,0.0,24.0,23-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
23-Jun-2020 - 00:00,10.8,38.73,4.84,4.06,9.61,8.4,3.77,0.65,30.44,0.17,0.93,0.1,29.2,67.83,,71.04,180.15,0.04,0.9,0.01,23.7,24-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
24-Jun-2020 - 00:00,11.34,33.62,5.15,4.74,12.22,10.35,4.02,0.78,25.05,0.35,1.7,0.17,29.62,78.25,,34.4,151.33,0.01,0.68,0.17,21.96,25-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
25-Jun-2020 - 00:00,14.48,33.1,6.06,4.52,11.22,9.65,4.57,0.72,35.36,0.35,1.48,0.13,30.09,79.58,,27.66,200.19,-0.0,0.66,0.05,22.12,26-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
26-Jun-2020 - 00:00,22.98,56.96,6.12,3.47,11.47,8.92,6.09,0.67,32.21,0.43,1.65,0.12,30.41,77.12,,36.52,121.12,-0.0,0.45,0.0,22.89,27-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
27-Jun-2020 - 00:00,18.07,35.51,5.67,3.83,12.77,9.91,4.95,0.72,42.68,0.51,2.23,0.14,29.69,79.1,,25.64,157.59,0.01,0.44,0.1,22.67,28-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
28-Jun-2020 - 00:00,8.6,23.28,5.59,4.23,12.47,10.05,3.34,0.74,29.61,0.33,1.24,0.56,28.07,80.68,,51.16,195.15,0.02,0.58,0.07,22.55,29-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
29-Jun-2020 - 00:00,8.88,20.59,5.64,4.5,12.84,10.46,3.77,0.73,29.61,0.32,1.45,0.14,28.64,76.86,,28.9,160.96,0.0,0.46,0.01,22.99,30-Jun-2020 - 00:00,"Tirumala, Tirupati - APPCB"
30-Jun-2020 - 00:00,7.61,15.59,5.53,4.56,12.31,10.26,3.41,0.65,37.25,0.26,1.28,0.14,29.63,78.03,,62.75,200.39,0.02,0.75,0.2,22.22,01-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
01-Jul-2020 - 00:00,13.26,20.43,5.77,3.64,7.47,6.92,3.86,0.64,23.67,0.21,0.92,0.1,30.38,78.47,,27.39,201.27,0.02,0.57,0.29,22.24,02-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
02-Jul-2020 - 00:00,10.0,17.5,4.61,3.41,5.02,5.44,3.54,0.57,20.19,0.13,0.62,0.07,29.0,81.21,,15.9,178.86,0.06,0.89,0.05,21.51,03-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
03-Jul-2020 - 00:00,8.97,20.83,7.49,3.71,7.57,7.04,3.18,0.56,21.65,0.16,0.66,0.08,28.82,71.54,,74.45,159.66,0.08,1.23,0.0,22.89,04-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
04-Jul-2020 - 00:00,13.1,32.1,5.13,3.61,7.45,6.91,3.08,0.58,25.04,0.22,0.71,0.09,27.55,72.91,736.0,15.42,155.29,0.07,1.09,0.01,22.15,05-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
05-Jul-2020 - 00:00,14.17,37.43,3.63,2.86,5.42,5.2,3.33,0.59,23.64,0.24,0.62,0.08,27.43,77.24,,16.44,130.0,0.04,0.79,0.0,21.94,06-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
06-Jul-2020 - 00:00,12.69,39.39,4.15,3.46,6.86,6.45,3.61,0.62,24.27,0.23,0.71,0.1,28.42,75.28,,6.19,160.51,0.04,1.11,0.0,22.09,07-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
07-Jul-2020 - 00:00,11.35,34.64,5.55,2.95,6.04,5.61,3.32,0.62,27.19,0.18,0.63,0.09,29.18,70.72,,90.85,150.7,0.05,0.89,0.0,23.36,08-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
08-Jul-2020 - 00:00,9.83,25.79,4.92,3.96,8.05,7.51,3.18,0.61,26.53,0.18,1.09,0.11,29.42,73.27,,88.09,149.53,0.02,0.83,0.04,23.07,09-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
09-Jul-2020 - 00:00,7.43,18.89,5.04,4.14,8.33,7.79,3.21,0.63,26.82,0.24,1.19,0.11,29.65,77.12,,61.8,213.23,0.05,0.86,0.09,22.26,10-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
10-Jul-2020 - 00:00,8.34,19.38,6.43,3.25,5.89,5.78,3.14,0.62,23.38,0.18,0.84,0.1,29.0,79.55,,39.17,178.79,0.05,0.85,0.34,21.49,11-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
11-Jul-2020 - 00:00,9.78,24.2,5.1,3.44,6.79,6.41,3.22,0.63,22.27,0.31,1.07,0.48,29.1,77.44,,79.07,176.26,0.04,0.73,0.03,22.56,12-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
12-Jul-2020 - 00:00,9.74,21.85,5.32,3.15,7.48,6.51,3.21,0.62,25.11,0.32,1.33,0.14,27.26,75.23,,95.35,204.1,0.04,0.76,0.08,22.65,13-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
13-Jul-2020 - 00:00,9.47,25.59,6.8,3.13,5.96,5.72,2.88,0.63,22.35,0.23,1.02,0.1,28.15,79.96,,60.85,177.0,0.04,0.59,0.46,22.06,14-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
14-Jul-2020 - 00:00,12.89,29.62,4.75,3.87,7.86,7.32,2.64,0.67,23.29,0.33,1.25,0.12,28.67,81.57,,3.05,159.12,0.06,0.81,0.0,21.59,15-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
15-Jul-2020 - 00:00,10.85,21.55,5.77,8.08,5.75,9.57,2.92,0.61,38.7,0.22,0.77,0.1,28.95,82.46,,6.25,138.81,0.04,0.81,0.02,21.1,16-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
16-Jul-2020 - 00:00,9.69,19.74,6.02,3.0,4.85,5.0,2.89,0.57,18.89,0.19,0.68,0.07,27.89,86.26,,10.16,115.29,0.03,0.76,0.23,20.66,17-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
17-Jul-2020 - 00:00,10.91,24.69,4.67,3.47,5.84,5.89,3.11,0.59,22.45,0.16,0.67,0.09,28.51,77.16,,87.58,177.26,0.05,0.91,0.03,22.21,18-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
18-Jul-2020 - 00:00,11.97,27.1,5.05,4.13,8.34,7.8,2.46,0.65,22.63,0.27,1.06,0.65,28.67,78.07,,35.53,211.23,0.01,0.5,0.01,22.17,19-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
19-Jul-2020 - 00:00,10.11,21.84,4.6,3.57,7.6,6.94,2.58,0.67,21.18,0.19,0.73,0.08,28.71,83.2,,21.7,200.72,0.01,0.51,0.12,21.81,20-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
20-Jul-2020 - 00:00,14.55,30.26,3.9,2.55,5.53,5.02,2.91,0.68,32.25,0.22,0.69,0.09,28.86,80.06,,90.38,104.16,0.01,0.75,0.01,22.45,21-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
21-Jul-2020 - 00:00,13.88,29.63,5.14,2.62,5.32,4.96,2.67,0.61,53.27,0.23,0.79,0.07,28.92,74.24,,103.56,98.53,0.0,0.63,0.0,23.38,22-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
22-Jul-2020 - 00:00,18.96,35.01,4.89,2.48,4.77,4.53,3.5,0.59,36.09,0.25,0.62,0.08,28.9,78.04,,96.64,83.88,0.01,0.63,0.0,22.97,23-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
23-Jul-2020 - 00:00,16.78,33.21,4.84,2.79,5.58,5.22,3.49,0.63,28.79,0.31,0.9,0.08,28.44,81.76,,55.04,155.69,0.0,0.47,0.19,22.34,24-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
24-Jul-2020 - 00:00,10.38,22.52,5.44,2.78,5.47,5.12,2.93,0.61,27.72,0.32,1.04,0.09,29.42,83.5,,36.08,124.56,-0.01,0.39,0.36,21.61,25-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
25-Jul-2020 - 00:00,13.67,26.27,6.01,3.21,5.97,5.76,2.93,0.65,27.45,0.36,1.11,0.11,29.79,79.44,,88.01,173.75,0.03,0.62,0.48,22.23,26-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
26-Jul-2020 - 00:00,10.29,22.07,4.45,2.95,5.39,5.27,2.41,0.61,28.96,0.24,0.81,0.09,29.61,72.86,,66.06,194.47,0.06,0.72,0.0,22.63,27-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
27-Jul-2020 - 00:00,11.08,25.97,6.03,2.98,5.29,5.24,2.31,0.62,45.1,0.34,1.04,0.09,29.31,70.48,,100.38,172.33,0.07,0.83,0.0,23.07,28-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
28-Jul-2020 - 00:00,10.75,26.18,4.65,2.9,5.38,5.2,2.58,0.6,26.35,0.19,0.82,0.08,28.68,73.93,,95.35,201.99,0.07,0.97,0.0,22.89,29-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
29-Jul-2020 - 00:00,14.1,25.77,4.35,3.19,6.84,6.23,3.15,0.65,24.57,0.32,0.76,0.08,27.88,85.99,,2.73,174.34,-0.01,0.39,0.06,21.01,30-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
