from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
30-Jul-2020 - 00:00,14.18,26.73,4.73,3.26,6.64,6.16,3.68,0.66,52.63,0.41,1.44,0.72,28.19,78.21,,63.15,173.93,0.01,0.64,0.17,22.74,31-Jul-2020 - 00:00,"Tirumala, Tirupati - APPCB"
31-Jul-2020 - 00:00,16.51,25.43,5.31,2.62,5.08,4.84,3.74,0.7,36.27,0.91,0.91,0.07,28.82,80.19,,94.36,95.55,0.02,0.44,0.3,22.59,01-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
01-Aug-2020 - 00:00,10.72,16.41,5.54,3.48,6.08,6.06,2.91,0.64,37.95,0.44,0.82,0.1,29.06,81.69,,31.76,173.47,0.07,0.92,0.1,21.65,02-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
02-Aug-2020 - 00:00,8.81,15.82,5.08,2.98,5.35,5.23,2.63,0.59,39.76,0.43,0.44,0.07,29.03,78.4,,46.42,145.98,0.09,1.2,0.17,21.89,03-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
03-Aug-2020 - 00:00,12.33,20.71,4.55,2.9,5.41,5.24,2.62,0.67,20.9,0.71,4.72,0.65,28.94,83.85,,3.3,166.15,0.06,1.01,0.06,21.03,04-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
04-Aug-2020 - 00:00,9.08,19.01,4.07,3.1,4.35,4.84,2.3,0.59,20.32,0.21,0.39,0.08,27.85,81.26,,6.93,165.68,0.08,1.43,0.01,20.98,05-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
05-Aug-2020 - 00:00,10.55,20.15,5.48,3.44,5.83,5.89,2.36,0.59,25.29,0.08,0.29,0.09,29.81,77.07,,6.85,148.08,0.06,1.8,0.0,21.38,06-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
06-Aug-2020 - 00:00,12.06,26.68,4.88,3.13,6.05,5.65,2.45,0.65,26.32,0.19,0.56,0.12,29.88,79.32,,26.99,167.89,0.01,1.06,0.04,22.07,07-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
07-Aug-2020 - 00:00,11.35,21.8,5.96,2.91,6.14,5.63,2.19,0.65,22.57,0.4,0.73,0.1,29.82,77.33,,17.6,137.85,0.05,1.06,0.01,22.56,08-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
08-Aug-2020 - 00:00,13.26,23.86,5.23,3.53,7.12,6.66,2.24,0.67,22.19,0.8,0.83,0.09,29.82,77.0,,25.2,156.91,0.04,1.03,0.0,22.49,09-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
09-Aug-2020 - 00:00,11.51,21.47,6.01,3.13,5.65,5.55,2.17,0.62,23.7,0.25,0.43,0.08,29.84,79.71,,4.88,142.96,0.03,1.13,0.0,21.53,10-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
10-Aug-2020 - 00:00,14.03,25.43,5.58,3.09,7.08,6.27,2.25,0.64,37.92,0.57,0.53,0.08,29.78,77.39,,18.93,156.71,0.07,1.25,0.0,21.55,11-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
11-Aug-2020 - 00:00,15.84,28.69,5.7,3.18,6.67,6.13,2.16,0.66,28.53,0.42,0.7,0.16,29.93,76.96,,56.26,136.06,0.03,1.03,0.08,22.02,12-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
12-Aug-2020 - 00:00,13.46,33.48,4.96,3.12,6.82,6.16,1.99,0.68,24.35,0.39,0.73,0.14,29.76,78.76,,6.94,148.31,0.04,1.02,0.01,21.72,13-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
13-Aug-2020 - 00:00,17.83,45.22,5.21,2.94,5.91,5.52,2.05,0.66,22.96,0.57,0.76,0.1,29.36,74.8,,31.11,162.18,0.04,1.07,0.0,22.14,14-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
14-Aug-2020 - 00:00,18.66,46.31,6.21,3.22,6.22,5.92,2.25,0.59,24.36,0.34,0.68,0.08,29.03,73.82,,36.56,158.65,0.03,1.09,0.0,21.98,15-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
15-Aug-2020 - 00:00,17.41,38.26,5.73,3.51,6.69,6.35,2.62,0.63,22.63,0.31,0.57,0.08,30.06,74.55,,3.9,125.5,0.07,1.41,0.0,21.16,16-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
16-Aug-2020 - 00:00,21.02,45.34,4.97,3.04,4.88,5.07,3.43,0.55,20.47,0.3,0.65,0.08,30.58,78.91,,2.82,107.38,0.03,1.21,0.01,20.48,17-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
17-Aug-2020 - 00:00,15.85,31.2,5.08,3.05,6.13,5.74,2.42,0.62,23.64,0.44,0.81,0.09,30.02,80.67,,20.56,133.09,0.03,0.9,0.03,21.33,18-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
18-Aug-2020 - 00:00,14.43,29.42,5.44,3.09,6.76,6.05,2.32,0.67,30.08,0.49,0.74,0.08,29.69,75.56,,58.14,179.57,0.05,1.1,0.04,22.41,19-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
19-Aug-2020 - 00:00,14.07,31.08,6.4,3.45,6.2,6.05,2.58,0.67,40.64,0.42,0.66,0.08,29.27,75.46,,42.91,172.55,0.06,1.12,0.01,22.2,20-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
20-Aug-2020 - 00:00,13.82,34.7,5.02,3.04,6.04,5.68,2.41,0.59,19.64,0.35,0.5,0.07,28.29,75.7,,6.74,159.26,0.06,1.18,0.0,21.78,21-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
21-Aug-2020 - 00:00,14.54,34.72,4.64,2.94,6.81,6.01,2.39,0.71,23.39,0.63,1.06,0.11,28.0,75.42,,66.61,129.72,0.01,0.64,0.0,22.77,22-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
22-Aug-2020 - 00:00,17.66,34.43,5.34,3.02,6.68,6.01,2.89,0.72,24.97,0.52,0.99,0.09,27.82,77.71,,33.84,133.0,0.01,0.48,0.0,22.72,23-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
23-Aug-2020 - 00:00,18.18,36.9,4.99,3.57,9.0,7.66,3.01,0.75,45.1,0.63,1.03,0.1,27.87,83.43,,6.18,154.06,0.01,0.46,0.01,21.78,24-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
24-Aug-2020 - 00:00,14.03,26.15,5.46,3.6,6.82,6.56,2.36,0.66,25.34,0.28,0.61,0.09,27.89,83.81,,5.29,150.9,0.03,0.58,0.09,21.21,25-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
25-Aug-2020 - 00:00,19.07,38.0,4.53,3.83,7.96,7.36,2.67,0.69,16.9,0.76,1.09,0.09,27.89,77.01,,39.36,194.69,0.02,0.46,0.0,22.33,26-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
26-Aug-2020 - 00:00,18.53,38.88,5.23,4.12,8.51,7.88,2.76,0.65,17.25,0.67,1.03,0.61,27.39,77.84,,53.46,203.53,0.04,0.55,0.0,22.45,27-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
27-Aug-2020 - 00:00,19.47,37.94,5.15,3.4,8.79,7.44,3.04,0.68,22.46,0.73,1.32,0.1,28.31,74.42,,60.86,178.43,0.04,0.55,0.0,22.5,28-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
28-Aug-2020 - 00:00,18.6,41.65,6.08,3.36,7.86,6.92,3.03,0.67,21.15,0.51,1.35,0.11,29.08,72.72,,72.8,175.11,0.02,0.47,0.0,22.88,29-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
29-Aug-2020 - 00:00,27.7,52.19,5.15,3.03,8.36,6.91,3.73,0.7,29.49,0.91,1.2,0.1,27.64,73.28,,83.51,145.06,0.01,0.48,0.0,23.34,30-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
30-Aug-2020 - 00:00,18.64,34.23,4.34,4.28,9.03,8.29,3.46,0.65,30.69,0.41,1.18,0.11,27.58,73.47,,75.47,198.41,0.01,0.68,0.0,23.33,31-Aug-2020 - 00:00,"Tirumala, Tirupati - APPCB"
31-Aug-2020 - 00:00,13.54,27.54,6.16,4.36,9.41,8.55,3.37,0.63,22.71,0.25,1.14,0.19,28.88,73.19,,83.06,198.5,0.05,0.95,0.0,23.0,01-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
01-Sep-2020 - 00:00,15.57,32.71,5.43,3.82,12.54,9.74,2.93,0.69,26.83,0.33,2.09,2.22,29.63,75.25,,33.01,179.65,0.02,0.8,0.0,22.49,02-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
02-Sep-2020 - 00:00,19.61,35.23,5.21,4.4,14.28,11.18,3.03,0.69,27.29,0.34,1.56,0.14,28.37,78.62,,20.04,225.2,-0.04,1.16,0.02,21.79,03-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
03-Sep-2020 - 00:00,28.21,44.62,5.22,4.05,12.25,9.8,4.2,0.68,24.92,0.35,1.18,0.17,28.23,82.71,,41.99,237.82,-0.07,0.78,0.01,21.74,04-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
04-Sep-2020 - 00:00,23.19,36.95,6.2,4.3,10.71,9.2,3.55,0.66,22.24,0.3,1.57,0.18,27.94,83.24,,51.7,240.95,-0.07,0.91,0.0,21.46,05-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
05-Sep-2020 - 00:00,18.02,32.91,5.44,4.61,11.8,10.03,2.7,0.69,20.6,0.53,1.79,0.15,28.2,80.16,,62.54,238.97,-0.06,0.74,0.0,22.06,06-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
06-Sep-2020 - 00:00,15.86,26.28,5.29,3.78,11.3,9.08,2.28,0.65,25.15,0.37,1.43,0.63,28.11,78.77,,64.54,121.84,-0.04,0.67,0.0,22.29,07-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
07-Sep-2020 - 00:00,17.81,27.05,5.82,4.16,11.8,9.64,2.24,0.75,25.24,0.84,1.89,0.13,28.54,81.95,,33.52,189.17,-0.0,0.58,0.0,21.71,08-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
08-Sep-2020 - 00:00,17.92,26.01,6.62,4.99,12.1,10.35,3.72,0.76,18.59,0.58,1.36,0.14,28.98,81.47,,20.12,230.92,-0.0,0.37,0.1,22.01,09-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
09-Sep-2020 - 00:00,32.74,41.75,4.95,4.71,10.52,9.42,4.2,0.73,18.76,2.44,2.97,0.39,29.27,84.53,,30.48,218.62,-0.0,0.41,0.04,21.54,10-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
10-Sep-2020 - 00:00,16.38,23.88,5.08,2.94,5.71,5.42,2.43,0.71,22.77,2.28,1.78,0.15,29.15,80.38,,37.8,242.14,0.01,0.59,0.11,21.79,11-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
11-Sep-2020 - 00:00,12.11,25.29,5.18,2.89,5.76,5.41,2.29,0.67,23.72,1.05,1.47,0.16,29.03,78.6,,17.65,151.65,0.03,0.98,0.0,21.72,12-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
12-Sep-2020 - 00:00,12.17,20.44,6.64,2.96,5.07,5.11,1.49,0.64,37.55,0.91,1.29,0.11,28.43,82.4,,7.53,145.7,0.05,1.13,0.11,20.78,13-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
13-Sep-2020 - 00:00,10.23,17.74,4.42,3.17,4.81,5.13,1.58,0.6,57.3,0.78,1.15,0.14,28.07,86.19,,5.42,142.86,0.08,1.38,0.06,19.8,14-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
14-Sep-2020 - 00:00,7.91,17.32,4.89,3.1,4.06,4.67,2.97,0.54,32.78,1.91,2.55,0.51,28.18,87.81,,4.92,171.5,0.1,1.49,0.14,19.07,15-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
15-Sep-2020 - 00:00,13.07,28.5,4.44,3.83,8.02,7.38,7.34,0.62,18.02,0.77,1.15,0.12,28.46,80.47,,22.95,216.54,0.05,0.91,0.0,21.13,16-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
16-Sep-2020 - 00:00,9.62,23.65,5.53,6.41,16.12,13.79,10.19,0.65,17.27,1.0,1.6,0.14,28.36,81.72,,30.59,182.91,0.06,0.92,0.16,21.17,17-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
17-Sep-2020 - 00:00,11.04,38.38,5.13,5.78,16.02,13.21,9.45,0.64,18.83,0.6,1.33,0.13,28.79,75.67,,62.25,163.7,0.06,1.0,0.0,22.49,18-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
18-Sep-2020 - 00:00,10.66,29.13,4.87,6.39,16.77,14.12,8.8,0.68,17.92,1.24,1.32,0.13,29.05,77.85,,35.68,155.65,0.06,1.08,0.0,22.28,19-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
19-Sep-2020 - 00:00,8.15,17.36,4.31,7.13,22.28,17.64,7.96,0.67,22.26,0.41,2.0,0.14,29.12,84.83,,7.16,160.26,0.07,1.15,0.19,20.33,20-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
20-Sep-2020 - 00:00,7.01,15.34,4.56,4.26,13.63,10.72,7.89,0.59,20.71,0.3,0.44,0.11,29.35,82.17,,10.36,141.92,0.1,1.63,0.04,20.61,21-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
21-Sep-2020 - 00:00,10.59,21.53,5.93,5.62,15.51,12.83,7.62,0.63,21.57,0.41,0.64,0.12,28.94,75.46,,11.81,115.46,0.06,1.66,0.01,21.36,22-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
22-Sep-2020 - 00:00,13.09,29.39,5.09,4.97,17.15,13.16,8.14,0.68,26.29,0.55,1.32,0.13,29.17,74.68,,49.57,82.16,0.03,1.53,0.0,21.64,23-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
23-Sep-2020 - 00:00,17.22,41.35,5.3,4.62,20.84,14.84,8.18,0.68,30.19,0.67,1.57,0.14,29.02,68.99,,84.02,118.39,0.06,1.24,0.0,22.42,24-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
24-Sep-2020 - 00:00,15.09,31.07,6.02,6.54,21.73,16.87,8.87,0.68,21.39,0.84,1.73,0.14,28.71,70.08,,88.96,176.12,0.04,0.83,0.0,22.94,25-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
25-Sep-2020 - 00:00,24.79,41.85,6.1,4.36,14.4,11.2,11.35,0.73,28.09,1.39,2.1,0.14,28.84,80.83,,34.33,164.95,0.01,0.55,0.06,22.21,26-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
26-Sep-2020 - 00:00,11.28,18.47,4.16,6.35,16.88,14.14,9.09,0.64,16.76,0.82,1.09,0.11,28.54,83.9,,5.83,152.06,0.08,1.23,0.12,20.13,27-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
27-Sep-2020 - 00:00,12.73,28.89,4.93,6.13,17.23,14.15,9.38,0.65,17.63,0.93,1.57,0.13,28.72,79.17,,4.16,203.32,0.05,0.87,0.0,21.36,28-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
28-Sep-2020 - 00:00,19.38,38.71,6.72,5.86,21.67,16.3,10.03,0.73,24.67,1.49,2.34,0.16,28.6,78.24,,20.83,255.94,0.02,0.64,0.0,21.86,29-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
29-Sep-2020 - 00:00,22.52,41.29,5.23,5.42,22.5,16.37,10.26,0.65,32.68,0.75,1.83,0.13,28.73,80.99,,35.09,250.9,0.03,0.76,0.06,21.63,30-Sep-2020 - 00:00,"Tirumala, Tirupati - APPCB"
30-Sep-2020 - 00:00,21.66,32.16,5.3,4.99,20.62,15.02,9.81,0.71,38.3,1.11,1.87,0.14,28.19,80.74,,11.97,248.68,0.04,0.95,0.0,21.12,01-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
01-Oct-2020 - 00:00,16.15,25.3,6.0,5.03,20.55,15.03,8.61,0.68,35.86,0.54,1.36,0.74,28.3,76.55,,26.42,254.25,0.11,1.51,0.0,21.45,02-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
02-Oct-2020 - 00:00,32.04,60.43,3.99,5.84,31.2,21.34,10.66,0.76,43.92,0.92,1.96,0.15,28.58,72.47,,59.72,265.41,0.05,1.01,0.0,22.71,03-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
03-Oct-2020 - 00:00,28.27,55.44,5.82,7.68,32.36,23.45,9.55,0.76,40.55,0.89,1.62,0.14,28.45,75.53,,26.89,254.81,0.13,1.31,0.0,22.35,04-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
04-Oct-2020 - 00:00,17.29,36.34,4.72,7.44,27.37,20.61,8.38,0.74,49.31,0.99,1.54,0.14,28.41,76.14,,30.54,234.03,0.13,1.31,0.0,22.01,05-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
05-Oct-2020 - 00:00,19.35,37.52,4.87,6.29,24.04,17.9,10.03,0.67,32.03,0.71,1.71,0.14,28.65,73.69,,47.55,255.62,0.14,1.51,0.0,21.96,06-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
06-Oct-2020 - 00:00,34.88,63.97,4.55,4.67,26.19,17.75,12.06,0.71,43.74,1.25,1.78,0.13,28.39,69.58,,69.29,270.33,0.04,0.86,0.0,22.97,07-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
07-Oct-2020 - 00:00,39.67,69.19,6.6,4.08,24.3,16.24,12.31,0.81,47.37,1.57,2.37,0.17,28.18,73.64,,59.98,249.88,0.03,0.56,0.0,22.83,08-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
08-Oct-2020 - 00:00,43.72,76.66,3.32,4.69,30.41,19.99,14.23,0.88,45.3,1.73,2.55,0.2,28.14,77.55,,52.98,205.97,-0.0,0.59,0.0,22.51,09-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
09-Oct-2020 - 00:00,44.12,71.88,7.3,5.9,32.36,22.0,16.03,0.83,36.84,1.54,2.33,0.19,28.9,80.21,,65.31,185.5,0.01,0.46,0.07,21.84,10-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
10-Oct-2020 - 00:00,32.68,47.45,5.45,6.37,28.15,20.16,14.74,0.98,29.94,1.68,3.41,0.76,30.03,83.36,,15.03,226.29,0.01,0.5,0.05,21.48,11-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
11-Oct-2020 - 00:00,8.36,15.88,4.85,6.55,23.89,18.03,10.24,0.72,30.39,0.92,1.42,1.37,27.87,84.36,,4.3,221.84,0.08,0.94,0.05,20.27,12-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
12-Oct-2020 - 00:00,14.34,25.3,5.65,5.86,23.46,17.25,10.29,0.87,39.72,0.54,1.38,0.43,27.8,79.6,,22.35,185.22,0.05,0.85,0.0,21.31,13-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
13-Oct-2020 - 00:00,8.53,22.3,5.93,4.9,19.58,14.4,9.35,1.05,39.93,1.2,1.77,0.89,28.23,82.4,,25.54,145.33,0.1,1.2,0.01,21.04,14-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
14-Oct-2020 - 00:00,10.63,22.2,6.5,4.01,17.02,12.32,9.0,1.03,37.53,0.79,1.28,0.12,28.29,76.54,,59.08,90.17,0.06,1.23,0.01,21.72,15-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
15-Oct-2020 - 00:00,11.94,27.1,7.51,4.85,19.81,14.48,8.94,0.9,47.03,1.3,2.45,0.15,28.51,77.52,,57.54,146.66,0.04,0.85,0.0,21.68,16-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
16-Oct-2020 - 00:00,20.69,43.89,6.29,7.07,32.06,22.8,11.18,1.08,33.86,1.15,3.68,0.26,29.14,77.49,,50.73,234.01,-0.0,0.58,0.0,22.19,17-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
17-Oct-2020 - 00:00,22.79,44.26,4.37,5.06,23.26,16.48,10.42,1.17,31.29,1.18,3.09,0.21,28.97,81.32,,17.91,235.2,0.0,0.52,0.01,21.29,18-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
18-Oct-2020 - 00:00,25.66,50.19,4.52,4.73,24.97,17.12,11.18,0.98,36.95,0.89,2.42,0.16,28.66,85.11,,3.92,216.12,0.0,0.42,0.0,20.61,19-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
19-Oct-2020 - 00:00,17.71,33.65,4.69,6.82,26.33,19.55,10.44,1.02,25.05,0.97,2.76,0.21,28.89,82.31,,23.35,232.61,0.0,0.59,0.01,21.51,20-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
20-Oct-2020 - 00:00,20.15,31.84,5.76,4.83,18.9,13.98,8.16,1.06,25.43,1.21,3.44,0.29,28.82,83.69,,5.99,236.16,0.0,0.51,0.0,20.99,21-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
21-Oct-2020 - 00:00,8.8,25.26,5.29,4.48,12.84,10.48,5.89,0.76,19.6,0.93,2.83,0.21,28.81,84.76,,9.26,233.4,0.0,0.65,0.0,20.65,22-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
22-Oct-2020 - 00:00,14.74,22.85,4.71,3.86,11.8,9.41,6.17,0.78,21.12,0.94,2.84,0.19,28.93,82.34,,15.21,231.38,0.01,0.46,0.01,21.62,23-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
23-Oct-2020 - 00:00,40.38,53.37,4.27,3.5,12.54,9.52,8.27,0.87,25.54,1.32,3.0,0.22,28.57,85.25,,37.97,228.61,0.0,0.43,0.0,21.31,24-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
24-Oct-2020 - 00:00,47.47,65.1,5.41,3.79,17.03,12.14,8.56,0.9,29.28,1.49,3.92,0.37,28.61,80.54,,39.45,243.89,0.0,0.4,0.0,21.71,25-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
25-Oct-2020 - 00:00,60.85,89.76,5.87,3.56,17.54,12.23,9.3,0.93,48.71,1.34,2.54,0.18,28.94,77.53,,46.4,256.15,-0.04,0.94,0.01,21.69,26-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
26-Oct-2020 - 00:00,64.5,94.27,6.94,3.96,21.62,14.71,9.73,0.92,50.43,1.47,2.79,0.21,28.85,70.96,,66.17,238.95,-0.04,1.07,0.0,21.56,27-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
27-Oct-2020 - 00:00,60.61,87.31,5.64,3.81,18.07,12.7,9.49,0.93,50.87,1.51,2.64,0.16,28.91,80.25,,45.48,259.84,-0.08,1.41,0.0,20.89,28-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
28-Oct-2020 - 00:00,45.09,78.41,6.23,3.36,17.04,11.8,8.11,0.86,66.45,1.73,2.53,0.15,29.31,71.46,,33.21,260.54,-0.09,2.16,0.0,20.34,29-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
29-Oct-2020 - 00:00,41.46,66.27,7.49,3.41,17.48,12.07,7.64,0.83,66.71,1.31,1.67,0.12,28.91,77.15,,4.1,235.66,-0.1,2.55,0.0,19.25,30-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
30-Oct-2020 - 00:00,54.51,99.94,8.58,3.57,28.11,17.86,8.54,0.95,83.34,1.91,3.17,2.61,28.81,65.28,,62.92,253.09,-0.06,1.4,0.0,21.16,31-Oct-2020 - 00:00,"Tirumala, Tirupati - APPCB"
31-Oct-2020 - 00:00,70.65,119.27,9.13,4.04,38.53,23.78,9.72,1.04,85.97,2.12,4.1,0.3,28.82,69.14,,70.21,233.78,-0.03,0.94,0.0,21.26,01-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
01-Nov-2020 - 00:00,78.95,127.02,9.77,4.99,44.21,27.58,10.85,1.08,99.98,2.08,3.78,1.55,28.9,71.45,,57.2,221.41,-0.03,0.74,0.0,21.58,02-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
02-Nov-2020 - 00:00,57.6,90.57,14.68,5.06,35.86,23.19,9.8,0.97,59.61,1.59,3.01,0.24,28.8,66.45,,75.19,198.62,-0.07,0.96,0.0,21.89,03-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
03-Nov-2020 - 00:00,57.8,84.4,8.22,3.84,23.2,15.46,10.12,0.96,50.21,1.55,2.43,0.18,28.81,76.43,,54.59,217.19,-0.1,1.48,0.0,21.54,04-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
04-Nov-2020 - 00:00,38.22,62.08,9.49,5.82,25.44,18.26,8.7,0.95,33.69,1.6,3.26,0.52,28.97,83.31,,10.99,226.65,-0.07,1.48,0.0,20.94,05-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
05-Nov-2020 - 00:00,40.15,58.86,7.91,4.55,21.0,14.87,8.88,0.93,36.44,1.5,7.02,0.55,29.01,84.47,,24.02,219.0,-0.11,1.71,0.0,20.93,06-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
06-Nov-2020 - 00:00,6.52,16.96,4.41,6.65,13.69,12.69,6.26,0.72,24.02,0.51,1.57,0.15,28.49,84.9,,33.12,242.6,-0.11,1.44,0.01,20.9,07-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
07-Nov-2020 - 00:00,7.84,19.81,4.49,8.89,19.2,17.43,6.14,0.76,13.84,0.58,2.2,0.2,29.05,87.48,,13.64,238.58,-0.11,1.6,0.0,20.1,08-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
08-Nov-2020 - 00:00,58.8,81.72,4.52,3.46,18.45,12.61,9.84,0.98,58.65,1.47,1.62,0.14,29.08,87.7,,16.92,211.44,-0.13,1.93,0.0,19.86,09-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
09-Nov-2020 - 00:00,61.1,93.2,6.38,4.08,23.31,15.72,9.39,0.96,56.83,1.78,3.03,0.25,29.02,78.33,,41.45,218.2,-0.07,1.62,0.0,19.66,10-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
10-Nov-2020 - 00:00,55.17,88.44,8.36,4.48,27.04,18.03,8.45,0.94,63.47,2.02,3.58,0.3,28.84,72.94,,79.79,233.54,-0.08,1.78,0.0,19.23,11-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
11-Nov-2020 - 00:00,40.08,61.5,5.67,5.07,28.19,19.11,7.36,0.95,45.35,1.97,3.47,0.26,28.76,80.49,,49.98,241.19,-0.02,1.86,0.01,19.63,12-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
12-Nov-2020 - 00:00,9.57,19.25,4.8,7.96,20.84,17.57,5.66,0.85,19.35,1.07,2.91,0.23,29.18,87.1,,7.7,265.45,-0.06,1.24,0.0,19.83,13-Nov-2020 - 00:00,"Tirumala, Tirupati - APPCB"
