from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
26-Apr-2020 - 00:00,38.31,211.17,14.8,2.95,10.41,48.02,14.42,1.13,59.15,0.46,0.9,3.52,92.42,26.66,54.69,741.01,69.17,,27-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Apr-2020 - 00:00,40.51,87.95,11.45,2.89,8.55,38.39,11.47,0.84,67.23,0.27,0.46,4.8,81.62,25.84,64.51,741.09,134.4,,28-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Apr-2020 - 00:00,61.65,141.94,14.59,2.76,10.1,41.07,20.05,0.95,72.87,0.47,0.76,2.73,110.35,28.29,55.8,741.46,126.82,,29-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Apr-2020 - 00:00,44.71,153.16,14.64,2.94,10.36,47.86,16.19,1.21,84.32,0.38,1.87,2.38,128.41,31.08,49.17,741.47,126.2,,30-Apr-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
30-Apr-2020 - 00:00,47.15,157.01,14.08,2.75,9.82,50.88,13.0,0.99,83.93,0.28,1.19,2.42,120.79,31.66,48.02,741.48,127.51,,01-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
01-May-2020 - 00:00,71.56,182.53,16.06,2.97,11.05,59.64,18.87,1.2,86.97,0.48,0.97,3.17,79.46,30.72,58.75,741.25,127.67,,02-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
02-May-2020 - 00:00,25.35,148.08,10.95,2.75,8.15,47.53,11.88,0.97,82.21,0.2,0.61,4.55,84.85,30.14,55.72,741.11,130.71,,03-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
03-May-2020 - 00:00,36.34,114.27,11.27,2.91,8.46,44.36,10.69,0.88,70.55,0.24,0.79,3.67,118.39,28.15,63.96,740.94,89.41,1.75,04-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
04-May-2020 - 00:00,31.67,76.91,12.32,2.85,8.98,43.76,12.24,1.06,71.0,0.16,0.66,1.56,172.95,28.16,58.46,741.14,133.65,,05-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
05-May-2020 - 00:00,65.22,175.34,16.71,2.87,11.32,42.37,23.21,0.93,73.52,0.46,1.02,1.43,215.69,31.31,45.21,741.38,141.45,,06-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
06-May-2020 - 00:00,59.73,216.96,16.76,2.85,11.34,40.26,18.84,1.15,71.84,0.45,1.21,1.85,131.03,29.83,46.82,741.22,105.18,,07-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
07-May-2020 - 00:00,45.84,115.93,14.1,2.8,9.88,40.58,16.59,0.96,92.23,0.26,0.8,2.12,118.62,29.52,41.15,741.16,148.79,,08-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
08-May-2020 - 00:00,66.74,155.24,17.88,2.78,11.87,47.04,15.46,1.61,99.11,0.38,1.44,1.35,138.38,32.44,41.8,741.29,139.44,,09-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
09-May-2020 - 00:00,49.89,171.06,14.95,2.83,10.35,51.06,15.71,0.98,107.26,0.3,1.89,2.48,123.83,33.6,43.32,741.49,133.74,,10-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
10-May-2020 - 00:00,70.13,138.54,18.51,3.0,12.4,52.41,14.38,1.57,68.59,0.32,1.34,3.7,103.91,28.24,57.99,740.96,60.38,9.0,11-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
11-May-2020 - 00:00,59.34,129.61,20.86,3.16,13.76,51.84,16.28,0.79,76.83,0.4,1.31,3.03,89.32,28.19,59.4,741.06,127.47,,12-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
12-May-2020 - 00:00,36.19,129.91,19.09,3.13,12.81,53.08,19.72,1.1,80.21,0.32,1.36,2.5,97.29,30.2,52.27,741.36,117.26,,13-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
13-May-2020 - 00:00,87.35,232.28,20.04,3.44,13.44,64.55,22.36,2.09,56.09,0.44,1.88,1.18,178.74,30.48,54.06,741.23,83.32,,14-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
14-May-2020 - 00:00,83.29,229.31,29.54,4.47,19.46,71.25,12.75,0.93,70.45,0.41,2.74,1.42,196.2,31.4,51.41,741.23,140.85,16.1,15-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
15-May-2020 - 00:00,42.81,129.53,24.54,3.33,15.86,54.92,12.07,1.2,66.36,0.15,1.29,3.26,275.38,31.01,43.88,741.14,145.73,7.5,16-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
16-May-2020 - 00:00,82.46,199.69,28.98,3.08,18.02,53.68,11.69,0.92,72.48,0.2,1.34,2.96,271.48,32.43,34.86,741.18,152.25,,17-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
17-May-2020 - 00:00,109.88,252.97,30.63,3.02,18.85,57.47,15.0,0.99,75.98,0.29,2.35,2.13,248.21,33.75,30.54,741.26,132.6,,18-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
18-May-2020 - 00:00,135.52,294.58,31.85,3.28,19.55,58.8,21.87,1.45,71.64,0.36,2.98,2.22,263.96,33.57,28.39,741.04,135.17,,19-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
19-May-2020 - 00:00,132.57,323.13,38.51,3.38,23.32,66.26,25.57,1.93,71.95,0.51,4.25,1.95,221.6,33.47,25.28,741.0,119.22,,20-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
20-May-2020 - 00:00,67.89,223.48,24.54,3.17,15.72,52.76,15.32,1.0,76.94,0.25,2.89,3.36,278.18,33.09,22.99,740.98,150.75,,21-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
21-May-2020 - 00:00,57.84,253.69,22.95,3.23,14.93,42.68,14.34,1.11,79.13,0.23,1.76,3.58,270.84,34.66,22.34,741.06,155.14,,22-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
22-May-2020 - 00:00,151.36,374.01,43.98,6.79,29.01,60.93,32.51,1.4,71.62,0.66,3.16,1.79,184.35,36.37,23.33,741.19,142.96,,23-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
23-May-2020 - 00:00,133.77,388.1,44.0,7.33,29.47,73.04,27.38,2.12,58.91,0.84,5.8,2.01,166.15,37.26,28.02,741.41,126.11,,24-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
24-May-2020 - 00:00,95.85,314.32,20.63,2.88,13.4,60.22,20.48,0.92,27.01,0.41,1.83,2.91,249.86,37.59,29.32,741.57,142.44,,25-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
25-May-2020 - 00:00,63.44,240.03,20.48,2.83,13.29,48.3,14.8,0.82,9.47,0.24,2.4,2.96,258.77,37.39,24.28,741.38,146.1,,26-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
26-May-2020 - 00:00,61.07,283.66,31.8,7.43,23.05,52.76,12.05,1.18,19.57,0.41,3.79,2.66,226.94,38.41,23.34,741.41,150.0,,27-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
27-May-2020 - 00:00,42.5,259.44,20.38,2.25,12.67,53.24,23.92,0.98,65.67,0.38,1.51,3.06,115.42,37.47,26.33,741.2,138.14,,28-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
28-May-2020 - 00:00,35.96,359.91,11.6,3.05,8.75,48.21,13.84,1.6,61.26,0.14,0.72,6.06,104.55,32.87,46.06,740.79,118.44,4.5,29-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
29-May-2020 - 00:00,15.25,102.98,14.59,2.73,9.86,51.46,17.39,1.96,56.25,0.34,0.73,5.34,105.43,29.5,60.32,740.58,126.06,2.25,30-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
30-May-2020 - 00:00,19.59,60.99,16.62,3.14,11.49,45.3,11.45,1.66,66.85,0.15,1.13,3.78,115.24,28.81,62.01,740.92,131.16,,31-May-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
31-May-2020 - 00:00,26.26,43.21,13.07,2.4,8.91,59.67,10.91,1.01,52.54,0.14,1.04,3.52,125.48,26.34,79.94,740.61,119.11,7.25,01-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Jun-2020 - 00:00,53.83,107.28,14.32,3.41,10.49,46.28,16.81,1.0,57.25,0.26,1.37,1.6,140.61,27.62,73.73,741.07,144.76,,02-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Jun-2020 - 00:00,45.12,131.59,21.0,3.1,13.84,67.47,14.71,1.44,66.11,0.27,1.68,2.43,196.6,29.95,63.13,741.2,127.87,1.0,03-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Jun-2020 - 00:00,75.96,172.26,23.54,4.63,16.4,57.99,20.95,1.47,68.55,0.26,2.15,1.75,198.32,30.92,55.94,741.0,117.02,,04-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Jun-2020 - 00:00,78.46,188.06,28.33,3.34,17.87,67.06,22.94,0.79,55.14,0.36,3.08,2.67,144.65,30.07,60.08,740.64,84.42,,05-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Jun-2020 - 00:00,37.76,134.41,21.86,3.08,14.24,56.32,16.33,1.09,72.66,0.26,2.08,2.94,96.27,28.91,65.34,740.56,106.95,,06-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Jun-2020 - 00:00,33.18,125.17,20.81,3.14,13.73,52.56,17.1,1.08,72.13,0.21,1.34,2.98,73.38,30.11,63.03,740.71,136.3,,07-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Jun-2020 - 00:00,47.77,137.95,20.78,2.99,13.59,50.12,15.46,1.09,63.09,0.23,1.25,2.87,161.47,30.17,59.89,740.6,117.62,,08-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Jun-2020 - 00:00,43.69,128.96,20.58,2.94,13.44,50.04,26.15,1.85,75.51,0.24,1.13,2.42,157.75,31.89,56.38,740.98,138.34,,09-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Jun-2020 - 00:00,91.18,229.95,33.16,4.01,21.0,59.54,26.45,1.0,81.06,0.42,2.1,1.77,179.53,34.89,47.88,741.27,138.05,,10-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Jun-2020 - 00:00,69.78,246.02,35.88,4.3,22.65,64.93,18.75,1.34,71.7,0.43,3.21,1.93,183.53,35.09,50.28,741.31,134.63,13.0,11-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Jun-2020 - 00:00,50.56,190.95,24.4,3.79,16.16,65.6,25.18,1.85,56.85,0.31,2.82,1.52,184.64,34.63,53.76,741.12,139.11,,12-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Jun-2020 - 00:00,60.46,212.0,23.17,3.23,15.05,60.06,17.99,1.3,78.9,0.32,2.08,2.48,124.51,35.72,51.06,741.28,130.21,,13-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Jun-2020 - 00:00,49.27,185.34,22.45,3.15,14.61,56.44,14.08,1.05,61.33,0.33,2.11,3.1,137.98,32.53,61.89,740.72,93.81,4.25,14-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Jun-2020 - 00:00,85.49,193.38,26.26,3.34,16.79,63.05,25.29,1.1,61.75,0.37,1.25,1.75,141.86,33.75,60.35,741.07,118.41,,15-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Jun-2020 - 00:00,50.51,170.23,20.06,3.11,13.29,51.66,16.54,0.98,80.22,0.32,1.3,2.3,158.04,35.78,50.06,741.31,140.96,,16-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Jun-2020 - 00:00,42.94,155.57,20.84,3.0,13.61,45.31,15.25,0.93,81.12,0.29,1.53,3.28,105.81,36.02,47.81,740.92,139.39,,17-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Jun-2020 - 00:00,36.26,133.89,15.51,3.04,10.82,42.8,14.14,1.17,65.71,0.61,1.09,4.48,85.45,34.41,57.81,740.5,148.67,,18-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Jun-2020 - 00:00,40.06,135.22,17.46,3.31,12.08,38.76,20.04,1.11,80.74,0.5,1.49,3.1,119.09,35.5,53.1,740.97,147.01,,19-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Jun-2020 - 00:00,55.39,207.62,14.27,2.34,9.42,39.1,16.11,1.22,63.28,0.33,1.17,3.88,86.39,34.98,59.53,741.01,121.55,,20-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Jun-2020 - 00:00,35.44,132.59,16.96,3.3,11.81,37.38,9.01,0.87,53.9,0.2,1.38,2.9,166.35,32.19,57.59,740.96,93.88,3.5,21-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Jun-2020 - 00:00,47.85,127.06,23.78,3.38,15.49,42.65,15.99,1.24,57.22,0.31,2.08,2.93,122.47,31.7,65.01,740.68,95.43,1.0,22-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Jun-2020 - 00:00,42.5,112.79,17.1,2.41,11.19,45.46,15.62,1.66,70.25,0.28,1.21,2.75,139.42,31.94,65.09,740.75,135.67,14.88,23-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Jun-2020 - 00:00,59.43,83.64,13.68,3.32,10.07,43.44,10.76,0.89,41.3,0.19,0.85,3.94,78.51,31.84,71.24,740.93,119.05,,24-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Jun-2020 - 00:00,41.84,92.04,13.96,3.27,10.18,41.91,15.85,1.05,37.87,0.23,0.94,3.53,79.48,30.71,78.08,741.03,109.2,,25-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Jun-2020 - 00:00,52.3,118.8,24.79,5.13,17.46,42.56,14.11,1.15,41.65,0.28,2.31,1.93,194.88,31.48,76.21,740.76,124.62,19.5,26-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
26-Jun-2020 - 00:00,58.76,146.68,19.8,4.16,14.01,53.56,14.4,1.11,39.81,0.29,1.8,2.39,189.48,32.12,72.91,740.58,117.51,,27-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Jun-2020 - 00:00,46.82,259.91,27.43,5.04,18.79,46.58,9.48,1.27,23.23,0.2,2.11,3.13,233.46,34.22,58.51,740.81,117.77,,28-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Jun-2020 - 00:00,58.89,434.4,23.6,7.78,18.98,46.62,4.79,1.08,22.64,0.22,1.78,3.09,234.51,36.34,51.94,740.99,130.08,,29-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Jun-2020 - 00:00,55.5,275.55,20.99,3.59,14.18,53.64,14.47,1.15,36.75,0.24,1.35,3.24,128.99,34.09,61.32,741.02,128.32,1.5,30-Jun-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
30-Jun-2020 - 00:00,45.15,131.61,14.91,3.06,10.53,45.48,9.44,1.16,51.73,0.18,1.32,3.57,79.04,32.12,74.17,740.86,119.08,,01-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Jul-2020 - 00:00,54.22,153.79,18.3,3.29,12.51,49.58,13.03,1.08,60.1,0.23,1.33,2.77,94.3,33.68,66.04,740.97,114.31,,02-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Jul-2020 - 00:00,73.04,185.22,22.53,3.25,14.73,49.75,16.58,1.13,70.4,0.25,1.76,2.4,109.84,35.01,62.84,741.0,126.93,1.0,03-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Jul-2020 - 00:00,69.93,192.85,20.07,3.2,13.38,62.14,12.54,1.05,68.09,0.26,2.15,3.61,89.31,35.13,62.51,740.71,116.2,,04-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Jul-2020 - 00:00,44.39,122.22,14.14,3.07,10.12,47.77,11.35,1.1,53.92,0.16,0.89,4.52,81.69,32.65,71.88,740.41,130.19,,05-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Jul-2020 - 00:00,23.33,54.99,10.16,2.88,7.97,38.91,9.48,1.23,59.53,0.1,0.47,3.31,96.78,28.82,82.04,740.26,124.23,9.93,06-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Jul-2020 - 00:00,44.38,110.44,18.07,3.34,12.47,44.27,12.96,1.51,27.62,0.23,1.23,2.72,72.35,30.22,83.06,740.15,44.84,,07-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Jul-2020 - 00:00,16.43,58.74,9.56,3.46,8.0,41.92,4.93,0.79,23.11,0.09,0.85,4.61,74.03,29.16,87.0,740.38,110.14,1.0,08-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Jul-2020 - 00:00,22.39,64.38,14.17,3.34,10.35,37.95,5.18,0.85,28.59,0.15,1.61,3.57,120.39,30.09,84.6,740.5,97.65,,09-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Jul-2020 - 00:00,46.17,114.27,20.39,3.4,13.7,42.88,11.41,1.09,55.49,0.2,3.14,1.77,208.89,32.88,72.43,740.66,133.65,,10-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Jul-2020 - 00:00,25.28,100.25,14.95,3.04,10.54,43.86,5.37,0.94,50.06,0.13,1.41,2.85,233.12,34.14,65.29,740.57,125.93,8.0,11-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Jul-2020 - 00:00,21.24,72.7,10.6,2.74,7.98,41.05,7.22,1.23,63.29,0.1,1.04,2.97,192.61,30.54,79.12,740.27,111.7,7.8,12-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Jul-2020 - 00:00,20.83,50.76,12.56,3.21,9.38,44.74,6.08,0.81,55.76,0.14,1.52,3.18,234.62,29.36,79.72,740.3,106.97,1.75,13-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Jul-2020 - 00:00,33.11,137.85,17.01,3.5,11.99,46.76,9.37,0.73,47.11,0.13,2.21,2.05,258.34,31.44,73.47,740.56,144.49,,14-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Jul-2020 - 00:00,40.06,194.02,17.05,3.72,12.18,55.19,5.45,0.97,47.01,0.16,1.57,2.0,189.48,33.73,68.22,741.04,145.04,,15-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Jul-2020 - 00:00,33.35,108.74,10.26,3.09,8.05,51.86,6.81,0.99,54.98,0.11,0.92,3.9,75.02,32.02,75.22,740.85,130.23,,16-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Jul-2020 - 00:00,29.32,90.66,12.98,3.48,9.81,46.5,9.27,1.06,35.9,0.11,0.92,3.49,71.12,31.83,78.33,740.39,115.53,,17-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Jul-2020 - 00:00,44.62,102.22,12.17,3.79,9.64,45.4,8.84,1.15,42.19,0.15,1.65,3.47,87.55,32.23,79.03,740.73,106.44,,18-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Jul-2020 - 00:00,28.82,69.42,9.38,3.05,7.54,45.42,5.86,1.05,32.38,0.11,0.93,3.24,74.65,31.04,83.6,740.86,90.59,,19-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Jul-2020 - 00:00,27.98,63.78,14.61,4.27,11.34,44.71,6.61,2.0,32.62,0.27,2.5,2.01,183.94,29.78,87.24,740.32,82.86,6.29,20-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Jul-2020 - 00:00,18.82,63.88,13.77,3.12,9.95,49.11,5.52,0.7,58.25,0.24,2.84,2.43,230.74,29.24,79.38,740.18,82.91,1.75,21-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Jul-2020 - 00:00,22.95,49.77,15.0,3.27,10.72,43.98,6.88,1.64,45.62,0.2,2.1,3.37,163.71,26.92,89.75,740.13,76.83,5.5,22-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Jul-2020 - 00:00,28.76,52.96,14.46,3.75,10.81,41.43,4.28,0.78,21.23,0.21,3.08,2.03,191.89,26.75,92.92,740.11,50.21,4.11,23-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
23-Jul-2020 - 00:00,44.32,109.01,14.42,5.82,12.46,40.33,5.48,1.1,40.37,0.23,2.54,1.71,214.9,29.76,76.72,740.72,139.26,,24-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
24-Jul-2020 - 00:00,42.7,122.34,,,,,6.07,0.96,46.45,0.15,1.25,3.0,80.79,30.57,78.82,740.98,122.55,,25-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
25-Jul-2020 - 00:00,27.19,74.83,,,,,6.03,0.96,30.63,0.11,0.76,3.28,76.18,30.25,84.05,741.21,118.12,,26-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
26-Jul-2020 - 00:00,50.35,124.22,24.8,2.68,15.37,59.66,6.53,1.27,50.6,0.26,2.2,1.82,120.66,31.4,79.09,741.29,93.45,1.0,27-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
27-Jul-2020 - 00:00,54.48,162.34,25.2,4.41,17.1,79.42,4.68,1.06,39.78,0.27,2.47,2.49,221.24,33.53,70.29,741.38,146.14,,28-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
28-Jul-2020 - 00:00,24.51,121.07,15.3,3.36,10.91,56.66,6.51,1.62,37.76,0.15,1.41,2.73,225.86,33.86,66.38,741.07,126.71,,29-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
29-Jul-2020 - 00:00,26.18,109.49,29.37,5.51,20.21,54.43,8.43,1.0,38.01,0.22,2.3,3.04,132.07,30.66,76.3,740.58,85.1,8.0,30-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
30-Jul-2020 - 00:00,26.36,59.55,25.82,3.2,16.32,41.2,6.94,0.9,13.35,0.17,2.54,2.78,90.73,27.96,94.55,740.0,12.0,,31-Jul-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
31-Jul-2020 - 00:00,,,,,,,,,,,,,,,,,,,01-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
01-Aug-2020 - 00:00,32.7,72.0,22.95,3.4,15.09,51.75,7.9,1.26,46.21,0.19,2.07,2.3,138.93,30.45,80.76,740.79,133.51,,02-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
02-Aug-2020 - 00:00,23.24,68.74,15.65,3.19,11.01,47.21,4.29,0.79,32.24,0.13,1.48,2.15,261.18,32.25,76.03,740.72,139.18,,03-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
03-Aug-2020 - 00:00,22.34,91.78,20.44,3.88,14.11,59.52,4.13,0.88,30.23,0.12,1.64,2.53,228.01,33.32,71.68,740.38,123.73,,04-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
04-Aug-2020 - 00:00,26.93,72.99,15.19,3.41,10.95,46.87,4.67,1.11,34.77,0.17,2.38,2.23,211.99,32.02,77.47,740.25,118.0,10.0,05-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
05-Aug-2020 - 00:00,37.24,84.89,21.59,4.04,14.89,50.7,6.46,1.81,27.05,0.18,1.43,2.04,103.35,30.65,86.5,740.17,73.76,12.0,06-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
06-Aug-2020 - 00:00,15.07,63.68,10.82,3.97,9.1,48.74,6.54,1.32,19.23,0.11,0.63,4.41,68.28,31.53,77.89,740.39,114.28,,07-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
07-Aug-2020 - 00:00,20.22,72.5,13.29,3.75,10.21,37.24,7.02,0.85,34.27,0.1,0.79,4.23,76.43,31.37,77.79,740.71,117.21,,08-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
08-Aug-2020 - 00:00,43.53,103.32,18.9,4.19,13.56,46.07,6.96,1.04,38.31,0.16,1.37,1.68,137.62,33.36,72.72,740.95,127.62,,09-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
09-Aug-2020 - 00:00,26.66,50.34,9.62,2.55,7.19,44.98,4.77,1.67,33.25,0.1,0.75,2.4,166.92,30.51,88.4,740.3,81.01,7.25,10-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
10-Aug-2020 - 00:00,31.3,68.35,14.88,3.77,11.08,43.79,5.64,0.98,25.61,0.14,1.44,2.73,103.52,30.83,88.35,740.46,99.83,16.0,11-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
11-Aug-2020 - 00:00,46.23,93.92,23.12,3.21,14.91,48.12,6.03,1.28,32.39,0.2,2.27,2.06,159.95,31.49,84.47,740.55,107.37,,12-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
12-Aug-2020 - 00:00,19.77,67.92,12.04,3.18,9.09,37.87,3.62,1.01,28.19,0.14,1.43,2.92,201.81,31.54,83.49,740.44,108.12,,13-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
13-Aug-2020 - 00:00,16.96,27.58,11.35,2.55,8.11,38.95,3.31,1.19,22.09,0.11,0.86,2.67,169.29,27.96,95.6,740.0,34.38,10.06,14-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
14-Aug-2020 - 00:00,14.78,49.83,9.46,2.99,7.55,30.25,2.12,0.74,26.16,0.12,0.8,3.1,67.36,28.74,91.29,740.01,73.79,1.0,15-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
15-Aug-2020 - 00:00,36.14,88.81,13.98,3.57,10.42,30.7,6.37,1.84,25.73,0.12,0.89,2.67,87.28,30.47,83.72,740.35,100.96,,16-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
16-Aug-2020 - 00:00,29.45,73.26,19.06,4.51,13.83,35.16,10.87,2.13,23.8,0.15,1.23,2.79,92.04,30.62,86.3,740.33,126.57,9.33,17-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
17-Aug-2020 - 00:00,37.79,76.56,20.29,5.02,14.97,37.92,7.32,1.15,26.68,0.32,2.63,2.58,121.53,30.15,91.81,740.25,66.33,3.17,18-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
18-Aug-2020 - 00:00,38.72,85.53,27.52,5.95,19.57,48.92,7.69,1.27,33.9,0.3,3.35,1.98,146.65,30.63,87.12,740.33,79.96,,19-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
19-Aug-2020 - 00:00,18.64,48.5,26.02,5.82,18.77,39.74,4.3,1.39,15.83,0.24,1.74,2.62,150.2,27.51,94.82,740.0,17.66,10.72,20-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
20-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,21-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
21-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,22-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
22-Aug-2020 - 00:00,,,,,,,,,,,,,,,,,,,23-Aug-2020 - 00:00,"Loni, Ghaziabad - UPPCB"
