from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
22-Jan-2020 - 00:00,251.86,158.96,8.69,23.3,31.99,1.15,,13.31,4.38,0.0,0.0,0.0,23-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
23-Jan-2020 - 00:00,110.53,50.84,3.41,19.84,23.26,0.27,,24.98,5.46,0.0,0.0,0.0,24-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
24-Jan-2020 - 00:00,127.4,62.67,4.73,20.72,25.46,0.33,,29.95,5.15,0.0,0.0,0.0,25-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
25-Jan-2020 - 00:00,232.87,119.27,8.77,22.99,31.76,0.44,,24.72,3.14,0.0,0.0,0.0,26-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
26-Jan-2020 - 00:00,328.3,194.97,8.82,22.32,31.14,5.16,,23.26,4.54,0.0,0.0,0.0,27-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
27-Jan-2020 - 00:00,369.94,215.2,13.9,25.18,39.09,1.63,,21.47,0.0,0.0,0.0,0.0,28-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
28-Jan-2020 - 00:00,152.36,95.66,5.93,24.81,30.74,6.84,0.58,21.37,4.57,0.0,0.0,0.0,29-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
29-Jan-2020 - 00:00,133.18,70.58,5.66,20.44,26.1,5.03,,22.02,5.21,0.0,0.0,0.0,30-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
30-Jan-2020 - 00:00,154.93,75.03,3.1,16.99,20.09,1.68,,24.01,5.58,0.0,0.0,0.0,31-Jan-2020 - 00:00,"North Campus, DU, Delhi - IMD"
31-Jan-2020 - 00:00,160.49,76.13,2.86,16.88,19.74,1.87,,24.26,7.08,0.0,0.0,0.0,01-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
01-Feb-2020 - 00:00,189.93,100.74,2.83,16.85,19.67,1.96,,23.92,7.8,0.0,0.0,0.0,02-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
02-Feb-2020 - 00:00,195.94,111.57,2.81,16.84,19.64,1.94,,25.56,6.89,0.0,0.0,0.0,03-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
03-Feb-2020 - 00:00,225.22,116.12,10.76,20.62,24.68,2.14,,26.37,7.17,0.0,0.0,0.02,04-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
04-Feb-2020 - 00:00,335.43,178.2,3.68,17.03,17.12,2.79,,29.49,3.64,0.27,0.5,0.01,05-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
05-Feb-2020 - 00:00,226.58,120.11,18.84,45.95,59.3,1.6,,24.91,7.46,0.35,0.01,0.02,06-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
06-Feb-2020 - 00:00,185.72,94.53,39.29,134.39,169.82,0.73,,24.25,6.78,0.02,0.42,3.22,07-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
07-Feb-2020 - 00:00,213.9,116.9,37.28,213.05,163.23,0.86,,26.55,5.84,0.05,0.1,1.51,08-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
08-Feb-2020 - 00:00,224.66,128.46,12.73,15.67,28.4,0.81,,28.3,7.78,0.02,0.58,5.27,09-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
09-Feb-2020 - 00:00,241.34,129.79,14.48,15.26,29.74,0.84,,27.66,7.07,0.04,1.23,1.66,10-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
10-Feb-2020 - 00:00,260.8,147.17,27.75,23.97,49.32,0.95,,27.57,3.54,0.08,0.83,4.82,11-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
11-Feb-2020 - 00:00,298.0,156.24,62.55,58.43,76.04,1.05,,29.27,6.79,0.25,3.29,5.99,12-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
12-Feb-2020 - 00:00,278.2,149.16,124.59,129.07,128.85,1.55,,29.41,4.92,0.2,3.78,3.12,13-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
13-Feb-2020 - 00:00,163.58,75.39,33.15,43.19,62.85,2.19,,30.73,6.18,0.27,0.2,0.6,14-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
14-Feb-2020 - 00:00,159.05,56.93,1.4,11.45,11.83,2.34,,33.41,4.49,0.11,0.0,0.04,15-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
15-Feb-2020 - 00:00,133.33,56.17,10.19,25.98,33.02,2.41,,36.6,6.1,0.4,0.58,2.03,16-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
16-Feb-2020 - 00:00,213.46,100.02,40.06,34.62,74.67,3.05,,28.97,8.27,4.27,0.45,2.01,17-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
17-Feb-2020 - 00:00,240.37,123.02,56.14,33.24,89.39,3.54,,28.83,0.54,24.15,0.06,0.16,18-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
18-Feb-2020 - 00:00,204.66,84.65,48.39,37.63,86.0,3.21,,32.16,0.0,6.31,0.15,5.76,19-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
19-Feb-2020 - 00:00,246.4,114.01,153.3,33.18,184.03,4.65,,28.2,0.0,24.82,0.54,2.21,20-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
20-Feb-2020 - 00:00,193.51,82.96,5.16,25.55,30.72,2.78,,39.01,4.76,0.58,1.12,1.6,21-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
21-Feb-2020 - 00:00,79.66,38.44,4.65,16.69,21.34,2.55,,32.17,5.54,0.41,2.44,0.75,22-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
22-Feb-2020 - 00:00,100.16,48.32,48.25,23.11,71.35,3.03,,25.94,6.32,1.06,1.12,5.44,23-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
23-Feb-2020 - 00:00,143.33,75.75,31.37,20.1,51.48,3.21,,22.87,5.73,0.84,1.65,4.55,24-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
24-Feb-2020 - 00:00,103.81,50.94,16.95,26.61,43.56,2.79,,25.63,7.64,0.09,1.49,0.44,25-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
25-Feb-2020 - 00:00,189.29,89.14,23.9,31.33,55.23,3.06,,26.65,6.59,0.24,3.46,2.39,26-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
26-Feb-2020 - 00:00,225.39,113.9,62.26,28.28,90.55,3.62,,27.78,2.16,0.23,5.47,3.8,27-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
27-Feb-2020 - 00:00,170.08,86.49,27.11,31.31,58.42,3.17,,39.02,0.0,0.18,2.6,2.23,28-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
28-Feb-2020 - 00:00,132.2,65.36,4.58,21.06,25.64,1.8,,32.18,1.38,0.82,2.38,3.66,29-Feb-2020 - 00:00,"North Campus, DU, Delhi - IMD"
29-Feb-2020 - 00:00,95.56,48.24,5.67,21.63,27.3,0.85,12.92,23.13,4.09,0.22,0.82,13.75,01-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
01-Mar-2020 - 00:00,96.47,42.44,24.71,30.19,54.9,1.11,,21.29,4.51,0.17,0.01,34.12,02-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
02-Mar-2020 - 00:00,166.19,79.06,59.04,23.24,82.29,1.88,,11.69,0.0,0.61,8.1,14.1,03-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
03-Mar-2020 - 00:00,131.66,56.95,30.99,24.68,55.67,1.33,,8.35,2.54,0.23,2.56,1.31,04-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
04-Mar-2020 - 00:00,156.58,66.33,23.26,23.87,47.13,1.33,,17.97,2.38,0.09,1.69,1.14,05-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
05-Mar-2020 - 00:00,62.27,27.07,7.58,20.38,27.97,0.85,,13.46,1.41,0.1,1.6,0.51,06-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
06-Mar-2020 - 00:00,43.82,17.84,12.84,26.24,38.98,0.9,,16.19,3.45,0.07,1.49,1.83,07-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
07-Mar-2020 - 00:00,83.24,37.41,19.16,29.15,48.32,1.11,,16.12,3.7,0.23,1.24,0.82,08-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
08-Mar-2020 - 00:00,137.49,67.42,44.81,32.67,77.48,1.8,,19.86,3.19,0.08,0.38,0.45,09-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
09-Mar-2020 - 00:00,103.48,46.04,11.38,24.23,35.6,0.99,,13.48,1.81,0.06,0.1,0.14,10-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
10-Mar-2020 - 00:00,142.04,67.42,11.38,24.54,35.92,1.27,,15.93,5.01,0.44,2.41,0.79,11-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
11-Mar-2020 - 00:00,102.15,51.94,10.87,23.53,34.41,1.2,,14.12,1.69,0.23,1.26,1.13,12-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
12-Mar-2020 - 00:00,139.0,51.37,25.13,29.95,55.08,1.42,,9.88,0.0,0.54,2.88,6.0,13-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
13-Mar-2020 - 00:00,165.63,48.29,23.83,32.73,56.56,1.46,,12.4,2.09,0.75,2.63,13.6,14-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
14-Mar-2020 - 00:00,65.26,28.28,13.8,25.6,39.4,1.14,,14.62,3.63,0.13,0.91,1.92,15-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
15-Mar-2020 - 00:00,107.64,47.74,21.9,29.72,51.63,1.3,,19.07,4.47,0.1,0.44,4.43,16-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
16-Mar-2020 - 00:00,118.17,47.05,14.12,30.09,44.21,1.29,,15.59,4.6,0.16,0.81,4.54,17-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
17-Mar-2020 - 00:00,147.81,59.45,21.74,32.19,53.93,1.5,,17.3,4.86,0.46,1.02,12.18,18-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
18-Mar-2020 - 00:00,127.28,52.37,21.35,31.71,53.06,1.57,,17.46,4.99,0.26,1.29,3.84,19-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
19-Mar-2020 - 00:00,176.88,72.33,22.81,31.98,54.79,1.75,,13.5,6.67,0.28,1.9,1.59,20-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
20-Mar-2020 - 00:00,161.97,74.05,37.05,42.28,79.33,1.88,,22.21,2.55,0.0,0.0,0.0,21-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
21-Mar-2020 - 00:00,155.94,71.04,30.01,36.93,66.94,1.87,,20.05,0.0,0.0,0.0,0.0,22-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
22-Mar-2020 - 00:00,110.98,62.28,13.32,22.13,35.45,1.46,,15.58,0.0,0.0,0.0,0.0,23-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
23-Mar-2020 - 00:00,83.79,42.45,12.13,19.67,31.81,1.28,,11.28,0.0,0.0,0.0,0.0,24-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
24-Mar-2020 - 00:00,83.3,46.57,12.17,20.16,32.33,1.37,,6.34,0.0,0.0,0.0,0.0,25-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
25-Mar-2020 - 00:00,59.67,31.41,12.09,16.39,28.48,1.26,,6.25,0.0,0.0,0.0,0.0,26-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
26-Mar-2020 - 00:00,69.34,34.68,11.18,15.1,26.28,1.2,,5.98,0.0,0.0,0.0,0.0,27-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
27-Mar-2020 - 00:00,45.81,16.53,11.03,13.63,24.67,1.14,,5.52,0.0,0.0,0.0,0.0,28-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
28-Mar-2020 - 00:00,42.89,19.84,11.59,15.24,26.84,1.17,,5.45,0.0,0.0,0.0,0.0,29-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
29-Mar-2020 - 00:00,52.17,20.72,10.41,13.21,23.62,1.14,,5.42,0.0,0.0,0.0,0.0,30-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
30-Mar-2020 - 00:00,54.96,21.77,10.39,13.78,24.17,1.22,,5.55,0.0,0.0,0.0,0.0,31-Mar-2020 - 00:00,"North Campus, DU, Delhi - IMD"
31-Mar-2020 - 00:00,54.44,20.48,10.29,13.77,24.06,1.26,,6.09,0.0,0.0,0.0,0.0,01-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
01-Apr-2020 - 00:00,70.77,21.18,10.63,14.9,25.53,1.31,,6.07,0.0,0.0,0.0,0.0,02-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
02-Apr-2020 - 00:00,59.83,15.26,10.03,13.87,23.9,1.26,,7.25,0.0,0.0,0.0,0.0,03-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
03-Apr-2020 - 00:00,59.15,16.38,9.85,14.17,24.02,1.23,,8.19,0.0,0.0,0.0,0.0,04-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
04-Apr-2020 - 00:00,66.83,20.01,10.57,15.96,26.53,1.33,,5.98,0.0,0.0,0.0,0.0,05-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
05-Apr-2020 - 00:00,93.75,35.65,10.54,16.08,26.62,1.49,,6.45,0.0,0.0,0.0,0.0,06-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
06-Apr-2020 - 00:00,109.77,41.31,10.99,15.28,26.26,1.61,387.75,5.84,0.0,0.0,0.0,0.0,07-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
07-Apr-2020 - 00:00,74.97,17.3,10.07,13.29,23.37,1.37,391.46,6.22,0.0,0.0,0.0,0.0,08-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
08-Apr-2020 - 00:00,72.9,16.61,9.89,13.71,23.6,1.35,,6.47,0.0,0.0,0.0,0.0,09-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
09-Apr-2020 - 00:00,73.19,19.74,10.01,14.91,24.92,1.4,,7.03,0.0,0.0,0.0,0.0,10-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
10-Apr-2020 - 00:00,87.73,30.0,10.74,16.44,27.18,1.53,,5.97,0.0,0.0,0.0,0.0,11-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
11-Apr-2020 - 00:00,114.77,37.02,10.65,15.56,26.21,1.64,,6.67,0.0,0.0,0.0,0.0,12-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
12-Apr-2020 - 00:00,77.17,20.79,9.8,13.97,23.76,1.55,,7.39,0.0,0.0,0.0,0.0,13-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
13-Apr-2020 - 00:00,103.56,30.33,10.74,16.29,27.03,1.79,,5.91,0.0,0.0,0.0,0.0,14-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
14-Apr-2020 - 00:00,114.04,34.83,10.65,18.68,29.33,1.91,,7.21,0.0,0.0,0.0,0.0,15-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
15-Apr-2020 - 00:00,166.26,36.27,11.38,19.76,31.14,2.0,,6.65,0.0,0.0,0.0,0.0,16-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
16-Apr-2020 - 00:00,257.93,54.73,10.87,18.44,29.31,2.11,,6.34,0.0,0.0,0.0,0.0,17-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
17-Apr-2020 - 00:00,,25.72,9.53,13.17,22.7,1.62,,9.94,0.0,0.0,0.0,0.0,18-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
18-Apr-2020 - 00:00,,26.86,9.9,13.06,22.96,1.59,,9.17,0.0,0.0,0.0,0.0,19-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
19-Apr-2020 - 00:00,,28.55,10.76,15.86,26.62,1.67,,7.1,0.0,0.0,0.0,0.0,20-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
20-Apr-2020 - 00:00,,41.76,11.16,16.19,27.35,1.87,,6.09,0.0,0.0,0.0,0.0,21-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
21-Apr-2020 - 00:00,,28.6,10.67,15.76,26.43,1.72,,6.6,0.0,0.0,0.0,0.0,22-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
22-Apr-2020 - 00:00,,42.2,11.25,18.05,29.3,1.78,,6.9,0.0,0.0,0.0,0.0,23-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
23-Apr-2020 - 00:00,,40.59,10.28,18.89,29.17,1.9,,8.02,0.0,0.0,0.0,0.0,24-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
24-Apr-2020 - 00:00,,48.23,12.45,20.87,33.32,1.81,,8.51,0.0,0.0,0.0,0.0,25-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
25-Apr-2020 - 00:00,,24.93,9.58,14.67,24.24,1.67,,9.95,0.0,0.0,0.0,0.0,26-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
26-Apr-2020 - 00:00,,35.66,10.08,14.9,24.97,1.78,,8.99,0.0,0.0,0.0,0.0,27-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
27-Apr-2020 - 00:00,,22.66,9.78,13.28,23.06,1.65,,10.66,0.0,0.0,0.0,0.0,28-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
28-Apr-2020 - 00:00,,38.9,9.9,14.77,24.68,1.81,,10.65,0.0,0.0,0.0,0.0,29-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
29-Apr-2020 - 00:00,,47.61,10.42,16.07,26.48,1.93,,10.95,0.0,0.0,0.0,0.0,30-Apr-2020 - 00:00,"North Campus, DU, Delhi - IMD"
30-Apr-2020 - 00:00,,42.82,9.97,14.91,24.88,1.85,,10.67,0.0,0.0,0.0,0.0,01-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
01-May-2020 - 00:00,,55.17,10.35,15.72,26.07,1.93,,12.57,0.0,0.0,0.0,0.0,02-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
02-May-2020 - 00:00,,33.52,9.66,12.55,22.21,1.56,,12.72,0.0,0.0,0.0,0.0,03-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
03-May-2020 - 00:00,,30.71,9.71,13.53,23.24,1.67,,12.33,0.0,0.0,0.0,0.0,04-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
04-May-2020 - 00:00,,26.65,10.0,14.19,24.19,1.71,,11.02,0.0,0.0,0.0,0.0,05-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
05-May-2020 - 00:00,,47.75,10.79,15.81,26.61,1.89,,12.49,0.0,0.0,0.0,0.0,06-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
06-May-2020 - 00:00,,49.35,10.35,18.3,28.66,2.01,,14.64,0.0,0.0,0.0,0.0,07-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
07-May-2020 - 00:00,,34.75,9.76,15.63,25.39,1.86,,16.44,0.0,0.0,0.0,0.0,08-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
08-May-2020 - 00:00,,41.15,9.78,16.43,26.21,1.99,,19.58,0.0,0.0,0.0,0.0,09-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
09-May-2020 - 00:00,223.29,67.57,9.68,15.04,24.71,1.59,,39.2,2.26,0.18,0.51,2.86,10-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
10-May-2020 - 00:00,115.98,42.11,9.59,15.56,25.14,0.9,,35.19,4.25,0.15,1.09,0.14,11-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
11-May-2020 - 00:00,95.45,38.56,9.87,17.34,27.21,0.92,,37.05,3.86,0.18,0.88,0.62,12-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
12-May-2020 - 00:00,96.1,44.28,9.77,16.24,26.01,0.93,,39.84,0.0,0.27,0.54,0.53,13-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
13-May-2020 - 00:00,158.82,68.06,10.12,19.72,29.85,1.05,,27.29,0.0,0.3,1.59,0.84,14-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
14-May-2020 - 00:00,123.93,54.64,12.32,19.65,31.97,1.07,,27.26,0.0,0.11,1.09,0.04,15-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
15-May-2020 - 00:00,104.5,46.11,10.68,18.0,28.68,0.91,,25.62,0.0,0.09,0.53,0.56,16-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
16-May-2020 - 00:00,130.27,68.08,10.55,19.38,29.93,0.99,,33.82,0.0,0.21,1.63,0.3,17-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
17-May-2020 - 00:00,164.59,76.66,11.5,20.53,32.03,1.08,,26.61,0.0,0.47,1.9,5.95,18-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
18-May-2020 - 00:00,170.77,76.99,12.17,23.35,35.52,1.09,,28.24,0.0,0.48,2.08,7.94,19-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
19-May-2020 - 00:00,188.76,88.5,13.84,26.05,39.89,1.14,,29.27,0.0,0.77,1.14,4.49,20-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
20-May-2020 - 00:00,133.39,52.86,10.28,19.75,30.03,0.94,,38.21,0.0,0.34,5.25,0.1,21-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
21-May-2020 - 00:00,129.99,40.77,10.35,21.39,31.73,0.91,,40.1,0.0,0.03,0.05,0.04,22-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
22-May-2020 - 00:00,202.53,66.62,12.25,28.81,41.06,1.22,,37.05,0.0,0.19,5.42,2.74,23-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
23-May-2020 - 00:00,199.57,50.12,18.04,29.88,47.91,1.2,,22.54,0.0,0.39,6.42,1.18,24-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
24-May-2020 - 00:00,183.58,56.48,10.91,19.58,30.49,0.88,,26.25,0.0,0.04,0.14,0.19,25-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
25-May-2020 - 00:00,137.92,41.9,10.73,20.31,31.04,0.85,,31.63,0.0,0.03,0.04,0.05,26-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
26-May-2020 - 00:00,147.14,41.02,12.63,23.58,36.2,0.87,,24.92,0.0,0.13,3.31,0.75,27-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
27-May-2020 - 00:00,148.8,37.21,10.04,20.21,30.25,0.82,,49.38,0.0,0.05,0.89,0.11,28-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
28-May-2020 - 00:00,196.74,28.78,9.79,14.12,23.91,0.78,,40.94,0.0,0.02,1.05,0.03,29-May-2020 - 00:00,"North Campus, DU, Delhi - IMD"
